BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2014;590801106;590782421;0;;;;1;;726;;137;120;;1;1;1;1;1;0;0;0;0;0;15027848;1;223;223;38;1;1;0;0;1;1;1;0;;;1;1;0;0;6;1;1;;;;;;;;;;;;6;0.75;1;;;;;0;1
PHARMA;2014;590804696;590781902;0;;;;1;;423;;74;60;374;0;0;0;0;0;0;0;0;0;0;5917272;1;418;418;;1;1;0;0;1;1;1;0;;;1;0;0;1;4;0;1;3;8;15;4;1;1;0;;7;2;;4.8;0.1;0.5;1.7;12.31;15.91;3.2;0;1
PHARMA;2014;590806360;590003596;0;;;;;;15;;141;;;0;0;0;0;0;0;0;0;0;0;146296;1;100;156;76;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;1;;;1;;;;;;;0.94;;;;1;;;0;1
PHARMA;2014;590809703;590004552;0;;;;0;0;;;105;;;0;0;0;0;0;0;0;0;0;0;182812;1;100;105;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;;;;1;;;;;;;0;0
PHARMA;2014;590810784;590004685;0;;;;;;;;73;;;0;0;0;0;0;0;0;0;0;0;71483;1;100;100;100;1;0;0;0;0;1;0;0;;;0;0;0;;1;;;;2;;;;;;;;;;1;;;;2;;;0;0
PHARMA;2014;590813176;590005278;0;;;;0;0;40;;;;;0;0;0;0;0;0;0;0;0;0;530264;1;40;40;40;1;0;0;0;1;1;0;0;;;0;0;0;1;1;;;;1;;;;;;;1;;;1;;;;1.6;;;0;1
PHARMA;2014;590813382;590000386;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;100;111;;1;;;;1;1;0;0;;;1;1;0;;1;;;;1;;;;;;;;1;;1;;;;0.9;0.8;;0;0
PHARMA;2014;590813507;590000485;0;;;;1;0;140;;23;;;1;1;1;1;1;0;0;0;0;0;1467569;1;;163;163;1;0;0;0;1;1;0;0;;0;1;0;0;0;1;;;;2;1;;;;;;;1;;1;;;;2;1.7;;0;1
PHARMA;2014;590815056;590005492;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;111;111;111;1;;;;1;1;0;0;;;1;0;0;;1;;;;2;;;;;;;2;;;1;;;;3.33;;;0;0
PHARMA;2014;590816310;590000048;0;;;;1;;157;;;;;1;1;1;1;1;0;0;0;0;0;918731;1;151;149;56;1;0;0;0;1;1;0;0;;;1;1;0;0;;;;;1;;2;;1;;;1;1;0;;0.1;;;1.6;0.2;2;0;1
PHARMA;2014;590816427;590781829;0;;;;;;;74;;;;0;0;0;0;0;0;0;0;0;0;;1;80;74;74;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;;;;0.6;;;;;;;0;0
PHARMA;2014;590817441;620003814;0;;;;0;0;;;58;;;0;0;0;0;0;0;0;0;0;0;62000;1;58;58;58;1;0;0;;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.5;;;;1;;;0;0
PHARMA;2014;600000012;600100028;1;3;0;;0;1;;894;;;60;0;0;0;0;0;0;0;0;0;0;1094192;1;954;954;954;0;0;0;0;0;1;1;0;;;0;0;0;1;3;;;2;9;6;2;;;;0;2;0;0;3;;;0.83;10.83;5.22;2;0;1
PHARMA;2014;600000020;600100085;1;1;0;31;0;0;;;30;30;179;1;1;1;1;1;0;0;0;0;0;171298;1;70;239;239;1;0;0;0;0;1;0;0;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0.35;0;0;0;1.91;0;0;0;1
PHARMA;2014;600000046;600100127;0;;;;0;0;0;0;40;30;85;0;0;0;0;0;0;0;0;0;0;94723;1;155;155;155;1;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;2;1;;;;;;;;;1;;;;2;0.6;;0;0
PHARMA;2014;600000053;600101984;1;1;1;;1;;261;;65;73;90;1;1;1;1;1;0;0;0;0;0;3303200;1;211;211;211;1;0;0;0;1;1;1;0;;;1;1;0;1;3;1;;1;4;5;2;;;;;1;;;2;0.6;;1;4.72;5.53;2;0;1
PHARMA;2014;600000152;600100572;0;;;;0;0;20;;14;86;;0;0;0;0;0;0;0;0;0;0;116526;1;120;120;100;1;0;0;0;0;1;1;1;8;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;1.12;0;0;0;2;0;0;0;0
PHARMA;2014;600000186;600100648;0;;;;;;75;0;18;88;236;0;0;0;0;0;0;0;0;0;0;1169874;1;396;420;392;1;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;4;;;2;;;;1;;1;1.8;;;;4.8;;0.8;0;0
PHARMA;2014;600000194;600100713;0;;;;1;1;429;;40;322;;0;0;1;0;0;0;0;0;0;0;13541836;1;778;778;687;1;1;0;0;1;1;1;1;20;0;1;1;0;0;8;1;1;1;14;;8;;;;;7;;1;8;0.5;1;1;19.24;;9.67;0;1
PHARMA;2014;600000467;600101984;1;1;1;;1;;377;;;;;1;1;1;1;1;0;1;0;0;1;15391800;1;140;140;140;1;1;0;0;1;1;1;0;;;1;1;0;1;7;1;0;1;15;15;2;1;0;1;0;3;0;1;6.6;1;0.6;0.64;16.79;15.92;2.9;0;1
PHARMA;2014;600001184;600108948;0;;;;;;;;;31;161;0;0;0;0;0;0;0;0;0;0;16900;1;31;31;31;0;0;0;0;0;0;0;0;;;0;0;0;2;;;;;2;;;1;;;;;;;0.6;;;;2;;;0;0
PHARMA;2014;600010094;600100580;0;;;;1;0;;;20;;204;0;0;0;0;0;0;0;0;0;0;43002;1;224;224;224;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;;;;3;;;1;;;;;;;1.8;;;;3;;;0;0
PHARMA;2014;600100101;750712184;0;;;;;;29;;60;94;40;0;0;0;0;0;0;0;0;0;0;215555;1;223;223;223;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;3;1;1;1;;;;1;1;1;1.5;;;;5.05;1;1;0;0
PHARMA;2014;600100176;600010581;1;1;1;;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;9532;0;0;10;10;1;0;0;0;0;1;0;0;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.6;0;0;0;0
PHARMA;2014;600100184;600010276;1;1;1;;1;0;40;;40;;;0;0;1;0;1;0;0;0;0;0;247136;1;80;80;80;1;0;0;0;0;0;0;0;;;0;0;0;1;;;;;;;;1;;;;2;;;0.7;;;;1;;;1;1
PHARMA;2014;600100275;600000111;0;;;;0;0;;;120;;;1;1;1;1;1;0;0;0;0;0;125390;1;120;120;120;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;3;;;;;;;1;;;;2;;;0;0
PHARMA;2014;600100283;750710428;0;;;;0;0;;;99;;;1;1;1;1;1;0;0;0;0;0;90689;1;100;99;99;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;2;;;;1;;;0.77;;;;2.76;;;0;0
PHARMA;2014;600100309;750721334;0;;;;0;0;;;50;;;1;1;0;1;1;0;0;0;0;0;;1;50;50;50;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;1;;;1;;;0.65;0.65;;;0.5;;;0;0
PHARMA;2014;600100671;750034589;0;;;;0;0;;;108;;;1;0;1;1;1;0;0;0;0;0;150000;1;108;108;108;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.45;;;;0.9;;;0;0
PHARMA;2014;600100754;600000228;0;;;;1;0;175;;26;;;1;1;1;1;1;0;0;0;0;0;3811515;1;100;100;24;1;1;0;0;1;1;0;0;;;1;1;0;2;2;;;;3;1;;;;;;5;2;1;2;;;;6.15;2.29;0.04;0;0
PHARMA;2014;600100796;750720609;0;;;;;;;;70;;;1;1;1;1;1;0;0;0;0;0;66456;1;70;70;70;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;;;;1;;;;2;;;1.02;;;;1.5;;;0;0
PHARMA;2014;600100861;440052041;0;;;;1;0;;;120;;;1;1;1;1;1;0;0;0;0;0;103387;1;120;120;120;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;4;2;;1;;;;;;;;1;;;3.19;2;;1;0;0
PHARMA;2014;600101679;590039863;0;;;;;;;;100;;;0;0;0;0;0;0;0;0;0;0;175797;1;100;100;100;0;0;0;0;0;0;0;0;;;0;0;0;2;;;;;2;;;2;;;;;;;0.62;;;;2;;;0;0
PHARMA;2014;600101687;600010037;0;;;;0;0;;;40;;;0;0;0;0;0;0;0;0;0;0;59144;1;100;40;40;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;600101943;750720609;0;;;;0;0;;;53;;;0;0;0;0;0;0;0;0;0;0;87921;1;53;53;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;600105381;600106611;0;;;;;;;;;51;;0;0;0;1;0;0;0;0;1;0;24353;1;51;51;51;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.4;;;;0.8;;;0;0
PHARMA;2014;600110175;600001234;0;;;;1;0;88;;;;;1;1;1;1;1;0;0;0;0;0;182928;1;88;88;72;1;0;0;0;1;1;0;0;;;1;0;0;2;1;1;;;1;1;;;;;;;;;0.9;0.15;;;1;0.5;;0;1
PHARMA;2014;600111124;600106611;0;;;;1;1;;;30;;;0;0;1;0;0;0;0;1;0;0;18911;0;30;30;30;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.6;;;;0.5;;;0;0
PHARMA;2014;600113476;600100721;1;3;0;;1;;415;;74;73;242;0;0;0;0;0;0;0;0;0;0;18518932;1;100;1173;707;1;1;0;0;1;1;1;1;43;0;1;1;0;0;7;5;0;0;20;19;2;0;0;0;0;2;1;2;5.22;0.5;0;0;20.05;20.17;3.6;0;1
PHARMA;2014;610000028;610780025;0;;;;;;;179;;;30;0;0;1;0;0;0;0;0;0;0;220167;1;209;209;209;1;0;0;0;0;1;0;0;;;0;0;0;0;0;;;;2;;1;2;;;;1;;;1.1;;;;2.5;;0.6;0;1
PHARMA;2014;610000044;610780074;0;;;;0;0;105;;29;30;158;0;0;0;0;0;0;0;0;0;0;2656486;1;168;322;147;1;0;0;0;1;1;1;0;;;1;0;0;2;1;0;0;0;8;3;2;0;0;0;0;0;2;0;1;0;0;0;6.04;4.8;2;0;1
PHARMA;2014;610000051;610780082;0;;;;0;1;254;0;33;110;60;0;0;1;0;0;0;1;0;0;0;6859149;1;148;433;188;1;1;0;0;1;1;1;0;;;1;1;1;2;5;;;;5;3;1;4;;;1;4;1;1;7.4;;;0.21;7.82;3.25;1.8;0;1
PHARMA;2014;610000069;610780090;0;;;;1;0;219;;25;;120;0;0;0;0;0;0;0;0;0;0;2020000;1;360;360;120;1;1;0;1;1;1;1;0;;;1;1;0;1;2;;2;2;7;1;;1;1;1;;1;7;1;2.38;0.25;0.4;0.8;6.73;5.22;0.5;0;1
PHARMA;2014;610000077;610780124;0;;;;1;;44;;56;;227;0;1;1;0;0;0;0;0;0;0;242531;1;327;327;285;1;0;0;0;1;0;1;0;;;0;0;0;0;1;;;;3;2;;;;;;;;;1.19;;;;2.14;1.05;;0;0
PHARMA;2014;610000085;610780132;0;;;;;;;;22;;215;0;0;0;0;0;0;0;0;0;0;106548;1;237;237;237;1;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0.29;0;0;0;0.43;0.13;0;0;0
PHARMA;2014;610000093;610780140;0;;;;1;0;20;;16;;204;1;1;1;1;1;0;0;0;0;0;224352;1;240;240;240;1;0;0;0;0;0;1;0;;;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1.5;0;0;0;0
PHARMA;2014;610000101;610780157;1;3;0;;;;5;;30;;;1;1;1;1;1;0;0;0;0;0;139930;1;175;175;175;1;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;1;;;0.7;;;;1;;;0;0
PHARMA;2014;610000119;610780165;0;;;;;0;212;37;;;;1;1;1;1;1;0;0;0;0;0;2767000;1;427;427;15;1;1;0;0;1;1;1;1;15;0;1;0;0;0;3;3;0;0;5;8;1;2;2;0;0;2;0;1;5.2;4.79;0;0;6.97;7.49;1.8;0;1
PHARMA;2014;610006371;610000135;0;;;;0;0;;;20;;;0;0;0;0;0;0;0;0;0;0;43023;1;20;20;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;1;0.14;;;;0.13;;0.03;0;0
PHARMA;2014;610006421;610006413;0;;;;1;0;36;0;51;0;0;0;1;0;0;0;0;0;0;0;0;150559;0;;;;1;0;0;0;1;1;0;0;;;1;0;0;;;;;;;;1;1;;;;1;;;0.75;;;;0.8;;1;0;0
PHARMA;2014;610780116;610790594;0;;;;1;;98;0;80;0;348;0;0;0;0;0;0;0;0;0;0;862021;1;526;526;526;1;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;5;1;3;1;;;1;2;;;1.82;;;0.08;6.15;0.4;1.2;0;1
PHARMA;2014;610780199;610000135;0;;;;0;0;75;;;;;0;0;0;0;0;0;0;0;0;0;89843;1;75;75;0;1;0;0;0;1;1;0;0;;;1;0;0;0;;;;;;;;1;;;;1;;1;0.61;;;;0.87;;0.11;0;0
PHARMA;2014;610780371;760025734;0;;;;0;0;;;130;;;1;1;1;0;1;0;0;0;0;0;97130;1;130;130;130;1;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;1;;;1;;;;2;;;0.54;;;;2.44;;;0;0
PHARMA;2014;610780389;610004939;0;;;;1;;;;42;;;0;0;0;0;0;0;0;0;0;0;42000;1;42;42;42;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.51;;;;0.5;;;0;0
PHARMA;2014;610784423;610787285;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;70526;1;100;80;80;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.7;;;;0.17;;;0;0
PHARMA;2014;620000026;620003814;0;;;;0;0;185;;258;;;0;0;0;0;0;0;0;0;0;0;1837073;1;419;419;0;1;0;0;0;1;1;1;0;;;1;1;0;1;2;2;;1;10;9;2;;;;;;;;2;0.15;;0.75;10;9;2;0;0
PHARMA;2014;620000034;620100057;0;;;;0;0;447;104;56;110;340;0;0;0;0;0;0;0;0;0;0;13996700;1;607;393;82;1;1;0;0;1;1;1;0;;;0;1;0;2;7;1;2;1;11;8;2;1;0;0;;5;2;1;5.11;0.3;1;1;13.18;9.4;2.4;0;1
PHARMA;2014;620000059;620100073;0;;;;0;0;0;20;55;0;163;1;1;1;1;1;0;0;0;0;0;301000;1;239;239;0;0;0;0;0;0;1;1;0;;;0;0;0;0;;;;;2;;;2;;;1;1;;;1;;;0.83;2.5;;;0;0
PHARMA;2014;620000067;620100081;0;;;;1;0;;;40;30;420;0;0;0;0;0;0;0;0;0;0;349889;1;100;390;452;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;1;;;;4;;;1.5;;;;3.09;;;0;1
PHARMA;2014;620000117;620100461;0;;;;1;;25;;20;30;170;1;1;1;1;1;0;0;0;0;0;;0;;;;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;2;;;;2;;;1;;;;1.3;;;0;0
PHARMA;2014;620000224;620100651;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;8598800;1;481;481;309;1;1;0;1;1;1;1;0;;;0;0;0;1;4;;1;1;12;7;6;3;;;3;2;;3;6;;1;1.15;13.23;6.86;6.03;0;1
PHARMA;2014;620000232;620100669;1;3;;;0;0;;;50;;120;1;1;1;1;1;0;0;0;0;0;214419;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;3;;1;;;;;;;0.6;;;;2;3;;0;0
PHARMA;2014;620000240;620100677;0;;;;1;0;62;102;30;60;;1;1;1;1;1;0;0;0;0;0;303300;1;254;254;122;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;4;;1;1;;;;1;1;;1.4;;;;3.96;0.5;1.01;0;0
PHARMA;2014;620000257;620100685;0;;;;1;0;622;170;0;48;120;0;0;0;0;0;0;0;0;0;0;17802403;1;760;760;382;1;1;0;1;1;1;1;0;;;1;1;0;1;9;2;0;1;7;29;2;2;1;0;0;0;2;0;9.76;2.8;0;1;6.97;29.88;2;0;1
PHARMA;2014;620000281;620101287;0;;;;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;541413;0;;346;386;0;0;0;0;0;1;0;0;;;0;0;0;2;1;0;0;0;4;;;2;;;;2;3;2;2.1;;;;5.4;2.4;1.4;0;1
PHARMA;2014;620000299;620101295;0;;;;1;0;;;;30;310;1;1;1;1;1;0;0;0;0;0;206849;1;310;310;310;0;0;0;0;0;1;0;0;;;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0.6;0;0;0;2;0;0;0;1
PHARMA;2014;620000323;620101337;0;;;;1;0;364;80;102;30;310;1;1;1;1;1;0;0;0;0;0;5528025;1;463;509;522;1;1;1;1;1;1;1;0;;;0;0;0;1;6;;;0;12;8;1;;;;;5;0;1;6;;;0;16.16;9.22;1.8;0;1
PHARMA;2014;620000349;620101360;0;;;;;;272;0;94;50;70;1;1;1;1;1;0;0;0;0;0;;1;541;541;468;1;1;0;0;1;1;1;0;;;1;1;0;1;6;1;;1;5;8;1;;;;;3;;1;5.4;1;;1;6.98;9.97;1.8;0;1
PHARMA;2014;620000653;620103440;1;3;0;37;1;1;476;80;90;60;310;0;0;0;0;0;0;0;0;0;0;15297000;1;641;1009;1009;1;1;0;1;1;1;1;0;;;1;1;1;1;6;1;1;1;12;25;3;1;;;;14;11;;6.8;0.5;1;1;21.99;33.15;3;0;1
PHARMA;2014;620001834;620001834;0;;;;1;0;;72;;;;1;1;1;1;1;0;0;0;0;0;83472;1;72;72;72;;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;2;;;0.9;;;;1.55;;;0;1
PHARMA;2014;620002154;620112607;0;;;;;;;42;;;174;0;0;0;0;0;0;0;0;0;0;131673;1;204;216;216;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;1;1;;;;;;;1;;;;1.17;;1;0;0
PHARMA;2014;620003202;620103432;0;;;;1;0;248;45;40;30;517;0;0;0;0;0;0;0;0;0;0;3414364;1;50;163;3;1;1;0;0;1;1;1;0;;;1;0;0;0;3;1;;;6;1;;2;;;1;1;1;2;3.9;0.4;;0.5;6.98;2.02;1.6;0;1
PHARMA;2014;620003350;620001834;0;;;;;;107;;115;40;40;1;1;1;1;1;0;0;0;0;0;2031013;1;77;0;220;1;1;0;0;0;1;1;0;;;0;0;0;0;1;;;;5;1;;1;;1;;2;1;;1.5;;0.5;;6.3;1.5;;0;1
PHARMA;2014;620003376;620001834;1;3;0;;0;0;;;;;;1;1;1;1;1;0;0;0;0;0;1431139;1;39;60;60;1;0;0;0;1;1;1;0;;;0;0;0;;1;;;;5;1;;;;;;2;1;;1;;;;6.2;1.5;;0;1
PHARMA;2014;620003822;620003814;0;;;;0;0;;;103;;;0;0;0;0;0;0;0;0;0;0;209130;1;103;103;103;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;3;;;0.6;;;;2;;;0;0
PHARMA;2014;620006049;620000331;0;;;;;;86;;;;;0;0;0;0;0;0;0;0;0;0;319800;1;116;116;58;1;0;0;0;1;1;0;0;;;1;1;0;1;1;1;;;1;5;;;;;;1;2;;1;0.2;;;1.8;6.6;;0;0
PHARMA;2014;620024208;620002352;0;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;121097;1;34;34;34;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;1;;1;;;;;;;0.5;;;;;1;;0;0
PHARMA;2014;620025346;620001834;0;;;;;;149;;30;;;0;0;0;0;0;0;0;0;0;0;1041407;1;201;156;102;1;0;0;0;1;1;1;0;;;0;0;0;2;2;;;;7;1;;;;;;;;;2;;;;7;1;;0;0
PHARMA;2014;620026401;620024158;0;;;;;;;;39;;;0;0;0;0;0;0;0;0;0;0;59750;0;0;39;0;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.3;;;;;;;0;0
PHARMA;2014;620100016;750712184;0;;;;1;1;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;182589;1;200;200;80;1;0;0;0;0;1;0;0;;;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0
PHARMA;2014;620100099;620014779;0;;;;0;0;252;;30;;;1;1;1;1;1;0;0;0;0;0;5907101;1;213;213;94;1;1;0;0;1;1;1;0;;;1;1;0;1;2;;;;6;1;;1;1;1;;;3;2;2.5;0.5;0.8;;6;2.8;1;0;0
PHARMA;2014;620100487;620000125;0;;;;;;63;;30;;;1;1;1;1;1;0;0;0;0;0;236172;1;93;93;93;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;;;;;;;;1;;;1;;;;0.8;;;0;0
PHARMA;2014;620100495;620000133;0;;;;;;;;66;;;1;1;1;1;1;0;0;0;0;0;67413;1;66;66;66;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2014;620100735;620000265;0;;;;0;;187;;64;;;1;1;1;1;1;0;0;0;0;0;2277628;1;205;205;205;1;1;0;0;1;1;0;0;;;1;1;0;0;1;;;;3;;;1;;;;2;;2;1.5;;;;3.29;;1.28;0;0
PHARMA;2014;620100750;620000273;0;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;2354620;1;71;64;71;1;1;0;0;1;1;0;0;;;1;0;0;0;;;;;2;4;;2;1;1;;1;;;1.62;0.4;0.71;;2.5;4;;0;0
PHARMA;2014;620100842;620001834;0;;;;0;0;;;140;;;0;0;0;0;0;0;0;0;0;0;151098;1;140;140;40;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;2;;;;;;;;;;1;;;;2;;;0;1
PHARMA;2014;620101311;620027763;0;;;;;;106;;30;;;1;1;1;1;1;0;0;0;0;0;1172804;1;160;100;;1;1;0;0;1;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;1;;0.97;;;;1.76;0.5;;0;0
PHARMA;2014;620101501;620000364;0;;;;0;0;276;;;;;1;1;1;1;1;0;0;0;0;0;2032369;1;;;;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;2;10;3;1;;;;1;;;1.2;;;;2.8;10;2.7;0;1
PHARMA;2014;620105940;620000950;0;;;;1;0;72;;39;;;0;0;0;0;0;0;0;0;0;0;107588;0;;90;90;1;0;0;0;1;1;0;0;;;1;1;0;2;;;;;1;;;1;;;;1;1;;1.92;;;;1.91;0.5;;0;0
PHARMA;2014;620105973;590039863;0;;;;0;0;;26;94;;;1;1;1;1;1;0;0;0;0;0;204960;1;120;120;0;0;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2014;620105981;620000968;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;;0;;;;1;0;0;0;0;0;0;0;;;0;0;0;0;;;;;2;;;1;;;;;;;0.2;;;;2;;;0;0
PHARMA;2014;620106088;620000976;0;;;;0;0;101;;;;;0;0;0;0;0;0;0;0;0;0;257298;1;95;95;95;1;0;0;0;1;1;0;0;;;1;0;0;0;;;;;;;;1;;;;1;;1;0.5;;;;0.68;;0.5;0;0
PHARMA;2014;620106625;620020859;0;;;;0;0;;;45;40;40;1;1;1;1;1;0;0;0;0;0;29900;1;100;40;40;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;;;;;1;;;0.06;;;;0.14;;;0;0
PHARMA;2014;620116046;620002311;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;19966;1;100;15;15;1;0;0;0;1;1;0;0;;;1;0;0;1;;;;;;2;;1;;;;;;;0.5;;;;;2;;0;0
PHARMA;2014;620117606;620020859;0;;;;0;0;;;45;40;40;1;1;1;1;1;0;0;0;0;0;43300;1;100;45;45;0;0;;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.94;;;;0.36;;;0;0
PHARMA;2014;620118513;620002915;0;;;;;;213;;10;;;1;1;1;1;1;0;0;0;0;0;;1;;;;1;1;0;0;1;1;0;0;;;1;1;0;0;1;;;;1;7;;1;;;;4;3;;1.85;;;;3.61;8.79;;0;0
PHARMA;2014;630000016;630180032;0;;;;;;20;0;24;20;30;0;0;0;0;0;0;0;0;0;0;102450;0;;94;50;0;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;1;1;1;0;0;0;1.8;0.1;0.25;0;0
PHARMA;2014;630000131;630003168;1;1;0;;;;;;100;;;0;0;0;0;0;0;0;0;0;0;153300;1;100;100;100;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;2;;;;3;;;0.66;;;;1.76;;;0;0
PHARMA;2014;630000149;630780302;0;;;;;;;;158;;;1;1;0;1;0;0;0;0;0;0;220000;0;;158;;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.8;;;;1.49;;;0;0
PHARMA;2014;630000404;630780989;0;;;;1;;752;300;56;228;;0;0;0;0;0;0;0;1;0;0;14556052;1;383;164;0;1;1;1;1;1;1;1;0;;;1;1;1;0;13;1;2;2;27;55;10;6;0;0;0;9;2;2;21.1;0.3;1.1;1.08;34.03;54.9;11.35;0;1
PHARMA;2014;630000412;630780997;0;;;;;;50;;44;40;164;1;1;1;1;1;0;0;0;0;0;1200000;1;20;120;146;1;1;0;0;1;1;1;1;10;0;0;0;0;0;1;;;;2;;;;;;;3;;;1;;;;2.9;;;0;0
PHARMA;2014;630000420;630781003;0;;;;1;;110;;;29;114;1;1;1;1;1;0;0;0;0;0;;1;137;137;154;1;0;0;0;1;0;1;0;;;1;0;0;0;1;0;;0;4;2;0;;;;;1;1;;1;;;;4.8;2.2;;0;0
PHARMA;2014;630000438;630781011;0;;;;;;186;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1306751;0;;;;1;0;0;0;1;1;1;0;;;1;0;0;0;2;;;1;4;0;1;1;;;0;1;0;1;2.5;;;1;4.8;;1.28;0;0
PHARMA;2014;630000446;630781029;0;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0;3400000;0;;118;218;1;1;0;0;1;1;1;1;10;0;1;0;0;2;2;1;;1;3;2;1;2;;;;2;;;2.8;1;;0.5;4.23;2;0.16;0;0
