BOR;AN;FI;RS;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;EFFTIT;ETPTIT;EFFPNM;ETPPNM
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N1000;20;17.27;83;68.26;199;186.69;302;272.22
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N1100;;;;;5;4.81;5;4.81
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N1210;1;1;15;14.99;92;87.92;108;103.91
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N1220;19;16.27;68;53.27;100;92.56;187;162.1
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N1500;;;;;2;1.4;2;1.4
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2000;22;14.84;184;175.19;1038;950.41;1244;1140.44
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2120;1;0.86;;;27;26.94;28;27.8
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2130;;;;;1;0.29;1;0.29
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2210;;;56;62.48;433;395.69;489;458.17
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2310;;;;;29;25.43;29;25.43
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2320;;;;;27;23.77;27;23.77
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2340;;;3;2.28;32;30.05;35;32.33
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2350;1;0.21;;;;;1;0.21
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2410;2;0.62;5;3.5;9;8.36;16;12.48
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2420;;;1;0.23;;;1;0.23
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2430;;;1;0.13;2;0.72;3;0.85
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2440;;;2;0.21;;;2;0.21
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2450;;;6;4.38;7;6.62;13;11
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2460;2;1.45;1;1;4;2.62;7;5.07
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2470;1;0.5;1;0.2;;;2;0.7
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2510;2;1.5;36;30.25;326;308.19;364;339.94
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2520;;;;;3;2.58;3;2.58
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2530;;;18;17.46;34;30.22;52;47.68
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2610;6;5.65;41;45.21;58;51.54;105;102.4
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2710;6;3.8;6;2.68;8;6.12;20;12.6
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N2800;1;0.25;7;5.18;38;31.27;46;36.7
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N3000;6;4.1;5;4.34;9;7.6;20;16.04
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N3120;1;0.5;2;1.05;6;5.2;9;6.75
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N3130;5;3.6;3;3.29;3;2.4;11;9.29
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4000;5;4.54;17;16.02;87;82.2;109;102.76
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4110;;;5;4.76;33;30.6;38;35.36
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4120;2;1.73;6;7.65;26;24.44;34;33.82
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4130;;;6;3.61;25;24.39;31;28
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4160;;;;;3;2.77;3;2.77
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N4180;3;2.81;;;;;3;2.81
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N5000;30;28.85;82;82.31;160;155.25;272;266.41
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N5110;8;6.71;;;3;4.16;11;10.87
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N511A;13;12.9;;0.83;19;19.21;32;32.94
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N5130;9;9.24;79;78.24;128;122.13;216;209.61
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N5140;;;3;3.24;10;9.75;13;12.99
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N9999;83;69.6;371;346.12;1493;1382.15;1947;1797.87
Q23;2024;010000024;CH DE FLEYRIAT;010780054;N999H;82;69.35;364;340.94;1455;1350.88;1901;1761.17
Q23;2024;010000032;CH BUGEY SUD;010780062;N1000;10;8.82;11;6.22;52;46.55;73;61.59
Q23;2024;010000032;CH BUGEY SUD;010780062;N1100;;;;;2;1.8;2;1.8
Q23;2024;010000032;CH BUGEY SUD;010780062;N1210;;;;;9;7.74;9;7.74
Q23;2024;010000032;CH BUGEY SUD;010780062;N1220;10;8.82;11;6.22;41;37.01;62;52.05
Q23;2024;010000032;CH BUGEY SUD;010780062;N2000;38;32.61;30;23.69;204;187.84;272;244.14
Q23;2024;010000032;CH BUGEY SUD;010780062;N2120;;;;;9;7.88;9;7.88
Q23;2024;010000032;CH BUGEY SUD;010780062;N2210;8;7.23;6;6.17;80;76.51;94;89.91
Q23;2024;010000032;CH BUGEY SUD;010780062;N2310;;;;;2;2.71;2;2.71
Q23;2024;010000032;CH BUGEY SUD;010780062;N2320;;;;;1;0.86;1;0.86
Q23;2024;010000032;CH BUGEY SUD;010780062;N2340;;;;;1;1;1;1
Q23;2024;010000032;CH BUGEY SUD;010780062;N2410;5;4.23;;;;;5;4.23
Q23;2024;010000032;CH BUGEY SUD;010780062;N2430;0;0.29;;;;;0;0.29
Q23;2024;010000032;CH BUGEY SUD;010780062;N2440;;;1;0.1;;;1;0.1
Q23;2024;010000032;CH BUGEY SUD;010780062;N2450;;;;;1;0.5;1;0.5
Q23;2024;010000032;CH BUGEY SUD;010780062;N2460;2;2.64;;0.11;2;1.5;4;4.25
Q23;2024;010000032;CH BUGEY SUD;010780062;N2510;3;4.05;4;3.37;65;63.17;72;70.59
Q23;2024;010000032;CH BUGEY SUD;010780062;N2520;;;0;0.06;;;0;0.06
Q23;2024;010000032;CH BUGEY SUD;010780062;N2530;1;1;4;3.3;3;2.41;8;6.71
Q23;2024;010000032;CH BUGEY SUD;010780062;N2610;15;11.12;10;7.96;29;21.33;54;40.41
Q23;2024;010000032;CH BUGEY SUD;010780062;N2710;4;2.05;1;0.44;1;0.85;6;3.34
Q23;2024;010000032;CH BUGEY SUD;010780062;N2800;;;4;2.18;10;9.12;14;11.3
Q23;2024;010000032;CH BUGEY SUD;010780062;N3000;0;0.22;1;0.35;0;1.17;1;1.74
Q23;2024;010000032;CH BUGEY SUD;010780062;N3120;0;0.22;1;0.35;0;1.17;1;1.74
Q23;2024;010000032;CH BUGEY SUD;010780062;N4000;2;1.44;2;1.77;25;23.01;29;26.22
Q23;2024;010000032;CH BUGEY SUD;010780062;N4110;;;;;9;9;9;9
Q23;2024;010000032;CH BUGEY SUD;010780062;N4120;2;1.44;2;1.77;6;4.56;10;7.77
Q23;2024;010000032;CH BUGEY SUD;010780062;N4130;;;;;9;8.45;9;8.45
Q23;2024;010000032;CH BUGEY SUD;010780062;N4160;;;;;1;1;1;1
Q23;2024;010000032;CH BUGEY SUD;010780062;N5000;8;5.38;4;4.35;29;21.44;41;31.17
Q23;2024;010000032;CH BUGEY SUD;010780062;N5110;2;1.33;;0.67;4;3.61;6;5.61
Q23;2024;010000032;CH BUGEY SUD;010780062;N511A;1;0.42;;;5;3.42;6;3.84
Q23;2024;010000032;CH BUGEY SUD;010780062;N5130;3;1.8;3;2.55;16;10.11;22;14.46
Q23;2024;010000032;CH BUGEY SUD;010780062;N5140;2;1.83;1;1.13;4;4.3;7;7.26
Q23;2024;010000032;CH BUGEY SUD;010780062;N9999;58;48.47;48;36.38;310;280.01;416;364.86
Q23;2024;010000032;CH BUGEY SUD;010780062;N999H;58;48.47;44;34.2;300;270.89;402;353.56
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N1000;11;6.56;;;14;12.56;25;19.12
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N1100;;;;;1;0.6;1;0.6
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N1210;3;1.83;;;6;5.57;9;7.4
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N1220;8;4.73;;;7;6.39;15;11.12
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2000;25;20.24;13;7.24;169;153.83;207;181.31
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2120;;;;;7;7.41;7;7.41
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2130;;;;;1;0.86;1;0.86
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2210;1;0.9;6;2.23;67;60.93;74;64.06
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2410;3;2.03;1;0.26;3;2.33;7;4.62
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2450;1;0.61;;;1;0.63;2;1.24
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2460;1;0.98;;;2;1.42;3;2.4
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2470;1;1.35;;;1;0.18;2;1.53
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2480;3;2.7;;1.12;;;3;3.82
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2510;9;8.12;6;3.46;82;75.51;97;87.09
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2520;;;;;1;1;1;1
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2530;1;0.2;;;;;1;0.2
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2610;4;2.85;;0.17;;;4;3.02
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N2710;1;0.5;;;4;3.56;5;4.06
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N3000;1;0.3;;;6;4.69;7;4.99
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N3120;;;;;5;3.69;5;3.69
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N3130;1;0.3;;;1;1;2;1.3
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N4000;4;2.01;1;0.56;4;1.8;9;4.37
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N4120;3;1.36;;0.36;4;1.8;7;3.52
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N4130;1;0.65;1;0.2;;;2;0.85
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N5000;11;6.34;1;0.59;8;3.78;20;10.71
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N511A;5;2.92;;;2;1;7;3.92
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N5130;6;3.42;1;0.59;6;2.78;13;6.79
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N9999;52;35.45;15;8.39;201;176.66;268;220.5
Q23;2024;010000065;CH DE TREVOUX - MONTPENSIER;010780096;N999H;52;35.45;15;8.39;201;176.66;268;220.5
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N1000;7;1.2;1;0.17;7;2.03;15;3.4
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N1100;2;0.34;;;2;0.34;4;0.68
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N1210;;;;;1;1;1;1
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N1220;5;0.86;1;0.17;4;0.69;10;1.72
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2000;19;12.79;12;5.3;35;27.81;66;45.9
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2120;;;;;1;1;1;1
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2210;3;2.7;;;7;6.7;10;9.4
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2410;1;0.17;1;0.17;;;2;0.34
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2450;;;;;1;0.14;1;0.14
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2460;1;0.17;;;;;1;0.17
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2470;1;0.14;;;1;0.17;2;0.31
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2480;1;0.1;;;;;1;0.1
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2510;4;4;1;1;13;11.9;18;16.9
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2520;;;;;1;1;1;1
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2610;5;5;4;3.1;7;6.2;16;14.3
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2620;1;0.17;6;1.03;4;0.7;11;1.9
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N2710;2;0.34;;;;;2;0.34
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N3000;1;0.17;3;0.45;10;1.45;14;2.07
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N3120;;;;;1;0.14;1;0.14
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N3130;1;0.17;3;0.45;9;1.31;13;1.93
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N4000;1;0.14;1;0.17;1;0.17;3;0.48
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N4120;1;0.14;1;0.17;1;0.17;3;0.48
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N5000;10;1.72;3;0.85;16;2.72;29;5.29
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N511A;1;0.17;1;0.17;2;0.34;4;0.68
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N5130;9;1.55;2;0.68;14;2.38;25;4.61
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N9999;38;16.02;20;6.94;69;34.18;127;57.14
Q23;2024;010000081;CH DU PAYS DE GEX;010780112;N999H;38;16.02;20;6.94;69;34.18;127;57.14
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N1000;2;2.12;;0.03;8;2.42;10;4.57
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N1100;1;0.45;;;2;0.46;3;0.91
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N1210;1;1;;;;;1;1
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N1220;;0.67;;0.03;6;1.96;6;2.66
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2000;17;9.72;3;3.1;17;12.94;37;25.76
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2120;;;;;1;1;1;1
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2210;3;0.6;1;0.93;5;3.58;9;5.11
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2410;3;0.91;;0.08;;;3;0.99
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2450;1;0.6;;;;;1;0.6
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2510;5;4.7;1;1.22;7;5.69;13;11.61
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2520;;;;;1;1;1;1
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2610;4;2.21;1;0.87;3;1.67;8;4.75
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N2710;1;0.7;;;;;1;0.7
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N3000;1;0.5;;;;;1;0.5
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N3120;1;0.5;;;;;1;0.5
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N4000;2;0.96;;0.1;;;2;1.06
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N4120;2;0.96;;0.1;;;2;1.06
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N5000;4;1.8;1;0.31;3;0.6;8;2.71
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N511A;2;1.05;;;;;2;1.05
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N5120;1;0.45;;0.03;;;1;0.48
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N5130;1;0.3;1;0.28;3;0.6;5;1.18
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N9999;26;15.1;4;3.54;28;15.96;58;34.6
Q23;2024;010000099;CH DE MEXIMIEUX;010780120;N999H;26;15.1;4;3.54;28;15.96;58;34.6
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N1000;1;0.65;1;0.03;10;2.29;12;2.97
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N1100;;;;;1;0.17;1;0.17
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N1210;1;0.65;;;1;0.77;2;1.42
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N1220;;;1;0.03;8;1.35;9;1.38
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2000;5;2.44;3;1.1;22;21.75;30;25.29
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2120;;;;;1;0.54;1;0.54
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2210;;;2;0.47;6;6.41;8;6.88
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2410;1;1;;;;;1;1
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2450;1;0.2;;;;;1;0.2
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2460;1;0.12;;;;;1;0.12
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2480;1;0.32;;0.15;;;1;0.47
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2510;;;;;11;11.07;11;11.07
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2610;1;0.8;1;0.48;3;3.23;5;4.51
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N2710;;;;;1;0.5;1;0.5
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N3000;1;0.17;;0.22;;;1;0.39
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N3120;1;0.17;;0.22;;;1;0.39
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N4000;1;0.15;;;1;0.15;2;0.3
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N4120;1;0.15;;;1;0.15;2;0.3
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N5000;2;0.73;1;0.31;13;1.95;16;2.99
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N511A;1;0.23;;;1;0.17;2;0.4
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N5130;1;0.5;1;0.31;12;1.78;14;2.59
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N9999;10;4.14;5;1.66;46;26.14;61;31.94
Q23;2024;010000107;CH DE PONT DE VAUX;010780138;N999H;10;4.14;5;1.66;46;26.14;61;31.94
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N1000;4;1.89;6;3.62;5;1.49;15;7
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N1100;;;;;2;0.52;2;0.52
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N1210;2;0.8;;0.1;1;0.3;3;1.2
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N1220;2;1.09;6;3.52;1;0.41;9;5.02
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N1500;;;;;1;0.26;1;0.26
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2000;20;17.76;11;13.89;30;24.57;61;56.22
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2120;;;;;1;0.75;1;0.75
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2210;3;2.63;3;3.26;9;7.79;15;13.68
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2410;1;1;;;2;1.88;3;2.88
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2450;1;0.12;;;;;1;0.12
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2460;;;;;1;0.29;1;0.29
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2470;1;0.35;;;;;1;0.35
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2480;1;0.1;;;;;1;0.1
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2510;4;5.29;3;3.56;11;9.68;18;18.53
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2520;1;0.5;;;2;0.64;3;1.14
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2610;6;7.28;5;7.07;4;3.54;15;17.89
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N2710;2;0.49;;;;;2;0.49
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N3000;;;;;2;0.71;2;0.71
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N3120;;;;;1;0.61;1;0.61
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N3130;;;;;1;0.1;1;0.1
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N4000;2;1.63;;;1;0.4;3;2.03
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N4120;2;1.63;;;1;0.4;3;2.03
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N5000;8;5.4;2;2.29;5;5;15;12.69
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N511A;2;1.25;;;1;1;3;2.25
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N5120;2;1.4;;0.09;;;2;1.49
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N5130;4;2.75;2;2.2;4;4;10;8.95
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N9999;34;26.68;19;19.8;43;32.17;96;78.65
Q23;2024;010000115;CHI AIN VAL DE SAONE - PONT VEYLE;010009132;N999H;34;26.68;19;19.8;43;32.17;96;78.65
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N1000;4;3.02;3;2.34;7;2.7;14;8.06
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N1100;;;;;2;0.6;2;0.6
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N1210;;0.08;1;1.24;1;0.5;2;1.82
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N1220;4;2.94;2;1.1;3;1.3;9;5.34
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N1500;;;;;1;0.3;1;0.3
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2000;6;3.87;10;12.11;31;24.26;47;40.24
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2120;;;;;1;1;1;1
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2210;;0.25;;0.78;13;11.26;13;12.29
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2410;;;;;2;1.3;2;1.3
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2450;1;0.25;;;;;1;0.25
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2460;;;;;1;0.27;1;0.27
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2480;1;0.2;;;;;1;0.2
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2510;2;2.3;1;1.68;9;7.66;12;11.64
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2520;;;;;2;0.08;2;0.08
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2610;1;0.66;9;9.65;3;2.69;13;13
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N2710;1;0.21;;;;;1;0.21
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N3000;1;0.14;1;0.41;;0.08;2;0.63
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N3111;1;0.14;;;;;1;0.14
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N3120;;;1;0.41;;0.08;1;0.49
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N4000;;;1;0.91;1;0.44;2;1.35
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N4120;;;1;0.91;1;0.44;2;1.35
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N5000;2;1.2;6;5.94;3;2.5;11;9.64
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N511A;1;0.2;;;1;1;2;1.2
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N5120;1;0.5;;;;;1;0.5
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N5130;;0.5;6;5.94;2;1.5;8;7.94
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N9999;13;8.23;21;21.71;42;29.98;76;59.92
Q23;2024;010000131;CHI AIN VAL DE SAONE - THOISSEY;010009132;N999H;13;8.23;21;21.71;42;29.98;76;59.92
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N1000;0;0;0;0;2;2;2;2
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N1210;0;0;0;0;2;1.17;2;1.17
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N1220;0;0;0;0;0;0.83;0;0.83
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2000;0;0;5;4.62;17;17.26;22;21.88
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2120;0;0;0;0;1;1;1;1
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2210;0;0;0;0.02;5;4.91;5;4.93
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2510;0;0;0;0;5;4.99;5;4.99
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2610;0;0;4;3.43;4;4.53;8;7.96
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N2710;0;0;1;1.17;2;1.83;3;3
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N3000;1;1;1;0.87;0;0;2;1.87
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N3130;1;1;1;0.87;0;0;2;1.87
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N9999;1;1;6;5.49;19;19.26;26;25.75
Q23;2024;010000180;CH PUBLIC HAUTEVILLE - UNITE ESPERANCE;010007987;N999H;1;1;6;5.49;19;19.26;26;25.75
