BOR;AN;FI;RS;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;EFFTIT;ETPTIT;EFFPNM;ETPPNM
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N5000;;0.08;;0.14;;0.41;;0.63
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N5110;;0.02;;;;0.03;;0.05
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N511A;;0.01;;0.01;;0.14;;0.16
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N5130;;0.05;;0.13;;0.24;;0.42
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N9999;4;3.33;14;9.34;16;17.53;34;30.2
Q23;2024;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N999H;4;3.33;14;9.34;16;17.53;34;30.2
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N1000;;0.01;;;;0.32;;0.33
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N1220;;0.01;;;;0.32;;0.33
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2000;2;1.57;;0.43;18;21.99;20;23.99
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2120;;;;;;0.41;;0.41
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2210;1;0.82;;0.4;2;3.53;3;4.75
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2510;;0.03;;0.03;10;12.93;10;12.99
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2610;;0.11;;;5;4.92;5;5.03
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N2710;1;0.61;;;1;0.2;2;0.81
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N3000;;;;;;0.07;;0.07
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N3130;;;;;;0.07;;0.07
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N9999;2;1.58;;0.43;18;22.38;20;24.39
Q23;2024;290014687;GHBS USLD BOIS JOLY;560005746;N999H;2;1.58;;0.43;18;22.38;20;24.39
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N1000;3;2.97;2;1.66;2;0.9;7;5.53
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N1210;;;;;1;0.6;1;0.6
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N1220;3;2.97;2;1.66;1;0.3;6;4.93
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2000;2;0.77;24;21.13;85;81.86;111;103.76
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2120;1;0.6;;;2;2.09;3;2.69
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2210;;;5;3.46;23;22.36;28;25.82
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2420;1;0.17;;;;;1;0.17
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2460;;;;;1;0.6;1;0.6
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2470;;;;0.4;1;0.2;1;0.6
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2510;;;3;2.68;48;45.64;51;48.32
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2610;;;16;14.59;9;10.57;25;25.16
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2710;;;;;1;0.4;1;0.4
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N3000;;;;0.23;1;0.34;1;0.57
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N3120;;;;;1;0.3;1;0.3
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N3130;;;;0.23;;0.04;;0.27
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N4000;;;;;1;1;1;1
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N4120;;;;;1;1;1;1
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N5000;;;;;1;0.85;1;0.85
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N5130;;;;;1;0.85;1;0.85
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N9999;5;3.74;26;23.02;90;84.95;121;111.71
Q23;2024;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N999H;5;3.74;26;23.02;90;84.95;121;111.71
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N1000;;0.96;;0.11;;;;1.07
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N1100;;0.02;;;;;;0.02
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N1210;;0.49;;;;;;0.49
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N1220;;0.44;;0.11;;;;0.55
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N1500;;0.01;;;;;;0.01
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2000;;9.51;;1.22;;;;10.73
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2120;;0.22;;;;;;0.22
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2210;;8.15;;1.12;;;;9.27
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2450;;0.2;;0.06;;;;0.26
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2610;;0.78;;0.04;;;;0.82
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N2710;;0.16;;;;;;0.16
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N3000;;0.22;;;;;;0.22
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N3120;;0.22;;;;;;0.22
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N4000;;0.42;;0.08;;;;0.5
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N4120;;0.12;;0.05;;;;0.17
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N4150;;0.3;;0.03;;;;0.33
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N5000;;0.58;;0.08;;;;0.66
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N511A;;0.22;;0.03;;;;0.25
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N5120;;0.12;;0.01;;;;0.13
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N5130;;0.24;;0.04;;;;0.28
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N9999;;11.69;;1.49;;;;13.18
Q23;2024;290018555;UNITE DIALYSE PLOURIN ST FIACRE AUB;350000626;N999H;;11.69;;1.49;;;;13.18
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N1000;5;1.39;2;0.26;;;7;1.65
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N1100;;0.03;;;;;;0.03
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N1210;3;0.71;1;0.09;;;4;0.8
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N1220;2;0.63;1;0.17;;;3;0.8
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N1500;;0.02;;;;;;0.02
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2000;53;15.09;13;3.86;;;66;18.95
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2120;1;0.31;;;;;1;0.31
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2210;48;14.01;10;3.13;;;58;17.14
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2450;1;0.15;;0.13;;;1;0.28
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2610;2;0.53;3;0.6;;;5;1.13
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N2710;1;0.09;;;;;1;0.09
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N3000;;0.12;1;0.17;;;1;0.29
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N3120;;0.12;1;0.17;;;1;0.29
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N4000;3;0.89;1;0.15;;;4;1.04
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N4120;1;0.16;1;0.07;;;2;0.23
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N4150;2;0.73;;0.08;;;2;0.81
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N5000;3;1.12;;0.13;;;3;1.25
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N511A;1;0.31;;0.05;;;1;0.36
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N5120;1;0.49;;0.03;;;1;0.52
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N5130;1;0.32;;0.05;;;1;0.37
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N9999;64;18.61;17;4.57;;;81;23.18
Q23;2024;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB;350000626;N999H;64;18.61;17;4.57;;;81;23.18
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1000;53;46.82;5;7.03;;;58;53.85
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1100;4;3.5;;0.29;;;4;3.79
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1210;1;0.77;;0.79;;;1;1.56
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1220;47;41.54;5;5.95;;;52;47.49
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N1500;1;1.01;;;;;1;1.01
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2000;308;287.46;45;67.69;;;353;355.15
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2120;10;10.5;;;;;10;10.5
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2210;92;86.18;17;28.07;;;109;114.25
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2320;48;44.69;5;6.06;;;53;50.75
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2340;3;2.5;2;2.53;;;5;5.03
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2450;3;2.06;;0.69;;;3;2.75
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2510;72;65.54;6;11.81;;;78;77.35
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2530;15;14.64;1;3.06;;;16;17.7
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2610;20;19.63;2;5.48;;;22;25.11
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2620;24;22.66;8;5.82;;;32;28.48
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2710;1;0.56;;;;;1;0.56
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2800;20;18.5;4;4.17;;;24;22.67
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N3000;2;1.07;;;;;2;1.07
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N3120;2;1.07;;;;;2;1.07
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N4000;17;12.91;1;0.9;;;18;13.81
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N4120;14;9.53;1;0.89;;;15;10.42
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N4130;3;3.38;;0.01;;;3;3.39
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N5000;10;10.88;1;0.35;;;11;11.23
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N5120;4;3.92;;;;;4;3.92
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N5130;6;6.96;1;0.35;;;7;7.31
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N9999;390;359.14;52;75.97;;;442;435.11
Q23;2024;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N999H;370;340.64;48;71.8;;;418;412.44
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N1000;;0.39;;0.07;;;;0.46
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N1100;;0.01;;;;;;0.01
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N1210;;0.16;;0.02;;;;0.18
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N1220;;0.21;;0.05;;;;0.26
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N1500;;0.01;;;;;;0.01
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2000;;2.82;;0.73;;;;3.55
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2120;;0.09;;;;;;0.09
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2210;;2.56;;0.57;;;;3.13
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2450;;0.03;;0.03;;;;0.06
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2610;;0.12;;0.13;;;;0.25
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N2710;;0.02;;;;;;0.02
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N3000;;0.03;;0.04;;;;0.07
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N3120;;0.03;;0.04;;;;0.07
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N4000;;0.19;;0.04;;;;0.23
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N4120;;0.04;;0.02;;;;0.06
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N4150;;0.15;;0.02;;;;0.17
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N5000;;0.25;;0.03;;;;0.28
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N511A;;0.11;;0.02;;;;0.13
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N5120;;0.05;;;;;;0.05
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N5130;;0.09;;0.01;;;;0.1
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N9999;;3.68;;0.91;;;;4.59
Q23;2024;290021070;UNITE DIALYSE CONCARNEAU - AUB;350000626;N999H;;3.68;;0.91;;;;4.59
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N1000;31;17.77;;;;;31;17.77
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N1100;6;1.12;;;;;6;1.12
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N1220;23;14.65;;;;;23;14.65
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N1500;2;2;;;;;2;2
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N2000;66;62;;;;;66;62
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N2120;1;1;;;;;1;1
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N2210;35;31.5;;;;;35;31.5
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N2510;15;12.4;;;;;15;12.4
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N2610;15;17.1;;;;;15;17.1
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N4000;3;3.3;;;;;3;3.3
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N4150;3;3.3;;;;;3;3.3
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N5000;4;2.52;;;;;4;2.52
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N511A;2;1.02;;;;;2;1.02
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N5130;2;1.5;;;;;2;1.5
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N9999;104;85.59;;;;;104;85.59
Q23;2024;290023431;SAS CLINIQUE DE LA BAIE;290001049;N999H;104;85.59;;;;;104;85.59
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N1000;10;10;;;;;10;10
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N1210;9;9;;;;;9;9
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N1220;1;1;;;;;1;1
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N4000;12;11.6;1;1;;;13;12.6
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N4130;8;8;1;1;;;9;9
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N4160;1;1;;;;;1;1
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N4180;3;2.6;;;;;3;2.6
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N5000;1;0.2;;;;;1;0.2
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N5110;1;0.2;;;;;1;0.2
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N9999;23;21.8;1;1;;;24;22.8
Q23;2024;290023498;CENTRE DE RADIOTHERAPIE CALIBREST;950030247;N999H;23;21.8;1;1;;;24;22.8
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N1000;;1.07;;0.21;;;;1.28
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N1100;;0.02;;;;;;0.02
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N1210;;0.57;;0.08;;;;0.65
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N1220;;0.47;;0.13;;;;0.6
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N1500;;0.01;;;;;;0.01
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2000;;10.91;;2.83;;;;13.74
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2120;;0.26;;;;;;0.26
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2210;;10.03;;2.24;;;;12.27
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2450;;0.12;;0.11;;;;0.23
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2610;;0.43;;0.48;;;;0.91
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N2710;;0.07;;;;;;0.07
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N3000;;0.1;;0.14;;;;0.24
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N3120;;0.1;;0.14;;;;0.24
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N4000;;0.54;;0.11;;;;0.65
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N4120;;0.14;;0.06;;;;0.2
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N4150;;0.4;;0.05;;;;0.45
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N5000;;0.76;;0.09;;;;0.85
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N511A;;0.24;;0.04;;;;0.28
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N5120;;0.24;;0.01;;;;0.25
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N5130;;0.28;;0.04;;;;0.32
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N9999;;13.38;;3.38;;;;16.76
Q23;2024;290023779;UNITE DIALYSE CARHAIX AUB;350000626;N999H;;13.38;;3.38;;;;16.76
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N1000;;0.08;;0.01;;;;0.09
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N1210;;0.04;;;;;;0.04
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N1220;;0.04;;0.01;;;;0.05
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2000;;0.84;;0.11;;;;0.95
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2120;;0.04;;;;;;0.04
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2210;;0.7;;0.1;;;;0.8
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2450;;0.02;;0.01;;;;0.03
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2610;;0.07;;;;;;0.07
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N2710;;0.01;;;;;;0.01
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N3000;;0.02;;;;;;0.02
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N3120;;0.02;;;;;;0.02
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N4000;;0.1;;0.01;;;;0.11
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N4120;;0.01;;;;;;0.01
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N4150;;0.09;;0.01;;;;0.1
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N5000;;0.07;;;;;;0.07
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N511A;;0.02;;;;;;0.02
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N5120;;0.03;;;;;;0.03
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N5130;;0.02;;;;;;0.02
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N9999;;1.11;;0.13;;;;1.24
Q23;2024;290023787;UNITE DIALYSE LANDIVISIAU AUB SANTE;350000626;N999H;;1.11;;0.13;;;;1.24
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N1000;;0.42;;0.05;;;;0.47
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N1100;;0.01;;;;;;0.01
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N1210;;0.22;;;;;;0.22
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N1220;;0.18;;0.05;;;;0.23
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N1500;;0.01;;;;;;0.01
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2000;;4.2;;0.54;;;;4.74
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2120;;0.11;;;;;;0.11
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2210;;3.57;;0.49;;;;4.06
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2450;;0.09;;0.03;;;;0.12
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2610;;0.36;;0.02;;;;0.38
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N2710;;0.07;;;;;;0.07
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N3000;;0.1;;;;;;0.1
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N3120;;0.1;;;;;;0.1
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N4000;;0.21;;0.05;;;;0.26
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N4120;;0.05;;0.03;;;;0.08
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N4150;;0.16;;0.02;;;;0.18
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N5000;;0.18;;0.03;;;;0.21
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N511A;;0.05;;0.01;;;;0.06
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N5120;;0.02;;0;;;;0.02
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N5130;;0.11;;0.02;;;;0.13
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N9999;;5.11;;0.67;;;;5.78
Q23;2024;290023795;UNITE DIALYSE LE FOLGOET - AUB;350000626;N999H;;5.11;;0.67;;;;5.78
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N1000;;;;;1;0.7;1;0.7
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N1100;;;;;;0.1;;0.1
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N1500;;;;;1;0.6;1;0.6
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2000;;0.02;12;9.99;47;44.85;59;54.86
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2120;;;;;1;1;1;1
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2210;;0.02;2;2.11;12;11.01;14;13.14
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2410;;;;;;0.2;;0.2
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2460;;;1;0.58;;;1;0.58
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2470;;;;;1;1;1;1
Q23;2024;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2510;;;4;3.66;24;23.2;28;26.86
