BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2014;830200523;830210084;M2030;2;;;1;;;;;2;0.5;;;;;;;;;3;2.5;
Q20;2014;830200523;830210084;M2060;;;1;;;;;;0.54;;;;;;;;;;1;0.54;
Q20;2014;830200523;830210084;M2070;;;2;;;;;;0.29;;;;;;;;;;2;0.29;
Q20;2014;830200523;830210084;M2080;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2014;830200523;830210084;M2100;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;830200523;830210084;M2120;;;1;1;;;;;0.17;0.49;;;;;;;;;2;0.66;
Q20;2014;830200523;830210084;M3040;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2014;830200523;830210084;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;830200523;830210084;M3070;2;1;2;2;;;;;2.92;1.89;;;;;;;;;7;4.81;
Q20;2014;830200523;830210084;M9999;10;3;14;5;;;2;;14.81;5.11;;;;;;;;;32;19.92;2
Q20;2014;830202743;830100616;M1150;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2014;830202743;830100616;M1190;;1;;;;;;;;0.8;;0.8;;;;;;;1;0.8;
Q20;2014;830202743;830100616;M1320;1;2;1;1;;;;;1.34;2.11;;3.05;;;0.4;;;;5;3.45;
Q20;2014;830202743;830100616;M3030;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;830202743;830100616;M9999;1;3;2;2;;;;;1.74;3.01;;3.85;;;0.9;;;;8;4.75;
Q20;2014;830206298;830100517;M1010;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;830206298;830100517;M9999;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;830206397;830017893;M1180;2;;2;;;;;;2;;;;;;;;;;4;2;
Q20;2014;830206397;830017893;M9999;2;;2;;;;;;2;;;;;;;;;;4;2;
Q20;2014;830206983;830008819;M1010;0;1;0;0;0;0;0;0;0.29;0.6;0;0.27;0;0;0;0.62;;;1;0.89;0
Q20;2014;830206983;830008819;M3030;0;0;1;0;0;0;0;0;0.42;0;0;0.42;0;0;0;0;;;1;0.42;0
Q20;2014;830206983;830008819;M3050;0;1;0;0;0;0;0;0;0.03;1.14;0;1;0;0;0;0.17;;;1;1.17;0
Q20;2014;830206983;830008819;M9999;0;2;1;0;0;0;0;0;0.74;1.74;0;1.69;0;0;0;0.79;;;3;2.48;0
Q20;2014;830207114;830001855;M1200;;;4;;;;;;2.2;;;;;;;;;;4;2.2;
Q20;2014;830207114;830001855;M3050;;;;1;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2014;830207114;830001855;M9999;;;4;1;;;;;2.2;0.6;;;;;;;;;5;2.8;
Q20;2014;830208351;830002119;M1110;0;0;;;;;;;1;0.47;;;;;;;;;0;1.47;
Q20;2014;830208351;830002119;M3050;;;0;0;;;;;0.08;0.12;;;;;;;;;0;0.2;
Q20;2014;830208351;830002119;M9999;0;0;0;0;;;;;1.08;0.59;;;;;;;;;0;1.67;
Q20;2014;830210977;830002119;M1110;;0;;;;;;;;0.34;;;;;;;;;0;0.34;
Q20;2014;830210977;830002119;M3050;;;0;0;;;;;0.09;0.14;;;;;;;;;0;0.23;
Q20;2014;830210977;830002119;M9999;;0;0;0;;;;;0.09;0.48;;;;;;;;;0;0.57;
Q20;2014;830212734;830008819;M1320;;;;1;;;;;;0.7;;0.7;;;;;;;1;0.7;
Q20;2014;830212734;830008819;M9999;;;;1;;;;;;0.7;;0.7;;;;;;;1;0.7;
Q20;2014;830212783;830002432;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1090;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1120;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1160;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1190;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M1320;;;1;2;;;;;0.14;0.4;;;;;;;;;3;0.54;
Q20;2014;830212783;830002432;M2070;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M3011;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M3020;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M3050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M3060;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;830212783;830002432;M9999;;;1;2;;;11;1;0.14;0.4;;;;;;;;;3;0.54;12
Q20;2014;830213617;830002119;M1110;;;0;;;;;;0.2;;;;;;;;;;0;0.2;
Q20;2014;830213617;830002119;M3050;;;0;0;;;;;0.5;0.77;;;;;;;;;0;1.27;
Q20;2014;830213617;830002119;M9999;;;0;0;;;;;0.7;0.77;;;;;;;;;0;1.47;
Q20;2014;830213880;830100566;M1320;1;2;;;;;;;0.5;1.9;;2.4;;;;;;;3;2.4;
Q20;2014;830213880;830100566;M9999;1;2;;;;;;;0.5;1.9;;2.4;;;;;2.4;;3;2.4;
Q20;2014;830213989;830100525;M1320;;;;1;;;;;;0.6;;0.6;;;;;;;1;0.6;
Q20;2014;830213989;830100525;M9999;;;;1;;;;;;0.6;;0.6;;;;;;;1;0.6;
Q20;2014;830215687;830003521;M1110;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;830215687;830003521;M3050;;;1;;;;;;0.68;;;;;;;;;;1;0.68;
Q20;2014;830215687;830003521;M9999;;;1;;3;;;;0.68;;;;;;;;;;1;0.68;3
Q20;2014;830215919;920000395;M1010;;;1;;;;;;0.11;;;;;;;;;;1;0.11;
Q20;2014;830215919;920000395;M3020;1;;2;1;;;;;1.59;0.5;;;;;;;;;4;2.09;
Q20;2014;830215919;920000395;M3050;;;;1;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2014;830215919;920000395;M9999;1;;3;2;;;;;1.7;1.1;;;;;;;;;6;2.8;
Q20;2014;830216495;830003695;M1110;;;1;;;;;;0.25;;;;;;;;;;1;0.25;
Q20;2014;830216495;830003695;M9999;;;1;;;;;;0.25;;;;;;;;;;1;0.25;
Q20;2014;840000202;130037815;M1010;;;1;1;;;;;0.37;0.33;;;;;;;;;2;0.7;
Q20;2014;840000202;130037815;M1180;;;1;;;;;;1.1;;;;;;;;;;1;1.1;
Q20;2014;840000202;130037815;M9999;;;2;1;;;;;1.47;0.33;;;;;;;;;3;1.8;
Q20;2014;840000285;840000608;M1020;;;;;;;2;3;;;;;;;;;;;;;5
Q20;2014;840000285;840000608;M1030;;;;;5;2;2;;;;;;;;;;;;;;9
Q20;2014;840000285;840000608;M1040;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;840000285;840000608;M1050;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;840000285;840000608;M1090;;;;;;;5;2;;;;;;;;;;;;;7
Q20;2014;840000285;840000608;M1140;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2014;840000285;840000608;M1150;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;840000285;840000608;M1160;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2014;840000285;840000608;M1200;;;1;;;;;;0.23;;;;;;;;;;1;0.23;
Q20;2014;840000285;840000608;M2020;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;840000285;840000608;M2030;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2014;840000285;840000608;M2040;;;;;3;1;;;;;;;;;;;;;;;4
Q20;2014;840000285;840000608;M2050;;;;;14;5;;;;;;;;;;;;;;;19
Q20;2014;840000285;840000608;M2070;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;840000285;840000608;M2080;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;840000285;840000608;M2120;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;840000285;840000608;M3050;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;840000285;840000608;M9999;1;;1;;32;9;20;7;1.23;;;;;;;;;;2;1.23;68
Q20;2014;840000327;840000640;M1030;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;840000327;840000640;M2030;;;;;5;;;;;;;;;;;;;;;;5
Q20;2014;840000327;840000640;M3050;;;;1;;;;;;0.57;;;;;;;;;1;0.57;
Q20;2014;840000327;840000640;M3070;;;1;;;;;;0.05;;;;;;;;;;1;0.05;
Q20;2014;840000327;840000640;M9999;;;1;1;6;1;;;0.05;0.57;;;;;;;;;2;0.62;7
Q20;2014;840000343;840000012;M1010;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2014;840000343;840000012;M1030;;;3;;;;;;1.13;;;;;;1.13;;;;3;1.13;
Q20;2014;840000343;840000012;M1040;;;2;;;;;;1;;;;;;1;;;;2;1;
Q20;2014;840000343;840000012;M1090;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;840000343;840000012;M1110;;;1;;;;;;0.05;;;;;;0.05;;;;1;0.05;
Q20;2014;840000343;840000012;M1120;;;1;;;;;;0.05;;;;;;0.05;;;;1;0.05;
Q20;2014;840000343;840000012;M1130;;;1;;;;;;0.03;;;;;;0.03;;;;1;0.03;
Q20;2014;840000343;840000012;M1140;;;2;1;;;;;0.92;0.86;;0.92;;;0.86;;;;3;1.78;
Q20;2014;840000343;840000012;M1150;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;840000343;840000012;M1160;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;840000343;840000012;M1190;1;;;;;;;;1;;;;;;1;;;;1;1;
Q20;2014;840000343;840000012;M1200;4;1;1;;;;;;4.65;1;;3.31;;;2.34;;;;6;5.65;
Q20;2014;840000343;840000012;M1320;2;2;;1;;;;;2;2.5;;4;;;0.5;;;;5;4.5;
Q20;2014;840000343;840000012;M2030;;;1;;;;;;0.6;;;;;;0.6;;;;1;0.6;
Q20;2014;840000343;840000012;M2050;1;;;;;;;;1;0.06;;1;;;0.06;;;;1;1.06;
Q20;2014;840000343;840000012;M2070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000343;840000012;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000343;840000012;M2100;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000343;840000012;M3040;;;1;;;;;;0.4;;;0.4;;;;;;;1;0.4;
Q20;2014;840000343;840000012;M3050;;2;1;1;;;;;0.6;2;;1.2;1.4;;;;;;4;2.6;
Q20;2014;840000343;840000012;M9999;12;5;15;3;;;6;1;17.63;6.42;;14.83;1.4;;7.82;;;;35;24.05;7
Q20;2014;840000350;840000657;M1010;4;1;1;1;;;;;4.84;1.66;;;;;;;;;7;6.5;
Q20;2014;840000350;840000657;M1040;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2014;840000350;840000657;M1130;2;;2;1;;;;;3.54;0.91;;;;;;;;;5;4.45;
Q20;2014;840000350;840000657;M1160;;;;1;;;16;7;;0.21;;;;;;;;;1;0.21;23
Q20;2014;840000350;840000657;M1170;;;;;6;1;2;;;;;;;;;;;;;;9
Q20;2014;840000350;840000657;M1200;;;;1;;;;;;0.3;;;;;;;;;1;0.3;
Q20;2014;840000350;840000657;M1310;;;;1;;;;;;0.56;;;;;;;;;1;0.56;
Q20;2014;840000350;840000657;M1320;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2014;840000350;840000657;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000350;840000657;M3011;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;840000350;840000657;M3020;;;;1;;;;;;0.56;;;;;;;;;1;0.56;
Q20;2014;840000350;840000657;M3040;;1;;;;;;;;1.01;;;;;;;;;1;1.01;
Q20;2014;840000350;840000657;M3050;;2;;2;;;;;;3.45;;;;;;;;;4;3.45;
Q20;2014;840000350;840000657;M3070;;1;;;;;;;0.51;;;;;;;;;;1;0.51;
Q20;2014;840000350;840000657;M9999;6;5;3;9;6;1;23;8;8.89;8.86;;;;;;;17.73;0;23;17.75;38
Q20;2014;840000376;840000038;M1010;;;;;;;10;1;;;;;;;;;;;;;11
Q20;2014;840000376;840000038;M3050;;1;;;;;;;;0.56;;0.56;;;;;;;1;0.56;
Q20;2014;840000376;840000038;M3070;1;;;;;;;;0.1;;;;;;;0.1;;;1;0.1;
Q20;2014;840000376;840000038;M9999;1;1;;;;;10;1;0.1;0.56;;0.56;;;;0.1;;;2;0.66;11
Q20;2014;840000392;840000046;M1010;6;4;1;;;;;;5.35;5.11;;6.83;0.12;;0.94;2.57;;;11;10.46;
Q20;2014;840000392;840000046;M1030;2;;1;;;;;;3.19;0.1;;2.7;;;;0.59;;;3;3.29;
Q20;2014;840000392;840000046;M1040;1;;2;1;;;;;1.7;0.3;;1;;;1;;;;4;2;
Q20;2014;840000392;840000046;M1070;1;;;2;;;;;1;0.65;;1;;;0.65;;;;3;1.65;
Q20;2014;840000392;840000046;M1090;;;1;;;;;;0.27;;;;;;0.27;;;;1;0.27;
Q20;2014;840000392;840000046;M1100;3;1;;;;;;;3;1;;4;;;;;;;4;4;
Q20;2014;840000392;840000046;M1110;;;1;2;;;;;0.1;0.23;;;;;0.33;;;;3;0.33;
Q20;2014;840000392;840000046;M1120;;;2;;;;;;0.8;;;;;;0.8;;;;2;0.8;
Q20;2014;840000392;840000046;M1140;;1;;;;;;;0.85;1.87;;0.67;;;1.05;1;;;1;2.72;
Q20;2014;840000392;840000046;M1150;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2014;840000392;840000046;M1190;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;840000392;840000046;M1200;;;3;;;;;;0.45;;;;;;0.45;;;;3;0.45;
Q20;2014;840000392;840000046;M1320;1;;1;1;;;;;0.87;0.14;;0.87;;;;0.14;;;3;1.01;
Q20;2014;840000392;840000046;M2050;;1;3;1;;;;;1.15;2.04;;2.4;;;0.25;0.54;;;5;3.19;
Q20;2014;840000392;840000046;M3040;;;1;;;;;;0.88;0.47;;0.42;;;0.93;;;;1;1.35;
Q20;2014;840000392;840000046;M3050;;1;;2;;;;;1.63;;;1;;;0.63;;;;3;1.63;
Q20;2014;840000392;840000046;M9999;14;8;18;9;;;;;21.64;11.91;;20.89;0.12;;7.7;4.84;33.38;33.55;49;33.55;
Q20;2014;840000400;840000673;M1020;;;;;;;;2;;;;;;;;;;;;;2
Q20;2014;840000400;840000673;M1030;;;;;5;1;;;;;;;;;;;;;;;6
Q20;2014;840000400;840000673;M1040;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;840000400;840000673;M1050;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;840000400;840000673;M1070;;;;;1;;;;;;;;;;;;;;;;1
Q20;2014;840000400;840000673;M1090;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;840000400;840000673;M1150;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;840000400;840000673;M1160;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;840000400;840000673;M1200;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000400;840000673;M2020;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2014;840000400;840000673;M2030;;;;;5;;;;;;;;;;;;;;;;5
Q20;2014;840000400;840000673;M2040;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;840000400;840000673;M2070;;;;;;;4;3;;;;;;;;;;;;;7
Q20;2014;840000400;840000673;M2080;;;;;1;;2;1;;;;;;;;;;;;;4
Q20;2014;840000400;840000673;M2100;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;840000400;840000673;M2120;;;;;2;;2;;;;;;;;;;;;;;4
Q20;2014;840000400;840000673;M2130;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;840000400;840000673;M3011;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2014;840000400;840000673;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;840000400;840000673;M9999;;1;;;14;1;28;11;;1;;;;;;;;;1;1;54
Q20;2014;840000418;840004659;M1010;7;3;8;2;;;;;9.87;4.3;;7.75;1.62;;3;1.8;;;20;14.17;
Q20;2014;840000418;840004659;M1040;;;5;;;;;;1.5;;;0.6;;;0.3;0.6;;;5;1.5;
Q20;2014;840000418;840004659;M1070;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;840000418;840004659;M1090;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;840000418;840004659;M1120;;;;1;;;;;;0.25;;;;;0.25;;;;1;0.25;
Q20;2014;840000418;840004659;M1140;;;3;1;;;;;1.1;0.5;;;;;0.6;1;;;4;1.6;
Q20;2014;840000418;840004659;M1150;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;840000418;840004659;M1160;1;;1;;;;;;1.2;;;1;;;0.2;;;;2;1.2;
Q20;2014;840000418;840004659;M1320;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;840000418;840004659;M2010;2;1;;;;;;;2;1;;3;;;;;;;3;3;
Q20;2014;840000418;840004659;M2050;;;1;1;;;;;0.7;0.4;;;;;;1.1;;;2;1.1;
Q20;2014;840000418;840004659;M2080;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;840000418;840004659;M3011;;2;2;;;;;;1.2;1;;1.2;;;1;;;;4;2.2;
Q20;2014;840000418;840004659;M3030;;;1;;;;;;0.05;;;;;;0.05;;;;1;0.05;
Q20;2014;840000418;840004659;M3050;;1;1;1;;;;;0.4;1.6;;1.6;;;0.4;;;;3;2;
Q20;2014;840000418;840004659;M3060;;;;1;;;;;;0.8;;0.8;;;;;;;1;0.8;
Q20;2014;840000418;840004659;M3070;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;840000418;840004659;M9999;10;10;25;7;;;;;19.02;12.85;;19.55;1.62;;6.2;4.5;32.78;4;52;31.87;
Q20;2014;840000426;840000061;M1010;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;840000426;840000061;M3050;;;;1;;;;;;0.3;;0.3;;;;;;;1;0.3;
Q20;2014;840000426;840000061;M9999;;;;1;;;2;;;0.3;;0.3;;;;;;;1;0.3;2
Q20;2014;840000434;840000079;M1010;;;2;1;;;1;1;0.85;0.02;;;;;;0.87;;;3;0.87;2
Q20;2014;840000434;840000079;M3050;;;;2;;;;;;0.89;;0.7;;;0.1;0.09;;;2;0.89;
Q20;2014;840000434;840000079;M9999;;;2;3;;;1;1;0.85;0.91;;0.7;;;0.1;0.96;;;5;1.76;2
Q20;2014;840000467;840003651;M3050;1;;;;;;;;1;0.03;;;;;;;;;1;1.03;
Q20;2014;840000467;840003651;M9999;1;;;;;;;;1;0.03;;;;;;;;;1;1.03;
Q20;2014;840000483;840000087;M1010;12;7;6;4;;;;;15.3;8.47;;15.4;1.67;;4.7;2;;;29;23.77;
Q20;2014;840000483;840000087;M1030;2;;4;2;;;;;5.2;1.2;;0.8;;;4.4;1.2;;;8;6.4;
Q20;2014;840000483;840000087;M1040;;;4;2;;;;;1;0.2;;0.8;;;0.4;;;;6;1.2;
Q20;2014;840000483;840000087;M1050;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;840000483;840000087;M1090;1;;1;1;;;;;1.3;0.2;;1;;;0.5;;;;3;1.5;
Q20;2014;840000483;840000087;M1100;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;840000483;840000087;M1110;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;840000483;840000087;M1120;;;;1;;;;;;0.3;;;;;0.3;;;;1;0.3;
Q20;2014;840000483;840000087;M1140;;1;;2;;;;;;1.9;;1;;;0.3;0.6;;;3;1.9;
Q20;2014;840000483;840000087;M1160;1;;1;1;;;;;2;0.1;;1;;;0.1;1;;;3;2.1;
Q20;2014;840000483;840000087;M1190;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;840000483;840000087;M1320;1;2;;;;;;;1;1.75;;2.75;;;;;;;3;2.75;
Q20;2014;840000483;840000087;M2010;2;;1;;;;;;2.6;;;2;;;0.6;;;;3;2.6;
Q20;2014;840000483;840000087;M2020;;;1;;;;;;0.4;;;0.4;;;;;;;1;0.4;
Q20;2014;840000483;840000087;M2030;3;;;;;;;;3;;;1;;;1;1;;;3;3;
Q20;2014;840000483;840000087;M2050;3;1;4;2;;;;;4.2;1.9;;4.4;;;1.2;0.5;;;10;6.1;
Q20;2014;840000483;840000087;M2080;;;2;1;;;;;0.2;0.1;;;;;0.3;;;;3;0.3;
Q20;2014;840000483;840000087;M2100;1;;;;;;2;;1;;;1;;;;;;;1;1;2
