BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2014;130782147;130000979;NINF;12;;12;;
URGENCES_P;2014;130783236;130786049;M9999;14;3;11.67;;
URGENCES_P;2014;130783236;130786049;N1220;0;0;2.28;;
URGENCES_P;2014;130783236;130786049;N2120;0;0;3.8;;
URGENCES_P;2014;130783236;130786049;N2500;0;0;32.64;;
URGENCES_P;2014;130783236;130786049;N2620;0;0;0.95;;
URGENCES_P;2014;130783236;130786049;N9999;0;0;130.98;;
URGENCES_P;2014;130783236;130786049;NINF;0;0;62.82;;
URGENCES_P;2014;130783293;130786049;M9999;12;6;12.59;;
URGENCES_P;2014;130783293;130786049;N1220;7;1;4.31;;
URGENCES_P;2014;130783293;130786049;N2120;5;0;0.65;;
URGENCES_P;2014;130783293;130786049;N2500;62;8;23.53;;
URGENCES_P;2014;130783293;130786049;N2620;1;0;0.13;;
URGENCES_P;2014;130783293;130786049;N9999;175;13;75.5;;
URGENCES_P;2014;130783293;130786049;NINF;85;4;36.99;;
URGENCES_P;2014;130784713;130038847;M9999;;5;2.5;;
URGENCES_P;2014;130784713;130038847;N1220;3;;3;;
URGENCES_P;2014;130784713;130038847;N2120;1;;1;;
URGENCES_P;2014;130784713;130038847;N2500;2;2;5.22;;
URGENCES_P;2014;130784713;130038847;N2620;1;;1;;
URGENCES_P;2014;130784713;130038847;N3120;;1;0.4;;
URGENCES_P;2014;130784713;130038847;NINF;7;4;7.3;;
URGENCES_P;2014;130785652;130014228;M1140;2;21;8.63;;
URGENCES_P;2014;130785652;130014228;M9999;10;33;19.44;;
URGENCES_P;2014;130785652;130014228;N1220;3;4;5.03;;
URGENCES_P;2014;130785652;130014228;N2120;1;;1;;
URGENCES_P;2014;130785652;130014228;N2500;2;;2.65;;
URGENCES_P;2014;130785652;130014228;N2620;4;;2.63;;
URGENCES_P;2014;130785652;130014228;N9999;46;8;43.11;;
URGENCES_P;2014;130785652;130014228;NINF;36;4;31.8;;
URGENCES_P;2014;130786361;130002447;N2500;5;1;5.01;;
URGENCES_P;2014;130786361;130002447;NINF;7;4;8.29;;0
URGENCES_P;2014;130786742;750821092;M9999;7;6;4.76;1;1
URGENCES_P;2014;130786742;750821092;N1220;5;0;3.13;;0
URGENCES_P;2014;130786742;750821092;N2120;1;0;1;;0
URGENCES_P;2014;130786742;750821092;N2500;8;0;7.72;;
URGENCES_P;2014;130786742;750821092;N2620;7;0;6.99;;0
URGENCES_P;2014;130786742;750821092;N3120;1;0;0.33;;
URGENCES_P;2014;130786742;750821092;N9999;39;1;38.43;;
URGENCES_P;2014;130786742;750821092;NINF;16;1;16.84;;0
URGENCES_P;2014;130804297;130786049;M1140;2;1;2.74;;
URGENCES_P;2014;130804297;130786049;M9999;2;2;2.92;;
URGENCES_P;2014;130804297;130786049;N1220;2;0;2.42;;
URGENCES_P;2014;130804297;130786049;N2120;2;0;1.3;;
URGENCES_P;2014;130804297;130786049;N2500;7;1;7.12;;
URGENCES_P;2014;130804297;130786049;N2620;1;0;1.17;;
URGENCES_P;2014;130804297;130786049;N9999;49;23;63.64;;
URGENCES_P;2014;130804297;130786049;NINF;16;19;30.49;;
URGENCES_P;2014;140000027;140000035;M1140;5;1;1.6;;
URGENCES_P;2014;140000027;140000035;M9999;13;3;8.77;1;1
URGENCES_P;2014;140000027;140000035;N1220;2;0;1.72;3;1
URGENCES_P;2014;140000027;140000035;N2120;1;0;0.79;3;1
URGENCES_P;2014;140000027;140000035;N2500;15;2;13.63;;
URGENCES_P;2014;140000027;140000035;N3120;1;0;0.25;;
URGENCES_P;2014;140000027;140000035;N9999;41;14;49.3;;
URGENCES_P;2014;140000027;140000035;NINF;21;12;23.38;2;1
URGENCES_P;2014;140000076;140000084;M9999;2;4;4.12;;
URGENCES_P;2014;140000076;140000084;N2120;1;;0.18;;
URGENCES_P;2014;140000076;140000084;N2500;7;;7.7;;
URGENCES_P;2014;140000076;140000084;N9999;12;3;14.28;;
URGENCES_P;2014;140000076;140000084;NINF;4;3;6.4;;
URGENCES_P;2014;140000209;140000100;M1140;2;4;3.09;;0
URGENCES_P;2014;140000209;140000100;M3020;1;;1;;
URGENCES_P;2014;140000209;140000100;M9999;21;4;20.34;;0
URGENCES_P;2014;140000209;140000100;N1220;9;1;7.59;;0
URGENCES_P;2014;140000209;140000100;N2120;7;;4.69;;0
URGENCES_P;2014;140000209;140000100;N2500;30;19;43.7;;
URGENCES_P;2014;140000209;140000100;N2620;19;;18.13;;0
URGENCES_P;2014;140000209;140000100;N9999;129;49;154.67;;
URGENCES_P;2014;140000209;140000100;NINF;56;24;69.7;;0
URGENCES_P;2014;140000233;140000118;M1140;;;;2;
URGENCES_P;2014;140000233;140000118;M9999;1;;1.19;2;1
URGENCES_P;2014;140000233;140000118;N1220;;1;0.7;2;1
URGENCES_P;2014;140000233;140000118;N2120;;2;0.94;2;1
URGENCES_P;2014;140000233;140000118;N2500;3;3;5.4;;
URGENCES_P;2014;140000233;140000118;N2620;;;0.18;2;1
URGENCES_P;2014;140000233;140000118;N9999;6;12;12.99;;
URGENCES_P;2014;140000233;140000118;NINF;3;6;5.75;2;1
URGENCES_P;2014;140000373;140000159;M9999;6;1;5.75;2;1
URGENCES_P;2014;140000373;140000159;N1220;2;;1;2;1
URGENCES_P;2014;140000373;140000159;N2120;1;1;1.25;2;1
URGENCES_P;2014;140000373;140000159;N2500;9;;8.82;;
URGENCES_P;2014;140000373;140000159;N2620;6;1;6.5;2;1
URGENCES_P;2014;140000373;140000159;N9999;39;2;38.15;;
URGENCES_P;2014;140000373;140000159;NINF;17;;16.15;2;1
URGENCES_P;2014;140002452;140025800;M9999;5;3;6.33;;
URGENCES_P;2014;140002452;140025800;N1220;1;1;1.2;;
URGENCES_P;2014;140002452;140025800;N2120;1;;1;;
URGENCES_P;2014;140002452;140025800;N2500;1;;1;;
URGENCES_P;2014;140002452;140025800;N9999;12;1;12.5;;
URGENCES_P;2014;140002452;140025800;NINF;10;1;10.5;;
URGENCES_P;2014;140016759;140003146;M9999;;10;4.8;;0
URGENCES_P;2014;140016759;140003146;N1220;4;0;4;;0
URGENCES_P;2014;140016759;140003146;N2120;0;1;0.8;;0
URGENCES_P;2014;140016759;140003146;N2500;4;2;4.68;;
URGENCES_P;2014;140016759;140003146;N3120;0;1;0.2;;
URGENCES_P;2014;140016759;140003146;N9999;12;12;18.86;;
URGENCES_P;2014;140016759;140003146;NINF;4;6;8.53;;0
URGENCES_P;2014;140017237;140003278;M9999;8;;8;;
URGENCES_P;2014;140017237;140003278;N1220;2;2;3.89;;
URGENCES_P;2014;140017237;140003278;N2120;1;;0.5;;
URGENCES_P;2014;140017237;140003278;N2500;4;;4;;
URGENCES_P;2014;140017237;140003278;N3120;;1;0.5;;
URGENCES_P;2014;140017237;140003278;N9999;15;3;16.89;;
URGENCES_P;2014;140017237;140003278;NINF;8;;8;;
URGENCES_P;2014;140024886;140000092;M9999;7;6;10.2;2;1
URGENCES_P;2014;140024886;140000092;N1220;2;;1.9;3;1
URGENCES_P;2014;140024886;140000092;N2120;1;;0.9;2;1
URGENCES_P;2014;140024886;140000092;N2500;9;2;10.61;;
URGENCES_P;2014;140024886;140000092;N2620;;;;1;1
URGENCES_P;2014;140024886;140000092;NINF;13;2;15.1;1;1
URGENCES_P;2014;140026410;140026279;M9999;5;2;6.25;2;1
URGENCES_P;2014;140026410;140026279;N1220;5;;4.2;;0
URGENCES_P;2014;140026410;140026279;N2120;1;;0.85;2;1
URGENCES_P;2014;140026410;140026279;N2500;6;;3.72;;
URGENCES_P;2014;140026410;140026279;N2620;;;;2;1
URGENCES_P;2014;140026410;140026279;N3120;1;;0.34;;
URGENCES_P;2014;140026410;140026279;NINF;16;1;13.98;2;1
URGENCES_P;2014;150000032;150780088;M9999;3;1;1.8;3;1
URGENCES_P;2014;150000032;150780088;N1220;1;2;1.73;;0
URGENCES_P;2014;150000032;150780088;N2500;4;1;4.79;;
URGENCES_P;2014;150000032;150780088;NINF;13;;6.63;3;1
URGENCES_P;2014;150000040;150780096;M9999;22;;7.88;3;1
URGENCES_P;2014;150000040;150780096;N1220;2;2;3.06;1;1
URGENCES_P;2014;150000040;150780096;N2120;;1;0.5;1;1
URGENCES_P;2014;150000040;150780096;N2500;13;3;15.25;;
URGENCES_P;2014;150000040;150780096;N3120;;1;0.5;;
URGENCES_P;2014;150000040;150780096;N9999;29;22;44.55;;
URGENCES_P;2014;150000040;150780096;NINF;13;12;22.19;1;1
URGENCES_P;2014;150000164;150780468;M9999;7;;6.44;;1
URGENCES_P;2014;150000164;150780468;N1220;1;;1;;1
URGENCES_P;2014;150000164;150780468;N2120;1;;0.44;;1
URGENCES_P;2014;150000164;150780468;N2500;6;;3;;
URGENCES_P;2014;150000164;150780468;NINF;12;2;13.57;;1
URGENCES_P;2014;160000253;160000451;M1140;7;;1;;
URGENCES_P;2014;160000253;160000451;M9999;32;2;19.53;1;1
URGENCES_P;2014;160000253;160000451;N1220;6;;5.15;;0
URGENCES_P;2014;160000253;160000451;N2120;4;;2.63;;0
URGENCES_P;2014;160000253;160000451;N2500;20;4;22.66;;
URGENCES_P;2014;160000253;160000451;N9999;83;14;86.66;;
URGENCES_P;2014;160000253;160000451;NINF;41;9;43.09;3;1
URGENCES_P;2014;160000303;160006037;M9999;9;;8.56;2;1
URGENCES_P;2014;160000303;160006037;N1220;;1;0.8;2;1
URGENCES_P;2014;160000303;160006037;N2120;1;;0.3;2;1
URGENCES_P;2014;160000303;160006037;N9999;10;3;11.2;;
URGENCES_P;2014;160000303;160006037;NINF;9;2;10.1;2;1
URGENCES_P;2014;160000311;160000485;M9999;7;;2.61;2;1
URGENCES_P;2014;160000311;160000485;N1220;3;;2.5;2;1
URGENCES_P;2014;160000311;160000485;N2500;3;;3;;
URGENCES_P;2014;160000311;160000485;NINF;7;;6.25;2;1
URGENCES_P;2014;160000337;160000493;M9999;12;;1.68;1;1
URGENCES_P;2014;160000337;160000493;N1220;3;;0.5;2;1
URGENCES_P;2014;160000337;160000493;N2120;2;;0.3;2;1
URGENCES_P;2014;160000337;160000493;N2500;10;;1.96;;
URGENCES_P;2014;160000337;160000493;N9999;16;7;6.21;;
URGENCES_P;2014;160000337;160000493;NINF;10;4;2.92;1;1
URGENCES_P;2014;160015368;160014411;M9999;5;22;6.85;1;1
URGENCES_P;2014;160015368;160014411;N1220;1;;1;;0
URGENCES_P;2014;160015368;160014411;N2120;;1;0.57;2;1
URGENCES_P;2014;160015368;160014411;N2500;9;4;9.58;;
URGENCES_P;2014;160015368;160014411;N9999;27;1;20.37;;
URGENCES_P;2014;160015368;160014411;NINF;8;6;9.22;;0
URGENCES_P;2014;170000038;170780050;M9999;4;;3.8;3;1
URGENCES_P;2014;170000038;170780050;N1220;;;;2;1
URGENCES_P;2014;170000038;170780050;N2120;1;;0.36;2;1
URGENCES_P;2014;170000038;170780050;N2500;6;1;7;;
URGENCES_P;2014;170000038;170780050;N2620;5;;5;;
URGENCES_P;2014;170000038;170780050;N9999;18;2;19.03;;
URGENCES_P;2014;170000038;170780050;NINF;6;1;6.24;2;1
URGENCES_P;2014;170000087;170023279;M9999;12;6;15.49;3;1
URGENCES_P;2014;170000087;170023279;N1220;2;1;2.48;;0
URGENCES_P;2014;170000087;170023279;N2120;2;2;2.52;;0
URGENCES_P;2014;170000087;170023279;N2500;33;7;35.17;;
URGENCES_P;2014;170000087;170023279;N2620;3;;3;;0
URGENCES_P;2014;170000087;170023279;N9999;66;22;78.37;;
URGENCES_P;2014;170000087;170023279;NINF;26;12;35.2;;0
URGENCES_P;2014;170000095;170780167;M9999;1;9;4.57;2;1
URGENCES_P;2014;170000095;170780167;N1220;1;1;1.42;2;1
URGENCES_P;2014;170000095;170780167;N2120;0;1;0.4;2;1
URGENCES_P;2014;170000095;170780167;N2500;3;3;5.4;;
URGENCES_P;2014;170000095;170780167;N2620;5;1;5.86;2;1
URGENCES_P;2014;170000095;170780167;N3120;0;1;0.06;;
URGENCES_P;2014;170000095;170780167;N9999;15;8;19.64;;
URGENCES_P;2014;170000095;170780167;NINF;6;1;6.5;2;1
URGENCES_P;2014;170000103;170780175;M1140;7;2;1;;0
URGENCES_P;2014;170000103;170780175;M9999;18;6;10.74;2;1
URGENCES_P;2014;170000103;170780175;N1220;5;1;1.18;2;1
URGENCES_P;2014;170000103;170780175;N2120;6;;1.25;2;1
URGENCES_P;2014;170000103;170780175;N2500;34;22;21;;
URGENCES_P;2014;170000103;170780175;N9999;95;58;55.41;;
URGENCES_P;2014;170000103;170780175;NINF;50;35;31.98;2;0
URGENCES_P;2014;170000152;170780225;M1140;1;;0.65;2;1
URGENCES_P;2014;170000152;170780225;M9999;9;1;9.06;2;1
URGENCES_P;2014;170000152;170780225;N1220;2;;2.13;;0
URGENCES_P;2014;170000152;170780225;N2120;2;;1.5;2;1
URGENCES_P;2014;170000152;170780225;N2500;25;;18.55;;
URGENCES_P;2014;170000152;170780225;N9999;55;5;53.95;;
URGENCES_P;2014;170000152;170780225;NINF;21;5;27.52;2;1
URGENCES_P;2014;170022065;170022057;M9999;5;5;8.35;;
URGENCES_P;2014;170022065;170022057;N1220;3;0;2.46;;
URGENCES_P;2014;170022065;170022057;N2120;1;;1;;
URGENCES_P;2014;170022065;170022057;N2500;15;1;14.97;;
URGENCES_P;2014;170022065;170022057;N9999;40;8;47.87;;
URGENCES_P;2014;170022065;170022057;NINF;14;6;21.2;;
URGENCES_P;2014;170022818;170022057;M9999;1;4;2.7;;
URGENCES_P;2014;170022818;170022057;N1220;3;;1;;
URGENCES_P;2014;170022818;170022057;N2120;1;;0.3;;
URGENCES_P;2014;170022818;170022057;N2500;0;4;0.4;;
URGENCES_P;2014;170022818;170022057;NINF;2;1;2.78;;
URGENCES_P;2014;170022826;170022057;M9999;2;;2;;
URGENCES_P;2014;170022826;170022057;N1220;2;;2;;
URGENCES_P;2014;170022826;170022057;N2120;1;;1;;
URGENCES_P;2014;170022826;170022057;N2500;3;;3;;
URGENCES_P;2014;170022826;170022057;N2620;1;;0.5;;
URGENCES_P;2014;170022826;170022057;N9999;14;;12.5;;
URGENCES_P;2014;170022826;170022057;NINF;7;;6;;
URGENCES_P;2014;180000010;180000028;M9999;11;2;12.32;3;1
URGENCES_P;2014;180000010;180000028;N1220;1;2;2.8;;0
URGENCES_P;2014;180000010;180000028;N2120;;1;0.9;;0
URGENCES_P;2014;180000010;180000028;N2500;10;2;11.25;;
URGENCES_P;2014;180000010;180000028;N9999;49;13;58.25;;
URGENCES_P;2014;180000010;180000028;NINF;37;9;43.3;;0
URGENCES_P;2014;180000200;180000051;M9999;8;2;9.32;;1
URGENCES_P;2014;180000200;180000051;N1220;2;;2.18;;1
URGENCES_P;2014;180000200;180000051;N2120;1;;0.8;;1
URGENCES_P;2014;180000200;180000051;N2500;9;1;9.89;;
URGENCES_P;2014;180000200;180000051;N9999;34;5;39.27;;
URGENCES_P;2014;180000200;180000051;NINF;15;4;19.67;;1
URGENCES_P;2014;180000283;180000069;M1140;2;;0.29;;0
URGENCES_P;2014;180000283;180000069;M9999;8;2;3.28;1;1
URGENCES_P;2014;180000283;180000069;N1220;1;;0.95;2;1
URGENCES_P;2014;180000283;180000069;N2500;7;3;7.75;;
URGENCES_P;2014;180000283;180000069;N2620;3;;3.05;;0
URGENCES_P;2014;180000283;180000069;N9999;21;6;23.43;;
URGENCES_P;2014;180000283;180000069;NINF;10;3;11.67;2;1
URGENCES_P;2014;190000018;190000042;M9999;12;4;6.26;2;1
URGENCES_P;2014;190000018;190000042;N1220;5;;5;;0
URGENCES_P;2014;190000018;190000042;N2120;1;;0.8;2;1
URGENCES_P;2014;190000018;190000042;N2500;18;;18;;
URGENCES_P;2014;190000018;190000042;N2620;2;;1.5;;0
URGENCES_P;2014;190000018;190000042;N3120;1;;0.26;;
URGENCES_P;2014;190000018;190000042;N9999;53;1;53.82;;
URGENCES_P;2014;190000018;190000042;NINF;28;1;28.29;2;1
URGENCES_P;2014;190000026;190000059;M9999;12;;5;3;1
URGENCES_P;2014;190000026;190000059;N1220;;2;1.4;3;1
URGENCES_P;2014;190000026;190000059;N2120;1;;1;;0
URGENCES_P;2014;190000026;190000059;N2500;11;2;13.89;;
URGENCES_P;2014;190000026;190000059;N9999;36;5;40.57;;
URGENCES_P;2014;190000026;190000059;NINF;17;3;18.55;;0
URGENCES_P;2014;190000091;190000075;M9999;4;;4;3;1
URGENCES_P;2014;190000091;190000075;N1220;1;1;1.8;3;1
URGENCES_P;2014;190000091;190000075;N2120;1;;1;3;1
URGENCES_P;2014;190000091;190000075;N2500;11;;11;;
URGENCES_P;2014;190000091;190000075;NINF;12;0;12;3;1
URGENCES_P;2014;210780136;210000030;M9999;6;;6;;
URGENCES_P;2014;210780136;210000030;N1220;;3;2.31;;
URGENCES_P;2014;210780136;210000030;N2120;;1;0.33;;
URGENCES_P;2014;210780136;210000030;N2500;2;1;2.33;;
URGENCES_P;2014;210780136;210000030;N3120;;1;0.39;;
URGENCES_P;2014;210780136;210000030;NINF;8;2;9;;
URGENCES_P;2014;210987558;210780581;M1140;;2;1;;0
URGENCES_P;2014;210987558;210780581;M9999;14;5;17.37;2;1
URGENCES_P;2014;210987558;210780581;N1220;6;;4.08;;0
URGENCES_P;2014;210987558;210780581;N2120;3;;3;;0
URGENCES_P;2014;210987558;210780581;N2500;23;2;23.14;;
URGENCES_P;2014;210987558;210780581;N3120;2;;1.2;;
URGENCES_P;2014;210987558;210780581;N9999;126;13;111.43;;
URGENCES_P;2014;210987558;210780581;NINF;68;9;65.45;;0
URGENCES_P;2014;210987657;210780714;M9999;8;2;7.6;3;1
URGENCES_P;2014;210987657;210780714;N1220;2;1;2.8;3;1
URGENCES_P;2014;210987657;210780714;N2120;1;;1;3;1
URGENCES_P;2014;210987657;210780714;N2500;5;1;6;;
URGENCES_P;2014;210987657;210780714;NINF;21;5;23.77;3;1
URGENCES_P;2014;210987665;210010070;M9999;4;1;4.6;2;1
URGENCES_P;2014;210987673;210010070;M9999;3;1;3.2;2;1
URGENCES_P;2014;210987699;210780706;M9999;6;2;8.13;3;1
URGENCES_P;2014;210987699;210780706;N1220;5;0;4.26;;0
URGENCES_P;2014;210987699;210780706;N2120;1;0;0.88;3;1
URGENCES_P;2014;210987699;210780706;N2500;4;1;4.81;;
URGENCES_P;2014;210987699;210780706;NINF;15;5;17.45;3;1
URGENCES_P;2014;220000012;220000020;M1140;4;1;4.81;;0
URGENCES_P;2014;220000012;220000020;M9999;15;7;19.52;;0
URGENCES_P;2014;220000012;220000020;N1220;3;1;2.02;;0
URGENCES_P;2014;220000012;220000020;N2120;3;;2.57;2;1
URGENCES_P;2014;220000012;220000020;N2500;29;15;41.77;;
URGENCES_P;2014;220000012;220000020;N9999;61;48;100.08;;
URGENCES_P;2014;220000012;220000020;NINF;29;32;49.24;;0
URGENCES_P;2014;220000095;220000046;M9999;8;4;10.73;3;1
URGENCES_P;2014;220000095;220000046;N1220;3;0;2.11;;
URGENCES_P;2014;220000095;220000046;N2120;1;0;0.82;;
URGENCES_P;2014;220000095;220000046;N2500;27;0;28.76;;
URGENCES_P;2014;220000095;220000046;N9999;55;7;61.26;;
URGENCES_P;2014;220000095;220000046;NINF;22;6;26.39;;
URGENCES_P;2014;220000343;220000079;M9999;4;3;7;2;1
URGENCES_P;2014;220000343;220000079;N1220;2;1;2.4;;1
URGENCES_P;2014;220000343;220000079;N2120;1;;1;2;1
URGENCES_P;2014;220000343;220000079;N2500;12;3;14.6;;
URGENCES_P;2014;220000343;220000079;N3120;1;;0.1;;
URGENCES_P;2014;220000343;220000079;NINF;10;10;16.1;2;1
URGENCES_P;2014;220000368;220000103;M9999;7;2;5;;
URGENCES_P;2014;220000368;220000103;N1220;5;1;5.62;;
URGENCES_P;2014;220000368;220000103;N2120;2;;0.72;;
URGENCES_P;2014;220000368;220000103;N2500;14;3;11.31;;
URGENCES_P;2014;220000368;220000103;N9999;37;12;35.52;;
URGENCES_P;2014;220000368;220000103;NINF;16;8;17.86;;
URGENCES_P;2014;220000541;220000152;M9999;7;;4.29;2;1
URGENCES_P;2014;220000541;220000152;N1220;4;3;5.54;2;1
URGENCES_P;2014;220000541;220000152;N2120;2;;0.51;2;1
URGENCES_P;2014;220000541;220000152;N2500;6;2;7.46;;
URGENCES_P;2014;220000541;220000152;N9999;23;7;22.28;;
URGENCES_P;2014;220000541;220000152;NINF;11;2;8.77;2;1
URGENCES_P;2014;230000820;230780041;M9999;14;2;3.05;1;1
URGENCES_P;2014;230000820;230780041;N1220;3;;3;;
URGENCES_P;2014;230000820;230780041;N2120;;2;0.73;;
URGENCES_P;2014;230000820;230780041;N2500;11;;11.08;;
URGENCES_P;2014;230000820;230780041;N9999;29;3;29.62;;
URGENCES_P;2014;230000820;230780041;NINF;15;1;14.81;;
URGENCES_P;2014;230004657;230780058;M9999;2;5;4.7;;
URGENCES_P;2014;230004657;230780058;N2120;;1;0.25;;
URGENCES_P;2014;230004657;230780058;N2500;3;;3;;
URGENCES_P;2014;230004657;230780058;N9999;9;1;9.25;;
URGENCES_P;2014;230004657;230780058;NINF;6;;6;;
URGENCES_P;2014;240000190;240000596;M9999;5;;4.2;;
URGENCES_P;2014;240000190;240000596;N1220;2;;2;;
URGENCES_P;2014;240000190;240000596;N2120;1;;1;;
URGENCES_P;2014;240000190;240000596;N2500;3;;2.8;;
URGENCES_P;2014;240000190;240000596;N3120;1;;0.8;;
URGENCES_P;2014;240000190;240000596;N9999;12;;11.6;;
URGENCES_P;2014;240000190;240000596;NINF;5;;5;;
URGENCES_P;2014;240000372;240000059;M9999;4;2;6.53;1;1
URGENCES_P;2014;240000372;240000059;N1220;2;;2;2;1
URGENCES_P;2014;240000372;240000059;N2120;1;;0.42;2;1
URGENCES_P;2014;240000372;240000059;N2500;8;;8.96;;
URGENCES_P;2014;240000372;240000059;N3120;1;;0.27;;
URGENCES_P;2014;240000372;240000059;N9999;35;2;35.59;;
URGENCES_P;2014;240000372;240000059;NINF;16;2;18.68;2;1
URGENCES_P;2014;240000489;240000117;M9999;10;3;11.58;1;1
URGENCES_P;2014;240000489;240000117;N1220;3;0;2.8;;0
URGENCES_P;2014;240000489;240000117;N2120;1;0;1;;0
URGENCES_P;2014;240000489;240000117;N2500;21;0;21;;
URGENCES_P;2014;240000489;240000117;N9999;67;0;65.12;;
URGENCES_P;2014;240000489;240000117;NINF;36;0;35.19;;0
URGENCES_P;2014;240000687;240000448;M9999;;5;3.65;2;1
URGENCES_P;2014;240000687;240000448;N1220;1;1;1.54;2;1
URGENCES_P;2014;240000687;240000448;N2120;;1;0.63;2;1
URGENCES_P;2014;240000687;240000448;N2500;;12;6.22;;
URGENCES_P;2014;240000687;240000448;N3120;1;;1;;
URGENCES_P;2014;240000687;240000448;N9999;2;36;23.44;;
URGENCES_P;2014;240000687;240000448;NINF;;22;13.8;2;1
URGENCES_P;2014;250000114;900000365;M1140;;;;3;
URGENCES_P;2014;250000114;900000365;M9999;7;2;7.94;;1
URGENCES_P;2014;250000114;900000365;N1220;5;10;10.7;3;
URGENCES_P;2014;250000114;900000365;N2120;2;0;2;;
URGENCES_P;2014;250000114;900000365;N2500;4;2;5.38;;
URGENCES_P;2014;250000114;900000365;N2620;;;;3;
URGENCES_P;2014;250000114;900000365;N9999;38;34;54.61;;
URGENCES_P;2014;250000114;900000365;NINF;18;17;28.99;3;
URGENCES_P;2014;250000700;250000452;M9999;;11;7.19;3;1
URGENCES_P;2014;250000700;250000452;N1220;;7;4.6;;
URGENCES_P;2014;250000700;250000452;N2120;;2;1;;
URGENCES_P;2014;250000700;250000452;N2500;;10;8.25;;
URGENCES_P;2014;250000700;250000452;NINF;;26;14.12;;
URGENCES_P;2014;250006954;250000015;M1140;0;24;5;;
URGENCES_P;2014;250006954;250000015;M3020;;6;2.35;;
URGENCES_P;2014;250006954;250000015;M9999;0;119;29;3;1
URGENCES_P;2014;250006954;250000015;N1220;5;7;8.8;;0
URGENCES_P;2014;250006954;250000015;N2120;4;;4;;0
URGENCES_P;2014;250006954;250000015;N2500;23;12;30.47;;
URGENCES_P;2014;250006954;250000015;N9999;79;79;127.92;;
URGENCES_P;2014;250006954;250000015;NINF;35;52;68.71;3;1
URGENCES_P;2014;260000013;260000021;M9999;20;6;17.27;1;1
URGENCES_P;2014;260000013;260000021;N1220;;3;2.4;;0
URGENCES_P;2014;260000013;260000021;N2120;1;1;1.27;2;1
URGENCES_P;2014;260000013;260000021;N2500;17;8;21.55;;
URGENCES_P;2014;260000013;260000021;N3120;2;;0.26;;
URGENCES_P;2014;260000013;260000021;N9999;57;35;66.52;;
URGENCES_P;2014;260000013;260000021;NINF;33;22;35.84;1;1
URGENCES_P;2014;260000120;260016910;M9999;14;7;6.65;1;1
URGENCES_P;2014;260000120;260016910;N1220;6;1;7.06;;0
URGENCES_P;2014;260000120;260016910;N2120;1;;1;2;1
URGENCES_P;2014;260000120;260016910;N2500;5;1;5.78;;
URGENCES_P;2014;260000120;260016910;N3120;;1;0.4;;
URGENCES_P;2014;260000120;260016910;N9999;38;12;48.17;;
URGENCES_P;2014;260000120;260016910;NINF;18;8;25.67;2;1
URGENCES_P;2014;260000138;260000047;M9999;;20;10.26;1;1
URGENCES_P;2014;260000138;260000047;N1220;2;;2;;0
URGENCES_P;2014;260000138;260000047;N2120;2;;2;2;1
URGENCES_P;2014;260000138;260000047;N2500;18;2;18.29;;
URGENCES_P;2014;260000138;260000047;N2620;5;;5;;0
URGENCES_P;2014;260000138;260000047;N9999;47;8;49.41;;
URGENCES_P;2014;260000138;260000047;NINF;21;6;22.12;1;1
URGENCES_P;2014;260000146;260000054;M9999;3;2;4.43;;0
URGENCES_P;2014;260000146;260000054;N2120;1;;0.4;;
URGENCES_P;2014;260000146;260000054;N2500;4;2;4.96;;
URGENCES_P;2014;260000146;260000054;NINF;3;6;6.92;;1
URGENCES_P;2014;260000203;260016910;M9999;12;5;4.28;1;1
URGENCES_P;2014;260000203;260016910;N1220;;3;1.88;;0
URGENCES_P;2014;260000203;260016910;N2120;1;;1;2;1
URGENCES_P;2014;260000203;260016910;N2500;5;2;6.4;;
URGENCES_P;2014;260000203;260016910;N3120;;1;0.1;;
URGENCES_P;2014;260000203;260016910;N9999;17;8;21.99;;
URGENCES_P;2014;260000203;260016910;NINF;9;1;9.74;;0
URGENCES_P;2014;260000286;260000104;M9999;3;2;4.68;;
URGENCES_P;2014;260000286;260000104;N1220;1;;0.5;;
URGENCES_P;2014;260000286;260000104;N2120;1;;0.4;;
URGENCES_P;2014;260000286;260000104;N2500;1;3;3.57;;
URGENCES_P;2014;260000286;260000104;NINF;5;3;6.91;;
URGENCES_P;2014;270000045;270000060;M9999;4;2;3.32;2;
URGENCES_P;2014;270000045;270000060;N1220;1;;1;;0
URGENCES_P;2014;270000045;270000060;N2120;1;;1;2;1
URGENCES_P;2014;270000045;270000060;N2500;9;;8.59;;
