"";"id";"finess";"nom_etab_1";"nom_etab_2";"nom_etab_long";"compl_etab";"compl_distr";"achemin";"comm";"dept";"lib_dept";"num_voie";"typ_voie";"lib_voie";"categ_etab";"lib_categ_etab";"categ_etab_agr";"lib_etab";"siret";"code_ape";"code_mft";"lib_mft";"code_sph";"lib_sph";"date_ouv";"date_autor";"date_maj";"num_educ"
"1";"010000024G1";"010000024";"CH DE FLEYRIAT";"CH DE FLEYRIAT";"CENTRE HOSPITALIER DE BOURG-EN-BRESSE FLEYRIAT";NA;NA;"01440 VIRIAT";"451";"01";"AIN";"900";"RTE";"DE PARIS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26010004500012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1979-02-13";"1979-02-13";"2020-02-04";NA
"2";"010000032G1";"010000032";"CH BUGEY SUD";"CH BUGEY SUD";"CENTRE HOSPITALIER BUGEY SUD";NA;NA;"01300 BELLEY";"34";"01";"AIN";"700";"AV";"DE NARVIK";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26010003700068";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2021-07-07";NA
"3";"010005239G1";"010005239";"CH DU HAUT BUGEY - GEOVREISSET";"CH DU HAUT BUGEY - GEOVREISSET";"CENTRE HOSPITALIER DU HAUT BUGEY - GEOVREISSET";NA;NA;"01108 OYONNAX CEDEX";"283";"01";"AIN";"1";"RTE";"DE VEYZIAT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26011021800112";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2007-04-20";"2007-03-14";"2018-01-12";NA
"4";"010780195G1";"010780195";"CLINIQUE CONVERT";"CLINIQUE CONVERT";"CLINIQUE DOCTEUR CONVERT";NA;NA;"01000 BOURG EN BRESSE";"53";"01";"AIN";"62";"AV";"DE JASSERON";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"77220148900022";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1956-11-16";"1956-11-16";"2021-10-18";NA
"5";"010780203G1";"010780203";"HOPITAL PRIVE D AMBERIEU";"HOPITAL PRIVE D'AMBERIEU";"HOPITAL PRIVE D'AMBERIEU";NA;NA;"01506 AMBERIEU EN BUGEY CEDEX";"4";"01";"AIN";NA;"EN";"PRAGNAT NORD";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"81157144700010";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2001-09-03";"1994-04-03";"2024-01-30";NA
"6";"020000162A1";"020000162";"CH SAINT-QUENTIN";"CH SAINT-QUENTIN";NA;NA;NA;"02321 ST QUENTIN CEDEX";"691";"02";"AISNE";"1";"R";"MICHEL DE L'HOSPITAL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020861600011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-11-14";NA
"7";"020000162P1";"020000162";"CH SAINT-QUENTIN";"CH SAINT-QUENTIN";NA;NA;NA;"02321 ST QUENTIN CEDEX";"691";"02";"AISNE";"1";"R";"MICHEL DE L'HOSPITAL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020861600011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-11-14";NA
"8";"020000394A1";"020000394";"CH LAON";"CH LAON";NA;NA;NA;"02001 LAON CEDEX";"408";"02";"AISNE";"33";"R";"MARCELIN BERTHELOT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020871500011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2011-03-03";NA
"9";"020000394P1";"020000394";"CH LAON";"CH LAON";NA;NA;NA;"02001 LAON CEDEX";"408";"02";"AISNE";"33";"R";"MARCELIN BERTHELOT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020871500011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2011-03-03";NA
"10";"020000519A1";"020000519";"CH SOISSONS";"CH SOISSONS";NA;NA;NA;"02209 SOISSONS CEDEX";"722";"02";"AISNE";"46";"AV";"DU GÉNÉRAL DE GAULLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020862400015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-11-15";NA
"11";"020000519P1";"020000519";"CH SOISSONS";"CH SOISSONS";NA;NA;NA;"02209 SOISSONS CEDEX";"722";"02";"AISNE";"46";"AV";"DU GÉNÉRAL DE GAULLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020862400015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-11-15";NA
"12";"020000535G1";"020000535";"CH CHAUNY";"CH CHAUNY";NA;NA;NA;"02303 CHAUNY CEDEX";"173";"02";"AISNE";"94";"R";"DES ANCIENS COMBATTANTS AFN";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020864000011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-08";NA
"13";"020001061G1";"020001061";"CH CHATEAU-THIERRY";"CH CHÂTEAU-THIERRY";NA;NA;NA;"02400 CHATEAU THIERRY";"168";"02";"AISNE";NA;"RTE";"DE VERDILLY";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020863200018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-03-01";"1983-03-01";"2010-09-28";NA
"14";"020001087G1";"020001087";"CH HIRSON";"CH HIRSON";NA;"BRISSET";NA;"02500 HIRSON";"381";"02";"AISNE";"40";"R";"AUX LOUPS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26020007600016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2011-03-03";NA
"15";"020010047G1";"020010047";"HOPITAL PRIVE SAINT CLAUDE";"HOPITAL PRIVE SAINT CLAUDE";"HOPITAL PRIVE SAINT CLAUDE";NA;NA;"02315 ST QUENTIN CEDEX";"691";"02";"AISNE";"1";"BD";"DU DOCTEUR SCHWEITZER";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32345727500010";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1968-07-10";"1968-07-10";"2018-04-13";NA
"16";"030000061G1";"030000061";"CH DE MOULINS";"CH DE MOULINS";"CENTRE HOSPITALIER DE MOULINS";NA;NA;"03006 MOULINS CEDEX";"190";"03";"ALLIER";"10";"AV";"DU GENERAL DE GAULLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26030383900013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-02-04";NA
"17";"030000079G1";"030000079";"CH DE MONTLUCON";"CH DE MONTLUCON";"CENTRE HOSPITALIER DE MONTLUCON";NA;NA;"03109 MONTLUCON CEDEX";"185";"03";"ALLIER";"18";"AV";"DU 8 MAI 1945";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26030017300010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-02-04";NA
"18";"030000087G1";"030000087";"CH JACQUES LACARIN VICHY";"CH JACQUES LACARIN VICHY";NA;NA;NA;"03201 VICHY CEDEX";"310";"03";"ALLIER";NA;"BD";"DENIERE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26030026400017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2010-12-13";NA
"19";"040000093G1";"040000093";"CHI DE MANOSQUE LOUIS RAFFALLI";"CHI DE MANOSQUE LOUIS RAFFALLI";"CENTRE HOSPITALIER DE MANOSQUE LOUIS RAFFALLI";NA;NA;"04101 MANOSQUE CEDEX";"112";"04";"ALPES DE HAUTE PROVENCE";NA;"R";"AUGUSTE GIRARD";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26040016300077";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-03-01";"1983-03-01";"2020-02-03";NA
"20";"040000135G1";"040000135";"CHI DES ALPES DU SUD SITE DE SISTERON";"CHI DES ALPES DU SUD SITE DE SISTERON";"CHI DES ALPES DU SUD SITE DE SISTERON";NA;NA;"04200 SISTERON";"209";"04";"ALPES DE HAUTE PROVENCE";"4";"AV";"DE LA LIBERATION";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26050347900057";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2019-12-30";NA
"21";"040000911G1";"040000911";"CENTRE HOSPITALIER DE DIGNE LES BAINS";"CENTRE HOSPITALIER DE DIGNE LES BAINS";"CENTRE HOSPITALIER DE DIGNE LES BAINS";NA;NA;"04995 DIGNE LES BAINS CEDEX 9";"70";"04";"ALPES DE HAUTE PROVENCE";NA;"QUA";"SAINT CHRISTOPHE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26040358900013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1991-10-30";"1991-10-30";"2024-01-16";NA
"22";"050000231G1";"050000231";"CH DES ESCARTONS DE BRIANCON";"CH LES ESCARTONS A BRIANCON";"CENTRE HOSPITALIER LES ESCARTONS A BRIANCON";NA;NA;"05105 BRIANCON CEDEX";"23";"05";"HAUTES ALPES";"24";"AV";"ADRIEN DAURELLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26050004600016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1976-12-18";"1976-12-18";"2023-12-21";NA
"23";"050000256G1";"050000256";"CENTRE HOSPITALIER D EMBRUN";"CENTRE HOSPITALIER D'EMBRUN";"CENTRE HOSPITALIER D'EMBRUN";NA;NA;"05200 EMBRUN";"46";"05";"HAUTES ALPES";"8";"R";"PIERRE ET MARIE CURIE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26050005300012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1902-01-01";"1902-01-01";"2010-08-25";NA
"24";"050000348G1";"050000348";"CHI DES ALPES DU SUD SITE DE GAP";"CHI DES ALPES DU SUD SITE DE GAP";"CHI DES ALPES DU SUD SITE DE GAP";NA;NA;"05007 GAP CEDEX";"61";"05";"HAUTES ALPES";"1";"PL";"AUGUSTE MURET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26050347900016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1902-01-01";"1902-01-01";"2011-06-14";NA
"25";"060000478G1";"060000478";"CENTRE HOSPITALIER DE GRASSE";"CENTRE HOSPITALIER DE GRASSE";"CENTRE HOSPITALIER DE GRASSE";NA;NA;"06135 GRASSE CEDEX";"69";"06";"ALPES MARITIMES";NA;"CHE";"DE CLAVARY";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26060017600010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1978-10-01";"1978-10-01";"2024-01-05";NA
"26";"060000510G1";"060000510";"CH D ANTIBES JUAN LES PINS";"CH D'ANTIBES JUAN LES PINS";"CENTRE HOSPITALIER D'ANTIBES JUAN LES PINS";NA;NA;"06606 ANTIBES CEDEX";"4";"06";"ALPES MARITIMES";"107";"AV";"DE NICE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26060015000015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1967-01-01";"1967-01-01";"2018-08-07";"0061918C"
"27";"060000544G1";"060000544";"CH DE CANNES SIMONE VEIL";"CH DE CANNES SIMONE VEIL";"CENTRE HOSPITALIER DE CANNES SIMONE VEIL";NA;NA;"06414 CANNES CEDEX";"29";"06";"ALPES MARITIMES";"15";"AV";"DES BROUSSAILLES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26060020000018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1955-07-22";"1955-07-22";"2018-04-23";NA
"28";"060002102G1";"060002102";"CH LA PALMOSA DE MENTON";"CH LA PALMOSA DE MENTON";"CENTRE HOSPITALIER LA PALMOSA DE MENTON";NA;NA;"06507 MENTON CEDEX";"83";"06";"ALPES MARITIMES";"2";"AV";"ANTOINE PEGLION";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26060021800010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1982-01-17";"1982-01-17";"2024-01-25";NA
"29";"060780491G1";"060780491";"INSTITUT ARNAULT TZANCK";"INSTITUT ARNAULT TZANCK";"INSTITUT ARNAULT TZANCK";NA;NA;"06721 ST LAURENT DU VAR CEDEX";"123";"06";"ALPES MARITIMES";"231";"AV";"DU DOCTEUR MAURICE DONAT";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78263477800024";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"7";"Etab de santé privé non lucratif, non déclar intérêt collect";"1972-01-01";"1972-01-01";"2015-10-15";NA
"30";"060780517G1";"060780517";"POLYCLINIQUE SAINT JEAN";"POLYCLINIQUE SAINT JEAN";"POLYCLINIQUE SAINT JEAN";NA;NA;"06800 CAGNES SUR MER";"27";"06";"ALPES MARITIMES";"92";"AV";"DU DOCTEUR MAURICE DONAT";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32494775300020";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1967-01-01";"1967-01-01";"2024-03-25";NA
"31";"060780715G1";"060780715";"CLINIQUE SAINT GEORGE";"CLINIQUE SAINT GEORGE";"CLINIQUE SAINT GEORGE";NA;NA;"06105 NICE CEDEX 2";"88";"06";"ALPES MARITIMES";"2";"AV";"DE RIMIEZ";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"96880224900019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1969-01-01";"1969-01-01";"2024-01-31";NA
"32";"060780723G1";"060780723";"CLINIQUE DU PARC IMPERIAL";"CLINIQUE DU PARC IMPERIAL";"CLINIQUE DU PARC IMPERIAL";NA;NA;"06045 NICE CEDEX 1";"88";"06";"ALPES MARITIMES";"28";"BD";"TZAREWITCH";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"44442640700011";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1945-01-01";"1945-01-01";"2024-01-18";NA
"33";"060780947P1";"060780947";"HOP PEDIATRIQUES DE NICE CHU LENVAL";"HOP PEDIATRIQUES DE NICE CHU LENVAL";"HOPITAUX PEDIATRIQUES DE NICE CHU LENVAL";NA;NA;"06200 NICE";"88";"06";"ALPES MARITIMES";"57";"AV";"DE LA CALIFORNIE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"77555200300094";"8610Z";"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1904-04-04";"1904-04-04";"2017-11-24";"0060965S"
"34";"060785003G1";"060785003";"CHU DE NICE HOPITAL PASTEUR";"CHU DE NICE HOPITAL PASTEUR";"CHU DE NICE HOPITAL PASTEUR";NA;NA;"06001 NICE CEDEX 1";"88";"06";"ALPES MARITIMES";"30";"AV";"DE LA VOIE ROMAINE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26060070500099";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1980-01-01";"1980-01-01";"2023-02-15";NA
"35";"070000013G1";"070000013";"CH DE PRIVAS ARDECHE";"CH DE PRIVAS ARDECHE";"CENTRE HOSPITALIER DE PRIVAS ARDECHE";NA;NA;"07007 PRIVAS CEDEX";"186";"07";"ARDECHE";"2";"AV";"PASTEUR";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26071114800015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1970-04-22";"1970-04-22";"2024-06-25";NA
"36";"070000179G1";"070000179";"CH ARDECHE NORD";"CH ARDECHE NORD";"CENTRE HOSPITALIER ARDECHE NORD";NA;NA;"07103 ANNONAY CEDEX";"10";"07";"ARDECHE";NA;"R";"DU BON PASTEUR";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26070001800013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-02-04";NA
"37";"070000609G1";"070000609";"SITE B. HUGO CH ARDECHE MERIDIONALE";"CH ARDECHE MERIDIONALE - AUBENAS";"CH ARDECHE MERIDIONALE - AUBENAS";NA;NA;"07205 AUBENAS CEDEX";"19";"07";"ARDECHE";"14";"AV";"DE BELLANDE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20001138500016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1981-04-01";"1979-05-14";"2022-10-14";NA
"38";"070780424G1";"070780424";"CLINIQUE PASTEUR";"CLINIQUE PASTEUR";NA;NA;NA;"07500 GUILHERAND GRANGES";"102";"07";"ARDECHE";"294";"BD";"GENERAL DE GAULLE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"33672010700018";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1968-01-15";"1968-01-15";"2024-04-12";NA
"39";"080000110G1";"080000110";"CENTRE HOSPITALIER DE SEDAN";"CENTRE HOSPITALIER DE SEDAN";NA;NA;NA;"08209 SEDAN CEDEX";"409";"08";"ARDENNES";"2";"AV";"GENERAL MARGUERITTE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20009020700024";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-01-07";NA
"40";"080000219G1";"080000219";"CENTRE HOSPITALIER DE RETHEL";"CENTRE HOSPITALIER DE RETHEL";NA;NA;NA;"08300 RETHEL";"362";"08";"ARDENNES";"1";"PL";"HOURTOULE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26080533800019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-01-07";NA
"41";"080000276G1";"080000276";"CENTRE HOSPITALIER DE VOUZIERS";"CENTRE HOSPITALIER DE VOUZIERS";NA;NA;NA;"08400 VOUZIERS";"490";"08";"ARDENNES";"12";"R";"HENRIONNET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26080533800084";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2010-08-25";NA
"42";"080000425A1";"080000425";"CH CHARLEVILLE - HOPITAL MANCHESTER";"CH CHARLEVILLE - HOPITAL MANCHESTER";"CH DE CHARLEVILLE MEZIERES - HOPITAL DE MANCHESTER";NA;NA;"08011 CHARLEVILLE MEZIERES CEDEX";"105";"08";"ARDENNES";"45";"AV";"DE MANCHESTER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20009020700016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1930-06-01";"1930-06-01";"2020-01-07";NA
"43";"080000425P1";"080000425";"CH CHARLEVILLE - HOPITAL MANCHESTER";"CH CHARLEVILLE - HOPITAL MANCHESTER";"CH DE CHARLEVILLE MEZIERES - HOPITAL DE MANCHESTER";NA;NA;"08011 CHARLEVILLE MEZIERES CEDEX";"105";"08";"ARDENNES";"45";"AV";"DE MANCHESTER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20009020700016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1930-06-01";"1930-06-01";"2020-01-07";NA
"44";"090000175G1";"090000175";"CHIVA SITE ST JEAN DE VERGES";"CHIVA SITE ST JEAN DE VERGES";"CHIVA SITE SAINT JEAN DE VERGES";"CHI VALLEES ARIEGE ET LAVELANET";"RN 20 SORTIE 9 ST JEAN DE VERGES";"09000 ST JEAN DE VERGES";"264";"09";"ARIEGE";NA;"CHE";"DE BARRAU";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26090023800148";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1992-01-01";"1992-01-01";"2024-03-08";NA
"45";"090000183G1";"090000183";"CH ARIEGE COUSERANS SITE ST LIZIER";"CH ARIEGE COUSERANS SITE ST LIZIER";"CENTRE HOSPITALIER ARIEGE COUSERANS SITE SAINT LIZIER";NA;NA;"09190 ST LIZIER";"268";"09";"ARIEGE";NA;"QUA";"ROSES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26090016200017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1995-01-01";"1995-01-01";"2024-03-08";NA
"46";"100000090G1";"100000090";"CENTRE HOSPITALIER DE TROYES";"CENTRE HOSPITALIER DE TROYES";"CENTRE HOSPITALIER DE TROYES";NA;NA;"10003 TROYES CEDEX";"387";"10";"AUBE";"101";"AV";"ANATOLE FRANCE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26100002000014";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1961-06-29";"1961-06-29";"2010-08-25";NA
"47";"100000199G1";"100000199";"CENTRE HOSPITALIER DE ROMILLY/SEINE";"CENTRE HOSPITALIER DE ROMILLY/SEINE";"CENTRE HOSPITALIER DE ROMILLY SUR SEINE";NA;NA;"10105 ROMILLY SUR SEINE CEDEX";"323";"10";"AUBE";NA;"AV";"PAUL V COUTURIER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20001123700043";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2013-09-04";NA
"48";"110000023G1";"110000023";"CH CARCASSONNE";"CH CARCASSONNE";"CENTRE HOSPITALIER CARCASSONNE ANTOINE GAYRAUD";NA;NA;"11010 CARCASSONNE CEDEX 9";"69";"11";"AUDE";"1060";"CHE";"DE LA MADELEINE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26110002800149";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2018-10-10";NA
"49";"110000049G1";"110000049";"CH JP CASSABEL";"CH JP CASSABEL CASTELNAUDARY";"CENTRE HOSPITALIER JEAN PIERRE CASSABEL (HOP PROXIMITE)";NA;NA;"11400 CASTELNAUDARY";"76";"11";"AUDE";"19";"AV";"MONSEIGNEUR DE LANGLE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26110003600019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2024-04-22";NA
"50";"110000056G1";"110000056";"CH NARBONNE";"CH NARBONNE";"CENTRE HOSPITALIER DE NARBONNE HOTEL DIEU";NA;NA;"11108 NARBONNE CEDEX";"262";"11";"AUDE";NA;"BD";"DOCTEUR LACROIX";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26110010100011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-08";NA
"51";"110780228G1";"110780228";"HOPITAL PRIVE DU GRAND NARBONNE";"HOPITAL PRIVE DU GRAND NARBONNE";"HOPITAL PRIVE DU GRAND NARBONNE";NA;NA;"11100 MONTREDON DES CORBIERES";"255";"11";"AUDE";"1";"R";"PR CHRISTIAAN BARNARD";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"97695031100051";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1904-04-04";"1904-04-04";"2025-06-11";NA
"52";"110780483G1";"110780483";"POLYCL MONTREAL CARCASSONNE";"POLYCL MONTREAL CARCASSONNE";"POLYCLINIQUE MONTREAL CARCASSONNE";NA;"ZA ST JEAN DE L'ARNOUZE";"11890 CARCASSONNE CEDEX 9";"69";"11";"AUDE";NA;"RTE";"DE BRAM";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"31578452000019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1904-04-04";"1904-04-04";"2022-07-25";NA
"53";"120000039G1";"120000039";"CH DE RODEZ HOPITAL JACQUES PUEL";"CH DE RODEZ HOPITAL JACQUES PUEL";"CENTRE HOSPITALIER DE RODEZ  HOPITAL JACQUES PUEL";NA;NA;"12027 RODEZ CEDEX 9";"202";"12";"AVEYRON";NA;"AV";"DE L'HOPITAL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26120011700123";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-09-09";NA
"54";"120000054G1";"120000054";"CH VILLEFRANCHE SITE CHARTREUSE";"CH VILLEFRANCHE SITE CHARTREUSE";"CH VILLEFRANCHE DE ROUERGUE SITE LA CHARTREUSE";NA;NA;"12200 VILLEFRANCHE DE ROUERGUE";"300";"12";"AVEYRON";NA;"AV";"CAYLET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26120020800013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-07-18";NA
"55";"120000070G1";"120000070";"CH PIERRE DELPECH DECAZEVILLE";"CH PIERRE DELPECH DECAZEVILLE";"CENTRE HOSPITALIER PIERRE DELPECH DECAZEVILLE";NA;NA;"12300 DECAZEVILLE";"89";"12";"AVEYRON";"60";"AV";"PROSPER ALFARIC";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26120019000013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2018-10-10";NA
