"";"id";"finess";"nom_etab_1";"nom_etab_2";"nom_etab_long";"compl_etab";"compl_distr";"achemin";"comm";"dept";"lib_dept";"num_voie";"typ_voie";"lib_voie";"categ_etab";"lib_categ_etab";"categ_etab_agr";"lib_etab";"siret";"code_ape";"code_mft";"lib_mft";"code_sph";"lib_sph";"date_ouv";"date_autor";"date_maj";"num_educ"
"174";"300000031G1";"300000031";"CH LOUIS PASTEUR BAGNOLS SUR CEZE";"CH LOUIS PASTEUR BAGNOLS SUR CEZE";"CENTRE HOSPITALIER LOUIS PASTEUR BAGNOLS SUR CEZE";NA;NA;"30205 BAGNOLS SUR CEZE CEDEX";"28";"30";"GARD";NA;"AV";"ALPHONSE DAUDET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26300001000011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-10-01";"1974-10-01";"2022-07-25";NA
"175";"300780137G1";"300780137";"NOUVELLE CL BONNEFON ALES";"NOUVELLE CL BONNEFON ALES";"NOUVELLE CLINIQUE BONNEFON ALES";NA;NA;"30104 ALES CEDEX";"7";"30";"GARD";"45";"AV";"CARNOT";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"75361648100028";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1901-01-01";"1901-01-01";"2024-06-10";NA
"176";"300782117G1";"300782117";"CHU NIMES CAREMEAU";"CHU NIMES CAREMEAU";"GROUPE HOPITALIER CAREMEAU CHU NIMES TERRITOIRE NIMES";"GROUPE HOSPITALO UNIV CAREMEAU";NA;"30029 NIMES CEDEX 9";"189";"30";"GARD";NA;"PL";"DU PROFESSEUR ROBERT DEBRE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26300003600032";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1977-01-01";"1977-01-01";"2025-03-25";NA
"177";"300788502G1";"300788502";"POLYCLINIQUE GRAND SUD NIMES";"PGS NIMES";"POLYCLINIQUE GRAND SUD NIMES";NA;NA;"30932 NIMES CEDEX 9";"189";"30";"GARD";"350";"AV";"ST ANDRE DE CODOLS";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"80869020000031";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1996-01-05";"1993-10-21";"2025-02-24";NA
"178";"310000310G1";"310000310";"CH COMMINGES PYRENEES SITE ST PLANCARD";"CH COMMINGES PYRENEES SITE ST PLANCARD";"CENTRE HOSPITALIER COMMINGES PYRENEES SITE SAINT PLANCARD";NA;NA;"31806 ST GAUDENS CEDEX";"483";"31";"HAUTE GARONNE";NA;"AV";"SIMONE VEIL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26310018200017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-08";NA
"179";"310016977P1";"310016977";"HOPITAUX MERE & ENFANTS CHU TOULOUSE";"HOPITAUX MERE & ENFANTS CHU TOULOUSE";"HOPITAUX MERE & ENFANTS SITE VIGUIER CHU TOULOUSE";"HOPITAL PAULE DE VIGUIER";NA;"31059 TOULOUSE CEDEX 9";"555";"31";"HAUTE GARONNE";"330";"AV";"DE GRANDE BRETAGNE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26310012500511";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1999-01-06";"1990-10-02";"2025-04-04";NA
"180";"310026927G1";"310026927";"CL CAPIO LA CROIX DU SUD QUINT FONSEGR";"CL CAPIO LA CROIX DU SUD QUINT FONSEGR";"CLINIQUE CAPIO LA CROIX DU SUD (GROUPE RAMSAY SANTE)";NA;NA;"31130 QUINT FONSEGRIVES";"445";"31";"HAUTE GARONNE";"52";"CHE";"DE RIBAUTE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"53880113500046";"8610Z";"99";"Indéterminé";"9";"indéterminé";"2018-10-15";"2015-06-29";"2025-03-26";NA
"181";"310780283G1";"310780283";"CL DE L UNION SAINT JEAN";"CL DE L'UNION SAINT JEAN";"CLINIQUE DE L'UNION";NA;NA;"31240 ST JEAN";"488";"31";"HAUTE GARONNE";NA;"BD";"DE RATALENS";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"32015339800021";NA;"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1968-02-05";"1968-02-05";"2022-07-26";NA
"182";"310780382G1";"310780382";"CL AMBROISE PARE TOULOUSE";"CL AMBROISE PARE TOULOUSE";"CLINIQUE AMBROISE PARE TOULOUSE";NA;NA;"31082 TOULOUSE CEDEX 1";"555";"31";"HAUTE GARONNE";"387";"RTE";"DE SAINT SIMON";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"30037976500021";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1947-01-01";"1947-01-01";"2023-02-03";NA
"183";"310781000G1";"310781000";"CL DES CEDRES CORNEBARRIEU";"HC HDJ ADULT CL CEDRES CORNEBARRIEU";"HC HDJ ADULTE CLINIQUE DES CEDRES CORNEBARRIEU";"RAMSAY SANTE";"CHATEAU D'ALLIEZ";"31700 CORNEBARRIEU";"150";"31";"HAUTE GARONNE";NA;"RTE";"DE MONDONVILLE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"49346639500024";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1970-04-01";"1970-04-01";"2025-11-18";NA
"184";"310781067G1";"310781067";"HOPITAL JOSEPH DUCUING TOULOUSE";"HOPITAL JOSEPH DUCUING TOULOUSE";"HOPITAL JOSEPH DUCUING";NA;NA;"31076 TOULOUSE CEDEX 3";"555";"31";"HAUTE GARONNE";"15";"R";"DE VARSOVIE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"77693859900011";NA;"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1944-01-01";"1944-01-01";"2025-02-25";NA
"185";"310781505G1";"310781505";"CL D OCCITANIE MURET";"CL D'OCCITANIE MURET";"CLINIQUE D'OCCITANIE";NA;NA;"31605 MURET CEDEX";"395";"31";"HAUTE GARONNE";"20";"AV";"BERNARD IV";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"39338433400016";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1973-04-06";"1973-04-06";"2025-12-16";NA
"186";"310783048G1";"310783048";"HOPITAL PURPAN CHU TOULOUSE";"HOPITAL PURPAN CHU TOULOUSE";"HOPITAL PURPAN CHU TOULOUSE";NA;"BAT PIERRE PAUL RIQUET";"31059 TOULOUSE CEDEX 9";"555";"31";"HAUTE GARONNE";NA;"PL";"DU DR BAYLAC";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26310012500040";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2025-04-04";NA
"187";"310783055G1";"310783055";"HOPITAL DE RANGUEIL CHU TOULOUSE";"HOPITAL DE RANGUEIL CHU TOULOUSE";"HOPITAL DE RANGUEIL CHU TOULOUSE";NA;NA;"31059 TOULOUSE CEDEX 9";"555";"31";"HAUTE GARONNE";"1";"AV";"PR JEAN POULHES";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26310012500057";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1975-05-12";"1975-05-12";"2022-05-18";NA
"188";"320000086G1";"320000086";"CH AUCH EN GASCOGNE";"CH AUCH EN GASCOGNE";"CENTRE HOSPITALIER D'AUCH EN GASCOGNE";NA;NA;"32008 AUCH CEDEX";"13";"32";"GERS";NA;"ALL";"MARIE CLARAC";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26320004000016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-04-02";"1974-04-02";"2020-03-12";NA
"189";"320000102G1";"320000102";"CH CONDOM";"CH CONDOM";"CENTRE HOSPITALIER DE CONDOM";NA;NA;"32100 CONDOM";"107";"32";"GERS";"21";"AV";"MARECHAL JOFFRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26320005700010";"8710A";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-03-07";NA
"190";"330000555G1";"330000555";"CENTRE HOSPITALIER D ARCACHON";"CENTRE HOSPITALIER D'ARCACHON";"CENTRE HOSPITALIER D'ARCACHON";"POLE DE SANTE D ARCACHON";NA;"33164 LA TESTE CEDEX";"529";"33";"GIRONDE";NA;"AV";"JEAN HAMEAU";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26330559100095";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1948-12-31";"1948-12-31";"2024-03-14";NA
"191";"330000571G1";"330000571";"CH DE LA HAUTE GIRONDE";"CH DE LA HAUTE GIRONDE";"CENTRE HOSPITALIER DE LA HAUTE GIRONDE";"DE BLAYE";NA;"33394 BLAYE CEDEX";"58";"33";"GIRONDE";"97";"R";"DE L'HOPITAL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26330561700015";NA;"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2012-01-06";NA
"192";"330000589G1";"330000589";"CH SUD GIRONDE - SITE LANGON";"CH SUD GIRONDE - SITE LANGON";"CH SUD GIRONDE LANGON-LA REOLE - SITE LANGON";"CH SUD GIRONDE LANGON-LA REOLE";NA;"33212 LANGON CEDEX";"227";"33";"GIRONDE";NA;"R";"PAUL LANGEVIN";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20002309100081";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2021-03-08";NA
"193";"330000605G1";"330000605";"CTRE HOSPIT.R.BOULIN-LIBOURNE";"CTRE HOSPIT.R.BOULIN-LIBOURNE";"CENTRE HOSPITALIER ROBERT BOULIN-LIBOURNE";NA;NA;"33505 LIBOURNE CEDEX";"243";"33";"GIRONDE";"112";"R";"DE LA MARNE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26330565800019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2011-05-03";NA
"194";"330058355G1";"330058355";"CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE";"CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE";"CH DE LIBOURNE - ANTENNE DE STE-FOY-LA-GRANDE";NA;"CH DE STE-FOY-LA-GRANDE";"33220 STE FOY LA GRANDE";"402";"33";"GIRONDE";NA;"AV";"CHARRIER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26330565800233";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2007-03-20";"2007-03-20";"2022-11-03";NA
"195";"330058702G1";"330058702";"MSP BAGATELLE SITE ROBERT PICQUÃ";"MSP BAGATELLE SITE ROBERT PICQUÉ";NA;NA;NA;"33882 VILLENAVE D ORNON CEDEX";"550";"33";"GIRONDE";"351";"RTE";"DE TOULOUSE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78202130700130";NA;"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"2016-07-06";"2016-07-04";"2025-10-02";NA
"196";"330780263G1";"330780263";"POLYCLINIQUE BORDEAUX RIVE DROITE";"POLYCLINIQUE BORDEAUX RIVE DROITE";"POLYCLINIQUE BORDEAUX RIVE DROITE - CLINIQ QUATRE PAVILLONS";NA;NA;"33310 LORMONT";"249";"33";"GIRONDE";"24";"R";"DES CAVAILLES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"45820191000023";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1962-12-31";"1962-12-31";"2023-07-13";NA
"197";"330780479G1";"330780479";"POLYCLIN BORDEAUX-NORD AQUITAINE";"POLYCLIN BORDEAUX-NORD AQUITAINE";"POLYCLINIQUE BORDEAUX NORD AQUITAINE";NA;NA;"33077 BORDEAUX CEDEX";"63";"33";"GIRONDE";"33";"R";"DU DOCTEUR FINLAY";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"40314968500030";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1971-05-01";"1971-05-01";"2022-07-27";NA
"198";"330780495G1";"330780495";"CLINIQUE MUTUALISTE DU MEDOC";"CLINIQUE MUTUALISTE DU MEDOC";"CLINIQUE MUTUALISTE DU MEDOC";NA;NA;"33340 LESPARRE MEDOC";"240";"33";"GIRONDE";"64";"R";"ARISTIDE BRIAND";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"77558497200126";"8610Z";"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1969-12-31";"1969-12-31";"2013-04-16";NA
"199";"330780529G1";"330780529";"CLINIQUE MUTUALISTE DE PESSAC";"CLINIQUE MUTUALISTE DE PESSAC";"CLINIQUE MUTUALISTE DE PESSAC";"PAVILLON DE LA MUTUALITE";NA;"33608 PESSAC CEDEX";"318";"33";"GIRONDE";"46";"AV";"DU DOCTEUR SCHWEITZER";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"77558497200027";"8610Z";"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1963-04-01";"1963-04-01";"2020-02-26";NA
"200";"330780537G1";"330780537";"HOPITAL PRIVE WALLERSTEIN";"HOPITAL PRIVE WALLERSTEIN";"HOPITAL PRIVE WALLERSTEIN";NA;NA;"33740 ARES";"11";"33";"GIRONDE";"14";"BD";"JAVAL";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78176091300025";"8610Z";"15";"ARS privé hors PSPH sous dotation globale";"7";"Etab de santé privé non lucratif, non déclar intérêt collect";"1901-01-01";"1901-01-01";"2020-02-17";NA
"201";"330781360A1";"330781360";"GROUPE HOSPITALIER PELLEGRIN - CHU";"GROUPE HOSPITALIER PELLEGRIN - CHU";"GROUPE HOSPITALIER PELLEGRIN - CHU";NA;NA;"33076 BORDEAUX CEDEX";"63";"33";"GIRONDE";NA;"PL";"AMELIE RABA LEON";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26330582300035";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2020-12-07";NA
"202";"330781352G1";"330781352";"HOPITAL SAINT-ANDRE - CHU";"HOPITAL SAINT-ANDRE - CHU";"HOPITAL SAINT-ANDRE - CHU";"GROUPE HOSPITALIER SAINT-ANDRE";NA;"33075 BORDEAUX CEDEX";"63";"33";"GIRONDE";"1";"R";"JEAN BURGUET";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26330582300076";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2022-07-13";NA
"203";"330781360P1";"330781360";"GROUPE HOSPITALIER PELLEGRIN - CHU";"GROUPE HOSPITALIER PELLEGRIN - CHU";"GROUPE HOSPITALIER PELLEGRIN - CHU";NA;NA;"33076 BORDEAUX CEDEX";"63";"33";"GIRONDE";NA;"PL";"AMELIE RABA LEON";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26330582300035";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2020-12-07";NA
"204";"330781402G1";"330781402";"NOUVELLE CLINIQUE BORDEAUX TONDU";"NOUVELLE CLINIQUE BORDEAUX TONDU";"NOUVELLE CLINIQUE BORDEAUX TONDU";NA;NA;"33270 FLOIRAC";"167";"33";"GIRONDE";"46";"AV";"JEAN ALFONSEA";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"35321284800033";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1920-12-31";"1997-02-12";"2024-03-13";NA
"205";"340000033G1";"340000033";"CENTRE HOSPITALIER DE BEZIERS";"CH BEZIERS";"CENTRE HOSPITALIER DE BEZIERS";NA;"ZAC DE MONTMIRAN";"34525 BEZIERS CEDEX";"32";"34";"HERAULT";"2";"R";"VALENTIN HAUY";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26340011100013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2015-03-04";NA
"206";"340000223G1";"340000223";"HOPITAL ST CLAIR HBT SETE";"HOPITAL ST CLAIR SETE HBT";"HOPITAL SAINT CLAIR LES HOPITAUX DU BASSIN DE THAU SETE";NA;NA;"34207 SETE CEDEX";"301";"34";"HERAULT";NA;"BD";"CAMILLE BLANC";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26340390900017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-01-15";NA
"207";"340015502G1";"340015502";"CL DU MILLENAIRE MONTPELLIER";"CL DU MILLENAIRE MONTPELLIER";"CLINIQUE DU MILLENAIRE MONTPELLIER";NA;NA;"34960 MONTPELLIER CEDEX 2";"172";"34";"HERAULT";"220";"BD";"PENELOPE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"45880034900029";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2003-12-02";"2000-11-29";"2024-03-07";NA
"208";"340015965G1";"340015965";"POLYCL ST PRIVAT BOUJAN SUR LIBRON";"POLYCL ST PRIVAT BOUJAN SUR LIBRON";"POLYCLINIQUE SAINT PRIVAT";NA;NA;"34760 BOUJAN SUR LIBRON";"37";"34";"HERAULT";"10";"R";"DE LA MARGERIDE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"39508019500039";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2007-10-22";"2005-06-22";"2022-08-01";NA
"209";"340022979G1";"340022979";"POLYCL ST ROCH MONTPELLIER";"POLYCL ST ROCH MONTPELLIER";"POLYCLINIQUE SAINT ROCH";NA;NA;"34075 MONTPELLIER CEDEX 3";"172";"34";"HERAULT";"560";"AV";"DU COLONEL ANDRE PAVELET";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"47280053100023";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2016-02-26";"2012-06-28";"2024-03-07";NA
"210";"340024314G1";"340024314";"CL ST JEAN SUD DE FRANCE";"CL ST JEAN SUD DE FRANCE";"CLINIQUE SAINT JEAN SUD DE FRANCE";NA;NA;"34433 ST JEAN DE VEDAS CEDEX";"270";"34";"HERAULT";"1";"PL";"DE L'EUROPE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"45680083800025";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"2020-08-20";"2017-11-28";"2025-04-02";NA
"211";"340780147G1";"340780147";"POLYCL DES TROIS VALLEES BEDARIEUX";"POLYCL DES TROIS VALLEES BEDARIEUX";"POLYCLINIQUE DES TROIS VALLEES";NA;NA;"34600 BEDARIEUX";"28";"34";"HERAULT";"4";"RTE";"ST PONS";"128";"Etablissement de Soins Chirurgicaux";"1110";"Etablissements de Soins de Courte Durée";"55292068800017";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1954-08-26";"1954-08-26";"2025-06-23";NA
"212";"340780154G1";"340780154";"POLYCL PASTEUR PEZENAS";"POLYCL PASTEUR PEZENAS";"POLYCLINIQUE PASTEUR";NA;NA;"34120 PEZENAS";"199";"34";"HERAULT";"3";"R";"PASTEUR";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"31698005100015";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1951-10-08";"1951-10-08";"2024-09-02";NA
"213";"340780642G1";"340780642";"CL BEAU SOLEIL MONTPELLIER";"CL BEAU SOLEIL";"CLINIQUE BEAU SOLEIL MONTPELLIER";NA;NA;"34070 MONTPELLIER";"172";"34";"HERAULT";"119";"AV";"DE LODEVE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"44427032600051";"8610Z";"4";"ARS établissements PSPH dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1936-01-01";"1936-01-01";"2025-02-11";NA
"214";"340780667G1";"340780667";"CL DU PARC CASTELNAU LE LEZ";"CL DU PARC CASTELNAU LE LEZ";"CLINIQUE DU PARC";NA;"LES GUILHEMS";"34171 CASTELNAU LE LEZ CEDEX";"57";"34";"HERAULT";"50";"R";"EMILE COMBES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"46680005900019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1967-05-08";"1967-05-08";"2022-08-01";NA
"215";"340780717G1";"340780717";"CL ST LOUIS GANGES";"CL ST LOUIS GANGES";"CLINIQUE SAINT LOUIS";NA;NA;"34190 GANGES";"111";"34";"HERAULT";"13";"PL";"JOSEPH BOUDOURESQUES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"81748186400020";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1956-12-05";"1956-12-05";"2023-12-01";NA
"216";"340780725G1";"340780725";"CL VIA DOMITIA POLE SANTE DE LUNEL";"CL VIA DOMITIA POLE SANTE DE LUNEL";"CLINIQUE VIA DOMITIA";NA;"POLE SANTE";"34400 LUNEL";"145";"34";"HERAULT";NA;"CHE";"DES ALICANTES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"31847643900027";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1950-11-22";"1950-11-22";"2022-08-01";NA
"217";"340785161A1";"340785161";"HOPITAL LAPEYRONIE CHU MONTPELLIER";"HOPITAL LAPEYRONIE CHU MONTPELLIER";"HOPITAL LAPEYRONIE CHU MONTPELLIER";NA;NA;"34295 MONTPELLIER CEDEX 5";"172";"34";"HERAULT";"371";"AV";"DU DOYEN GASTON GIRAUD";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26340016000010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-11-01";"1970-01-01";"2017-02-01";NA
"218";"340785161P1";"340785161";"HOPITAL LAPEYRONIE CHU MONTPELLIER";"HOPITAL LAPEYRONIE CHU MONTPELLIER";"HOPITAL LAPEYRONIE CHU MONTPELLIER";NA;NA;"34295 MONTPELLIER CEDEX 5";"172";"34";"HERAULT";"371";"AV";"DU DOYEN GASTON GIRAUD";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26340016000010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-11-01";"1970-01-01";"2017-02-01";NA
"219";"350000121G1";"350000121";"CHP SAINT GREGOIRE";"CHP SAINT GREGOIRE";NA;NA;NA;"35768 ST GREGOIRE CEDEX";"278";"35";"ILLE ET VILAINE";"6";"BD";"DE LA BOUTIERE";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"69920132300069";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1922-01-01";"1922-01-01";"2024-01-24";NA
"220";"350000147G1";"350000147";"CENTRE HOSPITALIER SAINT-MALO";"GHRE - SITE SAINT MALO BROUSSAIS";"GHRE - SITE SAINT MALO BROUSSAIS";"HOPITAL BROUSSAIS";NA;"35403 ST MALO CEDEX";"288";"35";"ILLE ET VILAINE";"1";"R";"DE LA MARNE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26350005000012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1958-02-26";"1958-02-26";"2024-01-31";NA
"221";"350000154G1";"350000154";"C.H FOUGERES";"C.H FOUGERES";"CENTRE HOSPITALIER DE FOUGERES";NA;NA;"35305 FOUGERES CEDEX";"115";"35";"ILLE ET VILAINE";"133";"R";"DE LA FORET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26350008400011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2015-11-26";NA
"222";"350000162G1";"350000162";"CHIRC SITE REDON";"CHIRC SITE REDON";"CENTRE HOSPITALIER INTERCOMMUNAL REDON CARENTOIR";NA;NA;"35603 REDON CEDEX";"236";"35";"ILLE ET VILAINE";"8";"AV";"ETIENNE GASCON";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26350012600010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2017-01-03";NA
"223";"350000188G1";"350000188";"CENTRE HOSPITALIER VITRE";"CENTRE HOSPITALIER   VITRE";NA;NA;NA;"35506 VITRE CEDEX";"360";"35";"ILLE ET VILAINE";"30";"RTE";"DE RENNES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26350006800014";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1985-09-17";"1985-09-17";"2010-08-25";NA
"224";"350000741G1";"350000741";"CHRU RENNES SITE PONTCHAILLOU";"CHRU RENNES SITE PONTCHAILLOU";"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE RENNES PONTCHAILLO";NA;"PONTCHAILLOU";"35000 RENNES";"238";"35";"ILLE ET VILAINE";"2";"R";"HENRI LE GUILLOUX";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26350007600017";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2021-07-12";"0352499B"
"225";"350005146G1";"350005146";"HOPITAL PRIVE SEVIGNE";"HOPITAL PRIVE SEVIGNE";NA;NA;NA;"35576 CESSON SEVIGNE CEDEX";"51";"35";"ILLE ET VILAINE";"3";"R";"DU CHENE GERMAIN";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"31095532300020";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1979-01-02";"1979-01-02";"2023-11-28";NA
