an;fi;rs;catr;stjr;reg;dep;nomcom;cpo;urg;regulation;passu;dt_hosp;stap;lit_uhcd;hmed_tot;hmed_urg;hide_tot;hide_urg;hamb_tot;hmr_tot;hmramu_tot;arm_tot;osnp_tot;com_smur_su;etpsal_tot;etpsal_urg;efflib_tot;efflib_urg;intmed;docju_med;inturg;docju_urg
2024;400000105;CENTRE HOSPITALIER DAX;PUB2;1;75;40;DAX;40107;GEN;2;41188;10891;1;10;833;497;1114;778;336;NA;NA;NA;NA;NA;23,24;18,20;NA;NA;13;4;0;0
2024;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;PUB2;1;75;40;MONT DE MARSAN;40024;GEN;3;39432;10914;1;10;651;483;1092;840;252;495;270;842;168;1;24,50;13,60;0;0;11;3;2;2
2024;400015103;GCS PAYS DE L'ADOUR;PNL10;3;75;40;AIRE SUR L ADOUR;40800;GEN;3;10751;1582;1;4;168;168;252;252;0;0;0;0;0;0;0,78;0,78;6;6;NA;NA;NA;NA
2024;410000020;CH BLOIS SIMONE VEIL;PUB2;1;24;41;BLOIS;41016;GEN;2;53916;9263;1;11;889;637;1176;840;168;220;168;336;0;1;21,38;9,00;0;0;50;16;0;NA
2024;410000038;CH VENDOME - MONTOIRE;PUB2;1;24;41;VENDOME;41100;GEN;2;19775;3799;1;6;466;298;651;483;168;NA;NA;NA;NA;1;9,52;5,52;NA;NA;0;0;0;0
2024;410000046;CH ROMORANTIN-LANTHENAY;PUB2;1;24;41;ROMORANTIN LANTHENAY;41206;GEN;3;24134;6525;1;4;420;252;672;504;168;NA;NA;NA;NA;1;10,07;9,07;NA;NA;NA;NA;NA;NA
2024;420000010;CH DE ROANNE;PUB2;1;84;42;ROANNE;42328;GEN;1;49826;7731;1;8;812;476;1684;1348;336;84;84;200;NA;1;18,10;12,06;0;0;24;3;5;2
2024;420000226;CH DU FOREZ SITE DE MONTBRISON;PUB2;1;84;42;MONTBRISON;42605;GEN;3;27633;8811;1;10;420;252;756;588;0;0;0;0;0;1;13,35;11,01;0;0;NA;3;0;0
2024;420000234;CH DE FIRMINY;PUB2;1;84;42;FIRMINY;42700;GEN;3;40872;9036;0;10;456;456;868;868;NA;NA;NA;NA;NA;NA;14,48;14,48;NA;NA;6;4;NA;NA
2024;420011413;HOPITAL PRIVE DE LA LOIRE;PLU4;2;84;42;SAINT ETIENNE;42100;GEN;3;25847;3616;1;6;252;252;684;684;NA;NA;NA;NA;NA;NA;NA;NA;8;8;3;NA;1;NA
2024;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;PLU4;2;84;42;SAINT PRIEST EN JAREZ;42276;GEN;3;26765;1228;1;7;299;299;355;355;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA
2024;420780637;CH DU GIER - MCO;PUB2;1;84;42;SAINT CHAMOND;42403;GEN;3;24366;4944;1;6;369;369;840;840;NA;NA;NA;NA;NA;0;11,38;11,38;0;0;6;1;5;NA
2024;420782310;CLINIQUE DU RENAISON;PLU4;2;84;42;ROANNE;42300;GEN;3;22939;4965;1;6;252;252;504;504;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;420785354;HOPITAL NORD - CHU42;PUB1;1;84;42;SAINT PRIEST EN JAREZ;42277;GEN;1;73954;20384;1;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;37,22;19,94;0;NA;228;68;17;6
2024;420785354;HOPITAL NORD - CHU42;PUB1;1;84;42;SAINT PRIEST EN JAREZ;42277;PED;1;36368;5513;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;37,22;19,94;0;NA;228;68;17;6
2024;430000117;CH EMILE ROUX LE PUY;PUB2;1;84;43;LE PUY EN VELAY;43012;GEN;2;41828;12311;0;8;644;406;2184;1680;672;168;168;360;NA;1;26,13;13,20;NA;NA;30;2;1;0
2024;430000190;CH DE BRIOUDE;PUB2;1;84;43;BRIOUDE;43100;GEN;3;11677;3385;1;4;336;168;588;420;168;0;0;0;0;1;11,21;5,72;NA;NA;NA;NA;NA;NA
2024;440000016;CH DE SAINT NAZAIRE;PUB2;1;52;44;SAINT NAZAIRE;44606;GEN;2;79595;23761;1;10;829;493;1428;1092;336;NA;NA;NA;NA;1;39,16;30,94;NA;NA;47;12;NA;NA
2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;PUB1;1;52;44;NANTES;44093;GEN;3;82276;19328;1;20;1534;1128;3287;2783;504;1049;382;1534;NA;1;53,97;33,74;0;0;225;74;27;10
2024;440000271;CHU DE NANTES SITE HOTEL DIEU HME;PUB1;1;52;44;NANTES;44093;PED;3;35037;4586;NA;9;1534;1128;3287;2783;504;1049;382;1534;NA;1;53,97;33,74;0;0;225;74;27;10
2024;440000396;CH ERDRE ET LOIRE;PUB2;1;52;44;ANCENIS SAINT GEREON;44156;GEN;NA;14125;2721;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,73;5,73;NA;NA;NA;NA;4;NA
2024;440000503;CH CNP SITE CHATEAUBRIANT;PUB2;1;52;44;CHATEAUBRIANT;44146;GEN;NA;24550;13997;NA;4;374;206;476;308;168;0;0;0;0;1;19,38;13,75;0;0;NA;NA;NA;NA
2024;440041580;HOPITAL PRIVE DU CONFLUENT;PLU4;2;52;44;NANTES;44277;GEN;3;32024;8076;1;8;490;490;1140;1140;NA;NA;NA;NA;NA;NA;NA;NA;13;13;2;NA;2;1
2024;450000047;CH DEZARNAULDS - GIEN;PUB2;1;24;45;GIEN;45503;GEN;2;27564;6150;0;10;413;245;756;588;NA;NA;NA;NA;NA;NA;12,12;9,52;NA;NA;NA;NA;NA;NA
2024;450000062;CH AGGLOMERATION MONTARGOISE;PUB2;1;24;45;AMILLY;45200;GEN;1;66879;7584;1;6;832;664;1226;1058;168;NA;NA;NA;NA;1;11,39;7,39;1;1;7;NA;NA;NA
2024;450000070;CH PITHIVIERS;PUB2;1;24;45;PITHIVIERS;45308;GEN;3;13826;2004;0;4;336;168;588;462;168;NA;NA;NA;NA;NA;5,88;4,75;NA;NA;NA;NA;NA;NA
2024;450000294;ORELIANCE - REINE BLANCHE;PLU4;2;24;45;SARAN;45770;GEN;2;36350;8336;0;8;252;252;981;981;NA;NA;NA;NA;NA;0;NA;NA;5;5;NA;NA;1;NA
2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;PUB1;1;24;45;ORLEANS;45067;GEN;2;55557;13578;1;10;1638;1134;4191;3687;504;420;NA;924;NA;1;43,13;23,45;NA;NA;202;27;51;5
2024;450002613;CHRU ORLEANS - HOPITAL DE LA SOURCE;PUB1;1;24;45;ORLEANS;45067;PED;3;38641;4397;NA;6;1638;1134;4191;3687;504;420;NA;924;NA;1;43,13;23,45;NA;NA;202;27;51;5
2024;460000045;CH FIGEAC SITE MARTIN MALVY;PUB2;1;76;46;FIGEAC;46106;GEN;3;16338;3056;1;2;336;168;168;84;168;NA;NA;NA;NA;NA;7,73;5,73;NA;NA;NA;NA;NA;NA
2024;460000052;CH ST JACQUES ST CERE;PUB2;1;76;46;SAINT CERE;46400;GEN;NA;13009;1864;NA;4;336;195;336;195;70;NA;NA;NA;NA;1;4,19;2,55;NA;NA;NA;NA;NA;NA
2024;460000102;CH JEAN COULON GOURDON;PUB2;1;76;46;GOURDON;46300;GEN;NA;9179;2533;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;8,30;4,35;0;0;NA;NA;NA;NA
2024;460000110;CH JEAN ROUGIER CAHORS;PUB2;1;76;46;CAHORS;46005;GEN;3;26227;7012;1;6;504;336;728;525;168;168;168;168;0;1;16,99;14,36;NA;NA;14;2;0;0
2024;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;PLU4;2;75;47;AGEN;47002;GEN;2;16946;NA;1;10;17568;17568;489;489;0;0;0;0;0;NA;2,67;2,67;6;6;NA;1;NA;NA
2024;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;PUB2;1;75;47;AGEN;47923;GEN;2;35262;7236;1;6;650;314;840;672;228;316;168;588;NA;1;23,16;10,83;0;0;12;3;6;2
2024;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;PUB2;1;75;47;VILLENEUVE SUR LOT;47305;GEN;2;30628;8114;1;5;602;434;672;504;168;NA;NA;NA;NA;1;10,25;9,85;NA;NA;NA;NA;8;NA
2024;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;PUB2;1;75;47;MARMANDE;47207;GEN;2;20760;6433;0;6;420;252;672;504;168;NA;NA;NA;NA;1;14,00;13,00;NA;NA;NA;1;3;NA
2024;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;PUB2;1;76;48;MENDE;48000;GEN;3;22520;4248;1;4;17689;169;9096;336;13140;168;168;292;NA;1;15,82;5,54;NA;NA;NA;NA;6;NA
2024;490000049;CHR ANGERS SITE LARREY;PUB1;1;52;49;ANGERS;49933;GEN;3;58117;14423;0;13;1156;820;2479;2059;420;542;317;1006;152;NA;48,80;25,98;NA;NA;282;68;20;6
2024;490000049;CHR ANGERS SITE LARREY;PUB1;1;52;49;ANGERS;49933;PED;3;28864;4071;NA;8;1156;820;2479;2059;420;542;317;1006;152;NA;48,80;25,98;NA;NA;282;68;20;6
2024;490000635;CH DE CHOLET;PUB2;1;52;49;CHOLET;49325;GEN;1;65371;12874;0;8;709;541;1358;1190;168;NA;NA;NA;NA;1;19,04;14,41;NA;NA;21;11;7;1
2024;490001765;CH DE SAUMUR;PUB2;1;52;49;SAUMUR;49403;GEN;3;30448;4340;0;7;406;238;756;588;168;NA;NA;NA;NA;0;12,67;10,04;NA;NA;16;4;10;1
2024;490014909;CLINIQUE DE L'ANJOU;PLU4;2;52;49;ANGERS;49044;GEN;2;33466;4812;1;7;322;322;585;585;NA;NA;NA;NA;NA;NA;NA;NA;11;11;1;NA;1;NA
2024;500000021;HOPITAUX DU SUD MANCHE;PUB2;1;28;50;AVRANCHES;50303;GEN;1;25578;7132;0;4;490;322;742;574;168;NA;NA;NA;NA;1;10,78;7,15;NA;NA;17;3;1;0
2024;500000187;CHPC - SITE CHERBOURG;PUB2;1;28;50;CHERBOURG EN COTENTIN;50102;GEN;1;50201;20141;1;12;795;627;1800;1632;168;NA;NA;NA;NA;NA;32,79;13,89;NA;NA;61;9;NA;NA
2024;500000260;HOPITAUX DU SUD MANCHE;PUB2;1;28;50;GRANVILLE;50406;GEN;1;13294;3830;0;4;364;196;577;409;168;NA;NA;NA;NA;NA;8,27;4,47;NA;NA;1;0;0;0
2024;500000427;CH DE SAINT HILAIRE DU HARCOUET;PUB2;1;28;50;SAINT HILAIRE DU HARCOUET;50600;GEN;1;3449;468;0;2;168;84;336;168;168;NA;NA;NA;NA;1;3,98;1,69;NA;NA;NA;NA;NA;NA
2024;500000450;CH - SAINT-LO;PUB2;1;28;50;SAINT LO;50009;GEN;1;41742;12367;1;9;336;168;934;472;168;435;238;756;0;1;26,82;16,48;NA;NA;23;9;7;1
2024;500000591;CENTRE HOSPITALIER DE COUTANCES;PUB2;1;28;50;COUTANCES;50208;GEN;1;14132;3363;1;5;336;168;588;420;168;NA;NA;NA;NA;1;12,29;1,41;NA;NA;NA;NA;1;NA
2024;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;PUB2;1;44;51;CHALONS EN CHAMPAGNE;51005;GEN;3;37070;5473;1;6;386;193;672;336;193;NA;NA;NA;NA;NA;14,01;7,43;NA;NA;23;9;NA;NA
2024;510000235;CENTRE HOSPITALIER D'EPERNAY;PUB2;1;44;51;EPERNAY;51205;GEN;3;20847;5154;1;3;361;193;679;511;168;NA;NA;NA;NA;1;9,40;4,70;NA;NA;9;7;NA;NA
2024;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;PUB2;1;44;51;VITRY LE FRANCOIS;51308;GEN;3;14512;1642;0;4;336;168;420;252;168;NA;NA;NA;NA;1;6,18;6,18;NA;NA;NA;NA;NA;NA
2024;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;PUB1;1;44;51;REIMS;51092;PED;3;30027;2480;NA;8;318;318;1008;1008;NA;NA;NA;NA;NA;NA;6,31;6,31;NA;NA;21;7;10;NA
2024;510004302;HOPITAL MAISON BLANCHE CHU REIMS;PUB1;1;44;51;REIMS;51092;GEN;3;53783;10878;1;12;940;604;2126;1790;420;439;336;528;0;NA;33,38;16,99;NA;NA;55;26;4;NA
2024;510024979;POLYCLINIQUE REIMS - BEZANNES;PLU4;2;44;51;BEZANNES;51430;GEN;3;21374;NA;1;6;252;252;600;600;NA;NA;NA;NA;NA;NA;1,52;1,52;9;9;NA;NA;NA;NA
2024;520000027;CENTRE HOSPITALIER DE CHAUMONT;PUB2;1;44;52;CHAUMONT;52014;GEN;3;19268;4635;0;4;630;336;840;504;336;168;168;372;0;1;16,18;11,14;NA;NA;NA;NA;2;NA
2024;520000043;CENTRE HOSPITALIER DE LANGRES;PUB2;1;44;52;LANGRES;52200;GEN;3;14308;3057;1;4;514;346;514;346;168;NA;NA;NA;NA;1;7,97;4,45;NA;NA;NA;NA;NA;NA
2024;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;PUB2;1;44;52;SAINT DIZIER;52115;GEN;3;27501;6913;0;5;386;218;756;588;168;NA;NA;NA;NA;1;8,27;8,27;NA;NA;4;NA;NA;NA
2024;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;PUB2;1;52;53;CHATEAU GONTIER SUR MAYENNE;53204;GEN;3;20668;5903;0;1;385;224;672;504;168;0;0;0;0;NA;18,88;16,96;NA;NA;3;3;NA;NA
2024;530000173;CH DU NORD MAYENNE;PUB2;1;52;53;MAYENNE;53103;GEN;2;18296;4523;1;6;406;238;1512;1344;168;NA;NA;NA;NA;1;10,35;8,34;NA;NA;NA;NA;7;NA
2024;530000264;CENTRE HOSPITALIER DE LAVAL;PUB2;1;52;53;LAVAL;53015;GEN;2;39474;5186;0;9;NA;NA;1144;924;205;336;NA;890;0;1;11,23;5,11;NA;NA;22;6;NA;2
2024;540000015;CHRU NANCY - MATERNITE;PUB1;1;44;54;NANCY;54042;PED;3;313;251;NA;NA;376;208;231;168;NA;NA;NA;NA;NA;1;1,16;0,73;NA;NA;45;10;NA;NA
2024;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;PUB2;1;44;54;TOUL;54201;GEN;2;16276;3248;1;4;406;406;469;469;168;NA;NA;NA;NA;1;7,49;7,49;NA;NA;NA;NA;NA;NA
2024;540000155;CENTRE HOSPITALIER DE LUNEVILLE;PUB2;1;44;54;LUNEVILLE;54301;GEN;3;17662;6050;1;6;386;218;574;406;168;0;0;0;0;1;10,52;5,12;NA;NA;6;1;4;NA
2024;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;PUB2;1;44;54;PONT A MOUSSON;54701;GEN;3;12939;1577;1;3;252;126;504;252;NA;NA;NA;NA;NA;1;7,60;7,60;NA;NA;NA;NA;NA;NA
2024;540001070;CH DE BRIEY - HOPITAL MAILLOT;PUB2;1;44;54;VAL DE BRIEY;54151;GEN;3;22911;2696;NA;4;336;168;588;406;168;NA;NA;NA;NA;1;5,97;3,94;NA;NA;NA;1;NA;NA
2024;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);PNL4;3;44;54;MONT SAINT MARTIN;54350;GEN;3;16237;5295;0;7;504;336;672;504;168;NA;NA;NA;NA;NA;16,60;11,80;NA;NA;NA;NA;1;NA
2024;540001138;CHRU NANCY - HOPITAL CENTRAL;PUB1;1;44;54;NANCY;54035;GEN;3;65344;15455;1;16;1058;624;1848;1344;504;392;336;746;NA;1;36,55;17,52;NA;NA;74;19;7;6
2024;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;PUB1;1;44;54;VANDOEUVRE LES NANCY;54511;PED;3;26203;5528;NA;8;419;251;840;672;0;NA;NA;NA;NA;1;9,13;8,41;NA;NA;244;76;6;NA
2024;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;PUB2;1;44;55;VERDUN;55107;GEN;3;26631;6643;1;6;386;218;756;588;168;208;168;336;NA;1;14,72;8,40;NA;NA;38;2;15;2
2024;550000434;CH BLD FV SITE BLD;PUB2;1;44;55;BAR LE DUC;55012;GEN;3;17284;2589;1;4;549;381;756;588;168;NA;NA;NA;NA;1;10,85;10,04;NA;NA;NA;2;NA;NA
2024;560000127;CHBA SITE DE VANNES;PUB2;1;53;56;VANNES;56017;GEN;3;66321;20410;1;8;1155;749;2225;1973;336;590;336;1328;NA;1;32,58;19,91;NA;NA;41;17;3;2
2024;560000135;GHBS- HÔPITAL DU SCORFF;PUB2;1;53;56;LORIENT;56322;GEN;3;58053;15045;0;8;863;693;1313;1145;168;NA;NA;NA;NA;1;33,56;27,85;NA;NA;42;12;2;1
2024;560000143;CHCB SITE KERIO;PUB2;1;53;56;NOYAL PONTIVY;56920;GEN;2;27442;8156;1;12;420;252;1177;1009;168;NA;NA;NA;NA;1;8,92;4,18;0;0;NA;NA;NA;NA
2024;560000192;CENTRE HOSPITALIER DE PLOERMEL;PUB2;1;53;56;PLOERMEL;56800;GEN;2;19286;5677;1;6;NA;NA;476;308;168;NA;NA;NA;NA;1;9,18;NA;NA;NA;NA;NA;4;NA
2024;570000059;CH MARIE-MADELEINE DE FORBACH;PUB2;1;44;57;FORBACH;57604;GEN;NA;48849;8848;1;8;666;414;924;672;336;NA;NA;NA;NA;1;15,70;8,40;NA;NA;3;NA;NA;NA
2024;570000117;CH SAINT-NICOLAS DE SARREBOURG;PUB2;1;44;57;SARREBOURG;57402;GEN;3;23061;4362;1;4;602;434;756;588;168;NA;NA;NA;NA;1;7,52;3,76;NA;NA;2;NA;NA;NA
2024;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;PNL4;3;44;57;SAINT AVOLD;57502;GEN;3;24574;NA;1;4;407;407;756;756;NA;NA;NA;NA;NA;NA;13,70;13,70;NA;NA;NA;NA;NA;NA
2024;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;PUB1;1;44;57;THIONVILLE;57126;GEN;1;54269;10753;1;15;924;588;1932;1596;672;NA;NA;NA;NA;1;22,20;13,70;NA;NA;53;4;NA;NA
2024;570000596;HOP INSTRUC DES ARMEES LEGOUEST;PUB10;1;44;57;METZ;57000;GEN;3;27932;820;1;3;225;225;840;840;NA;NA;NA;NA;NA;NA;5,00;5,00;NA;NA;11;NA;5;NA
2024;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;PLU4;2;44;57;METZ;57072;GEN;3;16731;8280;1;5;198;198;436;436;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA
2024;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;PUB2;1;44;57;SARREGUEMINES;57211;GEN;2;33589;7892;1;5;504;336;805;637;168;NA;NA;NA;NA;1;13,86;9,24;NA;NA;NA;NA;NA;NA
2024;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;PUB1;1;44;57;ARS LAQUENEXY;57085;GEN;1;68599;12750;1;10;1428;1178;2436;2100;504;704;336;1092;316;1;29,70;13,40;62;NA;135;25;NA;NA
2024;580972669;CH CLAMECY;PUB2;1;27;58;CLAMECY;58500;GEN;3;10919;1525;1;2;336;168;336;168;168;NA;NA;NA;NA;1;10,59;6,76;NA;NA;NA;NA;NA;NA
2024;580972677;CH COSNE COURS SUR LOIRE;PUB2;1;27;58;COSNE COURS SUR LOIRE;58206;GEN;3;11804;2212;0;2;432;216;536;268;216;NA;NA;NA;NA;1;9,80;9,80;NA;NA;1;NA;NA;NA
2024;580972685;CH DECIZE;PUB2;1;27;58;DECIZE;58302;GEN;NA;13958;NA;0;2;336;168;336;168;168;NA;NA;NA;NA;1;8,62;4,31;NA;NA;NA;NA;NA;NA
2024;580972693;HOPITAL PIERRE BEREGOVOY;PUB2;1;27;58;NEVERS;58033;GEN;2;40561;11844;1;10;650;325;1260;1008;252;NA;NA;NA;NA;NA;13,80;7,40;NA;NA;NA;NA;NA;NA
2024;590000121;CH SECLIN;PUB2;1;32;59;SECLIN;59113;GEN;3;42170;7112;0;8;604;604;1260;1260;NA;NA;NA;NA;NA;NA;12,94;12,94;NA;NA;16;7;2;NA
2024;590000337;CH DUNKERQUE;PUB2;1;32;59;DUNKERQUE;59385;GEN;3;65243;12905;1;15;896;560;336;NA;336;NA;NA;NA;NA;1;27,68;17,68;NA;NA;34;8;3;0
2024;590000428;CH CAMBRAI;PUB2;1;32;59;CAMBRAI;59407;GEN;3;39788;11194;1;10;644;476;924;756;NA;NA;NA;NA;NA;0;13,41;9,61;NA;NA;8;3;NA;NA
2024;590000436;CH LE CATEAU;PUB2;1;32;59;LE CATEAU CAMBRESIS;59360;GEN;3;17997;1836;1;5;336;336;NA;NA;NA;NA;NA;NA;NA;NA;9,69;9,69;0;0;NA;NA;NA;NA
2024;590000469;CH FOURMIES;PUB2;1;32;59;FOURMIES;59611;GEN;3;18012;3572;1;12;336;168;406;238;168;0;0;0;0;NA;NA;NA;NA;NA;0;0;0;0
2024;590000535;CH DE MAUBEUGE MCO;PUB2;1;32;59;MAUBEUGE;59607;GEN;3;52587;7996;1;8;840;504;1444;1131;344;NA;NA;NA;NA;NA;21,62;12,73;NA;NA;15;NA;4;1
2024;590000592;CH DENAIN;PUB2;1;32;59;DENAIN;59723;GEN;3;32480;8185;1;6;415;415;679;679;NA;NA;NA;NA;NA;0;10,18;10,18;NA;NA;3;NA;NA;NA
2024;590000618;CH VALENCIENNES;PUB2;1;32;59;VALENCIENNES;59322;GEN;3;77087;9343;1;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;25,84;25,84;NA;NA;111;25;15;2
2024;590000618;CH VALENCIENNES;PUB2;1;32;59;VALENCIENNES;59322;PED;1;33587;5231;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;25,84;25,84;NA;NA;111;25;15;2
2024;590000758;CH ARMENTIERES;PUB2;1;32;59;ARMENTIERES;59421;GEN;3;37720;10826;0;8;756;588;1078;910;168;NA;NA;NA;NA;1;14,59;9,15;NA;NA;5;3;1;0
2024;590000774;CH HAZEBROUCK;PUB2;1;32;59;HAZEBROUCK;59524;GEN;3;19210;3829;1;6;238;238;599;599;NA;NA;NA;NA;NA;NA;6,90;6,90;NA;NA;1;NA;0;NA
2024;590001004;CH DOUAI DECHY;PUB2;1;32;59;DECHY;59187;GEN;3;68930;14575;0;11;1190;1022;NA;NA;NA;NA;NA;NA;NA;1;11,46;7,64;0;0;22;10;3;NA
2024;590001004;CH DOUAI DECHY;PUB2;1;32;59;DECHY;59187;PED;3;17315;2149;NA;0;1190;1022;NA;NA;NA;NA;NA;NA;NA;1;11,46;7,64;0;0;22;10;3;NA
2024;590001749;POLYCLINIQUE DE GRANDE SYNTHE;PNL4;3;32;59;GRANDE SYNTHE;59792;GEN;2;11837;1006;0;2;105;105;252;252;NA;NA;NA;NA;NA;NA;3,33;3,33;1;1;1;NA;NA;NA
2024;590008041;POLYCLINIQUE VAUBAN;PLU4;2;32;59;VALENCIENNES;59300;GEN;3;18160;2060;0;10;168;168;420;420;NA;NA;NA;NA;NA;NA;0,00;NA;15;15;NA;NA;NA;NA
2024;590780284;GCS GHICL HÔPITAL ST PHILIBERT;PNL10;3;32;59;LILLE;59160;GEN;3;26108;9572;0;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;8,77;8,77;NA;NA;40;12;1;NA
2024;590796975;HÔPITAL SALENGRO CHU LILLE;PUB1;1;32;59;LILLE;59037;GEN;3;71151;15835;0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;180;56;11;11
2024;590796975;HÔPITAL SALENGRO CHU LILLE;PUB1;1;32;59;LILLE;59037;PED;3;24507;5108;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;180;56;11;11
2024;590797353;GCS GHICL HOPITAL SAINT VINCENT -;PNL10;3;32;59;LILLE;59020;GEN;3;65325;14245;0;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;23,44;23,44;NA;NA;37;8;2;NA
2024;590801106;HOPITAL VICTOR PROVO;PUB2;1;32;59;ROUBAIX;59056;GEN;NA;46578;14122;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,97;17,66;NA;NA;67;23;6;NA
2024;590801106;HOPITAL VICTOR PROVO;PUB2;1;32;59;ROUBAIX;59056;PED;NA;25310;4058;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,97;17,66;NA;NA;67;23;6;NA
2024;590804696;CENTRE HOSPITALIER DE TOURCOING;PUB2;1;32;59;TOURCOING;59208;GEN;3;50413;8762;1;8;583;543;1204;1036;168;NA;NA;NA;NA;1;17,11;12,41;NA;NA;33;5;NA;2
2024;590816310;CLINIQUE SAINT AME;PLU4;2;32;59;LAMBRES LEZ DOUAI;59552;GEN;3;17458;1138;1;3;168;168;322;322;0;NA;NA;NA;NA;0;NA;NA;13;13;NA;NA;NA;NA
2024;600000186;CH CLERMONT;PUB2;1;32;60;CLERMONT;60600;GEN;3;33053;4967;1;8;336;168;336;168;168;NA;NA;NA;NA;1;12,02;10,00;NA;NA;NA;NA;NA;1
2024;600000194;CH BEAUVAIS;PUB2;1;32;60;BEAUVAIS;60021;GEN;NA;46366;9286;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,15;15,25;NA;NA;39;NA;NA;NA
2024;600000194;CH BEAUVAIS;PUB2;1;32;60;BEAUVAIS;60021;PED;NA;18672;2426;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,15;15,25;NA;NA;39;NA;NA;NA
2024;600000285;CH CHICN NOYON;PUB2;1;32;60;NOYON;60406;GEN;3;16203;1728;1;3;78;78;1136;752;83;NA;NA;NA;NA;NA;1,50;1,50;NA;NA;NA;NA;NA;NA
2024;600000467;CH GHPSO CREIL;PUB2;1;32;60;CREIL;60109;GEN;3;40748;6432;1;10;985;817;1344;1176;168;NA;NA;NA;NA;1;26,64;21,97;NA;NA;7;4;NA;NA
2024;600000467;CH GHPSO CREIL;PUB2;1;32;60;CREIL;60109;PED;3;22441;2842;NA;6;985;817;1344;1176;168;NA;NA;NA;NA;1;26,64;21,97;NA;NA;7;4;NA;NA
2024;600100754;POLYCLINIQUE SAINT CÔME;PLU4;2;32;60;COMPIEGNE;60204;GEN;3;25879;4280;1;5;189;189;555;555;0;0;0;0;0;0;0,00;0,00;7;7;2;1;NA;NA
2024;600113476;CH CHICN COMPIÈGNE;PUB2;1;32;60;COMPIEGNE;60321;GEN;3;41750;8157;1;12;714;457;1797;1413;660;NA;NA;NA;NA;NA;19,09;12,22;NA;NA;24;8;NA;NA
2024;600113476;CH CHICN COMPIÈGNE;PUB2;1;32;60;COMPIEGNE;60321;PED;1;16695;1536;NA;0;714;457;1797;1413;660;NA;NA;NA;NA;NA;19,09;12,22;NA;NA;24;8;NA;NA
2024;610000044;CENTRE HOSPITALIER DE L'AIGLE;PUB2;1;28;61;L AIGLE;61305;GEN;3;16571;0;1;4;336;168;504;336;120;NA;NA;NA;NA;1;5,91;3,53;0;0;NA;NA;NA;NA
2024;610000051;CHICAM - SITE ALENCON;PUB2;1;28;61;ALENCON;61014;GEN;2;36568;10444;0;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;9,83;9,83;NA;NA;9;NA;NA;1
2024;610000069;CENTRE HOSPITALIER D'ARGENTAN;PUB2;1;28;61;ARGENTAN;61202;GEN;1;17249;6766;1;6;392;224;910;742;336;NA;NA;NA;NA;1;11,28;10,53;NA;NA;8;NA;4;NA
