an;fi;rs;catr;stjr;reg;dep;nomcom;cpo;urg;regulation;passu;dt_hosp;stap;lit_uhcd;hmed_tot;hmed_urg;hide_tot;hide_urg;hamb_tot;hmr_tot;hmramu_tot;arm_tot;osnp_tot;com_smur_su;etpsal_tot;etpsal_urg;efflib_tot;efflib_urg;intmed;docju_med;inturg;docju_urg
2024;240000190;POLYCLINIQUE FRANCHEVILLE;PLU4;2;75;24;PERIGUEUX;24004;GEN;3;12814;2383;1;4;168;168;285;285;NA;NA;NA;NA;NA;NA;5,47;5,47;NA;NA;NA;NA;NA;NA
2024;240000372;C.H DE BERGERAC;PUB2;1;75;24;BERGERAC;24108;GEN;3;27844;8927;1;8;471;303;810;642;168;NA;NA;NA;NA;1;11,61;10,34;NA;NA;NA;NA;NA;NA
2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;PUB2;1;75;24;PERIGUEUX;24019;GEN;2;39033;7181;0;16;924;420;1214;878;336;236;168;612;NA;1;19,51;12,38;0;0;27;10;6;1
2024;240000687;CENTRE HOSPITALIER SARLAT;PUB2;1;75;24;SARLAT LA CANEDA;24206;GEN;2;10935;3287;NA;6;336;168;588;420;168;NA;NA;NA;NA;1;4,61;2,52;0;0;0;0;0;0
2024;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;PUB2;1;27;25;PONTARLIER;25304;GEN;3;29942;NA;1;6;336;168;336;168;168;NA;NA;NA;NA;1;7,22;7,22;NA;NA;NA;4;NA;NA
2024;250006954;CHU JEAN MINJOZ BESANCON;PUB1;1;27;25;BESANCON;25030;GEN;3;68665;NA;NA;7;1866;1362;3421;2917;504;891;455;1834;NA;1;44,53;27,40;NA;NA;315;96;25;4
2024;250006954;CHU JEAN MINJOZ BESANCON;PUB1;1;27;25;BESANCON;25030;PED;2;20691;3266;NA;4;1866;1362;3421;2917;504;891;455;1834;NA;1;44,53;27,40;NA;NA;315;96;25;4
2024;260000013;CH DE VALENCE;PUB2;1;84;26;VALENCE;26953;GEN;3;48464;16298;0;8;903;567;1823;1487;336;448;168;636;NA;1;21,90;13,80;NA;NA;52;15;5;2
2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;PUB2;1;84;26;ROMANS SUR ISERE;26102;GEN;2;36749;7504;1;10;588;420;588;420;168;NA;NA;NA;NA;1;20,95;16,15;0;0;4;NA;NA;NA
2024;260000138;CH PORTES PROVENCE MONTELIMAR;PUB2;1;84;26;MONTELIMAR;26216;GEN;3;55654;7972;1;16;658;490;1441;1273;168;NA;NA;NA;NA;1;27,85;22,05;NA;NA;7;1;1;1
2024;260000146;CH DE CREST;PUB2;1;84;26;CREST;26400;GEN;3;10701;792;1;2;168;168;174;174;NA;NA;NA;NA;NA;NA;4,35;4,35;NA;NA;NA;NA;NA;0
2024;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;PUB2;1;84;26;SAINT VALLIER;26241;GEN;3;8432;151;0;NA;81;81;81;81;NA;NA;NA;NA;NA;NA;2,19;2,19;0;0;NA;NA;NA;NA
2024;260000286;CH DU DIOIS;PUB2;1;84;26;DIE;26150;GEN;1;6390;NA;0;2;168;168;168;168;NA;NA;NA;NA;NA;0;5,11;5,11;0;0;NA;NA;NA;NA
2024;270000045;CH BERNAY;PUB2;1;28;27;BERNAY;27303;GEN;1;16294;2832;0;4;336;168;504;336;105;NA;NA;NA;NA;1;3,36;1,68;0;0;NA;NA;NA;NA
2024;270000326;HOPITAL PRIVE PASTEUR;PLU4;2;28;27;EVREUX;27000;GEN;2;22030;998;1;4;144;144;354;354;NA;NA;NA;NA;NA;NA;3,46;3,46;4;4;NA;NA;NA;NA
2024;270000359;CH EURE SEINE EVREUX;PUB2;1;28;27;EVREUX;27015;GEN;1;63945;10565;1;12;2026;1690;1834;1498;336;557;336;854;NA;0;33,83;22,33;NA;NA;22;4;NA;NA
2024;270000367;CH GISORS;PUB2;1;28;27;GISORS;27140;GEN;1;15902;NA;1;3;336;168;336;168;168;NA;NA;NA;NA;1;7,86;6,34;0;0;0;0;0;0
2024;270000391;CH LOUVIERS CHI ELBEUF;PUB2;1;28;27;LOUVIERS;27406;GEN;3;16703;866;1;1;168;168;308;308;NA;NA;NA;NA;NA;NA;4,38;4,38;NA;NA;NA;NA;NA;NA
2024;270000425;CH PONT-AUDEMER;PUB2;1;28;27;PONT AUDEMER;27504;GEN;NA;16966;NA;NA;5;336;168;336;168;168;NA;NA;NA;NA;1;2,65;1,65;NA;NA;4;NA;NA;NA
2024;270000441;CH VERNEUIL-SUR-AVRE;PUB2;1;28;27;VERNEUIL D AVRE ET D ITON;27137;GEN;3;13594;1144;0;4;336;168;420;252;168;NA;NA;NA;NA;1;10,27;6,75;NA;NA;NA;NA;NA;NA
2024;270000458;CH VERNON CH EURE-SEINE;PUB2;1;28;27;VERNON;27207;GEN;1;25311;3875;1;7;647;479;756;588;168;NA;NA;NA;NA;NA;5,70;3,80;NA;NA;NA;NA;NA;NA
2024;280000084;CH DREUX;PUB2;1;24;28;DREUX;28102;GEN;NA;67936;9844;1;11;1141;805;1517;1181;168;288;178;539;49;1;9,68;1,69;NA;NA;26;4;3;0
2024;280000662;CH CHATEAUDUN;PUB2;1;24;28;CHATEAUDUN;28205;GEN;NA;16500;NA;0;4;406;366;756;716;40;NA;NA;NA;NA;NA;6,43;4,43;NA;NA;3;NA;NA;NA
2024;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;PUB2;1;24;28;NOGENT LE ROTROU;28401;GEN;3;15977;3811;1;3;336;168;504;252;168;NA;NA;NA;NA;1;7,80;3,90;NA;NA;NA;NA;3;NA
2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;PUB2;1;24;28;LE COUDRAY;28630;GEN;3;65449;15420;1;16;840;504;840;504;336;0;0;0;0;0;23,49;20,11;NA;NA;16;7;NA;NA
2024;280505777;HOPITAL PRIVE D'EURE ET LOIR;PLU4;2;24;28;MAINVILLIERS;28300;GEN;3;25379;1903;1;8;168;168;840;840;0;0;0;0;0;NA;NA;NA;5;5;NA;NA;NA;NA
2024;290000025;CHIC QUIMPER;PUB2;1;53;29;QUIMPER;29107;GEN;3;53612;20037;1;26;672;504;1680;1344;336;NA;NA;NA;NA;1;21,69;15,19;NA;NA;42;12;3;NA
2024;290000033;C.H. DES PAYS DE MORLAIX;PUB2;1;53;29;MORLAIX;29672;GEN;3;36308;11828;1;10;583;414;1017;849;168;NA;NA;NA;NA;1;14,66;9,72;0;0;9;4;0;2
2024;290000058;CHRU BREST SITE HOPITAL MORVAN;PUB1;1;53;29;BREST;29609;PED;3;24157;5131;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;20;10;NA
2024;290000066;CHIC SITE DE CONCARNEAU;PUB2;1;53;29;CONCARNEAU;29900;GEN;3;7964;1037;1;NA;168;84;252;168;84;NA;NA;NA;NA;1;5,90;2,70;NA;NA;1;NA;NA;NA
2024;290000173;CH FERDINAND GRALL LANDERNEAU;PUB2;1;53;29;LANDERNEAU;29207;GEN;2;16323;4481;1;5;NA;NA;487;487;NA;NA;NA;NA;NA;NA;7,27;7,27;NA;NA;2;3;5;NA
2024;290000181;CENTRE HOSPITALIER DOUARNENEZ;PUB2;1;53;29;DOUARNENEZ;29177;GEN;3;14675;2460;0;2;221;221;420;420;NA;NA;NA;NA;NA;0;7,27;7,27;NA;NA;NA;NA;NA;NA
2024;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;PUB1;1;53;29;CARHAIX PLOUGUER;29835;GEN;1;4331;799;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;12,80;6,40;NA;NA;0;0;0;0
2024;290000728;HOPITAL INSTR ARMEES CLERMONT-TONNERRE;PUB10;1;53;29;BREST;29240;GEN;3;19467;3590;1;6;336;336;604;604;NA;NA;NA;NA;NA;NA;6,90;6,90;NA;NA;14;6;0;0
2024;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;PNL4;3;53;29;PONT L ABBE;29123;GEN;NA;15702;3368;0;2;511;343;984;816;168;NA;NA;NA;NA;1;11,22;10,64;NA;NA;NA;NA;NA;NA
2024;290000934;GHBS - HOPITAL LA VILLENEUVE;PUB2;1;53;29;QUIMPERLE;29391;GEN;NA;20590;4557;0;5;537;369;735;567;168;NA;NA;NA;NA;0;10,11;8,81;NA;NA;NA;NA;NA;NA
2024;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;PUB1;1;53;29;BREST;29609;GEN;3;48398;17745;1;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;179;55;18;6
2024;290019777;POLYCLINIQUE DE KERAUDREN;PLU4;2;53;29;BREST;29220;GEN;3;37496;3322;1;6;294;294;672;672;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;NA;NA
2024;2A0000154;CLINIQUE DU SUD DE LA CORSE;PLU4;2;94;2A;PORTO VECCHIO;20538;GEN;NA;17412;2191;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;2A0004842;CH ND LA MISERICORDE;PUB2;1;94;2A;AJACCIO;20090;GEN;2;38702;6969;1;4;840;NA;840;NA;792;217;168;336;NA;1;40,12;16,12;NA;NA;NA;NA;NA;NA
2024;2B0000012;CENTRE HOSPITALIER DE BASTIA;PUB2;1;94;2B;BASTIA;20604;GEN;3;35408;NA;1;6;1008;588;1429;1092;672;259;168;420;60;1;51,43;22,28;NA;NA;5;NA;NA;NA
2024;2B0005359;CH CALVI;PUB2;1;94;2B;CALVI;20260;GEN;3;15146;2166;1;3;39;39;36;36;NA;NA;NA;NA;NA;NA;6,50;6,50;NA;NA;NA;NA;NA;NA
2024;300000023;CH ALES CEVENNES;PUB2;1;76;30;ALES;30103;GEN;3;50242;10858;1;8;504;336;977;830;NA;NA;NA;NA;NA;1;18,34;14,34;0;0;4;0;6;0
2024;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;PUB2;1;76;30;BAGNOLS SUR CEZE;30205;GEN;2;25943;6138;1;6;420;252;742;574;84;NA;NA;NA;NA;1;9,90;6,55;0;0;10;NA;0;NA
2024;300780137;NOUVELLE CL BONNEFON ALES;PLU4;2;76;30;ALES;30104;GEN;2;8291;506;0;1;98;98;168;168;0;0;0;0;0;0;2,50;2,50;0;0;NA;NA;NA;NA
2024;300782117;CHU NIMES CAREMEAU;PUB1;1;76;30;NIMES;30029;GEN;3;96508;22668;1;10;NA;NA;2214;1663;587;NA;NA;1433;NA;1;41,26;36,66;NA;NA;169;39;22;14
2024;300782117;CHU NIMES CAREMEAU;PUB1;1;76;30;NIMES;30029;PED;3;22894;2835;NA;1;NA;NA;2214;1663;587;NA;NA;1433;NA;1;41,26;36,66;NA;NA;169;39;22;14
2024;300788502;POLYCLINIQUE GRAND SUD NIMES;PLU4;2;76;30;NIMES;30932;GEN;3;22114;2061;1;5;228;228;315;315;NA;NA;NA;NA;NA;NA;NA;NA;13;13;NA;NA;NA;NA
2024;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;PUB2;1;76;31;SAINT GAUDENS;31806;GEN;3;21497;5497;1;6;672;336;756;420;336;NA;NA;NA;NA;1;9,30;5,60;NA;NA;2;NA;5;NA
2024;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;PUB1;1;76;31;TOULOUSE;31059;PED;NA;65200;7165;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,28;15,28;NA;NA;109;20;NA;NA
2024;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;PLU4;2;76;31;QUINT FONSEGRIVES;31130;GEN;3;25801;3997;1;6;208;208;642;642;NA;NA;NA;NA;NA;0;NA;NA;5;5;NA;NA;NA;NA
2024;310780283;CL DE L'UNION SAINT JEAN;PLU4;2;76;31;SAINT JEAN;31240;GEN;3;35370;NA;1;10;NA;NA;680;680;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA
2024;310780382;CL AMBROISE PARE TOULOUSE;PLU4;2;76;31;TOULOUSE;31082;GEN;1;11687;NA;1;2;168;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA
2024;310781000;CL DES CEDRES CORNEBARRIEU;PLU4;2;76;31;CORNEBARRIEU;31700;GEN;3;25017;8171;NA;6;337;337;823;823;NA;NA;NA;NA;NA;0;NA;NA;11;11;NA;NA;NA;NA
2024;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;PNL4;3;76;31;TOULOUSE;31076;GEN;3;15513;1780;1;5;228;228;447;447;NA;NA;NA;NA;NA;0;6,57;6,57;0;0;NA;NA;2;NA
2024;310781505;CL D'OCCITANIE MURET;PLU4;2;76;31;MURET;31605;GEN;3;30956;1656;1;6;266;266;680;680;NA;NA;NA;NA;NA;NA;NA;NA;15;15;NA;NA;NA;NA
2024;310783048;HOPITAL PURPAN CHU TOULOUSE;PUB1;1;76;31;TOULOUSE;31059;GEN;NA;91595;13678;1;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,83;26,83;NA;NA;224;73;NA;NA
2024;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;PUB1;1;76;31;TOULOUSE;31059;GEN;NA;46133;10145;1;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,50;28,50;NA;NA;158;45;NA;NA
2024;320000086;CH AUCH EN GASCOGNE;PUB2;1;76;32;AUCH;32008;GEN;2;21036;11814;1;4;504;336;756;588;168;44;NA;168;NA;1;11,66;8,30;0;0;20;0;3;0
2024;320000102;CH CONDOM;PUB2;1;76;32;CONDOM;32100;GEN;1;10211;1339;1;2;168;168;168;168;NA;NA;NA;NA;NA;1;4,03;4,03;NA;NA;NA;NA;NA;NA
2024;330000555;CENTRE HOSPITALIER D'ARCACHON;PUB2;1;75;33;LA TESTE DE BUCH;33164;GEN;NA;36676;10139;1;6;480;312;888;720;168;NA;NA;NA;NA;1;20,03;13,91;9;9;7;NA;1;NA
2024;330000571;CH DE LA HAUTE GIRONDE;PUB2;1;75;33;BLAYE;33394;GEN;3;19244;5738;1;3;336;168;560;280;168;NA;NA;NA;NA;1;9,32;5,70;NA;NA;0;0;0;0
2024;330000589;CH SUD GIRONDE - SITE LANGON;PUB2;1;75;33;LANGON;33212;GEN;3;20607;NA;1;5;504;336;714;546;168;NA;NA;NA;NA;1;12,97;6,49;NA;NA;14;2;NA;NA
2024;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;PUB2;1;75;33;LIBOURNE;33505;GEN;3;47750;15893;1;8;611;443;1260;1092;168;NA;NA;NA;NA;1;27,32;26,19;0;0;37;15;6;0
2024;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;PUB2;1;75;33;SAINTE FOY LA GRANDE;33220;GEN;3;10069;2537;0;2;265;97;336;168;168;NA;NA;NA;NA;1;1,31;0,46;0;0;NA;NA;NA;NA
2024;330058702;MSP BAGATELLE SITE ROBERT PICQUÉ;PNL4;3;75;33;VILLENAVE D ORNON;33882;GEN;NA;18833;NA;NA;4;336;336;672;672;NA;NA;NA;NA;NA;NA;15,36;15,36;NA;NA;NA;NA;NA;NA
2024;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;PLU4;2;75;33;LORMONT;33310;GEN;NA;21360;5993;1;8;308;308;791;791;NA;NA;NA;NA;NA;0;1,29;1,29;11;11;NA;NA;NA;NA
2024;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;PLU4;2;75;33;BORDEAUX;33077;GEN;3;29490;5420;1;8;386;386;840;840;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA
2024;330780495;CLINIQUE MUTUALISTE DU MEDOC;PNL4;3;75;33;LESPARRE MEDOC;33340;GEN;NA;17131;6254;1;4;336;168;336;168;NA;NA;NA;NA;NA;1;12,02;6,01;NA;NA;NA;NA;NA;NA
2024;330780529;CLINIQUE MUTUALISTE DE PESSAC;PNL4;3;75;33;PESSAC;33608;GEN;3;28466;8354;1;6;507;507;383;383;NA;NA;NA;NA;NA;NA;13,17;13,17;NA;NA;NA;NA;NA;NA
2024;330780537;HOPITAL PRIVE WALLERSTEIN;PNL4;3;75;33;ARES;33740;GEN;3;18812;2505;1;4;420;252;504;252;210;NA;NA;NA;NA;NA;11,19;11,19;NA;NA;NA;NA;NA;NA
2024;330781352;HOPITAL SAINT-ANDRE - CHU;PUB1;1;75;33;BORDEAUX;33075;GEN;3;21487;6548;1;8;445;445;892;892;NA;NA;NA;NA;NA;NA;11,94;11,94;NA;NA;NA;NA;NA;NA
2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;PUB1;1;75;33;BORDEAUX;33076;GEN;2;45988;22804;1;9;1130;580;2657;2069;588;532;NA;2016;NA;0;72,74;41,98;NA;NA;300;92;42;NA
2024;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;PUB1;1;75;33;BORDEAUX;33076;PED;3;42689;8974;NA;8;1130;580;2657;2069;588;532;NA;2016;NA;0;72,74;41,98;NA;NA;300;92;42;NA
2024;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;PLU4;2;75;33;FLOIRAC;33270;GEN;3;9803;NA;1;6;168;168;420;420;NA;0;0;0;0;0;4,80;4,80;NA;NA;NA;NA;NA;NA
2024;340000033;CH BEZIERS;PUB2;1;76;34;BEZIERS;34525;GEN;3;60691;12207;1;10;1222;886;1680;1344;336;NA;NA;NA;NA;1;26,31;18,21;NA;NA;20;3;NA;NA
2024;340000223;HOPITAL ST CLAIR SETE HBT;PUB2;1;76;34;SETE;34207;GEN;3;33884;7860;NA;9;577;408;924;756;168;NA;NA;NA;NA;NA;27,14;21,74;NA;NA;7;1;0;0
2024;340015502;CL DU MILLENAIRE MONTPELLIER;PLU4;2;76;34;MONTPELLIER;34960;GEN;3;29045;4287;1;7;334;334;505;505;NA;NA;NA;NA;NA;NA;NA;NA;12;12;2;1;0;NA
2024;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;PLU4;2;76;34;BOUJAN SUR LIBRON;34760;GEN;3;27408;4011;1;2;245;245;409;409;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA
2024;340022979;POLYCL ST ROCH MONTPELLIER;PLU4;2;76;34;MONTPELLIER;34075;GEN;3;53384;2174;1;6;253;253;623;623;0;0;0;0;0;0;NA;NA;18;18;NA;1;NA;NA
2024;340024314;CL ST JEAN SUD DE FRANCE;PLU4;2;76;34;SAINT JEAN DE VEDAS;34433;GEN;3;37874;3226;1;8;336;336;672;672;NA;NA;NA;NA;NA;NA;NA;NA;25;25;NA;NA;NA;NA
2024;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;PLU4;2;76;34;BEDARIEUX;34600;GEN;3;10807;1011;1;2;168;168;217;217;NA;NA;NA;NA;NA;NA;3,33;3,33;6;6;NA;NA;NA;NA
2024;340780154;POLYCL PASTEUR PEZENAS;PLU4;2;76;34;PEZENAS;34120;GEN;3;9758;866;1;2;168;168;252;252;NA;NA;NA;NA;NA;NA;2,00;2,00;4;4;NA;NA;NA;NA
2024;340780642;CL BEAU SOLEIL;PNL4;3;76;34;MONTPELLIER;34070;GEN;3;12753;1796;1;2;175;175;252;252;NA;NA;NA;NA;NA;NA;4,95;4,95;NA;NA;14;5;NA;NA
2024;340780667;CL DU PARC CASTELNAU LE LEZ;PLU4;2;76;34;CASTELNAU LE LEZ;34171;GEN;1;16500;3776;1;9;252;252;420;420;NA;NA;NA;NA;NA;0;1,50;1,50;8;8;1;2;0;0
2024;340780717;CL ST LOUIS GANGES;PLU4;2;76;34;GANGES;34190;GEN;3;12393;1577;1;5;168;168;406;406;NA;NA;NA;NA;NA;NA;0,00;0,00;4;4;NA;NA;NA;NA
2024;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;PLU4;2;76;34;LUNEL;34400;GEN;3;27574;1643;1;6;192;192;599;599;NA;NA;NA;NA;NA;0;0,96;0,96;12;12;NA;NA;NA;NA
2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;PUB1;1;76;34;MONTPELLIER;34295;GEN;3;94843;20713;1;22;2215;1543;3346;2674;1092;NA;NA;NA;NA;1;51,84;31,84;NA;NA;134;54;17;NA
2024;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;PUB1;1;76;34;MONTPELLIER;34295;PED;1;31186;4885;NA;6;2215;1543;3346;2674;1092;NA;NA;NA;NA;1;51,84;31,84;NA;NA;134;54;17;NA
2024;350000121;CHP SAINT GREGOIRE;PLU4;2;53;35;SAINT GREGOIRE;35768;GEN;2;41552;5991;1;6;339;339;697;697;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;1;NA;NA
2024;350000147;GHRE - SITE SAINT MALO BROUSSAIS;PUB2;1;53;35;SAINT MALO;35403;GEN;3;43259;19036;1;12;763;588;1018;509;175;NA;NA;NA;NA;1;29,32;23,69;NA;NA;30;8;2;NA
2024;350000154;C.H FOUGERES;PUB2;1;53;35;FOUGERES;35305;GEN;NA;27447;8189;1;8;456;288;469;301;168;NA;NA;NA;NA;1;7,00;4,43;NA;NA;NA;3;NA;NA
2024;350000162;CHIRC SITE REDON;PUB2;1;53;35;REDON;35603;GEN;3;25256;7585;1;6;504;336;588;420;168;NA;NA;NA;NA;1;8,47;6,35;NA;NA;NA;NA;NA;NA
2024;350000188;CENTRE HOSPITALIER VITRE;PUB2;1;53;35;VITRE;35506;GEN;2;17865;3966;1;4;252;252;304;304;168;NA;NA;NA;NA;1;6,03;3,54;NA;NA;4;NA;3;NA
2024;350000741;CHRU RENNES SITE PONTCHAILLOU;PUB1;1;53;35;RENNES;35000;GEN;2;85263;22112;1;18;NA;NA;2926;1440;1491;NA;NA;1512;NA;1;41,27;24,97;NA;NA;224;60;NA;NA
2024;350005146;HOPITAL PRIVE SEVIGNE;PLU4;2;53;35;CESSON SEVIGNE;35576;GEN;2;26098;3599;1;4;252;252;472;472;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;350007084;CHRU RENNES SITE HOPITAL SUD;PUB1;1;53;35;RENNES;35000;PED;3;35422;5420;NA;14;NA;NA;1393;1393;NA;NA;NA;NA;NA;0;9,17;9,17;NA;NA;89;16;NA;NA
2024;360000038;CH LA TOUR BLANCHE - ISSOUDUN;PUB2;1;24;36;ISSOUDUN;36105;GEN;2;12909;NA;1;6;252;252;420;420;NA;NA;NA;NA;NA;0;6,40;6,40;0;0;0;0;0;0
2024;360000137;CH CHATEAUROUX;PUB2;1;24;36;CHATEAUROUX;36019;GEN;3;38489;6757;1;10;939;603;1121;775;346;168;168;430;NA;1;29,21;22,95;NA;NA;3;2;1;NA
2024;360000160;CH DU BLANC;PUB2;1;24;36;LE BLANC;36300;GEN;3;8141;956;1;2;168;168;336;336;NA;NA;NA;NA;NA;1;2,52;2,52;NA;NA;NA;NA;NA;NA
2024;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;PLU4;2;24;37;SAINT CYR SUR LOIRE;37540;GEN;1;23521;7335;1;14;252;252;967;967;NA;NA;NA;NA;NA;0;NA;NA;9;9;1;NA;NA;NA
2024;370000499;CHRU CLOCHEVILLE - TOURS;PUB1;1;24;37;TOURS;37044;PED;3;33219;4740;NA;8;326;326;762;762;NA;NA;NA;NA;NA;0;9,38;9,38;NA;NA;42;6;4;NA
2024;370000531;CH DU CHINONAIS;PUB2;1;24;37;SAINT BENOIT LA FORET;37500;GEN;NA;16673;NA;1;6;386;218;542;374;NA;NA;NA;NA;NA;1;11,07;7,56;NA;NA;14;NA;3;NA
2024;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;PUB2;1;24;37;AMBOISE;37403;GEN;NA;18320;4347;0;4;537;358;551;426;NA;NA;NA;NA;NA;1;10,93;7,17;NA;NA;9;NA;NA;NA
2024;370000903;CH PAUL MARTINAIS - LOCHES;PUB2;1;24;37;LOCHES;37600;GEN;2;12386;2287;1;4;758;758;1651;1651;NA;NA;NA;NA;NA;NA;4,51;4,51;NA;NA;NA;NA;3;NA
2024;370004467;CHRU TROUSSEAU - CHAMBRAY;PUB1;1;24;37;CHAMBRAY LES TOURS;37170;GEN;1;48202;NA;1;18;769;489;1871;1535;336;325;325;336;NA;0;27,37;14,07;NA;NA;119;34;9;6
2024;370007569;PÔLE SANTÉ LÉONARD DE VINCI;PLU4;2;24;37;CHAMBRAY LES TOURS;37175;GEN;2;22480;3205;1;5;228;228;522;522;NA;NA;NA;NA;NA;0;NA;NA;6;6;1;NA;4;NA
2024;380000026;CH FABRICE MARCHIOL LA MURE;PUB2;1;84;38;LA MURE;38350;GEN;3;5141;781;0;0;168;168;168;168;NA;NA;NA;NA;NA;0;2,41;2,41;NA;NA;NA;NA;NA;NA
2024;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;PUB2;1;84;38;BOURGOIN JALLIEU;38302;GEN;2;48579;14820;1;15;714;546;1347;1179;168;0;0;0;0;1;16,57;12,07;NA;NA;45;6;NA;NA
2024;380000042;CH YVES TOURAINE;PUB2;1;84;38;LE PONT DE BEAUVOISIN;38480;GEN;2;17582;3462;1;6;238;238;476;476;NA;NA;NA;NA;NA;0;5,59;5,59;NA;NA;NA;NA;NA;NA
2024;380000067;HOPITAL NORD - CHU38;PUB1;1;84;38;LA TRONCHE;38700;GEN;3;68356;15949;1;20;1912;1567;NA;NA;NA;291;NA;NA;NA;NA;62,12;42,12;NA;NA;296;89;29;10
2024;380000067;HOPITAL NORD - CHU38;PUB1;1;84;38;LA TRONCHE;38700;PED;3;37346;5616;NA;18;1912;1567;NA;NA;NA;291;NA;NA;NA;NA;62,12;42,12;NA;NA;296;89;29;10
2024;380000174;CH LUCIEN HUSSEL DE VIENNE;PUB2;1;84;38;VIENNE;38200;GEN;2;41770;6866;1;8;514;418;989;840;149;NA;NA;NA;NA;1;12,98;11,53;NA;NA;15;6;2;0
2024;380000406;HOPITAL DE VOIRON - CHU38;PUB1;1;84;38;VOIRON;38500;GEN;3;40068;5407;NA;15;593;383;NA;NA;NA;NA;NA;NA;NA;1;14,97;9,58;NA;NA;12;3;2;2
2024;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;PNL4;3;84;38;GRENOBLE;38028;GEN;3;23214;NA;1;9;293;293;804;804;NA;NA;NA;NA;NA;0;11,50;11,50;NA;NA;10;NA;NA;NA
2024;380020123;CLINIQUE DES COTES DU RHONE;PLU4;2;84;38;ROUSSILLON;38150;GEN;NA;22877;601;NA;4;168;168;312;312;NA;NA;NA;NA;NA;0;NA;NA;1;1;NA;NA;NA;NA
2024;380782722;HOPITAL SUD - CHU38;PUB1;1;84;38;ECHIROLLES;38130;GEN;3;22935;944;1;NA;263;263;NA;NA;NA;NA;NA;NA;NA;NA;8,17;8,17;NA;NA;23;2;2;4
2024;380785956;CLINIQUE DES CEDRES;PLU4;2;84;38;ECHIROLLES;38130;GEN;3;23313;2718;1;10;201;201;490;490;NA;NA;NA;NA;NA;0;NA;NA;8;8;NA;NA;NA;NA
2024;390000040;CH LONS;PUB2;1;27;39;LONS LE SAUNIER;39016;GEN;3;31537;NA;0;10;504;336;935;767;168;0;0;0;0;1;13,34;7,96;NA;NA;21;2;9;1
2024;390000065;CH LOUIS JAILLON SAINT CLAUDE;PUB2;1;27;39;SAINT CLAUDE;39206;GEN;NA;11613;2364;1;6;336;168;336;168;168;NA;NA;NA;NA;NA;18,52;9,26;NA;NA;4;NA;3;NA
2024;390000222;CH LOUIS PASTEUR DOLE;PUB2;1;27;39;DOLE;39108;GEN;3;33036;7306;0;4;504;252;756;504;252;NA;NA;NA;NA;NA;11,31;7,92;NA;NA;4;10;3;1
