year;finess;establishment_name;juridical_status;capacity;region_number;region_name;dep_number;dep_name;town_name;postal_code;emergency_type;regulation;total_hospitalized_emergency;waiting_monitoring;hours_physicians_total_raw;hours_physicians_emergency_raw;hours_nurses_total_raw;hours_nurses_emergency_raw;hours_paramedics_raw;hours_regulation_physicians;hours_regulation_assistants;joint_personnel_SMUR_emergency;etp_physicians_empl_total;etp_physicians_empl_emergency;number_physicians_liberal;number_medecine_interns;number_medecine_junior_doctors;number_emergency_interns;number_emergency_junior_doctors;beds_number;dummy_regulation_physicians;dummy_paramedics;dummy_regulation_assistants;dummy_number_liberal_phyisicians;dummy_joint_personnel;dummy_medecine_interns;dummy_emergency_interns;dummy_medecine_junior_doctors;dummy_emergency_junior_doctors;total_emergency_visits_raw;total_emergency_visits_win;hosp_rate_raw;hosp_rate_mod;hours_physicians_total_mod;hours_physicians_emergency_mod;hours_nurses_total_mod;hours_nurses_emergency_mod;hours_regulation_assistants_raw;hours_regulation_assistants_mod;hours_paramedics_mod;etp_total_win;etp_emergency_win
2024;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;Public;Medium capacity;01;Guadeloupe;9A;Guadeloupe;LES ABYMES;97139;GEN;3;6535;1;NA;NA;60;60;0;0;0;0;NA;NA;0;201;0;0;0;8,00000000000000;0;0;0;0;0;1;0;0;0;48649;48649,0000000000;0,1343295853974388;0,1343295853974388;NA;NA;60;60;0;0;0;NA;NA
2024;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;Public;Low capacity;01;Guadeloupe;9A;Guadeloupe;LES ABYMES;97139;PED;3;1859;NA;NA;NA;60;60;0;0;0;0;NA;NA;0;201;0;0;0;4,00000000000000;0;0;0;0;0;1;0;0;0;25023;25023,0000000000;0,0742916516804540;0,0742916516804540;NA;NA;60;60;0;0;0;NA;NA
2024;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;Public;High capacity;11;Île-de-France;91;Essonne;LONGJUMEAU;91160;GEN;1;4594;NA;584;416;840;672;168;0;0;0;23,62;18,52;0;0;0;4;0;14,00000000000000;0;1;0;0;1;0;1;0;0;38365;38365,0000000000;0,1197445588426952;0,1197445588426952;584;416;840;672;0;0;168;23,62;18,520
2024;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;Public;Low capacity;11;Île-de-France;91;Essonne;LONGJUMEAU;91160;PED;1;809;NA;584;416;840;672;168;0;0;0;23,62;18,52;0;0;0;4;0;0,00000000000000;0;1;0;0;1;0;1;0;0;15453;15453,0000000000;0,0523522940529347;0,0523522940529347;584;416;840;672;0;0;168;23,62;18,520
2024;720000033;CENTRE HOSPITALIER DU MANS;Public;High capacity;52;Pays de la Loire;72;Sarthe;LE MANS;72037;GEN;1;17506;1;1471;1051;3232;2812;420;389;689;1;42,06;27,54;0;85;19;21;5;22,00000000000000;1;1;1;0;1;1;1;1;1;65027;65027,0000000000;0,2692112507112430;0,2692112507112430;1471;1051;3232;2812;689;689;420;42,06;27,540
2024;720000033;CENTRE HOSPITALIER DU MANS;Public;High capacity;52;Pays de la Loire;72;Sarthe;LE MANS;72037;PED;2;5328;NA;1471;1051;3232;2812;420;389;689;1;42,06;27,54;0;85;19;21;5;9,00000000000000;1;1;1;0;1;1;1;1;1;30055;30055,0000000000;0,1772749958409582;0,1772749958409582;1471;1051;3232;2812;689;689;420;42,06;27,540
2024;890975527;CH AUXERRE;Public;High capacity;27;Bourgogne-Franche-Comté;89;Yonne;AUXERRE;89011;GEN;2;8780;1;1022;686;1689;1185;336;276;400;0;26,46;10,99;0;26;1;4;2;11,00000000000000;1;1;1;0;0;1;1;1;1;45810;45810,0000000000;0,1916612093429382;0,1916612093429382;1022;686;1689;1185;400;400;336;26,46;10,990
2024;890975527;CH AUXERRE;Public;Low capacity;27;Bourgogne-Franche-Comté;89;Yonne;AUXERRE;89011;PED;1;1594;NA;1022;686;1689;1185;336;276;400;0;26,46;10,99;0;26;1;4;2;3,00000000000000;1;1;1;0;0;1;1;1;1;17778;17778,0000000000;0,0896613792327596;0,0896613792327596;1022;686;1689;1185;400;400;336;26,46;10,990
2024;600000194;CH BEAUVAIS;Public;High capacity;32;Hauts-de-France;60;Oise;BEAUVAIS;60021;GEN;NA;9286;NA;NA;NA;NA;NA;0;0;0;0;28,15;15,25;0;39;0;0;0;15,00000000000000;0;0;0;0;0;1;0;0;0;46366;46366,0000000000;0,2002760643575033;0,2002760643575033;NA;NA;NA;NA;0;0;0;28,15;15,250
2024;600000194;CH BEAUVAIS;Public;Low capacity;32;Hauts-de-France;60;Oise;BEAUVAIS;60021;PED;NA;2426;NA;NA;NA;NA;NA;0;0;0;0;28,15;15,25;0;39;0;0;0;4,00000000000000;0;0;0;0;0;1;0;0;0;18672;18672,0000000000;0,1299271636675235;0,1299271636675235;NA;NA;NA;NA;0;0;0;28,15;15,250
2024;620000653;CH BOULOGNE-SUR-MER;Public;High capacity;32;Hauts-de-France;62;Pas-de-Calais;BOULOGNE SUR MER;62321;GEN;3;10601;0;756;588;NA;NA;0;0;0;0;21,19;16,19;0;22;8;1;0;10,00000000000000;0;0;0;0;0;1;1;1;0;57616;57616,0000000000;0,1839940294362677;0,1839940294362677;756;588;NA;NA;0;0;0;21,19;16,190
2024;620000653;CH BOULOGNE-SUR-MER;Public;Low capacity;32;Hauts-de-France;62;Pas-de-Calais;BOULOGNE SUR MER;62321;PED;NA;1670;NA;756;588;NA;NA;0;0;0;0;21,19;16,19;0;22;8;1;0;4,00000000000000;0;0;0;0;0;1;1;1;0;8427;8427,0000000000;0,1981725406431707;0,1981725406431707;756;588;NA;NA;0;0;0;21,19;16,190
2024;620000323;CH CALAIS;Public;High capacity;32;Hauts-de-France;62;Pas-de-Calais;CALAIS;62107;GEN;3;5430;1;861;574;1897;1686;113;0;0;1;23,06;18,46;0;24;4;6;0;12,00000000000000;0;1;0;0;1;1;1;1;0;38280;38280,0000000000;0,1418495297805642;0,1418495297805642;861;574;1897;1686;0;0;113;23,06;18,460
2024;620000323;CH CALAIS;Public;Low capacity;32;Hauts-de-France;62;Pas-de-Calais;CALAIS;62107;PED;3;2026;NA;861;574;1897;1686;113;0;0;1;23,06;18,46;0;24;4;6;0;2,00000000000000;0;1;0;0;1;1;1;1;0;14140;14140,0000000000;0,1432814710042433;0,1432814710042433;861;574;1897;1686;0;0;113;23,06;18,460
2024;600113476;CH CHICN COMPI�GNE;Public;High capacity;32;Hauts-de-France;60;Oise;COMPIEGNE;60321;GEN;3;8157;1;714;457;1797;1413;660;0;0;0;19,09;12,22;0;24;8;0;0;12,00000000000000;0;1;0;0;0;1;0;1;0;41750;41750,0000000000;0,1953772455089820;0,1953772455089820;714;457;1797;1413;0;0;660;19,09;12,220
2024;600113476;CH CHICN COMPI�GNE;Public;Low capacity;32;Hauts-de-France;60;Oise;COMPIEGNE;60321;PED;1;1536;NA;714;457;1797;1413;660;0;0;0;19,09;12,22;0;24;8;0;0;0,00000000000000;0;1;0;0;0;1;0;1;0;16695;16695,0000000000;0,0920035938903863;0,0920035938903863;714;457;1797;1413;0;0;660;19,09;12,220
2024;910000272;CH D ARPAJON;Public;Medium capacity;11;Île-de-France;91;Essonne;ARPAJON;91294;GEN;3;6140;0;599;496;1290;1081;168;0;0;0;15,34;12,70;0;0;0;6;0;6,00000000000000;0;1;0;0;1;0;1;0;0;31612;31612,0000000000;0,1942300392256105;0,1942300392256105;599;496;1290;1081;0;0;168;15,34;12,700
2024;910000272;CH D ARPAJON;Public;Low capacity;11;Île-de-France;91;Essonne;ARPAJON;91294;PED;3;1489;NA;599;496;1290;1081;168;0;0;0;15,34;12,70;0;0;0;6;0;1,00000000000000;0;1;0;0;1;0;1;0;0;14576;14576,0000000000;0,1021542261251372;0,1021542261251372;599;496;1290;1081;0;0;168;15,34;12,700
2024;910000306;CH D ORSAY;Public;Low capacity;11;Île-de-France;91;Essonne;ORSAY;91401;GEN;1;1742;NA;672;504;756;588;168;0;0;1;10,60;7,73;0;0;0;0;0;0,00000000000000;0;1;0;0;1;0;0;0;0;11525;11525,0000000000;0,1511496746203904;0,1511496746203904;672;504;756;588;0;0;168;10,60;7,730
2024;910000306;CH D ORSAY;Public;Medium capacity;11;Île-de-France;91;Essonne;ORSAY;91401;PED;2;55;NA;672;504;756;588;168;0;0;1;10,60;7,73;0;0;0;0;0;6,61519607843137;0;1;0;0;1;0;0;0;0;1621;1621,0000000000;0,0339296730413325;0,0339296730413325;672;504;756;588;0;0;168;10,60;7,730
2024;770000131;CH DE COULOMMIERS;Public;Low capacity;11;Île-de-France;77;Seine-et-Marne;COULOMMIERS;77527;GEN;3;5130;NA;554;386;756;588;168;0;0;1;12,26;11,16;0;0;0;0;0;2,00000000000000;0;1;0;0;1;0;0;0;0;27613;27613,0000000000;0,1857820591750262;0,1857820591750262;554;386;756;588;0;0;168;12,26;11,160
2024;770000131;CH DE COULOMMIERS;Public;Medium capacity;11;Île-de-France;77;Seine-et-Marne;COULOMMIERS;77527;PED;3;500;NA;554;386;756;588;168;0;0;1;12,26;11,16;0;0;0;0;0;6,61519607843137;0;1;0;0;1;0;0;0;0;8246;8246,0000000000;0,0606354596167839;0,0606354596167839;554;386;756;588;0;0;168;12,26;11,160
2024;770000446;CH DE MEAUX SITE SAINT FARON;Public;High capacity;11;Île-de-France;77;Seine-et-Marne;MEAUX;77100;GEN;3;7989;1;743;406;1093;756;337;0;0;1;29,08;25,87;0;8;1;1;0;12,00000000000000;0;1;0;0;1;1;1;1;0;41064;41064,0000000000;0,1945499707773232;0,1945499707773232;743;406;1093;756;0;0;337;29,08;25,870
2024;770000446;CH DE MEAUX SITE SAINT FARON;Public;Low capacity;11;Île-de-France;77;Seine-et-Marne;MEAUX;77100;PED;3;1888;NA;743;406;1093;756;337;0;0;1;29,08;25,87;0;8;1;1;0;2,00000000000000;0;1;0;0;1;1;1;1;0;19699;19699,0000000000;0,0958424285496726;0,0958424285496726;743;406;1093;756;0;0;337;29,08;25,870
2024;770000156;CH DE MELUN SITE SANTEPOLE;Public;High capacity;11;Île-de-France;77;Seine-et-Marne;MELUN;77000;GEN;3;12307;1;2127;1651;210;210;476;0;0;1;47,73;47,73;0;6;0;12;8;18,00000000000000;0;1;0;0;1;1;1;1;1;59786;59786,0000000000;0,2058508680962098;0,2058508680962098;2127;1651;210;210;0;0;476;44,53;30,912
2024;770000156;CH DE MELUN SITE SANTEPOLE;Public;Low capacity;11;Île-de-France;77;Seine-et-Marne;MELUN;77000;PED;1;1770;NA;2127;1651;210;210;476;0;0;1;47,73;47,73;0;6;0;12;8;4,00000000000000;0;1;0;0;1;1;1;1;1;21171;21171,0000000000;0,0836049312739124;0,0836049312739124;2127;1651;210;210;0;0;476;44,53;30,912
2024;770000172;CH DE PROVINS LEON BINET;Public;Medium capacity;11;Île-de-France;77;Seine-et-Marne;PROVINS;77488;GEN;3;7154;1;652;517;855;654;293;0;0;1;21,21;16,81;0;0;0;0;0;5,00000000000000;0;1;0;0;1;0;0;0;0;26645;26645,0000000000;0,2684931506849315;0,2684931506849315;652;517;855;654;0;0;293;21,21;16,810
2024;770000172;CH DE PROVINS LEON BINET;Public;Low capacity;11;Île-de-France;77;Seine-et-Marne;PROVINS;77488;PED;3;967;NA;652;517;855;654;293;0;0;1;21,21;16,81;0;0;0;0;0;1,00000000000000;0;1;0;0;1;0;0;0;0;9222;9222,0000000000;0,1048579483842984;0,1048579483842984;652;517;855;654;0;0;293;21,21;16,810
2024;780000329;CH DE RAMBOUILLET;Public;High capacity;11;Île-de-France;78;Yvelines;RAMBOUILLET;78514;GEN;3;6881;1;644;476;1176;1008;168;0;0;0;19,24;14,41;0;0;0;0;0;11,00000000000000;0;1;0;0;0;0;0;0;0;26549;26549,0000000000;0,2591811367659798;0,2591811367659798;644;476;1176;1008;0;0;168;19,24;14,410
2024;780000329;CH DE RAMBOUILLET;Public;Low capacity;11;Île-de-France;78;Yvelines;RAMBOUILLET;78514;PED;3;741;NA;644;476;1176;1008;168;0;0;0;19,24;14,41;0;0;0;0;0;2,00000000000000;0;1;0;0;0;0;0;0;0;8897;8897,0000000000;0,0832865010677756;0,0832865010677756;644;476;1176;1008;0;0;168;19,24;14,410
2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Public;High capacity;11;Île-de-France;78;Yvelines;LE CHESNAY ROCQUENCOURT;78157;GEN;3;11686;1;1912;1358;3127;2563;624;1204;1886;1;54,13;18,68;0;109;20;9;4;13,00000000000000;1;1;1;0;1;1;1;1;1;57805;57805,0000000000;0,2021624426952686;0,2021624426952686;1912;1358;3127;2563;1886;1886;624;44,53;18,680
2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Public;Low capacity;11;Île-de-France;78;Yvelines;LE CHESNAY ROCQUENCOURT;78157;PED;3;2643;NA;1912;1358;3127;2563;624;1204;1886;1;54,13;18,68;0;109;20;9;4;4,00000000000000;1;1;1;0;1;1;1;1;1;28806;28806,0000000000;0,0917517183920017;0,0917517183920017;1912;1358;3127;2563;1886;1886;624;44,53;18,680
2024;590001004;CH DOUAI DECHY;Public;High capacity;32;Hauts-de-France;59;Nord;DECHY;59187;GEN;3;14575;0;1190;1022;NA;NA;0;0;0;1;11,46;7,64;0;22;10;3;0;11,00000000000000;0;0;0;1;1;1;1;1;0;68930;68930,0000000000;0,2114463948933701;0,2114463948933701;1190;1022;NA;NA;0;0;0;11,46;7,640
2024;590001004;CH DOUAI DECHY;Public;Low capacity;32;Hauts-de-France;59;Nord;DECHY;59187;PED;3;2149;NA;1190;1022;NA;NA;0;0;0;1;11,46;7,64;0;22;10;3;0;0,00000000000000;0;0;0;1;1;1;1;1;0;17315;17315,0000000000;0,1241120415824430;0,1241120415824430;1190;1022;NA;NA;0;0;0;11,46;7,640
2024;780000287;CH FRANCOIS QUESNAY MANTES;Public;Medium capacity;11;Île-de-France;78;Yvelines;MANTES LA JOLIE;78201;GEN;3;5666;1;660;503;1368;1176;192;0;0;1;33,77;31,07;0;4;0;0;0;8,00000000000000;0;1;0;0;1;1;0;0;0;36573;36573,0000000000;0,1549230306510267;0,1549230306510267;660;503;1368;1176;0;0;192;33,77;30,912
2024;780000287;CH FRANCOIS QUESNAY MANTES;Public;Low capacity;11;Île-de-France;78;Yvelines;MANTES LA JOLIE;78201;PED;3;3442;NA;660;503;1368;1176;192;0;0;1;33,77;31,07;0;4;0;0;0;4,00000000000000;0;1;0;0;1;1;0;0;0;19335;19335,0000000000;0,1780191362813550;0,1780191362813550;660;503;1368;1176;0;0;192;33,77;30,912
2024;950000331;CH GENERAL DE GONESSE;Public;High capacity;11;Île-de-France;95;Val-d'Oise;GONESSE;95503;GEN;3;7138;1;2157;1907;2434;2184;250;0;0;0;42,74;33,76;0;16;4;0;0;10,00000000000000;0;1;0;0;1;1;0;1;0;65091;65091,0000000000;0,1096618580141648;0,1096618580141648;2157;1907;2434;2184;0;0;250;42,74;30,912
2024;950000331;CH GENERAL DE GONESSE;Public;Medium capacity;11;Île-de-France;95;Val-d'Oise;GONESSE;95503;PED;3;4448;NA;2157;1907;2434;2184;250;0;0;0;42,74;33,76;0;16;4;0;0;6,00000000000000;0;1;0;0;1;1;0;1;0;33297;33297,0000000000;0,1335856083130612;0,1335856083130612;2157;1907;2434;2184;0;0;250;42,74;30,912
2024;930000328;CH GENERAL DELAFONTAINE;Public;Medium capacity;11;Île-de-France;93;Seine-Saint-Denis;SAINT DENIS;93205;GEN;1;6501;NA;248;44;240;36;204;0;0;1;33,67;28,17;0;63;9;0;0;8,00000000000000;0;1;0;0;1;1;0;1;0;65017;65017,0000000000;0,0999892335850624;0,0999892335850624;248;44;240;36;0;0;204;33,67;28,170
2024;930000328;CH GENERAL DELAFONTAINE;Public;Medium capacity;11;Île-de-France;93;Seine-Saint-Denis;SAINT DENIS;93205;PED;1;3511;NA;248;44;240;36;204;0;0;1;33,67;28,17;0;63;9;0;0;7,00000000000000;0;1;0;0;1;1;0;1;0;37103;37103,0000000000;0,0946284667008059;0,0946284667008059;248;44;240;36;0;0;204;33,67;28,170
2024;600000467;CH GHPSO CREIL;Public;High capacity;32;Hauts-de-France;60;Oise;CREIL;60109;GEN;3;6432;1;985;817;1344;1176;168;0;0;1;26,64;21,97;0;7;4;0;0;10,00000000000000;0;1;0;0;1;1;0;1;0;40748;40748,0000000000;0,1578482379503288;0,1578482379503288;985;817;1344;1176;0;0;168;26,64;21,970
2024;600000467;CH GHPSO CREIL;Public;Medium capacity;32;Hauts-de-France;60;Oise;CREIL;60109;PED;3;2842;NA;985;817;1344;1176;168;0;0;1;26,64;21,97;0;7;4;0;0;6,00000000000000;0;1;0;0;1;1;0;1;0;22441;22441,0000000000;0,1266431977184617;0,1266431977184617;985;817;1344;1176;0;0;168;26,64;21,970
2024;020000394;CH LAON;Public;Low capacity;32;Hauts-de-France;02;Aisne;LAON;02001;GEN;3;5789;1;NA;NA;NA;NA;0;0;0;1;14,39;7,07;0;0;0;2;0;4,00000000000000;0;0;0;0;1;0;1;0;0;25435;25435,0000000000;0,2275997641045803;0,2275997641045803;NA;NA;NA;NA;0;0;0;14,39;7,070
2024;020000394;CH LAON;Public;Low capacity;32;Hauts-de-France;02;Aisne;LAON;02001;PED;3;492;NA;NA;NA;NA;NA;0;0;0;1;14,39;7,07;0;0;0;2;0;1,00000000000000;0;0;0;0;1;0;1;0;0;9819;9819,0000000000;0,0501069355331500;0,0501069355331500;NA;NA;NA;NA;0;0;0;14,39;7,070
2024;620000257;CH LENS;Public;High capacity;32;Hauts-de-France;62;Pas-de-Calais;LENS;62307;GEN;3;14539;1;772;604;NA;NA;0;0;0;1;20,80;16,00;0;66;18;1;0;10,00000000000000;0;0;0;0;1;1;1;1;0;57260;57260,0000000000;0,2539119804400978;0,2539119804400978;772;604;NA;NA;0;0;0;20,80;16,000
2024;620000257;CH LENS;Public;Medium capacity;32;Hauts-de-France;62;Pas-de-Calais;LENS;62307;PED;3;2536;NA;772;604;NA;NA;0;0;0;1;20,80;16,00;0;66;18;1;0;6,61519607843137;0;0;0;0;1;1;1;1;0;17287;17287,0000000000;0,1466998322438827;0,1466998322438827;772;604;NA;NA;0;0;0;20,80;16,000
2024;950000364;CH NOVO SITE RENE DUBOS;Public;High capacity;11;Île-de-France;95;Val-d'Oise;PONTOISE;95300;GEN;3;9289;0;1461;873;2016;1428;588;966;1848;0;68,67;27,15;0;57;0;9;13;19,00000000000000;1;1;1;0;0;1;1;0;1;57989;57989,0000000000;0,1601855524323579;0,1601855524323579;1461;873;2016;1428;1848;1848;588;44,53;27,150
2024;950000364;CH NOVO SITE RENE DUBOS;Public;Medium capacity;11;Île-de-France;95;Val-d'Oise;PONTOISE;95300;PED;2;3442;NA;1461;873;2016;1428;588;966;1848;0;68,67;27,15;0;57;0;9;13;5,00000000000000;1;1;1;0;0;1;1;0;1;25127;25127,0000000000;0,1369841206670116;0,1369841206670116;1461;873;2016;1428;1848;1848;588;44,53;27,150
2024;970400065;CH OUEST REUNION;Public;Medium capacity;04;La Réunion;9D;La Réunion;SAINT PAUL;97460;GEN;NA;12584;1;796;628;1727;1391;336;0;0;1;41,25;35,25;0;2;12;0;0;6,00000000000000;0;1;0;0;1;1;0;1;0;39998;39998,0000000000;0,3146157307865393;0,3146157307865393;796;628;1727;1391;0;0;336;41,25;30,912
2024;970400065;CH OUEST REUNION;Public;Low capacity;04;La Réunion;9D;La Réunion;SAINT PAUL;97460;PED;3;3500;NA;796;628;1727;1391;336;0;0;1;41,25;35,25;0;2;12;0;0;4,00000000000000;0;1;0;0;1;1;0;1;0;14251;14251,0000000000;0,2455968002245456;0,2455968002245456;796;628;1727;1391;0;0;336;41,25;30,912
2024;660000084;CH PERPIGNAN;Public;High capacity;76;Occitanie;66;Pyrénées-Orientales;PERPIGNAN;66046;GEN;1;13486;NA;1302;798;2114;1778;336;0;0;0;29,58;23,64;0;21;7;0;0;11,00000000000000;0;1;0;0;0;1;1;1;1;58293;58293,0000000000;0,2313485324138404;0,2313485324138404;1302;798;2114;1778;0;0;336;29,58;23,640
2024;660000084;CH PERPIGNAN;Public;Medium capacity;76;Occitanie;66;Pyrénées-Orientales;PERPIGNAN;66046;PED;1;4081;NA;1302;798;2114;1778;336;0;0;0;29,58;23,64;0;21;7;0;0;5,00000000000000;0;1;0;0;0;1;1;1;1;23718;23718,0000000000;0,1720634117547854;0,1720634117547854;1302;798;2114;1778;0;0;336;29,58;23,640
2024;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;Public;Medium capacity;11;Île-de-France;92;Hauts-de-Seine;NEUILLY SUR SEINE;92205;GEN;3;3051;1;728;728;1204;1204;0;0;0;0;26,70;26,70;0;32;3;3;0;5,00000000000000;0;0;0;0;0;1;1;1;0;30775;30775,0000000000;0,0991389114541023;0,0991389114541023;728;728;1204;1204;0;0;0;26,70;26,700
2024;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;Public;Low capacity;11;Île-de-France;92;Hauts-de-Seine;NEUILLY SUR SEINE;92205;PED;3;2362;NA;728;728;1204;1204;0;0;0;0;26,70;26,70;0;32;3;3;0;3,00000000000000;0;0;0;0;0;1;1;1;0;25208;25208,0000000000;0,0937004125674389;0,0937004125674389;728;728;1204;1204;0;0;0;26,70;26,700
2024;020000162;CH SAINT-QUENTIN;Public;High capacity;32;Hauts-de-France;02;Aisne;SAINT QUENTIN;02321;GEN;3;9782;1;96;96;180;156;34;0;0;0;33,00;18,00;0;32;11;8;1;10,00000000000000;0;1;0;0;0;1;1;1;1;32717;32717,0000000000;0,2989882935476969;0,2989882935476969;96;96;180;156;0;0;34;33,00;18,000
2024;020000162;CH SAINT-QUENTIN;Public;Low capacity;32;Hauts-de-France;02;Aisne;SAINT QUENTIN;02321;PED;3;2426;NA;96;96;180;156;34;0;0;0;33,00;18,00;0;32;11;8;1;0,00000000000000;0;1;0;0;0;1;1;1;1;19205;19205,0000000000;0,1263212705024733;0,1263212705024733;96;96;180;156;0;0;34;33,00;18,000
2024;890975550;CH SENS;Public;High capacity;27;Bourgogne-Franche-Comté;89;Yonne;SENS;89108;GEN;3;2947;1;722;386;168;NA;168;0;0;1;18,35;12,30;0;1;0;2;0;10,00000000000000;0;1;0;0;1;1;1;0;0;37315;37315,0000000000;0,0789762829961141;0,0789762829961141;722;386;168;NA;0;0;168;18,35;12,300
2024;890975550;CH SENS;Public;Medium capacity;27;Bourgogne-Franche-Comté;89;Yonne;SENS;89108;PED;3;979;NA;722;386;168;NA;168;0;0;1;18,35;12,30;0;1;0;2;0;6,61519607843137;0;1;0;0;1;1;1;0;0;17977;17977,0000000000;0,0544584747176948;0,0544584747176948;722;386;168;NA;0;0;168;18,35;12,300
2024;020000519;CH SOISSONS;Public;Medium capacity;32;Hauts-de-France;02;Aisne;SOISSONS;02209;GEN;3;7152;1;546;378;924;756;168;0;0;1;17,40;13,14;0;3;0;0;0;8,00000000000000;0;1;0;0;1;1;0;0;0;36336;36336,0000000000;0,1968295904887714;0,1968295904887714;546;378;924;756;0;0;168;17,40;13,140
2024;020000519;CH SOISSONS;Public;Low capacity;32;Hauts-de-France;02;Aisne;SOISSONS;02209;PED;1;1208;NA;546;378;924;756;168;0;0;1;17,40;13,14;0;3;0;0;0;0,00000000000000;0;1;0;0;1;1;0;0;0;12150;12150,0000000000;0,0994238683127572;0,0994238683127572;546;378;924;756;0;0;168;17,40;13,140
2024;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;Public;High capacity;11;Île-de-France;91;Essonne;CORBEIL ESSONNES;91106;GEN;NA;19215;1;413;413;NA;NA;0;0;0;0;29,41;29,41;0;39;8;18;2;24,00000000000000;0;0;0;0;0;1;1;1;1;87221;87221,0000000000;0,2203024500980268;0,2203024500980268;413;413;NA;NA;0;0;0;29,41;29,410
2024;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;Public;Low capacity;11;Île-de-France;91;Essonne;CORBEIL ESSONNES;91106;PED;NA;3106;NA;413;413;NA;NA;0;0;0;0;29,41;29,41;0;39;8;18;2;4,00000000000000;0;0;0;0;0;1;1;1;1;26915;26915,0000000000;0,1154003343860301;0,1154003343860301;413;413;NA;NA;0;0;0;29,41;29,410
2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;Public;Medium capacity;11;Île-de-France;77;Seine-et-Marne;FONTAINEBLEAU;77305;GEN;3;1631;1;504;336;1720;1531;504;0;0;0;24,33;22,00;0;30;11;8;2;6,00000000000000;0;1;0;0;0;1;1;1;1;26628;26628,0000000000;0,0612513144058885;0,0612513144058885;504;336;1720;1531;0;0;504;24,33;22,000
2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;Public;Low capacity;11;Île-de-France;77;Seine-et-Marne;FONTAINEBLEAU;77305;PED;3;688;NA;504;336;1720;1531;504;0;0;0;24,33;22,00;0;30;11;8;2;2,00000000000000;0;1;0;0;0;1;1;1;1;16621;16621,0000000000;0,0413934179652247;0,0413934179652247;504;336;1720;1531;0;0;504;24,33;22,000
2024;590000618;CH VALENCIENNES;Public;High capacity;32;Hauts-de-France;59;Nord;VALENCIENNES;59322;GEN;3;9343;1;NA;NA;NA;NA;0;0;0;1;25,84;25,84;0;111;25;15;2;17,00000000000000;0;0;0;0;1;1;1;1;1;77087;77087,0000000000;0,1212007212629886;0,1212007212629886;NA;NA;NA;NA;0;0;0;25,84;25,840
2024;590000618;CH VALENCIENNES;Public;Medium capacity;32;Hauts-de-France;59;Nord;VALENCIENNES;59322;PED;1;5231;NA;NA;NA;NA;NA;0;0;0;1;25,84;25,84;0;111;25;15;2;8,00000000000000;0;0;0;0;1;1;1;1;1;33587;33587,0000000000;0,1557447822074017;0,1557447822074017;NA;NA;NA;NA;0;0;0;25,84;25,840
2024;950000307;CH VICTOR DUPOUY;Public;High capacity;11;Île-de-France;95;Val-d'Oise;ARGENTEUIL;95107;GEN;NA;7752;1;1120;793;4536;4200;336;0;0;1;28,45;18,72;0;43;7;2;0;14,00000000000000;0;1;0;0;1;1;1;1;1;75413;75413,0000000000;0,1027939479930516;0,1027939479930516;1120;793;4536;4200;0;0;336;28,45;18,720
2024;950000307;CH VICTOR DUPOUY;Public;Low capacity;11;Île-de-France;95;Val-d'Oise;ARGENTEUIL;95107;PED;NA;1250;NA;1120;793;4536;4200;336;0;0;1;28,45;18,72;0;43;7;2;0;2,00000000000000;0;1;0;0;1;1;1;1;1;25024;25024,0000000000;0,0499520460358056;0,0499520460358056;1120;793;4536;4200;0;0;336;28,45;18,720
2024;850000142;CHD SITE LA ROCHE SUR YON;Public;Medium capacity;52;Pays de la Loire;85;Vendée;LA ROCHE SUR YON;85925;GEN;2;11347;1;829;493;1649;1313;336;637;1164;1;33,95;19,40;0;63;24;15;8;6,61519607843137;1;1;1;0;1;1;1;1;1;43312;43312,0000000000;0,2619828223125231;0,2619828223125231;829;493;1649;1313;1164;1164;336;33,95;19,400
2024;850000142;CHD SITE LA ROCHE SUR YON;Public;Medium capacity;52;Pays de la Loire;85;Vendée;LA ROCHE SUR YON;85925;PED;3;2823;NA;829;493;1649;1313;336;637;1164;1;33,95;19,40;0;63;24;15;8;6,61519607843137;1;1;1;0;1;1;1;1;1;12000;12000,0000000000;0,2352500000000000;0,2352500000000000;829;493;1649;1313;1164;1164;336;33,95;19,400
2024;930000302;CHI ANDRE GREGOIRE;Public;High capacity;11;Île-de-France;93;Seine-Saint-Denis;MONTREUIL;93100;GEN;3;14065;1;450;450;840;840;0;0;0;0;20,77;20,77;0;56;7;0;0;10,00000000000000;0;0;0;0;0;1;0;1;0;58167;58167,0000000000;0,2418037718981553;0,2418037718981553;450;450;840;840;0;0;0;20,77;20,770
