an;fi;rs;fi_ej;stj;stjr;cat;catr;mft;reg;dep;cominsee;nomcom;chlej0;fipre;cpo;libcom;autsu;autsais;autmedurg;ex_gen;ex_ped;emg;reor;reor_moe;outil;urg_type;passu_check;urg;regulation;sao;acc;passu;dt80;dt18;dt_mco;dt_mco80;dt_mco18;dt_ls;dt_ls80;dt_ls18;dt_had;dt_had80;dt_had18;dt_ext;dt_ext80;dt_ext18;dt_hosp;dt_trans;lit_uhcd;jli_uhcd;sej_uhcd;sej0_uhcd;jou_uhcd;accspe_ped;accspe_psy;accspe_ger;accspe_aut;stap;rmm;hmed_tot;hmed_urg;hmed_smur;hide_tot;hide_urg;hide_smur;hamb_tot;hamb_smur;hmr_tot;hmr_reg;hmramu_tot;hmramu_reg;arm_tot;arm_reg;osnp_tot;osnp_reg;effpdsa;effsas;etpsal_tot;etpsal_urg;etpsal_smur;etpsal_samu;efflib_tot;efflib_urg;efflib_smur;efflib_samu;com_smur_su;intmed;docju_med;intpha;docju_pha;intodo;docju_odo;intgen;inturg;docju_urg;int;docju;ffi;dt_stag
2024;010000024;CH DE FLEYRIAT;010780054;13;1;355;PUB2;0;84;01;01451;VIRIAT;0;NA;01440;VIRIAT;1;0;0;NA;NA;1;1;IAO;1;autgen;1;GEN;3;1;IAO;48373;5924;13201;8399;1567;1320;1;NA;NA;NA;NA;NA;179;38;2;8579;NA;10;3660;3653;431;3696;1;0;0;0;1;1;669;382;287;1176;840;336;252;252;287;287;287;287;780;780;NA;NA;NA;NA;17,54;11,58;3,39;2,57;NA;NA;NA;NA;1;25;4;2;NA;0;NA;25;3;NA;55;4;12;7
2024;010000032;CH BUGEY SUD;010780062;13;1;355;PUB2;0;84;01;01034;BELLEY;0;NA;01300;BELLEY;1;0;0;NA;NA;0;0;NA;NA;autgen;1;GEN;2;1;IAO;12187;1322;3856;2047;788;350;0;0;0;0;0;0;290;23;8;2337;NA;4;1464;444;258;193;0;0;0;0;0;1;252;84;168;402;234;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,34;2,17;2,17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA
2024;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;14;1;355;PUB2;0;84;01;01283;OYONNAX;0;NA;01108;OYONNAX CEDEX;1;0;NA;NA;NA;0;1;IAOMAO;0;autgen;1;GEN;3;1;IAOMAO;21958;2086;4780;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1830;1591;350;1518;0;0;0;0;0;1;420;252;168;504;336;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;0;0;10,00;10,00;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;2;0;0;2;0;6;0
2024;010780195;CLINIQUE CONVERT;010000156;73;2;365;PLU4;5;84;01;01053;BOURG EN BRESSE;0;NA;01000;BOURG EN BRESSE;1;0;0;0;0;0;0;NA;1;autgen;1;GEN;2;1;IAO;25647;2077;4271;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1460;1727;1273;375;0;0;0;0;1;1;218;218;0;471;471;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;5;5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;95;2;365;PLU4;4;84;01;01004;AMBERIEU EN BUGEY;0;NA;01506;AMBERIEU EN BUGEY CEDEX;1;0;0;NA;NA;0;0;NA;1;autgen;1;GEN;3;1;IAO;38635;4088;8960;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2190;3450;1443;2297;1;0;0;0;1;1;934;766;168;934;766;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;020000162;CH SAINT-QUENTIN;020000063;13;1;355;PUB2;0;32;02;02691;SAINT QUENTIN;0;NA;02321;ST QUENTIN CEDEX;1;0;1;1;1;1;0;IAOMAO;0;autgen;1;GEN;3;1;IAOMAO;32717;5522;30;9026;2846;4;18;5;1;0;0;0;738;0;0;9782;NA;10;3660;7764;3180;4672;0;1;0;0;1;0;96;96;NA;180;156;24;34;34;NA;NA;NA;NA;NA;NA;NA;NA;0;0;33,00;18,00;15,00;NA;NA;NA;NA;NA;NA;32;11;3;1;0;NA;23;8;1;66;13;42;32
2024;020000162;CH SAINT-QUENTIN;020000063;13;1;355;PUB2;0;32;02;02691;SAINT QUENTIN;0;NA;02321;ST QUENTIN CEDEX;1;0;1;1;1;1;0;IAOMAO;0;autped;1;PED;3;1;IAO;19205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2426;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;96;96;NA;180;156;24;34;34;NA;NA;NA;NA;NA;NA;NA;NA;0;0;33,00;18,00;15,00;NA;NA;NA;NA;NA;NA;32;11;3;1;0;NA;23;8;1;66;13;42;32
2024;020000394;CH LAON;020000253;13;1;355;PUB2;0;32;02;02408;LAON;0;NA;02001;LAON CEDEX;1;0;0;NA;NA;1;1;IAOMAO;NA;autgen;1;GEN;3;1;IAOMAO;25435;3044;3561;4869;1427;51;4;1;0;0;0;0;916;196;10;5789;NA;4;1464;4688;3287;1420;1;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,39;7,07;5,12;2,20;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;4;2;NA;7;NA;27;16
2024;020000394;CH LAON;020000253;13;1;355;PUB2;0;32;02;02408;LAON;0;NA;02001;LAON CEDEX;1;0;0;NA;NA;1;1;IAOMAO;NA;autped;1;PED;3;1;IAO;9819;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;492;NA;1;0;135;109;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,39;7,07;5,12;2,20;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;4;2;NA;7;NA;27;16
2024;020000519;CH SOISSONS;020000261;13;1;355;PUB2;0;32;02;02722;SOISSONS;0;NA;02209;SOISSONS CEDEX;1;0;NA;NA;NA;0;1;IAOMAO;0;autgen;1;GEN;3;1;IAO;36336;5245;5337;6704;2412;56;14;14;0;0;0;0;434;31;33;7152;NA;8;1508;1686;901;1009;1;0;0;0;1;0;546;378;168;924;756;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,40;13,14;4,26;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;5;NA;NA;8;NA;34;NA
2024;020000519;CH SOISSONS;020000261;13;1;355;PUB2;0;32;02;02722;SOISSONS;0;NA;02209;SOISSONS CEDEX;1;0;NA;NA;NA;0;1;IAOMAO;0;autped;1;PED;1;0;NA;12150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1208;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;546;378;168;924;756;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,40;13,14;4,26;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;5;NA;NA;8;NA;34;NA
2024;020000535;CH CHAUNY;020000287;13;1;355;PUB2;0;32;02;02173;CHAUNY;0;NA;02303;CHAUNY CEDEX;1;0;0;1;0;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAOMAO;19073;2286;2223;17916;1992;2183;57;35;NA;NA;NA;NA;1100;259;40;19073;NA;6;2190;2409;1234;1256;0;0;0;0;0;0;336;168;168;588;168;420;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,45;12,45;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;8;7
2024;020001061;CH CHÂTEAU-THIERRY;020004404;13;1;355;PUB2;0;32;02;02168;CHATEAU THIERRY;0;NA;02400;CHATEAU THIERRY;1;0;0;0;0;0;0;NA;0;autgen;1;GEN;3;1;IAO;33233;3535;10701;6540;2131;680;NA;NA;NA;NA;NA;NA;573;233;28;7113;NA;8;2718;4782;2575;2420;0;0;0;0;1;0;497;329;168;776;608;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,31;10,08;5,23;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;NA;NA;2;NA;12;10
2024;020001087;CH HIRSON;020004495;13;1;355;PUB2;0;32;02;02381;HIRSON;NA;NA;02500;HIRSON;1;0;NA;NA;NA;NA;NA;NA;NA;autgen;1;GEN;NA;1;IAO;14957;1878;2865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1460;2715;1733;1038;NA;NA;NA;NA;NA;NA;2354;1177;1177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,26;4,13;4,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;2;1
2024;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;73;2;365;PLU4;4;32;02;02691;SAINT QUENTIN;0;NA;02315;ST QUENTIN CEDEX;1;0;0;NA;NA;0;1;IAO;1;autgen;1;GEN;1;1;IAO;9968;743;1350;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;6;2190;668;529;139;0;0;0;0;1;1;299;299;NA;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;0,00;NA;NA;5;5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;030000061;CH DE MOULINS;030780092;13;1;355;PUB2;0;84;03;03190;MOULINS;0;NA;03006;MOULINS CEDEX;1;0;0;NA;NA;1;1;IAO;1;autgen;1;GEN;2;1;IAO;39924;4422;10334;11132;2864;1025;5;0;0;0;0;0;0;0;0;11137;NA;8;2928;4786;2502;2789;1;1;0;0;1;1;672;420;252;840;588;252;216;216;200;200;200;200;672;672;75;75;24;0;23,04;13,31;4,74;4,99;0;0;0;0;1;9;2;1;0;0;0;14;3;0;27;2;49;21
2024;030000079;CH DE MONTLUCON;030780100;13;1;355;PUB2;0;84;03;03185;MONTLUCON;0;NA;03109;MONTLUCON CEDEX;1;0;NA;NA;NA;0;1;IAO;NA;autgen;1;GEN;2;1;IAO;41066;5704;9849;7145;2918;866;159;5;0;NA;NA;NA;322;71;19;7626;NA;6;2190;2319;180;2410;1;0;0;1;0;NA;588;252;336;756;420;336;223;223;0;0;0;0;0;0;0;0;0;0;15,94;7,26;8,68;NA;NA;NA;NA;NA;1;13;2;1;NA;NA;NA;4;3;NA;21;2;56;28
2024;030000087;CH JACQUES LACARIN VICHY;030780118;13;1;355;PUB2;0;84;03;03310;VICHY;0;NA;03201;VICHY CEDEX;1;0;0;NA;NA;1;1;MAO;0;autgen;1;GEN;3;1;IAOMAO;33615;6012;6003;9350;3316;760;412;19;4;NA;NA;NA;239;30;82;10001;NA;10;3660;4909;1918;3338;0;NA;0;0;0;1;567;532;35;1109;1016;93;93;93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,64;13,76;0,88;NA;NA;NA;NA;NA;1;24;7;2;NA;NA;NA;14;9;1;49;8;26;19
2024;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;14;1;355;PUB2;0;93;04;04112;MANOSQUE;1;040000093;04101;MANOSQUE CEDEX;1;0;0;NA;NA;1;1;IAO;1;autgen;1;GEN;2;1;IAO;20764;2576;4543;3869;1213;325;NA;NA;NA;NA;NA;NA;317;82;20;4186;NA;8;2920;2563;672;1932;0;0;0;0;1;0;406;238;168;756;588;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,61;8,11;0,50;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;21;0;0;21;0;0;0
2024;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;14;1;355;PUB2;0;93;04;04209;SISTERON;0;NA;04200;SISTERON;1;0;0;NA;NA;1;0;NA;1;autgen;1;GEN;3;1;IAO;14993;2178;2826;2616;1012;113;0;0;0;0;0;0;840;384;27;3456;NA;4;1464;1700;715;1062;0;0;0;0;1;1;504;336;168;588;420;168;168;168;0;0;0;0;0;0;0;0;0;0;8,31;6,18;2,13;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;4;NA
2024;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;13;1;355;PUB2;0;93;04;04070;DIGNE LES BAINS;0;NA;04995;DIGNE LES BAINS CEDEX 9;1;0;0;NA;NA;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAOMAO;22954;2369;4884;3656;1139;115;315;6;5;0;0;0;653;100;151;4624;NA;6;2196;1925;669;1433;0;0;0;0;1;1;574;406;168;596;428;168;168;168;293;293;168;168;336;336;NA;NA;0;0;17,38;10,06;3,87;3,45;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;4;NA;NA;5;NA;10;6
2024;050000231;CH LES ESCARTONS A BRIANCON;050000116;13;1;355;PUB2;0;93;05;05023;BRIANCON;0;NA;05105;BRIANCON CEDEX;1;0;0;NA;NA;0;NA;NA;1;autgen;1;GEN;1;1;IAO;22113;2157;3952;5373;1064;512;122;3;0;0;0;0;33;3;5;5528;NA;3;1098;2297;1619;692;NA;NA;NA;NA;1;1;620;452;168;840;672;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,44;9,34;7,10;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;10;NA;NA;11;NA;7;NA
2024;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;13;1;355;PUB2;0;93;05;05046;EMBRUN;0;NA;05200;EMBRUN;1;0;0;NA;NA;1;0;IAO;NA;autgen;1;GEN;3;1;IAO;8642;1003;1831;1036;388;36;0;0;0;0;0;0;222;70;16;1258;NA;2;732;1053;756;303;1;1;1;NA;1;1;178;178;NA;252;252;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,30;3,30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA
2024;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;14;1;355;PUB2;0;93;05;05061;GAP;0;NA;05007;GAP CEDEX;1;0;0;NA;NA;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAO;33779;4859;5987;10119;2702;1067;0;0;0;0;0;0;2377;932;104;12496;NA;10;3660;4352;1293;3269;0;0;0;NA;1;1;847;441;406;1288;441;847;168;168;336;336;168;168;420;420;64;64;16;17;29,82;20,45;6,73;2,64;NA;NA;NA;NA;NA;7;3;NA;NA;NA;NA;27;NA;NA;34;3;17;NA
2024;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;13;1;355;PUB2;0;93;06;06069;GRASSE;0;NA;06135;GRASSE CEDEX;1;0;0;1;0;1;0;NA;1;autgen;1;GEN;3;1;IAOMAO;47147;5154;15156;NA;NA;NA;4038;NA;NA;0;NA;NA;641;NA;NA;4679;NA;14;5124;3583;1061;3561;0;0;0;1;1;1;554;386;168;840;672;168;0;0;0;0;0;0;0;0;0;0;0;0;19,33;17,80;1,53;NA;NA;NA;NA;NA;1;4;4;2;0;0;0;28;0;0;34;4;4;0
2024;060000510;CH D'ANTIBES JUAN LES PINS;060780954;13;1;355;PUB2;0;93;06;06004;ANTIBES;0;NA;06606;ANTIBES CEDEX;1;0;0;1;1;0;1;IAO;1;autgen;1;GEN;3;1;IAO;50151;7928;15043;8337;3299;1445;575;23;11;0;0;0;555;145;35;9467;NA;12;4392;3901;1160;4814;1;1;0;0;1;1;1099;763;336;1848;1512;336;336;336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,40;16,10;4,30;NA;NA;NA;NA;NA;1;12;3;NA;1;NA;NA;18;NA;NA;30;4;12;10
2024;060000544;CH DE CANNES SIMONE VEIL;060780988;13;1;355;PUB2;0;93;06;06029;CANNES;0;NA;06414;CANNES CEDEX;1;0;0;NA;NA;1;1;IAOMAO;1;autgen;1;GEN;3;1;IAOMAO;49509;8953;8741;8664;3393;546;550;NA;NA;NA;NA;NA;966;NA;NA;10180;NA;12;4392;1652;1238;424;0;0;0;1;1;1;836;668;168;1680;1512;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,01;15,62;2,39;NA;NA;NA;NA;NA;1;19;6;1;1;2;0;19;2;0;43;7;24;19
2024;060002102;CH LA PALMOSA DE MENTON;060791761;13;1;355;PUB2;0;93;06;06083;MENTON;0;NA;06507;MENTON CEDEX;1;0;NA;NA;NA;1;NA;NA;NA;autgen;1;GEN;3;1;IAO;20009;3389;2617;2577;1094;8;26;6;0;0;0;0;546;135;61;3149;NA;4;1464;2381;1878;517;NA;NA;NA;NA;1;1;504;336;168;406;238;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,52;11,82;0,70;NA;NA;NA;NA;NA;0;3;NA;NA;NA;NA;NA;NA;9;NA;12;NA;0;NA
2024;060780491;INSTITUT ARNAULT TZANCK;060790797;60;3;365;PNL4;4;93;06;06123;ST LAURENT DU VAR;0;NA;06721;ST LAURENT DU VAR CEDEX;1;0;NA;NA;NA;0;NA;NA;1;autgen;1;GEN;1;1;IAO;17674;2617;102;2777;788;5;NA;NA;NA;NA;NA;NA;175;42;5;2952;NA;4;1464;956;666;292;0;0;0;0;1;1;168;168;NA;307;307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,11;0,11;NA;NA;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;060780517;POLYCLINIQUE SAINT JEAN;060000239;73;2;365;PLU4;4;93;06;06027;CAGNES SUR MER;0;NA;06800;CAGNES SUR MER;1;0;0;NA;NA;1;0;NA;1;autgen;1;GEN;2;1;IAO;37926;4685;9162;NA;NA;NA;NA;NA;NA;NA;NA;NA;495;739;39;495;NA;5;1830;1463;1214;249;0;0;1;0;1;1;253;253;NA;476;476;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;060780715;CLINIQUE SAINT GEORGE;060000361;95;2;365;PLU4;4;93;06;06088;NICE;0;NA;06105;NICE CEDEX 2;1;0;NA;NA;NA;NA;NA;NA;NA;autgen;1;GEN;3;1;IAO;30662;3221;6969;3154;926;39;NA;NA;NA;NA;NA;NA;291;103;6;3445;NA;4;1460;83;79;4;1;0;0;0;1;1;252;252;NA;336;336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;060780723;CLINIQUE DU PARC IMPERIAL;060004959;95;2;365;PLU4;4;93;06;06088;NICE;0;NA;06045;NICE CEDEX 1;1;0;0;NA;NA;0;0;NA;1;autgen;1;GEN;3;1;IAO;14896;722;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2920;2365;1976;391;0;0;0;0;1;1;168;168;NA;238;238;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,50;1,50;NA;NA;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;63;3;365;PNL4;1;93;06;06088;NICE;0;NA;06200;NICE;1;0;NA;NA;NA;NA;NA;NA;NA;autped;1;PED;3;NA;NA;50880;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8278;NA;8;2928;3645;2417;1230;NA;NA;NA;NA;NA;NA;420;420;NA;252;252;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,06;22,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1
2024;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;15;1;101;PUB1;0;93;06;06088;NICE;NA;NA;06001;NICE CEDEX 1;1;0;0;0;0;1;0;NA;0;autgen;1;GEN;NA;NA;NA;97363;15332;1442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;6954;6760;4099;2721;NA;NA;NA;NA;NA;NA;1538;964;574;2758;2184;574;574;574;840;840;336;336;1344;1344;120;120;NA;NA;57,31;27,87;19,40;10,04;NA;NA;NA;NA;1;115;36;2;NA;NA;NA;10;16;5;143;41;28;5
2024;070000013;CH DE PRIVAS ARDECHE;070002878;14;1;355;PUB2;0;84;07;07186;PRIVAS;0;NA;07007;PRIVAS CEDEX;1;0;0;0;0;1;0;NA;1;autgen;1;GEN;3;1;IAO;16818;2309;2375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;2374;509;2141;0;0;0;0;1;NA;336;168;168;252;84;168;168;168;360;360;168;168;468;468;84;84;NA;NA;19,97;12,18;3,26;4,53;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;4;3;NA;7;NA;1;6
2024;070000179;CH ARDECHE NORD;070780358;13;1;355;PUB2;0;84;07;07010;ANNONAY;0;NA;07103;ANNONAY CEDEX;1;0;0;NA;NA;1;NA;NA;NA;autgen;1;GEN;2;1;IAO;32813;4056;8847;7382;2384;1193;130;1;9;NA;NA;NA;NA;NA;NA;7512;NA;14;5124;8544;3740;5923;1;1;0;0;0;1;615;447;168;924;756;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,86;12,79;3,07;NA;NA;NA;NA;NA;1;14;3;1;NA;NA;NA;1;9;NA;25;3;6;NA
2024;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;14;1;355;PUB2;0;84;07;07019;AUBENAS;0;NA;07205;AUBENAS CEDEX;1;0;0;0;0;1;1;IAOMAO;0;autgen;1;GEN;3;1;IAOMAO;30154;4448;5526;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;3650;5414;1549;5150;1;0;1;0;0;1;588;420;168;658;490;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,64;12,91;1,73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;8;NA;2;7
2024;070780424;CLINIQUE PASTEUR;070000245;95;2;365;PLU4;4;84;07;07102;GUILHERAND GRANGES;0;NA;07500;GUILHERAND GRANGES;1;0;0;NA;NA;0;1;IAO;1;autgen;1;GEN;3;1;IAO;15668;922;1649;963;143;18;NA;NA;NA;NA;NA;NA;81;6;6;1044;NA;2;730;121;95;216;0;0;0;0;1;1;168;168;NA;245;245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,51;1,51;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;14;1;355;PUB2;0;44;08;08409;SEDAN;0;NA;08209;SEDAN CEDEX;1;0;0;NA;NA;0;0;NA;1;autgen;1;GEN;3;1;IAOMAO;18528;2008;4145;824;217;393;NA;NA;NA;NA;NA;NA;NA;NA;NA;824;NA;4;1464;3706;2032;1934;0;0;0;0;1;0;324;156;168;503;453;50;168;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,44;4,95;2,49;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;9;9
2024;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;14;1;355;PUB2;0;44;08;08362;RETHEL;0;NA;08300;RETHEL;1;0;0;1;NA;0;1;IAO;0;autgen;1;GEN;3;1;IAO;15883;1893;3089;1350;551;17;6;3;NA;NA;NA;NA;72;6;10;1428;NA;6;2196;2260;841;1675;0;0;0;0;1;1;672;336;336;672;336;336;336;336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,09;11,57;9,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA
2024;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;14;1;355;PUB2;0;44;08;08105;CHARLEVILLE MEZIERES;0;NA;08011;CHARLEVILLE MEZIERES CEDEX;1;0;0;NA;NA;1;0;NA;0;autgen;1;GEN;3;1;IAO;60890;4837;17710;2896;499;722;NA;NA;NA;NA;NA;NA;NA;NA;NA;2896;NA;8;2928;8580;4734;4177;1;1;0;0;1;1;684;348;336;1428;1092;336;336;336;168;168;168;168;336;336;0;0;0;0;26,86;19,14;4,78;2,94;NA;NA;NA;NA;1;32;3;1;14;0;1;27;9;0;69;18;25;23
2024;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;14;1;355;PUB2;0;76;09;09264;SAINT JEAN DE VERGES;0;NA;09000;ST JEAN DE VERGES;1;0;0;1;0;1;1;IAO;1;autgen;1;GEN;NA;1;IAOMAO;38970;5167;7320;12016;3044;780;0;0;0;0;0;0;44;4;9;12060;NA;8;2928;7640;3990;3664;1;NA;0;0;1;1;742;574;168;994;826;168;224;224;264;264;168;168;360;360;50;50;10;10;27,91;19,37;4,39;4,15;NA;NA;NA;NA;1;6;1;2;NA;NA;NA;5;8;NA;21;1;11;8
2024;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;11;1;355;PUB2;0;76;09;09268;SAINT LIZIER;0;NA;09190;ST LIZIER;1;0;0;NA;NA;0;0;NA;0;autgen;1;GEN;3;0;NA;11670;2570;1423;2397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2397;NA;3;1095;1318;602;750;0;1;0;0;1;1;504;336;168;504;336;168;168;168;0;0;0;0;0;0;0;0;0;0;8,50;5,43;3,07;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA
2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;13;1;355;PUB2;0;44;10;10387;TROYES;0;NA;10003;TROYES CEDEX;1;0;0;NA;NA;0;1;IAO;0;autgen;1;GEN;1;1;IAO;48146;5728;11774;11414;812;1960;17;17;0;0;0;0;1006;241;98;12437;NA;0;NA;1209;139;1573;1;0;0;NA;1;1;1220;884;336;1662;1326;336;372;372;216;216;168;168;504;504;0;0;NA;0;20,24;12,98;4,85;2,41;NA;NA;NA;NA;1;33;9;1;1;0;0;12;5;3;51;13;76;55
2024;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;14;1;355;PUB2;0;44;10;10323;ROMILLY SUR SEINE;0;NA;10105;ROMILLY SUR SEINE CEDEX;1;0;NA;1;0;0;0;NA;1;autgen;1;GEN;3;1;IAO;18128;3081;3625;3038;1595;1;0;0;0;0;0;0;362;145;61;3400;NA;4;1095;1070;316;799;0;0;0;1;1;0;336;168;168;393;225;168;84;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,65;5,32;1,33;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;6;NA;NA;6;NA;4;NA
