BOR;AN;FI;FI_EJ;CAEH;CAEF;CUIH;CUIF;CAPH;CAPF;CAVH;CAVF;CAUH;CAUF
Q25;2014;770701225;750721334;1;;;;1;2;;;;
Q25;2014;770790707;770000719;;;;;;2;;;;
Q25;2014;780000287;780110011;8;18;;;3;1;5;6;;
Q25;2014;780000295;780002697;1;3;;;;2;5;2;;
Q25;2014;780000303;780110037;5;5;;;;;;;;
Q25;2014;780000311;780001236;;;;;;;3;7;;
Q25;2014;780000329;780110052;;;3;5;;;2;2;;
Q25;2014;780000337;780001236;;;;;;;4;4;;
Q25;2014;780000410;780140059;;;;;;;2;1;;
Q25;2014;780000428;780002697;1;2;;;;1;;;;
Q25;2014;780001657;780530010;;;;;;1;;;;
Q25;2014;780008298;750043994;;;;;1;2;;;;
Q25;2014;780017802;780002010;0;0;0;0;0;1;0;0;0;0
Q25;2014;780018727;780018719;;;;;;1;;;;
Q25;2014;780140018;750005068;;1;;;3;6;2;1;;
Q25;2014;780140042;780017455;1;;;;;;;;;
Q25;2014;780140075;750804114;2;8;;;;;;;;
Q25;2014;780150017;750005068;1;;;;;;1;;;
Q25;2014;780150033;780020715;;;;;1;;;;;
Q25;2014;780170056;780825097;;;;;;1;;;;
Q25;2014;780300075;780000485;;;;;;1;1;;;
Q25;2014;780300208;780000576;;;;;;;1;3;;
Q25;2014;780300406;780018032;;;;;1;4;;;;
Q25;2014;780300414;780000675;;;;;;5;;;;
Q25;2014;780300422;780002259;;;;;;3;;;;
Q25;2014;780700050;780826210;;;;;;1;1;;;
Q25;2014;780800256;780110078;;3;;;;;4;2;;
Q25;2014;780822748;780002697;1;1;;;;;;;;
Q25;2014;790000087;790000012;10;51;;;;1;1;14;;
Q25;2014;790000095;790006654;0;7;0;0;0;0;0;0;0;0
Q25;2014;790000103;790006654;;8;;;;;;;;
Q25;2014;790000111;790000046;1;5;;;;;;1;;
Q25;2014;790000137;790000061;;8;;;;;;;;
Q25;2014;790000145;790000079;;3;;;;;;;;
Q25;2014;790000269;870015336;1;1;;;;;1;;;
Q25;2014;790000681;790002497;1;8;;;2;3;;;;
Q25;2014;790003537;790006654;0;10;;;;;;;;
Q25;2014;790007884;790006654;;2;;;;;;;;
Q25;2014;790008064;790002497;;5;;;;;;;;
Q25;2014;790009369;790006654;;2;;;;;;;;
Q25;2014;790009948;790001242;;;;;1;3;;;;
Q25;2014;790012355;790000012;;4;;;;;;;;
Q25;2014;800000143;800000028;2;7;0;0;0;2;2;3;0;0
Q25;2014;800000184;800000036;1;3;;;;;;;;
Q25;2014;800000192;800000044;3;10;;;;;;;;
Q25;2014;800000200;800000051;5;11;;;;;2;;;
Q25;2014;800000226;800000069;2;13;;;;;1;2;;
Q25;2014;800000275;800000077;1;3;0;0;0;0;0;5;0;0
Q25;2014;800000390;800000085;8;15;;;;;1;;;
Q25;2014;800000432;800000093;9;41;;;;;3;1;;
Q25;2014;800000440;800000085;2;4;;;;;;;;
Q25;2014;800000457;800000119;7;40;0;0;0;0;3;7;0;0
Q25;2014;800000507;800000135;5;12;;;;;1;4;;
Q25;2014;800000614;800000044;;14;;;;;;;;
Q25;2014;800002503;800001141;;;;;;;;4;;
Q25;2014;800002610;800000044;1;;;;;;;;;
Q25;2014;800006124;800000044;8;35;;;;1;;;;
Q25;2014;800009417;800000085;2;4;;;;;;;;
Q25;2014;800016768;800003071;;1;;;;;;;;
Q25;2014;800016776;800000085;;1;;;;;;;;
Q25;2014;810000158;810100099;1;1;;;;;;;;
Q25;2014;810000448;810099945;;1;;;;;;1;;
Q25;2014;810000505;810000331;4;0;0;0;0;2;0;0;0;0
Q25;2014;810000513;810000349;1;;;;;;;;;
Q25;2014;810000521;810000380;2;3;;;;;;;;
Q25;2014;810000539;810000398;1;;;;;;;;;
Q25;2014;810100008;810100008;;;;;;1;7;12;;
Q25;2014;810101170;810101162;;;;;1;3;;;;
Q25;2014;820000032;820000016;10;38;;;;;;;;
Q25;2014;820000057;820000131;;;;;2;1;;;;
Q25;2014;820000420;820000206;1;3;;;;;1;4;;
Q25;2014;820000438;820000214;1;4;;;;;2;1;;
Q25;2014;820000461;820000248;2;8;;;;;;;;
Q25;2014;820002350;820000578;0;0;0;0;1;0;0;0;0;0
Q25;2014;820004067;820000016;;2;;;;;;;;
Q25;2014;830000287;830100525;;;;;1;2;;1;;
Q25;2014;830000295;830100533;1;2;0;0;1;0;4;6;;
Q25;2014;830000311;830100566;;1;;;;;;3;;
Q25;2014;830000345;830100616;10;87;;;;2;15;21;;
Q25;2014;830000600;830101200;0;2;0;0;0;0;8;12;0;0
Q25;2014;830016556;830000451;;1;;;;;;;;1
Q25;2014;830017372;750721235;;;;;;;2;;;
Q25;2014;830100012;750712184;0;0;0;0;2;1;0;0;0;0
Q25;2014;830100103;830000022;;;;;2;5;;;;
Q25;2014;830100319;750052425;;;;;;3;;;;
Q25;2014;830100392;830000154;;;;;;1;;;;
Q25;2014;830100434;830000196;;;;;2;4;;;;
Q25;2014;830100459;830000212;;;;;1;2;;;;
Q25;2014;830100574;750821092;;;;;;3;;;;
Q25;2014;830100608;830100616;6;14;;;;;1;1;;
Q25;2014;830100624;830000352;;;;;;1;;;;
Q25;2014;830100632;250002284;;;;;1;;;;;
Q25;2014;830100681;750005068;;;;;;1;2;4;;
Q25;2014;830100756;750043994;;;1;;;;;;;
Q25;2014;830100764;440052041;;;;;;3;;;;
Q25;2014;830100806;750043994;;;;;;1;;;;
Q25;2014;830100871;830000519;;2;;;;;;;;
Q25;2014;830101010;830000568;;2;;;;;;;;
Q25;2014;830200507;830013678;;;;;;;2;2;;
Q25;2014;830202743;830100616;4;9;;;;;3;2;;
Q25;2014;830207114;830001855;;1;;;;;;;;
Q25;2014;830213880;830100566;;;;;;;;1;;
Q25;2014;840000350;840000657;;;;;2;1;;;;
Q25;2014;840000376;840000038;0;11;0;0;0;0;0;0;0;0
Q25;2014;840000392;840000046;1;20;;;;1;3;2;;
Q25;2014;840000400;840000673;;;;;;1;;;;
Q25;2014;840000434;840000079;;2;;;;;;;;
Q25;2014;840000483;840000087;3;21;;;;;;4;;
Q25;2014;840000491;130041916;;;;;;;3;1;;
Q25;2014;840000517;840000103;;1;;;;;;1;;
Q25;2014;840000525;840000111;;21;;;;;;2;;
Q25;2014;840000533;840000129;4;5;;;;;3;1;;
Q25;2014;840000541;840000137;;;;;1;;7;12;;
Q25;2014;840001861;840006597;24;101;;;;;9;15;;
Q25;2014;840013312;840003685;;;;;;1;;;;
Q25;2014;840014849;750043994;;;;;;1;;;;
Q25;2014;840017172;840017164;0;0;0;0;0;1;0;0;0;0
Q25;2014;850000142;850000019;;;;;1;;;;;
Q25;2014;850000175;850009010;2;2;;;;;;;;
Q25;2014;850000191;850000043;;2;;;;;;;;
Q25;2014;850000209;850000019;;;;;1;;;3;;
Q25;2014;850000233;850009010;;1;;;;;;;;
Q25;2014;850000258;850000092;1;6;;;;;;;;
Q25;2014;850000399;750005068;;4;;;;;;;;
Q25;2014;850000647;850011453;1;;;;;;;;;
Q25;2014;850002130;850007048;;1;;;;;;;;
Q25;2014;850009630;850000035;1;12;;;;;;;;
Q25;2014;860000017;860780048;10;43;;;1;;;;;
Q25;2014;860000025;860013382;8;17;;;1;;3;6;;
Q25;2014;860000033;860013382;5;16;;;;;;5;;
Q25;2014;860000058;860780097;1;22;;;1;;1;1;;
Q25;2014;860000223;860013077;16;92;;;4;6;9;9;;
Q25;2014;860009208;860009158;;;1;;;;;;;
Q25;2014;860011014;860013077;2;;;;;;1;;;
Q25;2014;860780436;870015336;2;;;;;;;;;
Q25;2014;860785682;860013382;1;2;;;;;0;1;;
Q25;2014;860793405;860793397;;1;;;;;;;;
Q25;2014;870000064;870000015;;;;;1;1;2;14;;
Q25;2014;870000171;870015336;2;2;;;;;;;;
Q25;2014;870000270;870000031;7;34;;;;;;5;;
Q25;2014;870000288;870017415;;;;;2;1;;;;
Q25;2014;870000403;870014503;1;2;;;;;;1;;
Q25;2014;870000411;870017415;;;;;;1;;;;
Q25;2014;870000551;870014503;1;3;;;;;1;1;;
Q25;2014;870000601;870014248;4;5;;;;;6;6;;
Q25;2014;870001567;870014503;1;2;;;;;1;;;
Q25;2014;870002516;870000023;;2;;;;;;;;
Q25;2014;870003514;870000015;1;5;;;;;1;1;;
Q25;2014;870005931;870000023;;1;;;;;;1;;
Q25;2014;870006137;870002466;1;1;;;5;1;5;18;;
Q25;2014;870008042;870000015;;7;;;;;1;3;;
Q25;2014;870014859;870000015;;;;;;;;2;;
Q25;2014;880000021;880007059;0;0;0;0;2;0;0;0;0;0
Q25;2014;880000039;880780069;1;;;;;;;;;
Q25;2014;880000047;880780077;1;2;;;2;;;4;;
Q25;2014;880000062;880780093;0;0;0;0;0;0;1;1;0;0
Q25;2014;880000070;880007299;1;;;;1;;;1;;
Q25;2014;880000088;880780119;5;6;;;;;11;4;;
Q25;2014;880000104;880780259;;;;;;;;2;;
Q25;2014;880000138;880006325;2;22;;;;;1;7;;
Q25;2014;880000146;880780291;;2;;;;;;1;;
Q25;2014;880000153;880780309;;3;;;;;;;;
Q25;2014;880000187;880780333;1;;;;;;;3;;
Q25;2014;880000195;880780341;;2;;;;;;;;
Q25;2014;880000336;880007059;0;0;0;0;2;0;0;0;0;0
Q25;2014;880786645;880780077;1;1;;;;;;;;
Q25;2014;880788591;880780150;;;;1;;1;;;;
Q25;2014;890000250;750721334;;2;;;;;;;;
Q25;2014;890000292;890006315;;;;;;;1;;;
Q25;2014;890000300;890000193;1;;;;;;1;;;
Q25;2014;890000326;890008105;3;4;;;;;;;;
Q25;2014;890971583;890000417;;;;;;;;2;;
Q25;2014;890975501;890000466;;;;;;;;2;;
Q25;2014;890975519;890000052;;3;;;1;1;3;1;;
Q25;2014;890975527;890000037;;4;;;;;5;2;;
Q25;2014;890975535;890000409;2;1;;;;;1;1;;
Q25;2014;890975543;890000417;1;;;;;;1;5;;
Q25;2014;890975550;890970569;;5;;;;;;5;;
Q25;2014;890975568;890000433;;1;;;1;;;;;
Q25;2014;900000167;900000365;4;18;;;;;;;;
Q25;2014;900000647;900004698;4;23;;;;;;7;;
Q25;2014;900002429;700004096;;2;;;;;;;;
Q25;2014;900003070;900000365;0;1;;;;;;;;
Q25;2014;910000272;910110014;8;8;;;;;;;;
Q25;2014;910000280;910019447;;;;;;;4;3;;
Q25;2014;910000298;910110055;;1;;;;4;;;;
Q25;2014;910000322;910140011;;;;;;1;;;;
Q25;2014;910000330;910140029;;3;;;;;;;;
Q25;2014;910001973;910019447;2;8;;;;;3;2;;
Q25;2014;910009349;940000060;;;;;;1;;;;
Q25;2014;910015965;750043994;;;;;;1;;;;
Q25;2014;910019298;940110042;;1;;;;;;;;
Q25;2014;910020254;910002773;12;6;;;1;1;;;;
Q25;2014;910100015;750712184;0;0;0;0;0;1;0;0;0;0
Q25;2014;910100023;750712184;0;0;0;0;2;1;0;0;0;0
Q25;2014;910140037;750720914;1;;;;;;1;;;
Q25;2014;910150028;750811184;;;;;1;1;;;;
Q25;2014;910150077;750720575;;;;;;;1;2;;
Q25;2014;910300029;910000355;;;;;;1;;;;
Q25;2014;910300045;910002419;;;;;;1;;;;
Q25;2014;910300177;910000462;;;;;1;;;;;
Q25;2014;910300219;910003888;;;;;1;3;;;;
Q25;2014;910300276;910019702;;;;;;1;;;;
Q25;2014;910300300;910000538;;;;;;2;;;;
Q25;2014;910300359;910000587;;;;;;;;1;;
Q25;2014;910310010;750052326;;;;;;2;;;;
Q25;2014;910310028;750043994;;;;;;3;;;;
Q25;2014;910803543;910017615;0;0;0;0;2;7;0;0;0;0
Q25;2014;910805357;910001643;;;;;;1;;;;
Q25;2014;910811322;830013678;;;;;;;2;2;;
Q25;2014;920000460;750813321;0;0;0;0;0;1;0;0;0;0
Q25;2014;920000569;920026374;0;0;0;0;1;1;0;0;0;0
Q25;2014;920000577;920110020;4;3;;;2;2;2;7;;
Q25;2014;920000585;920026374;0;0;0;0;0;1;0;0;0;0
Q25;2014;920000601;920110053;1;;;;;;;;;
Q25;2014;920000627;920009909;;;;;;1;;;;
Q25;2014;920000635;920150026;0;1;0;0;0;0;0;0;0;0
Q25;2014;920000650;920150059;;;;;3;9;5;7;;
Q25;2014;920000684;920150091;1;;;;2;5;;;;
Q25;2014;920001096;920001096;;;;;1;1;;;;
Q25;2014;920001369;920710654;1;;;;;;;;;
Q25;2014;920002177;920804465;;;;;;;4;4;;
Q25;2014;920005238;750043994;;;;;1;3;;;;
Q25;2014;920007408;950140012;;;;;;;1;;;
Q25;2014;920007549;920007499;;;;;1;1;;;;
Q25;2014;920016698;930019484;0;0;0;0;0;1;0;0;0;0
Q25;2014;920100013;750712184;0;0;0;0;0;0;3;7;0;0
Q25;2014;920100039;750712184;0;0;0;0;1;0;13;10;0;0
Q25;2014;920100047;750712184;0;0;0;0;0;1;0;0;0;0
Q25;2014;920100054;750712184;0;0;0;0;2;1;2;1;0;0
Q25;2014;920100062;750712184;0;0;0;0;0;0;1;1;0;0
Q25;2014;920120011;750821092;;;;;;3;;;;
Q25;2014;920140027;750720575;1;0;0;0;0;0;0;0;0;0
Q25;2014;920150018;750720492;;;;;;1;;1;;
Q25;2014;920170081;750721391;;;;;;1;;;;
Q25;2014;920300191;920000767;;;;;1;3;;;;
Q25;2014;920300464;910014919;;1;;;;1;;;;
Q25;2014;920300597;920000940;0;1;0;0;0;0;0;0;0;0
Q25;2014;920300712;920810736;;;;;;1;;;;
Q25;2014;920300753;920810736;;;;;1;15;;;;
Q25;2014;920300761;920000973;;;;;;4;;;;
Q25;2014;920300787;920000981;;;;;2;13;;;;
Q25;2014;920300886;750043994;;;;;1;;;;;
Q25;2014;920300985;920810330;;;;;;;5;6;;
Q25;2014;920310034;920001088;;;;;;1;;;;
Q25;2014;920600012;750042590;;;;;;;;1;;
Q25;2014;920803798;920002037;0;0;0;1;0;0;0;0;0;0
Q25;2014;920811635;780140059;;;;;;;;1;;
Q25;2014;930000286;930021480;;;;;1;5;;;;
Q25;2014;930000328;930110051;4;3;;;2;1;15;18;;
Q25;2014;930000344;930140025;;;;;;;;3;;
Q25;2014;930006648;750721235;;;;;;1;;;;
Q25;2014;930011788;930017199;;;;;;1;;;;
Q25;2014;930017512;930019948;;;;;1;1;;;;
Q25;2014;930019203;750043994;;;;;;1;;;;
Q25;2014;930020920;750043408;;;;;;2;;;;
Q25;2014;930021001;440052041;;0;;;;1;;;;
Q25;2014;930023692;750043994;;;;;;1;;;;
Q25;2014;930100011;750712184;0;0;0;0;1;0;0;0;0;0
Q25;2014;930100037;750712184;0;0;0;0;2;3;1;0;0;0
Q25;2014;930100045;750712184;0;0;0;0;0;0;15;9;0;0
Q25;2014;930150057;750808529;;;;;;;1;;;
Q25;2014;930300025;930000393;;;;;2;1;;;;
Q25;2014;930300066;930000401;;;;;;1;;;;
Q25;2014;930300116;930000427;;;;;1;3;;;;
Q25;2014;930300264;930000492;;;;;;3;;;;
Q25;2014;930300553;930000633;;;;;1;2;;;;
Q25;2014;930300595;930000658;;;;;3;3;;;;
Q25;2014;930300645;930000682;;;;;;2;;;;
Q25;2014;930600010;750042590;;;;;;;;1;;
Q25;2014;930706239;930110051;;2;;;;1;2;5;;
Q25;2014;940000573;940110018;3;2;;;;;;;;
Q25;2014;940000599;940110042;6;21;;;3;1;7;25;;
Q25;2014;940000607;940140015;0;1;0;0;0;0;2;3;0;0
Q25;2014;940000615;940140023;;2;;;1;;;1;;
Q25;2014;940000649;940150014;;;;;;;3;8;;
Q25;2014;940000664;940160013;;;;;4;22;4;2;;
Q25;2014;940006679;940017338;;;;;1;2;;;;
Q25;2014;940016868;940016819;2;0;0;0;1;5;0;0;0;0
Q25;2014;940100027;750712184;0;0;0;0;4;8;11;7;0;0
Q25;2014;940100035;750712184;0;0;0;0;0;2;0;2;0;0
Q25;2014;940100043;750712184;0;0;0;0;5;4;2;3;0;0
Q25;2014;940100050;750712184;0;0;0;0;1;4;1;1;0;0
Q25;2014;940120017;750821092;;;;;;2;;;;
Q25;2014;940300031;940000706;;;;;1;;;;;
Q25;2014;940300270;940000771;;;;;1;2;;;;
Q25;2014;940300379;940000805;;;;;;1;;;;
Q25;2014;940300445;940000854;;;;;;2;;;;
Q25;2014;940300551;940000912;;;;;;1;;;;
Q25;2014;940310014;940000979;;;;;2;1;;;;
Q25;2014;940700032;940001027;;;;;;1;1;;;
Q25;2014;940812506;940110042;;3;;;;;;;;
Q25;2014;940813033;940001894;;;;;;6;;;;
Q25;2014;940813090;750043994;;;;;;1;;;;
Q25;2014;950000307;950110015;13;7;0;0;1;0;0;0;0;0
Q25;2014;950000315;950001370;5;12;;;;;;;;
Q25;2014;950000323;950013870;;10;;;;;8;5;;
Q25;2014;950000331;950110049;;3;;;1;1;;3;;
Q25;2014;950000356;950013870;;;;;;;2;;;
Q25;2014;950000364;950110080;7;10;;;;;;;;
Q25;2014;950000398;950140012;;;;;;;3;2;;
Q25;2014;950000406;950150037;;;;;;1;;;;
Q25;2014;950002568;750043994;;;;;;3;;;;
Q25;2014;950150011;940016249;;13;;;;;;;;
Q25;2014;950170019;950003319;;;;;;;1;1;;
Q25;2014;950300152;750052227;;;;;1;;;;;
Q25;2014;950300277;950000547;;;;;2;14;;;;
Q25;2014;950300301;950000562;;;;;1;4;;;;
Q25;2014;950300376;750043994;;;;;;1;;;;
Q25;2014;950420042;750043994;;;;;;1;;;;
Q25;2014;950630012;750721334;0;2;0;0;1;3;0;6;0;0
Q25;2014;950700021;950000760;;;;;;;;1;;
Q25;2014;950807982;950001636;;;;;1;3;;;;
Q25;2014;970100129;970100350;;1;;;;;;;;
Q25;2014;970100137;970100368;;;;2;;1;1;;;
Q25;2014;970100400;970100186;;;;2;;;;;;
Q25;2014;970100418;970100194;0;0;0;0;0;0;2;1;0;0
Q25;2014;970100426;970100202;;;;;;;1;1;;
Q25;2014;970100459;970100244;;;;;;;1;1;;
Q25;2014;970100475;970100277;0;0;0;0;0;0;1;2;0;0
Q25;2014;970100483;970100285;;;;;;;;1;;
Q25;2014;970102596;970100491;;;;;;4;;;;
Q25;2014;970104477;970104451;;;;;;2;;;;
Q25;2014;970108957;970108932;;;;;;1;;;;
Q25;2014;970111217;970111209;;;;;;1;;;;
Q25;2014;970200044;970202164;;;;;2;;;;;
Q25;2014;970200069;970202180;0;1;0;0;0;0;0;0;0;0
Q25;2014;970200077;970202198;;2;;;;;;;;
Q25;2014;970203493;970200457;;;1;;;1;;;;
Q25;2014;970211165;970211157;;;;;3;;;;;
Q25;2014;970300026;970302022;0;0;0;0;0;0;14;17;0;0
Q25;2014;970300083;970302121;0;0;0;0;0;0;1;1;0;0
Q25;2014;970300265;750721334;;;1;;1;;;;;
Q25;2014;970400016;970411005;8;5;0;0;0;0;3;3;0;0
Q25;2014;970400024;970408589;25;12;0;0;1;3;24;12;0;0
Q25;2014;970400057;970408589;0;0;6;7;0;0;6;2;0;0
Q25;2014;970400065;970421038;6;8;0;0;1;2;0;0;0;0
Q25;2014;970406245;970406237;;;;1;;;;;;
Q25;2014;970423000;970430906;;;;1;;2;;;;
Q25;2014;970466751;970400446;;;;;;;;1;;
Q25;2014;980500011;980500003;;;;;;;8;2;;
