BOR;AN;FI;FI_EJ;LIT;JOU;ENT;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2014;530000264;530000371;55;19205;33;;;3;;2;;24;2;;;;;2;;0;;28;;2;;
USLD;2014;530031384;530000074;47;16424;19;0;0;2;0;0;0;10;0;1;0;0;0;6;0;1;0;16;0;1;0;0
USLD;2014;530032788;530000025;56;19930;29;;;;;;;;;;;;;;;;;;;;;
USLD;2014;540000072;540014081;43;15255;44;;;21;17;;;;1;;;;;5;;;;;;3;;
USLD;2014;540000155;540000080;30;10817;42;;;15;;;;;7;;;;;20;;;;30;;7;;6
USLD;2014;540000312;540000114;30;10746;20;0;0;0;3;0;1;4;2;0;0;0;0;10;0;0;6;0;0;2;0;0
USLD;2014;540000395;540000122;60;21472;39;;;6;;;;25;;1;;5;;2;;;;;;;;
USLD;2014;540000668;540006707;56;18048;29;;;;7;;;8;2;;1;;3;8;;;;;;4;;
USLD;2014;540006459;540023264;34;12307;19;;;1;;;;14;2;;;;;2;63;;5;;;1;1;
USLD;2014;540006665;540019007;31;11116;23;;;;1;;2;4;;;;;;16;3;;2;3;;14;;
USLD;2014;540008364;540000049;36;13039;39;0;0;6;4;0;0;0;11;0;2;0;0;16;0;0;2;38;0;;2;
USLD;2014;540009859;570010181;30;7667;8;0;0;3;2;5;3;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0
USLD;2014;540013232;540023264;72;25934;38;;;6;;;;23;4;;2;;;3;110;;41;10;0;1;1;
USLD;2014;550000038;550000046;32;11035;29;;;7;;;;6;;;;0;;16;;;;;;;;
USLD;2014;550000251;550000095;30;10890;7;;;;;;;;;;2;;;5;;251;;;12;;;
USLD;2014;550000434;550003354;30;10382;25;0;0;4;0;1;0;8;0;0;0;0;0;2;0;0;1;13;0;0;0;0
USLD;2014;550003370;550006795;48;14796;26;0;;8;4;;7;8;;0;;0;0;13;;;;400;;;;
USLD;2014;560000127;560023210;60;22021;59;1;0;5;0;3;0;37;0;0;0;0;0;13;;;;;;;;
USLD;2014;560000192;560000044;30;10709;18;;;8;1;;;;5;;;;;4;;;;;;2;;
USLD;2014;560000200;560023210;30;10887;19;0;0;3;3;0;0;11;0;0;0;0;0;3;;;;;;;;
USLD;2014;560000275;560005746;30;5666;14;;;;;;;;;;;;;;;;;;;;;
USLD;2014;560000291;560000085;15;5298;8;;;1;;;;1;;;;;;6;0;0;0;0;0;0;0;0
USLD;2014;560000408;560002065;30;10875;10;;;;1;;;;;;1;;;8;;;7;;;3;1;
USLD;2014;560003980;560005746;55;12022;27;;;;;;;;;;;;;;;;;;;;;
USLD;2014;560010092;560002032;58;21143;7;;;;;;;;;7;;;;;;;;;;1;;
USLD;2014;560012122;560002677;50;18223;2;;;;;;;;;2;;;;;;;;;;;;
USLD;2014;560014219;560014748;30;10332;31;;;;;;;;;;;;;;;;;;;;;
USLD;2014;560015422;560002214;30;10262;21;;;1;9;;;8;;;;;;3;;;;;;2;;1
USLD;2014;570000125;570015099;41;14965;31;;;13;1;;;;8;;4;;;5;;;5;19;;1;;
USLD;2014;570000166;570010173;30;10882;8;;;;;;;8;;;;;;;;;;;;;;
USLD;2014;570000216;570010173;0;4058;0;;;;;;;;;;;;;;;;;;;;;
USLD;2014;570000349;570005165;23;7946;11;;;;;;;7;;;;;;4;;;;;;;;
USLD;2014;570000448;750050759;30;10546;31;;;;;;5;10;8;;;;;8;;;;;;4;;
USLD;2014;570000455;570010173;30;10739;28;;;;8;;;;16;;;;4;;;;;;;;;
USLD;2014;570000489;750050759;60;17290;68;0;0;6;0;6;0;17;0;0;0;0;0;45;0;0;0;0;0;0;0;0
USLD;2014;570000562;570011353;30;10742;33;;;;;;;;;;;;;;;;;;;;;
USLD;2014;570000661;570000158;30;10950;21;;;;;2;;8;;;;;;1;;;;;;;;
USLD;2014;570000893;570000141;30;11280;15;;;;5;;;;1;2;;;;7;;;;;;1;;1
USLD;2014;570000968;570000430;30;10782;7;;;;;;;2;2;;;;;3;;;;;;4;;
USLD;2014;570003079;570010181;60;22;39;;;;;;1;22;5;;;;;11;98;;7;;;;;
USLD;2014;570005215;570005165;37;12902;19;;;2;;2;;13;;;;;;2;;;;;;3;;
USLD;2014;570012369;570011387;30;10611;19;;;;10;;;2;;;;;;7;;;;;;;;
USLD;2014;570020578;570023630;30;10896;9;;;;;1;;2;1;;;5;;;;;;;;1;0;0
USLD;2014;580971646;580780039;108;38696;86;;;10;3;;;60;;;;;;13;;;2;2;;1;;
USLD;2014;580972628;580780039;12;3235;19;;;;;;;;;;;;;19;;;;;;2;;
USLD;2014;580972644;580781136;30;8924;28;;;1;;;;6;10;;2;;;9;;;;;;6;;
USLD;2014;580972651;580780047;30;10783;14;;;;;;;;;;;;;;;;;;;;;
USLD;2014;580972677;580780088;30;10686;14;;;;;;;7;;;;;;7;;;;;;;;
USLD;2014;580972701;580970978;28;9549;25;;;;;;;8;;;;;;17;;;;;;;;
USLD;2014;580972719;580780757;30;10482;26;;;;;;;;;;;;;;;;;;;3;;
USLD;2014;590000014;590780052;30;10488;10;;;3;1;;3;;;;;;;3;;;;;;2;;2
USLD;2014;590000121;590780227;60;21634;19;;;1;;;;10;;;;;;8;;;;;;1;;
USLD;2014;590000337;590781415;80;27351;52;;0;6;;1;;;14;;2;;0;29;0;0;38;20;0;1;0;0
USLD;2014;590000428;590781605;58;19758;56;0;;8;;4;;34;;0;;0;;10;;;;;;6;0;1
USLD;2014;590000451;590781647;40;14158;18;;;;1;;;6;7;;;;;4;;;;;;;;
USLD;2014;590000469;590781662;30;10249;22;;;4;1;;;21;2;;;;;2;;;;;;4;4;
USLD;2014;590000477;590781670;38;13793;18;;;1;;1;;14;;;;;;2;;;5;;;2;;
USLD;2014;590000527;590781795;30;9290;23;0;0;4;0;4;0;9;4;0;0;0;0;2;0;0;0;0;0;4;0;0
USLD;2014;590000592;590782165;60;29320;55;;;;;;;53;1;;;;;1;0;0;0;10;0;3;3;4
USLD;2014;590001004;590783239;60;19458;21;;;;2;;;8;8;;;;;3;;;;;;2;;1
USLD;2014;590001582;590785663;60;19386;39;;;;3;;;27;2;;;;;7;;;;;;0;;
USLD;2014;590044632;590782421;30;10067;14;;;;;4;;9;;;;;;1;;;;;;;;
USLD;2014;590788865;590782421;60;20729;17;;;;;4;;11;1;;;;;1;;;;;;;;
USLD;2014;590791091;590780193;120;38688;31;;;;;3;;20;3;;2;;;3;0;0;0;0;0;0;0;0
USLD;2014;590791323;590782637;60;19764;20;;;;3;1;;15;;;;;;1;2;1;;;;;;
USLD;2014;590804696;590781902;60;21680;27;0;;0;;3;;15;;0;;0;;30;47;0;0;53;23;24;;
USLD;2014;590812186;590782421;30;9786;14;;;;;;;;;;;;;;;;;;;;;
USLD;2014;590812749;590782215;90;31981;37;0;0;0;5;0;1;8;3;1;0;0;0;19;;;;;;9;2;0
USLD;2014;600000020;600100085;30;10846;12;;;;;;;6;2;;;;;4;;;;;;;;
USLD;2014;600000046;600100127;30;10800;21;0;0;0;0;0;0;8;3;0;0;0;0;10;0;0;0;0;0;0;0;0
USLD;2014;600000053;600101984;73;26555;33;1;;1;;2;;18;;;2;;;9;;;20;10;;1;2;
USLD;2014;600000152;600100572;86;29612;35;0;0;0;2;0;0;27;1;0;2;0;0;3;;;4;;;;5;1
USLD;2014;600000186;600100648;88;31579;40;0;0;0;0;0;0;21;7;0;0;0;0;12;0;0;0;0;0;9;0;0
USLD;2014;600000285;600100721;47;17018;20;;0;;;;;;;;;;;;;;;;;;;
USLD;2014;600001184;600108948;31;11121;30;;;;;;;;;;;;;;;;;;;2;;
USLD;2014;600100101;750712184;94;31380;44;;;;;;;42;;;;;;2;;;;;;5;4;1
USLD;2014;600105381;600106611;51;18228;22;;;;4;;;12;;;;;;6;;;;;;3;;
USLD;2014;600107494;600100713;100;35594;31;0;0;0;0;5;0;10;2;0;1;0;0;13;0;0;0;19;0;5;2;0
USLD;2014;600107668;600100721;73;26373;30;0;0;2;0;2;0;4;1;0;0;0;0;80;0;0;0;0;33;3;4;0
USLD;2014;610000044;610780074;30;10464;26;1;;1;;0;;14;5;0;;0;;5;1540;0;;;;9;;
USLD;2014;610784050;610780082;110;38331;48;1;;3;;;;28;2;;1;;;13;;;14;6;;;;
USLD;2014;620000067;620100081;30;12619;9;;;;;;;2;;1;;;;6;;;20;;;2;;
USLD;2014;620000224;620100651;60;21135;54;;;8;;;;19;10;;;;;16;;;;3;;2;;
USLD;2014;620000240;620100677;60;21079;48;;2;;;20;3;15;2;;;;;6;;19;;;;2;1;
USLD;2014;620000257;620100685;48;17034;48;15;;15;96;17;;10;;;;;;;;;;;;;;
USLD;2014;620000299;620101295;30;10187;13;;;3;;;;;;;;;;;;;;;;;;
USLD;2014;620000323;620101337;30;10574;23;;;2;;3;;5;;;;;;8;;;;4;;1;;
USLD;2014;620000349;620101360;50;17890;20;;;3;2;2;;6;1;;2;;;5;;;3;4;;;12;
USLD;2014;620000653;620103440;60;20680;49;0;0;2;1;1;0;31;0;2;0;0;0;6;0;0;0;12;0;7;;
USLD;2014;620003350;620001834;40;13032;40;0;;13;;6;;17;;0;;0;;4;0;0;0;28;0;5;1;0
USLD;2014;620106625;620020859;40;14074;23;;;;7;;;13;2;;;1;;;;;;;;2;;
USLD;2014;620108357;620103432;30;9663;23;0;;2;4;1;;10;3;1;;2;;;;;;;;2;;
USLD;2014;620111195;620100057;110;40965;25;;;1;2;;;19;;;;;;3;;;;27;;1;;
USLD;2014;620115402;620100461;30;4597;11;;3;;;;2;;;;;;;;;;;;;;;
USLD;2014;630000016;630180032;20;7187;9;0;0;3;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2014;630000412;630780997;40;14075;21;0;;1;;0;;12;;0;;0;;8;0;331;0;146;20;6;0;0
USLD;2014;630000420;630781003;29;9678;61;0;;25;;12;;8;;;;;;17;;;;;;15;4;0
USLD;2014;630000446;630781029;30;10910;10;0;;1;;0;;8;;0;;0;;1;;;;;;3;0;0
USLD;2014;630000560;630781367;66;23864;36;;;;;;;;;;;;;;0;0;0;3;0;;;
USLD;2014;630781821;750043994;24;7764;4;;;;1;;;;;2;;;;1;;;;;;1;;
USLD;2014;630787034;630780989;110;39622;41;;;;;;1;31;;1;;3;2;;0;0;0;3;0;6;2;
USLD;2014;630790384;630786754;44;16022;9;;;;;;;;;;;;;;1;;;;;2;;
USLD;2014;640000162;640780417;74;26544;41;;;2;2;2;;7;15;;;;;9;;;;;;5;;
USLD;2014;640000402;640780813;52;18401;34;0;0;8;1;12;0;11;0;0;0;0;0;2;0;0;2;17;0;0;1;0
USLD;2014;640000410;640780821;56;19245;34;0;0;8;1;5;0;13;0;0;0;0;0;7;0;0;0;0;0;;;
USLD;2014;640000600;640781290;80;26635;54;;;5;1;13;;32;2;;;;;1;126;;;3;;;2;5
USLD;2014;640003836;640791976;20;7237;9;;;;;;;;;;;;;1;;;;;;;;
USLD;2014;640780755;640780417;76;26913;42;;;;;;;;;;;;;;;;;;;;;
USLD;2014;640786281;640791976;60;21614;38;;;;1;;;;2;;4;;;3;;;;;;;;
USLD;2014;650000045;650780158;33;12148;27;;;;1;;;18;;;;;;8;;;3;1;;4;;
USLD;2014;650000060;650780174;66;24181;44;;;11;;3;;;3;2;;;;22;;;;;;4;12;
USLD;2014;650780141;650783160;47;16899;31;;;;;;;;;;;;;;;;;;;;;
USLD;2014;650780182;650783160;101;35940;45;;;;;;;;;;;;;;;;;;;;;
USLD;2014;650786668;650780166;36;12930;16;;;1;;;;13;;;;2;;;;;;;;;;
USLD;2014;660000084;660780180;38;13596;24;;;1;;1;;19;2;;;;;1;;869;;;44;3;;
USLD;2014;660000167;660780271;40;14454;28;;;7;3;;1;5;;;;;;12;;;;;;9;;
USLD;2014;660007261;340019363;15;4751;11;;;6;1;;;4;;;;;;;;;;;;;;
USLD;2014;660781444;660780180;160;54861;63;2;;2;;5;;23;12;1;;;;7;;;;;;;;
USLD;2014;670000041;670780071;30;10514;30;0;0;0;4;0;0;9;0;0;0;0;0;17;0;0;0;0;0;0;0;0
USLD;2014;670000058;670013366;72;26093;13;;;;;;;;;;;;;;;;;;;;;
USLD;2014;670000157;670780337;31;10884;20;;;;1;9;;8;;;;;;2;;9;;4;;2;;
USLD;2014;670000165;670780345;30;10849;9;;;;1;;;5;;;;;;3;1;;6;;;;;
USLD;2014;670000215;680000643;45;16384;25;0;;3;;0;;16;;0;;0;;6;1;4;2;12;2;1;0;0
USLD;2014;670000306;670780584;104;36931;98;0;0;0;76;23;3;30;7;0;0;0;0;15;0;0;30;34;0;2;2;0
USLD;2014;670000348;670780642;30;10950;12;;;;1;;;10;1;;;;;;;;;;1;1;;
USLD;2014;670000397;670780691;45;16241;14;0;0;1;1;1;4;0;4;0;0;0;0;3;0;0;0;5;0;0;0;0
USLD;2014;670000603;670781152;40;14305;84;;;;7;;;;7;2;;;;3;0;0;9;1;0;2;;
USLD;2014;670002278;750043994;45;12684;57;0;;30;;3;;3;;0;;0;;21;;;;1;;1;;
USLD;2014;670014992;670780139;30;10643;20;;;4;;;;12;1;;;;;;;;;;;3;;
USLD;2014;670799550;670780055;108;43937;80;0;0;18;1;18;0;12;9;0;1;0;0;21;0;0;20;0;0;0;1;0
USLD;2014;680000122;680000346;30;10760;22;;;;2;;;;;;;;;20;10;;30;5;;;;
USLD;2014;680000312;680015963;30;10802;21;;;3;;;;7;;;;11;;;;;;;;1;1;
USLD;2014;680000544;680000395;25;8771;13;;;2;1;4;;6;;;;;;;0;0;0;1;0;1;0;0
USLD;2014;680000627;680000486;30;10789;15;;;;;1;;14;;;;;;;;;3;;;5;1;
USLD;2014;680000767;680001088;48;17259;31;0;;7;;;;18;;1;;0;;5;;;;;;;;1
USLD;2014;680000833;680001138;46;16483;25;;;;4;;;17;;;;;;4;;;;;;6;;2
USLD;2014;680000882;680016011;30;10745;35;;;;;6;4;10;7;;;;;8;;;;;;1;;
USLD;2014;680003324;680014495;80;28511;58;;;;6;;;;4;;;;;2;;;;;;8;3;
USLD;2014;680004553;680000486;108;38665;73;;;10;;23;;32;;;;;;8;;;;;;4;4;
USLD;2014;690000245;690780432;93;32546;50;;;;;;;50;;;;;;;;;14;;;1;;
USLD;2014;690000609;690010749;30;10733;25;0;0;1;3;0;1;15;0;0;0;0;0;5;0;0;0;1;0;4;3;1
USLD;2014;690000773;690782925;85;30768;55;;1;;1;;;31;1;;;;;21;0;0;0;0;0;3;;
USLD;2014;690780150;690000104;30;10745;16;;;;;;;11;5;;;;;;;;;;;1;0;0
USLD;2014;690782420;690793633;33;12006;11;;;;6;;;4;;;;;;1;;;;;;1;1;
USLD;2014;690784194;690781810;54;19368;79;;;;;1;;24;;;;;;;0;0;0;0;0;3;;
USLD;2014;690787429;690781810;59;21161;86;;;4;;;;22;1;;;;;;0;0;0;0;0;;;2
USLD;2014;690787452;690781810;132;44723;184;0;0;1;0;1;0;52;2;0;0;0;0;6;0;0;2;10;3;3;;1
USLD;2014;690787478;690781810;155;55868;198;;;;2;;3;24;10;;;0;0;1;;;;;;4;2;
USLD;2014;690791132;690001912;60;21947;83;0;0;0;64;;;;9;;;;;10;;;4;15;;7;3;
USLD;2014;690801709;690802715;60;21700;35;0;;4;;16;;14;;1;;0;;;0;0;9;1;;7;0;0
USLD;2014;690802251;690782222;40;14491;21;;;1;;;;10;6;;;;;4;;;;11;;;;
USLD;2014;690802913;690005038;63;21980;23;;;;3;18;;;;;;;;2;;;;21;;;;
USLD;2014;690803093;690780564;30;10657;15;;;;;;;;;;;;;;;;;;52;104;;
USLD;2014;700784341;700004096;30;10945;3;;;2;;;;;;14;;;;14;;;;;;1;;3
USLD;2014;710972282;710781451;54;18600;49;;;19;2;;1;21;2;;;;;4;;;;;;1;1;1
USLD;2014;710972365;710780644;70;24918;27;;;;;6;;9;4;;;;;4;;;;;;;;2
USLD;2014;710972423;710780263;90;31489;28;;;9;;1;;2;;;;;;16;;;;;;;;
USLD;2014;720000033;720000025;64;23195;58;;;1;;9;;33;9;;1;;;6;0;0;4;2;0;12;2;0
USLD;2014;720000124;720000066;30;10448;30;;;14;;;;4;;;;1;;9;;;;;;1;;
USLD;2014;720000314;720000090;20;7297;18;;;;;;;;;;;;;;;;;;;;;
USLD;2014;720000470;610780082;30;10717;20;1;;2;;2;;6;1;;;;;8;;;15;;;;;
USLD;2014;720000520;720000140;55;19615;16;;;1;;;;8;1;;2;;;4;;;;;;2;;
USLD;2014;720000801;720002054;30;10834;25;0;0;0;0;0;0;0;7;0;0;0;0;18;0;0;0;0;0;3;1;0
USLD;2014;720005909;720000025;126;45789;55;0;0;2;0;1;0;32;10;0;1;0;0;4;0;0;25;0;0;7;3;0
USLD;2014;730000049;730002839;30;10769;22;;;7;;4;;6;;;;;;5;;30;1;2;;;1;
USLD;2014;730000080;730780103;30;10966;17;;;8;;;;2;2;;;;;1;;;;8;;1;;
USLD;2014;730000098;730780111;30;10649;24;;;;;5;;13;;;;;;6;;;;;;4;;
USLD;2014;730783552;730000015;51;18436;25;;;;;;;;;;;;;;;;;;;;;
USLD;2014;730785276;730002839;30;10660;13;;;2;;;;2;2;;;;;7;;;;;;1;;
USLD;2014;740000286;740781190;30;10317;47;;;16;;;;2;;;;4;;;;;;;;;;
USLD;2014;740000302;740781133;30;10646;15;;;2;;6;;6;;;;;;1;;;;;;1;;
USLD;2014;740000401;740781893;50;17370;49;;;;;;;;;;;;;;;;;;;;;
USLD;2014;740001847;740780168;40;14126;8;0;0;1;1;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2014;740011481;740781133;80;28740;51;1;;14;1;9;;13;8;1;;;;4;;;;6;;1;1;
USLD;2014;740788070;740790381;30;10792;15;;;1;;1;;;2;;;;;5;;1;;;;2;;
USLD;2014;740789532;740781208;45;15990;27;;;;;;;13;3;;;;;11;;;;;;2;;
USLD;2014;750041543;750712184;75;26691;26;;0;;0;;26;;0;;0;;0;0;;;;;;1;0;0
USLD;2014;750100042;750712184;78;28020;28;;;;;;;28;;;;;;;;;;21;;;;
USLD;2014;750100083;750712184;32;11511;26;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2014;750100125;750712184;37;13015;16;;;1;;;;7;3;;;;;5;;;;;;;;
USLD;2014;750100216;750712184;159;56560;65;;;;;;;;;;;;;;;;;;;;;
USLD;2014;750100299;750712184;317;101381;92;;;;;;;;;;;;;;;;;;;;;
USLD;2014;750150377;750721334;78;27525;28;;;2;;;;19;6;;;;;;;;;;;;;
USLD;2014;750801441;750712184;390;139683;167;;;2;;;;157;6;;;;;2;;;;36;;28;;
USLD;2014;760000141;760780239;110;39900;22;;;;;1;;9;1;;;;;11;0;0;0;0;0;;;
USLD;2014;760000356;760780726;154;55206;123;;;68;;19;;10;;1;;;;25;;;;10;;19;6;
USLD;2014;760000380;760780759;35;12843;17;;;;;;;2;1;;;;;;;;;;;14;;
USLD;2014;760023671;760780239;70;25196;21;;;1;;;;13;;;;;;7;4;0;0;1;0;0;0;0
USLD;2014;760033803;760780213;36;12517;27;;;;16;;;7;;;;;;4;;;;;;;;
USLD;2014;760783530;760780239;90;32052;30;;;2;;;;16;;;;;;12;;;90;;;1;;
USLD;2014;760800938;760780023;130;46272;77;3;;3;7;15;;23;2;0;;0;;3;;;;;;;;
USLD;2014;760806950;760780734;40;14338;31;0;0;6;0;;0;17;1;0;0;0;0;;0;0;0;0;0;4;0;0
USLD;2014;770000156;770110054;41;14410;29;1;0;4;1;4;0;11;3;0;0;0;0;5;0;0;0;9;0;5;4;0
USLD;2014;770000164;770110062;85;30289;62;;;9;9;;;6;;;;;;;;;;;;2;3;
USLD;2014;770000214;770130052;38;13844;19;;;2;;1;;6;1;1;;;;8;19;;;12;;3;;
USLD;2014;770813814;770130037;110;36840;65;;;;9;;;;41;;1;;;14;;;;;;2;;
USLD;2014;770814622;770700185;60;21316;28;;;;;;;24;1;;;;;2;;;20;5;;2;;
USLD;2014;780000287;780110011;50;18064;15;;;;;;;5;;;;;;10;;;;;;2;;
USLD;2014;780000303;780110037;90;30963;54;;;;;4;6;32;5;;2;;;5;0;0;105;36;0;6;1;
USLD;2014;780000311;780001236;97;32931;28;;;1;3;;;11;5;;;;;8;118;10;;14;;5;;
USLD;2014;780000337;780001236;39;13568;24;0;0;2;0;0;0;10;2;0;0;0;0;10;0;0;0;0;0;1;0;0
USLD;2014;780000352;780110094;60;20649;14;;;;5;;;3;3;;;;;3;;;;;;;;
USLD;2014;780000360;780130019;40;13932;28;0;0;0;10;0;8;0;13;0;0;0;0;5;0;0;1;18;0;1;2;0
USLD;2014;780000378;780130027;30;10594;14;;;3;3;;;;1;;;;;7;;;;4;;2;;
USLD;2014;780150033;780020715;48;13618;31;;;;17;;;;8;;;;6;;;;;;;;;
USLD;2014;780822748;780002697;32;11058;16;;;1;;;;11;;;;;;;2;0;0;5;0;;;
USLD;2014;790000087;790000012;71;18183;35;1;;7;1;2;;8;;9;;;;7;;;0;7;0;4;1;
USLD;2014;790000111;790000046;35;11013;35;;;10;;;;9;8;;;;2;;;;;;;6;0;
USLD;2014;790000145;790000079;30;8608;29;;;;1;;;25;;;;;;3;;;;;;3;;
USLD;2014;790003537;790006654;27;8813;27;;;19;;;;6;1;;;;;1;;;;5;;;3;
USLD;2014;790007884;790006654;28;9484;14;0;;3;;0;;6;2;0;;0;;2;;;;;;;;
USLD;2014;790009369;790006654;30;9234;27;;;;16;;;;7;;;;;4;;;;;;;;
USLD;2014;800000200;800000051;30;10423;39;;;3;;;;28;;;;;;;;;;;;;;
USLD;2014;800000226;800000069;35;12462;19;;;2;1;;;8;;;;;;8;0;0;0;6;0;0;0;0
USLD;2014;800000275;800000077;30;10675;37;;;;1;;;3;;;;;;33;;;;;;27;;
USLD;2014;800000390;800000085;30;9916;19;0;;5;;0;;7;;0;;0;;7;;;;;;2;0;0
USLD;2014;800000507;800000135;68;23677;39;;;4;;;;17;8;;;;;10;0;0;0;0;0;7;1;
USLD;2014;800000614;800000044;190;66389;79;;;2;1;25;;28;5;;1;;;14;;;;18;73;6;2;6
USLD;2014;800004152;800000093;30;10540;12;;;;;;;10;;;;;;2;0;0;0;;0;2;;
USLD;2014;800009417;800000085;35;12606;24;4;;;5;9;;;;;;;;6;;;;;;1;3;0
USLD;2014;810000505;810000331;74;26233;45;1;;;;2;;12;9;11;;;;10;;;;12;;6;;
USLD;2014;810000513;810000349;29;9521;74;;;17;13;;;5;13;;;;;26;;;;;;8;35;1
USLD;2014;810000562;810000455;60;21856;25;0;0;3;0;0;0;17;0;0;0;0;0;5;0;0;8;8;0;0;0;0
USLD;2014;810099838;810000380;50;17297;52;;;20;2;;;25;1;;;;;4;;;;;;5;;
USLD;2014;810100370;810000380;70;25493;12;;;1;;;;5;3;;1;;;2;0;0;0;0;0;2;0;0
USLD;2014;820000032;820000016;30;10187;24;0;0;15;0;7;0;9;0;1;0;0;0;20;0;0;0;2;0;1;0;0
USLD;2014;820000438;820000214;35;11906;60;;;;;;;;;;;;;;0;0;0;0;0;;;
USLD;2014;830000279;830100517;46;15837;24;;;;;;;13;6;;;;;5;;;;;;0;;
USLD;2014;830000337;830100590;40;14400;35;0;0;5;;0;0;0;0;0;0;0;0;16;0;0;0;0;0;1;0;0
USLD;2014;830013629;130002041;26;9049;15;;;;;;;;;;;;;;;;;;;;;
USLD;2014;830017372;750721235;100;34719;44;;;;2;;7;21;7;;;;;7;;;10;6;;8;4;
USLD;2014;830100608;830100616;14;5035;14;;;;;;;1;2;;;;;8;;;;;;5;;
USLD;2014;830100764;440052041;40;14812;10;;;;;1;;6;;;;3;;;;;;;;;;
USLD;2014;830202743;830100616;36;13091;27;;;;1;;;1;15;;;;;8;;;;68;;3;;
USLD;2014;830212734;830008819;30;10374;307;;;3;226;;;2;1;;;;;48;;;;;;55;;
USLD;2014;830212783;830002432;23;7289;24;0;;4;;0;;16;;0;;4;;24;0;0;0;0;0;8;0;0
USLD;2014;830213880;830100566;30;10740;20;0;0;1;;1;;12;;0;;0;;6;0;0;1;13;0;3;0;0
USLD;2014;830213989;830100525;35;12542;22;;;4;;1;;;1;;;;;13;1;;;4;;3;;
USLD;2014;840000392;840000046;30;10755;21;;;10;;5;;;1;;;;1;4;0;0;2;0;0;2;;
USLD;2014;840000418;840004659;33;10792;46;;;20;17;;;7;2;;;;;;;;;;;1;;
USLD;2014;840000483;840000087;30;10862;26;;;2;;;;11;;;;;;12;0;0;0;0;0;;;14
USLD;2014;840000491;130041916;50;18051;23;;;;;;;20;;;;;;2;;;;;;;;5
USLD;2014;840001861;840006597;67;24235;16;;;;;;;16;;;;;;;;;;;;;;2
USLD;2014;840007579;840000012;40;13579;41;;;4;3;;;11;3;;;;;19;;1;;;;7;;
USLD;2014;850000142;850000019;80;28834;31;;;;;;;23;1;;;;;6;80;;30;11;;1;1;
USLD;2014;850000209;850000019;30;10648;18;4;;2;1;;;7;;;;;;4;;;3;3;;;;
USLD;2014;850000233;850009010;30;10464;41;1;;1;;;;32;;;;;;7;0;0;2;5;0;4;0;1
USLD;2014;850000647;850011453;42;14891;33;0;0;0;3;0;0;16;0;0;0;0;0;10;0;0;0;10;0;3;0;0
USLD;2014;850001116;850020280;34;8028;0;;;;;;;;;;;;;;;;;;;;;
USLD;2014;850003377;850009010;30;10639;17;;;1;;;;11;;;;;;5;0;0;2;3;0;0;0;0
USLD;2014;850021049;850000084;60;21497;26;0;;;1;2;;4;;0;;0;;19;;;;;;3;;
USLD;2014;850021866;850000092;25;8963;5;;;;1;;;;;4;;;;;;;30;;;;1;
USLD;2014;850022013;850000100;21;7418;7;;;;4;;;2;;;;;;1;;;;1;;1;;
USLD;2014;860000033;860013382;30;10890;7;;;;;;;2;;;;;;5;0;0;0;16;0;0;0;0
USLD;2014;860000058;860780097;42;14637;40;;;9;5;;;18;2;;2;;;4;;;;14;;;;
USLD;2014;860000223;860013077;97;34587;83;;;;1;3;;75;;;2;;;2;;;;;;;;
USLD;2014;860011014;860013077;30;10616;32;;;;;2;;23;1;;;;;6;;;;;;;;
USLD;2014;860785682;860013382;60;20903;57;0;0;5;0;5;0;23;1;0;0;0;0;19;0;0;21;13;0;11;1;0
USLD;2014;870000270;870000031;40;14356;85;0;0;8;8;11;0;42;1;0;0;0;0;15;0;0;0;0;0;26;2;
USLD;2014;870000551;870014503;39;13787;38;;;;;;;;;;;;;;;;;;;;;
USLD;2014;870000601;870014248;30;10990;54;;1;26;4;;1;8;;;1;;;1;;;;;;13;;5
USLD;2014;870001567;870014503;45;16172;32;;;;;;;;;;;;;;;;;;;;;
USLD;2014;870003514;870000015;114;41416;79;0;0;13;3;1;0;48;2;0;7;0;0;2;0;0;;2;0;12;4;0
USLD;2014;870005931;870000023;60;21739;45;;;2;2;;;26;3;;1;;;11;;;;;;7;;
USLD;2014;870008042;870000015;138;50117;101;0;0;18;7;0;0;43;2;0;5;0;0;17;0;0;;8;0;11;6;0
USLD;2014;880000039;880780069;25;7408;24;;;8;2;;;7;;;;1;;6;;;;20;;;;
USLD;2014;880000070;880007299;30;10396;40;0;0;5;3;5;0;20;0;0;0;0;0;7;0;0;0;0;0;11;1;0
USLD;2014;880000104;880780259;30;8840;26;;;1;3;;;14;5;;;;;3;;;;11;;4;;
USLD;2014;880000336;880007059;30;10598;14;2;;;1;;1;10;;;;;;;;;;;;;;
USLD;2014;880786637;880780093;24;8507;19;;;4;;;;10;;;;;;2;42;0;2;0;0;0;0;0
