BOR;AN;FI;FI_EJ;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT;FILACT_INT;dt_NOUV_INT;SEJ;RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_PNM;EFFPL_PNMDOU;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT;FILACT_EXT;dt_NOUV_EXT;EFFPA_PM;EFFPA_PMDOU;EFFPA_PNM;EFFPA_PNMDOU;CONS_PSY18;ACT_INF18;CONS_MED18;FILACT18;dt_NOUV18;ETP_PM;ETP_PMDOU;ETP_PNM;ETP_PNMDOU
DOULEUR;2014;600000467;600101984;Consultation;;;381;82;50;0;12;3;0;6;0;618;454;982;526;197;0;0;0;0;0;1;8;5;3;0.72;0.7;3.4;1
DOULEUR;2014;600113476;600100721;Consultation;54;270;;;;0;;1;0;3;0;712;893;1959;829;1177;1;0;3;1;0;75;17;10;261;0.53;0;3.31;0.89
DOULEUR;2014;610000051;610780082;;2;;13;;10;0;15;;;1;1;694;508;1508;486;171;1;;2;1;2;;2;2;;0.8;;2.9;1.9
DOULEUR;2014;610000069;610780090;Consultation;;152;74;37;;0;;;;;;278;1194;664;268;119;2;1;4;1;;;;4;;0.7;0.6;1.8;0.3
DOULEUR;2014;610000119;610780165;Consultation;;;;;;0;10;;;1;;282;677;629;452;144;2;;3;;;;5;;;1;;1.53;
DOULEUR;2014;620000026;620003814;Centre;1189;2500;211;156;126;1280;;3;3;21;14;857;15;4249;3111;1128;3;;4;;10;;20;5;5;3.8;3;22.7;14
DOULEUR;2014;620000034;620100057;Consultation;50;62;37;37;37;0;3;0;;1;1;212;1117;1029;761;458;1;1;1;1;;1;1;;1;0.4;0.4;1.75;1.75
DOULEUR;2014;620000059;620100073;Consultation;;;;;;;;;;;;;;20;10;5;1;;;;;;;;;0.2;;;
DOULEUR;2014;620000224;620100651;;;;;;;453;;2;2;1;;;;3109;1261;;5;;3;;;;;;;2.88;2;2;
DOULEUR;2014;620000257;620100685;Consultation;15;1298;359;545;331;0;;;;;;548;1243;1690;1050;487;;;;;;;;;;;;;
DOULEUR;2014;620000349;620101360;;12;55;194;103;97;0;;2;;;;158;446;510;219;176;1;;;;;;;;;0.2;0.2;0.46;
DOULEUR;2014;620000653;620103440;Consultation;12;82;37;33;24;0;83;1;;2;;364;645;1051;487;328;2;;3;;50;24;78;51;1;0.67;;2.56;
DOULEUR;2014;630000404;630780989;Centre;;;;;;0;;1;;5;;509;225;5403;2037;;3;;3;;;;;;;2.2;;6.5;
DOULEUR;2014;630000420;630781003;Centre;;52;25;;;0;2;;;;;15;61;671;;130;1;1;1;1;;;1;;;0.5;0.5;0.4;0.4
DOULEUR;2014;630000479;630781110;Consultation;0;0;355;;;0;;1;1;;;0;0;935;;;1;;;;0;0;;;;0.82;0.6;0;0
DOULEUR;2014;640000162;640780417;Consultation;;2;5;;;0;63;1;0;2;0;249;1085;1155;454;45;2;0;1;0;;;;;;1.32;0;2.25;0
DOULEUR;2014;640000600;640781290;Consultation;0;0;30;30;;0;;0;0;2;1;348;928;705;347;188;1;1;1;0;4;2;8;4;;0.5;0.5;2.5;1
DOULEUR;2014;650000417;650783160;Centre;1;;2;1;1;0;;4;;1;;248;;922;303;175;;;1;;0;;13;4;4;0.64;;1.3;
DOULEUR;2014;660000084;660780180;Consultation;;;13;;;0;10;1;;2;1;1001;1251;1172;1532;;;;;;;;7;7;;1;;2.13;1
DOULEUR;2014;670000025;670780055;;;;460;;;197;62;1;1;1;;1385;810;6021;;;11;7;1;;0;0;;;;5;4.5;1.8;
DOULEUR;2014;670783273;670780055;Centre;;;460;;;0;62;1;1;3;;1385;810;6021;;;11;7;1;;;;;;;5;4.5;3.72;
DOULEUR;2014;670797539;670014604;Consultation;;;2526;634;214;58;;;;;;;;;;;4;;2;;;;;;;2.23;;0.5;
DOULEUR;2014;680000577;680000411;Consultation;;;81;62;53;0;;;;5;;;939;2704;814;436;2;1;2;;;;;;;0.35;0.3;3.42;
DOULEUR;2014;680000601;680000437;Centre;2;;6;6;5;217;4;;2;;;6;348;3702;463;322;2;;8;2;;;1;1;1;1.8;2;3;0.66
DOULEUR;2014;680000684;680000973;Centre;17;427;786;408;40;127;40;1;1;1;;259;529;4080;1469;1005;2;1;5;3;0;5;34;14;13;1.7;1.5;3.5;1.5
DOULEUR;2014;680004546;680000486;Centre;621;2;91;360;;2;1;1;1;1;1;148;739;4772;1507;610;2;1;4;;;;26;;12;1.4;1.2;3.1;1
DOULEUR;2014;690000880;690783220;Consultation;98;600;761;407;102;0;312;2;2;5;3;221;871;1474;656;94;2;2;0;0;0;3;20;13;5;1.48;1.48;3.76;2.34
DOULEUR;2014;690780093;750821092;;94;;41;;;0;;;;;;;;646;314;;;;;;;;5;;;;;;
DOULEUR;2014;690780416;690031190;Consultation;;;;;;0;;0;0;;;;;;;;1;1;;;;;;;;0.1;0.1;;
DOULEUR;2014;690781836;690006598;Consultation;120;;876;317;298;0;41;1;1;6;1;48;;1719;1104;490;1;1;0;;;;;;;1.4;1.4;1;0.1
DOULEUR;2014;690783154;690781810;Consultation;;;4;4;;0;;;;;;;;188;141;;;;;;;;;;;;;0.77;0.34
DOULEUR;2014;690784137;690781810;Consultation;86;;272;226;167;0;;1;0;0;0;630;107;1116;554;231;4;3;4;1;0;0;5;4;4;1;0.4;1.5;0.25
DOULEUR;2014;690784152;690781810;Consultation;;;52;45;45;0;34;0;0;0;;36;;1611;650;391;6;6;4;;0;;4;2;0;0.9;0.9;2.15;
DOULEUR;2014;690784178;690781810;Centre;0;25;411;92;31;549;22;1;1;3;2;757;459;2616;1071;510;5;5;3;1;316;215;491;187;99;2.3;2.3;4.8;
DOULEUR;2014;690784194;690781810;Consultation;;;75;66;;0;;;;;;;;29;28;;;;;;;;;;;;;;
DOULEUR;2014;690796727;690796727;Centre;16;17;33;10;4;;;1;;4;;502;539;564;160;75;2;1;7;;;4;;;;0.62;0.4;5.81;0.67
DOULEUR;2014;690805361;690805353;Consultation;187;478;1062;850;;0;;2;;1;;211;460;2215;844;252;5;4;2;1;0;1;10;11;2;1;0.64;1.53;0.54
DOULEUR;2014;700000029;700004591;Consultation;;92;34;;;0;3;1;;3;;253;273;334;321;133;;;;;;;;;;0.5;;2.15;
DOULEUR;2014;710010067;710780644;Consultation;;;;;;0;;;;3;3;0;205;143;89;75;1;1;;;0;0;0;0;0;0.03;0.03;1.3;1.3
DOULEUR;2014;710978289;710780263;Centre;;75;7;;;411;8;;;3;;317;299;1737;874;397;3;;3;;;;10;8;4;1;;2.77;
DOULEUR;2014;710978313;710976705;Consultation;;;683;633;592;0;;1;;2;;;;1408;410;234;;;;;;;29;18;5;0.5;;0.85;
DOULEUR;2014;720000033;720000025;Centre;;;;;;0;11;;;2;1;380;549;2195;912;374;;;3;1;;;294;;89;1;1;2.6;1.1
DOULEUR;2014;720000199;720000595;Consultation;29;87;53;;;0;12;;;;;41;120;292;147;121;2;2;4;4;;;;;;;;1;1
DOULEUR;2014;720000413;720008390;Consultation;;;;;;;;1;1;1;1;0;28;55;27;14;;;;;;;;;;0.03;0.03;0.03;0.03
DOULEUR;2014;720001437;720006022;Consultation;;;;;;0;;;;;;;;112;48;32;2;;2;2;;;;;;0.07;;0.42;0.42
DOULEUR;2014;720016179;720016724;Consultation;;;;;;0;;1;1;;;13;54;256;108;54;1;1;1;;;;;;;0.8;0.8;0.2;
DOULEUR;2014;720017748;720000561;Centre;;;;;;0;4;;;;;;1409;1494;644;337;4;;6;;;;0;;;1.5;;4;
DOULEUR;2014;730000031;730000015;Consultation;198;650;1040;198;299;125;97;;;1;;344;925;929;237;225;5;3;5;2;5;7;14;5;5;1.1;0.55;3.15;1.05
DOULEUR;2014;730004298;730010048;Consultation;;;103;82;82;0;;;;;;;;;;;1;1;1;1;;;;;;0.1;0.1;0.1;0.1
DOULEUR;2014;730783644;730780111;Centre;;;596;485;;0;;2;2;1;1;;;1557;822;;1;0;2;1;;;;;;0.8;0.5;1.14;0.45
DOULEUR;2014;740000237;740781133;Centre;;;;;;0;20;3;0;4;0;156;703;2362;1005;568;3;0;5;0;2;16;97;54;40;1.18;0;3.14;0
DOULEUR;2014;740000302;740781133;Centre;;;;;;0;0;0;0;0;0;;;230;129;125;0;0;1;0;;;1;1;1;0;0;0.5;0
DOULEUR;2014;740000328;740790381;;133;57;;;;0;;;;;;;47;2783;85;;;1;3;2;;;;;;;0.15;0.72;0.64
DOULEUR;2014;740781141;740790258;Consultation;;8;55;37;;0;;;;;;170;;387;177;107;2;;1;;;;1;;;0.2;;0.2;
DOULEUR;2014;750000499;750140014;Centre;23;188;132;;;169;47;0;0;3;1;437;250;2517;745;;6;2;3;0;0;0;0;0;0;1.6;0.8;4;1
DOULEUR;2014;750000549;750150229;Centre;328;232;;686;247;488;35;2;2;0;0;;;2301;;;3;1;4;0;0;0;0;0;0;3.35;2.5;2.5;
DOULEUR;2014;750100018;750712184;;;;150;;;0;50;3;;3;1;510;616;3947;1500;;1;;;;;;25;;;4;;3;1
DOULEUR;2014;750100042;750712184;;;98;325;;;305;140;3;3;3;2;;362;3685;1742;902;4;4;1;;;;;;;3.06;3.06;3.25;2
DOULEUR;2014;750100075;750712184;Consultation;195;737;1808;1070;407;0;20;1;1;2;1;1285;978;2389;;298;5;;2;;;;;;;2.7;1;3.4;1
DOULEUR;2014;750100083;750712184;Consultation;0;765;657;291;291;0;11;1;1;2;1;100;7;622;370;182;0;0;0;0;0;0;1;1;1;1;1;1.5;1
DOULEUR;2014;750100091;750712184;Consultation;379;262;2550;650;500;125;45;4;4;8;5;190;768;3599;1200;620;10;6;2;0;0;0;0;0;0;3.1;2.7;3.9;2
DOULEUR;2014;750100109;750712184;Centre;0;0;476;;;0;;3;3;5;2;0;0;1412;;;2;0;1;2;0;0;1856;;;3.7;3;5.5;3
DOULEUR;2014;750100125;750712184;Centre;20;30;188;52;52;87;11;3;3;3;1;30;71;3569;1000;330;;;;;;;;;;2.5;2.5;2.4;1
DOULEUR;2014;750100208;750712184;Centre;0;1218;909;288;171;0;75;1;1;2;2;137;81;523;278;165;1;1;1;0;135;803;1123;450;100;1.07;1.02;2.7;2
DOULEUR;2014;750100232;750712184;Centre;0;0;392;320;320;0;40;1;1;3;0;394;0;2604;926;479;5;0;0;0;0;0;0;0;0;2.3;1;3;0
DOULEUR;2014;750100273;750712184;;281;691;443;215;124;0;14;1;1;6;2;322;163;1149;473;249;4;3;3;1;0;0;0;0;0;1.2;1.1;2.85;1
DOULEUR;2014;750100299;750712184;;;;;;;0;;2;;;;;;360;;;3;;;;;;;;;3.7;;;
DOULEUR;2014;750160012;750813321;Consultation;0;476;0;0;0;0;50;7;3;5;3;127;145;3160;1113;145;7;2;1;0;0;0;0;0;0;3.5;1.6;4.5;2
DOULEUR;2014;750300774;750000895;;;;;;;0;;;;;;;;;;;1;1;;;;;;;;0.3;0.2;;
DOULEUR;2014;750803447;750712184;Centre;;3000;3643;600;480;0;;3;3;3;2;310;112;3657;707;141;1;1;;;;;11;11;11;3.2;3.2;3;2
DOULEUR;2014;750803454;750712184;Centre;1100;1300;350;;;0;90;1;;2;3;1030;100;700;400;;5;2;4;1;;;600;400;;2.3;1.8;4.6;3.5
DOULEUR;2014;760000018;760780023;Consultation;;;;;;0;12;;;0;0;532;551;742;411;201;1;;2;1;;;;;;0.8;;0.96;0.46
DOULEUR;2014;760000158;760780239;Centre;;;;;;367;;4;;;;1389;1181;4214;2771;1414;4;;;;564;117;619;649;167;2.6;;;
DOULEUR;2014;760000463;760024042;;;;;;;0;24;;;;;560;198;815;359;190;1;1;4;;;;;;;0.5;0.5;1.5;
DOULEUR;2014;760805770;760780726;Centre;10;230;24;;;0;15;1;;3;0;721;896;1521;671;393;;;1;0;25;42;88;41;33;1;;2.84;0
DOULEUR;2014;760921809;760000273;;;;;;;112;12;;;;2;;;798;486;177;5;2;4;1;;;0;0;;;;;
DOULEUR;2014;770000156;770110054;Consultation;6;11;6;0;6;0;4;;;;;97;352;97;46;31;;;;;0;10;0;0;0;;;;
DOULEUR;2014;770000214;770130052;Consultation;;;;;;0;42;1;1;3;;321;120;3159;1580;152;6;4;1;;;;;;;3.11;1.71;3.5;
DOULEUR;2014;770000446;770700185;Consultation;;50;150;50;50;0;30;;;1;1;120;390;869;419;226;2;1;2;;;;;;;0.85;0.6;1.8;1
DOULEUR;2014;770019032;770170017;Consultation;;32;103;;;0;30;;;;;50;175;425;366;297;;;2;2;;;;;;;;1.6;1.6
DOULEUR;2014;770700011;750042590;Centre;579;;935;935;;185;59;1;1;11;4;;;7;7;;;;;;;;;;;1;1;8.15;3.5
DOULEUR;2014;780000295;780002697;Consultation;0;;;;;0;;2;3;2;;0;0;1220;104;;;;1;;;;;;;1.5;1.5;1.23;
DOULEUR;2014;780000311;780001236;Consultation;;;39;;;0;45;5;2;1;;;;1059;339;169;2;1;;;;;;;;1.27;0.87;0.5;
DOULEUR;2014;780000329;780110052;Consultation;5;10;60;52;52;0;64;;;;;392;742;1163;400;246;3;2;5;1;0;0;5;2;0;0.9;0.6;1.7;0.5
DOULEUR;2014;780800256;780110078;Centre;13;159;175;114;953;90;50;2;;1;;535;33;2985;1004;951;3;;5;;2;;15;14;12;2.25;;3.79;
DOULEUR;2014;790000087;790000012;Consultation;103;;323;229;203;0;;;;2;1;628;574;2071;748;374;2;1;5;1;0;0;9;7;5;0.7;0.6;4.25;1.2
DOULEUR;2014;790000095;790006654;Consultation;19;145;404;0;0;0;1;1;1;2;0;724;765;1023;445;51;0;0;1;0;0;0;0;0;0;0.8;0.8;2.05;0
DOULEUR;2014;800000143;800000028;Consultation;;;11;;;0;;2;0;3;0;124;293;2298;914;512;0;0;0;0;;;;;;1.5;0;2.72;0
DOULEUR;2014;800000192;800000044;Centre;;;82;72;62;0;;3;1;6;;1318;1045;644;1120;478;1;1;;;;;154;62;58;1.79;0.69;5.03;
DOULEUR;2014;800000390;800000085;Consultation;0;0;0;;;0;;;;;;0;0;32;341;80;1;1;;;;;;1;;0.1;0.1;;
DOULEUR;2014;800009920;800003071;Consultation;176;240;99;86;69;0;24;0;0;0;0;79;;1072;613;250;3;3;6;3;0;;14;6;6;1;1;1.7;0.9
DOULEUR;2014;800012528;800003071;Consultation;;;25;20;10;;;;;;;;;;;;1;1;;;;;;;;0.08;0.08;;
DOULEUR;2014;810000505;810000331;Consultation;62;;450;119;67;0;;1;1;4;;704;898;755;471;311;;;1;;;;;2;;0.5;0.5;1.52;
DOULEUR;2014;820000032;820000016;Consultation;10;23;64;59;24;0;;2;1;2;;861;381;1994;653;293;2;1;2;;2;7;22;8;8;1.05;0.33;1.83;
DOULEUR;2014;830000311;830100566;Centre;;;574;;;581;29;1;1;5;2;913;1449;1712;527;376;;;5;;3;10;15;7;4;1;1;5.14;2
DOULEUR;2014;830000337;830100590;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;830000345;830100616;Consultation;;;446;198;184;0;;4;4;0;;;;1691;951;711;;;8;;;;8;4;3;0.7;0.7;0.86;
DOULEUR;2014;840000350;840000657;Consultation;46;670;176;90;16;0;4;;;;;0;307;639;132;162;2;2;4;;;;;;;0.5;0.5;1.85;
DOULEUR;2014;840000525;840000111;Consultation;0;0;0;0;0;0;;1;1;;;0;0;155;61;51;1;1;;;0;0;0;0;0;1.6;1.6;;
DOULEUR;2014;840001861;840006597;Centre;;3;945;155;73;644;21;2;1;4;;368;601;2835;642;422;1;0;4;;;9;10;9;8;1.2;0.1;4.51;
DOULEUR;2014;850000142;850000019;Centre;1;0;82;73;;333;;1;;;;650;1577;6552;1578;995;8;;7;;;;14;;;1.73;;5.4;
DOULEUR;2014;850000647;850011453;Consultation;;;;;;0;;;;;;45;37;181;;73;2;2;2;1;;;;;;0.12;0.12;0.2;0.1
DOULEUR;2014;850009630;850000035;Consultation;;;;;;0;;1;;1;1;;;482;;;;;;;;;;;;0.2;;0.5;0.5
DOULEUR;2014;860000223;860013077;Centre;;0;613;611;190;4939;240;2;2;7;1;;953;7697;2380;1303;4;;3;;;4;98;40;23;2.91;2;7.09;1
DOULEUR;2014;870000064;870000015;Centre;98;198;352;254;233;0;19;4;3;3;;520;328;2873;1068;806;0;0;;;;;;;;1.53;1.5;2.5;
DOULEUR;2014;870000270;870000031;Consultation;;;20;20;20;0;10;;;;;;;492;155;96;;;;;;;;;;;;;
DOULEUR;2014;880000021;880007059;Consultation;12;0;63;63;28;0;;;;;;903;1121;1651;739;;4;;;;;;;4;;1.2;;;
DOULEUR;2014;890975527;890000037;Consultation;;;;;;0;0;2;2;;;;;1320;510;265;;;;;;;;;;1.5;1.5;;
DOULEUR;2014;890975550;890970569;Consultation;;;23;23;23;0;4;;;;;98;;1373;684;383;1;1;;;;;9;;7;0.4;0.4;;
DOULEUR;2014;900000167;900000365;Centre;;;60;;;4;11;2;;;;250;2056;1334;532;155;1;;;;;;3;;;2.57;;;
DOULEUR;2014;910000306;910110063;;;;;;;0;;;;;;;;276;;;1;;1;;;;;;;0.2;;0.86;
DOULEUR;2014;910000330;910140029;Centre;;27;27;17;14;;;1;0;3;;;570;272;203;167;1;;;;;;124;66;73;0.5;;1.97;
DOULEUR;2014;910020254;910002773;Consultation;;32;48;;;0;;;;1;1;;573;1166;482;176;2;2;1;;;;5;;;0.8;0.8;1.5;1
DOULEUR;2014;920000460;750813321;Consultation;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;920000577;920110020;Consultation;;;100;54;46;0;14;0;0;0;0;47;237;424;275;138;2;1;2;1;0;0;1;1;1;0.6;0.4;0.8;0.5
DOULEUR;2014;920000650;920150059;Consultation;;;1192;384;;0;29;2;2;4;;440;319;1436;664;;;;3;;;;;;;2;2;5.3;
DOULEUR;2014;920100013;750712184;Centre;;2300;300;;;169;43;1;;4;1;268;;4700;1940;;0;;0;;;;;;;1;;4;1
DOULEUR;2014;920100021;750712184;;0;;20;;;0;0;;;;;;;;;;1;1;1;;;;;;;0.1;0.1;0.5;
DOULEUR;2014;920100054;750712184;Consultation;;;20;;;0;;1;;1;;;;146;;;0;;;;;;;;;1;;1;
DOULEUR;2014;920100062;750712184;;;;;;;0;82;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;930100037;750712184;Centre;;;;;;0;0;2;2;2;;168;178;832;832;236;;;1;1;;;;;;2;2;2.8;0.8
DOULEUR;2014;940000599;940110042;;0;0;221;0;;0;;;;;;0;0;221;0;;2;;1;;0;0;0;0;;0.16;;0.1;
DOULEUR;2014;940000649;940150014;Consultation;;356;356;117;107;0;21;;;1;;593;206;1697;612;237;2;1;4;;;;;;;1;0.4;2.7;
DOULEUR;2014;940000664;940160013;Centre;1500;1425;1455;1202;;0;795;2;1;3;2;;;2270;;;4;4;0;0;;;171;;;3.1;2.1;3;2
DOULEUR;2014;940100027;750712184;;10;53;190;140;130;0;28;2;;1;1;181;72;4068;2513;1500;16;1;4;;0;0;5;0;0;7.2;0.5;2.35;1
DOULEUR;2014;940100043;750712184;;477;2369;2304;;;7;25;2;1;3;1;;95;250;654;200;3;1;4;2;;;363;203;126;2.6;1.6;5.4;2.4
DOULEUR;2014;940100068;750712184;;;;438;;;0;;;;;;;;181;;;1;1;;;;;;;;0.6;0.6;;
DOULEUR;2014;950000307;950110015;Centre;;72;;778;458;0;44;1;1;1;0;417;2002;;;;1;1;4;1;;9;;;;1.2;1.2;2.5;0.6
DOULEUR;2014;950000323;950013870;Consultation;225;338;206;533;533;0;;;;;;34;14;360;162;162;3;;;;;;;;;0.32;;0.92;
DOULEUR;2014;950000331;950110049;Consultation;;;12;;;0;22;1;;;;354;147;1063;354;146;;;;;;;;;;0.5;;;
DOULEUR;2014;970100442;970100228;Consultation;43;180;292;180;150;0;0;3;3;6;5;7;157;1450;505;264;0;0;0;0;0;5;1;5;;1.5;1.5;3;2.5
DOULEUR;2014;970211215;970211207;Centre;8;23;79;;;0;56;;;3;;347;142;1270;299;122;2;2;2;;;;;;;1.9;1.9;4.6;
DOULEUR;2014;970400024;970408589;Consultation;7;3;369;183;91;0;;1;1;2;1;306;;1417;597;308;1;;2;2;;1;138;40;35;1.03;1;3;2
DOULEUR;2014;970400065;970421038;Consultation;;;;;;0;7;0;0;0;0;463;;1162;343;210;2;2;2;0;1;;6;;;0.38;0.38;1.35;0
DOULEUR;2014;970400081;970408589;Consultation;;;;;;0;19;;;2;1;358;744;2191;867;348;3;2;2;1;;;;;49;1.3;1.2;2.8;1.5
DOULEUR;2014;970462107;970400305;Centre;;;;;;1224;;2;;;;;;;;;;;;;;;;;;2;;;
