BOR;AN;FI;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;ETPTIT;EFFTIT;EFFPNM;ETPPNM
Q23;2014;310783048;310781406;N2800;0;0;0;0;0.35;0;0;0.35
Q23;2014;310783048;310781406;N3000;4;2.51;2;3.05;47.79;52;58;53.35
Q23;2014;310783048;310781406;N3111;4;2.51;2;2.55;34.28;36;42;39.34
Q23;2014;310783048;310781406;N3121;0;0;0;0;1.67;1;1;1.67
Q23;2014;310783048;310781406;N3130;0;0;0;0.5;11.84;15;15;12.34
Q23;2014;310783048;310781406;N4000;45;38.89;26;17.83;309.45;321;392;366.17
Q23;2014;310783048;310781406;N4110;14;13.68;18;14.51;214.29;220;252;242.48
Q23;2014;310783048;310781406;N4120;0;0;3;0.71;0.31;1;4;1.02
Q23;2014;310783048;310781406;N4130;28;23.81;4;2.41;94.85;100;132;121.07
Q23;2014;310783048;310781406;N4140;2;1.2;0;0;0;0;2;1.2
Q23;2014;310783048;310781406;N4150;1;0.2;1;0.2;0;0;2;0.4
Q23;2014;310783048;310781406;N5000;96;83.11;59;62.99;480.42;484;639;626.52
Q23;2014;310783048;310781406;N5110;12;9.44;23;20.97;27.57;26;61;57.98
Q23;2014;310783048;310781406;N511A;8;7.81;15;16;81.7;94;117;105.51
Q23;2014;310783048;310781406;N5120;2;2;0;0;0;0;2;2
Q23;2014;310783048;310781406;N5130;67;54.11;18;20.62;294.21;285;370;368.94
Q23;2014;310783048;310781406;N5140;7;9.75;3;5.4;76.94;79;89;92.09
Q23;2014;310783048;310781406;N9999;391;305.7;308;264.04;3253.08;3338;4037;3822.82
Q23;2014;310783055;310781406;N1000;21;20.16;8;6.57;194.64;190;219;221.37
Q23;2014;310783055;310781406;N1100;3;2.47;0;0;1;1;4;3.47
Q23;2014;310783055;310781406;N1210;0;0;0;0;78.27;74;74;78.27
Q23;2014;310783055;310781406;N1220;18;17.69;8;6.57;115.37;115;141;139.63
Q23;2014;310783055;310781406;N2000;130;120.69;104;94.83;1968.84;1861;2095;2184.36
Q23;2014;310783055;310781406;N2120;0;0;0;0;64.37;59;59;64.37
Q23;2014;310783055;310781406;N2130;0;0;0;0;3.27;4;4;3.27
Q23;2014;310783055;310781406;N2210;56;56.73;46;37.26;863.67;826;928;957.66
Q23;2014;310783055;310781406;N2310;0;0;0;0;47.42;45;45;47.42
Q23;2014;310783055;310781406;N2320;0;0;0;0;51.75;51;51;51.75
Q23;2014;310783055;310781406;N2340;0;0;0;0;1.88;2;2;1.88
Q23;2014;310783055;310781406;N2410;5;3.57;6;7.31;27.5;27;38;38.38
Q23;2014;310783055;310781406;N2420;2;0.24;0;0;0;0;2;0.24
Q23;2014;310783055;310781406;N2430;0;0;2;0.45;1.43;1;3;1.88
Q23;2014;310783055;310781406;N2450;1;0.52;3;2.12;17.13;16;20;19.77
Q23;2014;310783055;310781406;N2460;0;0;4;2.79;2.3;3;7;5.09
Q23;2014;310783055;310781406;N2510;38;34.33;26;22.46;785.93;734;798;842.72
Q23;2014;310783055;310781406;N2530;0;0;0;0;3.6;3;3;3.6
Q23;2014;310783055;310781406;N2610;21;19.77;16;22.18;96.46;88;125;138.41
Q23;2014;310783055;310781406;N2710;7;5.53;1;0.26;2.03;2;10;7.82
Q23;2014;310783055;310781406;N2800;0;0;0;0;0.1;0;0;0.1
Q23;2014;310783055;310781406;N3000;5;1.83;2;1.31;14.3;12;19;17.44
Q23;2014;310783055;310781406;N3111;5;1.83;2;1.31;12.63;12;19;15.77
Q23;2014;310783055;310781406;N3121;0;0;0;0;0.67;0;0;0.67
Q23;2014;310783055;310781406;N3130;0;0;0;0;1;0;0;1
Q23;2014;310783055;310781406;N4000;21;18.54;12;14;195.93;188;221;228.47
Q23;2014;310783055;310781406;N4110;9;8.58;4;3.11;65.55;59;72;77.24
Q23;2014;310783055;310781406;N4120;4;2.17;8;10.89;50.44;52;64;63.5
Q23;2014;310783055;310781406;N4130;8;6.99;0;0;79.94;77;85;86.93
Q23;2014;310783055;310781406;N4140;0;0.8;0;0;0;0;0;0.8
Q23;2014;310783055;310781406;N5000;53;45.69;38;30.93;226.88;227;318;303.5
Q23;2014;310783055;310781406;N5110;1;1.5;10;9.32;5.14;5;16;15.96
Q23;2014;310783055;310781406;N511A;1;2.5;12;9.23;36.69;41;54;48.42
Q23;2014;310783055;310781406;N5130;51;41.69;16;12.38;185.05;181;248;239.12
Q23;2014;310783055;310781406;N9999;230;206.91;164;147.64;2600.59;2478;2872;2955.14
Q23;2014;310783063;310781406;N1000;4;1.88;3;3.19;37.28;40;47;42.35
Q23;2014;310783063;310781406;N1100;0;0;1;0.91;0;0;1;0.91
Q23;2014;310783063;310781406;N1210;0;0;0;0;18.65;20;20;18.65
Q23;2014;310783063;310781406;N1220;4;1.88;2;2.28;18.63;20;26;22.79
Q23;2014;310783063;310781406;N2000;23;17.13;27;22.39;218.03;225;275;257.55
Q23;2014;310783063;310781406;N2120;0;0;0;0;11.05;11;11;11.05
Q23;2014;310783063;310781406;N2130;0;0;0;0;0.08;0;0;0.08
Q23;2014;310783063;310781406;N2210;2;1.73;7;7.83;99.12;101;110;108.68
Q23;2014;310783063;310781406;N2340;0;0;0;0;1;1;1;1
Q23;2014;310783063;310781406;N2430;5;2.04;0;0.29;6.04;7;12;8.37
Q23;2014;310783063;310781406;N2450;0;0;0;0;0.76;2;2;0.76
Q23;2014;310783063;310781406;N2460;0;0;0;0.58;0.64;1;1;1.22
Q23;2014;310783063;310781406;N2470;3;2.61;4;2.22;6.36;7;14;11.19
Q23;2014;310783063;310781406;N2510;2;2.42;4;4.23;78.12;79;85;84.77
Q23;2014;310783063;310781406;N2520;0;0;1;0.79;1;1;2;1.79
Q23;2014;310783063;310781406;N2610;1;0.91;2;1.04;5.67;5;8;7.62
Q23;2014;310783063;310781406;N2710;10;7.42;9;5.41;8.19;10;29;21.02
Q23;2014;310783063;310781406;N3000;1;1.02;4;3.91;37.82;39;44;42.75
Q23;2014;310783063;310781406;N3111;1;1.02;4;3.88;35.28;36;41;40.18
Q23;2014;310783063;310781406;N3121;0;0;0;0;0.33;1;1;0.33
Q23;2014;310783063;310781406;N3130;0;0;0;0.03;2.21;2;2;2.24
Q23;2014;310783063;310781406;N5000;7;6.28;3;1.37;23.34;24;34;30.99
Q23;2014;310783063;310781406;N5110;1;1;1;0.68;1;1;3;2.68
Q23;2014;310783063;310781406;N511A;0;0;0;0;0.25;0;0;0.25
Q23;2014;310783063;310781406;N5130;6;5.28;2;0.69;22.09;23;31;28.06
Q23;2014;310783063;310781406;N9999;35;26.31;37;30.86;316.47;328;400;373.64
Q23;2014;310783097;750005068;N1000;7;7;;;;;7;7
Q23;2014;310783097;750005068;N1100;1;1;;;;;1;1
Q23;2014;310783097;750005068;N1210;2;2;;;;;2;2
Q23;2014;310783097;750005068;N1220;4;4;;;;;4;4
Q23;2014;310783097;750005068;N2000;16;13.58;;;;;16;13.58
Q23;2014;310783097;750005068;N2120;1;1;;;;;1;1
Q23;2014;310783097;750005068;N2210;7;6.8;;;;;7;6.8
Q23;2014;310783097;750005068;N2220;2;1.8;;;;;2;1.8
Q23;2014;310783097;750005068;N2470;1;1;;;;;1;1
Q23;2014;310783097;750005068;N2710;5;2.98;;;;;5;2.98
Q23;2014;310783097;750005068;N3000;7;6.36;;;;;7;6.36
Q23;2014;310783097;750005068;N3120;2;1.54;;;;;2;1.54
Q23;2014;310783097;750005068;N3121;1;1;;;;;1;1
Q23;2014;310783097;750005068;N3130;4;3.82;;;;;4;3.82
Q23;2014;310783097;750005068;N5000;3;2.26;;;;;3;2.26
Q23;2014;310783097;750005068;N5130;3;2.26;;;;;3;2.26
Q23;2014;310783097;750005068;N9999;33;29.2;;;;;33;29.2
Q23;2014;310784558;310180013;N1000;4;3.11;0;0.5;10.36;11;15;13.97
Q23;2014;310784558;310180013;N1210;0;0;0;0;0.86;1;1;0.86
Q23;2014;310784558;310180013;N1220;4;3.11;0;0.5;9.5;10;14;13.11
Q23;2014;310784558;310180013;N2000;4;4.81;14;12.58;60.82;64;82;78.21
Q23;2014;310784558;310180013;N2120;0;0;0;0;2;2;2;2
Q23;2014;310784558;310180013;N2130;0;0;1;0.48;0;0;1;0.48
Q23;2014;310784558;310180013;N2210;0;0.47;2;2.63;11.19;12;14;14.29
Q23;2014;310784558;310180013;N2410;2;2;2;2.24;9.35;10;14;13.59
Q23;2014;310784558;310180013;N2430;2;1.33;0;0;0;0;2;1.33
Q23;2014;310784558;310180013;N2450;0;0;0;0;0.5;1;1;0.5
Q23;2014;310784558;310180013;N2460;0;0;1;0.36;1.72;2;3;2.08
Q23;2014;310784558;310180013;N2510;0;0;2;0.41;23.02;23;25;23.43
Q23;2014;310784558;310180013;N2610;0;1.01;5;6.16;13.04;14;19;20.21
Q23;2014;310784558;310180013;N2710;0;0;1;0.3;0;0;1;0.3
Q23;2014;310784558;310180013;N3000;0;0;0;0;0.6;1;1;0.6
Q23;2014;310784558;310180013;N3120;0;0;0;0;0.6;1;1;0.6
Q23;2014;310784558;310180013;N4000;0;0;1;0.16;2.82;3;4;2.98
Q23;2014;310784558;310180013;N4120;0;0;1;0.16;0.96;1;2;1.12
Q23;2014;310784558;310180013;N4130;0;0;0;0;1;1;1;1
Q23;2014;310784558;310180013;N4140;0;0;0;0;0.86;1;1;0.86
Q23;2014;310784558;310180013;N5000;0;0;2;1.75;13;13;15;14.75
Q23;2014;310784558;310180013;N5130;0;0;2;1.75;13;13;15;14.75
Q23;2014;310784558;310180013;N9999;8;7.92;17;14.99;87.6;92;117;110.51
Q23;2014;310784830;310788880;N1000;98;19.79;12;1.84;;;110;21.63
Q23;2014;310784830;310788880;N1100;4;0.92;0;0;;;4;0.92
Q23;2014;310784830;310788880;N1210;20;3.26;5;0.8;;;25;4.06
Q23;2014;310784830;310788880;N1220;73;15.38;7;1.04;;;80;16.42
Q23;2014;310784830;310788880;N1400;1;0.23;0;0;;;1;0.23
Q23;2014;310784830;310788880;N2000;90;72.18;3;8.07;;;93;80.25
Q23;2014;310784830;310788880;N2120;2;1.98;0;0;;;2;1.98
Q23;2014;310784830;310788880;N2130;1;0.6;0;0;;;1;0.6
Q23;2014;310784830;310788880;N2210;24;18.97;0;1.16;;;24;20.13
Q23;2014;310784830;310788880;N2410;18;15.46;0;0.67;;;18;16.13
Q23;2014;310784830;310788880;N2450;3;0.77;1;0.03;;;4;0.8
Q23;2014;310784830;310788880;N2460;6;5.15;0;0;;;6;5.15
Q23;2014;310784830;310788880;N2480;6;5.52;0;0.12;;;6;5.64
Q23;2014;310784830;310788880;N2510;22;18.73;1;5.44;;;23;24.17
Q23;2014;310784830;310788880;N2610;4;4;1;0.65;;;5;4.65
Q23;2014;310784830;310788880;N2710;4;1;;;;;4;1
Q23;2014;310784830;310788880;N3000;3;1;2;0;;;5;1
Q23;2014;310784830;310788880;N3120;3;1;2;0;;;5;1
Q23;2014;310784830;310788880;N4000;56;10.71;3;0.29;;;59;11
Q23;2014;310784830;310788880;N4120;21;4.25;1;0.16;;;22;4.41
Q23;2014;310784830;310788880;N4130;32;6.17;2;0.13;;;34;6.3
Q23;2014;310784830;310788880;N4150;3;0.29;;;;;3;0.29
Q23;2014;310784830;310788880;N5000;23;5.11;3;0.24;;;26;5.35
Q23;2014;310784830;310788880;N511A;13;2.95;;;;;13;2.95
Q23;2014;310784830;310788880;N5120;1;0.22;;;;;1;0.22
Q23;2014;310784830;310788880;N5130;9;1.94;3;0.24;;;12;2.18
Q23;2014;310784830;310788880;N9999;270;108.79;23;10.44;;;293;119.23
Q23;2014;310786389;310001433;N1000;12;11.24;;;;;12;11.24
Q23;2014;310786389;310001433;N1100;1;1;;;;;1;1
Q23;2014;310786389;310001433;N1220;11;10.24;;;;;11;10.24
Q23;2014;310786389;310001433;N2000;55;40.11;29;14.25;;;84;54.36
Q23;2014;310786389;310001433;N2120;1;1;;;;;1;1
Q23;2014;310786389;310001433;N2210;21;16.12;13;5.23;;;34;21.35
Q23;2014;310786389;310001433;N2450;1;1;;;;;1;1
Q23;2014;310786389;310001433;N2460;2;1.6;1;0.6;;;3;2.2
Q23;2014;310786389;310001433;N2510;18;12.88;11;4.52;;;29;17.4
Q23;2014;310786389;310001433;N2610;11;7.12;4;3.9;;;15;11.02
Q23;2014;310786389;310001433;N2710;1;0.39;;;;;1;0.39
Q23;2014;310786389;310001433;N3000;2;1.14;;;;;2;1.14
Q23;2014;310786389;310001433;N3120;2;1.14;;;;;2;1.14
Q23;2014;310786389;310001433;N4000;1;1;1;0.2;;;2;1.2
Q23;2014;310786389;310001433;N4120;1;1;1;0.2;;;2;1.2
Q23;2014;310786389;310001433;N5000;3;3;;0.03;;;3;3.03
Q23;2014;310786389;310001433;N5110;3;3;;0.03;;;3;3.03
Q23;2014;310786389;310001433;N9999;73;56.49;30;14.48;;;103;70.97
Q23;2014;310786702;750043713;N1000;11;9.8;;;;;11;9.8
Q23;2014;310786702;750043713;N1100;2;1.1;;;;;2;1.1
Q23;2014;310786702;750043713;N1210;9;8.7;;;;;9;8.7
Q23;2014;310786702;750043713;N2000;77;73.8;;;;;77;73.8
Q23;2014;310786702;750043713;N2120;2;2;;;;;2;2
Q23;2014;310786702;750043713;N2210;20;18.3;;;;;20;18.3
Q23;2014;310786702;750043713;N2460;2;2;;;;;2;2
Q23;2014;310786702;750043713;N2510;43;42.5;;;;;43;42.5
Q23;2014;310786702;750043713;N2610;9;8.1;;;;;9;8.1
Q23;2014;310786702;750043713;N2710;1;0.9;;;;;1;0.9
Q23;2014;310786702;750043713;N3000;2;1;;;;;2;1
Q23;2014;310786702;750043713;N3120;1;0.5;;;;;1;0.5
Q23;2014;310786702;750043713;N3130;1;0.5;;;;;1;0.5
Q23;2014;310786702;750043713;N4000;2;0.8;;;;;2;0.8
Q23;2014;310786702;750043713;N4120;2;0.8;;;;;2;0.8
Q23;2014;310786702;750043713;N5000;11;10.3;;;;;11;10.3
Q23;2014;310786702;750043713;N5130;11;10.3;;;;;11;10.3
Q23;2014;310786702;750043713;N9999;103;95.7;;;;;103;95.7
Q23;2014;310787304;310781406;N1000;0;0.55;3;2.56;13.24;13;16;16.35
Q23;2014;310787304;310781406;N1100;0;0.54;1;1;0;0;1;1.54
Q23;2014;310787304;310781406;N1210;0;0;0;0;7.15;7;7;7.15
Q23;2014;310787304;310781406;N1220;0;0.01;2;1.56;6.09;6;8;7.66
Q23;2014;310787304;310781406;N2000;23;18.24;14;10.35;196.51;193;230;225.1
Q23;2014;310787304;310781406;N2120;1;0.46;0;0;5.94;7;8;6.4
Q23;2014;310787304;310781406;N2130;0;0;0;0;0.34;1;1;0.34
Q23;2014;310787304;310781406;N2210;7;4.65;3;1.87;70.52;70;80;77.04
Q23;2014;310787304;310781406;N2410;1;0.71;2;1.31;6.76;7;10;8.78
Q23;2014;310787304;310781406;N2430;1;0.6;0;0;0;0;1;0.6
Q23;2014;310787304;310781406;N2450;0;0;2;1.73;0.76;1;3;2.49
Q23;2014;310787304;310781406;N2460;0;0;0;0;0.99;1;1;0.99
Q23;2014;310787304;310781406;N2510;8;7.54;3;0.75;85.2;84;95;93.49
Q23;2014;310787304;310781406;N2610;1;0.67;2;3.31;23.24;19;22;27.22
Q23;2014;310787304;310781406;N2710;4;3.61;2;1.38;2.76;3;9;7.75
Q23;2014;310787304;310781406;N5000;5;4.86;18;16.87;0.74;1;24;22.47
Q23;2014;310787304;310781406;N5110;3;2.99;9;8.12;0;0;12;11.11
Q23;2014;310787304;310781406;N511A;1;1;9;8.75;0;0;10;9.75
Q23;2014;310787304;310781406;N5120;1;0.87;0;0;0;0;1;0.87
Q23;2014;310787304;310781406;N5130;0;0;0;0;0.74;1;1;0.74
Q23;2014;310787304;310781406;N9999;28;23.65;35;29.78;210.49;207;270;263.92
Q23;2014;310787965;310788898;N1000;;0.18;2;1.03;;;2;1.21
Q23;2014;310787965;310788898;N1210;;0.18;2;1.03;;;2;1.21
Q23;2014;310787965;310788898;N2000;13;8.72;2;0.88;;;15;9.6
Q23;2014;310787965;310788898;N2120;1;0.47;;;;;1;0.47
Q23;2014;310787965;310788898;N2210;1;0.16;;0.35;;;1;0.51
Q23;2014;310787965;310788898;N2410;6;4.91;1;0.43;;;7;5.34
Q23;2014;310787965;310788898;N2430;1;0.26;;;;;1;0.26
Q23;2014;310787965;310788898;N2460;2;1.06;;0.09;;;2;1.15
Q23;2014;310787965;310788898;N2510;1;1.61;1;0.01;;;2;1.62
Q23;2014;310787965;310788898;N2710;1;0.25;;;;;1;0.25
Q23;2014;310787965;310788898;N3000;1;1;;0.06;;;1;1.06
Q23;2014;310787965;310788898;N3111;1;1;;0.06;;;1;1.06
Q23;2014;310787965;310788898;N9999;14;9.9;4;1.97;;;18;11.87
Q23;2014;310788906;310788906;N1000;3;3;;;;;3;3
Q23;2014;310788906;310788906;N1100;1;1;;;;;1;1
Q23;2014;310788906;310788906;N1210;1;1;;;;;1;1
Q23;2014;310788906;310788906;N1220;1;1;;;;;1;1
Q23;2014;310788906;310788906;N2000;6;6;;;;;6;6
Q23;2014;310788906;310788906;N2120;1;1;;;;;1;1
Q23;2014;310788906;310788906;N2210;4;4;;;;;4;4
Q23;2014;310788906;310788906;N2710;1;1;;;;;1;1
Q23;2014;310788906;310788906;N3000;3;3;;;;;3;3
Q23;2014;310788906;310788906;N3111;2;2;;;;;2;2
Q23;2014;310788906;310788906;N3120;1;1;;;;;1;1
Q23;2014;310788906;310788906;N5000;2;2;;;;;2;2
Q23;2014;310788906;310788906;N5130;2;2;;;;;2;2
Q23;2014;310788906;310788906;N9999;14;14;;;;;14;14
Q23;2014;310790472;310790464;N1000;13;10;1;1.38;;;14;11.38
Q23;2014;310790472;310790464;N1100;2;1.98;;;;;2;1.98
Q23;2014;310790472;310790464;N1210;3;2.09;0;0.28;;;3;2.37
Q23;2014;310790472;310790464;N1220;8;5.93;1;1.1;;;9;7.03
Q23;2014;310790472;310790464;N2000;63;55.36;9;10.05;;;72;65.41
Q23;2014;310790472;310790464;N2120;1;0.92;;;;;1;0.92
Q23;2014;310790472;310790464;N2130;2;1.92;;;;;2;1.92
Q23;2014;310790472;310790464;N2210;28;23.01;5;4.88;;;33;27.89
Q23;2014;310790472;310790464;N2410;10;11.54;;;;;10;11.54
Q23;2014;310790472;310790464;N2450;2;2;1;0.24;;;3;2.24
Q23;2014;310790472;310790464;N2480;3;2.89;0;0.19;;;3;3.08
Q23;2014;310790472;310790464;N2510;16;12.28;3;4.74;;;19;17.02
Q23;2014;310790472;310790464;N2710;1;0.8;;;;;1;0.8
Q23;2014;310790472;310790464;N3000;1;0.24;;;;;1;0.24
Q23;2014;310790472;310790464;N3120;1;0.24;;;;;1;0.24
Q23;2014;310790472;310790464;N4000;2;1.12;0;0.25;;;2;1.37
Q23;2014;310790472;310790464;N4120;2;1.12;0;0.25;;;2;1.37
Q23;2014;310790472;310790464;N5000;2;1.33;;;;;2;1.33
Q23;2014;310790472;310790464;N5110;1;0.33;;;;;1;0.33
Q23;2014;310790472;310790464;N5120;1;1;;;;;1;1
Q23;2014;310790472;310790464;N9999;81;68.05;10;11.68;;;91;79.73
Q23;2014;310792635;310002191;N1000;6;5.28;;;;;6;5.28
Q23;2014;310792635;310002191;N1100;1;1;;;;;1;1
Q23;2014;310792635;310002191;N1210;1;0.28;;;;;1;0.28
Q23;2014;310792635;310002191;N1220;4;4;;;;;4;4
Q23;2014;310792635;310002191;N2000;63;55.94;25;15.11;;;88;71.05
Q23;2014;310792635;310002191;N2120;1;1;;;;;1;1
Q23;2014;310792635;310002191;N2210;24;20.72;12;7.55;;;36;28.27
Q23;2014;310792635;310002191;N2450;1;1;;;;;1;1
Q23;2014;310792635;310002191;N2460;1;0.8;;;;;1;0.8
Q23;2014;310792635;310002191;N2480;2;1.8;;;;;2;1.8
Q23;2014;310792635;310002191;N2510;27;26.82;13;7.56;;;40;34.38
Q23;2014;310792635;310002191;N2610;6;3;;;;;6;3
Q23;2014;310792635;310002191;N2710;1;0.8;;;;;1;0.8
Q23;2014;310792635;310002191;N3000;1;1;;;;;1;1
Q23;2014;310792635;310002191;N3130;1;1;;;;;1;1
Q23;2014;310792635;310002191;N4000;2;1.27;;;;;2;1.27
Q23;2014;310792635;310002191;N4120;2;1.27;;;;;2;1.27
Q23;2014;310792635;310002191;N5000;1;1;;;;;1;1
Q23;2014;310792635;310002191;N511A;1;1;;;;;1;1
Q23;2014;310792635;310002191;N9999;73;64.49;25;15.11;;;98;79.6
Q23;2014;310792874;310788997;N1000;6;1.39;0;0.2;;;6;1.59
Q23;2014;310792874;310788997;N1100;3;0.5;;;;;3;0.5
Q23;2014;310792874;310788997;N1210;1;0.5;;;;;1;0.5
Q23;2014;310792874;310788997;N1220;2;0.39;0;0.2;;;2;0.59
Q23;2014;310792874;310788997;N2000;19;12.67;4;2;;;23;14.67
Q23;2014;310792874;310788997;N2120;1;0.1;1;0.2;;;2;0.3
Q23;2014;310792874;310788997;N2130;1;0.6;;;;;1;0.6
Q23;2014;310792874;310788997;N2210;1;0.1;;;;;1;0.1
Q23;2014;310792874;310788997;N2340;5;4.27;1;0.33;;;6;4.6
Q23;2014;310792874;310788997;N2410;2;0.88;;;;;2;0.88
Q23;2014;310792874;310788997;N2430;1;0.02;;0.37;;;1;0.39
Q23;2014;310792874;310788997;N2470;1;0.3;1;0.1;;;2;0.4
Q23;2014;310792874;310788997;N2530;6;6;1;1;;;7;7
Q23;2014;310792874;310788997;N2710;1;0.4;;;;;1;0.4
Q23;2014;310792874;310788997;N3000;2;1.5;;0.2;;;2;1.7
Q23;2014;310792874;310788997;N3120;1;0.5;;0.2;;;1;0.7
Q23;2014;310792874;310788997;N3130;1;1;;;;;1;1
Q23;2014;310792874;310788997;N5000;6;2.23;4;0.19;;;10;2.42
Q23;2014;310792874;310788997;N5130;6;2.23;4;0.19;;;10;2.42
Q23;2014;310792874;310788997;N9999;33;17.79;8;2.59;;;41;20.38
Q23;2014;310793401;310000617;N2000;1;0.3;;;;;1;0.3
Q23;2014;310793401;310000617;N2610;1;0.3;;;;;1;0.3
Q23;2014;310793401;310000617;N9999;1;0.3;;;;;1;0.3
Q23;2014;310793419;310000617;N2000;1;0.3;;;;;1;0.3
Q23;2014;310793419;310000617;N2610;1;0.3;;;;;1;0.3
Q23;2014;310793419;310000617;N9999;1;0.3;;;;;1;0.3
Q23;2014;310793435;310000617;N2000;1;0.3;;;;;1;0.3
Q23;2014;310793435;310000617;N2610;1;0.3;;;;;1;0.3
Q23;2014;310793435;310000617;N9999;1;0.3;;;;;1;0.3
Q23;2014;310793542;310000633;N2000;2;1;;;;;2;1
Q23;2014;310793542;310000633;N2210;2;1;;;;;2;1
Q23;2014;310793542;310000633;N9999;2;1;;;;;2;1
Q23;2014;310793559;310000633;N2000;4;2;;;;;4;2
Q23;2014;310793559;310000633;N2210;4;2;;;;;4;2
Q23;2014;310793559;310000633;N9999;4;2;;;;;4;2
Q23;2014;310793567;310000633;N2000;4;2;;;;;4;2
Q23;2014;310793567;310000633;N2210;4;2;;;;;4;2
Q23;2014;310793567;310000633;N9999;4;2;;;;;4;2
Q23;2014;310793575;310000633;N2000;4;2;;;;;4;2
Q23;2014;310793575;310000633;N2210;4;2;;;;;4;2
Q23;2014;310793575;310000633;N9999;4;2;;;;;4;2
Q23;2014;310793617;310000039;N1000;2;1.34;;;;;2;1.34
Q23;2014;310793617;310000039;N1100;1;0.3;;;;;1;0.3
Q23;2014;310793617;310000039;N1220;1;1.04;;;;;1;1.04
Q23;2014;310793617;310000039;N2000;35;26.2;6;8.93;;;41;35.13
Q23;2014;310793617;310000039;N2120;1;0.85;;;;;1;0.85
Q23;2014;310793617;310000039;N2210;10;8.63;1;2.14;;;11;10.77
Q23;2014;310793617;310000039;N2450;1;0.2;;;;;1;0.2
Q23;2014;310793617;310000039;N2510;16;10.56;5;5.3;;;21;15.86
Q23;2014;310793617;310000039;N2610;6;5.66;;1.49;;;6;7.15
Q23;2014;310793617;310000039;N2710;1;0.3;;;;;1;0.3
Q23;2014;310793617;310000039;N3000;1;0.6;;;;;1;0.6
Q23;2014;310793617;310000039;N3120;1;0.6;;;;;1;0.6
Q23;2014;310793617;310000039;N9999;38;28.14;6;8.93;;;44;37.07
Q23;2014;310793807;310000617;N2000;1;0.3;;;;;1;0.3
Q23;2014;310793807;310000617;N2610;1;0.3;;;;;1;0.3
Q23;2014;310793807;310000617;N9999;1;0.3;;;;;1;0.3
Q23;2014;310793849;310000633;N2000;3;1;;;;;3;1
Q23;2014;310793849;310000633;N2210;3;1;;;;;3;1
Q23;2014;310793849;310000633;N9999;3;1;;;;;3;1
Q23;2014;310794094;310780754;N1000;1;0.5;;;;;1;0.5
Q23;2014;310794094;310780754;N1210;1;0.5;;;;;1;0.5
Q23;2014;310794094;310780754;N2000;;;16;17;26.96;28;44;43.96
Q23;2014;310794094;310780754;N2120;;;;;1;1;1;1
Q23;2014;310794094;310780754;N2220;;;1;1.23;8.33;8;9;9.56
Q23;2014;310794094;310780754;N2470;;;1;0.5;;;1;0.5
Q23;2014;310794094;310780754;N2510;;;9;10.91;11.92;13;22;22.83
Q23;2014;310794094;310780754;N2610;;;4;4.17;5.71;6;10;9.88
Q23;2014;310794094;310780754;N2710;;;1;0.19;;;1;0.19
Q23;2014;310794094;310780754;N3000;;;;0.14;0.17;;;0.31
Q23;2014;310794094;310780754;N3120;;;;0.14;0.17;;;0.31
Q23;2014;310794094;310780754;N5000;;;;;1;1;1;1
Q23;2014;310794094;310780754;N5130;;;;;1;1;1;1
Q23;2014;310794094;310780754;N9999;1;0.5;16;17.14;28.13;29;46;45.77
Q23;2014;310794417;310002712;N1000;9;8.2;;;;;9;8.2
Q23;2014;310794417;310002712;N1210;4;3.8;;;;;4;3.8
Q23;2014;310794417;310002712;N1220;5;4.4;;;;;5;4.4
Q23;2014;310794417;310002712;N2000;39;35.53;7;4;;;46;39.53
Q23;2014;310794417;310002712;N2120;1;1;;;;;1;1
Q23;2014;310794417;310002712;N2210;23;20.67;6;3.25;;;29;23.92
Q23;2014;310794417;310002712;N2450;1;0.5;;;;;1;0.5
Q23;2014;310794417;310002712;N2510;6;5.5;1;0.75;;;7;6.25
Q23;2014;310794417;310002712;N2610;7;6.86;;;;;7;6.86
Q23;2014;310794417;310002712;N2710;1;1;;;;;1;1
Q23;2014;310794417;310002712;N4000;2;1.6;;;;;2;1.6
Q23;2014;310794417;310002712;N4120;2;1.6;;;;;2;1.6
Q23;2014;310794417;310002712;N5000;1;0.57;;;;;1;0.57
Q23;2014;310794417;310002712;N511A;1;0.57;;;;;1;0.57
Q23;2014;310794417;310002712;N9999;51;45.9;7;4;;;58;49.9
Q23;2014;310794524;310000633;N2000;3;1;;;;;3;1
Q23;2014;310794524;310000633;N2210;3;1;;;;;3;1
Q23;2014;310794524;310000633;N9999;3;1;;;;;3;1
Q23;2014;310794532;310000617;N2000;1;0.3;;;;;1;0.3
Q23;2014;310794532;310000617;N2610;1;0.3;;;;;1;0.3
Q23;2014;310794532;310000617;N9999;1;0.3;;;;;1;0.3
Q23;2014;310795463;310785068;N1000;4;3.38;0;0;;;4;3.38
Q23;2014;310795463;310785068;N1100;2;1.6;;;;;2;1.6
Q23;2014;310795463;310785068;N1220;2;1.78;0;0;;;2;1.78
Q23;2014;310795463;310785068;N2000;7;6;1;1.15;;;8;7.15
Q23;2014;310795463;310785068;N2210;3;3.34;1;0.75;;;4;4.09
Q23;2014;310795463;310785068;N2510;3;2.38;0;0.4;;;3;2.78
Q23;2014;310795463;310785068;N2710;1;0.28;;;;;1;0.28
Q23;2014;310795463;310785068;N3000;6;5.12;;;;;6;5.12
Q23;2014;310795463;310785068;N3130;6;5.12;;;;;6;5.12
