BOR;AN;FI;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;ETPTIT;EFFTIT;EFFPNM;ETPPNM
Q23;2014;740780952;740000179;N5000;1;0.4;;;;;1;0.4
Q23;2014;740780952;740000179;N5130;1;0.4;;;;;1;0.4
Q23;2014;740780952;740000179;N9999;63;53.24;3;2.31;;;66;55.55
Q23;2014;740780986;740000195;N1000;15;13;1;0.03;;;16;13.03
Q23;2014;740780986;740000195;N1100;2;1.6;;;;;2;1.6
Q23;2014;740780986;740000195;N1210;3;1.03;;;;;3;1.03
Q23;2014;740780986;740000195;N1220;10;10.37;1;0.03;;;11;10.4
Q23;2014;740780986;740000195;N2000;109;98.59;62;48.91;;;171;147.5
Q23;2014;740780986;740000195;N2120;3;3;1;0.25;;;4;3.25
Q23;2014;740780986;740000195;N2130;1;1;;;;;1;1
Q23;2014;740780986;740000195;N2210;29;28.25;18;9.76;;;47;38.01
Q23;2014;740780986;740000195;N2450;1;0.69;;;;;1;0.69
Q23;2014;740780986;740000195;N2460;1;0.2;;;;;1;0.2
Q23;2014;740780986;740000195;N2480;2;1.31;;;;;2;1.31
Q23;2014;740780986;740000195;N2510;28;28.4;27;18.24;;;55;46.64
Q23;2014;740780986;740000195;N2610;23;17.57;12;14.24;;;35;31.81
Q23;2014;740780986;740000195;N2620;20;17.77;4;6.42;;;24;24.19
Q23;2014;740780986;740000195;N2710;1;0.4;;;;;1;0.4
Q23;2014;740780986;740000195;N3000;1;0.69;;;;;1;0.69
Q23;2014;740780986;740000195;N3120;1;0.69;;;;;1;0.69
Q23;2014;740780986;740000195;N4000;4;2.99;3;1.67;;;7;4.66
Q23;2014;740780986;740000195;N4120;4;2.99;3;1.67;;;7;4.66
Q23;2014;740780986;740000195;N5000;2;2.02;;;;;2;2.02
Q23;2014;740780986;740000195;N5120;0;0.92;;;;;0;0.92
Q23;2014;740780986;740000195;N5130;2;1.1;;;;;2;1.1
Q23;2014;740780986;740000195;N9999;131;117.29;66;50.61;;;197;167.9
Q23;2014;740781026;740000211;N1000;19;16.68;;;;;19;16.68
Q23;2014;740781026;740000211;N1100;3;2.33;;;;;3;2.33
Q23;2014;740781026;740000211;N1210;6;5.19;;;;;6;5.19
Q23;2014;740781026;740000211;N1220;9;8.16;;;;;9;8.16
Q23;2014;740781026;740000211;N1400;1;1;;;;;1;1
Q23;2014;740781026;740000211;N2000;105;88.49;6;4.96;;;111;93.45
Q23;2014;740781026;740000211;N2120;6;6;;;;;6;6
Q23;2014;740781026;740000211;N2210;61;53.48;2;2;;;63;55.48
Q23;2014;740781026;740000211;N2450;1;0.81;;;;;1;0.81
Q23;2014;740781026;740000211;N2510;24;19.48;2;2;;;26;21.48
Q23;2014;740781026;740000211;N2710;13;8.72;2;0.96;;;15;9.68
Q23;2014;740781026;740000211;N3000;13;12.8;1;1;;;14;13.8
Q23;2014;740781026;740000211;N3111;11;11;1;1;;;12;12
Q23;2014;740781026;740000211;N3120;2;1.8;;;;;2;1.8
Q23;2014;740781026;740000211;N4000;3;2.29;;;;;3;2.29
Q23;2014;740781026;740000211;N4120;3;2.29;;;;;3;2.29
Q23;2014;740781026;740000211;N5000;4;4;;;;;4;4
Q23;2014;740781026;740000211;N511A;4;4;;;;;4;4
Q23;2014;740781026;740000211;N9999;144;124.26;7;5.96;;;151;130.22
Q23;2014;740781034;750048787;N1000;7;6.7;;;;;7;6.7
Q23;2014;740781034;750048787;N1100;2;2;;;;;2;2
Q23;2014;740781034;750048787;N1220;5;4.7;;;;;5;4.7
Q23;2014;740781034;750048787;N2000;44;35.8;17;6.9;;;61;42.7
Q23;2014;740781034;750048787;N2120;1;1;;;;;1;1
Q23;2014;740781034;750048787;N2210;25;21;13;5.9;;;38;26.9
Q23;2014;740781034;750048787;N2450;1;0.2;;;;;1;0.2
Q23;2014;740781034;750048787;N2470;2;1;;;;;2;1
Q23;2014;740781034;750048787;N2510;8;6.3;4;1;;;12;7.3
Q23;2014;740781034;750048787;N2710;7;6.3;;;;;7;6.3
Q23;2014;740781034;750048787;N3000;8;6.2;5;0.7;;;13;6.9
Q23;2014;740781034;750048787;N3111;4;3;1;0.4;;;5;3.4
Q23;2014;740781034;750048787;N3120;1;0.5;;;;;1;0.5
Q23;2014;740781034;750048787;N3130;3;2.7;4;0.3;;;7;3
Q23;2014;740781034;750048787;N4000;1;0.7;;;;;1;0.7
Q23;2014;740781034;750048787;N4120;1;0.7;;;;;1;0.7
Q23;2014;740781034;750048787;N5000;19;17;2;1.3;;;21;18.3
Q23;2014;740781034;750048787;N5130;19;17;2;1.3;;;21;18.3
Q23;2014;740781034;750048787;N9999;79;66.4;24;8.9;;;103;75.3
Q23;2014;740781141;740790258;N1000;6;4.94;24;18.14;150.08;165;195;173.16
Q23;2014;740781141;740790258;N1100;3;2.83;0;0;8.57;8;11;11.4
Q23;2014;740781141;740790258;N1210;0;0;0;0.41;51.39;56;56;51.8
Q23;2014;740781141;740790258;N1220;3;2.11;24;17.73;89.12;100;127;108.96
Q23;2014;740781141;740790258;N1400;0;0;0;0;1;1;1;1
Q23;2014;740781141;740790258;N2000;24;19.04;100;75.81;679.52;739;863;774.37
Q23;2014;740781141;740790258;N2120;1;1;0;0;25.92;26;27;26.92
Q23;2014;740781141;740790258;N2130;0;0;0;0;0.86;1;1;0.86
Q23;2014;740781141;740790258;N2210;3;2.51;40;34.75;284.47;311;354;321.73
Q23;2014;740781141;740790258;N2310;1;0.5;0;0;16.61;20;21;17.11
Q23;2014;740781141;740790258;N2320;0;0;0;0;4.59;5;5;4.59
Q23;2014;740781141;740790258;N2340;0;0;4;3.3;10.18;11;15;13.48
Q23;2014;740781141;740790258;N2410;1;1;2;1.02;4.12;6;9;6.14
Q23;2014;740781141;740790258;N2430;1;0.4;0;0.37;0;0;1;0.77
Q23;2014;740781141;740790258;N2440;2;1.4;1;0.4;0;0;3;1.8
Q23;2014;740781141;740790258;N2450;0;0;2;0.55;4.86;6;8;5.41
Q23;2014;740781141;740790258;N2460;0;0;0;0;0.5;1;1;0.5
Q23;2014;740781141;740790258;N2470;0;0;0;0;0.17;0;0;0.17
Q23;2014;740781141;740790258;N2510;9;6.73;25;17.39;212.18;231;265;236.3
Q23;2014;740781141;740790258;N2520;1;1.5;2;1.1;0;0;3;2.6
Q23;2014;740781141;740790258;N2530;0;0;10;5.5;43.58;43;53;49.08
Q23;2014;740781141;740790258;N2610;1;1.03;11;7.5;32.82;33;45;41.35
Q23;2014;740781141;740790258;N2710;2;2.67;0;0.2;3.48;7;9;6.35
Q23;2014;740781141;740790258;N2800;2;0.3;3;3.73;35.18;38;43;39.21
Q23;2014;740781141;740790258;N3000;5;3.03;2;0.73;4.81;6;13;8.57
Q23;2014;740781141;740790258;N3120;2;1.48;2;0.73;4.4;5;9;6.61
Q23;2014;740781141;740790258;N3121;1;0.25;0;0;0;0;1;0.25
Q23;2014;740781141;740790258;N3130;2;1.3;0;0;0.41;1;3;1.71
Q23;2014;740781141;740790258;N4000;8;5.95;11;7.79;71.28;79;98;85.02
Q23;2014;740781141;740790258;N4110;1;0.86;4;3.24;25.58;30;35;29.68
Q23;2014;740781141;740790258;N4120;5;4.3;1;1.34;9.25;11;17;14.89
Q23;2014;740781141;740790258;N4130;0;0;6;3.21;33.35;34;40;36.56
Q23;2014;740781141;740790258;N4160;0;0;0;0;3.1;4;4;3.1
Q23;2014;740781141;740790258;N4180;2;0.79;0;0;0;0;2;0.79
Q23;2014;740781141;740790258;N5000;18;18.15;26;23.68;147.82;152;196;189.65
Q23;2014;740781141;740790258;N5110;2;1.2;0;0;4;4;6;5.2
Q23;2014;740781141;740790258;N511A;6;7.45;1;0.09;16.17;18;25;23.71
Q23;2014;740781141;740790258;N5120;0;0;0;0;0.86;1;1;0.86
Q23;2014;740781141;740790258;N5130;10;9.5;24;23.47;117.04;119;153;150.01
Q23;2014;740781141;740790258;N5140;0;0;1;0.12;9.75;10;11;9.87
Q23;2014;740781141;740790258;N9999;61;51.11;163;126.15;1053.51;1141;1365;1230.77
Q23;2014;740781166;740001839;N1000;;0.2;1;0.96;1.53;3;4;2.69
Q23;2014;740781166;740001839;N1210;;;;;0.5;1;1;0.5
Q23;2014;740781166;740001839;N1220;;0.2;1;0.96;1.03;2;3;2.19
Q23;2014;740781166;740001839;N2000;2;0.73;12;8.7;36.62;41;55;46.05
Q23;2014;740781166;740001839;N2120;;;;;0.75;1;1;0.75
Q23;2014;740781166;740001839;N2210;;;1;0.92;11.45;12;13;12.37
Q23;2014;740781166;740001839;N2410;;;;;1.91;2;2;1.91
Q23;2014;740781166;740001839;N2510;;;2;2.57;16.91;19;21;19.48
Q23;2014;740781166;740001839;N2530;;;;;1;1;1;1
Q23;2014;740781166;740001839;N2610;1;0.5;8;4.59;4.5;5;14;9.59
Q23;2014;740781166;740001839;N2710;1;0.23;1;0.62;;;2;0.85
Q23;2014;740781166;740001839;N2800;;;;;0.1;1;1;0.1
Q23;2014;740781166;740001839;N3000;;;1;0.75;;;1;0.75
Q23;2014;740781166;740001839;N3120;;;1;0.75;;;1;0.75
Q23;2014;740781166;740001839;N4000;;;;;0.95;2;2;0.95
Q23;2014;740781166;740001839;N4130;;;;;0.85;1;1;0.85
Q23;2014;740781166;740001839;N4160;;;;;0.1;1;1;0.1
Q23;2014;740781166;740001839;N5000;;;;;1;1;1;1
Q23;2014;740781166;740001839;N5130;;;;;1;1;1;1
Q23;2014;740781166;740001839;N9999;2;0.93;14;10.41;40.1;47;63;51.44
Q23;2014;740781224;740001839;N1000;9;7.14;15;14.25;70.94;75;99;92.33
Q23;2014;740781224;740001839;N1100;1;1;;;2;3;4;3
Q23;2014;740781224;740001839;N1210;1;0.91;1;0.34;12.29;13;15;13.54
Q23;2014;740781224;740001839;N1220;7;5.23;14;13.91;55.65;58;79;74.79
Q23;2014;740781224;740001839;N1300;;;;;0.98;1;1;0.98
Q23;2014;740781224;740001839;N1400;;;;;0.02;;;0.02
Q23;2014;740781224;740001839;N2000;9;7.31;107;85.79;444.06;483;599;537.16
Q23;2014;740781224;740001839;N2120;1;0.38;;0.67;12.3;13;14;13.35
Q23;2014;740781224;740001839;N2210;2;1.71;40;32.76;171.87;195;237;206.34
Q23;2014;740781224;740001839;N2310;;;1;1.02;10.76;10;11;11.78
Q23;2014;740781224;740001839;N2320;;;;;7.16;8;8;7.16
Q23;2014;740781224;740001839;N2340;;;;;6.36;7;7;6.36
Q23;2014;740781224;740001839;N2410;;;7;5.8;2.12;3;10;7.92
Q23;2014;740781224;740001839;N2450;;;;;3.91;4;4;3.91
Q23;2014;740781224;740001839;N2510;;0.16;25;14.8;113.3;120;145;128.26
Q23;2014;740781224;740001839;N2530;2;1.92;3;2.54;23.47;27;32;27.93
Q23;2014;740781224;740001839;N2610;1;1;24;21.69;66.87;69;94;89.56
Q23;2014;740781224;740001839;N2710;3;2.14;;0.07;1.72;2;5;3.93
Q23;2014;740781224;740001839;N2800;;;7;6.44;24.22;25;32;30.66
Q23;2014;740781224;740001839;N3000;;0.33;3;1.23;4.16;5;8;5.72
Q23;2014;740781224;740001839;N3111;;0.33;1;0.18;;;1;0.51
Q23;2014;740781224;740001839;N3120;;;2;0.8;3.66;4;6;4.46
Q23;2014;740781224;740001839;N3130;;;;0.25;0.5;1;1;0.75
Q23;2014;740781224;740001839;N4000;1;1;9;7.77;33.15;37;47;41.92
Q23;2014;740781224;740001839;N4110;;;3;2.68;12.51;15;18;15.19
Q23;2014;740781224;740001839;N4120;1;1;5;4.09;7.16;8;14;12.25
Q23;2014;740781224;740001839;N4130;;;1;1;11.58;12;13;12.58
Q23;2014;740781224;740001839;N4160;;;;;1.9;2;2;1.9
Q23;2014;740781224;740001839;N5000;3;3.45;19;19.91;53.23;57;79;76.59
Q23;2014;740781224;740001839;N5110;;;;;3;3;3;3
Q23;2014;740781224;740001839;N511A;1;0.59;1;0.63;8.76;9;11;9.98
Q23;2014;740781224;740001839;N5120;1;1;2;2;2.91;2;5;5.91
Q23;2014;740781224;740001839;N5130;1;1.86;16;17.28;38.56;43;60;57.7
Q23;2014;740781224;740001839;N9999;22;19.23;153;128.95;605.54;657;832;753.72
Q23;2014;740788070;740790381;N1000;;;;;0.5;2;2;0.5
Q23;2014;740788070;740790381;N1100;;;;;0.1;1;1;0.1
Q23;2014;740788070;740790381;N1210;;;;;0.4;1;1;0.4
Q23;2014;740788070;740790381;N2000;1;0.57;6;3.74;18.36;22;29;22.67
Q23;2014;740788070;740790381;N2120;;;;;0.6;2;2;0.6
Q23;2014;740788070;740790381;N2210;;0.25;1;0.54;6.4;7;8;7.19
Q23;2014;740788070;740790381;N2410;0;0.14;;;;;0;0.14
Q23;2014;740788070;740790381;N2510;;;2;0.95;7.69;8;10;8.64
Q23;2014;740788070;740790381;N2610;;;3;2.25;3.67;5;8;5.92
Q23;2014;740788070;740790381;N2710;1;0.18;;;;;1;0.18
Q23;2014;740788070;740790381;N3000;;;;;0.4;2;2;0.4
Q23;2014;740788070;740790381;N3120;;;;;0.36;1;1;0.36
Q23;2014;740788070;740790381;N3130;;;;;0.04;1;1;0.04
Q23;2014;740788070;740790381;N9999;1;0.57;6;3.74;19.26;26;33;23.57
Q23;2014;740788617;330015488;N1000;3;2.23;;;;;3;2.23
Q23;2014;740788617;330015488;N1100;1;0.6;;;;;1;0.6
Q23;2014;740788617;330015488;N1210;2;1.63;;;;;2;1.63
Q23;2014;740788617;330015488;N2000;23;23.91;;;;;23;23.91
Q23;2014;740788617;330015488;N2120;1;0.6;;;;;1;0.6
Q23;2014;740788617;330015488;N2210;13;12.78;;;;;13;12.78
Q23;2014;740788617;330015488;N2510;5;5.79;;;;;5;5.79
Q23;2014;740788617;330015488;N2610;4;4.74;;;;;4;4.74
Q23;2014;740788617;330015488;N5000;1;0.6;;;;;1;0.6
Q23;2014;740788617;330015488;N511A;1;0.6;;;;;1;0.6
Q23;2014;740788617;330015488;N9999;27;26.74;;;;;27;26.74
Q23;2014;740789532;740781208;N1000;0;0.17;0;0;0.96;1;1;1.13
Q23;2014;740789532;740781208;N1100;0;0;0;0;0.29;0;0;0.29
Q23;2014;740789532;740781208;N1220;0;0.17;0;0;0.67;1;1;0.84
Q23;2014;740789532;740781208;N2000;19;18.39;9;5.06;17.29;22;50;40.74
Q23;2014;740789532;740781208;N2120;0;0;0;0;0.54;1;1;0.54
Q23;2014;740789532;740781208;N2210;3;2.79;3;1.75;2.25;3;9;6.79
Q23;2014;740789532;740781208;N2410;0;0.19;0;0;0;0;0;0.19
Q23;2014;740789532;740781208;N2450;0;0;1;0.1;0.17;0;1;0.27
Q23;2014;740789532;740781208;N2480;0;0;1;0.33;0;0;1;0.33
Q23;2014;740789532;740781208;N2510;3;2.58;0;0.13;7.52;9;12;10.23
Q23;2014;740789532;740781208;N2610;13;12.83;4;2.75;6.56;8;25;22.14
Q23;2014;740789532;740781208;N2710;0;0;0;0;0.25;1;1;0.25
Q23;2014;740789532;740781208;N3000;0;0.04;0;0;0.1;1;1;0.14
Q23;2014;740789532;740781208;N3120;0;0;0;0;0.1;1;1;0.1
Q23;2014;740789532;740781208;N3130;0;0.04;0;0;0;0;0;0.04
Q23;2014;740789532;740781208;N4000;0;0;1;0.14;0;0;1;0.14
Q23;2014;740789532;740781208;N4120;0;0;1;0.14;0;0;1;0.14
Q23;2014;740789532;740781208;N5000;1;0.83;0;0;1.38;1;2;2.21
Q23;2014;740789532;740781208;N5110;0;0;0;0;0.1;0;0;0.1
Q23;2014;740789532;740781208;N511A;0;0;0;0;0.2;0;0;0.2
Q23;2014;740789532;740781208;N5130;1;0.83;0;0;1.08;1;2;1.91
Q23;2014;740789532;740781208;N9999;20;19.43;10;5.2;19.73;25;55;44.36
Q23;2014;740789649;690796552;N2000;2;1.54;1;0.06;;;3;1.6
Q23;2014;740789649;690796552;N2610;2;1.54;1;0.06;;;3;1.6
Q23;2014;740789649;690796552;N9999;2;1.54;1;0.06;;;3;1.6
Q23;2014;740789821;690796552;N1000;1;0.83;;;;;1;0.83
Q23;2014;740789821;690796552;N1210;1;0.83;;;;;1;0.83
Q23;2014;740789821;690796552;N2000;7;6.6;2;1;;;9;7.6
Q23;2014;740789821;690796552;N2210;4;3.6;2;1;;;6;4.6
Q23;2014;740789821;690796552;N2610;3;3;;;;;3;3
Q23;2014;740789821;690796552;N9999;8;7.43;2;1;;;10;8.43
Q23;2014;750000184;750806853;N1000;;1.39;;;;;;1.39
Q23;2014;750000184;750806853;N1100;;0.37;;;;;;0.37
Q23;2014;750000184;750806853;N1220;;1.02;;;;;;1.02
Q23;2014;750000184;750806853;N2000;;7;;;;;;7
Q23;2014;750000184;750806853;N2120;;1;;;;;;1
Q23;2014;750000184;750806853;N2210;;4;;;;;;4
Q23;2014;750000184;750806853;N2610;;2;;;;;;2
Q23;2014;750000184;750806853;N4000;;0.65;;;;;;0.65
Q23;2014;750000184;750806853;N4120;;0.65;;;;;;0.65
Q23;2014;750000184;750806853;N5000;;0.25;;;;;;0.25
Q23;2014;750000184;750806853;N5130;;0.25;;;;;;0.25
Q23;2014;750000184;750806853;N9999;;9.29;;;;;;9.29
Q23;2014;750000481;750110025;N1000;10;9.22;40;33.35;107.89;108;158;150.46
Q23;2014;750000481;750110025;N1100;;;1;0.75;1.67;2;3;2.42
Q23;2014;750000481;750110025;N1210;5;3.96;15;11.65;37.52;38;58;53.13
Q23;2014;750000481;750110025;N1220;5;5.26;24;20.95;68.7;68;97;94.91
Q23;2014;750000481;750110025;N2000;10;6.88;57;42.08;189.06;191;258;238.02
Q23;2014;750000481;750110025;N2120;1;1;1;0.65;8;8;10;9.65
Q23;2014;750000481;750110025;N2130;1;0.97;;;;;1;0.97
Q23;2014;750000481;750110025;N2210;;;2;1.65;65.81;68;70;67.46
Q23;2014;750000481;750110025;N2310;;;;;13.37;14;14;13.37
Q23;2014;750000481;750110025;N2320;1;1;;;8.25;8;9;9.25
Q23;2014;750000481;750110025;N2340;;;;;1;1;1;1
Q23;2014;750000481;750110025;N2440;5;2.31;26;19.95;13.98;14;45;36.24
Q23;2014;750000481;750110025;N2450;;;;;1.86;2;2;1.86
Q23;2014;750000481;750110025;N2510;;;16;11.16;56.57;56;72;67.73
Q23;2014;750000481;750110025;N2530;;;;;6.83;7;7;6.83
Q23;2014;750000481;750110025;N2610;;;11;8.17;13.39;13;24;21.56
Q23;2014;750000481;750110025;N2710;2;1.6;1;0.5;;;3;2.1
Q23;2014;750000481;750110025;N3000;;;;;3.48;4;4;3.48
Q23;2014;750000481;750110025;N3120;;;;;2.48;3;3;2.48
Q23;2014;750000481;750110025;N3130;;;;;1;1;1;1
Q23;2014;750000481;750110025;N4000;1;0.33;12;9.98;31.21;31;44;41.52
Q23;2014;750000481;750110025;N4110;;;4;3.05;12.65;12;16;15.7
Q23;2014;750000481;750110025;N4120;;;6;6.08;4.16;4;10;10.24
Q23;2014;750000481;750110025;N4130;;;;0.58;12.4;13;13;12.98
Q23;2014;750000481;750110025;N4150;;;2;0.27;;;2;0.27
Q23;2014;750000481;750110025;N4160;1;0.33;;;2;2;3;2.33
Q23;2014;750000481;750110025;N5000;11;10.45;18;13.52;48.51;48;77;72.48
Q23;2014;750000481;750110025;N5110;6;6.01;9;8.49;2;2;17;16.5
Q23;2014;750000481;750110025;N511A;3;2.03;2;0.38;3.3;3;8;5.71
Q23;2014;750000481;750110025;N5120;2;2.41;;;1.52;2;4;3.93
Q23;2014;750000481;750110025;N5130;;;7;4.65;39.69;39;46;44.34
Q23;2014;750000481;750110025;N5140;;;;;2;2;2;2
Q23;2014;750000481;750110025;N9999;32;26.88;127;98.93;380.15;382;541;505.96
Q23;2014;750000499;750140014;N1000;36;37.23;31;24.14;226.42;234;301;287.79
Q23;2014;750000499;750140014;N1100;1;0.5;0;0;8.75;8;9;9.25
Q23;2014;750000499;750140014;N1210;13;13.73;6;4.53;75.51;76;95;93.77
Q23;2014;750000499;750140014;N1220;22;23;25;19.61;139.52;147;194;182.13
Q23;2014;750000499;750140014;N1300;0;0;0;0;2.64;3;3;2.64
Q23;2014;750000499;750140014;N2000;134;100.89;74;52.35;1215.14;1237;1445;1368.38
Q23;2014;750000499;750140014;N2120;1;1;0;0;56.19;57;58;57.19
Q23;2014;750000499;750140014;N2130;0;0;0;0;5.3;5;5;5.3
Q23;2014;750000499;750140014;N2210;9;8.42;13;8.77;547.9;568;590;565.09
Q23;2014;750000499;750140014;N2220;0;0;0;0;86.42;84;84;86.42
Q23;2014;750000499;750140014;N2310;1;0.8;0;0;7.53;7;8;8.33
Q23;2014;750000499;750140014;N2340;0;0;0;0;3;3;3;3
Q23;2014;750000499;750140014;N2410;3;2.08;2;0.22;14.07;13;18;16.37
Q23;2014;750000499;750140014;N2420;1;0.5;0;0;0;0;1;0.5
Q23;2014;750000499;750140014;N2430;9;5.64;1;0.75;4.97;6;16;11.36
Q23;2014;750000499;750140014;N2450;0;0;0;0;5;5;5;5
Q23;2014;750000499;750140014;N2460;12;3.73;2;1.18;9.85;11;25;14.76
Q23;2014;750000499;750140014;N2470;5;2.34;2;1.66;13.82;16;23;17.82
Q23;2014;750000499;750140014;N2510;8;9.23;8;6.52;245.77;247;263;261.52
Q23;2014;750000499;750140014;N2530;1;1;0;1.26;28.93;31;32;31.19
Q23;2014;750000499;750140014;N2610;12;9.94;29;23.5;138.91;134;175;172.35
Q23;2014;750000499;750140014;N2630;15;16.95;0;0;0;0;15;16.95
Q23;2014;750000499;750140014;N2710;57;39.26;17;8.49;47.48;50;124;95.23
Q23;2014;750000499;750140014;N3000;2;2.25;4;1.11;64.42;68;74;67.78
Q23;2014;750000499;750140014;N3111;2;1.75;1;0.21;7.4;8;11;9.36
Q23;2014;750000499;750140014;N3120;0;0.5;2;0.82;44.46;47;49;45.78
Q23;2014;750000499;750140014;N3130;0;0;1;0.08;12.56;13;14;12.64
Q23;2014;750000499;750140014;N4000;7;6.25;8;7.8;55.5;56;71;69.55
Q23;2014;750000499;750140014;N4110;3;2.58;5;5.03;20.03;20;28;27.64
Q23;2014;750000499;750140014;N4120;4;3.67;3;2.49;7.71;7;14;13.87
Q23;2014;750000499;750140014;N4130;0;0;0;0.28;20.26;21;21;20.54
Q23;2014;750000499;750140014;N4140;0;0;0;0;2;2;2;2
Q23;2014;750000499;750140014;N4150;0;0;0;0;1;1;1;1
Q23;2014;750000499;750140014;N4160;0;0;0;0;4.5;5;5;4.5
Q23;2014;750000499;750140014;N5000;38;34.4;23;27.1;201.11;204;265;262.61
Q23;2014;750000499;750140014;N5110;20;18.79;3;2.33;5;5;28;26.12
Q23;2014;750000499;750140014;N511A;3;3;4;3.5;11.58;11;18;18.08
Q23;2014;750000499;750140014;N5120;5;4.29;3;4.1;26.79;28;36;35.18
Q23;2014;750000499;750140014;N5130;10;8.32;13;17.17;152.95;155;178;178.44
Q23;2014;750000499;750140014;N5140;0;0;0;0;4.79;5;5;4.79
Q23;2014;750000499;750140014;N9999;217;181.02;140;112.5;1762.59;1799;2156;2056.11
Q23;2014;750000507;750040628;N1000;30;27.31;3;3.44;;;33;30.75
Q23;2014;750000507;750040628;N1100;2;1.37;;;;;2;1.37
Q23;2014;750000507;750040628;N1210;17;15.71;1;1.89;;;18;17.6
Q23;2014;750000507;750040628;N1220;11;10.23;2;1.55;;;13;11.78
Q23;2014;750000507;750040628;N2000;197;187.85;78;28.37;;;275;216.22
Q23;2014;750000507;750040628;N2120;9;8.67;;;;;9;8.67
Q23;2014;750000507;750040628;N2130;3;4.58;1;0.09;;;4;4.67
Q23;2014;750000507;750040628;N2210;47;45.83;26;7.72;;;73;53.55
Q23;2014;750000507;750040628;N2410;17;16.05;1;0.5;;;18;16.55
Q23;2014;750000507;750040628;N2430;6;4.42;;;;;6;4.42
Q23;2014;750000507;750040628;N2440;3;2.03;;;;;3;2.03
Q23;2014;750000507;750040628;N2450;3;1.69;;;;;3;1.69
Q23;2014;750000507;750040628;N2460;22;20.09;4;1.38;;;26;21.47
Q23;2014;750000507;750040628;N2470;5;4.24;1;0.67;;;6;4.91
Q23;2014;750000507;750040628;N2480;4;2.53;1;0.24;;;5;2.77
Q23;2014;750000507;750040628;N2510;50;50.46;35;13.17;;;85;63.63
Q23;2014;750000507;750040628;N2520;2;2;;;;;2;2
Q23;2014;750000507;750040628;N2610;21;21.25;9;4.6;;;30;25.85
Q23;2014;750000507;750040628;N2710;5;4.01;;;;;5;4.01
Q23;2014;750000507;750040628;N3000;9;8.19;1;0.33;;;10;8.52
Q23;2014;750000507;750040628;N3111;1;0.9;;;;;1;0.9
Q23;2014;750000507;750040628;N3120;4;3.79;1;0.33;;;5;4.12
Q23;2014;750000507;750040628;N3130;4;3.5;;;;;4;3.5
Q23;2014;750000507;750040628;N4000;6;3.29;;;;;6;3.29
Q23;2014;750000507;750040628;N4120;4;2.27;;;;;4;2.27
Q23;2014;750000507;750040628;N4150;2;1.02;;;;;2;1.02
Q23;2014;750000507;750040628;N5000;5;4.83;;;;;5;4.83
Q23;2014;750000507;750040628;N511A;1;1;;;;;1;1
Q23;2014;750000507;750040628;N5130;4;3.83;;;;;4;3.83
Q23;2014;750000507;750040628;N9999;247;231.47;82;32.14;;;329;263.61
Q23;2014;750000523;750150120;N1000;329;302.69;50;63.3;;;379;365.99
Q23;2014;750000523;750150120;N1100;41;39.77;0;0;;;41;39.77
Q23;2014;750000523;750150120;N1210;112;99.28;9;7.3;;;121;106.58
Q23;2014;750000523;750150120;N1220;176;163.64;41;56;;;217;219.64
Q23;2014;750000523;750150120;N2000;1064;977.18;132;112.54;;;1196;1089.72
Q23;2014;750000523;750150120;N2120;37;37.8;1;1.21;;;38;39.01
Q23;2014;750000523;750150120;N2130;2;2;;;;;2;2
Q23;2014;750000523;750150120;N2210;423;389.29;47;36;;;470;425.29
Q23;2014;750000523;750150120;N2310;33;33.27;8;10.74;;;41;44.01
Q23;2014;750000523;750150120;N2320;12;16.4;7;6.79;;;19;23.19
Q23;2014;750000523;750150120;N2340;11;10.25;4;2.91;;;15;13.16
Q23;2014;750000523;750150120;N2410;20;13.72;0;0.36;;;20;14.08
Q23;2014;750000523;750150120;N2430;4;1.81;;;;;4;1.81
Q23;2014;750000523;750150120;N2440;6;2.72;1;0.33;;;7;3.05
Q23;2014;750000523;750150120;N2450;8;6;0;0.12;;;8;6.12
Q23;2014;750000523;750150120;N2460;1;0.49;;;;;1;0.49
Q23;2014;750000523;750150120;N2480;1;0.86;;;;;1;0.86
Q23;2014;750000523;750150120;N2510;238;224.28;29;21.62;;;267;245.9
Q23;2014;750000523;750150120;N2530;34;31.25;6;4.39;;;40;35.64
Q23;2014;750000523;750150120;N2610;132;120.5;14;14.71;;;146;135.21
Q23;2014;750000523;750150120;N2620;45;44.96;5;6.28;;;50;51.24
Q23;2014;750000523;750150120;N2710;13;6.35;1;0.16;;;14;6.51
Q23;2014;750000523;750150120;N2800;44;35.23;9;6.92;;;53;42.15
Q23;2014;750000523;750150120;N3000;10;7.9;1;1.74;;;11;9.64
Q23;2014;750000523;750150120;N3111;1;0.97;;;;;1;0.97
Q23;2014;750000523;750150120;N3120;8;6.19;1;1.74;;;9;7.93
Q23;2014;750000523;750150120;N3130;1;0.74;;;;;1;0.74
Q23;2014;750000523;750150120;N4000;137;126.71;6;6.15;;;143;132.86
Q23;2014;750000523;750150120;N4110;63;58.65;1;1;;;64;59.65
Q23;2014;750000523;750150120;N4120;13;11.2;1;2.1;;;14;13.3
Q23;2014;750000523;750150120;N4130;43;39.86;4;2.95;;;47;42.81
Q23;2014;750000523;750150120;N4140;3;2.08;0;0.1;;;3;2.18
Q23;2014;750000523;750150120;N4150;6;5.91;;;;;6;5.91
Q23;2014;750000523;750150120;N4160;9;9.01;;;;;9;9.01
