BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2014;170792212;170000988;1140X;;;;6;16;2580;;;;;
DIALYSE;2014;170792212;170000988;TOT;0;;;;;;;;;19;
DIALYSE;2014;170792212;170000988;VACAN;;;;;;317;;;;;
DIALYSE;2014;170794929;170000988;1130X;;;;8;16;2297;;;;;
DIALYSE;2014;170794929;170000988;1140X;;;;6;12;1598;;;;;
DIALYSE;2014;170794929;170000988;TOT;0;;;;;;;;;11;
DIALYSE;2014;170794929;170000988;VACAN;;;;;;488;;;;;
DIALYSE;2014;170795165;170000988;1140X;;;;7;10;1429;;;;;
DIALYSE;2014;170795165;170000988;TOT;0;;;;;;;;;3;
DIALYSE;2014;170795165;170000988;VACAN;;;;;;35;;;;;
DIALYSE;2014;170802656;170000988;1130X;;;;4;4;528;;;;;
DIALYSE;2014;170802656;170000988;1140X;;;;6;12;1803;;;;;
DIALYSE;2014;170802656;170000988;TOT;0;;;;;;;;;8;
DIALYSE;2014;170802656;170000988;VACAN;;;;;;183;;;;;
DIALYSE;2014;170804090;170000988;1140X;;;;7;9;879;;;;;
DIALYSE;2014;170804090;170000988;TOT;0;;;;;;;;;2;
DIALYSE;2014;170804090;170000988;VACAN;;;;;;439;;;;;
DIALYSE;2014;180000010;180000028;112BA;;;;20;52;13475;;;;;
DIALYSE;2014;180000010;180000028;AUTRE;;;;;45;6296;;;;;
DIALYSE;2014;180000010;180000028;TOT;0;;;;;;686;;;29;
DIALYSE;2014;180005662;370001067;1140X;;;;10;21;2822;;;;;
DIALYSE;2014;180005662;370001067;TOT;0;;;;;;;;;2;
DIALYSE;2014;180005811;370001067;1140X;;;;5;9;882;;;;;
DIALYSE;2014;180005811;370001067;TOT;0;;;;;;;;;2;
DIALYSE;2014;180005829;370001067;112AX;;;;1;0;40;;;;;
DIALYSE;2014;180005829;370001067;1130X;;;;14;28;4466;;;;;
DIALYSE;2014;180005829;370001067;1140X;;;;14;13;2403;;;;;
DIALYSE;2014;180005829;370001067;TOT;0;;;;;;;;;31;2
DIALYSE;2014;180006397;370001067;1140X;;;;5;14;1575;;;;;
DIALYSE;2014;180006397;370001067;TOT;0;;;;;;;;;2;
DIALYSE;2014;180008476;330057597;1140X;;;;6;8;1523;;;;;
DIALYSE;2014;180008476;330057597;TOT;0;;;;;;;0;;3;0
DIALYSE;2014;190000018;190000042;112BA;;;;16;62;8789;;;;;
DIALYSE;2014;190000018;190000042;112BE;;;;;;17;;;;;
DIALYSE;2014;190000018;190000042;121AA;;;;;1;;;;31;;
DIALYSE;2014;190000018;190000042;121CA;;;;17;0;;;;64;;
DIALYSE;2014;190000018;190000042;122AX;;;;;0;;;;2;;
DIALYSE;2014;190000018;190000042;122BA;;;;9;4;;;;461;;
DIALYSE;2014;190000018;190000042;TOT;0;;;;;;1248;;;;
DIALYSE;2014;190000026;190000059;TOT;0;;;;;;1;;;;
DIALYSE;2014;190010512;870000700;1140X;;;;12;11;1690;;;;;
DIALYSE;2014;190010553;870000700;112AX;;;;1;2;108;;;;;
DIALYSE;2014;190010553;870000700;1130X;;;;12;63;8924;;;;;
DIALYSE;2014;190010553;870000700;1140X;;;;12;19;3322;;;;;
DIALYSE;2014;190010553;870000700;TOT;0;;;;;;0;0;;4;0
DIALYSE;2014;210001483;670005834;1140X;;;;3;2;393;;;;;
DIALYSE;2014;210001889;670005834;112AX;;;;2;1;626;;;;;
DIALYSE;2014;210001889;670005834;112BA;;;;16;41;6324;;;;;
DIALYSE;2014;210001889;670005834;122AX;;;;1;0;;;;12;;
DIALYSE;2014;210001889;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;210001939;670005834;1130X;;;;8;14;1828;;;;;
DIALYSE;2014;210001939;670005834;1140X;;;;6;10;1424;;;;;
DIALYSE;2014;210780789;210003208;112AX;;;;2;1;45;;;;;
DIALYSE;2014;210780789;210003208;1130X;;;;20;83;11646;;;;;
DIALYSE;2014;210780789;210003208;1140X;;;;10;24;3915;;;;;
DIALYSE;2014;210780789;210003208;121AA;;;;;14;;;;705;;
DIALYSE;2014;210780789;210003208;121CA;;;;12;4;;;;173;;
DIALYSE;2014;210780789;210003208;122AX;;;;1;1;;;;4;;
DIALYSE;2014;210780789;210003208;TOT;0;;;;;;39;2;;50;16
DIALYSE;2014;210986360;670005834;1150A;;;;1;0;17;;;;;
DIALYSE;2014;210986360;670005834;121AA;;;;;13;;;;639;;
DIALYSE;2014;210986360;670005834;121CA;;;;6;6;;;;390;;
DIALYSE;2014;210986360;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;210987558;210780581;112BA;;;;24;93;14380;;;;;
DIALYSE;2014;210987558;210780581;1130X;;;;4;26;1821;;;;;
DIALYSE;2014;210987558;210780581;TOT;0;;;;;;2026;;;;
DIALYSE;2014;220000012;220000020;112AX;;;;2;0;47;;;;;
DIALYSE;2014;220000012;220000020;112BA;;;;25;287;14491;;;;;
DIALYSE;2014;220000012;220000020;121AA;;;;;10;;;;538;;
DIALYSE;2014;220000012;220000020;121CA;;;;;5;;;;260;;
DIALYSE;2014;220000012;220000020;122AX;;;;;1;;;;191;;
DIALYSE;2014;220000012;220000020;122BA;;;;;4;;;;208;;
DIALYSE;2014;220000012;220000020;AUTRE;;;;;1;90;;;;;
DIALYSE;2014;220000012;220000020;TOT;1;3;67;;;;1356;2;;82;7
DIALYSE;2014;220000012;220000020;VACAN;;;;8;;934;;;;;
DIALYSE;2014;220013106;350000626;1140X;;;;8;6;1093;;;;;
DIALYSE;2014;220013122;350000626;1140X;;;;8;9;860;;;;;
DIALYSE;2014;220013130;350000626;1140X;;;;4;2;408;;;;;
DIALYSE;2014;220013155;350000626;1140X;;;;5;3;622;;;;;
DIALYSE;2014;220016778;350000626;112AX;;;;3;1;83;;;;;
DIALYSE;2014;220018899;350000626;1140X;;;;10;7;1205;;;;;
DIALYSE;2014;220019558;350000626;1130X;;;;14;29;4244;;;;;
DIALYSE;2014;220019848;350000626;1130X;;;;7;5;150;;;;;
DIALYSE;2014;220019848;350000626;1140X;;;;4;2;688;;;;;
DIALYSE;2014;220020101;220000020;1130X;;;;8;9;1156;;;;;
DIALYSE;2014;220020119;220000020;1130X;;;;8;14;1896;;;;;
DIALYSE;2014;220020507;350000626;112AX;;;;2;1;129;;;;;
DIALYSE;2014;220020507;350000626;112BA;;;;14;18;3193;;;;;
DIALYSE;2014;220020507;350000626;TOT;0;;;;;;0;;;;
DIALYSE;2014;220022149;220000020;1130X;;;;8;9;1315;;;;;
DIALYSE;2014;230003576;870000700;1130X;;;;12;35;5604;;;;;
DIALYSE;2014;240002691;330000266;1140X;;;;;;1262;;;;;
DIALYSE;2014;240002725;330000266;1140X;;;;15;10;1655;;;;;
DIALYSE;2014;240003293;240013417;1140X;;;;9;12;1736;;;;;
DIALYSE;2014;240003301;240013417;1140X;;;;7;18;2445;;;;;
DIALYSE;2014;240006734;240000596;112BA;;;;34;130;19682;;;;;
DIALYSE;2014;240006734;240000596;TOT;0;;;;;;0;;;;
DIALYSE;2014;240013219;240013417;1130X;;;;9;34;4975;;;;;
DIALYSE;2014;240013219;240013417;1140X;;;;7;12;3878;;;;;
DIALYSE;2014;240013466;240013417;1140X;;;;13;22;3365;;;;;
DIALYSE;2014;250000114;900000365;112BA;;;;23;85;11157;;;;;
DIALYSE;2014;250000114;900000365;1130X;;;;8;8;967;;;;;
DIALYSE;2014;250000114;900000365;121AA;;;;;16;;;;466;;
DIALYSE;2014;250000114;900000365;121CA;;;;12;6;;;;413;;
DIALYSE;2014;250000114;900000365;122AX;;;;44;41;;;;110;;
DIALYSE;2014;250000114;900000365;122BA;;;;2;1;;;;437;;
DIALYSE;2014;250000114;900000365;TOT;0;;;;;;1021;2;;65;12
DIALYSE;2014;250006954;250000015;112BA;;;;17;78;12424;;;;;
DIALYSE;2014;250006954;250000015;112BE;;;;2;0;3;;;;;
DIALYSE;2014;250006954;250000015;122AX;;;;3;;;;;0;;
DIALYSE;2014;250006954;250000015;122BA;;;;0;11;;;;939;;
DIALYSE;2014;250006954;250000015;TOT;0;;;;;;2289;;;63;17
DIALYSE;2014;250013448;670005834;1130X;;;;11;22;3354;;;;;
DIALYSE;2014;250015526;670005834;112AX;;;;4;8;1252;;;;;
DIALYSE;2014;250015526;670005834;1130X;;;;12;50;6704;;;;;
DIALYSE;2014;250015526;670005834;1140X;;;;4;4;999;;;;;
DIALYSE;2014;250015526;670005834;1150A;;;;2;2;356;;;;;
DIALYSE;2014;250015526;670005834;121AA;;;;;28;;;;1718;;
DIALYSE;2014;250015526;670005834;121CA;;;;34;34;;;;1569;;
DIALYSE;2014;250015526;670005834;121CE;;;;3;3;;;;105;;
DIALYSE;2014;250015526;670005834;122AX;;;;1;1;;;;189;;
DIALYSE;2014;250015526;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;250015534;670005834;112AX;;;;1;0;151;;;;;
DIALYSE;2014;250015534;670005834;1130X;;;;8;24;3290;;;;;
DIALYSE;2014;250015534;670005834;121AA;;;;;12;;;;457;;
DIALYSE;2014;250015534;670005834;121CA;;;;7;7;;;;420;;
DIALYSE;2014;250015534;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;260000120;260016910;112BA;;;;15;55;7935;;;;;
DIALYSE;2014;260000120;260016910;121CA;;;;1;1;;;;3;;
DIALYSE;2014;260000120;260016910;122AX;;;;1;0;;;;65;;
DIALYSE;2014;260000120;260016910;122BA;;;;1;0;;;;26;;
DIALYSE;2014;260000120;260016910;TOT;0;;;;;;637;;;12;
DIALYSE;2014;260001631;380793802;112AX;;;;4;1;222;;;;;
DIALYSE;2014;260001631;380793802;112BA;;;;16;53;8481;;;;;
DIALYSE;2014;260001631;380793802;1130X;;;;8;39;5217;;;;;
DIALYSE;2014;260001631;380793802;121AA;;;;;11;;;;667;;
DIALYSE;2014;260001631;380793802;121CA;;;;4;4;;;;219;;
DIALYSE;2014;260001631;380793802;122AX;;;;4;4;;;;322;;
DIALYSE;2014;260001631;380793802;122BA;;;;;0;;;;10;;
DIALYSE;2014;260001631;380793802;TOT;0;;;;;;;1;;21;5
DIALYSE;2014;260003140;380793802;1140X;;;;6;6;956;;;;;
DIALYSE;2014;260003215;380793802;112AX;;;;2;;;;;;;
DIALYSE;2014;260003215;380793802;112BA;;;;18;67;9814;;;;;
DIALYSE;2014;260003215;380793802;1130X;;;;8;32;4621;;;;;
DIALYSE;2014;260003215;380793802;TOT;0;;;;;;;1;;32;
DIALYSE;2014;260006820;380793802;112AX;;;;3;5;524;;;;;
DIALYSE;2014;260006820;380793802;1130X;;;;8;35;5484;;;;;
DIALYSE;2014;260006820;380793802;1140X;;;;8;7;958;;;;;
DIALYSE;2014;260006820;380793802;1150A;;;;;;159;;;;;
DIALYSE;2014;260006820;380793802;121AA;;;;;8;;;;222;;
DIALYSE;2014;260006820;380793802;121CA;;;;2;2;;;;186;;
DIALYSE;2014;260006820;380793802;122BA;;;;;;;;;28;;
DIALYSE;2014;260006820;380793802;TOT;0;;;;;;;;;5;
DIALYSE;2014;260006838;380793802;1140X;;;;8;7;1164;;;;;
DIALYSE;2014;260010418;690796552;1140X;;;;8;23;3393;;;;;
DIALYSE;2014;260010418;690796552;VACAN;;;;;;17;;;;;
DIALYSE;2014;260012760;690796552;1140X;;;;6;10;1474;;;;;
DIALYSE;2014;260016993;380793802;1140X;;;;3;0;258;;;;;
DIALYSE;2014;270000359;270023724;112AX;;;;2;4;687;;;;;
DIALYSE;2014;270000359;270023724;112BA;;;;20;80;11020;;;;;
DIALYSE;2014;270000359;270023724;1130X;;;;8;33;4802;;;;;
DIALYSE;2014;270000359;270023724;1150A;;;;1;;;;;;;
DIALYSE;2014;270000359;270023724;122BA;;;;2;;;;;;;
DIALYSE;2014;270000359;270023724;TOT;0;;;;;;982;2;;68;9
DIALYSE;2014;270000458;270023724;112AX;;;;1;1;60;;;;;
DIALYSE;2014;270000458;270023724;112BA;;;;8;18;2716;;;;;
DIALYSE;2014;270000458;270023724;TOT;0;;;;;;51;1;;;
DIALYSE;2014;270017338;140000852;1140X;;;;8;12;1795;;;;;
DIALYSE;2014;270017379;140000852;1140X;;;;6;17;2003;;;;;
DIALYSE;2014;270017429;140000852;1140X;;;;10;30;4228;;;;;
DIALYSE;2014;270017478;140000852;1140X;;;;10;30;4336;;;;;
DIALYSE;2014;270017478;140000852;1150A;;;;1;1;235;;;;;
DIALYSE;2014;270017478;140000852;121AA;;;;;16;;;;770;;
DIALYSE;2014;270017478;140000852;121CA;;;;7;7;;;;354;;
DIALYSE;2014;270017478;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;280006594;280000852;1140X;;;;6;22;3420;;;;;
DIALYSE;2014;280502741;280000852;112AX;;;;2;0;240;;;;;
DIALYSE;2014;280502741;280000852;1140X;;;;12;47;6759;;;;;
DIALYSE;2014;280502741;280000852;1150A;;;;2;2;154;;;;;
DIALYSE;2014;280503848;280000852;1140X;;;;6;18;3084;;;;;
DIALYSE;2014;280504267;280000134;112BA;;;;20;85;9809;;;;;
DIALYSE;2014;280504267;280000134;121AA;;;;;;;;;14;;
DIALYSE;2014;280504267;280000134;121CA;;;;1;1;;;;13;;
DIALYSE;2014;280504267;280000134;122BA;;;;1;1;;;;27;;
DIALYSE;2014;280504267;280000134;TOT;0;;;;;;1622;2;;77;6
DIALYSE;2014;280504309;280000852;1140X;;;;6;18;3230;;;;;
DIALYSE;2014;280504689;750055626;112AX;;;;2;0;42;;;;;
DIALYSE;2014;280504689;750055626;112BA;;;;19;65;10783;;;;;
DIALYSE;2014;280504689;750055626;112BE;;;;0;0;13;;;;;
DIALYSE;2014;280504689;750055626;1130X;;;;8;15;2244;;;;;
DIALYSE;2014;280504689;750055626;TOT;0;;;;;;;1;;;
DIALYSE;2014;290000025;290020700;112BA;;;;16;63;8720;;;;;
DIALYSE;2014;290000025;290020700;122BA;;;;1;0;;;;97;;
DIALYSE;2014;290000025;290020700;TOT;0;;;;;;757;2;;2;0
DIALYSE;2014;290000850;330031089;112BA;;;;15;40;6864;;;;;
DIALYSE;2014;290000850;330031089;1130X;;;;8;2;217;;;;;
DIALYSE;2014;290000850;330031089;TOT;0;;;;;;;;;15;0
DIALYSE;2014;290000975;290000546;112BA;;;;8;27;3790;;;;;
DIALYSE;2014;290000975;290000546;112BE;;;;8;0;30;;;;;
DIALYSE;2014;290000975;290000546;TOT;0;;;;;;770;;;;
DIALYSE;2014;290004324;290000017;112BA;;;;15;60;6979;;;;;
DIALYSE;2014;290004324;290000017;TOT;0;;;;;;1620;;;;
DIALYSE;2014;290005131;350000626;112BA;;;;14;34;5396;;;;;
DIALYSE;2014;290005131;350000626;1130X;;;;8;12;1830;;;;;
DIALYSE;2014;290005131;350000626;TOT;0;;;;;;0;;;;
DIALYSE;2014;290005172;350000626;1140X;;;;16;20;2631;;;;;
DIALYSE;2014;290005230;350000626;1130X;;;;7;5;284;;;;;
DIALYSE;2014;290005230;350000626;1140X;;;;8;7;1180;;;;;
DIALYSE;2014;290016286;350000626;112AX;;;;7;8;1735;;;;;
DIALYSE;2014;290016294;350000626;112AX;;;;8;1;1213;;;;;
DIALYSE;2014;290018548;350000626;1140X;;;;12;16;2921;;;;;
DIALYSE;2014;290018555;350000626;1140X;;;;6;7;1110;;;;;
DIALYSE;2014;290018563;350000626;1140X;;;;14;13;1876;;;;;
DIALYSE;2014;290021070;350000626;1140X;;;;7;6;786;;;;;
DIALYSE;2014;290023779;350000626;112AX;;;;2;2;87;;;;;
DIALYSE;2014;290023779;350000626;112BA;;;;17;20;2861;;;;;
DIALYSE;2014;290023779;350000626;1130X;;;;9;6;920;;;;;
DIALYSE;2014;290023779;350000626;TOT;0;;;;;;0;;;;
DIALYSE;2014;290023787;350000626;1140X;;;;5;3;542;;;;;
DIALYSE;2014;290024579;350000626;112AX;;;;2;4;460;;;;;
DIALYSE;2014;290025337;350000626;1140X;;;;5;3;518;;;;;
DIALYSE;2014;290028539;350000626;1140X;;;;6;5;687;;;;;
DIALYSE;2014;290029669;350000626;112BA;;;;16;40;6384;;;;;
DIALYSE;2014;290029669;350000626;TOT;0;;;;;;0;;;;
DIALYSE;2014;290030808;350000626;1130X;;;;9;7;170;;;;;
DIALYSE;2014;290030808;350000626;1140X;;;;9;9;1991;;;;;
DIALYSE;2014;290031541;350000626;1140X;;;;5;4;595;;;;;
DIALYSE;2014;290032028;350000626;1130X;;;;16;46;6430;;;;;
DIALYSE;2014;290032655;350000626;1130X;;;;7;4;645;;;;;
DIALYSE;2014;290032713;350000626;1130X;;;;23;19;2958;;;;;
DIALYSE;2014;2A0000022;2A0000014;112BA;;;;9;107;5421;;;;;
DIALYSE;2014;2A0000022;2A0000014;1130X;;;;4;47;2334;;;;;
DIALYSE;2014;2A0000022;2A0000014;122BA;;;;1;1;;;;3;;
DIALYSE;2014;2A0000022;2A0000014;TOT;0;;;;;;366;0;;24;0
DIALYSE;2014;2A0000154;2A0000204;112BA;;;;12;23;4654;;;;;
DIALYSE;2014;2A0000154;2A0000204;TOT;0;;;;;;161;;;;
DIALYSE;2014;2A0003174;2A0003166;1140X;;;;12;18;3190;;;;;
DIALYSE;2014;2A0003174;2A0003166;121AA;;;;;2;;;;102;;
DIALYSE;2014;2A0003174;2A0003166;121CA;;;;3;3;;;;167;;
DIALYSE;2014;2A0003174;2A0003166;TOT;0;;;;;;;;;0;0
DIALYSE;2014;2B0000012;2B0000020;112BA;;;;13;51;6529;;;;;
DIALYSE;2014;2B0000012;2B0000020;1140X;;;;4;15;1954;;;;;
DIALYSE;2014;2B0000012;2B0000020;121CA;;;;5;5;;;;186;;
DIALYSE;2014;2B0000012;2B0000020;122AX;;;;1;1;;;;103;;
DIALYSE;2014;2B0000012;2B0000020;122BA;;;;1;1;;;;1;;
DIALYSE;2014;2B0000012;2B0000020;TOT;0;;;;;;142;11;;8;2
DIALYSE;2014;2B0004071;130006810;1140X;;;;7;5;782;;;;;
DIALYSE;2014;2B0004212;130006810;1140X;;;;7;4;1343;;;;;
DIALYSE;2014;2B0004584;130016058;1130X;;;;11;10;1130;;;;;
DIALYSE;2014;2B0004584;130016058;1140X;;;;11;0;758;;;;;
DIALYSE;2014;300007119;340000264;112AX;;;;2;4;1463;;;;;
DIALYSE;2014;300007119;340000264;112BA;;;;18;54;8399;;;;;
DIALYSE;2014;300007119;340000264;1130X;;;;16;32;4733;;;;;
DIALYSE;2014;300007119;340000264;1140X;;;;;21;3249;;;;;
DIALYSE;2014;300007119;340000264;TOT;0;;;;;;0;1;;6;
DIALYSE;2014;300007168;340000264;1140X;;;;7;3;604;;;;;
DIALYSE;2014;300007168;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;300008588;340000413;112BA;;;;35;135;20151;;;;;
DIALYSE;2014;300008588;340000413;TOT;1;1;28;;;;;3;;34;
DIALYSE;2014;300008638;340000413;1130X;;;;16;28;4408;;;;;
DIALYSE;2014;300008638;340000413;TOT;0;;;;;;;;;6;
DIALYSE;2014;300782117;300780038;112BA;;;;15;62;9163;;;;;
DIALYSE;2014;300782117;300780038;112BE;;;;;1;47;;;;;
DIALYSE;2014;300782117;300780038;122BA;;;;4;41;;;;835;;
DIALYSE;2014;300782117;300780038;TOT;0;;;;;;2511;4;;83;23
DIALYSE;2014;300787421;340000264;112AX;;;;15;13;3270;;;;;
DIALYSE;2014;300787421;340000264;1130X;;;;16;79;11794;;;;;
DIALYSE;2014;300787421;340000264;1140X;;;;9;24;1955;;;;;
DIALYSE;2014;300787421;340000264;122AX;;;;2;2;;;;202;;
DIALYSE;2014;300787421;340000264;TOT;0;;;;;;0;2;;;
DIALYSE;2014;310006473;310002712;1140X;;;;12;5;699;;;;;
DIALYSE;2014;310006481;310000617;1140X;;;;8;12;1656;;;;;
DIALYSE;2014;310006481;310000617;TOT;0;;;;;;;;;2;0
DIALYSE;2014;310011788;310002712;112AX;;;;1;2;186;;;;;
DIALYSE;2014;310011788;310002712;1130X;;;;8;21;3325;;;;;
DIALYSE;2014;310011838;310002712;112AX;;;;1;2;98;;;;;
DIALYSE;2014;310011838;310002712;1130X;;;;12;19;2514;;;;;
DIALYSE;2014;310016977;310781406;112BA;;;;;;29;;;;;
DIALYSE;2014;310016977;310781406;112BE;;;;6;4;757;;;;;
DIALYSE;2014;310016977;310781406;122BE;;;;3;2;;;;20;;
DIALYSE;2014;310016977;310781406;TOT;0;;;;;;247;;;5;2
DIALYSE;2014;310018684;310000617;1140X;;;;8;12;1783;;;;;
DIALYSE;2014;310018684;310000617;TOT;0;;;;;;;;;3;
DIALYSE;2014;310019351;310781406;112BA;;;;28;140;19461;;;;;
DIALYSE;2014;310019351;310781406;121CA;;;;1;6;;;;52;;
DIALYSE;2014;310019351;310781406;122AX;;;;3;;;;;48;;
DIALYSE;2014;310019351;310781406;122BA;;;;1;10;;;;190;;
DIALYSE;2014;310019351;310781406;TOT;0;;;;;;228;0;;32;
DIALYSE;2014;310019880;310002712;1140X;;;;6;6;843;;;;;
DIALYSE;2014;310020169;310000633;1130X;;;;6;23;3623;;;;;
DIALYSE;2014;310022330;310022322;1130X;;;;18;45;3706;;;;;
DIALYSE;2014;310022330;310022322;TOT;1;1;32;;;;;;;10;
DIALYSE;2014;310025333;310781406;TOT;;;;;;;3;;;;
DIALYSE;2014;310025606;310000633;1140X;;;;8;6;1161;;;;;
DIALYSE;2014;310025606;310000633;VACAN;;;;;0;13;;;;;
DIALYSE;2014;310782016;310000617;112AX;;;;8;4;308;;;;;
DIALYSE;2014;310782016;310000617;112BA;;;;49;265;40597;;;;;
DIALYSE;2014;310782016;310000617;121AA;;;;;6;;;;309;;
DIALYSE;2014;310782016;310000617;121CA;;;;2;2;;;;73;;
DIALYSE;2014;310782016;310000617;TOT;0;;;;;;3314;4;;107;5
DIALYSE;2014;310782065;310000633;112AX;;;;2;6;975;;;;;
DIALYSE;2014;310782065;310000633;1150A;;;;3;3;844;;;;;
DIALYSE;2014;310782065;310000633;121AA;;;;;29;;;;1471;;
DIALYSE;2014;310782065;310000633;121CA;;;;20;20;;;;1078;;
DIALYSE;2014;310782065;310000633;TOT;0;;;;;;;;;96;28
DIALYSE;2014;310793401;310000617;1140X;;;;8;10;1557;;;;;
DIALYSE;2014;310793401;310000617;TOT;0;;;;;;;;;1;
DIALYSE;2014;310793419;310000617;1140X;;;;8;12;1630;;;;;
DIALYSE;2014;310793419;310000617;TOT;0;;;;;;;;;5;
DIALYSE;2014;310793435;310000617;1140X;;;;8;10;1701;;;;;
DIALYSE;2014;310793435;310000617;TOT;0;;;;;;;;;3;
DIALYSE;2014;310793542;310000633;1140X;;;;6;7;1082;;;;;
DIALYSE;2014;310793542;310000633;VACAN;;;;;0;6;;;;;
DIALYSE;2014;310793559;310000633;1140X;;;;12;22;3428;;;;;
DIALYSE;2014;310793559;310000633;VACAN;;;;;;17;;;;;
DIALYSE;2014;310793567;310000633;1140X;;;;12;21;3157;;;;;
DIALYSE;2014;310793567;310000633;VACAN;;;;;0;30;;;;;
DIALYSE;2014;310793575;310000633;1140X;;;;6;21;3189;;;;;
DIALYSE;2014;310793575;310000633;TOT;0;;;;;;;;;3;
DIALYSE;2014;310793807;310000617;1140X;;;;8;11;1719;;;;;
DIALYSE;2014;310793807;310000617;TOT;0;;;;;;;;;3;
DIALYSE;2014;310793849;310000633;1140X;;;;6;12;1668;;;;;
DIALYSE;2014;310793849;310000633;TOT;0;;;;;;;;;3;
DIALYSE;2014;310794417;310002712;112AX;;;;2;3;526;;;;;
DIALYSE;2014;310794417;310002712;112BA;;;;29;111;16592;;;;;
DIALYSE;2014;310794417;310002712;121CA;;;;1;6;;;;266;;
DIALYSE;2014;310794417;310002712;122AX;;;;1;3;;;;32;;
DIALYSE;2014;310794417;310002712;TOT;0;;;;;;0;1;;77;3
DIALYSE;2014;310794524;310000633;1140X;;;;6;7;1159;;;;;
DIALYSE;2014;310794524;310000633;TOT;0;;;;;;;;;1;
DIALYSE;2014;310794532;310000617;1140X;;;;8;12;1643;;;;;
DIALYSE;2014;310794532;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2014;310796768;310000617;1140X;;;;8;10;1557;;;;;
DIALYSE;2014;310796768;310000617;TOT;0;;;;;;;;;2;
DIALYSE;2014;310796776;310000617;1140X;;;;8;10;1847;;;;;
DIALYSE;2014;310796776;310000617;TOT;0;;;;;;;;;1;
DIALYSE;2014;310797535;310000633;1140X;;;;6;4;671;;;;;
DIALYSE;2014;320000086;320780117;112AX;;;;2;4;615;;;;;
DIALYSE;2014;320000086;320780117;112BA;;;;8;34;5568;;;;;
DIALYSE;2014;320000086;320780117;TOT;0;;;;;;614;2;;;
DIALYSE;2014;320000680;310000633;1140X;;;;6;8;1336;;;;;
DIALYSE;2014;320000680;310000633;TOT;0;;;;;;;;;2;
DIALYSE;2014;320001050;310000633;1140X;;;;6;6;943;;;;;
DIALYSE;2014;320001050;310000633;TOT;0;;;;;;;;;3;
DIALYSE;2014;320001076;330000266;1140X;;;;9;5;704;;;;;
DIALYSE;2014;320001688;310000633;1140X;;;;6;11;1639;;;;;
DIALYSE;2014;320001688;310000633;TOT;0;;;;;;;;;8;
DIALYSE;2014;320784515;310000633;1140X;;;;10;22;3354;;;;;
DIALYSE;2014;320784515;310000633;TOT;0;;;;;;;;;8;
DIALYSE;2014;320785587;310000633;1140X;;;;6;15;2312;;;;;
DIALYSE;2014;320785587;310000633;TOT;0;;;;;;;;;4;
DIALYSE;2014;330000605;330781253;112AX;;;;1;1;3;;;;;
DIALYSE;2014;330000605;330781253;112BA;;;;16;68;10495;;;;;
DIALYSE;2014;330000605;330781253;122AX;;;;1;1;;;;17;;
DIALYSE;2014;330000605;330781253;TOT;0;;;;;;743;;;44;3
DIALYSE;2014;330007410;330007386;112AX;;;;1;3;82;;;;;
DIALYSE;2014;330007410;330007386;1130X;;;;8;8;1064;;;;;
DIALYSE;2014;330007410;330007386;1140X;;;;13;46;5778;;;;;
DIALYSE;2014;330007436;330000274;1140X;;;;6;22;2624;;;;;
DIALYSE;2014;330007436;330000274;TOT;0;;;;;;;2;;2;
DIALYSE;2014;330007550;330000266;1140X;;;;7;9;1393;;;;;
DIALYSE;2014;330007584;330000266;1140X;;;;8;10;1497;;;;;
DIALYSE;2014;330007634;330000266;1140X;;;;14;17;2908;;;;;
DIALYSE;2014;330007642;330000266;1140X;;;;7;18;2939;;;;;
DIALYSE;2014;330007667;330000266;1140X;;;;7;13;1883;;;;;
DIALYSE;2014;330007683;330000266;1140X;;;;14;25;3973;;;;;
DIALYSE;2014;330007725;330000266;1140X;;;;25;46;7086;;;;;
DIALYSE;2014;330008012;330000274;1140X;;;;6;12;1658;;;;;
DIALYSE;2014;330008012;330000274;TOT;0;;;;;;;2;;4;
DIALYSE;2014;330017989;330000134;112BA;;;;13;72;11078;;;;;
DIALYSE;2014;330017989;330000134;1130X;;;;13;24;3669;;;;;
DIALYSE;2014;330017989;330000134;TOT;0;;;;;;0;0;;4;0
DIALYSE;2014;330024639;330000266;1140X;;;;7;16;2472;;;;;
DIALYSE;2014;330054453;330000258;1140X;;;;10;18;2662;;;;;
DIALYSE;2014;330054461;330000274;1140X;;;;7;7;1537;;;;;
DIALYSE;2014;330054461;330000274;TOT;0;;;;;;;2;;1;
DIALYSE;2014;330056227;330007386;1140X;;;;9;20;2991;;;;;
DIALYSE;2014;330056516;330000258;1130X;;;;12;17;1694;;;;;
DIALYSE;2014;330056516;330000258;1140X;;;;12;8;1925;;;;;
DIALYSE;2014;330056680;330000274;1140X;;;;6;6;843;;;;;
DIALYSE;2014;330056680;330000274;TOT;0;;;;;;;2;;0;
