BOR;AN;FI;FI_EJ;INTMED;INTPHA;INTODO;INTGEN;FFI;INTTOT
Q22;2014;570000596;750821092;14;2;;25;;41
Q22;2014;570000646;570001115;2;;;;;2
Q22;2014;570000687;570025254;0;0;0;1;0;1
Q22;2014;570000885;570000133;2;;;;;2
Q22;2014;570000893;570000141;7;1;;;;8
Q22;2014;570000901;570000158;1;1;;16;3;21
Q22;2014;570000950;570000398;2;;;;;2
Q22;2014;570001016;570000513;11;;;;;11
Q22;2014;570001057;570023630;;;;6;;6
Q22;2014;570001099;570023630;2;;;;;2
Q22;2014;570026252;570023630;8;;;;;8
Q22;2014;570026682;570005165;65;3;1;31;23;123
Q22;2014;580004836;580780039;0;0;0;2;0;2
Q22;2014;580972636;580780971;4;;;;;4
Q22;2014;580972677;580780088;1;;;;;1
Q22;2014;580972685;580780096;;;;2;;2
Q22;2014;580972693;580780039;7;;;11;1;19
Q22;2014;590000014;590780052;2;;;3;;5
Q22;2014;590000097;590780185;1;;;;1;2
Q22;2014;590000105;590780193;33;;;7;;40
Q22;2014;590000113;590053120;0;0;0;0;1;1
Q22;2014;590000121;590780227;16;2;1;17;2;38
Q22;2014;590000188;590780334;56;1;0;2;0;59
Q22;2014;590000337;590781415;24;3;;25;4;56
Q22;2014;590000428;590781605;12;3;;24;1;40
Q22;2014;590000477;590781670;4;;;;;4
Q22;2014;590000527;590781795;0;0;0;1;0;1
Q22;2014;590000535;590781803;5;;1;16;2;24
Q22;2014;590000592;590782165;3;3;0;35;2;43
Q22;2014;590000600;590782207;2;;;;;2
Q22;2014;590000618;590782215;59;10;;33;7;109
Q22;2014;590000691;590782439;1;1;;2;;4
Q22;2014;590000758;590782637;9;4;0;18;4;35
Q22;2014;590000766;590782645;;;;1;1;2
Q22;2014;590000774;590782652;;;;6;;6
Q22;2014;590000782;590782660;10;;;2;2;14
Q22;2014;590000790;590782678;15;;;3;;18
Q22;2014;590001004;590783239;31;2;;26;16;75
Q22;2014;590001418;590034740;17;1;0;10;0;28
Q22;2014;590001442;590784245;2;;;;;2
Q22;2014;590001582;590785663;;;;3;;3
Q22;2014;590006607;590780193;97;;;13;5;115
Q22;2014;590009528;590782165;0;0;0;4;0;4
Q22;2014;590033429;590782421;0;0;0;1;0;1
Q22;2014;590045407;590780193;;;;3;;3
Q22;2014;590046538;590781415;;;;4;1;5
Q22;2014;590049565;780020715;;;;2;;2
Q22;2014;590052049;590006268;15;;;;;15
Q22;2014;590780060;590000022;2;;;;;2
Q22;2014;590780268;590053955;1;;;;;1
Q22;2014;590780284;590051801;35;2;;13;;50
Q22;2014;590784864;590780193;35;;;7;2;44
Q22;2014;590784898;590780193;2;;;5;;7
Q22;2014;590785341;750005068;2;;;;;2
Q22;2014;590785374;620001834;3;;;;;3
Q22;2014;590787529;590782215;7;0;0;0;0;7
Q22;2014;590787586;590780193;53;;;7;4;64
Q22;2014;590788865;590782421;0;0;0;2;0;2
Q22;2014;590791091;590780193;7;;;2;;9
Q22;2014;590791562;590782421;9;0;0;2;0;11
Q22;2014;590791729;590781902;1;;;;;1
Q22;2014;590796975;590780193;218;41;16;51;7;333
Q22;2014;590797353;590051801;33;2;;24;;59
Q22;2014;590797387;590805628;2;;;;;2
Q22;2014;590801106;590782421;46;0;0;22;1;69
Q22;2014;590804696;590781902;30;2;0;25;5;62
Q22;2014;590811279;590780193;173;1;;11;10;195
Q22;2014;590812186;590782421;0;0;0;2;0;2
Q22;2014;600000012;600100028;14;;;1;;15
Q22;2014;600000053;600101984;9;0;0;0;2;11
Q22;2014;600000152;600100572;0;1;0;0;0;1
Q22;2014;600000186;600100648;3;0;0;3;0;6
Q22;2014;600000194;600100713;27;5;0;17;6;55
Q22;2014;600000285;600100721;6;0;0;18;1;25
Q22;2014;600000467;600101984;36;3;0;1;5;45
Q22;2014;600100861;440052041;0;0;0;1;0;1
Q22;2014;600113476;600100721;12;4;0;36;2;54
Q22;2014;610000051;610780082;13;1;;23;3;40
Q22;2014;610000069;610780090;8;;;;1;9
Q22;2014;610000119;610780165;10;0;0;15;2;27
Q22;2014;610784423;610787285;1;;;;;1
Q22;2014;610788325;610780165;2;;;;;2
Q22;2014;620000026;620003814;;;;;3;3
Q22;2014;620000034;620100057;27;1;0;20;5;53
Q22;2014;620000224;620100651;17;3;;18;8;46
Q22;2014;620000240;620100677;6;;;;;6
Q22;2014;620000257;620100685;49;5;0;34;1;89
Q22;2014;620000281;620101287;12;0;0;2;1;15
Q22;2014;620000323;620101337;13;1;0;12;9;35
Q22;2014;620000349;620101360;;1;;17;2;20
Q22;2014;620000653;620103440;25;2;;11;2;40
Q22;2014;620001834;620001834;1;;;;;1
Q22;2014;620002154;620112607;1;;;;;1
Q22;2014;620003202;620103432;2;0;;9;1;12
Q22;2014;620003376;620001834;3;1;;;;4
Q22;2014;620003822;620003814;;;;;3;3
Q22;2014;620027664;620003814;;;;;2;2
Q22;2014;620100347;590039863;1;;;;;1
Q22;2014;620100842;620001834;1;;;;;1
Q22;2014;630000016;630180032;;;;1;;1
Q22;2014;630000131;630003168;1;;;1;;2
Q22;2014;630000149;630780302;4;;;;;4
Q22;2014;630000404;630780989;158;21;0;24;8;211
Q22;2014;630000412;630780997;;;;5;;5
Q22;2014;630000420;630781003;8;1;;5;;14
Q22;2014;630000438;630781011;12;0;0;0;0;12
Q22;2014;630000446;630781029;7;1;;5;2;15
Q22;2014;630000479;630781110;36;3;0;0;1;40
Q22;2014;630000487;630781136;2;;;;;2
Q22;2014;630000560;630781367;;;;1;;1
Q22;2014;630010296;630001188;;;;1;;1
Q22;2014;630780179;630011534;;;;2;;2
Q22;2014;630780195;630786754;16;;;;;16
Q22;2014;630780526;630009991;;;;2;;2
Q22;2014;630781268;630780989;114;4;13;12;5;148
Q22;2014;630781755;630011518;3;;;1;;4
Q22;2014;630781771;630780989;20;0;0;0;0;20
Q22;2014;630781839;630000826;1;;;;;1
Q22;2014;630783538;630780989;5;0;0;1;0;6
Q22;2014;640000162;640780417;34;0;0;30;0;64
Q22;2014;640000402;640780813;0;0;0;6;2;8
Q22;2014;640000410;640780821;;;;9;;9
Q22;2014;640000436;640780862;10;;;1;;11
Q22;2014;640000600;640781290;37;2;;36;14;89
Q22;2014;640005393;650789068;1;;;;;1
Q22;2014;640017646;640017638;;;;2;;2
Q22;2014;640780185;640000089;1;;;;;1
Q22;2014;640780755;640780417;0;0;0;6;0;6
Q22;2014;640780946;640000469;4;;;;;4
Q22;2014;640784278;640780417;4;0;0;0;0;4
Q22;2014;650000045;650780158;0;0;0;7;0;7
Q22;2014;650000052;650780166;;;;3;;3
Q22;2014;650000060;650780174;3;;;;;3
Q22;2014;650000417;650783160;19;0;0;10;2;31
Q22;2014;650780141;650783160;;;;1;;1
Q22;2014;650780182;650783160;;;;1;;1
Q22;2014;650784218;650780174;;;;3;;3
Q22;2014;660000084;660780180;40;2;1;45;6;94
Q22;2014;660000092;660780198;6;1;;;;7
Q22;2014;660000605;660786799;;;;;1;1
Q22;2014;660780628;660000282;;;;1;;1
Q22;2014;660780784;660000407;1;;;;;1
Q22;2014;660781444;660780180;4;;;;;4
Q22;2014;670000025;670780055;181;13;15;28;46;283
Q22;2014;670000033;670780063;15;1;0;0;3;19
Q22;2014;670000058;670013366;17;;;2;1;20
Q22;2014;670000157;670780337;24;2;;36;7;69
Q22;2014;670000165;670780345;2;0;;32;;34
Q22;2014;670000215;680000643;;;;5;;5
Q22;2014;670000272;670780543;;;;2;2;4
Q22;2014;670000306;670780584;0;;;4;;4
Q22;2014;670000397;670780691;3;0;0;26;0;29
Q22;2014;670000405;670780709;;;;3;;3
Q22;2014;670000603;670781152;4;;;1;3;8
Q22;2014;670009109;670780055;8;;;;3;11
Q22;2014;670780113;670780055;11;;;5;1;17
Q22;2014;670780121;670013754;3;;;3;;6
Q22;2014;670780170;670000116;1;;;;;1
Q22;2014;670780188;670014604;;;;5;;5
Q22;2014;670780212;670014604;;2;;4;;6
Q22;2014;670780378;670000785;0;;;2;;2
Q22;2014;670781129;670013754;2;;;1;;3
Q22;2014;670783133;670780055;4;;;;1;5
Q22;2014;670783273;670780055;163;39;;41;28;271
Q22;2014;670797539;670014604;3;;;;;3
Q22;2014;670798636;670014604;3;;;;;3
Q22;2014;670799550;670780055;3;;;;;3
Q22;2014;680000544;680000395;0;0;0;2;1;3
Q22;2014;680000577;680000411;;;;2;;2
Q22;2014;680000601;680000437;;;;2;;2
Q22;2014;680000627;680000486;12;0;0;13;5;30
Q22;2014;680000684;680000973;50;5;1;29;26;111
Q22;2014;680000700;680001005;;;;2;;2
Q22;2014;680000874;680001179;8;0;0;0;1;9
Q22;2014;680000882;680016011;;;;3;;3
Q22;2014;680001195;680016011;3;;;;;3
Q22;2014;680001245;680000973;6;;;12;1;19
Q22;2014;680001617;680016011;1;;;;;1
Q22;2014;680003324;680014495;;;;2;;2
Q22;2014;680004546;680000486;36;5;0;39;29;109
Q22;2014;680004553;680000486;0;0;0;6;0;6
Q22;2014;680004579;680000973;3;;;;;3
Q22;2014;690000013;690780036;1;1;;2;;4
Q22;2014;690000021;690780044;5;;;;1;6
Q22;2014;690000088;690780101;38;2;1;4;1;46
Q22;2014;690000096;690780119;6;;;;3;9
Q22;2014;690000245;690780432;;;;6;;6
Q22;2014;690000401;920028560;;;;6;;6
Q22;2014;690000427;750721334;;;;;10;10
Q22;2014;690000575;690782222;20;2;;58;9;89
Q22;2014;690000625;690782271;5;1;;4;0;10
Q22;2014;690000773;690782925;0;1;0;5;0;6
Q22;2014;690000880;690783220;44;3;;0;0;47
Q22;2014;690007539;690781810;105;5;1;18;4;133
Q22;2014;690019849;690781810;3;;;;1;4
Q22;2014;690022959;690000732;1;;;;;1
Q22;2014;690023239;690000146;1;;;;;1
Q22;2014;690023411;690000252;2;;;;;2
Q22;2014;690780093;750821092;20;;;16;;36
Q22;2014;690780150;690000104;;;;2;;2
Q22;2014;690780390;690000229;1;;;;;1
Q22;2014;690780416;690031190;1;;;;6;7
Q22;2014;690780499;690000278;1;;;;;1
Q22;2014;690780515;690000294;1;;;;;1
Q22;2014;690780549;750043994;4;;;;;4
Q22;2014;690780648;690036900;4;;;;;4
Q22;2014;690781737;750721334;3;;;;;3
Q22;2014;690781745;690000542;1;;;;;1
Q22;2014;690781836;690006598;6;;;;3;9
Q22;2014;690782081;750005068;1;;;;;1
Q22;2014;690782172;690782172;1;;;;;1
Q22;2014;690782834;690000724;5;0;0;0;0;5
Q22;2014;690783154;690781810;138;22;;28;13;201
Q22;2014;690784137;690781810;136;18;2;29;12;197
Q22;2014;690784152;690781810;109;14;20;14;7;164
Q22;2014;690784178;690781810;37;;;3;4;44
Q22;2014;690784186;690781810;50;10;;1;10;71
Q22;2014;690784194;690781810;5;2;;4;1;12
Q22;2014;690784202;690781810;7;1;;2;1;11
Q22;2014;690787429;690781810;;;;3;;3
Q22;2014;690787452;690781810;1;;;2;;3
Q22;2014;690787478;690781810;;2;;3;1;6
Q22;2014;690788930;690001623;;;;1;;1
Q22;2014;690790472;690029723;;;;1;;1
Q22;2014;690796727;690796727;12;;;2;;14
Q22;2014;690805361;690805353;27;2;;16;2;47
Q22;2014;690807599;690006598;4;;;;1;5
Q22;2014;700000011;700780026;;;;2;;2
Q22;2014;700000029;700004591;15;;;12;3;30
Q22;2014;700780042;250006335;2;;;;;2
Q22;2014;700780075;700004096;15;;;3;4;22
Q22;2014;700780208;700004591;1;;;;;1
Q22;2014;710006859;710000118;3;;;;;3
Q22;2014;710010067;710780644;2;0;0;8;2;12
Q22;2014;710010786;710781451;;;;7;;7
Q22;2014;710014317;710001843;1;;;;;1
Q22;2014;710780917;710000274;4;;;;;4
Q22;2014;710781535;210010294;2;;;;;2
Q22;2014;710781824;710000464;1;0;0;0;0;1
Q22;2014;710972282;710781451;;;;1;;1
Q22;2014;710978230;710781329;12;;;1;;13
Q22;2014;710978248;710781451;;;;1;;1
Q22;2014;710978263;710780958;30;2;;16;0;48
Q22;2014;710978271;710781014;;;;1;;1
Q22;2014;710978289;710780263;26;1;;15;;42
Q22;2014;710978313;710976705;8;;;;;8
Q22;2014;710978347;710781204;9;;;9;;18
Q22;2014;720000033;720000025;81;4;;43;4;132
Q22;2014;720000041;720000058;13;;;;;13
Q22;2014;720000249;720000645;3;;;1;;4
Q22;2014;720000389;720012749;;;;2;;2
Q22;2014;720000413;720008390;1;;;;;1
Q22;2014;720000744;720000454;1;;;3;1;5
Q22;2014;720016179;720016724;;;;19;;19
Q22;2014;720018100;750720575;2;;;;2;4
Q22;2014;730000031;730000015;40;3;;50;12;105
Q22;2014;730000080;730780103;;;;1;;1
Q22;2014;730000098;730780111;0;1;0;3;0;4
Q22;2014;730000262;730002839;1;;;5;;6
Q22;2014;730000304;730780582;7;;;;;7
Q22;2014;730783552;730000015;;;;1;;1
Q22;2014;730783644;730780111;0;0;0;3;0;3
Q22;2014;740000237;740781133;40;0;0;50;1;91
Q22;2014;740000294;740781208;0;0;0;2;0;2
Q22;2014;740000302;740781133;1;0;0;2;0;3
Q22;2014;740000328;740790381;15;0;0;0;0;15
Q22;2014;740000583;740785035;;;;;1;1
Q22;2014;740013412;740781133;;;;1;;1
Q22;2014;740781141;740790258;11;1;;25;;37
Q22;2014;740781224;740001839;2;;;14;;16
Q22;2014;750000481;750110025;22;;;;6;28
Q22;2014;750000499;750140014;55;5;1;;7;68
Q22;2014;750000507;750040628;;;;3;;3
Q22;2014;750000523;750150120;94;6;;;20;120
Q22;2014;750000549;750150229;44;;;;15;59
Q22;2014;750006348;910140011;8;;;;;8
Q22;2014;750006538;940016819;8;0;0;0;0;8
Q22;2014;750007668;750719270;3;;;;;3
Q22;2014;750023749;750034308;26;;;;9;35
Q22;2014;750039448;750720914;8;;;;1;9
Q22;2014;750041543;750712184;1;0;20;6;1;28
Q22;2014;750052037;750052037;5;;;;;5
Q22;2014;750100018;750712184;13;6;0;8;3;30
Q22;2014;750100042;750712184;108;15;0;39;18;180
Q22;2014;750100075;750712184;103;20;0;8;20;151
Q22;2014;750100083;750712184;6;2;5;12;1;26
Q22;2014;750100091;750712184;91;18;0;22;10;141
Q22;2014;750100109;750712184;80;7;0;24;14;125
Q22;2014;750100125;750712184;238;32;25;30;56;381
Q22;2014;750100166;750712184;175;22;0;17;28;242
Q22;2014;750100208;750712184;146;16;1;11;38;212
Q22;2014;750100216;750712184;0;0;0;1;0;1
Q22;2014;750100232;750712184;108;20;0;28;33;189
Q22;2014;750100273;750712184;75;11;0;20;16;122
Q22;2014;750100299;750712184;0;0;0;11;0;11
Q22;2014;750120016;750821092;37;;;2;;39
Q22;2014;750150013;750811887;2;0;0;0;4;6
Q22;2014;750150104;750720476;22;;;;9;31
Q22;2014;750150146;750720609;6;;;;4;10
Q22;2014;750150237;750006728;19;;;;2;21
Q22;2014;750150260;750006728;13;;;;2;15
Q22;2014;750150310;750806853;1;;;;2;3
Q22;2014;750150344;750720468;;;;;1;1
Q22;2014;750160012;750813321;43;2;0;0;3;48
Q22;2014;750170102;750721391;3;;;;;3
Q22;2014;750170235;750005068;2;;;;;2
Q22;2014;750300774;750000895;1;;;;1;2
Q22;2014;750801441;750712184;0;0;0;12;2;14
Q22;2014;750803447;750712184;114;18;0;19;26;177
Q22;2014;750803454;750712184;93;9;0;12;18;132
Q22;2014;750806226;750712184;1;1;0;0;0;2
Q22;2014;760000018;760780023;33;2;;23;6;64
Q22;2014;760000133;760780213;1;;;;;1
Q22;2014;760000141;760780239;2;;2;7;;11
Q22;2014;760000158;760780239;300;37;;45;16;398
Q22;2014;760000166;760780247;36;5;;;2;43
Q22;2014;760000174;760780254;;;;1;;1
Q22;2014;760000182;760780262;4;;;4;;8
Q22;2014;760000190;760780270;46;;;;3;49
Q22;2014;760000356;760780726;4;;;;;4
Q22;2014;760000364;760780734;0;0;0;7;0;7
Q22;2014;760000372;760780742;1;;;5;0;6
Q22;2014;760000463;760024042;28;2;;19;1;50
Q22;2014;760000620;760782227;;1;;3;;4
Q22;2014;760021329;760000448;1;;;;;1
Q22;2014;760780619;760000307;1;;;;;1
Q22;2014;760780692;760025734;6;;;;;6
Q22;2014;760781070;760780726;9;;;;1;10
Q22;2014;760783035;750721334;;;;;2;2
Q22;2014;760783522;760780239;42;;;11;2;55
Q22;2014;760783530;760780239;;;;1;;1
Q22;2014;760805770;760780726;48;2;3;25;12;90
Q22;2014;770000131;770110013;;;;12;4;16
Q22;2014;770000149;770110021;1;;;8;5;14
Q22;2014;770000156;770110054;15;;;13;23;51
Q22;2014;770000164;770110062;5;;;;;5
Q22;2014;770000446;770700185;14;;;29;17;60
Q22;2014;770019032;770170017;37;;;21;;58
Q22;2014;770700011;750042590;;;;;1;1
Q22;2014;780000287;780110011;5;;;12;12;29
Q22;2014;780000295;780002697;;;;7;7;14
Q22;2014;780000311;780001236;34;2;;32;21;89
Q22;2014;780000329;780110052;;;;18;10;28
Q22;2014;780000337;780001236;3;4;;11;;18
Q22;2014;780000345;780110078;;;;1;;1
Q22;2014;780000378;780130027;;;;1;;1
Q22;2014;780000402;780140026;13;;;;1;14
Q22;2014;780000410;780140059;2;;;;1;3
Q22;2014;780140018;750005068;5;;;;;5
Q22;2014;780150066;780808614;;;;5;;5
Q22;2014;780800256;780110078;64;6;;31;19;120
Q22;2014;790000087;790000012;43;1;;43;;87
Q22;2014;790000095;790006654;9;0;0;0;0;9
Q22;2014;790000103;790006654;3;;;;;3
Q22;2014;790003537;790006654;5;1;0;0;0;6
Q22;2014;800000143;800000028;10;2;0;9;3;24
Q22;2014;800000192;800000044;37;;;18;;55
Q22;2014;800000200;800000051;3;;;;2;5
Q22;2014;800000226;800000069;;;;8;;8
Q22;2014;800000275;800000077;0;0;0;2;0;2
Q22;2014;800000390;800000085;;;;9;;9
Q22;2014;800000432;800000093;;;;3;;3
Q22;2014;800000457;800000119;18;1;0;2;3;24
Q22;2014;800000614;800000044;;;;2;;2
Q22;2014;800006124;800000044;273;34;;73;15;395
Q22;2014;810000232;810099903;1;;;;;1
Q22;2014;810000505;810000331;13;0;0;11;0;24
Q22;2014;810000521;810000380;15;0;0;23;0;38
Q22;2014;810000562;810000455;5;;;2;;7
Q22;2014;810100008;810100008;3;;;;;3
Q22;2014;820000032;820000016;20;1;;22;;43
Q22;2014;820004067;820000016;1;;;;;1
Q22;2014;830000279;830100517;;;;6;1;7
Q22;2014;830000287;830100525;2;;;11;;13
Q22;2014;830000295;830100533;;;;12;;12
Q22;2014;830000311;830100566;11;1;0;18;2;32
Q22;2014;830000337;830100590;3;;;;;3
Q22;2014;830000345;830100616;32;1;;39;2;74
Q22;2014;830000600;830101200;0;1;0;0;0;1
Q22;2014;830100558;690781810;2;;;;2;4
Q22;2014;830100574;750821092;44;1;;32;;77
Q22;2014;830100608;830100616;;;;7;;7
Q22;2014;830100764;440052041;;;;2;;2
Q22;2014;830100814;750043994;1;;;;;1
Q22;2014;840000343;840000012;7;;;;;7
Q22;2014;840000350;840000657;3;1;;6;1;11
Q22;2014;840000392;840000046;1;;;6;;7
Q22;2014;840000418;840004659;2;;;2;;4
Q22;2014;840000483;840000087;1;1;;8;;10
Q22;2014;840000541;840000137;10;1;;;;11
Q22;2014;840001861;840006597;17;0;0;35;10;62
Q22;2014;850000142;850000019;54;2;2;33;;91
Q22;2014;850000175;850009010;;;;12;;12
Q22;2014;850000191;850000043;;;;2;;2
Q22;2014;850000209;850000019;;;;9;1;10
Q22;2014;850000225;850000019;;;;4;;4
Q22;2014;850000241;850000084;15;1;0;0;0;16
Q22;2014;850000258;850000092;5;;;3;;8
Q22;2014;850000647;850011453;;;;2;;2
Q22;2014;850009630;850000035;9;;;;;9
Q22;2014;860000017;860780048;35;;;;1;36
Q22;2014;860000025;860013382;16;2;;0;;18
Q22;2014;860000223;860013077;282;26;;185;2;495
Q22;2014;860011014;860013077;;;;1;;1
Q22;2014;870000064;870000015;127;33;1;24;6;191
Q22;2014;870000098;870000023;6;1;;9;1;17
Q22;2014;870000171;870015336;1;;;;;1
Q22;2014;870000270;870000031;7;;;;;7
Q22;2014;870000288;870017415;1;;;;;1
Q22;2014;870000601;870014248;;;;1;;1
Q22;2014;870002516;870000023;;;;1;;1
Q22;2014;870003514;870000015;2;0;0;9;0;11
Q22;2014;870005931;870000023;;;;;1;1
Q22;2014;870006137;870002466;25;1;;5;;31
Q22;2014;870014859;870000015;21;0;0;9;1;31
Q22;2014;880000021;880007059;18;;;12;2;32
Q22;2014;880000047;880780077;13;;;12;3;28
Q22;2014;880000054;880007299;45;4;;10;1;60
Q22;2014;880000062;880780093;2;1;0;13;4;20
Q22;2014;880000070;880007299;;;;1;;1
Q22;2014;880000088;880780119;7;;;;3;10
Q22;2014;880001789;880001409;1;;;;;1
Q22;2014;880006663;880007059;2;;;;;2
Q22;2014;880780465;540019726;;;;1;;1
Q22;2014;880788591;880780150;1;;;;;1
Q22;2014;890975519;890000052;12;;;;;12
Q22;2014;890975527;890000037;21;;;13;5;39
Q22;2014;890975543;890000417;2;;;2;;4
Q22;2014;890975550;890970569;7;0;0;14;7;28
Q22;2014;900000167;900000365;19;2;0;24;8;53
Q22;2014;900002429;700004096;4;;;2;;6
Q22;2014;900003070;900000365;;;;1;;1
Q22;2014;910000272;910110014;;;;10;10;20
Q22;2014;910000280;910019447;;;;11;3;14
Q22;2014;910000298;910110055;6;;;29;23;58
Q22;2014;910000306;910110063;3;;;16;5;24
Q22;2014;910000314;910002773;;;;;3;3
Q22;2014;910000322;910140011;1;;;;;1
Q22;2014;910000330;910140029;;;;6;;6
Q22;2014;910001973;910019447;1;;;13;14;28
Q22;2014;910018423;910019454;12;;;;;12
Q22;2014;910020254;910002773;63;3;;32;34;132
Q22;2014;910100023;750712184;0;1;0;0;0;1
Q22;2014;910110071;910110063;4;;;;;4
Q22;2014;910140037;750720914;3;;;;2;5
Q22;2014;910150028;750811184;;;;;13;13
Q22;2014;910150069;910000033;0;;;5;;5
Q22;2014;910300011;910000348;1;;;;;1
Q22;2014;910300219;910003888;2;;;;;2
Q22;2014;910500040;910009539;4;1;;1;;6
Q22;2014;920000460;750813321;14;3;0;;3;20
Q22;2014;920000569;920026374;1;0;0;2;1;4
Q22;2014;920000577;920110020;23;;;;2;25
Q22;2014;920000585;920026374;6;1;0;17;2;26
Q22;2014;920000601;920110053;;;;2;;2
Q22;2014;920000619;920009909;4;;;6;5;15
Q22;2014;920000627;920009909;4;;;4;4;12
Q22;2014;920000643;920150034;8;;;;2;10
Q22;2014;920000650;920150059;69;6;;;17;92
Q22;2014;920000684;920150091;19;2;;;7;28
Q22;2014;920001096;920001096;2;;;;;2
Q22;2014;920002177;920804465;7;;;1;;8
Q22;2014;920007408;950140012;;;;1;;1
Q22;2014;920027711;940140049;5;;;;;5
Q22;2014;920100013;750712184;58;7;0;24;3;92
Q22;2014;920100021;750712184;34;4;0;24;16;78
Q22;2014;920100039;750712184;58;6;0;13;21;98
Q22;2014;920100047;750712184;41;2;3;26;12;84
Q22;2014;920100054;750712184;23;1;0;5;8;37
Q22;2014;920100062;750712184;12;0;0;11;2;25
Q22;2014;920120011;750821092;22;0;0;15;0;37
Q22;2014;920140019;750005068;3;;;;;3
Q22;2014;920140027;750720575;6;;;;0;6
Q22;2014;920170081;750721391;1;;;;;1
Q22;2014;920300043;920001526;8;;;;;8
Q22;2014;920300753;920810736;3;;;;;3
Q22;2014;920300787;920000981;;;;7;;7
Q22;2014;920811635;780140059;2;;;;1;3
Q22;2014;930000286;930021480;24;0;0;27;16;67
Q22;2014;930000294;930021480;0;0;0;0;1;1
Q22;2014;930000302;930110036;39;4;;13;6;62
Q22;2014;930000328;930110051;29;6;0;36;25;96
Q22;2014;930000336;930110069;31;5;;34;11;81
Q22;2014;930000344;930140025;29;;;2;2;33
Q22;2014;930001433;930110051;1;;;;;1
Q22;2014;930100011;750712184;0;1;0;10;0;11
Q22;2014;930100037;750712184;59;9;0;23;18;109
Q22;2014;930100045;750712184;28;1;0;26;18;73
Q22;2014;930300066;930000401;;;;6;;6
Q22;2014;930706239;930110051;;;;2;;2
Q22;2014;940000573;940110018;54;6;;10;5;75
Q22;2014;940000599;940110042;23;;;32;17;72
Q22;2014;940000607;940140015;6;;;;1;7
Q22;2014;940000615;940140023;7;;;2;;9
Q22;2014;940000631;940140049;20;6;;;;26
Q22;2014;940000649;940150014;13;;;22;3;38
Q22;2014;940000664;940160013;57;8;;3;33;101
Q22;2014;940016868;940016819;15;0;0;6;5;26
Q22;2014;940100027;750712184;126;16;6;33;56;237
Q22;2014;940100035;750712184;3;0;6;19;7;35
Q22;2014;940100043;750712184;138;11;0;24;33;206
Q22;2014;940100050;750712184;1;1;0;7;0;9
Q22;2014;940100068;750712184;10;2;0;16;12;40
Q22;2014;940120017;750821092;22;;;23;;45
Q22;2014;940700032;940001027;2;;;;;2
Q22;2014;940806490;750810798;2;;;;;2
Q22;2014;950000307;950110015;66;6;0;0;9;81
Q22;2014;950000315;950001370;;;;12;;12
Q22;2014;950000323;950013870;14;;;36;15;65
Q22;2014;950000331;950110049;8;;;31;29;68
Q22;2014;950000349;950015289;;;;1;;1
Q22;2014;950000364;950110080;50;0;0;34;25;109
Q22;2014;950000398;950140012;;;;4;;4
Q22;2014;950002568;750043994;3;;;;;3
Q22;2014;950300087;750052359;1;1;;2;;4
Q22;2014;950630012;750721334;1;;;;;1
Q22;2014;950700021;950000760;;;;;2;2
Q22;2014;970100392;970100178;6;0;0;19;7;32
Q22;2014;970100400;970100186;;;;5;;5
Q22;2014;970100442;970100228;93;0;0;66;34;193
Q22;2014;970100475;970100277;7;0;0;1;0;8
Q22;2014;970100483;970100285;;;;3;;3
Q22;2014;970200069;970202180;1;0;0;0;0;1
Q22;2014;970200077;970202198;;3;;3;;6
Q22;2014;970211165;970211157;;;;5;3;8
Q22;2014;970211215;970211207;;;;159;;159
Q22;2014;970211223;970211207;5;;;4;;9
Q22;2014;970211231;970211207;;;;13;;13
Q22;2014;970211249;970211207;;;;5;;5
Q22;2014;970300026;970302022;22;0;0;29;13;64
Q22;2014;970300083;970302121;0;0;0;15;0;15
Q22;2014;970303640;970303590;;;;1;;1
Q22;2014;970400016;970411005;9;0;0;5;0;14
Q22;2014;970400024;970408589;45;0;0;60;4;109
Q22;2014;970400057;970408589;65;;;64;4;133
Q22;2014;970400065;970421038;7;1;0;21;1;30
Q22;2014;970400073;970403606;10;;;;;10
Q22;2014;970400081;970408589;;;;2;;2
Q22;2014;970400180;970408589;;;;4;;4
Q22;2014;970405395;970400396;1;;;;;1
Q22;2014;970423000;970430906;;;;2;;2
Q22;2014;970463139;970408589;1;;;;;1
Q22;2014;980500011;980500003;16;1;;16;;33
