BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2014;590000618;590782215;IRM;4;4;5585;0;0;14751;0;1
IMAGES;2014;590000618;590782215;MAMM;1;1;;;;2807;;
IMAGES;2014;590000618;590782215;RADIO;7;7;63235;0;0;18842;871;1
IMAGES;2014;590000618;590782215;SCAN;3;3;24836;146;731;9584;738;1
IMAGES;2014;590000618;590782215;TOMO;2;2;188;0;0;1821;0;0
IMAGES;2014;590000618;590782215;VASC;3;3;3911;0;226;531;27;1
IMAGES;2014;590000618;590782215;dtIRM1;1;1;148;0;0;1441;;0
IMAGES;2014;590000618;590782215;dtIRM2;1;1;1010;0;0;4247;;1
IMAGES;2014;590000691;590782439;MAMM;1;1;;;;411;;
IMAGES;2014;590000691;590782439;RADIO;2;2;2440;;;10324;82;0
IMAGES;2014;590000758;590782637;IRM;1;1;484;10;41;3725;;0
IMAGES;2014;590000758;590782637;MAMM;1;1;;;;1501;;
IMAGES;2014;590000758;590782637;RADIO;3;3;11262;214;80;20661;453;0
IMAGES;2014;590000758;590782637;SCAN;1;1;6174;47;58;4074;70;0
IMAGES;2014;590000766;590782645;RADIO;3;3;932;204;512;6764;;
IMAGES;2014;590000774;590782652;MAMM;1;1;;;;;;
IMAGES;2014;590000774;590782652;RADIO;2;2;4164;0;0;13010;353;0
IMAGES;2014;590000774;590782652;SCAN;1;1;2537;0;0;5124;164;0
IMAGES;2014;590000782;590782660;RADIO;1;1;923;;;;;0
IMAGES;2014;590001004;590783239;IRM;1;1;3337;;;6666;52;0
IMAGES;2014;590001004;590783239;RADIO;3;3;29405;;;39141;1257;0
IMAGES;2014;590001004;590783239;SCAN;2;2;15779;;;10673;570;0
IMAGES;2014;590001004;590783239;dtIRM1;0;0;1114;;;2971;;0
IMAGES;2014;590001418;590034740;RADIO;1;1;902;;;;;0
IMAGES;2014;590001442;590784245;RADIO;2;2;1999;;;480;;0
IMAGES;2014;590001582;590785663;RADIO;1;1;1019;79;;;;0
IMAGES;2014;590001749;590788956;MAMM;1;1;;;;831;;
IMAGES;2014;590001749;590788956;RADIO;4;4;2651;;467;20401;;
IMAGES;2014;590001749;590788956;SCAN;1;1;1388;;55;3341;;
IMAGES;2014;590006607;590780193;MAMM;1;1;;;;2411;;
IMAGES;2014;590006607;590780193;RADIO;3;3;4448;;;16396;;0
IMAGES;2014;590006896;590000519;SCAN;1;;;;;;;
IMAGES;2014;590052049;590006268;IRM;;;;;;8313;;0
IMAGES;2014;590052049;590006268;MAMM;3;3;;;;19022;;
IMAGES;2014;590052049;590006268;RADIO;17;17;;;;107091;2936;0
IMAGES;2014;590052049;590006268;SCAN;;;;;;19069;;0
IMAGES;2014;590052049;590006268;TOMO;;;;;;1190;;0
IMAGES;2014;590052049;590006268;VASC;;;;;;204;;0
IMAGES;2014;590780250;590053955;IRM;1;;;;;;;
IMAGES;2014;590780250;590053955;MAMM;1;;;;;;;
IMAGES;2014;590780250;590053955;RADIO;3;;;;;;;
IMAGES;2014;590780250;590053955;SCAN;1;;;;;;;
IMAGES;2014;590780250;590053955;dtIRM1;1;;;;;;;
IMAGES;2014;590780268;590053955;CAM;3;;;;;;;
IMAGES;2014;590780268;590053955;IRM;2;;;;;;;
IMAGES;2014;590780268;590053955;MAMM;1;;;;;;;
IMAGES;2014;590780268;590053955;RADIO;2;;;;;;;
IMAGES;2014;590780268;590053955;SCAN;2;;;;;;;
IMAGES;2014;590780268;590053955;TOMO;1;;;;;;;
IMAGES;2014;590780268;590053955;VASC;2;;;;;;;
IMAGES;2014;590780284;590051801;IRM;1;1;1556;;;2261;;0
IMAGES;2014;590780284;590051801;RADIO;9;9;22435;;;11890;;0
IMAGES;2014;590780284;590051801;SCAN;2;1;6597;;;3630;;0
IMAGES;2014;590780284;590051801;VASC;1;1;986;;;;;0
IMAGES;2014;590780284;590051801;dtIRM2;1;1;1556;;;2261;;0
IMAGES;2014;590781571;590000402;RADIO;1;0;;;;;;
IMAGES;2014;590781571;590000402;VASC;1;0;;;;;;
IMAGES;2014;590782546;590000733;RADIO;1;1;2936;;;;;1
IMAGES;2014;590784864;590780193;RADIO;3;3;13883;;;6104;;0
IMAGES;2014;590784864;590780193;SCAN;1;1;7570;;;10270;84;0
IMAGES;2014;590787586;590780193;IRM;1;1;2350;;;3954;39;0
IMAGES;2014;590787586;590780193;RADIO;1;1;6449;;;144;;0
IMAGES;2014;590787586;590780193;SCAN;1;1;4830;;;3897;;1
IMAGES;2014;590787586;590780193;VASC;1;1;4323;;;167;;1
IMAGES;2014;590788964;590001756;IRM;1;;;;;;;
IMAGES;2014;590788964;590001756;MAMM;1;;;;;;;
IMAGES;2014;590788964;590001756;RADIO;3;;;;;;;
IMAGES;2014;590788964;590001756;SCAN;2;;;;;;;
IMAGES;2014;590791091;590780193;RADIO;1;1;2243;;;101;;0
IMAGES;2014;590791562;590782421;MAMM;1;1;;;;1732;;
IMAGES;2014;590796975;590780193;CAM;4;4;2729;;;5430;;0
IMAGES;2014;590796975;590780193;IRM;5;5;23200;;;17482;477;0
IMAGES;2014;590796975;590780193;RADIO;9;9;24217;;;55908;1005;0
IMAGES;2014;590796975;590780193;SCAN;3;3;47593;;;13649;1216;1
IMAGES;2014;590796975;590780193;VASC;2;2;3495;;;;57;1
IMAGES;2014;590796975;590780193;dtIRM1;1;1;37;;;2496;;0
IMAGES;2014;590796975;590780193;dtIRM2;1;1;4428;;;8626;;0
IMAGES;2014;590797353;590051801;IRM;1;1;1092;;;1476;;0
IMAGES;2014;590797353;590051801;RADIO;6;6;12392;;;22079;;0
IMAGES;2014;590797353;590051801;SCAN;1;1;5104;;;4378;;0
IMAGES;2014;590801106;590782421;IRM;2;2;1550;;;10175;27;0
IMAGES;2014;590801106;590782421;RADIO;7;7;28159;;;35552;933;1
IMAGES;2014;590801106;590782421;SCAN;2;2;7272;;;11237;97;1
IMAGES;2014;590801106;590782421;dtIRM2;1;1;770;;;5126;;0
IMAGES;2014;590804696;590781902;IRM;1;1;1984;;;2654;3;0
IMAGES;2014;590804696;590781902;MAMM;1;1;;;;858;;
IMAGES;2014;590804696;590781902;RADIO;5;4;13999;;;31818;;1
IMAGES;2014;590804696;590781902;SCAN;2;2;7933;;;4509;98;1
IMAGES;2014;590804712;590003281;SCAN;1;1;1114;;;;;
IMAGES;2014;590806360;590003596;RADIO;1;1;1716;;;;;
IMAGES;2014;590811279;590780193;CAM;2;2;1774;;;2733;;0
IMAGES;2014;590811279;590780193;IRM;1;1;1601;;;9723;104;0
IMAGES;2014;590811279;590780193;RADIO;3;3;14652;;;2126;61;
IMAGES;2014;590811279;590780193;SCAN;2;2;10182;;;15579;153;1
IMAGES;2014;590811279;590780193;TOMO;1;1;812;;;3350;;0
IMAGES;2014;590811279;590780193;VASC;2;2;3465;;;287;2;1
IMAGES;2014;590813507;590000485;LITHO;1;1;99;;;;;
IMAGES;2014;590813507;590000485;RADIO;2;;;;;;;
IMAGES;2014;590816310;590000048;IRM;1;1;106;;;6103;0;0
IMAGES;2014;590816310;590000048;MAMM;1;1;;;;;;
IMAGES;2014;590816310;590000048;RADIO;2;2;3080;;;13348;151;1
IMAGES;2014;590816310;590000048;SCAN;1;1;514;;;9003;35;1
IMAGES;2014;590817458;590053955;IRM;1;0;;;;;;
IMAGES;2014;590817458;590053955;MAMM;2;0;;;;;;
IMAGES;2014;590817458;590053955;RADIO;2;0;;;;;;
IMAGES;2014;590817458;590053955;SCAN;1;0;;;;;;
IMAGES;2014;590817839;590053955;MAMM;1;0;;;;;;
IMAGES;2014;590817839;590053955;RADIO;2;0;;;;;;
IMAGES;2014;600000053;600101984;IRM;1;1;300;1;;41;0;0
IMAGES;2014;600000053;600101984;MAMM;1;1;;;;596;;
IMAGES;2014;600000053;600101984;RADIO;3;3;8016;198;;17973;231;0
IMAGES;2014;600000053;600101984;SCAN;1;1;2461;39;;877;14;0
IMAGES;2014;600000152;600100572;MAMM;1;1;;;;844;;
IMAGES;2014;600000152;600100572;RADIO;3;3;436;;;4575;;1
IMAGES;2014;600000186;600100648;MAMM;1;1;;;;489;;
IMAGES;2014;600000186;600100648;RADIO;3;3;2835;;;18710;225;1
IMAGES;2014;600000186;600100648;SCAN;1;1;1608;;;4214;74;1
IMAGES;2014;600000194;600100713;CAM;1;1;495;;237;3930;0;0
IMAGES;2014;600000194;600100713;IRM;2;2;1161;;;9162;12;0
IMAGES;2014;600000194;600100713;MAMM;1;1;;;;;;
IMAGES;2014;600000194;600100713;RADIO;3;3;16039;;;30261;697;0
IMAGES;2014;600000194;600100713;SCAN;2;2;9086;;;15327;211;1
IMAGES;2014;600000285;600100721;RADIO;3;3;1173;;;11611;112;0
IMAGES;2014;600000285;600100721;SCAN;1;1;626;;;2052;22;0
IMAGES;2014;600000467;600101984;IRM;2;1;1060;;;924;;0
IMAGES;2014;600000467;600101984;LITHO;1;1;244;;;;;1
IMAGES;2014;600000467;600101984;MAMM;1;0;;;;;;
IMAGES;2014;600000467;600101984;RADIO;4;4;8836;;;27902;667;0
IMAGES;2014;600000467;600101984;SCAN;2;1;4746;;;7589;148;0
IMAGES;2014;600000467;600101984;VASC;1;1;1446;;;;;1
IMAGES;2014;600100101;750712184;RADIO;1;1;1551;;30;;;1
IMAGES;2014;600100671;750034589;RADIO;1;1;1043;0;0;0;0;
IMAGES;2014;600100754;600000228;IRM;1;0;;;;;;
IMAGES;2014;600100754;600000228;MAMM;1;;;;;;;
IMAGES;2014;600100754;600000228;RADIO;2;0;;;;;;
IMAGES;2014;600100754;600000228;SCAN;2;0;;;;;;
IMAGES;2014;600100796;750720609;RADIO;1;1;1207;0;0;53;0;0
IMAGES;2014;600110175;600001234;LITHO;1;1;83;;;;;
IMAGES;2014;600113476;600100721;IRM;1;1;768;0;0;3721;18;0
IMAGES;2014;600113476;600100721;MAMM;1;1;;;;795;;
IMAGES;2014;600113476;600100721;RADIO;5;5;13336;0;0;39539;552;0
IMAGES;2014;600113476;600100721;SCAN;1;1;3419;0;0;11254;167;0
IMAGES;2014;600113476;600100721;VASC;1;1;204;0;0;0;0;1
IMAGES;2014;610000044;610780074;MAMM;1;1;;;;273;;
IMAGES;2014;610000044;610780074;RADIO;2;2;4395;;46;9609;157;0
IMAGES;2014;610000044;610780074;SCAN;1;1;1480;;28;4458;18;0
IMAGES;2014;610000051;610780082;IRM;2;2;609;1;72;3610;4;0
IMAGES;2014;610000051;610780082;MAMM;1;1;;;;425;;
IMAGES;2014;610000051;610780082;RADIO;4;4;14118;96;303;22495;357;0
IMAGES;2014;610000051;610780082;SCAN;1;1;5379;23;270;5732;99;0
IMAGES;2014;610000069;610780090;MAMM;1;1;;;;0;;
IMAGES;2014;610000069;610780090;RADIO;6;4;3193;;;20095;180;1
IMAGES;2014;610000069;610780090;SCAN;1;1;1615;;1831;4500;45;0
IMAGES;2014;610000077;610780124;RADIO;4;4;1629;;;5407;69;
IMAGES;2014;610000093;610780140;RADIO;1;1;304;;;994;;0
IMAGES;2014;610000119;610780165;RADIO;2;2;7533;;;18999;287;0
IMAGES;2014;610000119;610780165;SCAN;1;1;2012;324;;2375;46;0
IMAGES;2014;610780108;610790594;RADIO;2;2;727;315;0;1511;0;0
IMAGES;2014;610780116;610790594;RADIO;2;2;3798;315;0;10824;117;0
IMAGES;2014;610780199;610000135;IRM;1;;;;;;;
IMAGES;2014;610780199;610000135;RADIO;1;;;;;;;
IMAGES;2014;610780199;610000135;SCAN;1;;;;;;;
IMAGES;2014;610784423;610787285;RADIO;1;1;681;0;0;478;;
IMAGES;2014;620000026;620003814;CAM;1;1;794;30;6;2754;;0
IMAGES;2014;620000026;620003814;IRM;1;1;1557;40;197;3650;;0
IMAGES;2014;620000026;620003814;RADIO;5;5;12468;1770;117;21338;;1
IMAGES;2014;620000026;620003814;SCAN;1;1;1127;72;66;1818;4;1
IMAGES;2014;620000034;620100057;IRM;2;2;830;;3072;2850;12;0
IMAGES;2014;620000034;620100057;MAMM;1;1;;;;1336;;
IMAGES;2014;620000034;620100057;RADIO;7;5;11828;963;;36817;519;0
IMAGES;2014;620000034;620100057;SCAN;2;2;4197;;2674;9199;146;1
IMAGES;2014;620000034;620100057;VASC;1;1;723;;;;;1
IMAGES;2014;620000224;620100651;CAM;2;2;259;10;;3233;;0
IMAGES;2014;620000224;620100651;IRM;2;1;1646;14;;1253;;0
IMAGES;2014;620000224;620100651;RADIO;3;3;26749;407;;22067;;1
IMAGES;2014;620000224;620100651;SCAN;2;2;8940;225;;4175;;1
IMAGES;2014;620000224;620100651;TOMO;1;1;103;8;;2024;;0
IMAGES;2014;620000240;620100677;RADIO;1;1;2950;78;;429;0;
IMAGES;2014;620000257;620100685;IRM;3;3;3544;;;8621;73;0
IMAGES;2014;620000257;620100685;LITHO;1;1;102;;;;;
IMAGES;2014;620000257;620100685;MAMM;1;1;;;;1287;;
IMAGES;2014;620000257;620100685;RADIO;5;5;22576;;;22245;569;0
IMAGES;2014;620000257;620100685;SCAN;2;2;5925;;;8303;38;1
IMAGES;2014;620000257;620100685;VASC;3;3;2012;1201;141;460;31;1
IMAGES;2014;620000257;620100685;dtIRM2;1;1;830;;;3576;;0
IMAGES;2014;620000281;620101287;RADIO;1;1;1051;0;56;;;0
IMAGES;2014;620000323;620101337;IRM;2;2;1284;;;4548;34;0
IMAGES;2014;620000323;620101337;RADIO;3;3;18018;;;18235;734;0
IMAGES;2014;620000323;620101337;SCAN;2;2;5183;;;3666;147;1
IMAGES;2014;620000349;620101360;IRM;1;1;480;21;21;7251;62;0
IMAGES;2014;620000349;620101360;RADIO;4;4;12960;812;812;28368;550;0
IMAGES;2014;620000349;620101360;SCAN;1;1;4348;40;40;9024;134;0
IMAGES;2014;620000653;620103440;CAM;2;2;440;;;4257;6;0
IMAGES;2014;620000653;620103440;IRM;2;2;2170;;;8784;131;0
IMAGES;2014;620000653;620103440;MAMM;1;1;;;;2351;;
IMAGES;2014;620000653;620103440;RADIO;6;6;24503;;;36645;610;1
IMAGES;2014;620000653;620103440;SCAN;2;2;9906;;;10049;118;1
IMAGES;2014;620000653;620103440;TOMO;1;1;34;;;2206;0;0
IMAGES;2014;620000653;620103440;VASC;2;2;1109;;;267;13;1
IMAGES;2014;620000653;620103440;dtIRM2;1;1;1378;;;4896;;0
IMAGES;2014;620003202;620103432;IRM;1;1;40;;1;434;10;
IMAGES;2014;620003202;620103432;MAMM;1;1;;;;553;;
IMAGES;2014;620003202;620103432;RADIO;3;3;11651;;59;14886;331;
IMAGES;2014;620003202;620103432;SCAN;1;1;5084;;37;3336;114;
IMAGES;2014;620003350;620001834;IRM;2;1;1133;;;;;
IMAGES;2014;620003350;620001834;RADIO;7;7;6516;0;0;17174;;
IMAGES;2014;620003350;620001834;SCAN;2;1;3509;;;;;
IMAGES;2014;620003376;620001834;IRM;1;0;84;;;1022;;
IMAGES;2014;620003376;620001834;MAMM;1;1;;;;739;;
IMAGES;2014;620003376;620001834;RADIO;3;3;30515;;;20845;580;0
IMAGES;2014;620003376;620001834;SCAN;1;0;864;;;1047;;
IMAGES;2014;620006049;620000331;RADIO;2;;;;;;;
IMAGES;2014;620006049;620000331;SCAN;1;;;;;;;
IMAGES;2014;620008698;620004515;CAM;3;3;;;;7902;;0
IMAGES;2014;620008698;620004515;IRM;1;1;;;;7526;;0
IMAGES;2014;620008698;620004515;MAMM;1;1;;;;4493;;
IMAGES;2014;620008698;620004515;RADIO;4;4;;;;52683;;1
IMAGES;2014;620008698;620004515;SCAN;2;2;;;;14413;;1
IMAGES;2014;620008698;620004515;TOMO;1;1;;;;3764;;0
IMAGES;2014;620025346;620001834;IRM;1;;;;;;;
IMAGES;2014;620025346;620001834;RADIO;2;2;16925;;;;;
IMAGES;2014;620025346;620001834;SCAN;1;;;;;;;
IMAGES;2014;620100487;620000125;RADIO;1;1;1087;;;;;
IMAGES;2014;620100487;620000125;SCAN;1;1;555;;;;;
IMAGES;2014;620100750;620000273;RADIO;3;0;;;;;;
IMAGES;2014;620100842;620001834;RADIO;1;1;1326;;;;;
IMAGES;2014;620101311;620027763;IRM;1;0;;;;;;
IMAGES;2014;620101311;620027763;SCAN;1;0;;;;;;
IMAGES;2014;620101501;620000364;CAM;3;3;336;;;8047;0;0
IMAGES;2014;620101501;620000364;IRM;1;1;200;;;8011;0;0
IMAGES;2014;620101501;620000364;LITHO;1;1;375;;;;;1
IMAGES;2014;620101501;620000364;MAMM;1;1;;;;;;
IMAGES;2014;620101501;620000364;RADIO;2;2;18744;;;17326;;
IMAGES;2014;620101501;620000364;SCAN;2;2;4141;;;12423;9;
IMAGES;2014;620101501;620000364;VASC;2;2;3642;;;;;1
IMAGES;2014;620116046;620002311;RADIO;1;1;16;;77;122;;0
IMAGES;2014;620118513;620002915;IRM;1;0;;;;;;0
IMAGES;2014;620118513;620002915;LITHO;1;1;39;;;;;1
IMAGES;2014;620118513;620002915;MAMM;1;0;;;;;;
IMAGES;2014;620118513;620002915;SCAN;1;0;;;;;;0
IMAGES;2014;630000016;630180032;RADIO;1;1;347;35;0;1300;0;0
IMAGES;2014;630000131;630003168;RADIO;1;1;1624;0;0;0;0;0
IMAGES;2014;630000149;630780302;RADIO;1;1;2278;;;;;0
IMAGES;2014;630000404;630780989;IRM;2;2;2952;140;140;10705;181;0
IMAGES;2014;630000404;630780989;LITHO;1;1;16;;300;3;;
IMAGES;2014;630000404;630780989;RADIO;8;8;38871;440;9;22120;627;1
IMAGES;2014;630000404;630780989;SCAN;3;3;31548;303;171;14279;1048;1
IMAGES;2014;630000404;630780989;VASC;4;4;5749;1286;33;224;38;1
IMAGES;2014;630000404;630780989;dtIRM2;1;1;1063;21;62;4277;;0
IMAGES;2014;630000412;630780997;MAMM;1;1;;;;1008;;
IMAGES;2014;630000412;630780997;RADIO;2;2;2680;;;9467;58;0
IMAGES;2014;630000420;630781003;RADIO;2;2;2314;;;8248;96;0
IMAGES;2014;630000420;630781003;SCAN;1;1;2045;;592;4133;45;0
IMAGES;2014;630000438;630781011;MAMM;1;1;;;;710;;
IMAGES;2014;630000438;630781011;RADIO;2;2;10185;;;15913;4548;
IMAGES;2014;630000438;630781011;SCAN;1;1;3553;;;5523;1069;
IMAGES;2014;630000446;630781029;RADIO;2;2;4691;;;8034;;
IMAGES;2014;630000446;630781029;SCAN;1;1;1824;;;3446;;
IMAGES;2014;630000479;630781110;CAM;5;5;1184;0;2193;9035;;0
IMAGES;2014;630000479;630781110;MAMM;2;2;;;;;;
IMAGES;2014;630000479;630781110;RADIO;2;2;10154;;19;1748;;0
IMAGES;2014;630000479;630781110;SCAN;1;1;1659;0;137;6458;;1
IMAGES;2014;630000479;630781110;TOMO;2;2;62;;295;3133;;0
IMAGES;2014;630780211;630000107;IRM;2;;;;;;;
IMAGES;2014;630780211;630000107;LITHO;1;;;;;;;
IMAGES;2014;630780211;630000107;MAMMO;3;;;;;;;
IMAGES;2014;630780211;630000107;RADIO;6;;;;;;;
IMAGES;2014;630780211;630000107;SCAN;1;;;;;;;
IMAGES;2014;630781268;630780989;IRM;1;1;1308;86;47;6633;55;1
IMAGES;2014;630781268;630780989;RADIO;6;6;7375;263;99;20498;244;1
IMAGES;2014;630781268;630780989;SCAN;1;1;9259;86;14;9576;59;1
IMAGES;2014;630781755;630011518;RADIO;3;3;643;;;;;
IMAGES;2014;630781839;630000826;IRM;2;;;;;;;
IMAGES;2014;630781839;630000826;MAMM;1;;;;;;;
IMAGES;2014;630781839;630000826;RADIO;5;;;;;;;
IMAGES;2014;630781839;630000826;SCAN;1;;;;;;;
IMAGES;2014;630781839;630000826;VASC;1;;;;;;;
IMAGES;2014;630781839;630000826;dtIRM1;1;;;;;;;
IMAGES;2014;630783538;630780989;RADIO;1;1;666;234;0;17;0;0
IMAGES;2014;640000162;640780417;CAM;3;3;799;50;76;8623;0;0
IMAGES;2014;640000162;640780417;IRM;3;3;2721;34;9219;8525;99;1
IMAGES;2014;640000162;640780417;MAMM;2;2;;;;1789;;
IMAGES;2014;640000162;640780417;RADIO;3;3;19723;1159;248;24464;545;0
IMAGES;2014;640000162;640780417;SCAN;2;2;14847;217;36;6183;214;1
IMAGES;2014;640000162;640780417;TOMO;1;1;71;0;45;3508;17;0
IMAGES;2014;640000162;640780417;VASC;1;1;946;5;0;951;6;1
IMAGES;2014;640000402;640780813;RADIO;4;3;2031;13;2068;8525;154;0
IMAGES;2014;640000402;640780813;SCAN;1;1;1412;6;1;2670;50;0
IMAGES;2014;640000410;640780821;RADIO;2;2;6782;;;10525;188;0
IMAGES;2014;640000410;640780821;SCAN;1;1;2035;;;3042;28;0
IMAGES;2014;640000600;640781290;CAM;2;2;437;0;53;3651;0;0
IMAGES;2014;640000600;640781290;IRM;2;2;2229;0;157;6960;10;0
IMAGES;2014;640000600;640781290;MAMM;1;1;;;;2349;;
IMAGES;2014;640000600;640781290;RADIO;6;6;27142;0;589;32496;603;1
IMAGES;2014;640000600;640781290;SCAN;2;2;11074;0;199;10430;225;1
IMAGES;2014;640000600;640781290;VASC;2;2;3127;0;216;33;27;1
IMAGES;2014;640000600;640781290;dtIRM2;1;1;1033;0;55;2639;;0
IMAGES;2014;640017646;640017638;SCAN;1;1;1676;;;5336;13;0
IMAGES;2014;640780185;640000089;RADIO;1;1;397;;;;;
IMAGES;2014;640780490;640000212;SCAN;1;;;;;;;
IMAGES;2014;640780557;640000238;RADIO;1;1;1145;;;;;0
IMAGES;2014;640780623;640000287;RADIO;1;1;183;;;;;0
IMAGES;2014;640780631;640000295;RADIO;1;1;346;;;39;;0
IMAGES;2014;640780672;640000337;RADIO;1;1;709;;;;;0
IMAGES;2014;640780755;640780417;RADIO;1;1;857;0;0;79;0;0
IMAGES;2014;640780938;640000451;IRM;1;;;;;;;
IMAGES;2014;640780938;640000451;LITHO;1;1;;;;;;
IMAGES;2014;640780938;640000451;RADIO;3;;;;;;;
IMAGES;2014;640780938;640000451;SCAN;1;;;;;;;
IMAGES;2014;640780946;640000469;IRM;1;;;;;;;
IMAGES;2014;640780946;640000469;LITHO;1;;;;;;;
IMAGES;2014;640780946;640000469;RADIO;3;;;;;;;
IMAGES;2014;640780946;640000469;SCAN;1;;;;;;;
IMAGES;2014;640790150;750712184;RADIO;1;1;886;;;;0;
IMAGES;2014;650000045;650780158;MAMM;1;1;;;;373;;
IMAGES;2014;650000045;650780158;RADIO;3;3;4830;;;13246;204;
IMAGES;2014;650000045;650780158;SCAN;1;1;2460;;;5288;36;
IMAGES;2014;650000052;650780166;RADIO;2;2;3326;135;230;10180;58;
IMAGES;2014;650000417;650783160;CAM;2;2;732;25;;6713;0;0
IMAGES;2014;650000417;650783160;IRM;1;1;722;15;;3251;2;0
IMAGES;2014;650000417;650783160;MAMM;1;1;;;;1177;;
IMAGES;2014;650000417;650783160;RADIO;6;6;13277;380;;22806;203;0
IMAGES;2014;650000417;650783160;SCAN;4;4;5691;124;;6070;78;1
IMAGES;2014;650000417;650783160;VASC;1;1;1383;0;;209;3;1
IMAGES;2014;650000417;650783160;dtIRM1;1;;;;;;;
IMAGES;2014;650784218;650780174;LITHO;1;1;33;;;;;1
IMAGES;2014;650784218;650780174;RADIO;2;2;3177;728;;7554;157;0
IMAGES;2014;650784218;650780174;SCAN;1;1;1626;267;;4047;33;0
IMAGES;2014;660000084;660780180;CAM;2;2;796;;280;6610;;0
IMAGES;2014;660000084;660780180;IRM;2;2;2853;;;11973;212;0
IMAGES;2014;660000084;660780180;MAMM;1;1;;;;1657;;
IMAGES;2014;660000084;660780180;RADIO;5;5;10861;3741;;40620;906;1
IMAGES;2014;660000084;660780180;SCAN;2;2;8470;;;16798;436;1
IMAGES;2014;660000084;660780180;TOMO;1;1;162;;141;2843;;0
IMAGES;2014;660000084;660780180;VASC;2;2;2643;;;327;14;1
IMAGES;2014;660000084;660780180;dtIRM1;2;2;145;;;3390;;0
IMAGES;2014;660000605;660786799;RADIO;1;1;673;74;;;;
IMAGES;2014;660006990;340019363;RADIO;1;1;213;;22;;;0
IMAGES;2014;660780628;660000282;MAMM;1;1;;;;;;
IMAGES;2014;660780628;660000282;RADIO;3;3;4436;;;;;
IMAGES;2014;660780628;660000282;SCAN;1;1;1989;;;;;
IMAGES;2014;670000025;670780055;CAM;2;2;1551;117;2;7829;106;0
IMAGES;2014;670000025;670780055;IRM;2;2;2354;304;40;5723;86;1
IMAGES;2014;670000025;670780055;LITHO;1;1;56;0;0;0;0;1
IMAGES;2014;670000025;670780055;RADIO;5;5;31075;380;78;22813;227;
IMAGES;2014;670000025;670780055;SCAN;3;3;15148;1147;81;11825;536;1
IMAGES;2014;670000025;670780055;VASC;6;6;1139;124;3;281;25;1
IMAGES;2014;670000025;670780055;dtIRM2;1;1;1632;128;0;2862;;0
IMAGES;2014;670000033;670780063;CAM;3;3;401;;;5322;;
IMAGES;2014;670000033;670780063;IRM;1;1;326;;;4134;;
IMAGES;2014;670000033;670780063;MAMM;3;3;;;;6808;;
IMAGES;2014;670000033;670780063;RADIO;2;2;3378;;;4168;;
IMAGES;2014;670000033;670780063;SCAN;1;1;526;;;3640;;
IMAGES;2014;670000033;670780063;TOMO;1;1;24;;;1347;;
IMAGES;2014;670000058;670013366;RADIO;1;1;494;;;;;0
IMAGES;2014;670000157;670780337;CAM;3;3;654;;;4806;;0
IMAGES;2014;670000157;670780337;IRM;1;1;593;;33;7315;0;0
IMAGES;2014;670000157;670780337;MAMM;1;1;;;;1546;;
IMAGES;2014;670000157;670780337;RADIO;4;4;15927;;;27564;738;1
IMAGES;2014;670000157;670780337;SCAN;2;2;6742;;;10137;97;1
IMAGES;2014;670000157;670780337;VASC;3;3;1440;;;42;;1
IMAGES;2014;670000165;670780345;IRM;1;1;639;;;6698;21;0
IMAGES;2014;670000165;670780345;RADIO;4;4;22999;;;25337;298;0
IMAGES;2014;670000165;670780345;SCAN;1;1;4018;;;8111;37;0
IMAGES;2014;670000272;670780543;RADIO;2;2;3464;;;8513;82;0
IMAGES;2014;670000272;670780543;SCAN;1;1;3355;;;4918;31;1
IMAGES;2014;670000306;670780584;RADIO;1;1;1791;;;19;;0
IMAGES;2014;670000397;670780691;IRM;1;1;395;0;0;2579;17;0
IMAGES;2014;670000397;670780691;RADIO;3;3;3880;23;0;25044;382;1
IMAGES;2014;670000397;670780691;SCAN;1;1;1912;0;0;5051;103;0
IMAGES;2014;670000405;670780709;RADIO;1;1;1035;;;2855;;0
IMAGES;2014;670000603;670781152;RADIO;1;1;1015;0;275;0;0;1
IMAGES;2014;670009109;670780055;RADIO;3;3;2116;67;1;19850;49;0
IMAGES;2014;670014430;670001734;VASC;2;2;10598;;;;13;1
IMAGES;2014;670780113;670780055;RADIO;;;69;2;0;1;0;
IMAGES;2014;670780170;670000116;IRM;1;0;;;;;;
IMAGES;2014;670780170;670000116;RADIO;2;0;;;;;;
IMAGES;2014;670780170;670000116;SCAN;1;0;;;;;;
IMAGES;2014;670780170;670000116;VASC;2;0;;;;;;
IMAGES;2014;670780188;670014604;RADIO;2;2;6470;;;4408;;0
IMAGES;2014;670780378;670000785;IRM;2;2;140;;;4658;;0
IMAGES;2014;670780378;670000785;MAMM;1;1;;;;1311;;
IMAGES;2014;670780378;670000785;RADIO;3;3;3111;;;25805;;1
IMAGES;2014;670780378;670000785;SCAN;1;1;786;;;6270;;1
IMAGES;2014;670780378;670000785;dtIRM1;1;1;0;;;959;;
IMAGES;2014;670780378;670000785;dtIRM2;1;1;140;;;3699;;
IMAGES;2014;670783133;670780055;RADIO;1;1;2590;5;0;112;0;0
IMAGES;2014;670783273;670780055;CAM;2;2;1486;198;27;5805;91;0
IMAGES;2014;670783273;670780055;IRM;3;3;5071;892;12;9409;144;0
