BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2014;310781000;310788880;MAMM;1;1;;;;740;;
IMAGES;2014;310781000;310788880;RADIO;6;6;21348;;;13364;198;1
IMAGES;2014;310781000;310788880;SCAN;2;2;7266;;;23010;42;1
IMAGES;2014;310781000;310788880;VASC;2;2;2129;;;0;2;1
IMAGES;2014;310781067;310788898;MAMM;1;1;;;;1803;;
IMAGES;2014;310781067;310788898;RADIO;8;7;6300;;;31648;;
IMAGES;2014;310781422;310781562;RADIO;1;1;177;;;188;;0
IMAGES;2014;310781505;310000492;IRM;1;;;;;;;
IMAGES;2014;310781505;310000492;LITHO;1;;;;;;;
IMAGES;2014;310781505;310000492;MAMM;1;;;;;;;
IMAGES;2014;310781505;310000492;RADIO;3;;;;;;;
IMAGES;2014;310781505;310000492;SCAN;2;;;;;;;
IMAGES;2014;310781695;750043994;RADIO;1;;;;;;;0
IMAGES;2014;310781984;310014378;RADIO;1;1;1742;;;;;0
IMAGES;2014;310782347;310789136;CAM;2;2;824;;776;1804;;0
IMAGES;2014;310782347;310789136;IRM;1;1;249;;85;3634;0;0
IMAGES;2014;310782347;310789136;MAMM;1;1;;;;2938;;
IMAGES;2014;310782347;310789136;RADIO;2;2;2031;;1441;1699;5;1
IMAGES;2014;310782347;310789136;SCAN;1;1;1125;;597;7281;4;1
IMAGES;2014;310782347;310789136;TOMO;1;1;29;;43;2782;;0
IMAGES;2014;310783048;310781406;CAM;2;2;1317;;100;2298;21;0
IMAGES;2014;310783048;310781406;IRM;3;3;6623;;15;7500;273;0
IMAGES;2014;310783048;310781406;RADIO;11;11;46181;;30;22638;964;1
IMAGES;2014;310783048;310781406;SCAN;2;2;29778;;57;3381;880;1
IMAGES;2014;310783048;310781406;TOMO;1;1;1208;;173;2238;27;0
IMAGES;2014;310783048;310781406;VASC;2;2;2251;;14;241;9;1
IMAGES;2014;310783048;310781406;dtIRM2;2;2;5653;;15;4999;;0
IMAGES;2014;310783055;310781406;CAM;2;2;2577;;65;2499;7;0
IMAGES;2014;310783055;310781406;IRM;2;2;3399;;22;4345;49;0
IMAGES;2014;310783055;310781406;LITHO;1;1;6;;;;;
IMAGES;2014;310783055;310781406;MAMM;1;1;;;;115;;
IMAGES;2014;310783055;310781406;RADIO;8;8;31094;;7;4778;621;1
IMAGES;2014;310783055;310781406;SCAN;2;2;19627;;60;4917;491;1
IMAGES;2014;310783055;310781406;VASC;8;8;16467;;86;309;9;1
IMAGES;2014;310784558;310180013;RADIO;1;1;1079;0;0;1120;0;0
IMAGES;2014;310786389;310001433;RADIO;2;;;;;;;0
IMAGES;2014;310787304;310781406;RADIO;1;1;1052;;;22;;
IMAGES;2014;310790472;310790464;RADIO;1;;;;;;;
IMAGES;2014;320000086;320780117;IRM;1;1;723;;;3075;0;0
IMAGES;2014;320000086;320780117;RADIO;3;3;14047;;;13832;135;0
IMAGES;2014;320000086;320780117;SCAN;1;1;5323;;;4320;153;0
IMAGES;2014;320000102;320780133;RADIO;1;1;569;0;0;3514;47;0
IMAGES;2014;320780067;320000052;LITHO;1;1;179;;;;;0
IMAGES;2014;320780067;320000052;RADIO;2;2;;;;;;
IMAGES;2014;320784333;320000565;RADIO;1;1;791;;;;0;
IMAGES;2014;330000332;330780545;RADIO;1;1;2609;;4;3405;;0
IMAGES;2014;330000332;330780545;VASC;1;1;14;;8;;;1
IMAGES;2014;330000340;330780552;IRM;1;1;232;;;8023;;0
IMAGES;2014;330000340;330780552;MAMM;1;1;;;;607;;
IMAGES;2014;330000340;330780552;RADIO;3;3;2430;;;4492;;0
IMAGES;2014;330000340;330780552;SCAN;1;1;2498;;;12067;;0
IMAGES;2014;330000555;330781204;IRM;1;1;621;;;1045;0;
IMAGES;2014;330000555;330781204;RADIO;2;2;6143;;66;15794;355;1
IMAGES;2014;330000555;330781204;SCAN;1;1;5186;;179;10846;141;1
IMAGES;2014;330000571;330781220;MAMM;1;1;;;;420;;
IMAGES;2014;330000571;330781220;RADIO;1;1;4456;166;0;10728;193;1
IMAGES;2014;330000571;330781220;SCAN;1;1;2877;75;0;4817;36;1
IMAGES;2014;330000589;330027509;IRM;1;1;139;21;;6108;0;0
IMAGES;2014;330000589;330027509;MAMM;1;1;;;;399;;
IMAGES;2014;330000589;330027509;RADIO;3;3;2472;55;;14837;;
IMAGES;2014;330000589;330027509;SCAN;1;1;1390;319;;12118;;0
IMAGES;2014;330000597;330027509;RADIO;2;2;1446;;;3606;;
IMAGES;2014;330000605;330781253;IRM;1;1;720;;;4797;18;0
IMAGES;2014;330000605;330781253;MAMM;1;1;;;;1302;;
IMAGES;2014;330000605;330781253;RADIO;5;5;28878;;;20380;1162;1
IMAGES;2014;330000605;330781253;SCAN;2;2;9992;;;7233;95;1
IMAGES;2014;330000605;330781253;VASC;1;1;2038;;;9;9;1
IMAGES;2014;330000613;330781261;MAMM;1;1;;;;128;;
IMAGES;2014;330000613;330781261;RADIO;2;2;2451;;;12152;85;
IMAGES;2014;330000662;330781329;CAM;1;1;812;;;1180;0;0
IMAGES;2014;330000662;330781329;MAMM;3;3;;;;14177;;
IMAGES;2014;330000662;330781329;SCAN;1;1;1460;0;0;5890;0;1
IMAGES;2014;330000662;330781329;TOMO;1;1;28;;;3907;0;0
IMAGES;2014;330000662;330781329;VASC;1;1;2295;;;1085;;0
IMAGES;2014;330780263;330000134;IRM;2;0;;;;;;
IMAGES;2014;330780263;330000134;MAMM;1;0;;;;;;
IMAGES;2014;330780263;330000134;RADIO;3;0;;;;;;
IMAGES;2014;330780263;330000134;SCAN;1;0;;;;;;
IMAGES;2014;330780263;330000134;dtIRM1;1;0;;;;;;
IMAGES;2014;330780354;330000225;VASC;2;2;2007;;255;9;;1
IMAGES;2014;330780479;330000274;CAM;3;3;1281;;;5121;;0
IMAGES;2014;330780479;330000274;IRM;2;2;369;;;11159;;0
IMAGES;2014;330780479;330000274;SCAN;2;1;7093;;;15032;;1
IMAGES;2014;330780479;330000274;dtIRM1;1;1;9;;;4329;;0
IMAGES;2014;330780495;330796392;IRM;1;;;;;;;
IMAGES;2014;330780495;330796392;SCAN;1;;;;;;;
IMAGES;2014;330780529;330796392;IRM;1;;;;;;;
IMAGES;2014;330780529;330796392;SCAN;1;;;;;;;
IMAGES;2014;330780529;330796392;dtIRM2;1;;;;;;;
IMAGES;2014;330780537;330000324;IRM;1;0;;;;;;
IMAGES;2014;330780537;330000324;MAMM;1;0;;;;;;
IMAGES;2014;330780537;330000324;RADIO;2;0;;;;;;
IMAGES;2014;330780537;330000324;SCAN;1;0;;;;;;
IMAGES;2014;330780560;330781386;RADIO;1;1;1414;;;;;0
IMAGES;2014;330781139;330056540;RADIO;1;1;3087;;;;;
IMAGES;2014;330781303;750821092;IRM;1;1;301;;100;4947;22;0
IMAGES;2014;330781303;750821092;RADIO;6;6;9430;;40;17249;378;0
IMAGES;2014;330781303;750821092;SCAN;1;1;4235;;108;4829;73;0
IMAGES;2014;330781352;330781196;IRM;1;1;764;23;;4313;4;0
IMAGES;2014;330781352;330781196;RADIO;4;3;9540;13;;6583;143;1
IMAGES;2014;330781352;330781196;SCAN;1;1;8696;49;;6199;112;1
IMAGES;2014;330781352;330781196;VASC;1;1;926;9;;18;;1
IMAGES;2014;330781360;330781196;CAM;2;2;1943;532;;3573;;0
IMAGES;2014;330781360;330781196;IRM;3;3;8319;123;;8505;174;0
IMAGES;2014;330781360;330781196;MAMM;1;1;;;;962;;
IMAGES;2014;330781360;330781196;RADIO;16;16;41511;300;;44822;1104;1
IMAGES;2014;330781360;330781196;SCAN;2;2;53625;546;;9073;1764;1
IMAGES;2014;330781360;330781196;VASC;3;3;2234;30;;807;7;1
IMAGES;2014;330781360;330781196;dtIRM2;1;1;2131;23;;2756;;0
IMAGES;2014;330782582;330000928;IRM;2;;;;;;;
IMAGES;2014;330782582;330000928;LITHO;1;1;108;;;;;1
IMAGES;2014;330782582;330000928;MAMM;1;;;;;;;
IMAGES;2014;330782582;330000928;RADIO;1;;;;;;;
IMAGES;2014;330782582;330000928;SCAN;1;;;;;;;
IMAGES;2014;330782582;330000928;dtIRM1;1;;;;;;;
IMAGES;2014;330782582;330000928;dtIRM2;1;;;;;;;
IMAGES;2014;330783648;330781196;CAM;4;4;2440;472;;6273;;0
IMAGES;2014;330783648;330781196;IRM;2;2;2502;260;;3699;;0
IMAGES;2014;330783648;330781196;RADIO;9;8;24685;3293;;5594;16;0
IMAGES;2014;330783648;330781196;SCAN;3;3;11458;1544;;12205;10;1
IMAGES;2014;330783648;330781196;TOMO;2;2;476;306;;5387;;0
IMAGES;2014;330783648;330781196;VASC;1;1;1178;10;;108;;1
IMAGES;2014;330802778;310020383;RADIO;1;1;1500;;;;;0
IMAGES;2014;330804501;330781212;RADIO;1;1;744;;;3158;;0
IMAGES;2014;340000025;340780048;RADIO;2;;;;;;;
IMAGES;2014;340000033;340780055;IRM;1;1;1203;;;4813;6;
IMAGES;2014;340000033;340780055;MAMM;1;1;;;;1855;;
IMAGES;2014;340000033;340780055;RADIO;7;7;20587;;;28489;774;0
IMAGES;2014;340000033;340780055;SCAN;2;2;8716;;;8839;161;1
IMAGES;2014;340000033;340780055;VASC;1;1;691;;;96;0;1
IMAGES;2014;340000207;340780493;CAM;2;2;1267;;;4120;;0
IMAGES;2014;340000207;340780493;IRM;1;1;715;;;3307;;0
IMAGES;2014;340000207;340780493;MAMM;2;2;;;;4022;;
IMAGES;2014;340000207;340780493;RADIO;1;1;8317;;;6690;;0
IMAGES;2014;340000207;340780493;SCAN;1;1;2449;;;5823;;0
IMAGES;2014;340000207;340780493;TOMO;1;1;22;;;1650;;0
IMAGES;2014;340000215;340780519;RADIO;1;;;;;;;
IMAGES;2014;340000215;340780519;SCAN;1;;;;;;;
IMAGES;2014;340000223;340011295;IRM;1;1;277;;;3694;;0
IMAGES;2014;340000223;340011295;MAMM;1;1;;;;790;;
IMAGES;2014;340000223;340011295;RADIO;3;3;5350;80;;22352;524;0
IMAGES;2014;340000223;340011295;SCAN;1;1;3506;;;7492;45;1
IMAGES;2014;340000223;340011295;VASC;1;1;9;;;;;1
IMAGES;2014;340000439;340780881;RADIO;1;1;647;;;;;0
IMAGES;2014;340001064;340013028;RADIO;2;2;828;;;;0;
IMAGES;2014;340009885;340009877;RADIO;1;;;;;;;
IMAGES;2014;340009885;340009877;SCAN;1;;;;;;;
IMAGES;2014;340015965;340000074;IRM;1;0;0;;0;0;0;1
IMAGES;2014;340015965;340000074;RADIO;4;0;0;;;0;0;1
IMAGES;2014;340015965;340000074;SCAN;1;0;0;;;0;0;1
IMAGES;2014;340780147;340000108;SCAN;1;0;;;;;;
IMAGES;2014;340780154;340000116;RADIO;3;;;;;;;
IMAGES;2014;340780154;340000116;SCAN;1;;;;;;;
IMAGES;2014;340780196;340798123;RADIO;1;1;660;;;;;0
IMAGES;2014;340780212;340796069;RADIO;1;1;2117;0;28;0;0;0
IMAGES;2014;340780220;340796358;RADIO;1;1;1605;50;1052;;;1
IMAGES;2014;340780436;340011295;RADIO;1;1;1345;94;;2324;;
IMAGES;2014;340780436;340011295;SCAN;1;;264;;;11;;
IMAGES;2014;340780568;340000256;RADIO;1;1;229;;;210;;
IMAGES;2014;340780634;340000272;RADIO;4;;;;;;;
IMAGES;2014;340780634;340000272;SCAN;1;;;;;;;
IMAGES;2014;340780642;340785856;IRM;1;1;180;;;;;0
IMAGES;2014;340780642;340785856;MAMM;1;;;;;;;
IMAGES;2014;340780642;340785856;RADIO;4;4;5000;;;;;0
IMAGES;2014;340780642;340785856;SCAN;1;0;;;;;;0
IMAGES;2014;340780667;340000280;IRM;2;2;1195;;;15840;;0
IMAGES;2014;340780667;340000280;LITHO;1;1;130;;;;;1
IMAGES;2014;340780667;340000280;MAMM;1;1;;;;;;
IMAGES;2014;340780667;340000280;RADIO;4;4;8775;;;32842;;0
IMAGES;2014;340780667;340000280;SCAN;2;2;6153;;;22715;;1
IMAGES;2014;340780667;340000280;VASC;2;2;3273;;;0;;1
IMAGES;2014;340780667;340000280;dtIRM1;1;1;437;;;8593;;0
IMAGES;2014;340781608;340015171;RADIO;2;2;869;;;;;0
IMAGES;2014;340782036;340780477;IRM;1;1;383;14;2;2397;0;0
IMAGES;2014;340782036;340780477;RADIO;1;1;2265;115;0;976;5;1
IMAGES;2014;340782036;340780477;SCAN;1;1;6931;698;13;7515;82;1
IMAGES;2014;340782036;340780477;VASC;1;1;667;78;26;3;12;0
IMAGES;2014;340782085;340780477;IRM;2;2;4458;1330;10;7376;298;0
IMAGES;2014;340782085;340780477;RADIO;7;7;2408;119;0;5782;9;1
IMAGES;2014;340782085;340780477;SCAN;1;1;6212;1262;0;5909;199;1
IMAGES;2014;340782085;340780477;TOMO;1;1;210;356;0;3213;3;0
IMAGES;2014;340782085;340780477;VASC;2;2;1016;20;0;348;42;0
IMAGES;2014;340782085;340780477;dtIRM2;1;1;3054;630;5;3910;;0
IMAGES;2014;340785161;340780477;CAM;3;3;1042;1530;7;5024;91;0
IMAGES;2014;340785161;340780477;IRM;1;1;944;294;2;5385;88;0
IMAGES;2014;340785161;340780477;LITHO;1;1;286;6;0;3;0;0
IMAGES;2014;340785161;340780477;MAMM;2;2;;;;6929;;
IMAGES;2014;340785161;340780477;RADIO;11;11;22303;4696;25;50580;1110;1
IMAGES;2014;340785161;340780477;SCAN;2;2;12265;2079;63;10712;534;1
IMAGES;2014;340796093;340796069;RADIO;1;1;1019;0;;0;0;0
IMAGES;2014;340796663;340780477;IRM;1;1;1252;167;32;3411;39;0
IMAGES;2014;340796663;340780477;RADIO;3;3;8983;140;0;9950;4;1
IMAGES;2014;340796663;340780477;SCAN;1;1;3734;604;16;5289;46;1
IMAGES;2014;340796663;340780477;VASC;2;2;1517;2808;24;144;6;0
IMAGES;2014;340798511;340798503;SCAN;1;1;1306;;;;;1
IMAGES;2014;350000147;350000022;IRM;1;1;1834;;;1900;2;0
IMAGES;2014;350000147;350000022;RADIO;4;4;14341;;;20734;291;1
IMAGES;2014;350000147;350000022;SCAN;1;1;7312;;;3775;38;1
IMAGES;2014;350000147;350000022;VASC;1;1;1188;;;;6;0
IMAGES;2014;350000154;350000030;MAMM;1;1;;;;617;;
IMAGES;2014;350000154;350000030;RADIO;3;3;8867;0;0;21664;277;0
IMAGES;2014;350000154;350000030;SCAN;1;1;3588;0;0;4750;29;0
IMAGES;2014;350000162;350000048;MAMM;1;1;;;;1877;;
IMAGES;2014;350000162;350000048;RADIO;2;2;5456;0;0;16045;;0
IMAGES;2014;350000162;350000048;SCAN;1;1;2308;0;0;3942;;0
IMAGES;2014;350000188;350000055;MAMM;1;1;;;;912;;
IMAGES;2014;350000188;350000055;RADIO;3;3;4011;;;13195;181;
IMAGES;2014;350000188;350000055;SCAN;1;1;3814;48;;5603;20;1
IMAGES;2014;350000188;350000055;TOMO;;;;;;;;1
IMAGES;2014;350000337;350000246;RADIO;1;1;1843;;;;;
IMAGES;2014;350000741;350005179;IRM;3;3;4692;;216;7167;77;0
IMAGES;2014;350000741;350005179;RADIO;9;9;61389;;39;26316;1108;0
IMAGES;2014;350000741;350005179;SCAN;3;3;19400;;103;12689;485;1
IMAGES;2014;350000741;350005179;VASC;2;2;1654;;11;115;8;1
IMAGES;2014;350000741;350005179;dtIRM2;2;2;4339;;73;5513;;0
IMAGES;2014;350002192;220020739;IRM;1;;;;;;;
IMAGES;2014;350002192;220020739;MAMM;1;;;;;;;
IMAGES;2014;350002192;220020739;RADIO;2;;;;;;;
IMAGES;2014;350002192;220020739;SCAN;1;;;;;;;
IMAGES;2014;350002192;220020739;dtIRM1;1;;;;;;;
IMAGES;2014;350002200;350029948;RADIO;1;1;1283;;;26;;
IMAGES;2014;350002812;350023503;CAM;3;3;623;1011;0;5027;0;0
IMAGES;2014;350002812;350023503;MAMM;2;2;;;;4841;;
IMAGES;2014;350002812;350023503;RADIO;1;1;892;0;0;640;0;0
IMAGES;2014;350002812;350023503;SCAN;1;1;912;50;0;4219;0;1
IMAGES;2014;350002812;350023503;TOMO;1;1;47;391;0;3029;0;0
IMAGES;2014;350002812;350023503;VASC;1;1;460;12;0;136;0;1
IMAGES;2014;350005146;350000733;IRM;2;;;;;;;
IMAGES;2014;350005146;350000733;SCAN;1;;;;;;;
IMAGES;2014;350006771;350005179;RADIO;1;1;487;;;;;0
IMAGES;2014;350007084;350005179;IRM;1;1;1651;;3;4037;21;0
IMAGES;2014;350007084;350005179;RADIO;4;4;20960;;9;13570;324;0
IMAGES;2014;350007084;350005179;SCAN;1;1;4562;;80;3480;35;1
IMAGES;2014;350007084;350005179;VASC;1;1;281;;4;728;;1
IMAGES;2014;360000038;360000046;RADIO;2;2;1658;122;7;4800;60;0
IMAGES;2014;360000038;360000046;SCAN;1;1;438;;17;665;5;0
IMAGES;2014;360000137;360000053;IRM;1;1;406;;2508;1781;1;0
IMAGES;2014;360000137;360000053;MAMM;1;1;;;;649;;
IMAGES;2014;360000137;360000053;RADIO;8;8;11703;;;41264;13775;0
IMAGES;2014;360000137;360000053;SCAN;2;2;5333;;;12944;2690;0
IMAGES;2014;360000160;360000079;MAMM;1;1;;;;1220;;
IMAGES;2014;360000160;360000079;RADIO;4;4;3330;;;14499;314;0
IMAGES;2014;360000160;360000079;SCAN;1;1;1836;;;4422;78;0
IMAGES;2014;370000085;370000077;IRM;1;1;885;;24;6570;0;0
IMAGES;2014;370000085;370000077;RADIO;3;0;;;;;;0
IMAGES;2014;370000085;370000077;SCAN;1;1;1534;;60;6851;0;1
IMAGES;2014;370000085;370000077;VASC;2;2;3038;;;;;0
IMAGES;2014;370000093;370000192;IRM;1;;;;;;;
IMAGES;2014;370000093;370000192;RADIO;3;;;;;;;
IMAGES;2014;370000093;370000192;SCAN;1;;;;;;;
IMAGES;2014;370000499;370000481;IRM;1;1;1134;9;2;847;11;0
IMAGES;2014;370000499;370000481;RADIO;3;3;3505;9;43;20081;242;1
IMAGES;2014;370000499;370000481;SCAN;1;1;746;5;0;687;5;1
IMAGES;2014;370000515;370000481;RADIO;1;1;388;;;;;0
IMAGES;2014;370000531;370000606;IRM;1;0;0;;;;;
IMAGES;2014;370000531;370000606;MAMM;1;0;;;;;;
IMAGES;2014;370000531;370000606;RADIO;3;0;;;;;;
IMAGES;2014;370000531;370000606;SCAN;1;0;0;;;;;
IMAGES;2014;370000580;370000564;MAMM;1;1;;;;1033;;
IMAGES;2014;370000580;370000564;RADIO;2;2;1484;;;5076;;0
IMAGES;2014;370000861;370000481;CAM;1;1;1013;127;295;1827;1;0
IMAGES;2014;370000861;370000481;IRM;2;2;6384;193;132;16033;48;0
IMAGES;2014;370000861;370000481;LITHO;1;1;67;;;;;0
IMAGES;2014;370000861;370000481;MAMM;1;1;;;;3552;;
IMAGES;2014;370000861;370000481;RADIO;3;3;9240;61;460;9454;24;0
IMAGES;2014;370000861;370000481;SCAN;2;2;12495;500;197;18928;79;1
IMAGES;2014;370000861;370000481;TOMO;1;1;824;324;116;4716;18;0
IMAGES;2014;370000861;370000481;VASC;1;1;2734;96;0;45;13;1
IMAGES;2014;370000861;370000481;dtIRM2;1;1;5652;130;81;7779;;0
IMAGES;2014;370000879;370000564;MAMM;1;1;;;;1056;;
IMAGES;2014;370000879;370000564;RADIO;3;3;1838;;;17875;221;0
IMAGES;2014;370000879;370000564;SCAN;1;1;853;;;3587;;0
IMAGES;2014;370000903;370000614;MAMM;1;1;;;;561;;
IMAGES;2014;370000903;370000614;RADIO;3;3;578;97;;11876;;
IMAGES;2014;370000903;370000614;SCAN;1;1;356;68;;3064;0;0
IMAGES;2014;370004467;370000481;CAM;2;2;1513;224;100;4156;;
IMAGES;2014;370004467;370000481;IRM;1;1;1041;89;47;5366;19;0
IMAGES;2014;370004467;370000481;RADIO;9;9;18218;378;28;57729;771;1
IMAGES;2014;370004467;370000481;SCAN;2;2;9012;159;272;24705;275;1
IMAGES;2014;370004467;370000481;VASC;1;1;1449;27;5;26;5;1
IMAGES;2014;370007569;370007528;CAM;1;;;;;;;
IMAGES;2014;370007569;370007528;IRM;1;;;;;;;
IMAGES;2014;370007569;370007528;LITHO;1;1;60;;;;;
IMAGES;2014;370007569;370007528;RADIO;4;;;;;;;
IMAGES;2014;370007569;370007528;SCAN;1;;;;;;;
IMAGES;2014;370007569;370007528;TOMO;1;;;;;;;
IMAGES;2014;380000018;380780023;RADIO;3;3;1246;;;185;;0
IMAGES;2014;380000026;380780031;MAMM;1;1;;;;621;;
IMAGES;2014;380000026;380780031;RADIO;2;2;2271;;;11159;66;
IMAGES;2014;380000034;380780049;IRM;2;2;648;;;7835;;0
IMAGES;2014;380000034;380780049;RADIO;4;4;16321;;;27339;;1
IMAGES;2014;380000034;380780049;SCAN;1;1;6589;;;6896;;0
IMAGES;2014;380000034;380780049;dtIRM1;1;1;1;;;1478;;
IMAGES;2014;380000042;380780056;RADIO;2;2;2195;;;11587;;0
IMAGES;2014;380000042;380780056;SCAN;1;1;1197;;;2313;;0
IMAGES;2014;380000059;380780072;RADIO;1;1;1244;;;260;;
IMAGES;2014;380000067;380780080;CAM;4;4;1506;;376;5164;;0
IMAGES;2014;380000067;380780080;IRM;3;3;12920;;;25644;;0
IMAGES;2014;380000067;380780080;LITHO;1;1;40;;109;162;16;1
IMAGES;2014;380000067;380780080;MAMM;1;1;;;;1257;;
IMAGES;2014;380000067;380780080;RADIO;9;9;58818;;;41780;1377;1
IMAGES;2014;380000067;380780080;SCAN;4;4;78729;;;44655;1512;1
IMAGES;2014;380000067;380780080;TOMO;1;1;372;;70;2196;;0
IMAGES;2014;380000067;380780080;VASC;4;4;12502;;;721;52;1
IMAGES;2014;380000067;380780080;dtIRM2;1;1;3569;;;10050;;0
IMAGES;2014;380000091;380780171;RADIO;2;2;1268;;;4493;0;0
IMAGES;2014;380000109;380780213;RADIO;3;3;1294;;;2680;;0
IMAGES;2014;380000133;380780247;RADIO;1;1;1042;;;;;
IMAGES;2014;380000174;380781435;IRM;1;1;973;;;3289;;0
IMAGES;2014;380000174;380781435;MAMM;1;1;;;;478;;
IMAGES;2014;380000174;380781435;RADIO;4;4;9247;;;22423;496;0
IMAGES;2014;380000174;380781435;SCAN;1;1;3918;;;4613;90;0
IMAGES;2014;380000406;380784751;IRM;1;;;;;;;
IMAGES;2014;380000406;380784751;SCAN;1;;;;;;;
IMAGES;2014;380780197;380798173;LITHO;1;1;526;;;;0;1
IMAGES;2014;380780197;380798173;MAMM;1;;;;;;;
IMAGES;2014;380780197;380798173;RADIO;2;;;;;;;
IMAGES;2014;380780197;380798173;SCAN;1;;;;;;;
IMAGES;2014;380780288;380795203;RADIO;1;;;;;;;
IMAGES;2014;380780379;380798249;RADIO;1;1;1440;;;25;;0
IMAGES;2014;380782722;380780080;IRM;1;1;1092;;;13153;;0
IMAGES;2014;380782722;380780080;RADIO;3;3;9126;;;27780;33;1
IMAGES;2014;380782722;380780080;SCAN;1;1;2819;;;13459;;1
IMAGES;2014;380785956;380795211;IRM;1;0;;;;;;0
IMAGES;2014;380785956;380795211;RADIO;2;0;;;;;;0
IMAGES;2014;380785956;380795211;SCAN;1;0;;;;;;0
IMAGES;2014;380786442;380798025;IRM;2;;;;;;;
IMAGES;2014;380786442;380798025;MAMM;1;;;;;;;
IMAGES;2014;380786442;380798025;RADIO;3;;;;;;;
IMAGES;2014;380786442;380798025;SCAN;2;;;;;;;
IMAGES;2014;380786442;380798025;VASC;1;;;;;;;
IMAGES;2014;390000040;390780146;RADIO;3;3;11896;;;22760;465;1
IMAGES;2014;390000040;390780146;SCAN;1;1;6152;;;6205;150;1
IMAGES;2014;390000057;390780153;RADIO;1;1;135;;;3155;;0
IMAGES;2014;390000065;390780161;RADIO;2;2;3523;;;6996;;
IMAGES;2014;390000065;390780161;SCAN;1;1;1265;;;5291;;
IMAGES;2014;390000073;390780179;RADIO;1;1;892;100;0;2607;0;1
IMAGES;2014;390000172;250006335;RADIO;1;1;1381;;;18;;
IMAGES;2014;390000214;390780591;RADIO;1;1;1875;0;0;3772;58;0
IMAGES;2014;390000222;390780609;IRM;1;1;323;;;371;;0
IMAGES;2014;390000222;390780609;MAMM;1;1;;;;0;;
IMAGES;2014;390000222;390780609;RADIO;3;3;;;;;333;1
IMAGES;2014;390000222;390780609;SCAN;1;1;2790;;2583;7920;96;1
IMAGES;2014;400000105;400780193;IRM;1;1;1292;27;;2893;0;
IMAGES;2014;400000105;400780193;RADIO;3;3;14836;368;11;21442;285;
IMAGES;2014;400000105;400780193;SCAN;1;1;7799;175;3;4283;45;
IMAGES;2014;400000139;400011177;CAM;1;1;222;;;3657;;
IMAGES;2014;400000139;400011177;IRM;2;2;729;;;13410;4;0
IMAGES;2014;400000139;400011177;MAMM;1;1;;;;299;;
IMAGES;2014;400000139;400011177;RADIO;6;6;7974;;;26134;570;0
IMAGES;2014;400000139;400011177;SCAN;1;1;3521;;;13348;96;1
IMAGES;2014;400000139;400011177;VASC;1;1;1196;;;;;
IMAGES;2014;400780250;400011177;RADIO;1;1;626;;249;;;0
IMAGES;2014;400782769;400001764;IRM;0;0;3;;;;0;0
IMAGES;2014;400782769;400001764;MAMM;1;1;;;;;;
IMAGES;2014;400782769;400001764;RADIO;6;6;5660;;;1501;24;0
IMAGES;2014;400782769;400001764;SCAN;1;1;1015;;;217;2;0
IMAGES;2014;400782769;400001764;dtIRM1;0;0;1;;;;;0
IMAGES;2014;400791018;400790994;RADIO;1;1;5487;;;;;
IMAGES;2014;410000020;410000087;IRM;1;1;1602;;10014;8277;0;0
IMAGES;2014;410000020;410000087;MAMM;1;1;;;;3039;;
IMAGES;2014;410000020;410000087;RADIO;4;4;9617;;104;36198;764;1
IMAGES;2014;410000020;410000087;SCAN;2;2;12401;;79;33240;96;1
IMAGES;2014;410000038;410000095;RADIO;2;2;4624;645;0;8509;191;
IMAGES;2014;410000038;410000095;SCAN;1;;;;;;;
IMAGES;2014;410000046;410000103;RADIO;2;2;2610;;;13745;251;0
IMAGES;2014;410000046;410000103;SCAN;1;1;1615;0;0;6931;40;0
IMAGES;2014;410000053;410000111;RADIO;1;1;438;152;0;397;0;0
IMAGES;2014;410000202;410000319;IRM;1;;;;;;;
IMAGES;2014;410000202;410000319;RADIO;3;;;;;;;
IMAGES;2014;410000202;410000319;SCAN;1;;;;;;;
IMAGES;2014;410000418;440052041;RADIO;1;1;229;0;0;177;0;0
IMAGES;2014;410000418;440052041;VASC;1;1;794;0;0;377;0;0
IMAGES;2014;420000010;420780033;IRM;1;1;4135;;;11443;;0
IMAGES;2014;420000010;420780033;MAMM;1;1;;;;1125;;
IMAGES;2014;420000010;420780033;RADIO;3;3;11441;;;21334;593;1
IMAGES;2014;420000010;420780033;SCAN;1;1;13538;;;23978;247;1
IMAGES;2014;420000226;420013831;IRM;1;;;;;;;0
IMAGES;2014;420000226;420013831;MAMM;1;1;;;;;;
IMAGES;2014;420000226;420013831;RADIO;2;2;5884;1;7;14541;198;1
IMAGES;2014;420000226;420013831;SCAN;1;1;5452;3;21;7681;67;1
IMAGES;2014;420000226;420013831;VASC;;;;;;;1113;
IMAGES;2014;420000234;420780652;RADIO;3;3;8377;726;0;15166;377;
IMAGES;2014;420000234;420780652;SCAN;1;1;5110;440;0;3547;55;
IMAGES;2014;420000242;420780660;RADIO;1;1;716;;;;;0
IMAGES;2014;420000267;420013831;MAMM;1;1;;;;1164;;
IMAGES;2014;420000267;420013831;RADIO;2;2;5522;;;11961;161;
IMAGES;2014;420000267;420013831;SCAN;1;1;2173;;;3556;27;
IMAGES;2014;420010241;420013492;MAMM;1;1;;;;;;
IMAGES;2014;420010241;420013492;RADIO;2;2;4105;;;6717;;1
