BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2014;440000487;440001014;2000;1;;;;7
Q21;2014;440000487;440001014;2100;1;;;;7
Q21;2014;440000487;440001014;9999;1;;;;7
Q21;2014;440000503;440000313;2000;41.79;;4.58;8.69;
Q21;2014;440000503;440000313;2100;35.97;;4.58;8.69;
Q21;2014;440000503;440000313;2400;5.26;;;;
Q21;2014;440000503;440000313;2500;0.56;;;;
Q21;2014;440000503;440000313;9999;41.79;;4.58;8.69;
Q21;2014;440000511;440000461;2000;0;;;;17
Q21;2014;440000511;440000461;2100;0;;;;17
Q21;2014;440000511;440000461;9999;0;;;;17
Q21;2014;440000552;440042141;1000;0.15;;;;
Q21;2014;440000552;440042141;2000;3.87;;;0.99;
Q21;2014;440000552;440042141;2400;3.14;;;0.99;
Q21;2014;440000552;440042141;2500;0.73;;;;
Q21;2014;440000552;440042141;9999;4.02;;;0.99;
Q21;2014;440000560;850009010;2000;10.47;;;5;
Q21;2014;440000560;850009010;2100;5.02;;;2;
Q21;2014;440000560;850009010;2400;5.45;;;3;
Q21;2014;440000560;850009010;9999;10.47;;;5;
Q21;2014;440000644;440000347;2000;2.8;;;;2
Q21;2014;440000644;440000347;2400;1.95;;;;2
Q21;2014;440000644;440000347;2500;0.85;;;;
Q21;2014;440000644;440000347;9999;2.8;;;;2
Q21;2014;440000651;440001212;2000;1.1;;;;36
Q21;2014;440000651;440001212;2100;1.1;;;;36
Q21;2014;440000651;440001212;9999;1.1;;;;36
Q21;2014;440000677;440000313;2000;1.07;;;;
Q21;2014;440000677;440000313;2400;1.07;;;;
Q21;2014;440000677;440000313;9999;1.07;;;;
Q21;2014;440000693;440041895;2000;1.3;;;;
Q21;2014;440000693;440041895;2400;1.3;;;;
Q21;2014;440000693;440041895;9999;1.3;;;;
Q21;2014;440000701;440001220;2000;3.72;;;0.66;
Q21;2014;440000701;440001220;2400;3.72;;;0.66;
Q21;2014;440000701;440001220;9999;3.72;;;0.66;
Q21;2014;440000719;440018729;2000;2.4;;;;
Q21;2014;440000719;440018729;2400;2.4;;;;
Q21;2014;440000719;440018729;9999;2.4;;;;
Q21;2014;440000800;440001246;2000;0.58;;;;6
Q21;2014;440000800;440001246;2100;;;;;2
Q21;2014;440000800;440001246;2200;0.58;;;;4
Q21;2014;440000800;440001246;9999;0.58;;;;6
Q21;2014;440000883;440042141;1000;0.35;;;;
Q21;2014;440000883;440042141;2000;4.1;0.5;;1.05;
Q21;2014;440000883;440042141;2100;1.6;0.16;;;
Q21;2014;440000883;440042141;2400;1.9;0.17;;1.05;
Q21;2014;440000883;440042141;2500;0.6;0.17;;;
Q21;2014;440000883;440042141;9999;4.45;0.5;;1.05;
Q21;2014;440001113;490017258;1000;3.7;;;;
Q21;2014;440001113;490017258;2000;65.1;4.1;0.5;24.33;
Q21;2014;440001113;490017258;2100;65.1;4.1;0.5;24.33;
Q21;2014;440001113;490017258;9999;68.8;4.1;0.5;24.33;
Q21;2014;440001188;440018661;2000;7.8;;;4.25;
Q21;2014;440001188;440018661;2400;7.8;;;4.25;
Q21;2014;440001188;440018661;9999;7.8;;;4.25;
Q21;2014;440001253;440028538;2000;7.78;;0.2;;
Q21;2014;440001253;440028538;2100;5.32;;;;
Q21;2014;440001253;440028538;2300;0.2;;0.2;;
Q21;2014;440001253;440028538;2400;1.67;;;;
Q21;2014;440001253;440028538;2500;0.59;;;;
Q21;2014;440001253;440028538;9999;7.78;;0.2;;
Q21;2014;440001261;440028538;2000;1.13;;;;4
Q21;2014;440001261;440028538;2400;1.13;;;;4
Q21;2014;440001261;440028538;9999;1.13;;;;4
Q21;2014;440001279;440041531;2000;1;;;;
Q21;2014;440001279;440041531;2400;1;;;;
Q21;2014;440001279;440041531;9999;1;;;;
Q21;2014;440001287;440041531;2000;5.5;;;1;3
Q21;2014;440001287;440041531;2100;4.6;;;1;1
Q21;2014;440001287;440041531;2400;0.9;;;;2
Q21;2014;440001287;440041531;9999;5.5;;;1;3
Q21;2014;440001295;440000859;1000;0.66;;;;
Q21;2014;440001295;440000859;2000;1.81;;;;10
Q21;2014;440001295;440000859;2100;0.35;;;;3
Q21;2014;440001295;440000859;2400;1.06;;;;7
Q21;2014;440001295;440000859;2500;0.4;;;;
Q21;2014;440001295;440000859;9999;2.47;;;;10
Q21;2014;440001964;440003267;2000;2.54;;;;
Q21;2014;440001964;440003267;2400;1.71;;;;
Q21;2014;440001964;440003267;2500;0.83;;;;
Q21;2014;440001964;440003267;9999;2.54;;;;
Q21;2014;440001972;440003309;1000;0.65;;;;
Q21;2014;440001972;440003309;2000;36.56;;;10.41;
Q21;2014;440001972;440003309;2100;3.6;;;;
Q21;2014;440001972;440003309;2200;32.96;;;10.41;
Q21;2014;440001972;440003309;9999;37.21;;;10.41;
Q21;2014;440002020;440001386;1000;0.29;;;;
Q21;2014;440002020;440001386;2000;1.33;;;;61
Q21;2014;440002020;440001386;2100;1.33;;;;61
Q21;2014;440002020;440001386;9999;1.62;;;;61
Q21;2014;440002459;440001501;2000;4.1;;0.7;;
Q21;2014;440002459;440001501;2400;4.1;;0.7;;
Q21;2014;440002459;440001501;9999;4.1;;0.7;;
Q21;2014;440002939;440001758;2000;0.68;;;;
Q21;2014;440002939;440001758;2500;0.68;;;;
Q21;2014;440002939;440001758;9999;0.68;;;;
Q21;2014;440003291;440000289;2000;70.38;5.5;;;
Q21;2014;440003291;440000289;2100;56.91;4.5;;;
Q21;2014;440003291;440000289;2400;12.47;1;;;
Q21;2014;440003291;440000289;2500;1;;;;
Q21;2014;440003291;440000289;9999;70.38;5.5;;;
Q21;2014;440003390;440001998;2000;0.7;;;;10
Q21;2014;440003390;440001998;2200;0.7;;;;10
Q21;2014;440003390;440001998;9999;0.7;;;;10
Q21;2014;440005080;440002590;2000;3.9;;;;
Q21;2014;440005080;440002590;2100;3.9;;;;
Q21;2014;440005080;440002590;9999;3.9;;;;
Q21;2014;440007482;440007482;2000;2.45;;;;
Q21;2014;440007482;440007482;2200;2.45;;;;
Q21;2014;440007482;440007482;9999;2.45;;;;
Q21;2014;440007607;440000057;2000;17.6;;;6;
Q21;2014;440007607;440000057;2200;17.6;;;6;
Q21;2014;440007607;440000057;9999;17.6;;;6;
Q21;2014;440012128;440003960;2000;2.83;;0.8;1;
Q21;2014;440012128;440003960;2300;2.83;;0.8;1;
Q21;2014;440012128;440003960;9999;2.83;;0.8;1;
Q21;2014;440017440;440000057;2000;1.3;;;;
Q21;2014;440017440;440000057;2300;1.3;;;;
Q21;2014;440017440;440000057;9999;1.3;;;;
Q21;2014;440017598;440000289;2000;144.6;24;;;
Q21;2014;440017598;440000289;2100;144.6;24;;;
Q21;2014;440017598;440000289;9999;144.6;24;;;
Q21;2014;440018729;440018729;2000;4.92;;;;
Q21;2014;440018729;440018729;2200;4.92;;;;
Q21;2014;440018729;440018729;9999;4.92;;;;
Q21;2014;440021202;850009010;2000;0.41;;;;
Q21;2014;440021202;850009010;2500;0.41;;;;
Q21;2014;440021202;850009010;9999;0.41;;;;
Q21;2014;440021285;440000297;2000;0.06;;;;
Q21;2014;440021285;440000297;2500;0.06;;;;
Q21;2014;440021285;440000297;9999;0.06;;;;
Q21;2014;440021392;440000289;2000;65.35;2;;;
Q21;2014;440021392;440000289;2100;2.55;;;;
Q21;2014;440021392;440000289;2200;62.8;2;;;
Q21;2014;440021392;440000289;9999;65.35;2;;;
Q21;2014;440023364;440006377;2000;7.17;0;0.35;0;16
Q21;2014;440023364;440006377;2100;7.17;0;0.35;0;16
Q21;2014;440023364;440006377;9999;7.17;0;0.35;0;16
Q21;2014;440024669;440042844;2000;3.78;;;0.33;
Q21;2014;440024669;440042844;2400;3.78;;;0.33;
Q21;2014;440024669;440042844;9999;3.78;;;0.33;
Q21;2014;440024982;440000461;2000;;;;;58
Q21;2014;440024982;440000461;2100;;;;;58
Q21;2014;440024982;440000461;9999;;;;;58
Q21;2014;440027589;440002590;2000;0.1;;;;
Q21;2014;440027589;440002590;2100;0.1;;;;
Q21;2014;440027589;440002590;9999;0.1;;;;
Q21;2014;440029338;440041895;1000;1;;;;
Q21;2014;440029338;440041895;2000;37.64;;;;
Q21;2014;440029338;440041895;2100;37.64;;;;
Q21;2014;440029338;440041895;9999;38.64;;;;
Q21;2014;440029379;440000974;2000;0.5;;;;67
Q21;2014;440029379;440000974;2100;0.5;;;;67
Q21;2014;440029379;440000974;9999;0.5;;;;67
Q21;2014;440032399;440041531;2000;0.3;;;;10
Q21;2014;440032399;440041531;2500;0.3;;;;10
Q21;2014;440032399;440041531;9999;0.3;;;;10
Q21;2014;440033819;440006344;2000;1.66;;;;96
Q21;2014;440033819;440006344;2100;1.66;;;;96
Q21;2014;440033819;440006344;9999;1.66;;;;96
Q21;2014;440036176;440002590;2000;3.6;;;;
Q21;2014;440036176;440002590;2100;3.6;;;;
Q21;2014;440036176;440002590;9999;3.6;;;;
Q21;2014;440036218;440002590;2000;0.1;;;;
Q21;2014;440036218;440002590;2100;0.1;;;;
Q21;2014;440036218;440002590;9999;0.1;;;;
Q21;2014;440036473;440002590;2000;0.1;;;;
Q21;2014;440036473;440002590;2100;0.1;;;;
Q21;2014;440036473;440002590;9999;0.1;;;;
Q21;2014;440036499;440002590;2000;4.4;;;;
Q21;2014;440036499;440002590;2100;4.4;;;;
Q21;2014;440036499;440002590;9999;4.4;;;;
Q21;2014;440039568;440002590;2000;0.2;;;;
Q21;2014;440039568;440002590;2100;0.2;;;;
Q21;2014;440039568;440002590;9999;0.2;;;;
Q21;2014;440041580;440041572;2000;1.96;;;;201
Q21;2014;440041580;440041572;2100;1.96;;;;201
Q21;2014;440041580;440041572;9999;1.96;;;;201
Q21;2014;440042513;440002590;2000;0.1;;;;
Q21;2014;440042513;440002590;2100;0.1;;;;
Q21;2014;440042513;440002590;9999;0.1;;;;
Q21;2014;440043123;440043115;2000;4.58;;0.5;0.33;
Q21;2014;440043123;440043115;2400;4.58;;0.5;0.33;
Q21;2014;440043123;440043115;9999;4.58;;0.5;0.33;
Q21;2014;440044451;750721334;2000;3.1;;;;0
Q21;2014;440044451;750721334;2400;3.1;;;;0
Q21;2014;440044451;750721334;9999;3.1;;;;0
Q21;2014;440046910;440002590;2000;0.1;;;;
Q21;2014;440046910;440002590;2100;0.1;;;;
Q21;2014;440046910;440002590;9999;0.1;;;;
Q21;2014;440046944;750721334;2000;1.38;;;;
Q21;2014;440046944;750721334;2400;1.38;;;;
Q21;2014;440046944;750721334;9999;1.38;;;;
Q21;2014;440048239;440041895;2000;1.2;;;;
Q21;2014;440048239;440041895;2400;1.2;;;;
Q21;2014;440048239;440041895;9999;1.2;;;;
Q21;2014;440048676;750721334;2000;2.18;;;;
Q21;2014;440048676;750721334;2400;2.18;;;;
Q21;2014;440048676;750721334;9999;2.18;;;;
Q21;2014;440048700;490017258;2000;0.4;;;;
Q21;2014;440048700;490017258;2100;0.4;;;;
Q21;2014;440048700;490017258;9999;0.4;;;;
Q21;2014;440048718;440006377;2000;;;;;5
Q21;2014;440048718;440006377;2100;;;;;5
Q21;2014;440048718;440006377;9999;;;;;5
Q21;2014;440050433;440041895;1000;1.5;;0.6;;
Q21;2014;440050433;440041895;2000;42.38;;4.5;;
Q21;2014;440050433;440041895;2100;38.34;;4.5;;
Q21;2014;440050433;440041895;2400;4.04;;;;
Q21;2014;440050433;440041895;9999;43.88;;5.1;;
Q21;2014;440050441;440002590;2000;0.43;;;;
Q21;2014;440050441;440002590;2100;0.43;;;;
Q21;2014;440050441;440002590;9999;0.43;;;;
Q21;2014;440050458;440000289;2000;1.5;;;;
Q21;2014;440050458;440000289;2100;1;;;;
Q21;2014;440050458;440000289;2400;0.5;;;;
Q21;2014;440050458;440000289;9999;1.5;;;;
Q21;2014;440050466;440000289;2000;1;;;;
Q21;2014;440050466;440000289;2500;1;;;;
Q21;2014;440050466;440000289;9999;1;;;;
Q21;2014;450000021;450000088;1000;4.6;;3.6;;
Q21;2014;450000021;450000088;2000;87.08;1;1.1;29;1
Q21;2014;450000021;450000088;2100;87.08;1;1.1;29;1
Q21;2014;450000021;450000088;9999;91.68;1;4.7;29;1
Q21;2014;450000047;450000096;1000;2.5;;;;
Q21;2014;450000047;450000096;2000;34.52;;0.4;2.33;
Q21;2014;450000047;450000096;2100;33.52;;0.4;2.33;
Q21;2014;450000047;450000096;2400;1;;;;
Q21;2014;450000047;450000096;9999;37.02;;0.4;2.33;
Q21;2014;450000062;450000104;1000;6.87;;2.93;;
Q21;2014;450000062;450000104;2000;121.61;;;11.42;9
Q21;2014;450000062;450000104;2100;108.59;;;11.42;9
Q21;2014;450000062;450000104;2200;9.32;;;;
Q21;2014;450000062;450000104;2400;3.15;;;;
Q21;2014;450000062;450000104;2500;0.55;;;;
Q21;2014;450000062;450000104;9999;128.48;;2.93;11.42;9
Q21;2014;450000070;450000112;2000;33.71;;4.32;1.62;
Q21;2014;450000070;450000112;2100;29.72;;4.32;1.62;
Q21;2014;450000070;450000112;2400;2.2;;;;
Q21;2014;450000070;450000112;2500;1.79;;;;
Q21;2014;450000070;450000112;9999;33.71;;4.32;1.62;
Q21;2014;450000120;450000138;2000;0.67;;;;
Q21;2014;450000120;450000138;2100;0.33;;;;
Q21;2014;450000120;450000138;2400;0.34;;;;
Q21;2014;450000120;450000138;9999;0.67;;;;
Q21;2014;450000187;450000146;2000;0.5;0;0.5;0;
Q21;2014;450000187;450000146;2400;0.5;0;0.5;0;
Q21;2014;450000187;450000146;9999;0.5;0;0.5;0;
Q21;2014;450000211;450000153;1000;0.25;;;;0
Q21;2014;450000211;450000153;2000;1.5;;;;1
Q21;2014;450000211;450000153;2100;0.6;;;;0
Q21;2014;450000211;450000153;2400;0.9;;;;1
Q21;2014;450000211;450000153;9999;1.75;;;;1
Q21;2014;450000237;450000534;2000;1.15;;;;35
Q21;2014;450000237;450000534;2100;1.15;;;;35
Q21;2014;450000237;450000534;9999;1.15;;;;35
Q21;2014;450000245;450000542;2000;1.66;;;;60
Q21;2014;450000245;450000542;2100;1.66;;;;60
Q21;2014;450000245;450000542;9999;1.66;;;;60
Q21;2014;450000252;450000559;2000;5.03;;;;
Q21;2014;450000252;450000559;2200;5.03;;;;
Q21;2014;450000252;450000559;9999;5.03;;;;
Q21;2014;450000260;450000161;2000;2;;;;
Q21;2014;450000260;450000161;2100;1.2;;;;
Q21;2014;450000260;450000161;2400;0.8;;;;
Q21;2014;450000260;450000161;9999;2;;;;
Q21;2014;450000286;750052417;2000;5.73;;;;
Q21;2014;450000286;750052417;2400;5.73;;;;
Q21;2014;450000286;750052417;9999;5.73;;;;
Q21;2014;450000294;450000591;2000;1.5;;;;29
Q21;2014;450000294;450000591;2100;1;;;;19
Q21;2014;450000294;450000591;2400;0.5;;;;10
Q21;2014;450000294;450000591;9999;1.5;;;;29
Q21;2014;450000336;450000179;2000;4.83;;;;
Q21;2014;450000336;450000179;2100;2.35;;;;
Q21;2014;450000336;450000179;2400;1.26;;;;
Q21;2014;450000336;450000179;2500;1.22;;;;
Q21;2014;450000336;450000179;9999;4.83;;;;
Q21;2014;450000526;930019484;2000;6;;;;
Q21;2014;450000526;930019484;2400;6;;;;
Q21;2014;450000526;930019484;9999;6;;;;
Q21;2014;450000930;450002423;1000;1.33;0;0;0;0
Q21;2014;450000930;450002423;2000;51.85;0;1.2;6.16;0
Q21;2014;450000930;450002423;2200;51.85;0;1.2;6.16;0
Q21;2014;450000930;450002423;9999;53.18;0;1.2;6.16;0
Q21;2014;450002456;450018106;2000;3.55;;;;
Q21;2014;450002456;450018106;2400;3.55;;;;
Q21;2014;450002456;450018106;9999;3.55;;;;
Q21;2014;450002613;450000088;1000;2.6;;;;
Q21;2014;450002613;450000088;2000;262.3;3;1.2;84;2
Q21;2014;450002613;450000088;2100;252.5;3;1.2;82;2
Q21;2014;450002613;450000088;2200;3.5;;;1;
Q21;2014;450002613;450000088;2400;6.3;;;1;
Q21;2014;450002613;450000088;9999;264.9;3;1.2;84;2
Q21;2014;450005798;370001299;2000;1.67;;;;
Q21;2014;450005798;370001299;2300;1.67;;;;
Q21;2014;450005798;370001299;9999;1.67;;;;
Q21;2014;450010079;450000195;2000;2.35;;;;92
Q21;2014;450010079;450000195;2100;2.35;;;;92
Q21;2014;450010079;450000195;9999;2.35;;;;92
Q21;2014;450010442;450000088;2000;2.83;;;;
Q21;2014;450010442;450000088;2500;2.83;;;;
Q21;2014;450010442;450000088;9999;2.83;;;;
Q21;2014;450010475;450000088;2000;0.23;;;;
Q21;2014;450010475;450000088;2500;0.23;;;;
Q21;2014;450010475;450000088;9999;0.23;;;;
Q21;2014;450010772;450001201;2000;0.22;;;;
Q21;2014;450010772;450001201;2100;0.22;;;;
Q21;2014;450010772;450001201;9999;0.22;;;;
Q21;2014;450011507;450011507;2000;0.97;;;;
Q21;2014;450011507;450011507;2200;0.97;;;;
Q21;2014;450011507;450011507;9999;0.97;;;;
Q21;2014;450011549;450001201;2000;0.22;;;;
Q21;2014;450011549;450001201;2100;0.22;;;;
Q21;2014;450011549;450001201;9999;0.22;;;;
Q21;2014;450012935;450001466;2000;0.6;;;;3
Q21;2014;450012935;450001466;2100;0.6;;;;3
Q21;2014;450012935;450001466;9999;0.6;;;;3
Q21;2014;450012968;450001474;2000;;;;;22
Q21;2014;450012968;450001474;2100;;;;;20
Q21;2014;450012968;450001474;2400;;;;;2
Q21;2014;450012968;450001474;9999;;;;;22
Q21;2014;450013081;450001490;2000;2.84;;;;
Q21;2014;450013081;450001490;2400;2.84;;;;
Q21;2014;450013081;450001490;9999;2.84;;;;
Q21;2014;450013719;450011150;2000;0.09;;;;
Q21;2014;450013719;450011150;2300;0.09;;;;
Q21;2014;450013719;450011150;9999;0.09;;;;
Q21;2014;450013818;330057597;2000;0.5;;;;3
Q21;2014;450013818;330057597;2100;0.5;;;;3
Q21;2014;450013818;330057597;9999;0.5;;;;3
Q21;2014;450014048;450011150;2000;0.11;;;;
Q21;2014;450014048;450011150;2300;0.11;;;;
Q21;2014;450014048;450011150;9999;0.11;;;;
Q21;2014;450014956;450000849;2000;2.37;;;;
Q21;2014;450014956;450000849;2400;2.37;;;;
Q21;2014;450014956;450000849;9999;2.37;;;;
Q21;2014;450015144;450015136;2000;1.27;;;;
Q21;2014;450015144;450015136;2400;1.27;;;;
Q21;2014;450015144;450015136;9999;1.27;;;;
Q21;2014;450017694;450001201;2000;0.22;;;;
Q21;2014;450017694;450001201;2100;0.22;;;;
Q21;2014;450017694;450001201;9999;0.22;;;;
Q21;2014;450018312;450018296;2000;0.5;0.5;;;2
Q21;2014;450018312;450018296;2100;0.5;0.5;;;2
Q21;2014;450018312;450018296;9999;0.5;0.5;;;2
Q21;2014;450018528;450011150;2000;0.17;;;;
Q21;2014;450018528;450011150;2300;0.17;;;;
Q21;2014;450018528;450011150;9999;0.17;;;;
Q21;2014;450018536;370001299;2000;3.2;;;;
Q21;2014;450018536;370001299;2300;3.2;;;;
Q21;2014;450018536;370001299;9999;3.2;;;;
Q21;2014;450018924;450015409;2000;2.48;;;;
Q21;2014;450018924;450015409;2200;2.48;;;;
Q21;2014;450018924;450015409;9999;2.48;;;;
Q21;2014;450019336;450018478;2000;;;;;3
Q21;2014;450019336;450018478;2100;;;;;3
Q21;2014;450019336;450018478;9999;;;;;3
Q21;2014;450019799;450000104;2000;0.6;;;;
Q21;2014;450019799;450000104;2500;0.6;;;;
Q21;2014;450019799;450000104;9999;0.6;;;;
Q21;2014;460000045;460780083;1000;2.12;0;0;0;
Q21;2014;460000045;460780083;2000;28.15;0;0;2.54;
Q21;2014;460000045;460780083;2100;28.15;0;0;2.54;
Q21;2014;460000045;460780083;9999;30.27;0;0;2.54;
Q21;2014;460000052;460780091;2000;13.22;;;;
Q21;2014;460000052;460780091;2100;10.99;;;;
Q21;2014;460000052;460780091;2400;1.24;;;;
Q21;2014;460000052;460780091;2500;0.99;;;;
Q21;2014;460000052;460780091;9999;13.22;;;;
Q21;2014;460000060;460780117;2000;9.4;;;;0
Q21;2014;460000060;460780117;2400;9.4;;;;0
Q21;2014;460000060;460780117;9999;9.4;;;;0
Q21;2014;460000102;460780208;1000;0.4;;;;
Q21;2014;460000102;460780208;2000;14.62;;;;
Q21;2014;460000102;460780208;2100;12.78;;;;
Q21;2014;460000102;460780208;2300;0.73;;;;
Q21;2014;460000102;460780208;2400;1.11;;;;
Q21;2014;460000102;460780208;9999;15.02;;;;
Q21;2014;460000110;460780216;1000;1.49;0;;0;
Q21;2014;460000110;460780216;2000;96.5;0;;22.69;10
Q21;2014;460000110;460780216;2100;94.57;0;;22.41;10
Q21;2014;460000110;460780216;2300;0.6;0;;0;
Q21;2014;460000110;460780216;2400;1.33;0;;0.28;
Q21;2014;460000110;460780216;9999;97.99;0;;22.69;10
Q21;2014;460000227;460780430;2000;0.54;;0.12;;8
Q21;2014;460000227;460780430;2100;0.54;;0.12;;8
Q21;2014;460000227;460780430;9999;0.54;;0.12;;8
Q21;2014;460004641;310000633;2000;;;;;1
Q21;2014;460004641;310000633;2100;;;;;1
Q21;2014;460004641;310000633;9999;;;;;1
Q21;2014;460006075;460006067;2000;0.5;;;;19
Q21;2014;460006075;460006067;2100;0.4;;;;14
Q21;2014;460006075;460006067;2300;0.1;;;;5
Q21;2014;460006075;460006067;9999;0.5;;;;19
Q21;2014;460006083;460785090;2000;1.34;;;;
Q21;2014;460006083;460785090;2300;1.34;;;;
Q21;2014;460006083;460785090;9999;1.34;;;;
Q21;2014;460006091;460785090;2000;0.5;;;;
Q21;2014;460006091;460785090;2300;0.5;;;;
Q21;2014;460006091;460785090;9999;0.5;;;;
Q21;2014;460006109;460780083;2000;3.1;;;;
Q21;2014;460006109;460780083;2400;3.1;;;;
Q21;2014;460006109;460780083;9999;3.1;;;;
Q21;2014;460780042;460000029;2000;1.68;;;;12
Q21;2014;460780042;460000029;2100;;;;;11
Q21;2014;460780042;460000029;2400;1.68;;;;1
Q21;2014;460780042;460000029;9999;1.68;;;;12
Q21;2014;460780133;460000086;2000;0.57;;;;
Q21;2014;460780133;460000086;2400;0.57;;;;
Q21;2014;460780133;460000086;9999;0.57;;;;
Q21;2014;460785090;460785090;2000;31.48;;;1.16;
Q21;2014;460785090;460785090;2200;31.48;;;1.16;
Q21;2014;460785090;460785090;9999;31.48;;;1.16;
Q21;2014;460785595;460780216;2000;1;0;;0;
Q21;2014;460785595;460780216;2500;1;0;;0;
Q21;2014;460785595;460780216;9999;1;0;;0;
Q21;2014;460785900;460002207;2000;1;;;;8
Q21;2014;460785900;460002207;2400;1;;;;8
Q21;2014;460785900;460002207;9999;1;;;;8
Q21;2014;460786346;310000633;2000;;;;;1
Q21;2014;460786346;310000633;2100;;;;;1
Q21;2014;460786346;310000633;9999;;;;;1
Q21;2014;460786353;310000633;2000;;;;;1
Q21;2014;460786353;310000633;2100;;;;;1
Q21;2014;460786353;310000633;9999;;;;;1
Q21;2014;460786478;310000633;2000;;;;;1
Q21;2014;460786478;310000633;2100;;;;;1
Q21;2014;460786478;310000633;9999;;;;;1
Q21;2014;470000027;470014069;2000;7.8;;;;86
Q21;2014;470000027;470014069;2100;7;;;;86
Q21;2014;470000027;470014069;2400;0.8;;;;
Q21;2014;470000027;470014069;9999;7.8;;;;86
Q21;2014;470000076;470013301;1000;0.69;;;;
Q21;2014;470000076;470013301;2000;;;;;8
Q21;2014;470000076;470013301;2100;;;;;8
Q21;2014;470000076;470013301;9999;0.69;;;;8
Q21;2014;470000142;470000795;2000;1.19;;;;31
Q21;2014;470000142;470000795;2100;0.94;;;;31
Q21;2014;470000142;470000795;2400;0.25;;;;
Q21;2014;470000142;470000795;9999;1.19;;;;31
Q21;2014;470000159;470014069;2000;1.5;;;;5
Q21;2014;470000159;470014069;2100;1.5;;;;5
Q21;2014;470000159;470014069;9999;1.5;;;;5
Q21;2014;470000175;750826604;2000;1.5;;;;
Q21;2014;470000175;750826604;2400;1.5;;;;
Q21;2014;470000175;750826604;9999;1.5;;;;
Q21;2014;470000308;930019484;2000;2.15;0;0;0;0
Q21;2014;470000308;930019484;2400;2.15;0;0;0;0
Q21;2014;470000308;930019484;9999;2.15;0;0;0;0
Q21;2014;470000423;470000316;1000;9.75;0;0;0.5;
Q21;2014;470000423;470000316;2000;110.31;0;0.41;42.45;
Q21;2014;470000423;470000316;2100;108.08;0;0.41;42.45;
Q21;2014;470000423;470000316;2200;1.18;0;0;0;
Q21;2014;470000423;470000316;2400;1.05;0;0;0;
Q21;2014;470000423;470000316;9999;120.06;0;0.41;42.95;
Q21;2014;470000431;470000324;1000;0.8;;;;
Q21;2014;470000431;470000324;2000;53.82;;;11.67;
Q21;2014;470000431;470000324;2100;51.84;;;11.67;
Q21;2014;470000431;470000324;2400;1.98;;;;
Q21;2014;470000431;470000324;9999;54.62;;;11.67;
Q21;2014;470000480;470001660;1000;0.31;0;0;0;
Q21;2014;470000480;470001660;2000;50.25;0;0;13.33;
Q21;2014;470000480;470001660;2100;50.25;0;0;13.33;
Q21;2014;470000480;470001660;9999;50.56;0;0;13.33;
Q21;2014;470000522;470000340;2000;1.62;;;;
Q21;2014;470000522;470000340;2100;1.62;;;;
Q21;2014;470000522;470000340;9999;1.62;;;;
Q21;2014;470000530;470000357;1000;0.5;;;;
Q21;2014;470000530;470000357;2000;1.16;;;;
Q21;2014;470000530;470000357;2400;1.16;;;;
Q21;2014;470000530;470000357;9999;1.66;;;;
Q21;2014;470000548;470000365;1000;0.5;;;;
Q21;2014;470000548;470000365;2000;1.58;;;;
Q21;2014;470000548;470000365;2100;0.58;;;;
Q21;2014;470000548;470000365;2400;1;;;;
Q21;2014;470000548;470000365;9999;2.08;;;;
Q21;2014;470000555;470001660;2000;3.44;0;0;0;
Q21;2014;470000555;470001660;2100;0.69;0;0;0;
Q21;2014;470000555;470001660;2400;2.75;0;0;0;
Q21;2014;470000555;470001660;9999;3.44;0;0;0;
Q21;2014;470000563;470000381;1000;0.09;;;;
Q21;2014;470000563;470000381;2000;41.48;;;2.98;
Q21;2014;470000563;470000381;2100;1.32;;;0.75;
Q21;2014;470000563;470000381;2200;39.68;;;1.98;
Q21;2014;470000563;470000381;2400;0.48;;;0.25;
Q21;2014;470000563;470000381;9999;41.57;;;2.98;
Q21;2014;470000571;470000407;2000;3.14;;;;
Q21;2014;470000571;470000407;2100;1.24;;;;
Q21;2014;470000571;470000407;2400;1.27;;;;
Q21;2014;470000571;470000407;2500;0.63;;;;
Q21;2014;470000571;470000407;9999;3.14;;;;
Q21;2014;470005406;470000316;2000;5.4;0;0;1.68;
Q21;2014;470005406;470000316;2100;2.5;0;0;1.68;
Q21;2014;470005406;470000316;2400;2.9;0;0;0;
Q21;2014;470005406;470000316;9999;5.4;0;0;1.68;
Q21;2014;470008780;470000316;2000;0.47;0;0;0;
Q21;2014;470008780;470000316;2500;0.47;0;0;0;
Q21;2014;470008780;470000316;9999;0.47;0;0;0;
Q21;2014;470009143;470009143;2000;0.35;;;;
Q21;2014;470009143;470009143;2200;0.35;;;;
Q21;2014;470009143;470009143;9999;0.35;;;;
Q21;2014;470009358;470009309;2000;5.71;;;;
Q21;2014;470009358;470009309;2300;5.71;;;;
Q21;2014;470009358;470009309;9999;5.71;;;;
Q21;2014;470010349;470010331;2000;0;0;0;0;2
Q21;2014;470010349;470010331;2100;0;0;0;0;2
Q21;2014;470010349;470010331;9999;0;0;0;0;2
Q21;2014;470010364;470010356;2000;2.8;;;;0
Q21;2014;470010364;470010356;2400;2.8;;;;0
Q21;2014;470010364;470010356;9999;2.8;;;;0
Q21;2014;470012931;470001660;2000;0.45;0;0;0;
Q21;2014;470012931;470001660;2500;0.45;0;0;0;
