BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2014;580971349;580002129;N2460;;1;0.12
SSR_P;2014;580971349;580002129;N2500;;17;15.71
SSR_P;2014;580971349;580002129;N2710;;1;0.23
SSR_P;2014;580971349;580002129;N3120;;1;0.27
SSR_P;2014;580971349;580002129;NCINF;14;;13.02
SSR_P;2014;580972008;580000628;M1010;1;;1
SSR_P;2014;580972008;580000628;M1180;4;;4
SSR_P;2014;580972008;580000628;N241P;14;2;14.84
SSR_P;2014;580972008;580000628;N2430;1;0;1
SSR_P;2014;580972008;580000628;N2450;0;1;0.5
SSR_P;2014;580972008;580000628;N2460;3;4;6.14
SSR_P;2014;580972008;580000628;N2500;31;2;33.14
SSR_P;2014;580972008;580000628;N2710;1;0;1
SSR_P;2014;580972008;580000628;N3120;1;1;1.5
SSR_P;2014;580972008;580000628;NAUT;34;6;39.6
SSR_P;2014;580972008;580000628;NCINF;19;0;18.6
SSR_P;2014;580972610;580780054;M1180;;1;0.4
SSR_P;2014;580972610;580780054;N241P;;1;0.15
SSR_P;2014;580972610;580780054;N2500;3;1;3.8
SSR_P;2014;580972610;580780054;NAUT;1;;1
SSR_P;2014;580972610;580780054;NCINF;4;1;4.5
SSR_P;2014;580972628;580780039;M1320;;1;0.5
SSR_P;2014;580972628;580780039;N241P;;1;0.62
SSR_P;2014;580972628;580780039;N2450;;1;0.3
SSR_P;2014;580972628;580780039;N2500;12;1;6.24
SSR_P;2014;580972628;580780039;NAUT;3;2;1.23
SSR_P;2014;580972628;580780039;NCINF;9;1;6.03
SSR_P;2014;580972644;580781136;N241P;1;1;1.8
SSR_P;2014;580972644;580781136;N2430;;1;0.1
SSR_P;2014;580972644;580781136;N2500;21;;21
SSR_P;2014;580972644;580781136;NAUT;8;;7.5
SSR_P;2014;580972644;580781136;NCINF;9;2;10.7
SSR_P;2014;580972651;580780047;M1320;1;;0.26
SSR_P;2014;580972651;580780047;N241P;1;;0.05
SSR_P;2014;580972651;580780047;N2450;1;;0.2
SSR_P;2014;580972651;580780047;N2500;5;1;5.2
SSR_P;2014;580972651;580780047;N2710;1;;0.1
SSR_P;2014;580972651;580780047;N3120;1;;0.2
SSR_P;2014;580972651;580780047;NAUT;4;;3.6
SSR_P;2014;580972651;580780047;NCINF;4;;4.06
SSR_P;2014;580972677;580780088;M1320;1;;1
SSR_P;2014;580972677;580780088;N2500;11;2;12.36
SSR_P;2014;580972677;580780088;N2710;1;;1
SSR_P;2014;580972677;580780088;NAUT;10;;10
SSR_P;2014;580972677;580780088;NCINF;5;3;7.32
SSR_P;2014;580972685;580780096;M1010;;1;0.37
SSR_P;2014;580972685;580780096;N241P;1;;0.3
SSR_P;2014;580972685;580780096;N2450;1;;0.56
SSR_P;2014;580972685;580780096;N2500;12;2;10.55
SSR_P;2014;580972685;580780096;N2710;1;;0.2
SSR_P;2014;580972685;580780096;N3120;1;;0.18
SSR_P;2014;580972685;580780096;NCINF;8;;7.96
SSR_P;2014;580972693;580780039;M1010;1;;1
SSR_P;2014;580972693;580780039;M1040;;1;0.35
SSR_P;2014;580972693;580780039;M1150;1;;0.15
SSR_P;2014;580972693;580780039;M1180;1;;1
SSR_P;2014;580972693;580780039;N241P;;15;3.1
SSR_P;2014;580972693;580780039;N2430;;1;0.3
SSR_P;2014;580972693;580780039;N2450;;1;0.4
SSR_P;2014;580972693;580780039;N2460;;1;0.8
SSR_P;2014;580972693;580780039;N2500;3;2;4.04
SSR_P;2014;580972693;580780039;NCINF;4;3;5.55
SSR_P;2014;590000014;590780052;M1040;;1;0.2
SSR_P;2014;590000014;590780052;M1150;;1;0.2
SSR_P;2014;590000014;590780052;M1320;2;1;2
SSR_P;2014;590000014;590780052;MAUT;1;;0.16
SSR_P;2014;590000014;590780052;N241P;1;;0.55
SSR_P;2014;590000014;590780052;N2500;18;3;21.45
SSR_P;2014;590000014;590780052;N2710;1;;0.1
SSR_P;2014;590000014;590780052;N3120;1;;0.25
SSR_P;2014;590000014;590780052;NAUT;8;2;5
SSR_P;2014;590000014;590780052;NCINF;17;3;18.3
SSR_P;2014;590000097;590780185;M1180;;;2
SSR_P;2014;590000097;590780185;N2500;29;7;35.45
SSR_P;2014;590000097;590780185;NAUT;13;1;13.1
SSR_P;2014;590000097;590780185;NCINF;22;4;25.08
SSR_P;2014;590000113;590053120;M1010;1;3;3.2
SSR_P;2014;590000113;590053120;M1150;1;1;1.71
SSR_P;2014;590000113;590053120;M1180;1;0;1
SSR_P;2014;590000113;590053120;M1320;0;1;0.8
SSR_P;2014;590000113;590053120;N241P;6;0;5.9
SSR_P;2014;590000113;590053120;N2450;0;1;0.2
SSR_P;2014;590000113;590053120;N2460;1;1;1.61
SSR_P;2014;590000113;590053120;N2470;1;0;0.66
SSR_P;2014;590000113;590053120;N2500;34;5;37.27
SSR_P;2014;590000113;590053120;N2710;1;0;1
SSR_P;2014;590000113;590053120;N3120;1;0;1
SSR_P;2014;590000113;590053120;NAUT;1;1;1.8
SSR_P;2014;590000113;590053120;NCINF;18;8;22.1
SSR_P;2014;590000121;590780227;M1010;;2;1.6
SSR_P;2014;590000121;590780227;M1040;1;;0.5
SSR_P;2014;590000121;590780227;M1180;;;0.05
SSR_P;2014;590000121;590780227;M1320;2;1;2.8
SSR_P;2014;590000121;590780227;N241P;4;;4.01
SSR_P;2014;590000121;590780227;N2430;;;0.62
SSR_P;2014;590000121;590780227;N2460;1;;1
SSR_P;2014;590000121;590780227;N2500;28;6;35.68
SSR_P;2014;590000121;590780227;N310H;;1;0.16
SSR_P;2014;590000121;590780227;NAUT;2;;1.92
SSR_P;2014;590000121;590780227;NCINF;18;6;25.36
SSR_P;2014;590000337;590781415;M1040;;2;0.54
SSR_P;2014;590000337;590781415;N241P;;2;1.3
SSR_P;2014;590000337;590781415;N2450;;1;0.5
SSR_P;2014;590000337;590781415;N2710;;1;0.07
SSR_P;2014;590000337;590781415;NAUT;;1;0.75
SSR_P;2014;590000337;590781415;NCINF;;2;1
SSR_P;2014;590000428;590781605;M1320;1;;1
SSR_P;2014;590000428;590781605;N2500;9;3;10.03
SSR_P;2014;590000428;590781605;N2710;;1;0.8
SSR_P;2014;590000428;590781605;NAUT;1;;0.92
SSR_P;2014;590000428;590781605;NCINF;8;;7.59
SSR_P;2014;590000436;590781621;M1320;1;2;1.45
SSR_P;2014;590000436;590781621;N241P;;;0.11
SSR_P;2014;590000436;590781621;N2450;1;;0.2
SSR_P;2014;590000436;590781621;N2460;2;;1.63
SSR_P;2014;590000436;590781621;N2500;11;1;10.86
SSR_P;2014;590000436;590781621;N2710;;1;0.95
SSR_P;2014;590000436;590781621;N3120;1;;0.6
SSR_P;2014;590000436;590781621;NCINF;8;2;9.54
SSR_P;2014;590000444;590781639;M1010;;1;0.5
SSR_P;2014;590000444;590781639;M1320;1;;1
SSR_P;2014;590000444;590781639;N241P;1;;1
SSR_P;2014;590000444;590781639;N2460;;;0.83
SSR_P;2014;590000444;590781639;N2470;13;2;15.3
SSR_P;2014;590000444;590781639;N2500;1;;1
SSR_P;2014;590000444;590781639;N3120;;1;0.4
SSR_P;2014;590000444;590781639;NAUT;5;;4.42
SSR_P;2014;590000444;590781639;NCINF;7;1;6.9
SSR_P;2014;590000451;590781647;M1010;1;;0.25
SSR_P;2014;590000451;590781647;M1320;1;1;1.6
SSR_P;2014;590000451;590781647;N241P;1;1;1.5
SSR_P;2014;590000451;590781647;N2450;1;1;1.5
SSR_P;2014;590000451;590781647;N2460;1;1;1.7
SSR_P;2014;590000451;590781647;N2500;20;20;20
SSR_P;2014;590000451;590781647;N2710;1;1;1.5
SSR_P;2014;590000451;590781647;N310H;;1;0.5
SSR_P;2014;590000451;590781647;N3120;1;;1
SSR_P;2014;590000451;590781647;NAUT;14;4;16.5
SSR_P;2014;590000451;590781647;NCINF;15;;15
SSR_P;2014;590000469;590781662;N241P;4;1;3.3
SSR_P;2014;590000469;590781662;N2500;9;1;9.61
SSR_P;2014;590000469;590781662;N2710;0;1;0.48
SSR_P;2014;590000469;590781662;NCINF;8;0;6.62
SSR_P;2014;590000477;590781670;M1010;;3;1.7
SSR_P;2014;590000477;590781670;M1040;;1;0.3
SSR_P;2014;590000477;590781670;M1150;;3;1.7
SSR_P;2014;590000477;590781670;M1180;1;1;1.6
SSR_P;2014;590000477;590781670;M1320;3;2;4.7
SSR_P;2014;590000477;590781670;M3020;;1;0.15
SSR_P;2014;590000477;590781670;MAUT;;5;1.7
SSR_P;2014;590000477;590781670;N241P;5;7;10.1
SSR_P;2014;590000477;590781670;N2430;1;;1
SSR_P;2014;590000477;590781670;N2450;;1;0.6
SSR_P;2014;590000477;590781670;N2460;1;2;2.7
SSR_P;2014;590000477;590781670;N2470;;1;0.1
SSR_P;2014;590000477;590781670;N2500;42;9;49
SSR_P;2014;590000477;590781670;N2710;;4;3.3
SSR_P;2014;590000477;590781670;N3120;1;3;3.3
SSR_P;2014;590000477;590781670;NAUT;29;10;36.85
SSR_P;2014;590000477;590781670;NCINF;28;19;42.8
SSR_P;2014;590000527;590781795;M1010;3;3;3.28
SSR_P;2014;590000527;590781795;M1040;;1;0.3
SSR_P;2014;590000527;590781795;M1320;3;1;1.72
SSR_P;2014;590000527;590781795;MAUT;;1;0.1
SSR_P;2014;590000527;590781795;N241P;2;;1.07
SSR_P;2014;590000527;590781795;N2450;1;1;1.1
SSR_P;2014;590000527;590781795;N2460;1;1;0.85
SSR_P;2014;590000527;590781795;N2500;21;3;21.75
SSR_P;2014;590000527;590781795;N2710;4;3;2.62
SSR_P;2014;590000527;590781795;N3120;1;1;1.11
SSR_P;2014;590000527;590781795;NAUT;11;2;9.42
SSR_P;2014;590000527;590781795;NCINF;26;6;27.63
SSR_P;2014;590000543;590781811;M1010;4;5;4.84
SSR_P;2014;590000543;590781811;M1070;1;;1
SSR_P;2014;590000543;590781811;M1120;;1;0.1
SSR_P;2014;590000543;590781811;M1180;4;;3.84
SSR_P;2014;590000543;590781811;M1190;;1;0.56
SSR_P;2014;590000543;590781811;M1320;2;;2
SSR_P;2014;590000543;590781811;M3020;;1;0.06
SSR_P;2014;590000543;590781811;N241P;12;7;18.13
SSR_P;2014;590000543;590781811;N2430;1;1;1.5
SSR_P;2014;590000543;590781811;N2450;3;1;3.68
SSR_P;2014;590000543;590781811;N2460;5;3;6.62
SSR_P;2014;590000543;590781811;N2470;1;;0.5
SSR_P;2014;590000543;590781811;N2500;100;18;111.72
SSR_P;2014;590000543;590781811;N2710;2;2;4.23
SSR_P;2014;590000543;590781811;N310H;1;2;3.5
SSR_P;2014;590000543;590781811;N3120;1;2;2.19
SSR_P;2014;590000543;590781811;NAUT;19;6;29.73
SSR_P;2014;590000543;590781811;NCINF;44;14;59.12
SSR_P;2014;590000592;590782165;M1320;2;0;1.6
SSR_P;2014;590000592;590782165;N2470;0;1;0.8
SSR_P;2014;590000592;590782165;N2500;27;7;32.6
SSR_P;2014;590000592;590782165;N2710;0;2;1
SSR_P;2014;590000592;590782165;NAUT;4;5;7.3
SSR_P;2014;590000592;590782165;NCINF;19;4;22.2
SSR_P;2014;590000600;590782207;M1010;3;3;4.26
SSR_P;2014;590000600;590782207;M1070;1;;1
SSR_P;2014;590000600;590782207;M1180;1;;1
SSR_P;2014;590000600;590782207;M1320;0;1;0.6
SSR_P;2014;590000600;590782207;N241P;5;2;6.11
SSR_P;2014;590000600;590782207;N2430;1;;1
SSR_P;2014;590000600;590782207;N2450;2;2;3.6
SSR_P;2014;590000600;590782207;N2460;3;1;3.98
SSR_P;2014;590000600;590782207;N2470;;1;0.85
SSR_P;2014;590000600;590782207;N2500;48;9;44.94
SSR_P;2014;590000600;590782207;N2710;4;;4
SSR_P;2014;590000600;590782207;N310H;;1;1.46
SSR_P;2014;590000600;590782207;N3120;2;;1.5
SSR_P;2014;590000600;590782207;NAUT;22;1;18.57
SSR_P;2014;590000600;590782207;NCINF;23;9;28.26
SSR_P;2014;590000618;590782215;M1010;2;1;1.76
SSR_P;2014;590000618;590782215;M1040;;2;0.7
SSR_P;2014;590000618;590782215;M1180;1;1;1.03
SSR_P;2014;590000618;590782215;M1320;2;;2
SSR_P;2014;590000618;590782215;MAUT;1;;1
SSR_P;2014;590000618;590782215;N241P;16;10;22.66
SSR_P;2014;590000618;590782215;N2430;1;;1
SSR_P;2014;590000618;590782215;N2460;1;;1.07
SSR_P;2014;590000618;590782215;N2500;42;9;48.8
SSR_P;2014;590000618;590782215;N2710;;1;0.26
SSR_P;2014;590000618;590782215;N3120;2;1;1.11
SSR_P;2014;590000618;590782215;NAUT;4;2;7.04
SSR_P;2014;590000618;590782215;NCINF;28;8;32.02
SSR_P;2014;590000691;590782439;M1040;1;;0.2
SSR_P;2014;590000691;590782439;M1120;1;;0.1
SSR_P;2014;590000691;590782439;M1150;1;;0.2
SSR_P;2014;590000691;590782439;M1180;2;;2
SSR_P;2014;590000691;590782439;N241P;5;2;5.96
SSR_P;2014;590000691;590782439;N2430;;1;0.5
SSR_P;2014;590000691;590782439;N2450;1;;0.4
SSR_P;2014;590000691;590782439;N2460;2;1;2.78
SSR_P;2014;590000691;590782439;N2500;8;1;8.8
SSR_P;2014;590000691;590782439;N2710;1;1;1.5
SSR_P;2014;590000691;590782439;N310H;1;;1
SSR_P;2014;590000691;590782439;N3120;1;;1
SSR_P;2014;590000691;590782439;NAUT;5;1;5.8
SSR_P;2014;590000691;590782439;NCINF;11;1;7.98
SSR_P;2014;590000766;590782645;M1010;1;;0.83
SSR_P;2014;590000766;590782645;M1320;1;;0.92
SSR_P;2014;590000766;590782645;N241P;1;;0.25
SSR_P;2014;590000766;590782645;N2450;;1;0.1
SSR_P;2014;590000766;590782645;N2460;;1;0.4
SSR_P;2014;590000766;590782645;N2500;12;2;15.17
SSR_P;2014;590000766;590782645;N2710;1;;0.1
SSR_P;2014;590000766;590782645;N3120;1;1;0.7
SSR_P;2014;590000766;590782645;NAUT;;1;0.91
SSR_P;2014;590000766;590782645;NCINF;6;2;9.22
SSR_P;2014;590000774;590782652;M1010;1;;1
SSR_P;2014;590000774;590782652;N2500;10;;10.1
SSR_P;2014;590000774;590782652;N2710;1;;0.07
SSR_P;2014;590000774;590782652;NAUT;3;;2.6
SSR_P;2014;590000774;590782652;NCINF;9;;8.41
SSR_P;2014;590001004;590783239;M1320;2;;1.24
SSR_P;2014;590001004;590783239;N241P;1;;1
SSR_P;2014;590001004;590783239;N2460;1;;0.48
SSR_P;2014;590001004;590783239;N2500;15;;14.7
SSR_P;2014;590001004;590783239;N3120;2;;0.8
SSR_P;2014;590001004;590783239;NAUT;3;1;2.24
SSR_P;2014;590001004;590783239;NCINF;12;2;12.96
SSR_P;2014;590001442;590784245;M1010;10;5;12.8
SSR_P;2014;590001442;590784245;M1140;;1;0.6
SSR_P;2014;590001442;590784245;M1180;4;2;6.32
SSR_P;2014;590001442;590784245;M1320;1;;1
SSR_P;2014;590001442;590784245;MAUT;;;0.35
SSR_P;2014;590001442;590784245;N241P;24;1;21.27
SSR_P;2014;590001442;590784245;N2430;1;2;1.6
SSR_P;2014;590001442;590784245;N2450;;3;2.4
SSR_P;2014;590001442;590784245;N2460;11;3;12.89
SSR_P;2014;590001442;590784245;N2470;1;;0.49
SSR_P;2014;590001442;590784245;N2500;91;36;113.82
SSR_P;2014;590001442;590784245;N2710;4;6;7.02
SSR_P;2014;590001442;590784245;N310H;8;2;8.05
SSR_P;2014;590001442;590784245;N3120;3;;3
SSR_P;2014;590001442;590784245;NAUT;1;2;2.46
SSR_P;2014;590001442;590784245;NCINF;68;29;89.74
SSR_P;2014;590001582;590785663;M1010;6;0;3.75
SSR_P;2014;590001582;590785663;N241P;3;0;2.71
SSR_P;2014;590001582;590785663;N2450;1;0;1
SSR_P;2014;590001582;590785663;N2460;1;0;1
SSR_P;2014;590001582;590785663;N2500;29;2;29.92
SSR_P;2014;590001582;590785663;N2710;0;2;1.45
SSR_P;2014;590001582;590785663;NAUT;9;2;11.28
SSR_P;2014;590001582;590785663;NCINF;21;2;21.05
SSR_P;2014;590001749;590788956;M1010;1;;1
SSR_P;2014;590001749;590788956;M1320;1;;1
SSR_P;2014;590001749;590788956;MAUT;1;;1
SSR_P;2014;590001749;590788956;N241P;2;;2
SSR_P;2014;590001749;590788956;N2460;1;;1
SSR_P;2014;590001749;590788956;N2470;;1;0.8
SSR_P;2014;590001749;590788956;N2500;24;4;26.31
SSR_P;2014;590001749;590788956;N2710;1;;1
SSR_P;2014;590001749;590788956;N310H;1;2;1.7
SSR_P;2014;590001749;590788956;N3120;;2;1
SSR_P;2014;590001749;590788956;NAUT;5;4;8.44
SSR_P;2014;590001749;590788956;NCINF;17;4;19.2
SSR_P;2014;590008041;590008033;M1010;;2;1
SSR_P;2014;590008041;590008033;N2500;7;1;7.2
SSR_P;2014;590008041;590008033;N2710;1;;1
SSR_P;2014;590008041;590008033;N3120;;1;0.5
SSR_P;2014;590008041;590008033;NCINF;5;1;5.3
SSR_P;2014;590033429;590782421;M1180;2;;1.8
SSR_P;2014;590033429;590782421;N241P;1;2;2.3
SSR_P;2014;590033429;590782421;N2430;1;1;1.67
SSR_P;2014;590033429;590782421;N2460;1;1;1.8
SSR_P;2014;590033429;590782421;N2470;0;1;0.15
SSR_P;2014;590033429;590782421;N2500;16;7;21.38
SSR_P;2014;590033429;590782421;N2710;1;1;1.42
SSR_P;2014;590033429;590782421;NAUT;4;2;4.92
SSR_P;2014;590033429;590782421;NCINF;8;6;12.76
SSR_P;2014;590034732;590000675;M1180;2;1;2.96
SSR_P;2014;590034732;590000675;N241P;21;2;20.58
SSR_P;2014;590034732;590000675;N2460;2;;2
SSR_P;2014;590034732;590000675;N2500;9;2;9.85
SSR_P;2014;590034732;590000675;N2710;;1;0.11
SSR_P;2014;590034732;590000675;N3120;;1;0.2
SSR_P;2014;590034732;590000675;NAUT;5;1;5.83
SSR_P;2014;590034732;590000675;NCINF;11;;10.06
SSR_P;2014;590040267;590782678;M1320;;1;0.3
SSR_P;2014;590040267;590782678;M3020;;1;0.5
SSR_P;2014;590040267;590782678;N2430;;1;0.1
SSR_P;2014;590040267;590782678;N2460;;1;0.5
SSR_P;2014;590040267;590782678;N2500;14;6;17.66
SSR_P;2014;590040267;590782678;N2710;;1;0.5
SSR_P;2014;590040267;590782678;N3120;;3;1.41
SSR_P;2014;590040267;590782678;NCINF;12;4;15.09
SSR_P;2014;590049565;780020715;M1010;2;1;2.7
SSR_P;2014;590049565;780020715;M1180;;1;0.5
SSR_P;2014;590049565;780020715;N241P;2;1;1.73
SSR_P;2014;590049565;780020715;N2430;;1;0.25
SSR_P;2014;590049565;780020715;N2460;1;1;1
SSR_P;2014;590049565;780020715;N2470;1;;1
SSR_P;2014;590049565;780020715;N2500;21;10;27.63
SSR_P;2014;590049565;780020715;N2710;;3;1.17
SSR_P;2014;590049565;780020715;N310H;;2;0.51
SSR_P;2014;590049565;780020715;N3120;1;1;1.17
SSR_P;2014;590049565;780020715;NCINF;16;3;16.55
SSR_P;2014;590780128;590000063;M1120;;1;0.8
SSR_P;2014;590780128;590000063;M1180;1;1;1.4
SSR_P;2014;590780128;590000063;M3020;;1;0.2
SSR_P;2014;590780128;590000063;MAUT;;2;0.3
SSR_P;2014;590780128;590000063;N241P;4;5;8.56
SSR_P;2014;590780128;590000063;N2430;;2;1.22
SSR_P;2014;590780128;590000063;N2450;1;;0.9
SSR_P;2014;590780128;590000063;N2460;3;3;4.57
SSR_P;2014;590780128;590000063;N2470;1;;1
SSR_P;2014;590780128;590000063;N2500;20;7;22.8
SSR_P;2014;590780128;590000063;N2710;;1;0.22
SSR_P;2014;590780128;590000063;N310H;;;0.36
SSR_P;2014;590780128;590000063;N3120;1;;0.67
SSR_P;2014;590780128;590000063;NAUT;2;1;2.51
SSR_P;2014;590780128;590000063;NCINF;10;;10.64
SSR_P;2014;590780284;590051801;M1010;2;0;2
SSR_P;2014;590780284;590051801;N2500;6;10;9.44
SSR_P;2014;590780284;590051801;NCINF;7;8;9.52
SSR_P;2014;590780383;590000204;M1180;8;;8
SSR_P;2014;590780383;590000204;NAUT;1;;1
SSR_P;2014;590780383;590000204;NCINF;1;;1
SSR_P;2014;590781951;590053955;M1010;;1;0.1
SSR_P;2014;590781951;590053955;M1040;;5;
SSR_P;2014;590781951;590053955;M1320;1;;1
SSR_P;2014;590781951;590053955;N241P;;10;
SSR_P;2014;590781951;590053955;N2450;;1;0.5
SSR_P;2014;590781951;590053955;N2500;13;;12
SSR_P;2014;590781951;590053955;N2710;;1;0.8
SSR_P;2014;590781951;590053955;N3120;;1;0.8
SSR_P;2014;590781951;590053955;NCINF;7;;6
SSR_P;2014;590782181;590039863;M1180;1;;1
SSR_P;2014;590782181;590039863;MAUT;;1;0.05
SSR_P;2014;590782181;590039863;N241P;15;5;17.93
SSR_P;2014;590782181;590039863;N2430;1;1;1.56
SSR_P;2014;590782181;590039863;N2460;7;1;7.81
SSR_P;2014;590782181;590039863;N2470;1;;1
SSR_P;2014;590782181;590039863;N2500;5;;4.48
SSR_P;2014;590782181;590039863;N2710;1;;1
SSR_P;2014;590782181;590039863;N3120;;1;0.46
SSR_P;2014;590782181;590039863;NAUT;3;1;3.48
SSR_P;2014;590782181;590039863;NCINF;2;;2
SSR_P;2014;590782280;590004552;M1010;;1;0.11
SSR_P;2014;590782280;590004552;M1040;;2;0.3
SSR_P;2014;590782280;590004552;M1180;;1;0.1
SSR_P;2014;590782280;590004552;M1320;;3;1.5
SSR_P;2014;590782280;590004552;MAUT;;6;1.08
SSR_P;2014;590782280;590004552;N241P;;4;3
SSR_P;2014;590782280;590004552;N2430;;1;0.1
SSR_P;2014;590782280;590004552;N2450;;1;0.29
SSR_P;2014;590782280;590004552;N2460;;1;0.2
SSR_P;2014;590782280;590004552;N2470;;1;0.2
SSR_P;2014;590782280;590004552;N2500;11;3;14.13
SSR_P;2014;590782280;590004552;N2710;;1;0.2
SSR_P;2014;590782280;590004552;N3120;;1;0.5
SSR_P;2014;590782280;590004552;NAUT;;2;0.4
SSR_P;2014;590782280;590004552;NCINF;11;4;13.2
SSR_P;2014;590782298;590000675;M1010;;1;0.5
SSR_P;2014;590782298;590000675;M1040;;1;0.5
SSR_P;2014;590782298;590000675;N241P;;2;1
SSR_P;2014;590782298;590000675;N2500;8;;8
SSR_P;2014;590782298;590000675;N2710;;1;0.6
SSR_P;2014;590782298;590000675;N3120;;1;0.8
SSR_P;2014;590782298;590000675;NCINF;8;;8
SSR_P;2014;590782496;590000139;M1010;1;;
SSR_P;2014;590782496;590000139;M1040;;1;
SSR_P;2014;590782496;590000139;M1120;;1;
SSR_P;2014;590782496;590000139;M1320;1;;1
SSR_P;2014;590782496;590000139;M3020;;1;
SSR_P;2014;590782496;590000139;MAUT;;1;
SSR_P;2014;590782496;590000139;N241P;;4;
SSR_P;2014;590782496;590000139;N2430;;1;
SSR_P;2014;590782496;590000139;N2450;;1;0.4
SSR_P;2014;590782496;590000139;N2460;;1;0.5
SSR_P;2014;590782496;590000139;N2500;15;;15
SSR_P;2014;590782496;590000139;N2710;;1;0.5
SSR_P;2014;590782496;590000139;N3120;;1;0.25
SSR_P;2014;590782496;590000139;NCINF;13;;13
SSR_P;2014;590782546;590000733;M1010;2;2;3.3
SSR_P;2014;590782546;590000733;M1040;;5;1.3
SSR_P;2014;590782546;590000733;M1070;;4;2.4
SSR_P;2014;590782546;590000733;M1120;;1;0.1
SSR_P;2014;590782546;590000733;M1150;;1;0.2
SSR_P;2014;590782546;590000733;M1180;2;;2
SSR_P;2014;590782546;590000733;M1190;;1;0.2
SSR_P;2014;590782546;590000733;M1320;1;;1
SSR_P;2014;590782546;590000733;M3020;;1;0.2
SSR_P;2014;590782546;590000733;MAUT;;9;1.8
SSR_P;2014;590782546;590000733;N241P;15;5;20
SSR_P;2014;590782546;590000733;N2450;2;1;2.5
SSR_P;2014;590782546;590000733;N2460;2;;2
SSR_P;2014;590782546;590000733;N2500;36;13;41.79
SSR_P;2014;590782546;590000733;N2710;3;0;3
SSR_P;2014;590782546;590000733;N3120;1;0;1
SSR_P;2014;590782546;590000733;NCINF;45;15;45.58
SSR_P;2014;590782611;750719239;M1140;0;8;1.98
SSR_P;2014;590782611;750719239;M1180;2;6;3.43
SSR_P;2014;590782611;750719239;M3020;0;1;0.15
SSR_P;2014;590782611;750719239;MAUT;0;9;1.43
SSR_P;2014;590782611;750719239;N241P;13;7;16.25
SSR_P;2014;590782611;750719239;N2430;2;3;2.82
SSR_P;2014;590782611;750719239;N2450;0;1;0.84
SSR_P;2014;590782611;750719239;N2460;5;4;6.81
SSR_P;2014;590782611;750719239;N2470;0;1;0.5
SSR_P;2014;590782611;750719239;N2500;27;0;26.27
SSR_P;2014;590782611;750719239;N2710;2;2;2.69
SSR_P;2014;590782611;750719239;N310H;12;3;14.21
SSR_P;2014;590782611;750719239;N3120;1;0;1.03
SSR_P;2014;590782611;750719239;NAUT;53;6;41.15
SSR_P;2014;590782611;750719239;NCINF;14;4;14.96
SSR_P;2014;590782694;750034589;M1010;;1;0.8
SSR_P;2014;590782694;750034589;N241P;;1;1
SSR_P;2014;590782694;750034589;N2500;4;4;6.2
SSR_P;2014;590782694;750034589;N2710;;1;0.2
SSR_P;2014;590782694;750034589;N3120;;1;0.2
SSR_P;2014;590782694;750034589;NAUT;2;16;6.06
SSR_P;2014;590782694;750034589;NCINF;3;9;6.59
SSR_P;2014;590783171;590000980;M1010;;2;1
SSR_P;2014;590783171;590000980;M1320;1;;1
SSR_P;2014;590783171;590000980;MAUT;;1;0.8
SSR_P;2014;590783171;590000980;N241P;1;2;2.1
SSR_P;2014;590783171;590000980;N2460;1;;1
SSR_P;2014;590783171;590000980;N2500;14;10;19.93
SSR_P;2014;590783171;590000980;N2710;;1;0.6
SSR_P;2014;590783171;590000980;N3120;;1;0.8
SSR_P;2014;590783171;590000980;NAUT;9;3;10.35
SSR_P;2014;590783171;590000980;NCINF;13;2;14.7
SSR_P;2014;590783189;590004552;M1040;;2;0.3
SSR_P;2014;590783189;590004552;M1180;;1;0.1
SSR_P;2014;590783189;590004552;M1320;;4;3.45
SSR_P;2014;590783189;590004552;MAUT;;5;1.27
SSR_P;2014;590783189;590004552;N241P;;5;3.1
SSR_P;2014;590783189;590004552;N2430;;1;0.1
SSR_P;2014;590783189;590004552;N2450;;1;0.29
SSR_P;2014;590783189;590004552;N2460;;1;0.4
SSR_P;2014;590783189;590004552;N2470;;1;0.8
SSR_P;2014;590783189;590004552;N2500;21;;21.45
SSR_P;2014;590783189;590004552;N2710;1;;1
SSR_P;2014;590783189;590004552;N3120;;1;0.6
SSR_P;2014;590783189;590004552;NAUT;;2;0.4
SSR_P;2014;590783189;590004552;NCINF;19;;20.51
SSR_P;2014;590784898;590780193;M1010;1;;1.02
SSR_P;2014;590784898;590780193;M1180;9;1;4.97
SSR_P;2014;590784898;590780193;N241P;16;6;18.36
SSR_P;2014;590784898;590780193;N2430;1;1;2.2
SSR_P;2014;590784898;590780193;N2450;0;0;0.5
SSR_P;2014;590784898;590780193;N2460;5;3;6.5
SSR_P;2014;590784898;590780193;N2500;65;20;78.79
SSR_P;2014;590784898;590780193;N2710;1;2;2.51
SSR_P;2014;590784898;590780193;N310H;1;2;1.66
SSR_P;2014;590784898;590780193;NAUT;5;9;11.68
SSR_P;2014;590784898;590780193;NCINF;46;14;54.3
SSR_P;2014;590785374;620001834;M1010;;1;0.25
SSR_P;2014;590785374;620001834;M1150;;1;0.25
SSR_P;2014;590785374;620001834;N241P;;4;0.55
SSR_P;2014;590785374;620001834;N2500;9;;9
SSR_P;2014;590785374;620001834;N2710;;1;0.2
SSR_P;2014;590785374;620001834;N3120;;1;0.5
