BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2014;270000045;270000060;NAUT;2;1;3.16
SSR_P;2014;270000045;270000060;NCINF;3;4;4.69
SSR_P;2014;270000342;270000698;M1010;2;;2
SSR_P;2014;270000342;270000698;M1180;1;;1
SSR_P;2014;270000342;270000698;MAUT;;1;0.5
SSR_P;2014;270000342;270000698;N241P;7;;7
SSR_P;2014;270000342;270000698;N2430;1;;1
SSR_P;2014;270000342;270000698;N2460;2;;2
SSR_P;2014;270000342;270000698;N2500;15;1;15.4
SSR_P;2014;270000342;270000698;N2710;1;;1
SSR_P;2014;270000342;270000698;N310H;2;;2
SSR_P;2014;270000342;270000698;N3120;;1;0.5
SSR_P;2014;270000342;270000698;NAUT;16;2;16.8
SSR_P;2014;270000342;270000698;NCINF;12;1;12.8
SSR_P;2014;270000367;270000086;M1320;;2;1.09
SSR_P;2014;270000367;270000086;N241P;;1;0.27
SSR_P;2014;270000367;270000086;N2470;;1;0.43
SSR_P;2014;270000367;270000086;N2500;15;;14.29
SSR_P;2014;270000367;270000086;NAUT;1;1;1.8
SSR_P;2014;270000367;270000086;NCINF;6;1;7.75
SSR_P;2014;270000391;760024042;M1320;1;1;1.6
SSR_P;2014;270000391;760024042;N241P;5;;4.5
SSR_P;2014;270000391;760024042;N2460;;2;0.95
SSR_P;2014;270000391;760024042;N2470;;1;0.4
SSR_P;2014;270000391;760024042;N2500;21;31;19.99
SSR_P;2014;270000391;760024042;N2710;1;;1
SSR_P;2014;270000391;760024042;NAUT;2;25;6.4
SSR_P;2014;270000391;760024042;NCINF;11;7;14.2
SSR_P;2014;270000417;760025734;M1010;0;1;0.5
SSR_P;2014;270000417;760025734;M1320;2;0;2
SSR_P;2014;270000417;760025734;N241P;2;0;2
SSR_P;2014;270000417;760025734;N2450;0;1;0.2
SSR_P;2014;270000417;760025734;N2460;0;1;0.5
SSR_P;2014;270000417;760025734;N2500;16;3;17.4
SSR_P;2014;270000417;760025734;N2710;0;1;0.2
SSR_P;2014;270000417;760025734;NAUT;6;1;6.5
SSR_P;2014;270000417;760025734;NCINF;12;2;13.6
SSR_P;2014;270000425;270000102;M1010;1;2;0.8
SSR_P;2014;270000425;270000102;M1320;1;;1
SSR_P;2014;270000425;270000102;N241P;1;1;2.91
SSR_P;2014;270000425;270000102;N2460;;1;0.13
SSR_P;2014;270000425;270000102;N2500;11;9;17.24
SSR_P;2014;270000425;270000102;N3120;;1;0.58
SSR_P;2014;270000425;270000102;NAUT;3;5;7.94
SSR_P;2014;270000425;270000102;NCINF;6;9;9.92
SSR_P;2014;270000433;750043994;M1010;3;0;3
SSR_P;2014;270000433;750043994;N241P;0;3;1.5
SSR_P;2014;270000433;750043994;N2450;0;1;0.1
SSR_P;2014;270000433;750043994;N2460;0;1;0.5
SSR_P;2014;270000433;750043994;N2500;9;9;12
SSR_P;2014;270000433;750043994;N2710;0;1;0.5
SSR_P;2014;270000433;750043994;N3120;0;1;0.5
SSR_P;2014;270000433;750043994;NAUT;17;4;19.4
SSR_P;2014;270000433;750043994;NCINF;8;2;8.9
SSR_P;2014;270000441;270000110;M1010;1;;1
SSR_P;2014;270000441;270000110;N241P;0;1;0.13
SSR_P;2014;270000441;270000110;N2500;7;0;7
SSR_P;2014;270000441;270000110;N2710;;1;0.21
SSR_P;2014;270000441;270000110;NAUT;7;0;4.17
SSR_P;2014;270000441;270000110;NCINF;6;2;8.42
SSR_P;2014;270000458;270023724;M1010;2;;1.48
SSR_P;2014;270000458;270023724;N2500;11;3;12.47
SSR_P;2014;270000458;270023724;NAUT;;2;1.58
SSR_P;2014;270000458;270023724;NCINF;5;1;5.81
SSR_P;2014;270000474;270000136;N241P;2;;1.75
SSR_P;2014;270000474;270000136;N2500;9;;4.53
SSR_P;2014;270000474;270000136;NCINF;5;;3.99
SSR_P;2014;270000482;270000144;M1010;1;1;0.9
SSR_P;2014;270000482;270000144;MAUT;;1;0.5
SSR_P;2014;270000482;270000144;N241P;;1;0.7
SSR_P;2014;270000482;270000144;N2450;;1;0.4
SSR_P;2014;270000482;270000144;N2500;6;;6
SSR_P;2014;270000482;270000144;N2710;;1;0.5
SSR_P;2014;270000482;270000144;N3120;;1;0.66
SSR_P;2014;270000482;270000144;NCINF;6;1;6.8
SSR_P;2014;270000516;270000177;M1180;0;1;1
SSR_P;2014;270000870;270000987;M1010;1;1;1.2
SSR_P;2014;270000870;270000987;N2450;;1;0.2
SSR_P;2014;270000870;270000987;N2710;2;;2
SSR_P;2014;270000870;270000987;N310H;;1;0.5
SSR_P;2014;270000870;270000987;N3120;;1;0.2
SSR_P;2014;270000870;270000987;NCINF;7;2;7.7
SSR_P;2014;270000896;930019484;M1010;1;;1
SSR_P;2014;270000896;930019484;M1120;;1;0.8
SSR_P;2014;270000896;930019484;M1180;;2;0.69
SSR_P;2014;270000896;930019484;M1320;;1;0.5
SSR_P;2014;270000896;930019484;N241P;5;;5
SSR_P;2014;270000896;930019484;N2430;;1;0.5
SSR_P;2014;270000896;930019484;N2460;4;1;4.75
SSR_P;2014;270000896;930019484;N2500;23;1;21.21
SSR_P;2014;270000896;930019484;N2710;1;;1
SSR_P;2014;270000896;930019484;N310H;;1;0.5
SSR_P;2014;270000896;930019484;N3120;;1;0.5
SSR_P;2014;270000896;930019484;NAUT;1;1;1.37
SSR_P;2014;270000896;930019484;NCINF;15;;12.76
SSR_P;2014;270000912;750814030;M1040;1;4;1.75
SSR_P;2014;270000912;750814030;M1070;2;;2
SSR_P;2014;270000912;750814030;M1120;2;;2
SSR_P;2014;270000912;750814030;M1150;2;;1.83
SSR_P;2014;270000912;750814030;M1180;3;1;3.28
SSR_P;2014;270000912;750814030;M1320;4;;3.12
SSR_P;2014;270000912;750814030;M3020;;1;0.2
SSR_P;2014;270000912;750814030;MAUT;3;1;3.8
SSR_P;2014;270000912;750814030;N241P;32;3;28.86
SSR_P;2014;270000912;750814030;N2430;2;1;2.3
SSR_P;2014;270000912;750814030;N2450;3;1;3.84
SSR_P;2014;270000912;750814030;N2460;14;2;13.57
SSR_P;2014;270000912;750814030;N2470;1;;1
SSR_P;2014;270000912;750814030;N2500;108;16;116.48
SSR_P;2014;270000912;750814030;N2710;7;1;7.36
SSR_P;2014;270000912;750814030;N3120;4;;4
SSR_P;2014;270000912;750814030;NAUT;2;2;2.92
SSR_P;2014;270000912;750814030;NCINF;150;8;148.65
SSR_P;2014;270003924;760024042;M1320;1;2;2.3
SSR_P;2014;270003924;760024042;N2500;22;20;31.06
SSR_P;2014;270003924;760024042;N2710;1;;1
SSR_P;2014;270003924;760024042;NAUT;1;1;0.75
SSR_P;2014;270003924;760024042;NCINF;11;18;17.69
SSR_P;2014;280000035;750043994;M1010;2;1;2.2
SSR_P;2014;280000035;750043994;M1320;1;;1
SSR_P;2014;280000035;750043994;N2450;1;;0.5
SSR_P;2014;280000035;750043994;N2460;1;;0.6
SSR_P;2014;280000035;750043994;N2500;15;;15
SSR_P;2014;280000035;750043994;N2710;1;;0.5
SSR_P;2014;280000035;750043994;N3120;1;;1
SSR_P;2014;280000035;750043994;NCINF;10;;10
SSR_P;2014;280000043;280000134;M1320;2;1;2.45
SSR_P;2014;280000043;280000134;N241P;0;1;0.8
SSR_P;2014;280000043;280000134;N2460;1;0;0.25
SSR_P;2014;280000043;280000134;N2500;34;4;35.46
SSR_P;2014;280000043;280000134;N2710;;1;0.27
SSR_P;2014;280000043;280000134;N3120;1;1;1
SSR_P;2014;280000043;280000134;NAUT;6;3;6.97
SSR_P;2014;280000043;280000134;NCINF;14;4;16.98
SSR_P;2014;280000084;280000183;M1010;2;;2
SSR_P;2014;280000084;280000183;M1180;3;1;3.8
SSR_P;2014;280000084;280000183;M1320;1;;1
SSR_P;2014;280000084;280000183;N241P;11;5;12.25
SSR_P;2014;280000084;280000183;N2430;1;;1
SSR_P;2014;280000084;280000183;N2460;3;2;4.1
SSR_P;2014;280000084;280000183;N2500;49;5;55.83
SSR_P;2014;280000084;280000183;N2710;2;2;3.4
SSR_P;2014;280000084;280000183;N310H;1;;1
SSR_P;2014;280000084;280000183;N3120;1;;1
SSR_P;2014;280000084;280000183;NAUT;20;2;21.14
SSR_P;2014;280000084;280000183;NCINF;38;5;41.23
SSR_P;2014;280000100;280000225;M1010;;4;0.47
SSR_P;2014;280000100;280000225;M1120;;1;0.08
SSR_P;2014;280000100;280000225;M1180;;1;0.05
SSR_P;2014;280000100;280000225;M1320;;1;0.4
SSR_P;2014;280000100;280000225;N241P;;1;0.5
SSR_P;2014;280000100;280000225;N2450;;1;0.1
SSR_P;2014;280000100;280000225;N2460;;1;0.42
SSR_P;2014;280000100;280000225;N2500;7;;5.7
SSR_P;2014;280000100;280000225;N2710;;1;0.1
SSR_P;2014;280000100;280000225;N3120;;1;0.08
SSR_P;2014;280000100;280000225;NAUT;1;1;1.7
SSR_P;2014;280000100;280000225;NCINF;2;4;4.12
SSR_P;2014;280000266;450018106;M1010;2;;2
SSR_P;2014;280000266;450018106;M1180;2;;2
SSR_P;2014;280000266;450018106;M1320;1;;1
SSR_P;2014;280000266;450018106;N241P;12;0;11
SSR_P;2014;280000266;450018106;N2430;1;;1
SSR_P;2014;280000266;450018106;N2450;0;1;0.4
SSR_P;2014;280000266;450018106;N2460;3;1;3.7
SSR_P;2014;280000266;450018106;N2500;27;8;32
SSR_P;2014;280000266;450018106;N2710;1;;1
SSR_P;2014;280000266;450018106;N3120;1;1;1.2
SSR_P;2014;280000266;450018106;NCINF;24;5;27.5
SSR_P;2014;280000431;310021167;M1010;;3;0.43
SSR_P;2014;280000431;310021167;M1040;3;1;3.34
SSR_P;2014;280000431;310021167;N241P;3;1;3.8
SSR_P;2014;280000431;310021167;N2450;1;;1
SSR_P;2014;280000431;310021167;N2500;11;1;11.79
SSR_P;2014;280000431;310021167;N3120;;1;0.5
SSR_P;2014;280000431;310021167;NAUT;1;;1
SSR_P;2014;280000431;310021167;NCINF;14;1;14.63
SSR_P;2014;280000449;750055634;M1040;;3;1
SSR_P;2014;280000449;750055634;M1070;;;0.05
SSR_P;2014;280000449;750055634;MAUT;;1;0.06
SSR_P;2014;280000449;750055634;N241P;;1;0.5
SSR_P;2014;280000449;750055634;N2450;1;;1.1
SSR_P;2014;280000449;750055634;N2500;4;;5
SSR_P;2014;280000449;750055634;N2710;;1;0.2
SSR_P;2014;280000449;750055634;N310H;1;;1.1
SSR_P;2014;280000449;750055634;N3120;;1;0.3
SSR_P;2014;280000449;750055634;NAUT;;4;2.8
SSR_P;2014;280000449;750055634;NCINF;7;3;8.1
SSR_P;2014;280000662;280500075;M1010;3;;2.82
SSR_P;2014;280000662;280500075;N2450;;1;0.25
SSR_P;2014;280000662;280500075;N2500;24;4;28.71
SSR_P;2014;280000662;280500075;NAUT;8;0;8.21
SSR_P;2014;280000662;280500075;NCINF;10;6;15.49
SSR_P;2014;280502998;280000589;M1010;1;;0.97
SSR_P;2014;280502998;280000589;N241P;1;;0.6
SSR_P;2014;280502998;280000589;N2500;10;2;10.29
SSR_P;2014;280502998;280000589;NAUT;6;2;6.2
SSR_P;2014;280502998;280000589;NCINF;8;1;7.44
SSR_P;2014;280504267;280000134;M1150;1;;0.4
SSR_P;2014;280504267;280000134;N2710;;1;0.21
SSR_P;2014;280504267;280000134;NAUT;;1;0.5
SSR_P;2014;280504267;280000134;NCINF;1;;1
SSR_P;2014;280505223;280001132;M1010;0;2;0.66
SSR_P;2014;280505223;280001132;M1070;0;3;0.92
SSR_P;2014;280505223;280001132;N241P;0;1;0.15
SSR_P;2014;280505223;280001132;N2450;0;3;1.55
SSR_P;2014;280505223;280001132;N2500;0;1;0.05
SSR_P;2014;280505223;280001132;N2710;0;2;0.68
SSR_P;2014;280505223;280001132;N310H;1;2;1.15
SSR_P;2014;280505223;280001132;N3120;0;1;0.2
SSR_P;2014;280505223;280001132;NAUT;13;1;15.78
SSR_P;2014;280505223;280001132;NCINF;4;6;8.8
SSR_P;2014;280505264;280006370;M1010;;1;0.96
SSR_P;2014;280505264;280006370;M1320;1;1;0.72
SSR_P;2014;280505264;280006370;N241P;;3;1.5
SSR_P;2014;280505264;280006370;N2450;;1;0.14
SSR_P;2014;280505264;280006370;N2460;;1;0.2
SSR_P;2014;280505264;280006370;N2710;10;;10
SSR_P;2014;280505264;280006370;N3120;;1;0.34
SSR_P;2014;280505264;280006370;NCINF;8;2;9
SSR_P;2014;280506015;280001264;M1010;3;;3
SSR_P;2014;280506015;280001264;N2710;3;2;4.41
SSR_P;2014;280506015;280001264;NCINF;8;;8.4
SSR_P;2014;290000033;290021542;M1010;7;2;6.02
SSR_P;2014;290000033;290021542;M1180;;1;0.38
SSR_P;2014;290000033;290021542;M1320;2;0;1.1
SSR_P;2014;290000033;290021542;N241P;3;;3.36
SSR_P;2014;290000033;290021542;N2460;3;;1.7
SSR_P;2014;290000033;290021542;N2500;34;11;39.1
SSR_P;2014;290000033;290021542;NAUT;13;1;12.41
SSR_P;2014;290000033;290021542;NCINF;14;20;27.66
SSR_P;2014;290000058;290000017;M1180;2;1;2.5
SSR_P;2014;290000058;290000017;N241P;5;2;6
SSR_P;2014;290000058;290000017;N2430;;1;0.8
SSR_P;2014;290000058;290000017;N2460;1;3;3.1
SSR_P;2014;290000058;290000017;N2500;14;2;14.2
SSR_P;2014;290000058;290000017;N2710;;1;0.5
SSR_P;2014;290000058;290000017;N310H;1;;1
SSR_P;2014;290000058;290000017;N3120;;1;0.3
SSR_P;2014;290000058;290000017;NAUT;5;2;5.4
SSR_P;2014;290000058;290000017;NCINF;8;2;8.2
SSR_P;2014;290000066;290020700;M1010;3;0;1.93
SSR_P;2014;290000066;290020700;M1150;0;1;0.4
SSR_P;2014;290000066;290020700;M1180;2;1;1.5
SSR_P;2014;290000066;290020700;N241P;8;3;10.85
SSR_P;2014;290000066;290020700;N2430;1;2;0.68
SSR_P;2014;290000066;290020700;N2450;1;0;0.1
SSR_P;2014;290000066;290020700;N2460;2;4;5.29
SSR_P;2014;290000066;290020700;N2500;17;11;27.28
SSR_P;2014;290000066;290020700;N2710;;1;0.08
SSR_P;2014;290000066;290020700;N310H;0;1;0.14
SSR_P;2014;290000066;290020700;NAUT;3;3;4.9
SSR_P;2014;290000066;290020700;NCINF;9;10;17.45
SSR_P;2014;290000165;290030592;M1010;2;;2.2
SSR_P;2014;290000165;290030592;N241P;1;2;2.1
SSR_P;2014;290000165;290030592;N2450;;3;0.3
SSR_P;2014;290000165;290030592;N2500;16;1;16.67
SSR_P;2014;290000165;290030592;N3120;;1;0.4
SSR_P;2014;290000165;290030592;NCINF;9;3;11.33
SSR_P;2014;290000173;290000041;M1010;2;;1.1
SSR_P;2014;290000173;290000041;M1320;1;;0.1
SSR_P;2014;290000173;290000041;N2500;7;3;11.53
SSR_P;2014;290000173;290000041;NAUT;2;1;2.61
SSR_P;2014;290000173;290000041;NCINF;6;6;9.67
SSR_P;2014;290000181;290000074;M1010;1;1;0.64
SSR_P;2014;290000181;290000074;M1040;;1;0.2
SSR_P;2014;290000181;290000074;M1320;2;;1.48
SSR_P;2014;290000181;290000074;N241P;2;;1.1
SSR_P;2014;290000181;290000074;N2450;1;;0.3
SSR_P;2014;290000181;290000074;N2460;1;;0.14
SSR_P;2014;290000181;290000074;N2500;18;6;20.04
SSR_P;2014;290000181;290000074;N2710;1;2;0.14
SSR_P;2014;290000181;290000074;N310H;;1;0.1
SSR_P;2014;290000181;290000074;NAUT;9;2;9.69
SSR_P;2014;290000181;290000074;NCINF;19;5;18.15
SSR_P;2014;290000256;290000017;M1010;1;2;2.1
SSR_P;2014;290000256;290000017;M1320;0;1;0.4
SSR_P;2014;290000256;290000017;N241P;3;3;4.4
SSR_P;2014;290000256;290000017;N2460;;1;0.4
SSR_P;2014;290000256;290000017;N2500;8;9;14.9
SSR_P;2014;290000256;290000017;N3120;;1;0.3
SSR_P;2014;290000256;290000017;NAUT;6;4;8.26
SSR_P;2014;290000256;290000017;NCINF;8;3;10
SSR_P;2014;290000272;290000090;MAUT;;1;0.15
SSR_P;2014;290000272;290000090;N241P;;1;0.5
SSR_P;2014;290000272;290000090;N2500;5;4;5.96
SSR_P;2014;290000272;290000090;N2710;1;;0.2
SSR_P;2014;290000272;290000090;N3120;1;;0.25
SSR_P;2014;290000272;290000090;NAUT;3;1;2.81
SSR_P;2014;290000272;290000090;NCINF;7;2;4.07
SSR_P;2014;290000322;290000108;M1010;;24;0
SSR_P;2014;290000322;290000108;N241P;16;;
SSR_P;2014;290000322;290000108;N2450;1;;0
SSR_P;2014;290000322;290000108;N2500;11;8;17.7
SSR_P;2014;290000322;290000108;N2710;1;;0.1
SSR_P;2014;290000322;290000108;N3120;;1;0.43
SSR_P;2014;290000322;290000108;NAUT;2;2;3.47
SSR_P;2014;290000322;290000108;NCINF;5;3;7.45
SSR_P;2014;290000371;750043994;M1010;2;1;2.54
SSR_P;2014;290000371;750043994;M1320;2;1;2.47
SSR_P;2014;290000371;750043994;MAUT;1;;1.14
SSR_P;2014;290000371;750043994;N241P;3;1;3.58
SSR_P;2014;290000371;750043994;N2430;;1;0.5
SSR_P;2014;290000371;750043994;N2450;;1;0.4
SSR_P;2014;290000371;750043994;N2460;1;1;1.48
SSR_P;2014;290000371;750043994;N2470;;1;0.5
SSR_P;2014;290000371;750043994;N2500;33;3;39.42
SSR_P;2014;290000371;750043994;N2710;;1;0.5
SSR_P;2014;290000371;750043994;N3120;;1;0.96
SSR_P;2014;290000371;750043994;NAUT;34;2;39.21
SSR_P;2014;290000371;750043994;NCINF;21;5;26.29
SSR_P;2014;290000389;290000116;M1010;0;11;0
SSR_P;2014;290000389;290000116;N241P;1;1;1.08
SSR_P;2014;290000389;290000116;N2450;0;1;0.24
SSR_P;2014;290000389;290000116;N2460;0;2;0.48
SSR_P;2014;290000389;290000116;N2500;4;1;4.83
SSR_P;2014;290000389;290000116;N2710;0;1;0.3
SSR_P;2014;290000389;290000116;N3120;0;1;0.3
SSR_P;2014;290000389;290000116;NAUT;2;1;2.18
SSR_P;2014;290000389;290000116;NCINF;6;2;6.56
SSR_P;2014;290000413;290009752;M1010;;3;1.43
SSR_P;2014;290000413;290009752;N241P;;2;1.8
SSR_P;2014;290000413;290009752;N2450;;1;0.12
SSR_P;2014;290000413;290009752;N2460;;2;0.75
SSR_P;2014;290000413;290009752;N2500;6;6;10.12
SSR_P;2014;290000413;290009752;N2710;;1;0.14
SSR_P;2014;290000413;290009752;N3120;;1;0.4
SSR_P;2014;290000413;290009752;NAUT;;1;0.05
SSR_P;2014;290000413;290009752;NCINF;1;11;8.74
SSR_P;2014;290000553;290021542;M1010;1;;0.35
SSR_P;2014;290000553;290021542;M1150;2;1;1.99
SSR_P;2014;290000553;290021542;M1320;1;;0.9
SSR_P;2014;290000553;290021542;N241P;4;;4
SSR_P;2014;290000553;290021542;N2460;1;;0.99
SSR_P;2014;290000553;290021542;N2470;1;;0.14
SSR_P;2014;290000553;290021542;N2500;25;8;30.43
SSR_P;2014;290000553;290021542;N3120;1;;0.5
SSR_P;2014;290000553;290021542;NAUT;15;1;13.27
SSR_P;2014;290000553;290021542;NCINF;18;7;22.17
SSR_P;2014;290000686;440042844;M1010;1;;1
SSR_P;2014;290000686;440042844;M1320;;1;0.8
SSR_P;2014;290000686;440042844;N241P;;2;1.31
SSR_P;2014;290000686;440042844;N2450;;1;0.2
SSR_P;2014;290000686;440042844;N2460;;1;0.3
SSR_P;2014;290000686;440042844;N2500;14;3;20.14
SSR_P;2014;290000686;440042844;N2710;;1;0.5
SSR_P;2014;290000686;440042844;N3120;;1;0.49
SSR_P;2014;290000686;440042844;NCINF;9;4;13.74
SSR_P;2014;290000728;750821092;M1180;2;;2.67
SSR_P;2014;290000728;750821092;N241P;3;5;7.14
SSR_P;2014;290000728;750821092;N2460;1;;0.6
SSR_P;2014;290000728;750821092;N2500;;1;0.7
SSR_P;2014;290000728;750821092;NAUT;3;;2.99
SSR_P;2014;290000785;220020739;M1180;;2;1.2
SSR_P;2014;290000785;220020739;M1320;;1;1
SSR_P;2014;290000785;220020739;N2500;11;9;17.51
SSR_P;2014;290000785;220020739;NCINF;11;7;17.04
SSR_P;2014;290000793;290000546;M1140;;1;0.11
SSR_P;2014;290000793;290000546;M1180;;2;0.21
SSR_P;2014;290000793;290000546;N241P;1;3;3.15
SSR_P;2014;290000793;290000546;N2430;;1;0.47
SSR_P;2014;290000793;290000546;N2460;;3;1.18
SSR_P;2014;290000793;290000546;N2500;1;10;7.94
SSR_P;2014;290000793;290000546;N2710;;3;0.79
SSR_P;2014;290000793;290000546;N310H;;1;0.46
SSR_P;2014;290000793;290000546;N3120;;2;0.22
SSR_P;2014;290000793;290000546;NCINF;2;9;8.73
SSR_P;2014;290000819;290001023;M1010;1;;1.66
SSR_P;2014;290000819;290001023;M1180;2;1;2.6
SSR_P;2014;290000819;290001023;M1320;1;;0.39
SSR_P;2014;290000819;290001023;N241P;13;6;12.85
SSR_P;2014;290000819;290001023;N2430;0;0;0.1
SSR_P;2014;290000819;290001023;N2450;0;1;0.2
SSR_P;2014;290000819;290001023;N2460;2;;1.93
SSR_P;2014;290000819;290001023;N2500;20;6;18.54
SSR_P;2014;290000819;290001023;N2710;0;1;0.5
SSR_P;2014;290000819;290001023;N3120;0;1;0.5
SSR_P;2014;290000819;290001023;NAUT;25;8;22.93
SSR_P;2014;290000819;290001023;NCINF;17;11;20.39
SSR_P;2014;290000827;290000546;M1010;;2;1.68
SSR_P;2014;290000827;290000546;M1140;1;4;1.61
SSR_P;2014;290000827;290000546;M1180;;1;0.02
SSR_P;2014;290000827;290000546;MAUT;1;1;1.44
SSR_P;2014;290000827;290000546;N241P;1;3;2.83
SSR_P;2014;290000827;290000546;N2470;;1;0.55
SSR_P;2014;290000827;290000546;N2500;10;16;25.63
SSR_P;2014;290000827;290000546;N2710;;3;1.72
SSR_P;2014;290000827;290000546;N310H;3;3;3.88
SSR_P;2014;290000827;290000546;N3120;;1;0.5
SSR_P;2014;290000827;290000546;NCINF;10;25;35.03
SSR_P;2014;290000934;290000306;M1010;1;;0.95
SSR_P;2014;290000934;290000306;M1180;1;;0.5
SSR_P;2014;290000934;290000306;N241P;5;1;5.03
SSR_P;2014;290000934;290000306;N2460;2;;1.73
SSR_P;2014;290000934;290000306;N2500;7;7;12.14
SSR_P;2014;290000934;290000306;N3120;;2;0.2
SSR_P;2014;290000934;290000306;NAUT;4;1;3.96
SSR_P;2014;290000934;290000306;NCINF;8;4;10.87
SSR_P;2014;290000975;290000546;M1010;4;4;6.14
SSR_P;2014;290000975;290000546;M1140;2;3;3.69
SSR_P;2014;290000975;290000546;M1150;1;;1
SSR_P;2014;290000975;290000546;M1180;5;5;7.05
SSR_P;2014;290000975;290000546;MAUT;;4;1.38
SSR_P;2014;290000975;290000546;N241P;19;33;33.36
SSR_P;2014;290000975;290000546;N2430;3;2;4.42
SSR_P;2014;290000975;290000546;N2450;1;9;7.01
SSR_P;2014;290000975;290000546;N2460;8;13;15.83
SSR_P;2014;290000975;290000546;N2500;9;83;64.76
SSR_P;2014;290000975;290000546;N2710;2;4;4.68
SSR_P;2014;290000975;290000546;N310H;6;23;16.9
SSR_P;2014;290000975;290000546;N3120;1;4;3.46
SSR_P;2014;290000975;290000546;NCINF;34;73;82.09
SSR_P;2014;290000983;290000546;M1040;1;4;3.12
SSR_P;2014;290000983;290000546;N241P;1;2;1.36
SSR_P;2014;290000983;290000546;N2450;;2;1.1
SSR_P;2014;290000983;290000546;N2460;;1;0.1
SSR_P;2014;290000983;290000546;N2500;0;15;11.22
SSR_P;2014;290000983;290000546;N2710;;1;0.4
SSR_P;2014;290000983;290000546;N310H;2;;2
SSR_P;2014;290000983;290000546;N3120;;1;0.2
SSR_P;2014;290000983;290000546;NCINF;3;11;11.78
SSR_P;2014;290001015;290000751;M1010;13;;0.39
SSR_P;2014;290001015;290000751;N241P;2;;0
SSR_P;2014;290001015;290000751;N2450;;1;0.03
SSR_P;2014;290001015;290000751;N2500;12;8;11.76
SSR_P;2014;290001015;290000751;N2710;;1;0.39
SSR_P;2014;290001015;290000751;N3120;1;;0.18
SSR_P;2014;290001015;290000751;NAUT;3;2;3.18
SSR_P;2014;290001015;290000751;NCINF;7;5;6.05
SSR_P;2014;290002344;440042844;M1010;1;2;2.2
SSR_P;2014;290002344;440042844;M1320;;2;1.4
SSR_P;2014;290002344;440042844;MAUT;;2;0.83
SSR_P;2014;290002344;440042844;N241P;1;2;2.18
SSR_P;2014;290002344;440042844;N2450;;2;0.82
SSR_P;2014;290002344;440042844;N2500;24;4;27.71
SSR_P;2014;290002344;440042844;N2710;;1;0.31
SSR_P;2014;290002344;440042844;N3120;;1;0.59
SSR_P;2014;290002344;440042844;NAUT;27;3;33.85
SSR_P;2014;290002344;440042844;NCINF;17;8;21.97
SSR_P;2014;290003953;750043994;M1180;4;;4
SSR_P;2014;290003953;750043994;M1190;;1;0.4
SSR_P;2014;290003953;750043994;M1320;1;1;1.8
SSR_P;2014;290003953;750043994;MAUT;;2;1
SSR_P;2014;290003953;750043994;N241P;21;7;29.27
SSR_P;2014;290003953;750043994;N2430;;1;0.17
SSR_P;2014;290003953;750043994;N2450;;1;0.4
SSR_P;2014;290003953;750043994;N2460;;3;3.28
SSR_P;2014;290003953;750043994;N2500;12;4;18.51
SSR_P;2014;290003953;750043994;N2710;;1;0.4
SSR_P;2014;290003953;750043994;N310H;;1;0.5
SSR_P;2014;290003953;750043994;N3120;;1;0.31
SSR_P;2014;290003953;750043994;NCINF;10;15;22.44
SSR_P;2014;290004365;290000017;M1180;1;1;1.5
SSR_P;2014;290004365;290000017;N241P;2;2;3.2
SSR_P;2014;290004365;290000017;N2430;;1;0.4
SSR_P;2014;290004365;290000017;N2460;;1;0.5
SSR_P;2014;290004365;290000017;N2470;1;1;1.2
SSR_P;2014;290004365;290000017;N2500;31;19;46
SSR_P;2014;290004365;290000017;N2710;;1;0.5
SSR_P;2014;290004365;290000017;N310H;1;;1
SSR_P;2014;290004365;290000017;N3120;;3;1.3
SSR_P;2014;290004365;290000017;NAUT;9;6;14.2
SSR_P;2014;290004365;290000017;NCINF;25;21;40.61
SSR_P;2014;290005826;290020700;M1010;0;3;1.3
SSR_P;2014;290005826;290020700;M1150;0;1;0.1
SSR_P;2014;290005826;290020700;M1180;3;2;2.3
SSR_P;2014;290005826;290020700;MAUT;0;1;0.03
SSR_P;2014;290005826;290020700;N241P;13;12;19.21
SSR_P;2014;290005826;290020700;N2430;1;1;1.5
SSR_P;2014;290005826;290020700;N2460;2;1;2.65
SSR_P;2014;290005826;290020700;N2500;23;14;33.57
SSR_P;2014;290005826;290020700;N2710;0;1;0.6
SSR_P;2014;290005826;290020700;NAUT;2;4;5.36
SSR_P;2014;290005826;290020700;NCINF;16;9;20.87
SSR_P;2014;290034610;290000306;M1180;2;;1.8
SSR_P;2014;290034610;290000306;N2500;25;;22
SSR_P;2014;290034610;290000306;NCINF;13;;12.3
SSR_P;2014;2A0000022;2A0000014;MAUT;1;1;1.54
SSR_P;2014;2A0000022;2A0000014;N241P;1;;1
SSR_P;2014;2A0000022;2A0000014;N2500;21;0;21.03
SSR_P;2014;2A0000022;2A0000014;NAUT;8;;8.86
SSR_P;2014;2A0000022;2A0000014;NCINF;9;9;8.93
SSR_P;2014;2A0000030;2A0000048;M1010;;1;0.35
SSR_P;2014;2A0000030;2A0000048;M1040;;1;0.32
SSR_P;2014;2A0000030;2A0000048;M1180;1;1;1.95
SSR_P;2014;2A0000030;2A0000048;M1320;1;;1
SSR_P;2014;2A0000030;2A0000048;M3020;1;;1
SSR_P;2014;2A0000030;2A0000048;MAUT;1;;1
SSR_P;2014;2A0000030;2A0000048;N241P;17;;17
