BOR;AN;FI;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;PLAMED;AUTOBS;PLAOBS;AUTSSR;PLASSR;AUTCAN;PLACAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2014;490016870;440048643;0;;;;;112000;0;0;0;0;1;0;0;0;1;38;0;;1;38;0;;38;377;0;167;8;15963;0;5333;218;251;0;128;6;117;60;2;15;0;6;0
HAD;2014;500000187;500000013;0;;;;;;1;1;0;0;1;0;1;0;1;32;1;32;1;32;;;32;341;1;192;0;8068;6;5088;0;229;1;128;0;83;47;0;26;0;5;0
HAD;2014;500000260;500000054;1;2;500000021;;;;;;0;0;1;0;0;0;1;20;;;;;;;20;307;0;55;0;4584;0;1112;0;163;0;48;0;53;20;0;14;0;4;0
HAD;2014;500000450;500000112;1;2;500000112;500000112;;;1;1;0;0;1;1;;;1;45;0;;0;;0;;45;516;0;236;7;13926;0;5666;101;358;0;183;6;139;80;0;33;0;13;0
HAD;2014;500021274;140000159;1;3;140000373;500021282;500021274;;0;0;0;0;1;1;;;1;5;;;;;;;5;43;0;15;0;1620;0;435;0;29;0;13;0;5;3;0;0;0;0;0
HAD;2014;500021282;140000159;1;3;140000373;500021282;500021274;;0;0;0;0;1;1;;;1;10;;;;;;;10;102;0;26;0;2420;0;970;0;54;0;19;0;19;9;0;1;0;0;0
HAD;2014;510002298;750721334;0;;;;;271034;1;1;0;0;1;1;;;1;25;0;;0;;0;;25;368;0;103;4;12807;0;3049;50;196;0;76;3;67;33;1;13;0;1;0
HAD;2014;510017098;510000060;0;0;;;;108000;1;0;0;0;1;1;;;1;30;0;;0;;0;0;30;249;0;55;2;7944;0;1968;353;137;0;33;2;47;13;1;26;0;4;0
HAD;2014;510019979;510019938;0;;;;;119589;1;1;0;0;1;1;;;1;30;0;;0;;0;;30;373;0;40;1;7004;0;872;13;218;0;31;1;66;10;0;6;0;5;0
HAD;2014;510020548;750047367;0;;;;;110000;1;1;0;0;1;1;;;1;27;;;;;;;27;179;0;89;3;6797;0;2357;264;123;0;70;3;44;26;1;11;0;3;0
HAD;2014;520003823;750047367;0;;;;;116000;1;1;0;0;1;1;;;1;28;;;;;;;28;175;0;83;8;7149;0;2626;166;102;0;49;4;25;15;1;1;0;0;0
HAD;2014;530000264;530000371;1;2;530000173;530000017;;150000;1;0;0;0;1;0;0;0;1;;0;;1;;1;;19;413;0;110;19;11996;0;2365;538;268;0;78;15;80;23;3;28;0;9;0
HAD;2014;540001096;570010181;0;;;;;;1;1;0;0;1;1;;;1;10;0;;0;;0;;10;109;0;41;5;3100;0;971;113;82;0;30;5;16;4;1;7;0;3;0
HAD;2014;540001104;540000882;0;;;;;;1;0;0;0;1;0;1;0;1;30;;;;;;;30;286;136;59;1;5903;2027;1016;11;229;114;54;1;46;29;0;16;0;13;0
HAD;2014;540010568;540010519;0;;;;;400000;0;0;0;0;1;1;0;0;1;25;1;10;0;;1;15;50;859;233;199;101;20536;4819;3656;862;610;205;156;25;84;42;3;23;0;3;0
HAD;2014;540020146;540006707;0;;;;;500000;0;0;0;0;1;1;1;0;1;30;0;;0;;0;;30;380;0;5;1;10332;0;177;3;334;0;5;1;194;3;0;4;0;0;0
HAD;2014;550000012;550006795;0;;;;;100000;1;1;0;0;1;1;;;1;7;1;6;1;1;1;1;15;304;98;54;5;4921;1507;880;70;241;83;40;3;41;12;1;1;0;1;0
HAD;2014;550000434;550003354;1;1;550000434;;;;1;1;0;0;1;1;0;0;1;25;0;;0;;0;;25;226;0;122;22;6302;0;2851;143;152;0;92;6;58;42;1;9;0;8;0
HAD;2014;560000192;560000044;0;;;;;77355;0;1;0;0;1;1;;;1;20;0;;0;;0;;20;156;0;91;15;4051;0;2435;352;100;0;60;13;36;20;3;8;0;3;0
HAD;2014;560008799;560013989;0;;;;;;1;1;0;0;1;1;;;1;;1;;1;;1;;80;739;113;405;14;27252;2176;16755;457;541;98;289;12;135;90;0;33;0;15;0
HAD;2014;560018509;560018459;1;1;560018509;;;285000;1;1;0;0;1;1;;;0;;0;;0;;0;;120;1379;261;453;;40469;1854;15025;;1047;260;367;;267;160;;56;0;39;
HAD;2014;560022188;350000626;1;4;350044772;290033679;220020341;;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;234;0;91;29;7760;0;2434;1083;166;0;65;17;60;27;2;7;0;0;0
HAD;2014;570000091;750050759;0;0;;;;250000;1;0;0;0;1;;1;0;1;15;0;;0;;0;;15;204;0;74;1;5208;0;1754;67;169;0;61;1;29;19;0;8;0;6;0
HAD;2014;570000117;570015099;0;;;;;64417;1;0;0;0;1;1;;;1;10;;;;;;;10;130;0;19;3;2848;0;288;34;65;0;17;3;15;5;0;14;0;3;0
HAD;2014;570000281;570005165;0;;;;;217925;1;0;0;0;1;1;;;1;;1;;1;;1;;32;424;172;116;0;9047;2839;2809;0;313;145;89;0;36;26;0;12;0;9;0
HAD;2014;570000901;570000158;0;;;;;100404;1;0;0;0;1;1;;;1;12;0;;0;;0;;12;116;0;45;0;2592;0;950;0;93;0;40;0;21;10;0;0;0;0;0
HAD;2014;570000968;570000430;0;;;;;;0;0;0;0;1;1;;;1;10;0;;0;;0;;10;105;0;33;2;3717;0;853;10;85;0;30;1;40;16;0;25;0;10;0
HAD;2014;570001099;570023630;0;;;;;373000;0;0;0;0;1;1;;;1;38;0;;1;1;1;1;40;494;0;186;12;11377;0;3678;246;392;0;159;9;139;75;0;91;0;50;0
HAD;2014;580001899;750721334;0;;;;;209000;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;181;0;45;2;5636;0;1941;40;93;0;34;2;23;11;0;6;0;1;0
HAD;2014;580972669;580780070;0;;;;;;0;0;0;0;1;;0;0;1;15;;;;;;;15;50;0;12;0;1781;0;461;0;34;0;10;0;15;6;0;8;0;3;0
HAD;2014;590025128;620001834;0;;;;;360000;0;0;0;0;1;;0;0;1;40;0;;0;;0;;40;777;0;259;199;13712;0;4442;1056;525;0;213;74;107;59;0;33;0;24;0
HAD;2014;590025458;590782652;0;;;;;182000;1;0;0;0;1;1;;;1;30;;;;;;;30;758;0;160;290;10820;0;3802;895;342;0;135;40;136;63;9;58;0;29;0
HAD;2014;590032108;590024469;0;;;;;;0;0;0;0;1;1;;;1;40;;;;;;;40;548;0;266;0;20012;0;7078;0;351;0;190;0;117;66;0;25;0;11;0
HAD;2014;590032199;590024469;0;;;;;;0;0;0;0;1;1;;;1;40;;;;;;;40;396;0;200;5;20230;0;8569;187;263;0;128;3;67;36;0;22;0;5;0
HAD;2014;590035838;590000485;0;;;;;240000;1;0;0;0;1;1;;;1;40;0;;0;;0;;40;331;0;126;4;11732;0;3087;180;255;0;109;4;65;33;1;11;0;3;0
HAD;2014;590043469;590024469;0;;;;;;0;0;0;0;1;1;;;1;45;;;;;;;45;536;0;156;4;24926;0;5077;76;343;0;105;2;88;28;1;29;0;10;0
HAD;2014;590045407;590780193;0;;;;;;1;0;0;0;0;0;0;0;1;60;0;;0;;0;;58;1383;527;72;337;20058;7635;1860;1391;812;430;60;64;41;7;14;9;0;2;1
HAD;2014;590046124;590799995;0;;;;;;0;0;0;0;1;1;;;0;;0;;0;;0;;30;336;0;100;0;11575;0;3501;0;245;0;76;0;50;17;0;16;0;4;0
HAD;2014;590048476;590046785;0;;;;;;1;0;0;0;0;0;0;0;1;45;0;;0;;0;;45;697;0;143;158;14191;0;2594;980;442;0;122;25;107;47;10;35;0;19;1
HAD;2014;590812509;590799995;0;;;;;;0;0;0;0;0;0;0;0;0;;0;;0;;0;;120;934;0;253;2;32776;0;7766;13;708;0;199;1;168;56;0;48;0;11;0
HAD;2014;600000194;600100713;1;2;600000152;600010094;;;1;1;0;0;1;0;0;0;1;20;0;;0;;0;;20;339;0;111;43;9504;0;2489;457;211;0;83;18;50;24;4;14;0;3;0
HAD;2014;600003008;600113278;0;;;;;400000;0;0;0;0;1;1;0;0;1;78;0;;0;;0;;78;631;19;156;54;30769;318;4123;1578;384;19;108;33;91;29;5;3;0;0;0
HAD;2014;600010102;600100721;0;2;600000285;600113476;;180149;1;1;0;0;1;0;0;0;1;43;0;;0;;0;;43;512;140;131;19;14030;2952;2869;822;332;120;91;12;66;31;3;16;0;6;0
HAD;2014;610000119;610780165;0;;;;;;1;1;0;0;1;0;1;0;1;15;0;;;;;;15;97;0;19;0;2058;0;318;0;77;0;19;0;22;6;0;2;0;0;0
HAD;2014;610004269;610787038;0;1;610004269;;;45000;1;1;0;0;1;0;1;0;1;20;0;;1;;1;;20;115;2;32;1;2868;0;867;21;76;0;25;1;29;9;1;2;0;0;0
HAD;2014;610005837;610005811;1;1;610007155;;;;1;1;0;0;1;1;;;1;19;;;;;;;19;175;0;91;7;4096;0;2148;56;122;0;62;5;48;26;0;3;0;3;0
HAD;2014;610006256;610006769;1;1;610006777;;;;1;0;0;0;1;0;1;0;1;30;0;;0;;0;;30;131;0;49;6;4805;0;1502;88;100;0;44;3;43;21;0;0;0;0;0
HAD;2014;610007155;610005811;1;1;610005837;;;;1;0;0;0;1;1;;;1;11;;;;;;;11;58;0;29;5;1183;0;686;82;39;0;21;3;11;4;0;3;0;0;0
HAD;2014;620003889;620003848;0;;;;;279783;1;0;0;0;;;;;;50;;;;;;;50;454;0;228;6;17190;0;8983;18;326;0;169;1;74;46;0;24;0;12;1
HAD;2014;620010348;620018473;1;1;620010348;;;283085;0;0;0;0;1;1;;;1;60;0;;0;;0;;60;909;307;227;32;30539;1551;9872;286;692;307;181;9;133;65;0;17;0;13;0
HAD;2014;620010389;590799995;0;;;;;285000;0;0;1;0;1;1;;;;;;;;;;;70;957;255;184;3;26322;3015;5317;225;656;234;148;3;123;55;0;19;0;4;0
HAD;2014;620013649;620013599;0;2;620013649;620013649;;280000;0;0;0;0;1;1;1;;;;;;;;;;75;803;0;403;15;31984;0;9750;319;574;0;310;6;222;129;1;50;0;33;0
HAD;2014;620105981;620000968;0;;;;;400000;1;1;0;0;1;0;0;0;1;106;0;;0;;0;;106;1018;0;451;4;38635;0;11285;218;699;0;356;3;228;145;2;37;0;19;0
HAD;2014;630008118;630011153;0;;;;;580000;1;1;0;0;1;1;0;;1;53;0;;1;;0;;70;287;0;118;29;17248;0;5167;863;187;0;88;21;71;30;3;7;0;0;0
HAD;2014;630010296;630001188;0;;;;;;1;0;0;0;1;1;;;;60;0;;0;;0;;60;960;0;150;48;20671;0;3092;1146;712;0;120;28;126;50;0;19;0;3;0
HAD;2014;630010528;630000990;0;;;;;;1;;0;0;1;0;1;0;1;30;0;;0;;0;;30;145;0;46;13;5741;0;1140;457;120;0;38;11;37;13;0;3;0;0;0
HAD;2014;640000162;640780417;0;;;;;;1;1;0;0;1;0;0;0;0;;1;12;0;;0;;12;445;445;0;0;3974;3974;0;0;369;369;0;0;0;0;0;0;0;0;0
HAD;2014;640000402;640780813;0;;;;;50000;1;1;0;0;1;0;0;0;1;30;0;;0;0;0;0;30;199;0;72;12;9614;0;3858;611;136;0;54;7;53;27;2;19;0;8;0
HAD;2014;640000600;640781290;0;;;;;190000;1;0;0;0;1;0;0;0;1;;0;;1;;1;;20;331;0;42;0;8413;0;1513;0;143;0;31;0;37;9;0;12;0;2;0
HAD;2014;640013298;640011508;0;;;;;66948;0;0;0;0;1;0;0;0;1;30;;;;;;;30;240;0;100;2;8657;0;2865;9;179;0;77;2;90;39;0;19;0;8;0
HAD;2014;640789699;640003570;0;;;;;310000;1;0;0;0;1;0;1;1;1;100;0;;0;;0;;100;627;0;226;22;40451;0;9304;647;399;0;159;5;156;68;1;46;0;15;0
HAD;2014;650001779;650001738;1;2;650001779;650001779;;228854;1;1;0;0;1;1;;;0;;0;;0;;0;;50;625;0;138;54;16874;0;4020;1040;394;0;115;26;159;50;6;32;0;12;0
HAD;2014;660000084;660780180;1;1;660000167;;;;1;1;0;0;1;1;;;1;45;1;15;1;30;1;30;60;448;86;108;6;12080;1615;3009;227;283;71;78;6;63;27;1;10;0;1;0
HAD;2014;660006172;660790379;0;0;;;;240000;1;0;0;0;1;0;1;0;1;45;;;;;;;45;208;0;92;6;6449;0;2354;273;173;0;77;4;63;36;0;8;0;2;0
HAD;2014;670005479;670000652;0;;;;;550000;1;0;0;0;1;0;1;0;1;100;;;;;;;100;579;0;204;2;24932;0;5663;73;370;0;134;2;102;37;0;38;0;3;0
HAD;2014;670008838;670000785;0;;;;;350000;1;0;0;0;1;0;0;0;1;60;0;;1;60;1;60;60;383;0;104;13;9195;0;2543;157;240;0;81;4;44;21;0;4;0;0;0
HAD;2014;670780113;670780055;0;;;;;477502;0;0;0;0;1;1;;;0;;1;18;0;;0;;18;464;464;0;0;6605;6605;0;0;399;399;0;0;0;0;0;0;0;0;0
HAD;2014;670798636;670014604;0;;;;;;;;;;;;;;1;25;0;;0;;0;;25;173;0;69;5;4862;0;1664;199;117;0;53;4;41;23;0;17;0;6;0
HAD;2014;680007648;680007598;0;;;;;375000;1;0;0;0;1;0;0;0;1;20;0;;1;20;1;20;60;436;0;173;14;12250;0;4015;271;315;0;130;8;70;38;3;12;0;4;0
HAD;2014;680017829;680017811;0;;;;;;1;0;0;0;1;1;;;1;60;0;;0;;0;;60;709;0;286;45;19353;0;7429;182;465;0;206;11;130;69;2;15;0;3;0
HAD;2014;690000880;690783220;0;;;;;1952727;1;1;0;0;1;1;0;0;;;0;;0;;1;190;190;2120;0;939;567;68582;0;32436;11422;1101;0;622;322;117;83;26;4;0;4;1
HAD;2014;690019799;690007182;0;;;;;;1;0;0;0;1;1;;;1;;0;;1;;0;;45;471;0;13;0;9778;0;828;0;109;0;7;0;0;0;0;0;0;0;0
HAD;2014;690788930;690001623;1;2;690007588;380008979;;2000000;1;;0;0;1;1;;;1;300;;;;;;;300;2448;0;823;368;107353;0;28667;9659;1458;0;655;168;494;294;23;59;0;26;1
HAD;2014;700000698;250017803;0;;;;;;1;1;0;0;1;0;1;0;0;;0;;0;;0;;25;185;0;88;5;11064;0;4155;246;123;0;64;3;28;17;0;2;0;0;0
HAD;2014;710010067;710780644;0;;;;;53439;;;0;0;1;1;;;1;10;;;;;;;10;118;0;53;21;4004;0;1063;326;68;0;36;5;23;14;0;0;0;0;0
HAD;2014;710780917;710000274;0;;;;;;1;1;0;0;1;1;;;1;25;0;;0;;0;;25;147;0;40;5;4133;0;1252;46;83;0;26;3;21;10;1;8;0;3;0
HAD;2014;710978263;710780958;0;;;;;145000;1;0;0;0;1;0;1;0;1;;1;;;;;;;195;25;36;2;3438;75;913;9;111;24;24;1;22;9;0;8;0;1;0
HAD;2014;710978289;710780263;0;;;;;100000;1;1;0;0;1;0;0;0;0;;0;;0;;0;;20;277;0;50;76;4645;0;1173;295;111;0;30;17;27;14;2;8;0;3;0
HAD;2014;710978347;710781204;0;;;;;150000;1;1;0;0;1;1;;;1;35;1;5;0;;0;;40;816;334;111;8;14755;2206;2779;243;599;320;77;6;82;25;0;16;0;3;0
HAD;2014;720000124;720000066;0;;;;;;;;0;0;;1;;;1;30;0;;1;30;0;;30;200;0;103;0;5977;0;2008;0;135;0;77;0;43;27;0;22;0;14;0
HAD;2014;720016856;720008390;1;3;720016856;;;450000;1;0;0;0;1;0;1;0;1;70;0;;1;5;0;;75;824;0;299;14;18088;0;8209;81;387;0;196;5;109;63;1;19;0;9;0
HAD;2014;730000031;730000015;0;;;;;;1;1;0;0;1;0;0;0;1;30;;0;;0;;;30;513;0;126;81;8360;0;2794;413;267;0;90;30;68;27;5;0;0;0;0
HAD;2014;730000049;730002839;0;;;;;129039;1;0;0;0;1;0;1;0;1;10;0;;0;;0;;10;102;0;19;30;1851;0;409;148;62;0;16;7;17;4;1;5;0;0;0
HAD;2014;730000080;730780103;0;;;;;41607;1;1;0;0;1;1;;;1;15;0;;0;;0;;15;198;0;67;55;5485;0;2195;1070;103;0;46;20;31;16;4;4;0;2;0
HAD;2014;740000237;740781133;0;;;;;279000;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;388;0;119;142;8762;0;2680;1805;209;0;104;47;65;38;7;14;0;8;0
HAD;2014;740000302;740781133;0;;;;;132700;1;0;0;0;1;1;;;1;20;0;;0;;0;;20;195;0;37;64;3055;0;580;729;89;0;28;17;24;9;3;10;0;4;0
HAD;2014;740000328;740790381;0;;;;;;1;1;0;0;1;1;;;1;20;0;;0;;0;;20;520;0;84;296;5413;0;1671;885;191;0;58;46;44;22;1;9;0;5;0
HAD;2014;740010475;740000203;0;0;;;;290000;0;0;0;0;1;0;0;1;1;45;0;0;1;45;0;0;45;406;0;121;16;18361;0;3470;443;244;0;91;11;106;46;2;20;0;9;0
HAD;2014;740781141;740790258;0;;;;;200000;1;1;0;0;1;1;;;1;15;0;;0;;1;15;20;250;0;33;108;5034;0;538;2090;102;0;28;25;21;6;4;9;0;2;1
HAD;2014;740781224;740001839;0;;;;;110000;0;0;0;0;1;1;;;1;15;1;3;0;;0;;18;169;25;49;13;3703;498;916;229;115;20;44;7;31;20;1;5;0;3;0
HAD;2014;750042459;750712341;1;2;750042459;;;;0;0;0;0;1;1;;;1;285;;;;;;;285;7342;4865;675;527;98945;24895;21017;13682;6328;4818;501;213;400;212;34;128;0;48;0
HAD;2014;750806226;750712184;0;;;;;11850000;0;0;0;0;1;1;;;1;;1;;1;;1;;820;14284;3537;1370;4472;253654;48755;37930;27647;7383;3099;947;869;1110;410;206;157;0;36;14
HAD;2014;760000463;760024042;0;;;;;210000;1;0;0;0;1;1;;;1;30;0;;1;;1;;30;278;0;163;2;8708;0;3730;73;211;0;127;2;70;46;0;31;0;18;0
HAD;2014;760016659;760027359;0;;;;;182000;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;256;0;104;2;8335;0;3094;35;146;0;57;2;39;18;0;5;0;1;0
HAD;2014;760020529;760000257;0;;;;;192200;0;0;0;0;1;;;;1;30;0;;0;;0;;30;284;0;141;19;8829;0;3046;243;171;0;102;4;53;34;0;5;0;2;0
HAD;2014;760021329;760000448;0;;;;;260000;0;0;0;0;1;0;1;0;1;25;0;;0;;0;0;25;309;0;100;1;6651;0;2384;42;184;0;83;1;47;28;0;22;0;15;0
HAD;2014;760027938;760027359;0;;;;;170000;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;136;0;31;1;5453;0;1153;4;94;0;25;1;26;8;0;3;0;1;0
HAD;2014;760783035;750721334;0;;;;;;1;1;0;0;1;1;;;1;60;;;;;;;60;799;386;117;12;17019;1635;2461;460;707;382;93;9;131;51;1;15;0;17;0
HAD;2014;760805770;760780726;0;;;;;;;;;;;;;;0;;;5;0;;0;;5;546;546;0;0;2082;2082;0;0;535;535;0;0;0;0;0;0;0;0;0
HAD;2014;770000164;770110062;0;;;;;;1;;0;0;1;0;1;0;1;;1;;1;;;;30;227;1;26;4;3886;5;575;19;187;1;19;4;65;10;0;35;0;3;0
HAD;2014;770000446;770700185;1;2;770700185;770700185;;;0;0;0;0;0;0;0;0;;;1;3;;;;;3;424;424;0;0;2022;2022;0;0;369;369;0;0;0;0;0;0;0;0;0
HAD;2014;770016475;770014207;0;;;;;;1;;0;0;1;1;;;1;35;;;;;;;35;168;3;49;29;6519;20;2138;653;82;1;31;11;29;11;2;4;0;2;0
HAD;2014;770700011;750042590;0;;;;;277379;0;0;0;0;1;1;;;0;;0;;1;30;0;;30;153;0;0;0;8532;0;0;0;124;0;0;0;31;0;0;0;0;0;0
HAD;2014;780000311;780001236;0;;;;;578000;0;0;0;0;0;0;1;0;0;;1;16;0;;0;;16;14;14;0;0;56;56;0;0;11;11;0;0;0;0;0;0;0;0;0
HAD;2014;780004529;310021233;0;;;;;500000;0;0;0;0;1;1;0;0;1;60;;;;;;;60;77;1;33;2;2584;24;1201;45;67;1;29;2;23;10;1;2;0;1;0
HAD;2014;790000087;790000012;0;;;;;151746;1;0;0;0;1;1;1;1;1;40;0;;0;;0;;40;252;0;85;57;9308;0;2819;778;133;0;55;25;36;16;4;10;0;6;0
HAD;2014;790000111;790000046;0;;;;;38869;0;0;0;0;1;0;1;0;1;10;0;;0;;0;;10;85;0;37;2;3110;0;1200;76;59;0;24;2;22;6;0;0;0;0;0
HAD;2014;790000137;790000061;0;;;;;46576;0;0;0;0;1;0;1;0;;10;;;;;;;10;87;0;41;4;2785;0;1048;125;62;0;30;1;24;9;0;14;0;3;0
HAD;2014;790017289;790017271;0;;;;;160256;1;0;0;0;0;1;;;1;20;;;;;;;20;271;0;101;46;8283;0;2719;1345;174;0;73;22;45;26;0;6;0;1;1
HAD;2014;800000226;800000069;0;;;;;69799;1;1;0;0;1;1;;;1;30;0;;0;;0;;30;158;0;62;3;5446;0;1290;103;113;0;51;3;53;26;0;6;0;3;0
HAD;2014;800000523;800000853;0;;;;;170000;1;0;0;0;1;1;;;1;52;0;;0;;0;;52;760;215;232;30;27569;651;9719;1296;563;215;175;18;126;75;2;7;0;3;0
HAD;2014;800015448;800000093;0;;;;;85217;1;0;0;0;1;1;;;1;10;0;;0;;0;;10;191;1;46;2;5957;37;1714;275;133;1;37;2;56;20;0;4;0;1;0
HAD;2014;800015489;800000036;0;;;;;29900;1;1;0;0;1;0;0;0;1;10;0;0;0;0;0;0;10;120;0;45;8;3457;0;1478;79;85;0;33;1;40;19;0;21;0;8;0
HAD;2014;800015539;800000028;0;;;;;134951;1;1;0;0;1;0;1;1;1;30;0;;0;;0;;30;334;0;116;9;8584;0;2563;143;246;0;97;6;68;33;0;0;0;0;0
HAD;2014;800015588;800000077;0;;;;;;1;0;0;0;1;1;0;0;1;10;0;;0;;0;;10;118;0;;;4138;0;;;75;0;;;31;;;4;0;;0
HAD;2014;800016768;800003071;0;;;;;55000;1;1;0;0;1;1;;;1;15;0;;0;;0;;15;128;0;28;6;3647;0;534;161;78;0;24;4;34;13;1;1;0;0;0
HAD;2014;800016776;800000085;0;;;;;55000;1;1;0;0;1;1;;;1;15;0;;0;;0;;15;119;0;42;1;3672;0;823;28;81;0;29;1;31;12;0;9;0;5;0
HAD;2014;810000505;810000331;0;;;;;;0;0;0;0;0;0;0;0;1;43;1;6;0;;0;;49;649;337;104;8;10661;1687;3668;27;531;314;71;2;104;32;1;56;0;4;0
HAD;2014;810000521;810000380;0;;;;;114460;0;0;0;0;1;0;0;0;0;;1;6;0;;0;;6;179;179;0;0;1734;1734;0;0;168;168;0;0;0;0;0;0;0;0;0
HAD;2014;810007989;750047367;0;;;;;215000;1;1;0;0;1;1;;;1;51;;;;;;;43;247;0;77;10;7244;0;2682;345;154;0;60;10;54;26;2;10;0;2;0
HAD;2014;820000032;820000016;0;;;;;175068;1;0;0;0;1;1;;;1;20;0;;0;;0;;20;183;0;56;21;5782;0;1622;453;99;0;41;4;32;16;0;6;0;2;0
HAD;2014;820000883;820004950;0;;;;;53500;1;1;0;0;1;0;1;0;1;20;0;;0;;0;;20;224;0;76;10;5775;0;1608;196;154;0;59;9;69;28;3;9;0;1;0
HAD;2014;830012498;830014049;0;;;;;;1;1;0;0;1;0;1;0;0;;0;;0;;0;;;291;0;82;17;9929;0;2024;944;217;0;71;14;92;30;3;22;0;5;0
HAD;2014;830019600;830000063;0;;;;;;;;;;;;;;;;;;;;;;35;249;0;118;3;11140;0;5317;186;176;0;87;1;74;39;0;8;0;0;0
HAD;2014;830100392;830000154;0;;;;;110000;1;0;0;0;1;0;0;0;1;20;0;0;0;0;1;20;40;296;0;112;6;15376;0;2661;143;216;0;92;4;86;39;1;16;0;3;0
HAD;2014;830207114;830001855;1;2;830207114;;;700000;0;0;0;0;1;0;1;0;1;190;0;;0;;0;;190;916;2;228;2;60562;89;9293;20;628;2;180;2;344;91;1;147;0;31;0
HAD;2014;840011340;840003164;0;;;;;;1;0;0;0;1;1;1;0;1;140;0;;0;;0;;140;654;0;300;23;42310;0;13195;255;392;0;216;8;164;98;1;23;0;12;0
HAD;2014;850006008;850005968;0;;;;;597840;1;0;0;0;0;0;1;0;1;100;0;;1;100;0;;100;1200;3;488;49;35573;31;15955;111;849;3;330;10;160;86;0;28;0;8;0
HAD;2014;860000025;860013382;1;2;860000025;860000025;;120516;1;0;0;0;1;1;;;1;27;0;;0;;0;;27;302;0;133;6;7123;0;2369;136;208;0;103;4;79;43;0;29;0;16;0
HAD;2014;860000223;860013077;1;2;860011014;860000058;;150000;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;560;0;32;144;9446;0;587;1174;302;0;30;28;80;8;5;26;0;2;0
HAD;2014;860008929;860008879;0;;;;;258583;0;0;0;0;1;1;;;1;30;1;5;1;5;;;40;340;0;127;39;10850;0;4025;850;218;0;77;20;81;33;2;7;0;4;0
HAD;2014;870003514;870000015;1;2;870003514;;;376058;1;0;0;0;1;0;1;1;1;40;;;0;;0;;40;1158;0;115;550;20903;0;3576;1534;369;0;93;61;122;37;15;2;0;0;0
HAD;2014;870004231;870004074;1;3;870004231;870004231;870004231;35000;1;1;0;0;1;1;0;0;1;30;0;;0;;1;30;60;697;0;200;381;18183;0;11478;787;232;0;126;36;80;44;7;5;0;3;0
HAD;2014;880000039;880780069;0;;;;;168729;1;0;0;0;1;1;;;1;18;0;;0;;0;;18;302;132;75;12;5737;1627;1635;249;233;115;49;7;24;12;0;0;0;0;0
HAD;2014;880006606;750047367;0;;;;;130000;1;1;0;0;1;1;;;1;30;;;;;;;30;211;0;79;11;6033;0;2563;262;145;0;66;6;35;20;0;11;0;3;0
HAD;2014;880006721;750047367;0;;;;;75000;1;1;0;0;1;1;;;1;18;;;;;;;18;98;0;40;4;3395;0;852;84;71;0;32;2;23;10;0;6;0;2;0
HAD;2014;890975527;890000037;0;;;;;;1;0;;;1;0;0;0;1;20;0;;0;;;;20;173;20;94;4;3211;58;1741;46;126;20;66;3;41;31;0;18;0;14;0
HAD;2014;890975543;890000417;0;;;;;98000;1;0;0;0;1;1;;;1;20;0;;0;;0;;20;143;0;65;7;4193;0;1430;72;115;0;60;6;48;32;2;0;0;0;0
HAD;2014;890975550;890970569;0;;;;;39500;0;0;0;0;1;1;;;1;10;0;;0;;0;;10;152;0;60;20;2618;0;842;231;94;0;53;8;34;28;0;20;0;18;0
HAD;2014;890975568;890000433;0;;;;;38075;1;0;0;0;1;0;0;0;1;10;0;;0;;0;;10;124;0;82;2;3306;0;2075;19;74;0;42;2;33;21;0;12;0;11;0
HAD;2014;920000585;920026374;0;;;;;541486;0;0;0;0;0;0;1;0;0;;1;8;0;;0;;6;749;749;0;0;3605;3605;0;0;703;703;0;0;0;0;0;0;0;0;0
HAD;2014;920000619;920009909;0;;;;;;0;0;0;0;0;0;1;0;0;;1;4;0;;0;;2;515;515;0;0;1920;1920;0;0;491;491;0;0;0;0;0;0;0;0;0
HAD;2014;920300043;920001526;0;;;;;400704;0;0;0;0;0;1;0;0;0;;1;6;0;;0;;6;334;334;0;0;1748;1748;0;0;314;314;0;0;0;0;0;0;0;0;0
HAD;2014;920813623;920029097;0;;;;;12000000;0;0;0;0;1;1;;;0;;0;;0;;0;;1200;25603;5598;2447;10894;463596;28991;102693;66244;12934;5555;1636;1685;1385;431;235;147;0;1;5
HAD;2014;930000286;930021480;0;;;;;;1;1;0;0;1;0;1;0;1;10;;;;;1;10;20;315;4;55;85;6044;83;1159;587;170;2;46;35;47;16;9;0;0;0;0
HAD;2014;930706239;930110051;0;;;;;;1;0;0;0;0;1;1;0;;;;;;;;;20;148;0;2;0;5000;0;14;0;109;0;2;0;21;0;0;0;0;0;0
