BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2014;170000103;170780175;N1220;1;;0.25;;;;
SMURSAMU_P;2014;170000103;170780175;N2120;2;;0.46;1;;;
SMURSAMU_P;2014;170000103;170780175;N2223;8;4;9.5;0;;;
SMURSAMU_P;2014;170000103;170780175;N2500;2;;0.45;;;;
SMURSAMU_P;2014;170000103;170780175;N5140;11;;11.6;;;;
SMURSAMU_P;2014;170000129;170780191;M9999;5;4;1;1;;;
SMURSAMU_P;2014;170000129;170780191;N2120;;;0.04;1;;;
SMURSAMU_P;2014;170000129;170780191;N2223;;;0.85;1;;;
SMURSAMU_P;2014;170000129;170780191;N2500;;;1;;;;
SMURSAMU_P;2014;170000129;170780191;N9999;5;1;7.3;1;;;
SMURSAMU_P;2014;170000152;170780225;M9999;3;;3.1;1;;;
SMURSAMU_P;2014;170000152;170780225;N2120;1;;0.25;1;;;
SMURSAMU_P;2014;170000152;170780225;N2500;5;;0.8;;;;
SMURSAMU_P;2014;170000152;170780225;N5140;6;;5.21;1;;;
SMURSAMU_P;2014;180000010;180000028;M9999;11;2;4.85;;11;2;4.4
SMURSAMU_P;2014;180000010;180000028;N1220;;;;;11;;11
SMURSAMU_P;2014;180000010;180000028;N2223;6;1;6.5;1;1;;1
SMURSAMU_P;2014;180000010;180000028;N2500;;;;;4;;4
SMURSAMU_P;2014;180000010;180000028;N5140;9;;9;0;;;
SMURSAMU_P;2014;180000010;180000028;N9999;15;1;15.5;;16;;16
SMURSAMU_P;2014;180000200;180000051;M9999;8;;4;1;;;
SMURSAMU_P;2014;180000200;180000051;N1220;1;;0.2;1;;;
SMURSAMU_P;2014;180000200;180000051;N2120;1;;0.2;1;;;
SMURSAMU_P;2014;180000200;180000051;N2223;1;;1.78;1;;;
SMURSAMU_P;2014;180000200;180000051;N9999;3;;2.18;1;;;
SMURSAMU_P;2014;180000283;180000069;M9999;8;2;3.2;1;;;
SMURSAMU_P;2014;180000283;180000069;N2223;6;;3.1;1;;;
SMURSAMU_P;2014;180000283;180000069;N9999;6;;3.1;1;;;
SMURSAMU_P;2014;190000018;190000042;M9999;10;3;4.33;1;;;
SMURSAMU_P;2014;190000018;190000042;N2120;1;;0.1;1;;;
SMURSAMU_P;2014;190000018;190000042;N2223;7;;6.14;1;;;
SMURSAMU_P;2014;190000018;190000042;N5140;11;;11.3;1;;;
SMURSAMU_P;2014;190000018;190000042;N9999;19;;17.74;1;;;
SMURSAMU_P;2014;190000026;190000059;MREG;11;;5.19;1;10;;5.04
SMURSAMU_P;2014;190000026;190000059;N1220;;2;0.5;1;9;;9
SMURSAMU_P;2014;190000026;190000059;N2120;;1;0.2;;;1;0.4
SMURSAMU_P;2014;190000026;190000059;N2223;4;;3.37;;;;
SMURSAMU_P;2014;190000026;190000059;N5140;;;;;;1;0.09
SMURSAMU_P;2014;190000026;190000059;N9999;4;5;4.07;;12;4;13.59
SMURSAMU_P;2014;190000091;190000075;M1140;;;;1;;;
SMURSAMU_P;2014;190000091;190000075;M9999;4;;4;1;3;;3
SMURSAMU_P;2014;190000091;190000075;MREG;;;;1;;;
SMURSAMU_P;2014;190000091;190000075;N1220;1;1;1.8;1;;;
SMURSAMU_P;2014;190000091;190000075;N2120;1;;1;1;;;
SMURSAMU_P;2014;190000091;190000075;N2223;12;0;12;1;12;0;12
SMURSAMU_P;2014;190000091;190000075;N2500;11;;11;;;;
SMURSAMU_P;2014;190000091;190000075;N2620;;;;1;;;
SMURSAMU_P;2014;190000091;190000075;N3120;;;;1;;;
SMURSAMU_P;2014;190000091;190000075;N5140;;;;1;;;
SMURSAMU_P;2014;190000091;190000075;N9999;;;;1;;;
SMURSAMU_P;2014;210987558;210780581;M1140;1;2;3.2;;;;
SMURSAMU_P;2014;210987558;210780581;M9999;15;5;16.73;;5;1;7.36
SMURSAMU_P;2014;210987558;210780581;N1220;;;;0;16;3;18.85
SMURSAMU_P;2014;210987558;210780581;N2120;2;;0.7;;;;
SMURSAMU_P;2014;210987558;210780581;N2223;22;;19.47;;;;
SMURSAMU_P;2014;210987558;210780581;N2500;1;;1;;;;
SMURSAMU_P;2014;210987558;210780581;N5140;18;;16.71;0;;;
SMURSAMU_P;2014;210987558;210780581;N9999;47;;40.88;;18;3;20.57
SMURSAMU_P;2014;210987657;210780714;M9999;1;;0.5;1;;;
SMURSAMU_P;2014;210987657;210780714;N2120;1;;0.04;1;;;
SMURSAMU_P;2014;210987657;210780714;N2223;2;;1.25;1;;;
SMURSAMU_P;2014;210987657;210780714;N5140;8;;8;1;;;
SMURSAMU_P;2014;210987657;210780714;N9999;11;;9.96;1;;;
SMURSAMU_P;2014;210987665;210010070;M9999;4;1;4.6;1;;;
SMURSAMU_P;2014;210987673;210010070;M9999;3;1;3.2;1;;;
SMURSAMU_P;2014;210987699;210780706;M9999;5;1;4.83;1;;;
SMURSAMU_P;2014;210987699;210780706;N2120;1;0;0.5;1;;;
SMURSAMU_P;2014;210987699;210780706;N2223;7;0;6.36;1;;;
SMURSAMU_P;2014;210987699;210780706;N5140;6;0;6.35;1;;;
SMURSAMU_P;2014;210987699;210780706;N9999;10;0;8.85;1;;;
SMURSAMU_P;2014;220000012;220000020;M9999;9;6;14;0;;;
SMURSAMU_P;2014;220000012;220000020;N1220;1;;0.37;;20;2;21.65
SMURSAMU_P;2014;220000012;220000020;N2120;;;;1;;;0.31
SMURSAMU_P;2014;220000012;220000020;N2223;4;2;5.59;1;;;
SMURSAMU_P;2014;220000012;220000020;N5140;13;;11.29;;;;
SMURSAMU_P;2014;220000012;220000020;N9999;17;2;17.24;1;21;2;22.96
SMURSAMU_P;2014;220000343;220000079;M9999;1;;;1;;;
SMURSAMU_P;2014;220000343;220000079;N2120;1;;;1;;;
SMURSAMU_P;2014;220000343;220000079;N2223;1;;;1;;;
SMURSAMU_P;2014;220000343;220000079;N2500;1;;;;;;
SMURSAMU_P;2014;220000368;220000103;M9999;7;2;3.73;;;;
SMURSAMU_P;2014;220000368;220000103;MREG;;;;1;;;
SMURSAMU_P;2014;220000368;220000103;N2120;1;;0.1;1;;;
SMURSAMU_P;2014;220000368;220000103;N2223;5;2;5.64;0;;;
SMURSAMU_P;2014;220000368;220000103;N9999;6;2;5.74;0;;;
SMURSAMU_P;2014;220000541;220000152;M9999;3;;0.43;1;;;
SMURSAMU_P;2014;220000541;220000152;N2223;9;2;1.55;1;;;
SMURSAMU_P;2014;220000541;220000152;N2500;5;2;0.97;;;;
SMURSAMU_P;2014;220000541;220000152;N9999;14;4;2.52;1;;;
SMURSAMU_P;2014;230000820;230780041;M9999;14;2;3.41;;14;2;3.41
SMURSAMU_P;2014;230000820;230780041;N1220;;;;;9;;8.4
SMURSAMU_P;2014;230000820;230780041;N2120;;2;0.29;;;2;0.32
SMURSAMU_P;2014;230000820;230780041;N2223;4;;4.68;;;;
SMURSAMU_P;2014;230000820;230780041;N9999;4;2;4.97;;9;2;8.72
SMURSAMU_P;2014;240000372;240000059;M9999;5;;4.33;1;;;
SMURSAMU_P;2014;240000372;240000059;N2120;1;;0.41;1;;;
SMURSAMU_P;2014;240000372;240000059;N2223;6;;5.83;1;;;
SMURSAMU_P;2014;240000372;240000059;N5140;6;;6;0;;;
SMURSAMU_P;2014;240000372;240000059;N9999;13;;12.24;;;;
SMURSAMU_P;2014;240000489;240000117;M9999;6;2;6.57;1;4;1;4.42
SMURSAMU_P;2014;240000489;240000117;N1220;1;0;0.67;0;19;0;18.16
SMURSAMU_P;2014;240000489;240000117;N2223;12;0;12;0;0;0;0
SMURSAMU_P;2014;240000489;240000117;N5140;13;0;12.45;0;1;0;1
SMURSAMU_P;2014;240000489;240000117;N9999;26;0;25.49;0;20;0;19.66
SMURSAMU_P;2014;240000687;240000448;M9999;;5;3.44;1;;;
SMURSAMU_P;2014;240000687;240000448;N1220;;1;0.2;1;;;
SMURSAMU_P;2014;240000687;240000448;N2120;;1;0.12;1;;;
SMURSAMU_P;2014;240000687;240000448;N2223;;22;2.6;1;;;
SMURSAMU_P;2014;240000687;240000448;N5140;6;;6;0;;;
SMURSAMU_P;2014;240000687;240000448;N9999;6;24;8.92;1;;;
SMURSAMU_P;2014;250000114;900000365;M9999;3;1;3.49;0;;;
SMURSAMU_P;2014;250000114;900000365;MREG;3;1;3.49;;;;
SMURSAMU_P;2014;250000114;900000365;N2120;9;4;10.66;;;;
SMURSAMU_P;2014;250000114;900000365;N2223;5;3;6.35;;;;
SMURSAMU_P;2014;250000114;900000365;N5140;4;1;4.31;;;;
SMURSAMU_P;2014;250000114;900000365;N9999;18;8;21.32;;;;
SMURSAMU_P;2014;250000700;250000452;M9999;;7;6.4;;;;
SMURSAMU_P;2014;250000700;250000452;N1220;;7;0.38;;;;
SMURSAMU_P;2014;250000700;250000452;N2120;;1;0.25;;;;
SMURSAMU_P;2014;250000700;250000452;N2223;;26;6.95;;;;
SMURSAMU_P;2014;250006954;250000015;M9999;;42;9.24;1;;95;21.51
SMURSAMU_P;2014;250006954;250000015;MREG;;;;1;;95;21.51
SMURSAMU_P;2014;250006954;250000015;N1220;;;;;46;7;51.37
SMURSAMU_P;2014;250006954;250000015;N2120;1;;1;;;;
SMURSAMU_P;2014;250006954;250000015;N2223;13;;13.02;;;;
SMURSAMU_P;2014;250006954;250000015;N5140;13;;13.01;0;;;
SMURSAMU_P;2014;250006954;250000015;N9999;27;;27.02;;46;7;51.37
SMURSAMU_P;2014;260000013;260000021;M9999;16;11;23.7;1;16;11;23.7
SMURSAMU_P;2014;260000013;260000021;MREG;14;10;22.2;1;14;10;22.2
SMURSAMU_P;2014;260000013;260000021;N1220;;1;0.8;;16;;16
SMURSAMU_P;2014;260000013;260000021;N2120;1;1;1.5;1;1;1;1.5
SMURSAMU_P;2014;260000013;260000021;N2223;36;22;52.5;1;;;
SMURSAMU_P;2014;260000013;260000021;N2500;17;8;23.55;;;;
SMURSAMU_P;2014;260000013;260000021;N5140;12;;12;;;;
SMURSAMU_P;2014;260000013;260000021;N9999;;;;1;;;
SMURSAMU_P;2014;260000120;260016910;M9999;9;6;4.43;1;;;
SMURSAMU_P;2014;260000120;260016910;N2120;;1;1;1;;;
SMURSAMU_P;2014;260000120;260016910;N2223;3;5;5.56;1;;;
SMURSAMU_P;2014;260000120;260016910;N9999;8;7;11.56;0;;;
SMURSAMU_P;2014;260000138;260000047;M9999;0;20;6;1;;;
SMURSAMU_P;2014;260000138;260000047;N2223;6;;6;1;;;
SMURSAMU_P;2014;260000138;260000047;N5140;6;;6;1;;;
SMURSAMU_P;2014;260000203;260016910;M9999;11;5;1.5;1;;;
SMURSAMU_P;2014;260000203;260016910;N2120;1;;1;1;;;
SMURSAMU_P;2014;260000203;260016910;N2223;3;;2.29;0;;;
SMURSAMU_P;2014;260000203;260016910;N9999;5;1;5;0;;;
SMURSAMU_P;2014;270000045;270000060;M9999;4;2;2.22;0;;;
SMURSAMU_P;2014;270000045;270000060;N2223;5;2;4.63;0;;;
SMURSAMU_P;2014;270000045;270000060;N5140;4;;4.08;0;;;
SMURSAMU_P;2014;270000045;270000060;N9999;9;2;8.71;0;;;
SMURSAMU_P;2014;270000359;270023724;M9999;10;2;11.69;0;10;2;11.69
SMURSAMU_P;2014;270000359;270023724;N1220;8;2;9.97;;;;
SMURSAMU_P;2014;270000359;270023724;N2223;4;16;10.04;;;;
SMURSAMU_P;2014;270000359;270023724;N2500;2;;1.17;;;;
SMURSAMU_P;2014;270000359;270023724;N5140;13;;13;;;;
SMURSAMU_P;2014;270000359;270023724;N9999;39;19;43.92;;;;
SMURSAMU_P;2014;270000367;270000086;M9999;;14;6.08;1;;;
SMURSAMU_P;2014;270000367;270000086;N1220;;2;0.5;1;;;
SMURSAMU_P;2014;270000367;270000086;N2120;;1;0.4;1;;;
SMURSAMU_P;2014;270000367;270000086;N2223;;14;6.79;1;;;
SMURSAMU_P;2014;270000367;270000086;N2500;;9;4.86;;;;
SMURSAMU_P;2014;270000367;270000086;N9999;;27;12.59;;;;
SMURSAMU_P;2014;270000425;270000102;N1220;;1;0.5;1;;;
SMURSAMU_P;2014;270000425;270000102;N2120;;1;0.1;1;;;
SMURSAMU_P;2014;270000425;270000102;N2223;4;1;4.87;1;;;
SMURSAMU_P;2014;270000425;270000102;N2500;3;;3;;;;
SMURSAMU_P;2014;270000425;270000102;N2620;;;;1;;;
SMURSAMU_P;2014;270000425;270000102;N3120;;;;1;;;
SMURSAMU_P;2014;270000425;270000102;N5140;1;1;1.92;1;;;
SMURSAMU_P;2014;270000425;270000102;N9999;8;3;10.4;1;;;
SMURSAMU_P;2014;270000441;270000110;M9999;3;6;2.85;1;;;
SMURSAMU_P;2014;270000441;270000110;N2223;4;;4.12;1;;;
SMURSAMU_P;2014;270000441;270000110;N2500;3;;3;;;;
SMURSAMU_P;2014;270000458;270023724;M9999;4;;8.71;1;;;
SMURSAMU_P;2014;270000458;270023724;N2120;;1;0.2;;;;
SMURSAMU_P;2014;270000458;270023724;N2223;3;5;5.82;;;;
SMURSAMU_P;2014;270000458;270023724;N2500;6;;6.26;;;;
SMURSAMU_P;2014;270000458;270023724;N9999;11;6;14.28;;;;
SMURSAMU_P;2014;280000084;280000183;M9999;4;7;10.26;0;4;6;5.13
SMURSAMU_P;2014;280000084;280000183;MREG;4;7;10.26;0;4;6;5.13
SMURSAMU_P;2014;280000084;280000183;N1220;;1;0.67;0;14;1;14.5
SMURSAMU_P;2014;280000084;280000183;N2120;1;;0.42;0;1;;0.44
SMURSAMU_P;2014;280000084;280000183;N2223;9;9;13.81;0;;;
SMURSAMU_P;2014;280000084;280000183;N2500;6;;6;;;;
SMURSAMU_P;2014;280000084;280000183;N9999;16;10;20.9;;15;1;14.94
SMURSAMU_P;2014;280000662;280500075;M9999;1;;1;1;;;
SMURSAMU_P;2014;280000662;280500075;N2223;1;;1;1;;;
SMURSAMU_P;2014;280000662;280500075;N2500;1;;1;;;;
SMURSAMU_P;2014;280502998;280000589;M9999;9;1;8.41;1;;;
SMURSAMU_P;2014;280502998;280000589;N1220;1;1;1.89;1;;;
SMURSAMU_P;2014;280502998;280000589;N2120;1;;1;1;;;
SMURSAMU_P;2014;280502998;280000589;N2223;11;5;13.06;1;;;
SMURSAMU_P;2014;280502998;280000589;N2500;12;3;10.38;;;;
SMURSAMU_P;2014;280502998;280000589;N9999;25;9;26.33;1;;;
SMURSAMU_P;2014;280504267;280000134;M9999;10;5;8.77;1;;;
SMURSAMU_P;2014;280504267;280000134;N1220;1;;1;1;;;
SMURSAMU_P;2014;280504267;280000134;N2120;1;;1;1;;;
SMURSAMU_P;2014;280504267;280000134;N2223;9;4;11.61;1;;;
SMURSAMU_P;2014;280504267;280000134;N2620;3;;3;1;;;
SMURSAMU_P;2014;280504267;280000134;N5140;10;;8.9;0;;;
SMURSAMU_P;2014;280504267;280000134;N9999;24;4;25.52;1;;;
SMURSAMU_P;2014;290000025;290020700;M9999;18;16;4.38;1;;;
SMURSAMU_P;2014;290000025;290020700;N2120;1;;0.25;0;;;
SMURSAMU_P;2014;290000025;290020700;N2223;16;3;6.11;0;;;
SMURSAMU_P;2014;290000025;290020700;N2500;4;0;1.3;;;;
SMURSAMU_P;2014;290000025;290020700;N2620;;;0.05;0;;;
SMURSAMU_P;2014;290000025;290020700;N5140;13;;4.37;0;;;
SMURSAMU_P;2014;290000025;290020700;N9999;34;3;12.09;0;;;
SMURSAMU_P;2014;290000033;290021542;M9999;9;2;5.13;1;;;
SMURSAMU_P;2014;290000033;290021542;N2223;7;;6;;;;
SMURSAMU_P;2014;290000033;290021542;N5140;6;;6;;;;
SMURSAMU_P;2014;290000033;290021542;N9999;13;;12;;;;
SMURSAMU_P;2014;290000066;290020700;M9999;18;16;4.38;1;;;
SMURSAMU_P;2014;290000066;290020700;N2120;1;;0.25;0;;;
SMURSAMU_P;2014;290000066;290020700;N2223;16;3;6.11;0;;;
SMURSAMU_P;2014;290000066;290020700;N2500;4;;1.3;;;;
SMURSAMU_P;2014;290000066;290020700;N2620;;;0.05;0;;;
SMURSAMU_P;2014;290000066;290020700;N5140;13;;4.37;0;;;
SMURSAMU_P;2014;290000066;290020700;N9999;34;3;12.09;0;;;
SMURSAMU_P;2014;290000256;290000017;M9999;3;;0.3;1;;;
SMURSAMU_P;2014;290000256;290000017;N5140;5;2;6.3;0;;;
SMURSAMU_P;2014;290000256;290000017;N9999;5;2;6.3;0;;;
SMURSAMU_P;2014;290000785;220020739;M9999;5;;4.25;;;;
SMURSAMU_P;2014;290000785;220020739;N2223;5;3;5.96;;;;
SMURSAMU_P;2014;290000785;220020739;N2500;6;;5.96;;;;
SMURSAMU_P;2014;290000934;290000306;M9999;3;1;3.3;1;;;
SMURSAMU_P;2014;290000934;290000306;N1220;;;;1;;;
SMURSAMU_P;2014;290000934;290000306;N2120;;;;1;;;
SMURSAMU_P;2014;290000934;290000306;N2223;5;;5;1;;;
SMURSAMU_P;2014;290000934;290000306;N2500;5;1;5.8;;;;
SMURSAMU_P;2014;290000934;290000306;N9999;10;1;10.8;1;;;
SMURSAMU_P;2014;290004324;290000017;M1140;9;2;1;;;;
SMURSAMU_P;2014;290004324;290000017;M9999;19;6;9.7;;27;1;9.9
SMURSAMU_P;2014;290004324;290000017;N1220;;;;;21;12;30.5
SMURSAMU_P;2014;290004324;290000017;N2120;;1;0.34;;;1;0.32
SMURSAMU_P;2014;290004324;290000017;N2223;11;6;14;;;;
SMURSAMU_P;2014;290004324;290000017;N2500;1;;1;;;;
SMURSAMU_P;2014;290004324;290000017;N5140;14;;14;;;;
SMURSAMU_P;2014;290004324;290000017;N9999;26;7;29.34;;22;13;31.82
SMURSAMU_P;2014;290029982;290020700;M9999;18;16;4.38;1;;;
SMURSAMU_P;2014;290029982;290020700;N2120;1;;0.26;0;;;
SMURSAMU_P;2014;290029982;290020700;N2223;16;3;6.44;0;;;
SMURSAMU_P;2014;290029982;290020700;N2500;4;;1.37;;;;
SMURSAMU_P;2014;290029982;290020700;N2620;;;0.05;0;;;
SMURSAMU_P;2014;290029982;290020700;N5140;13;;4.6;0;;;
SMURSAMU_P;2014;290029982;290020700;N9999;34;3;12.73;0;;;
SMURSAMU_P;2014;2A0000022;2A0000014;M9999;12;3;11.72;;2;5;5.13
SMURSAMU_P;2014;2A0000022;2A0000014;N1220;0;0;0;;15;1;14.81
SMURSAMU_P;2014;2A0000022;2A0000014;N2120;1;0;1;;1;0;1
SMURSAMU_P;2014;2A0000022;2A0000014;N2223;21;0;17.26;;0;0;0.08
SMURSAMU_P;2014;2A0000022;2A0000014;N2500;1;0;1.14;;0;0;0
SMURSAMU_P;2014;2A0000022;2A0000014;N5140;30;0;29.65;;1;0;2.16
SMURSAMU_P;2014;2A0000022;2A0000014;N9999;53;0;49.21;;18;1;19.03
SMURSAMU_P;2014;2A0003125;2A0000014;M9999;1;;1;0;;;
SMURSAMU_P;2014;2A0003125;2A0000014;N1220;0;1;0.5;0;;;
SMURSAMU_P;2014;2A0003125;2A0000014;N2223;1;;1;0;;;
SMURSAMU_P;2014;2A0003125;2A0000014;N5140;6;;6;0;;;
SMURSAMU_P;2014;2A0003133;2A0000014;M9999;3;;3;0;;;
SMURSAMU_P;2014;2A0003133;2A0000014;N1220;1;;0.5;0;;;
SMURSAMU_P;2014;2A0003133;2A0000014;N5140;6;;6;0;;;
SMURSAMU_P;2014;2A0003141;2A0000014;M9999;2;;2;;;;
SMURSAMU_P;2014;2A0003141;2A0000014;N1220;1;;0.5;;;;
SMURSAMU_P;2014;2A0003141;2A0000014;N5140;6;;6;;;;
SMURSAMU_P;2014;2B0000012;2B0000020;M9999;27;9;7.48;1;8;0;4.78
SMURSAMU_P;2014;2B0000012;2B0000020;MREG;0;0;0;1;8;0;4.78
SMURSAMU_P;2014;2B0000012;2B0000020;N1220;2;0;0.15;1;13;0;12.5
SMURSAMU_P;2014;2B0000012;2B0000020;N2120;1;0;0.18;0;1;0;0.7
SMURSAMU_P;2014;2B0000012;2B0000020;N2223;9;0;9;;0;0;0
SMURSAMU_P;2014;2B0000012;2B0000020;N2500;1;0;0.5;;0;0;0
SMURSAMU_P;2014;2B0000012;2B0000020;N9999;13;0;9.83;;14;0;13.2
SMURSAMU_P;2014;2B0000038;2B0004246;M9999;1;;1;0;;;
SMURSAMU_P;2014;2B0000038;2B0004246;N2223;1;;1;0;;;
SMURSAMU_P;2014;2B0000038;2B0004246;N2500;1;;1;;;;
SMURSAMU_P;2014;2B0003420;2B0000020;M9999;4;1;4.78;1;;;
SMURSAMU_P;2014;2B0003420;2B0000020;N1220;1;;0.15;;;;
SMURSAMU_P;2014;2B0003420;2B0000020;N2120;1;;0.18;;;;
SMURSAMU_P;2014;2B0003420;2B0000020;N2223;6;;6;1;;;
SMURSAMU_P;2014;2B0003420;2B0000020;N9999;8;;7.33;;;;
SMURSAMU_P;2014;2B0004907;2B0000020;M9999;5;;4.78;1;;;
SMURSAMU_P;2014;2B0004907;2B0000020;N1220;1;;0.15;;;;
SMURSAMU_P;2014;2B0004907;2B0000020;N2120;1;;0.18;;;;
SMURSAMU_P;2014;2B0004907;2B0000020;N2223;7;;6;1;;;
SMURSAMU_P;2014;2B0004907;2B0000020;N9999;9;;6.33;;;;
SMURSAMU_P;2014;2B0005409;2B0000020;M9999;5;;4.78;0;;;
SMURSAMU_P;2014;2B0005409;2B0000020;N1220;2;;0.15;;;;
SMURSAMU_P;2014;2B0005409;2B0000020;N2120;1;;0.18;;;;
SMURSAMU_P;2014;2B0005409;2B0000020;N2223;6;;6;;;;
SMURSAMU_P;2014;2B0005409;2B0000020;N9999;9;;6.33;;;;
SMURSAMU_P;2014;300000023;300780046;M9999;10;4;3.77;1;;;
SMURSAMU_P;2014;300000023;300780046;N1220;1;;0.11;;;;
SMURSAMU_P;2014;300000023;300780046;N2223;26;7;4.42;;;;
SMURSAMU_P;2014;300000031;300780053;M9999;5;7;5.4;0;;;
SMURSAMU_P;2014;300000031;300780053;N2120;1;0;0.1;;;;
SMURSAMU_P;2014;300000031;300780053;N2223;12;6;6.33;;;;
SMURSAMU_P;2014;300000031;300780053;N9999;;;;1;;;
SMURSAMU_P;2014;300782117;300780038;M9999;8;3;6.5;1;8;3;6.5
SMURSAMU_P;2014;300782117;300780038;MREG;8;3;6.5;1;8;3;6.5
SMURSAMU_P;2014;300782117;300780038;N1220;;;;;27;1;27.34
SMURSAMU_P;2014;300782117;300780038;N2120;1;;0.92;0;;;
SMURSAMU_P;2014;300782117;300780038;N2223;19;3;20.23;0;;;
SMURSAMU_P;2014;300782117;300780038;N2500;1;;1;;;;
SMURSAMU_P;2014;300782117;300780038;N5140;18;;17.9;0;;;
SMURSAMU_P;2014;300782117;300780038;N9999;42;3;43.47;0;33;1;33.34
SMURSAMU_P;2014;310000310;310780671;M9999;8;1;4.35;1;;;
SMURSAMU_P;2014;310000310;310780671;N2223;3;;3;1;;;
SMURSAMU_P;2014;310016977;310781406;M1140;1;2;2.2;;;;
SMURSAMU_P;2014;310016977;310781406;M9999;3;4;5.3;;;;
SMURSAMU_P;2014;310016977;310781406;N2120;1;;0.2;;;;
SMURSAMU_P;2014;310016977;310781406;N2223;4;1;5.24;;;;
SMURSAMU_P;2014;310016977;310781406;N2620;;;8.5;;;;
SMURSAMU_P;2014;310783048;310781406;M9999;19;6;12.34;1;16;2;13.89
SMURSAMU_P;2014;310783048;310781406;MREG;;;;1;;;
SMURSAMU_P;2014;310783048;310781406;N1220;;;;0;50;;47.5
SMURSAMU_P;2014;310783048;310781406;N2120;1;;1;0;1;;0.8
SMURSAMU_P;2014;310783048;310781406;N2223;30;;29.14;0;;;
SMURSAMU_P;2014;310783048;310781406;N5140;29;;29;0;;;
SMURSAMU_P;2014;320000086;320780117;M9999;14;7;9.33;1;14;7;4.67
SMURSAMU_P;2014;320000086;320780117;N1220;;;;;5;4;8.2
SMURSAMU_P;2014;320000086;320780117;N2120;1;;0.33;1;1;;0.33
SMURSAMU_P;2014;320000086;320780117;N2223;21;3;6;1;;;
SMURSAMU_P;2014;320000086;320780117;N2500;18;3;6;;;;
SMURSAMU_P;2014;320000086;320780117;N2620;;;;1;;;
SMURSAMU_P;2014;320000102;320780133;M9999;6;;5.66;;;;
SMURSAMU_P;2014;320000102;320780133;N2120;;1;0.5;;;;
SMURSAMU_P;2014;320000102;320780133;N2223;6;;5.95;;;;
SMURSAMU_P;2014;320000102;320780133;N2500;7;;6.83;;;;
SMURSAMU_P;2014;320000102;320780133;N9999;13;1;13.28;;;;
SMURSAMU_P;2014;330000555;330781204;M9999;11;;6.1;1;;;
SMURSAMU_P;2014;330000555;330781204;N1220;1;;0.1;1;;;
SMURSAMU_P;2014;330000555;330781204;N2120;1;;0.15;1;;;
SMURSAMU_P;2014;330000555;330781204;N2223;13;3;6.1;1;;;
SMURSAMU_P;2014;330000555;330781204;N2620;8;;6.1;1;;;
SMURSAMU_P;2014;330000571;330781220;M9999;3;;1;1;;;
SMURSAMU_P;2014;330000571;330781220;N2223;3;;1.32;1;;;
SMURSAMU_P;2014;330000571;330781220;N5140;1;;1;1;;;
SMURSAMU_P;2014;330000589;330027509;M9999;3;1;4.2;1;0;0;0
SMURSAMU_P;2014;330000589;330027509;N2223;3;0;3;1;0;0;0
SMURSAMU_P;2014;330000589;330027509;N5140;6;0;6;1;0;0;0
SMURSAMU_P;2014;330000589;330027509;N9999;9;0;9;1;0;0;0
SMURSAMU_P;2014;330000605;330781253;M9999;9;4;10.03;1;;;
SMURSAMU_P;2014;330000605;330781253;N2223;10;3;12.11;;;;
SMURSAMU_P;2014;330000605;330781253;N2500;7;;7.01;;;;
SMURSAMU_P;2014;330000605;330781253;N5140;5;;5;;;;
SMURSAMU_P;2014;330000605;330781253;N9999;22;3;24.12;;;;
SMURSAMU_P;2014;330780495;330796392;M1140;;;;1;;;
SMURSAMU_P;2014;330780495;330796392;M9999;4;6;8.85;1;;;
SMURSAMU_P;2014;330780495;330796392;MREG;;;;1;;;
SMURSAMU_P;2014;330780495;330796392;N1220;5;1;4.95;1;;;
SMURSAMU_P;2014;330780495;330796392;N2120;1;;1;1;;;
SMURSAMU_P;2014;330780495;330796392;N2223;8;2;12.86;1;;;
SMURSAMU_P;2014;330780495;330796392;N2500;2;;2.48;;;;
SMURSAMU_P;2014;330780495;330796392;N2620;3;;3.11;1;;;
SMURSAMU_P;2014;330780495;330796392;N3120;;;;1;;;
SMURSAMU_P;2014;330780495;330796392;N9999;;;;1;;;
SMURSAMU_P;2014;330780537;330000324;M9999;5;5;8.5;1;;;
SMURSAMU_P;2014;330780537;330000324;MREG;1;;1;1;;;
SMURSAMU_P;2014;330780537;330000324;N1220;5;;4;1;;;
SMURSAMU_P;2014;330780537;330000324;N2120;;1;0.8;1;;;
SMURSAMU_P;2014;330780537;330000324;N2223;15;1;15.68;1;;;
SMURSAMU_P;2014;330780537;330000324;N2500;2;0;1.73;;;;
SMURSAMU_P;2014;330780537;330000324;N2620;9;;8.3;1;;;
SMURSAMU_P;2014;330780537;330000324;N5140;6;;6;;;;
SMURSAMU_P;2014;330780537;330000324;N9999;31;2;30.51;1;;;
SMURSAMU_P;2014;330781360;330781196;M1140;2;2;3;0;;;
SMURSAMU_P;2014;330781360;330781196;M9999;47;;17.95;1;26;;11
SMURSAMU_P;2014;330781360;330781196;MREG;;;14.95;1;;;
SMURSAMU_P;2014;330781360;330781196;N1220;1;;1;;1;2;1
SMURSAMU_P;2014;330781360;330781196;N2120;1;;1;;;1;0.5
SMURSAMU_P;2014;330781360;330781196;N2223;21;1;21.8;;;1;0.8
SMURSAMU_P;2014;330781360;330781196;N5140;22;4;23;;46;;48.5
