BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2014;340000033;340780055;M9999;9;;7.3;1;;;
SMURSAMU_P;2014;340000033;340780055;N2120;1;;1;1;;;
SMURSAMU_P;2014;340000033;340780055;N2223;9;;6.5;1;;;
SMURSAMU_P;2014;340000033;340780055;N5140;14;;12;0;;;
SMURSAMU_P;2014;340000223;340011295;M9999;5;0;1.05;1;0;0;0
SMURSAMU_P;2014;340000223;340011295;MREG;5;0;1.05;;0;0;0
SMURSAMU_P;2014;340000223;340011295;N2120;1;0;0.14;1;0;0;0
SMURSAMU_P;2014;340000223;340011295;N2223;8;2;8.6;1;0;0;0
SMURSAMU_P;2014;340000223;340011295;N9999;9;2;8.74;;0;0;0
SMURSAMU_P;2014;340000231;340780535;N2120;1;;0.1;0;;;
SMURSAMU_P;2014;340000231;340780535;N2223;3;1;3.8;0;;;
SMURSAMU_P;2014;340780436;340011295;M9999;4;;2.67;;;;
SMURSAMU_P;2014;340780436;340011295;MREG;4;1;4.68;;;;
SMURSAMU_P;2014;340780436;340011295;N2223;2;;1.92;;;;
SMURSAMU_P;2014;340780436;340011295;N9999;2;;1.92;;;;
SMURSAMU_P;2014;340780717;340008150;M9999;;;2.5;0;;;
SMURSAMU_P;2014;340785161;340780477;M1140;1;;1;0;;;
SMURSAMU_P;2014;340785161;340780477;M9999;2;25;11.11;1;0;17;6.5
SMURSAMU_P;2014;340785161;340780477;MREG;1;25;10.11;1;0;17;6.5
SMURSAMU_P;2014;340785161;340780477;N1220;;;;0;36;;35.4
SMURSAMU_P;2014;340785161;340780477;N2120;;1;0.5;0;1;;1
SMURSAMU_P;2014;340785161;340780477;N2223;10;2;11.2;0;;;
SMURSAMU_P;2014;340785161;340780477;N5140;32;;31.6;0;;;
SMURSAMU_P;2014;340785161;340780477;N9999;48;3;49.3;;39;;38.2
SMURSAMU_P;2014;350000147;350000022;M9999;14;3;1.54;1;;;
SMURSAMU_P;2014;350000147;350000022;N2223;4;;2;1;;;
SMURSAMU_P;2014;350000147;350000022;N2500;1;;1;;;;
SMURSAMU_P;2014;350000147;350000022;N5140;5;;5;;;;
SMURSAMU_P;2014;350000147;350000022;N9999;10;;8;;;;
SMURSAMU_P;2014;350000154;350000030;M9999;6;1;1.05;1;;;
SMURSAMU_P;2014;350000154;350000030;N1220;4;2;0.57;1;;;
SMURSAMU_P;2014;350000154;350000030;N2223;8;2;1.8;0;;;
SMURSAMU_P;2014;350000154;350000030;N5140;5;;4.66;1;;;
SMURSAMU_P;2014;350000154;350000030;N9999;17;4;7.03;1;;;
SMURSAMU_P;2014;350000162;350000048;M9999;;;0.5;1;;;
SMURSAMU_P;2014;350000162;350000048;N2223;;;0.5;1;;;
SMURSAMU_P;2014;350000162;350000048;N2500;;;0.5;;;;
SMURSAMU_P;2014;350000162;350000048;N9999;;;1;1;;;
SMURSAMU_P;2014;350000188;350000055;M9999;;;3.94;1;;;
SMURSAMU_P;2014;350000188;350000055;N2223;;;4.15;0;;;
SMURSAMU_P;2014;350000188;350000055;N2620;;;0.38;;;;
SMURSAMU_P;2014;350000188;350000055;N9999;;;4.53;;;;
SMURSAMU_P;2014;350000741;350005179;M1140;;;;;;1;0.32
SMURSAMU_P;2014;350000741;350005179;M9999;12;;5.51;;8;2;6.8
SMURSAMU_P;2014;350000741;350005179;MREG;3;;1.67;;8;1;6.48
SMURSAMU_P;2014;350000741;350005179;N1220;;;;;18;1;19.61
SMURSAMU_P;2014;350000741;350005179;N2120;;;;;2;;0.72
SMURSAMU_P;2014;350000741;350005179;N2223;;11;7.4;;1;1;1.8
SMURSAMU_P;2014;350000741;350005179;N2500;1;;0.31;;6;;4.38
SMURSAMU_P;2014;350000741;350005179;N5140;19;1;20.41;;;;
SMURSAMU_P;2014;350000741;350005179;N9999;21;12;29.13;;28;2;27.5
SMURSAMU_P;2014;360000137;360000053;M9999;6;;5.61;;4;;3.68
SMURSAMU_P;2014;360000137;360000053;MREG;;;;;4;;3.68
SMURSAMU_P;2014;360000137;360000053;N1220;;;;;13;3;15.4
SMURSAMU_P;2014;360000137;360000053;N2120;;1;0.16;;;1;0.16
SMURSAMU_P;2014;360000137;360000053;N2223;2;1;2.8;;;;
SMURSAMU_P;2014;360000137;360000053;N2620;6;;6;;;;
SMURSAMU_P;2014;360000160;360000079;M9999;;;0.85;1;;;
SMURSAMU_P;2014;360000160;360000079;N2223;1;1;1.5;1;;;
SMURSAMU_P;2014;370000499;370000481;M9999;2;;2.03;0;;;
SMURSAMU_P;2014;370000499;370000481;N2223;6;0;6;;;;
SMURSAMU_P;2014;370000531;370000606;M9999;9;2;4.86;1;;;
SMURSAMU_P;2014;370000531;370000606;MREG;9;2;4.86;;;;
SMURSAMU_P;2014;370000531;370000606;N1220;;;;1;;;
SMURSAMU_P;2014;370000531;370000606;N2120;;;0.07;1;;;
SMURSAMU_P;2014;370000531;370000606;N2223;6;;3.03;1;;;
SMURSAMU_P;2014;370000531;370000606;N9999;6;;3.1;1;;;
SMURSAMU_P;2014;370000879;370000564;M9999;4;;4.2;1;;;
SMURSAMU_P;2014;370000879;370000564;N2120;1;;0.2;1;;;
SMURSAMU_P;2014;370000879;370000564;N2223;3;3;5.22;1;;;
SMURSAMU_P;2014;370000903;370000614;M9999;13;;3.75;;;;
SMURSAMU_P;2014;370000903;370000614;N2223;2;;2.5;;;;
SMURSAMU_P;2014;370004467;370000481;M9999;3;1;3.6;1;15;1;14.3
SMURSAMU_P;2014;370004467;370000481;N1220;0;0;0;;20;2;21.57
SMURSAMU_P;2014;370004467;370000481;N2120;1;0;1;;;;
SMURSAMU_P;2014;370004467;370000481;N2223;17;1;12.46;;;;
SMURSAMU_P;2014;370004467;370000481;N2500;0;0;0;;1;0;1
SMURSAMU_P;2014;370004467;370000481;N5140;13;1;12.92;;;;
SMURSAMU_P;2014;370004467;370000481;N9999;31;1;26.38;;21;2;22.57
SMURSAMU_P;2014;380000034;380780049;M9999;4;1;3;;;;
SMURSAMU_P;2014;380000034;380780049;N2223;6;2;6.81;;;;
SMURSAMU_P;2014;380000034;380780049;N2500;;;0.05;;;;
SMURSAMU_P;2014;380000034;380780049;N5140;8;;8;;;;
SMURSAMU_P;2014;380000034;380780049;N9999;15;2;15.31;;;;
SMURSAMU_P;2014;380000067;380780080;M1140;1;;0.7;1;;;
SMURSAMU_P;2014;380000067;380780080;M9999;10;4;12.37;1;5;1;8.55
SMURSAMU_P;2014;380000067;380780080;N1220;;1;0.9;;60;7;61.52
SMURSAMU_P;2014;380000067;380780080;N2120;1;;0.8;;;;
SMURSAMU_P;2014;380000067;380780080;N2223;15;3;17.73;;;;
SMURSAMU_P;2014;380000067;380780080;N3120;;;;;;1;0.99
SMURSAMU_P;2014;380000067;380780080;N5140;17;1;18.51;;;;
SMURSAMU_P;2014;380000067;380780080;N9999;36;6;42.04;;62;8;64.49
SMURSAMU_P;2014;380000174;380781435;M9999;13;2;3.04;1;;;
SMURSAMU_P;2014;380000174;380781435;N1220;3;;0.15;1;;;
SMURSAMU_P;2014;380000174;380781435;N2120;1;;0.2;1;;;
SMURSAMU_P;2014;380000174;380781435;N2223;8;1;6.6;1;;;
SMURSAMU_P;2014;380000174;380781435;N5140;9;;7.5;0;;;
SMURSAMU_P;2014;380000174;380781435;N9999;21;1;14.45;;;;
SMURSAMU_P;2014;380000406;380784751;M1140;;;;1;;;
SMURSAMU_P;2014;380000406;380784751;M9999;1;3;2.29;1;;;
SMURSAMU_P;2014;380000406;380784751;MREG;1;3;2.29;1;;;
SMURSAMU_P;2014;380000406;380784751;N1220;;;;1;;;
SMURSAMU_P;2014;380000406;380784751;N2120;1;;0.25;1;;;
SMURSAMU_P;2014;380000406;380784751;N2223;4;3;6.18;1;;;
SMURSAMU_P;2014;380000406;380784751;N2620;;;;1;;;
SMURSAMU_P;2014;380000406;380784751;N3120;;;;1;;;
SMURSAMU_P;2014;380000406;380784751;N5140;6;;6;1;;;
SMURSAMU_P;2014;380000406;380784751;N9999;11;3;12.43;1;;;
SMURSAMU_P;2014;390000040;390780146;M9999;;13;9;1;;;
SMURSAMU_P;2014;390000040;390780146;N1220;;2;0.4;1;;;
SMURSAMU_P;2014;390000040;390780146;N2120;;1;0.1;1;;;
SMURSAMU_P;2014;390000040;390780146;N2223;;40;13.85;1;;;
SMURSAMU_P;2014;390000065;390780161;M9999;;9;4.3;1;;;
SMURSAMU_P;2014;390000065;390780161;N1220;;3;0.89;1;;;
SMURSAMU_P;2014;390000065;390780161;N2223;;17;5.67;1;;;
SMURSAMU_P;2014;390000065;390780161;N2500;;7;3;;;;
SMURSAMU_P;2014;390000214;390780591;M9999;;10;4.6;1;;;
SMURSAMU_P;2014;390000214;390780591;N2120;;1;0.19;1;;;
SMURSAMU_P;2014;390000214;390780591;N2223;2;9;6.89;1;;;
SMURSAMU_P;2014;390000214;390780591;N2500;4;2;6.43;;;;
SMURSAMU_P;2014;390000214;390780591;N9999;7;12;11.69;1;;;
SMURSAMU_P;2014;390000222;390780609;M9999;9;2;7.49;1;;;
SMURSAMU_P;2014;390000222;390780609;N2120;1;;0.4;1;;;
SMURSAMU_P;2014;390000222;390780609;N2223;21;4;9.61;1;;;
SMURSAMU_P;2014;390000222;390780609;N9999;40;6;44.01;1;;;
SMURSAMU_P;2014;390005742;390780146;M9999;3;4;4.48;;;;
SMURSAMU_P;2014;390005742;390780146;N1220;1;;1;;;;
SMURSAMU_P;2014;390005742;390780146;N2223;6;5;5.42;0;;;
SMURSAMU_P;2014;400000105;400780193;M9999;;18;4.85;1;;;
SMURSAMU_P;2014;400000105;400780193;N1220;;;0.45;;;;
SMURSAMU_P;2014;400000105;400780193;N2120;;1;0.38;;;;
SMURSAMU_P;2014;400000105;400780193;N2223;7;;7.12;;;;
SMURSAMU_P;2014;400000105;400780193;N9999;15;1;15.95;;;;
SMURSAMU_P;2014;400000139;400011177;M9999;6;6;4.58;1;7;1;4.1
SMURSAMU_P;2014;400000139;400011177;MREG;;;;1;7;1;4.1
SMURSAMU_P;2014;400000139;400011177;N1220;0;0;0;;15;2;13.95
SMURSAMU_P;2014;400000139;400011177;N2223;4;3;6.8;;3;0;0.82
SMURSAMU_P;2014;400000139;400011177;N2500;1;0;0.24;;0;0;0
SMURSAMU_P;2014;400000139;400011177;N5140;5;0;5.69;;3;0;2.23
SMURSAMU_P;2014;400000139;400011177;N9999;10;3;12.73;;25;3;22.29
SMURSAMU_P;2014;400011383;400780193;M9999;0;0;0.73;;;;
SMURSAMU_P;2014;400011391;400780193;M9999;0;0;0.37;1;;;
SMURSAMU_P;2014;400012506;400011177;M9999;1;;0.17;;;;
SMURSAMU_P;2014;400012514;400011177;M9999;1;21;4.93;1;;;
SMURSAMU_P;2014;400012514;400011177;N2223;3;0;6.08;;;;
SMURSAMU_P;2014;400012514;400011177;N9999;12;1;12.31;;;;
SMURSAMU_P;2014;400012514;400011177;N2120;;1;0.23;;;;
SMURSAMU_P;2014;400012522;400011177;M9999;4;4;5;;;;
SMURSAMU_P;2014;400012522;400011177;N2223;5;0;2.98;0;0;0;0
SMURSAMU_P;2014;400012522;400011177;N5140;3;0;3.24;0;0;0;0
SMURSAMU_P;2014;400012522;400011177;N9999;8;0;6.22;0;0;0;0
SMURSAMU_P;2014;410000020;410000087;M9999;3;5;5.09;1;2;5;5.09
SMURSAMU_P;2014;410000020;410000087;MREG;2;4;3.94;1;2;3;3.94
SMURSAMU_P;2014;410000020;410000087;N1220;0;0;0;0;13;1;14.14
SMURSAMU_P;2014;410000020;410000087;N2120;0;1;0.5;0;0;0;0.5
SMURSAMU_P;2014;410000020;410000087;N2223;6;0;13.32;1;0;0;0
SMURSAMU_P;2014;410000020;410000087;N2500;0;1;0.38;;1;0;0.28
SMURSAMU_P;2014;410000020;410000087;N5140;6;0;6;0;0;0;0
SMURSAMU_P;2014;410000020;410000087;N9999;12;2;20.2;0;14;2;14.92
SMURSAMU_P;2014;410000038;410000095;M9999;9;;4.8;1;;;
SMURSAMU_P;2014;410000038;410000095;N2223;1;;1;0;;;
SMURSAMU_P;2014;410000038;410000095;N2500;3;9;6.55;;;;
SMURSAMU_P;2014;410000038;410000095;N9999;4;9;7.55;0;;;
SMURSAMU_P;2014;410000046;410000103;M9999;5;1;4.51;1;;;
SMURSAMU_P;2014;410000046;410000103;N2223;15;2;16.8;1;;;
SMURSAMU_P;2014;410000046;410000103;N5140;4;;5.01;1;;;
SMURSAMU_P;2014;420000010;420780033;M9999;10;4;3.42;1;10;4;3
SMURSAMU_P;2014;420000010;420780033;MREG;10;4;3.42;1;10;4;3
SMURSAMU_P;2014;420000010;420780033;N1220;0;0;0;0;8;2;8.94
SMURSAMU_P;2014;420000010;420780033;N2223;11;4;8.68;1;0;0;0
SMURSAMU_P;2014;420000010;420780033;N2500;0;0;0;;1;0;1
SMURSAMU_P;2014;420000010;420780033;N5140;12;;12.19;0;;;0.2
SMURSAMU_P;2014;420000010;420780033;N9999;23;4;20.87;;9;2;10.14
SMURSAMU_P;2014;420000226;420013831;M9999;9;0;4.4;1;0;0;0
SMURSAMU_P;2014;420000226;420013831;N9999;0;0;0;1;0;0;0
SMURSAMU_P;2014;420000267;420013831;M9999;3;2;2.7;1;0;0;0
SMURSAMU_P;2014;420000267;420013831;N2223;0;0;0;1;0;0;0
SMURSAMU_P;2014;420000267;420013831;N5140;0;0;0;1;0;0;0
SMURSAMU_P;2014;420785354;420784878;M9999;9;;7;0;13;;6.56
SMURSAMU_P;2014;420785354;420784878;N1220;1;;0.97;;21;1;21.31
SMURSAMU_P;2014;420785354;420784878;N2120;1;0;0.5;0;1;0;0.5
SMURSAMU_P;2014;420785354;420784878;N2223;18;0;18.18;0;0;0;0
SMURSAMU_P;2014;420785354;420784878;N2500;0;0;0;;1;0;1
SMURSAMU_P;2014;420785354;420784878;N5140;14;0;14.41;0;;;0
SMURSAMU_P;2014;420785354;420784878;N9999;35;0;34.71;0;24;1;22.9
SMURSAMU_P;2014;430000117;430000018;M9999;0;17;4.47;1;0;17;3.23
SMURSAMU_P;2014;430000117;430000018;MREG;;17;4.47;1;0;17;3.23
SMURSAMU_P;2014;430000117;430000018;N1220;0;0;0;0;9;1;9.79
SMURSAMU_P;2014;430000117;430000018;N2120;0;1;0.19;1;0;0;0
SMURSAMU_P;2014;430000117;430000018;N2223;0;38;6.02;1;0;0;0
SMURSAMU_P;2014;430000117;430000018;N9999;0;39;6.23;1;10;1;10.78
SMURSAMU_P;2014;430000190;430000034;M9999;5;0;5;1;0;0;0
SMURSAMU_P;2014;430000190;430000034;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2014;430000190;430000034;N2223;5;0;5;1;0;0;0
SMURSAMU_P;2014;430000190;430000034;N9999;5;0;5;;0;0;0
SMURSAMU_P;2014;440000016;440000057;M9999;15;5;18;1;;;
SMURSAMU_P;2014;440000016;440000057;N1220;;;8;;;;
SMURSAMU_P;2014;440000016;440000057;N2120;;;2;1;;;
SMURSAMU_P;2014;440000016;440000057;N2223;;;45;;;;
SMURSAMU_P;2014;440000016;440000057;N2500;;;29;;;;
SMURSAMU_P;2014;440000016;440000057;N3120;;;0.5;;;;
SMURSAMU_P;2014;440000016;440000057;N9999;;;85;1;;;
SMURSAMU_P;2014;440000271;440000289;M1140;5;;3;;;;
SMURSAMU_P;2014;440000271;440000289;M9999;42;;10.61;1;42;;7.46
SMURSAMU_P;2014;440000271;440000289;N1220;0;0;0;;;;30.99
SMURSAMU_P;2014;440000271;440000289;N2120;0;0;0;0;1;0;1.72
SMURSAMU_P;2014;440000271;440000289;N2223;14;8;20.01;0;3;0;3
SMURSAMU_P;2014;440000271;440000289;N5140;20;0;18.98;;0;0;0
SMURSAMU_P;2014;440000271;440000289;N9999;36;8;40.49;0;33;7;36.33
SMURSAMU_P;2014;440000503;440000313;M9999;;11;4.3;1;;;
SMURSAMU_P;2014;440000503;440000313;N2120;;;;1;;;
SMURSAMU_P;2014;440000503;440000313;N2223;5;1;5.62;1;;;
SMURSAMU_P;2014;440000503;440000313;N5140;1;;1;1;;;
SMURSAMU_P;2014;440000503;440000313;N9999;9;10;11.12;1;;;
SMURSAMU_P;2014;450000021;450000088;M1140;7;;1.05;0;;;
SMURSAMU_P;2014;450000021;450000088;M9999;7;;1.05;0;;;
SMURSAMU_P;2014;450000021;450000088;N2223;6;1;6.97;0;;;
SMURSAMU_P;2014;450000021;450000088;N9999;6;1;6.97;0;;;
SMURSAMU_P;2014;450000047;450000096;MREG;4;;3.4;;;;
SMURSAMU_P;2014;450000047;450000096;N2120;1;;0.33;;;;
SMURSAMU_P;2014;450000047;450000096;N2223;6;;6;;;;
SMURSAMU_P;2014;450000062;450000104;M9999;;9;4.8;1;;;
SMURSAMU_P;2014;450000062;450000104;N1220;;1;0.4;1;;;
SMURSAMU_P;2014;450000062;450000104;N2120;;;;1;;;
SMURSAMU_P;2014;450000062;450000104;N2223;;5;5;1;;;
SMURSAMU_P;2014;450000062;450000104;N2500;;7;4.51;;;;
SMURSAMU_P;2014;450000062;450000104;N2620;;1;0.5;1;;;
SMURSAMU_P;2014;450000062;450000104;N9999;;12;10.41;1;;;
SMURSAMU_P;2014;450000070;450000112;M9999;6;1;3.54;1;;;
SMURSAMU_P;2014;450000070;450000112;N1220;1;;0.3;1;;;
SMURSAMU_P;2014;450000070;450000112;N2120;1;;0.5;1;;;
SMURSAMU_P;2014;450000070;450000112;N2223;2;3;5.8;1;;;
SMURSAMU_P;2014;450000070;450000112;N2500;6;;6.09;;;;
SMURSAMU_P;2014;450002613;450000088;M9999;16;2;5.68;0;18;1;6.13
SMURSAMU_P;2014;450002613;450000088;MREG;16;2;4.54;;18;1;6.13
SMURSAMU_P;2014;450002613;450000088;N1220;20;2;18;0;2;;1.2
SMURSAMU_P;2014;450002613;450000088;N2120;1;;0.48;0;1;;0.48
SMURSAMU_P;2014;450002613;450000088;N2223;18;4;8.61;1;1;;0.89
SMURSAMU_P;2014;450002613;450000088;N5140;18;;19.75;0;;;
SMURSAMU_P;2014;450002613;450000088;N9999;37;4;28.84;;22;2;20.18
SMURSAMU_P;2014;460000045;460780083;M9999;3;0;3;1;0;0;0
SMURSAMU_P;2014;460000045;460780083;N2223;6;0;6;1;0;0;0
SMURSAMU_P;2014;460000045;460780083;N9999;4;0;3.43;1;0;0;0
SMURSAMU_P;2014;460000052;460780091;M9999;3;;0.87;1;;;
SMURSAMU_P;2014;460000052;460780091;N2223;4;;2.86;1;;;
SMURSAMU_P;2014;460000052;460780091;N2500;2;;0.6;;;;
SMURSAMU_P;2014;460000052;460780091;N2620;3;;0.9;1;;;
SMURSAMU_P;2014;460000102;460780208;M9999;;6;1.98;;;;
SMURSAMU_P;2014;460000102;460780208;N2120;;1;0.1;;;;
SMURSAMU_P;2014;460000102;460780208;N2223;1;;1;;;;
SMURSAMU_P;2014;460000102;460780208;N2500;1;;1;;;;
SMURSAMU_P;2014;460000102;460780208;N9999;2;1;2.1;;;;
SMURSAMU_P;2014;460000110;460780216;M9999;2;1;2.54;1;1;0;1.04
SMURSAMU_P;2014;460000110;460780216;MREG;2;1;2.54;1;1;0;1.04
SMURSAMU_P;2014;460000110;460780216;N1220;0;0;0;0;8;0;6.75
SMURSAMU_P;2014;460000110;460780216;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2014;460000110;460780216;N2223;4;3;5.88;1;0;0;0
SMURSAMU_P;2014;460000110;460780216;N2620;0;0;0;1;0;0;0
SMURSAMU_P;2014;460000110;460780216;N5140;4;1;4.8;1;;;
SMURSAMU_P;2014;460000110;460780216;N9999;8;4;10.68;1;8;0;6.75
SMURSAMU_P;2014;470000423;470000316;M9999;9;;8.8;1;5;;4.4
SMURSAMU_P;2014;470000423;470000316;N1220;0;1;0.45;;12;1;12.45
SMURSAMU_P;2014;470000423;470000316;N2120;0;0;0.3;;;;
SMURSAMU_P;2014;470000423;470000316;N2223;5;0;5.75;;;;
SMURSAMU_P;2014;470000423;470000316;N2500;9;0;8.78;;4;0;2.96
SMURSAMU_P;2014;470000423;470000316;N5140;;;;;1;0;1
SMURSAMU_P;2014;470000423;470000316;N9999;14;0;14.56;;15;1;15.18
SMURSAMU_P;2014;470000431;470000324;M9999;6;;6.94;1;;;
SMURSAMU_P;2014;470000431;470000324;N1220;2;1;1.87;1;;;
SMURSAMU_P;2014;470000431;470000324;N2120;2;;1.08;1;;;
SMURSAMU_P;2014;470000431;470000324;N2223;20;1;20.01;1;;;
SMURSAMU_P;2014;470000431;470000324;N2500;10;1;9.87;;;;
SMURSAMU_P;2014;470000431;470000324;N2620;4;;4;1;;;
SMURSAMU_P;2014;470000431;470000324;N9999;39;3;37.38;1;;;
SMURSAMU_P;2014;470000480;470001660;M9999;5;0;3.5;1;0;0;0
SMURSAMU_P;2014;470000480;470001660;N1220;1;0;0.33;1;0;0;0
SMURSAMU_P;2014;470000480;470001660;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2014;470000480;470001660;N2223;8;1;2.23;1;0;0;0
SMURSAMU_P;2014;470000480;470001660;N5140;6;0;3.5;1;0;0;0
SMURSAMU_P;2014;470000480;470001660;N9999;15;1;6.06;1;0;0;0
SMURSAMU_P;2014;470000522;470000340;M9999;5;;4.4;0;;;
SMURSAMU_P;2014;470000522;470000340;N1220;;1;0.5;0;;;
SMURSAMU_P;2014;470000522;470000340;N2120;1;;0.2;0;;;
SMURSAMU_P;2014;470000522;470000340;N2223;6;;6;0;;;
SMURSAMU_P;2014;470000522;470000340;N9999;9;1;8.7;0;;;
SMURSAMU_P;2014;480000017;480780097;M9999;;16;;1;;;
SMURSAMU_P;2014;480000017;480780097;MREG;;16;;;;;
SMURSAMU_P;2014;480000017;480780097;N1220;;;;;6;1;6.56
SMURSAMU_P;2014;480000017;480780097;N2120;;1;;1;;;
SMURSAMU_P;2014;480000017;480780097;N2223;;22;;1;;;
SMURSAMU_P;2014;480000017;480780097;N2500;;;;;1;1;1.34
SMURSAMU_P;2014;480000017;480780097;N2620;8;1;8.81;1;;;
SMURSAMU_P;2014;480000017;480780097;N9999;;7;;1;;;
SMURSAMU_P;2014;490000049;490000031;M9999;1;31;10.78;1;0;30;5.4
SMURSAMU_P;2014;490000049;490000031;MREG;6;16;10.78;1;2;7;5.4
SMURSAMU_P;2014;490000049;490000031;N1220;0;1;0.5;0;18;7;24.35
SMURSAMU_P;2014;490000049;490000031;N2120;0;1;0.5;0;0;1;0.5
SMURSAMU_P;2014;490000049;490000031;N2223;11;6;13.4;0;0;0;0
SMURSAMU_P;2014;490000049;490000031;N5140;13;4;13.4;0;0;0;0
SMURSAMU_P;2014;490000049;490000031;N9999;24;13;28.95;0;18;9;25.4
SMURSAMU_P;2014;490000635;490000676;M9999;14;0;3.33;1;;;
SMURSAMU_P;2014;490000635;490000676;N1220;1;;1;1;;;
SMURSAMU_P;2014;490000635;490000676;N2223;3;;3;1;;;
SMURSAMU_P;2014;490000635;490000676;N9999;4;;4;1;;;
SMURSAMU_P;2014;490001765;490528452;M9999;;10;2.04;;;;
SMURSAMU_P;2014;490001765;490528452;N2223;;9;2.88;;;;
SMURSAMU_P;2014;490001765;490528452;N5140;4;;3.33;;;;
SMURSAMU_P;2014;490001765;490528452;N9999;7;9;9.63;;;;
SMURSAMU_P;2014;500000021;500000054;M9999;8;1;4.63;1;;;
SMURSAMU_P;2014;500000021;500000054;N2223;11;;5.25;;;;
SMURSAMU_P;2014;500000021;500000054;N9999;11;;5.25;;;;
SMURSAMU_P;2014;500000187;500000013;M9999;6;6;4.38;1;;;
SMURSAMU_P;2014;500000187;500000013;N2120;2;;0.3;1;;;
SMURSAMU_P;2014;500000187;500000013;N2223;5;2;6.21;1;;;
SMURSAMU_P;2014;500000187;500000013;N2500;6;1;6.46;;;;
SMURSAMU_P;2014;500000187;500000013;N9999;13;3;12.97;;;;
SMURSAMU_P;2014;500000260;500000054;M9999;13;;8.22;1;;;
SMURSAMU_P;2014;500000260;500000054;N2223;8;;5.25;1;;;
SMURSAMU_P;2014;500000260;500000054;N5140;5;;5;1;;;
SMURSAMU_P;2014;500000260;500000054;N9999;16;;13.25;1;;;
SMURSAMU_P;2014;500000427;500000096;M9999;1;5;1.69;1;0;0;0
SMURSAMU_P;2014;500000427;500000096;N1220;1;0;0.5;1;0;0;0
SMURSAMU_P;2014;500000427;500000096;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2014;500000427;500000096;N2223;6;0;6;1;0;0;0
SMURSAMU_P;2014;500000427;500000096;N2500;4;0;4;;0;0;0
SMURSAMU_P;2014;500000427;500000096;N9999;11;0;10.5;1;0;0;0
SMURSAMU_P;2014;500000450;500000112;M9999;22;1;12.7;1;22;1;5.65
SMURSAMU_P;2014;500000450;500000112;N1220;;;;0;17;;16.9
SMURSAMU_P;2014;500000450;500000112;N2120;1;;0.26;;;;
SMURSAMU_P;2014;500000450;500000112;N2223;23;;8.76;0;;;
SMURSAMU_P;2014;500000450;500000112;N9999;24;;9.02;;17;;16.9
SMURSAMU_P;2014;500000468;500000013;M9999;6;6;4.38;1;;;
SMURSAMU_P;2014;500000468;500000013;N2120;2;;0.35;1;;;
SMURSAMU_P;2014;500000468;500000013;N2223;6;1;6.23;1;;;
SMURSAMU_P;2014;500000468;500000013;N9999;8;1;6.58;1;;;
SMURSAMU_P;2014;500000591;500000393;N2223;2;;2;0;;;
SMURSAMU_P;2014;500000591;500000393;N9999;2;;2;;;;
SMURSAMU_P;2014;510000169;510000037;M9999;13;2;4.18;1;;;
SMURSAMU_P;2014;510000169;510000037;N2120;1;0;0.05;1;;;
SMURSAMU_P;2014;510000169;510000037;N2223;1;0;1;0;;;
SMURSAMU_P;2014;510000169;510000037;N5140;9;1;9.44;0;;;
SMURSAMU_P;2014;510000169;510000037;N9999;11;1;10.49;0;;;
SMURSAMU_P;2014;510000235;510000060;M9999;11;;4;1;;;
SMURSAMU_P;2014;510000235;510000060;N2120;1;;0.2;1;;;
SMURSAMU_P;2014;510000235;510000060;N2223;15;6;5.12;1;;;
SMURSAMU_P;2014;510000235;510000060;N5140;8;0;2.17;1;;;
SMURSAMU_P;2014;510000235;510000060;N9999;24;6;7.49;1;;;
SMURSAMU_P;2014;510000250;510000078;M9999;3;4;2.6;1;;;
SMURSAMU_P;2014;510000250;510000078;N2223;5;0;5;0;;;
SMURSAMU_P;2014;510000250;510000078;N9999;5;0;5;;;;
SMURSAMU_P;2014;510004302;510000029;M1140;5;0;0.63;0;0;0;0
SMURSAMU_P;2014;510004302;510000029;M9999;23;1;10.53;0;16;1;5.1
SMURSAMU_P;2014;510004302;510000029;N1220;12;3;14;0;;;
SMURSAMU_P;2014;510004302;510000029;N2120;0;2;1.1;1;;;
SMURSAMU_P;2014;510004302;510000029;N2223;11;12;18.75;0;;;
SMURSAMU_P;2014;510004302;510000029;N2500;1;0;1;;;;
SMURSAMU_P;2014;510004302;510000029;N5140;14;1;14.5;0;;;
SMURSAMU_P;2014;510004302;510000029;N9999;41;27;55.54;0;;;
SMURSAMU_P;2014;510023914;510000037;M9999;13;2;4.43;1;;;
SMURSAMU_P;2014;510023914;510000037;N2120;1;0;0.35;0;;;
SMURSAMU_P;2014;510023914;510000037;N2223;6;0;6;0;;;
SMURSAMU_P;2014;510023914;510000037;N3120;1;0;0.3;0;;;
SMURSAMU_P;2014;510023914;510000037;N5140;3;0;2.4;0;;;
SMURSAMU_P;2014;510023914;510000037;N9999;14;0;12.05;0;;;
SMURSAMU_P;2014;510023922;100006279;M9999;4;;4;0;;;
SMURSAMU_P;2014;510023922;100006279;N2223;4;;4.75;1;;;
