BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANS3;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2014;420785354;420784878;NIV3;;67;31;9;10;11;4197;217;722;4;91;2;323;21;18082;8593;1532;5392;3170;15175;655;4622;28;3074;4;96;37;37;;3297;7151;5826;170;53;11;1;759;635;372;72;;47;1;498
PERINAT;2014;430000117;430000018;NIV2;;21;6;;;3;1609;177;205;9;0;0;0;0;6065;1686;0;0;1100;5173;203;1245;0;1087;0;13;4;8;;1118;4812;3890;4;11;0;1;288;290;166;16;;1;0;0
PERINAT;2014;430000190;430000034;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2014;440000016;440000057;NIV2;;45;8;4;;7;3528;467;397;28;142;35;0;0;13693;3540;328;0;2705;12581;471;2951;3;2663;0;42;17;13;;2747;23259;12462;226;95;11;1;730;681;399;80;;4;0;0
PERINAT;2014;440000271;440000289;NIV3;INT;72;42;18;18;7;5262;489;1027;52;688;42;354;18;25843;14070;8212;4011;3835;21763;791;7210;27;3674;14;161;85;18;;4021;7505;2706;;126;0;1;1814;1844;595;130;;90;1;949
PERINAT;2014;440000396;440000297;NIV1;;18;;;;3;967;62;0;0;0;0;0;0;3965;0;0;0;794;3679;111;642;0;794;0;0;1;10;;794;7320;4036;225;10;0;1;134;125;80;6;;4;0;0
PERINAT;2014;440000412;440000941;NIV1;;33;;;;5;1777;146;0;0;0;0;0;0;7712;0;0;0;1432;7052;292;1821;1;1415;0;17;6;12;;1458;;;;14;0;1;104;104;45;4;;23;1;157
PERINAT;2014;440000503;440000313;NIV2;;15;4;;;4;978;65;123;13;0;0;0;0;4016;968;0;0;678;3422;115;800;0;665;1;13;5;8;;699;8859;7017;;19;0;1;136;124;63;4;;1;0;0
PERINAT;2014;440029338;440041895;NIV2;;50;6;0;0;9;3638;233;344;23;0;0;0;0;15212;1566;0;0;3223;14655;477;2984;8;3179;0;44;18;18;;3288;22215;9455;;229;0;1;669;692;136;54;;37;1;286
PERINAT;2014;440033819;440006344;NIV2;;93;6;;;12;6044;568;535;58;0;0;0;0;26026;3413;0;0;4638;22882;745;4985;2;4568;1;70;16;57;;4722;;;;34;0;0;0;;0;0;;34;1;829
PERINAT;2014;450000021;450000088;NIV3;INT;88;30;11;12;8;5644;247;1170;15;272;14;349;20;26817;10435;3012;4236;4372;23469;696;5967;4;4256;3;116;42;2;;4557;15776;5835;11669;247;1046;1;1232;1083;846;156;3;20;1;295
PERINAT;2014;450000047;450000096;NIV1;EXT;20;;;;2;1136;103;0;0;0;0;0;0;4569;0;0;0;821;3888;196;1227;0;815;1;6;4;4;;827;4668;2638;;10;0;1;183;181;110;4;;2;0;0
PERINAT;2014;450000062;450000104;NIV2;;28;10;3;;3;1981;153;259;22;42;6;0;0;7556;1925;319;0;1356;6369;279;1961;7;1333;2;23;5;9;;1382;3050;7317;841;16;0;1;316;333;300;25;0;4;0;0
PERINAT;2014;450000070;450000112;NIV1;;15;;;;2;751;87;0;0;0;0;0;0;2785;0;0;0;553;2519;118;700;0;553;0;0;1;4;;554;6250;4567;241;9;0;1;161;183;128;4;;0;0;0
PERINAT;2014;450010079;450000195;NIV2;;30;6;;;4;1127;109;135;4;0;0;0;0;4881;561;0;0;886;4659;295;1891;0;884;0;2;0;4;;894;;;;1;0;0;0;;0;0;;0;0;0
PERINAT;2014;460000045;460780083;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1991;2349;89;0;0;1;38;27;35;0;;0;0;0
PERINAT;2014;460000052;460780091;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2014;460000102;460780208;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;448;168;73;0;0;1;6;7;3;0;;0;0;0
PERINAT;2014;460000110;460780216;NIV2;;18;4;;;3;1138;115;126;23;0;0;0;0;4329;645;0;0;775;3732;110;777;3;762;0;13;4;3;;796;11678;1979;150;2;10;1;239;242;103;6;;1;0;0
PERINAT;2014;470000027;470014069;NIV1;;26;;;;4;1316;150;0;0;0;0;0;0;5215;0;0;0;978;4733;202;1355;0;967;1;11;10;9;;989;;;;10;0;1;126;141;35;1;5;16;0;0
PERINAT;2014;470000423;470000316;NIV2;;20;12;3;;2;1450;275;320;8;145;7;0;0;5125;3201;635;0;965;4415;204;1306;21;942;0;23;3;1;;989;7123;4597;;7;0;1;327;314;193;17;0;20;0;0
PERINAT;2014;470000431;470000324;NIV1;;24;;;;3;1177;129;0;0;0;0;0;0;3929;0;0;0;795;3368;180;1025;1;785;0;10;6;12;;808;12931;5807;;19;0;1;266;276;168;20;;6;0;0
PERINAT;2014;470000480;470001660;NIV1;;16;;;;4;1132;97;0;0;0;0;0;0;4143;0;0;0;831;3673;151;962;0;822;0;9;6;13;0;846;7269;4530;244;25;0;1;112;109;43;1;1;2;0;0
PERINAT;2014;480000017;480780097;NIV2;;11;4;;;2;756;82;125;25;0;0;0;0;3209;616;0;0;489;2547;94;690;0;483;0;6;3;1;;499;2221;;;3;0;1;141;155;105;2;;1;0;0
PERINAT;2014;490000049;490000031;NIV3;INT;86;25;8;15;11;5244;341;755;39;245;24;301;12;24471;7373;1953;5077;4085;21274;724;5868;46;3989;6;96;45;0;0;4181;17269;4598;232;132;0;1;1232;1252;674;100;0;27;1;316
PERINAT;2014;490000635;490000676;NIV2;;40;13;3;;8;2424;158;233;20;129;19;0;0;10474;2752;607;0;1963;9604;325;2174;1;1933;1;30;15;8;;2000;25678;7114;255;42;0;1;416;427;81;21;0;9;0;0
PERINAT;2014;490001765;490528452;NIV2;;24;6;;;4;1458;82;175;14;0;0;0;0;5538;1382;0;0;1138;4936;205;1178;1;1126;0;12;3;8;0;1158;14008;6128;251;50;0;1;302;308;195;13;;1;0;0
PERINAT;2014;490002037;490000890;NIV1;;50;;;;;1372;82;0;0;0;0;0;0;5768;0;0;0;1123;5126;223;1360;1;1114;0;9;4;2;;1134;;;;6;0;0;0;;0;0;;5;0;0
PERINAT;2014;490014909;490008109;NIV2;;50;6;;;5;2576;224;221;19;0;0;0;0;11806;1596;0;0;2042;10602;449;2911;0;2024;0;18;10;13;;2060;;;;14;0;0;0;0;0;0;;10;0;0
PERINAT;2014;500000021;500000054;NIV2;INT;32;10;6;;4;1665;202;273;15;135;15;0;0;6821;2548;543;0;1205;6092;178;1248;3;1186;0;19;8;3;;1233;;;;8;0;1;162;93;154;2;;3;0;0
PERINAT;2014;500000187;500000013;NIV3;EXT;37;12;6;6;5;2576;147;551;19;369;35;156;21;11675;3865;1820;1158;1924;10018;368;2899;8;1883;2;41;8;1;;1965;12916;4051;252;9;1;1;358;362;273;19;3;5;0;0
PERINAT;2014;500000260;500000054;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;70;88;0;18;;0;0;0
PERINAT;2014;500000401;500000609;NIV1;;21;;;;3;884;93;0;0;0;0;0;0;3356;0;0;0;656;3023;116;773;0;647;1;9;3;8;;665;;;;5;0;1;144;152;88;5;;2;0;0
PERINAT;2014;500000450;500000112;NIV2;;22;6;;;4;1542;94;231;23;0;0;0;0;6880;1504;0;0;1175;5954;175;1234;2;1162;0;13;15;12;;1198;3118;3328;71;15;0;1;203;213;88;19;;26;0;0
PERINAT;2014;500000468;500000013;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2935;2059;37;;;0;;;;;;;0;
PERINAT;2014;500002357;500002233;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;1;136
PERINAT;2014;510000169;510000037;NIV2;;12;6;0;0;3;1484;313;220;16;0;0;0;0;5290;1299;0;0;984;4757;189;1280;0;971;0;13;7;8;;1004;5855;1554;370;12;0;1;273;277;191;13;0;8;0;0
PERINAT;2014;510000185;510000532;NIV2;;46;11;;;5;2368;231;593;20;0;0;0;0;10189;2185;0;0;1883;9047;391;2392;3;1820;2;63;6;9;;1946;;;;13;0;1;169;164;102;7;;16;1;742
PERINAT;2014;510000193;510000557;NIV2;;37;4;;;6;2326;144;577;22;0;0;0;0;9505;777;0;0;1883;8564;449;2551;0;1868;0;15;8;13;;1898;;;;15;0;1;226;256;111;10;;3;0;0
PERINAT;2014;510000235;510000060;;;;;;;;94;25;0;0;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;159;179;131;2;;0;0;0
PERINAT;2014;510000243;510000573;;;;;;;;51;40;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;44;41;0;4;0;2;0;0
PERINAT;2014;510000250;510000078;NIV1;;10;0;0;0;2;451;36;0;0;0;0;0;0;1533;0;0;0;316;1335;46;252;0;315;0;1;3;8;3;317;2753;4394;223;4;0;1;26;44;18;0;2;0;0;0
PERINAT;2014;510004302;510000029;NIV3;INT;28;20;11;18;5;2527;160;603;31;441;28;401;20;13188;6369;5143;4948;1829;10340;390;3429;80;1770;5;59;36;0;;1888;16890;2750;;40;0;1;627;619;336;50;1;23;1;147
PERINAT;2014;510024300;510024284;NIV1;;23;;;;3;930;20;0;0;0;0;0;0;3983;0;0;0;591;3059;132;853;0;584;0;7;1;4;;604;;;;7;0;0;0;;0;0;;1;0;0
PERINAT;2014;520000027;520780032;NIV2;;20;6;;;4;937;92;138;6;0;0;0;0;3450;1167;0;0;579;2862;96;655;0;570;0;9;2;4;4;591;5147;3035;68;9;0;1;166;172;128;7;;1;0;0
PERINAT;2014;520000043;520780057;NIV1;;12;;;;2;478;34;0;0;0;0;0;0;1897;0;0;0;325;1587;51;389;0;323;0;2;2;4;;328;2930;2388;102;5;0;1;78;71;58;2;;0;0;0
PERINAT;2014;520000068;520780073;NIV2;;25;12;6;0;3;1329;110;251;20;74;7;0;0;5444;2153;717;0;965;4739;212;1427;11;950;1;15;8;1;;980;12524;4040;658;21;0;1;167;175;126;3;;16;0;0
PERINAT;2014;530000017;530000025;NIV1;;25;0;0;0;3;1306;142;0;0;0;0;0;0;5356;0;0;0;958;4880;128;892;1;947;0;11;2;11;;969;;2461;135;7;0;1;55;25;26;2;;8;0;0
PERINAT;2014;530000173;530000074;NIV1;;18;;;;2;1037;181;0;0;0;0;0;0;3601;0;0;0;749;3369;141;803;2;749;0;0;1;10;0;754;5298;2895;271;21;0;1;145;122;74;8;0;17;0;0
PERINAT;2014;530000264;530000371;NIV2;;20;12;;;5;1816;164;329;30;0;0;0;0;7193;2226;0;0;1423;6548;224;1436;1;1401;0;22;15;10;;1445;;;;35;0;1;328;380;179;22;;5;0;0
PERINAT;2014;540000015;540023264;NIV3;EXT;89;20;20;20;7;5154;1031;1532;30;589;20;429;27;20053;12490;6440;6801;3083;14728;627;4187;109;2998;2;85;58;0;;3172;23041;15015;889;81;12;1;908;956;490;161;;85;1;250
PERINAT;2014;540000023;540000049;NIV1;;19;;;;2;907;103;0;0;0;0;0;0;2869;0;0;0;604;2482;38;204;0;603;0;1;3;3;;606;7541;2187;188;8;0;1;147;105;103;2;;8;0;0
PERINAT;2014;540000155;540000080;NIV1;;13;;;;2;857;84;0;0;0;0;0;0;2861;0;0;0;631;2444;118;625;0;624;0;7;1;5;;641;759;878;116;46;0;1;161;131;115;13;;9;0;0
PERINAT;2014;540000296;540000106;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;473;120;;;0;;;;;;;0;
PERINAT;2014;540001070;540000767;NIV1;;20;;;;;1468;98;0;0;0;0;0;0;5162;0;0;0;1092;4577;169;950;0;1087;0;5;7;12;;1100;;;;18;36;1;229;234;156;21;;19;0;0
PERINAT;2014;540001096;570010181;NIV1;;22;;;;;1018;126;0;0;0;0;0;0;3506;0;0;0;628;2738;112;609;0;619;0;9;2;16;;638;;;;4;0;1;218;201;107;6;;0;0;0
PERINAT;2014;540013224;540000536;NIV2;;79;12;6;;9;3854;421;315;8;280;9;0;0;14883;2828;1440;0;2666;12690;570;3814;0;2630;1;36;17;5;;2702;;;;30;0;1;380;341;231;9;;8;1;299
PERINAT;2014;550000012;550006795;NIV2;;18;4;;;3;1462;116;200;17;0;0;0;0;6392;1107;0;0;883;4898;162;1332;2;873;0;10;7;4;;896;21875;6419;780;14;10;1;218;210;186;6;;19;0;0
PERINAT;2014;550000038;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1117;2017;50;;;0;;;;;;;0;
PERINAT;2014;550000178;550000293;;;;;;;;31;28;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;51;58;0;2;;0;0;0
PERINAT;2014;550000434;550003354;NIV2;;24;6;;;4;939;101;178;24;0;0;0;0;3416;897;0;0;621;2915;130;796;1;613;0;8;2;11;;631;3707;2047;190;7;0;1;125;114;88;8;0;1;0;0
PERINAT;2014;560000127;560023210;NIV3;;43;18;10;6;5;2729;140;317;14;189;16;134;3;12377;3515;1251;1692;2132;10941;423;3401;16;2078;2;54;20;1;;2212;3256;3247;231;74;0;1;574;594;173;47;;13;0;0
PERINAT;2014;560000135;560005746;NIV2;;45;18;6;;7;3964;505;500;13;121;10;0;0;14769;4952;665;0;2818;12988;501;2978;2;2777;1;41;18;4;;2859;8706;10804;596;95;210;1;701;730;425;34;;13;1;218
PERINAT;2014;560000143;560014748;NIV2;;25;;;;2;1478;195;260;17;0;0;0;0;5504;1293;0;0;1014;4796;221;1334;0;993;0;21;4;6;;1041;;;;11;0;1;209;193;150;19;;6;0;0
PERINAT;2014;560000192;560000044;NIV1;;26;;;;3;1045;85;0;0;0;0;0;0;4031;0;0;0;803;3706;152;949;0;799;0;4;6;6;;808;13034;6747;165;22;2;1;133;133;77;9;0;3;0;0
PERINAT;2014;560000200;560023210;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;989;1684;249;;;1;32;53;32;0;;0;0;
PERINAT;2014;560002511;560000689;;;0;;;;;25;23;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;50;96;36;5;;3;0;0
PERINAT;2014;560007510;560001307;;;;;;;;11;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;20;36;13;1;0;0;0;0
PERINAT;2014;560008799;560013989;NIV1;;30;;;;4;1459;114;0;0;0;0;0;0;5460;0;0;0;1139;4887;199;1191;0;1126;0;13;4;12;;1156;;;;20;2;0;0;;0;0;;6;0;0
PERINAT;2014;570000059;570025254;NIV2;;18;18;7;;3;1572;152;408;15;196;11;0;0;6794;4011;1637;0;1020;5098;257;1962;15;996;0;24;7;3;36;1044;13928;0;12;19;0;1;316;282;169;13;;1;0;0
PERINAT;2014;570000083;570000729;NIV1;;21;;;;3;1505;95;0;0;0;0;0;0;5609;0;0;0;1154;4718;233;1334;0;1145;0;9;4;25;;1168;;;;15;0;1;232;275;94;11;;4;0;0
PERINAT;2014;570000117;570015099;NIV1;;12;;;;2;637;55;0;0;0;0;0;0;2683;0;0;0;457;2309;104;715;0;453;1;4;5;2;0;458;5772;4962;426;10;0;1;93;107;76;8;0;3;0;0
PERINAT;2014;570000349;570005165;NIV2;INT;52;17;6;;6;3936;816;439;21;301;15;0;0;13118;5067;2093;0;2325;10932;363;2515;0;2288;2;37;23;9;35;2376;12278;5794;20;27;26;1;496;506;480;17;0;23;0;0
PERINAT;2014;570000364;570011569;;;0;;;;;23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;93;80;62;1;;0;0;0
PERINAT;2014;570000646;570001115;NIV2;;47;12;6;;5;2524;141;308;10;67;6;0;0;12118;3060;540;0;2048;10351;363;2845;1;2019;1;29;5;5;7;2087;;;;23;0;1;145;191;85;6;;8;0;0
PERINAT;2014;570000661;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;629;2333;65;;;0;;;;;;;0;
PERINAT;2014;570000901;570000158;NIV1;;21;;;;3;1234;149;0;0;0;0;0;0;4398;0;0;0;873;3946;153;981;1;866;0;7;3;20;;883;2439;7996;79;14;0;1;128;164;62;12;;0;0;0
PERINAT;2014;570026682;570005165;NIV2;;60;18;6;0;6;4352;470;597;21;368;34;0;0;16664;5215;1712;0;2964;13885;543;3450;3;2901;1;63;28;7;24;3063;16852;10011;144;20;0;1;1280;1284;791;105;0;37;1;622
PERINAT;2014;580780195;580005148;NIV1;;15;4;;;2;463;34;0;0;0;0;0;0;1736;0;0;0;354;1581;65;382;0;354;0;0;1;3;;360;;;;3;0;1;62;;6;4;;0;0;0
PERINAT;2014;580972669;580780070;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197;3100;14;;;0;;;;;;;0;
PERINAT;2014;580972685;580780096;NIV1;;0;;;;;35;26;0;0;0;0;0;0;21;0;0;0;3;3;0;0;0;2;0;1;1;3;;4;3745;3394;2301;1;0;1;238;186;135;21;;3;0;0
PERINAT;2014;580972693;580780039;NIV2;;34;10;3;;4;1737;109;191;11;63;13;0;0;7825;1814;294;0;1217;6095;225;1693;0;1205;2;12;5;7;26;1245;11659;7372;123;10;0;1;156;265;53;15;0;0;0;0
PERINAT;2014;590000121;590780227;NIV2;;39;6;;;;2787;336;260;25;0;0;0;0;10230;1358;0;0;2082;9348;323;1866;1;2062;0;20;15;7;;2107;;;;66;0;1;304;306;179;15;1;11;0;0
PERINAT;2014;590000428;590781605;NIV1;;19;;;;3;892;94;0;0;0;0;0;0;3644;0;0;0;541;2798;97;664;0;538;0;3;2;6;;544;5282;1273;317;4;0;1;386;363;288;27;;3;0;0
PERINAT;2014;590000436;590781621;NIV1;;15;;;;;622;54;0;0;0;0;0;0;2530;0;0;0;476;2358;93;569;0;473;0;3;5;4;;484;4935;2370;;6;0;1;195;181;115;7;;2;0;0
PERINAT;2014;590000469;590781662;NIV1;;28;;;;3;1067;74;0;0;0;0;0;0;3931;0;0;0;774;3432;141;755;0;766;0;8;2;8;;784;;;;6;0;1;58;23;26;1;;2;0;0
PERINAT;2014;590000535;590781803;NIV2;;25;14;6;;3;1420;77;417;11;221;10;0;0;6343;4377;1802;0;1022;5465;210;1457;8;1004;1;18;4;3;;1050;1358;4884;105;5;0;1;328;344;223;30;1;1;0;0
PERINAT;2014;590000592;590782165;NIV1;;22;;;;3;1806;145;0;0;0;0;0;0;7105;0;0;0;1267;6024;235;1501;0;1259;0;8;9;22;;1275;1502;6452;67;12;0;1;353;336;212;39;0;0;0;0
PERINAT;2014;590000618;590782215;NIV3;INT;60;20;6;10;7;5815;1172;879;12;279;21;233;10;22707;9347;2718;2770;3599;19506;703;5643;19;3512;3;87;39;9;0;3686;8757;1276;;39;0;1;937;997;705;58;3;50;0;0
PERINAT;2014;590000758;590782637;NIV2;;32;8;;;3;2321;379;294;38;0;0;0;0;8546;2238;0;0;1459;7416;223;1783;3;1441;1;18;9;19;;1482;5514;11800;1194;15;0;1;778;879;353;57;;0;0;0
PERINAT;2014;590000774;590782652;NIV1;;17;;;;3;1251;90;0;0;0;0;0;0;4635;0;0;0;884;3996;136;797;0;874;0;10;4;14;;894;1360;5076;;8;0;0;0;;0;0;;1;0;0
PERINAT;2014;590001004;590783239;NIV2;;32;14;;;4;2646;445;379;41;0;0;0;0;9493;2980;0;0;1726;8407;322;2261;6;1693;2;33;13;13;;1759;9769;9120;;17;0;1;645;695;149;56;;5;0;0
PERINAT;2014;590006607;590780193;NIV3;EXT;141;46;24;16;9;8762;1896;1619;30;628;18;677;29;33545;19377;7953;5650;5440;28858;1002;8253;4;5258;9;182;88;2;;5639;30289;27115;543;489;52;1;1488;1404;489;130;12;60;1;777
PERINAT;2014;590046538;590781415;NIV2;;45;12;;;4;1960;74;1676;35;0;0;0;0;7653;7908;0;0;1489;6641;253;1419;4;1463;0;26;5;21;56;1523;18040;4464;327;11;0;1;813;0;496;43;;1;0;0
PERINAT;2014;590052056;590051801;NIV2;;25;6;;;3;1234;55;134;6;0;0;0;0;5225;1308;0;0;938;4469;207;1273;4;925;0;13;2;7;;951;;1484;;18;0;0;0;;0;0;;1;0;0
PERINAT;2014;590780268;590053955;NIV2;;54;6;;;4;2706;243;310;14;0;0;0;0;11730;2032;0;0;2245;11116;470;2923;1;2211;0;34;15;8;;2279;;;;15;0;0;0;;0;0;;11;1;667
PERINAT;2014;590782298;590000675;NIV1;;31;;;;4;1387;115;0;0;0;0;0;0;5460;0;0;0;963;4641;204;1187;0;960;0;3;3;5;;966;;;;10;0;0;0;;0;0;;16;1;411
PERINAT;2014;590782553;590000741;NIV1;;39;;;;6;2615;176;0;0;0;0;0;0;10168;0;0;0;2075;9310;353;1851;4;2057;0;18;12;20;;2093;;;;20;0;0;0;;0;0;;6;0;0
PERINAT;2014;590791562;590782421;NIV2;;59;20;6;0;6;3601;212;583;41;164;16;0;0;13999;6803;2903;0;2724;12263;468;3029;6;2668;0;56;21;16;14;2782;3824;9074;1758;331;0;1;1192;1274;674;54;6;4;0;0
PERINAT;2014;590797353;590051801;NIV2;;35;15;6;;4;3252;656;655;29;246;15;0;0;11039;5071;1642;0;2100;9755;309;2082;5;2077;0;23;7;4;;2124;9115;15748;;26;1;0;0;;0;0;;11;0;0
PERINAT;2014;590804696;590781902;NIV2;INT;37;6;;;5;2553;350;254;18;0;0;0;0;9244;1849;0;0;1786;8416;251;1545;1;1763;0;23;10;16;15;1815;10095;5757;90;37;0;1;616;615;388;23;0;4;0;0
PERINAT;2014;590813382;590000386;NIV1;;34;;;;4;1607;75;0;0;0;0;0;0;5473;0;0;0;1365;4995;275;1241;1;1357;0;8;4;20;;1373;;;;12;0;0;1;;0;0;;8;0;0
PERINAT;2014;590813507;590000485;NIV1;;21;;;;3;1507;107;0;0;0;0;0;0;5865;0;0;0;985;4780;297;1809;0;974;0;11;6;18;;1000;;;;11;0;1;128;111;2;4;;2;0;0
PERINAT;2014;590816310;590000048;NIV1;;33;;;;;1645;107;0;0;0;0;0;0;6222;0;0;0;1242;5468;221;1228;0;1228;0;14;2;15;;1260;;;;7;0;0;0;;0;0;;0;0;0
PERINAT;2014;590817839;590053955;NIV1;;30;;;;5;1157;64;0;0;0;0;0;0;4257;0;0;0;774;3574;157;896;0;769;0;5;4;21;;779;;;;4;0;0;0;;0;0;;1;0;0
PERINAT;2014;600000053;600101984;NIV2;;36;6;;;5;2848;780;194;4;0;0;0;0;9698;1275;0;0;1863;9064;349;2125;0;1830;2;33;18;1;0;1896;5970;3724;;21;0;1;306;289;252;15;;14;1;245
PERINAT;2014;600000186;600100648;NIV1;;9;0;0;0;2;610;71;0;0;0;0;0;0;2036;0;0;0;431;1763;55;262;0;428;0;3;3;13;;436;263;3190;16;9;1;1;186;165;131;12;0;9;0;0
PERINAT;2014;600000194;600100713;NIV2;INT;42;15;6;;5;2945;125;372;26;98;19;0;0;14072;4205;858;0;2444;12881;508;3502;1;2401;0;43;22;19;;2503;22766;67314;189;19;1;1;639;604;307;88;;14;0;0
PERINAT;2014;600000285;600100721;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;32;55;32;0;;0;0;0
PERINAT;2014;600000467;600101984;NIV3;INT;40;16;8;2;4;2224;262;500;27;129;3;82;6;9672;3829;1282;753;1577;8054;291;2026;9;1554;1;23;8;3;;1623;4028;2565;;9;0;1;351;374;254;69;;5;0;0
PERINAT;2014;600100754;600000228;NIV1;;23;;;;;1547;126;0;0;0;0;0;0;5823;0;0;0;1275;5401;208;1080;0;1260;0;15;4;12;;1292;;;;19;0;0;0;;0;0;;1;0;0
PERINAT;2014;600113476;600100721;NIV2;;29;9;6;;;2014;69;450;13;303;17;0;0;8893;3414;1645;0;1556;7403;337;2082;8;1525;1;31;9;5;33;1594;6638;3051;77;19;10;1;426;357;300;35;2;5;0;0
PERINAT;2014;610000044;610780074;NIV1;;12;;;;3;720;64;0;0;0;0;0;0;3241;0;0;0;444;2397;149;912;0;441;0;3;0;12;;449;2386;4731;22;0;0;1;105;106;41;8;;3;0;0
PERINAT;2014;610000051;610780082;NIV2;EXT;21;6;;;4;1490;130;192;5;0;0;0;0;5074;1203;0;0;1071;4469;175;975;0;1063;0;8;6;4;;1080;15856;8368;42;13;0;1;266;265;187;15;0;1;0;0
PERINAT;2014;610000069;610780090;NIV1;;15;;;;3;914;59;0;0;0;0;0;0;3441;0;0;0;585;2901;110;715;0;579;1;6;4;3;;591;13213;4427;63;5;0;1;99;118;85;2;1;1;0;0
PERINAT;2014;610000119;610780165;NIV2;;20;8;;;3;1250;106;221;16;0;0;0;0;5414;1651;0;0;981;4995;159;1060;3;969;1;12;6;9;;998;;2785;;8;0;1;188;196;120;10;;4;0;0
PERINAT;2014;610780116;610790594;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1861;1584;49;;;0;;;;;0;;0;
PERINAT;2014;620000034;620100057;NIV3;;35;24;11;8;5;3171;539;780;32;354;10;277;18;11937;7226;2854;2523;2116;10187;411;2763;49;2066;0;50;19;0;;2177;8150;5406;318;125;125;1;835;863;499;70;;11;0;0
PERINAT;2014;620000224;620100651;NIV2;;24;6;;;4;1628;320;139;6;0;0;0;0;5994;1257;0;0;987;5088;230;1388;3;970;2;17;9;10;;1007;;;;11;0;1;532;456;313;32;;19;0;0
PERINAT;2014;620000257;620100685;NIV3;;56;24;12;8;6;3366;135;537;11;475;16;330;17;14201;6837;3568;2811;2569;12280;497;3439;10;2502;2;67;41;3;;2658;25741;9034;3722;41;0;1;840;818;365;73;;24;1;561
PERINAT;2014;620000323;620101337;NIV3;;42;22;14;11;5;3017;315;738;12;326;11;327;17;13619;7865;4270;4339;2223;11741;370;3002;59;2174;2;49;24;2;2;2266;19730;5450;218;163;214;1;297;285;47;83;;14;0;0
PERINAT;2014;620000349;620101360;NIV2;;31;6;;;4;2234;243;278;20;0;0;0;0;8987;1744;0;0;1484;7771;249;1728;0;1470;0;14;1;8;;1506;;;;6;0;1;288;528;174;11;;0;0;0
PERINAT;2014;620000653;620103440;NIV2;;33;15;3;;3;1821;310;344;20;129;11;0;0;7084;3323;919;0;1267;6450;262;1770;5;1251;1;16;6;6;;1283;14799;5980;23;7;0;1;624;677;462;37;0;5;1;90
PERINAT;2014;620003202;620103432;NIV2;;23;4;0;0;3;1432;104;203;17;0;0;0;0;5646;1039;0;0;1125;5205;255;1456;0;1107;1;18;6;10;;1150;12702;29128;;13;0;1;291;280;174;16;;6;0;0
PERINAT;2014;620003350;620001834;NIV1;;25;;;;3;1645;157;0;0;0;0;0;0;5956;0;0;0;1214;5362;259;1388;0;1205;0;9;7;29;;1221;8791;3716;568;15;0;0;0;;0;0;;1;0;0
PERINAT;2014;620025346;620001834;NIV1;;24;;;;3;1631;224;0;0;0;0;0;0;5280;0;0;0;1106;4549;122;620;0;1098;1;8;7;15;;1118;;;;11;0;0;0;;0;0;;2;0;0
