BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2014;140000027;140000035;NAUT;7;1;8.22;;;;
IMAGES_P;2014;140000076;140000084;N4130;3;1;3.82;0;1;;
IMAGES_P;2014;140000076;140000084;NAUT;2;;2.19;;;;
IMAGES_P;2014;140000209;140000100;M1160;17;10;15.18;0;1;1;1
IMAGES_P;2014;140000209;140000100;M1210;8;3;3.84;0;0;;
IMAGES_P;2014;140000209;140000100;N4130;66;25;77.03;1;0;;
IMAGES_P;2014;140000209;140000100;N4160;6;;5.55;;;;
IMAGES_P;2014;140000209;140000100;NAUT;40;9;47.75;;;;
IMAGES_P;2014;140000233;140000118;M1160;2;2;3.58;0;1;1;1
IMAGES_P;2014;140000233;140000118;N4130;8;2;8.93;0;1;;
IMAGES_P;2014;140000233;140000118;N4160;;1;0.76;;;;
IMAGES_P;2014;140000233;140000118;NAUT;3;3;5.73;;;;
IMAGES_P;2014;140000373;140000159;M1160;1;4;2.2;0;1;;
IMAGES_P;2014;140000373;140000159;N4130;4;1;4.5;0;1;;
IMAGES_P;2014;140000373;140000159;NAUT;1;;0.5;;;;
IMAGES_P;2014;140000555;140000639;M1160;4;3;5;0;1;0;0
IMAGES_P;2014;140000555;140000639;M1210;4;;3.71;0;0;;
IMAGES_P;2014;140000555;140000639;N4130;20;5;21.89;0;1;;
IMAGES_P;2014;140000555;140000639;N4160;1;;1;;;;
IMAGES_P;2014;140002452;140025800;M1160;;5;1.28;0;1;0;0
IMAGES_P;2014;140002452;140025800;N4130;4;2;4.87;1;1;;
IMAGES_P;2014;140002452;140025800;N4160;;1;0.2;;;;
IMAGES_P;2014;140002452;140025800;NAUT;2;2;3.4;;;;
IMAGES_P;2014;140016759;140003146;M1160;15;5;;0;1;1;1
IMAGES_P;2014;140016759;140003146;N4130;9;2;;0;1;;
IMAGES_P;2014;140016759;140003146;N4160;1;;;;;;
IMAGES_P;2014;140016759;140003146;NAUT;11;;;;;;
IMAGES_P;2014;140017237;140003278;M1160;4;3;7;0;1;;
IMAGES_P;2014;140017237;140003278;N4130;7;1;7.8;0;1;;
IMAGES_P;2014;140017237;140003278;N4160;1;;1;;;;
IMAGES_P;2014;140017237;140003278;NAUT;5;2;6.5;;;;
IMAGES_P;2014;140024886;140000092;M1160;;5;2;;1;1;
IMAGES_P;2014;140024886;140000092;N4130;4;2;5.2;1;0;;
IMAGES_P;2014;140024886;140000092;N4160;1;;0.5;;;;
IMAGES_P;2014;140024886;140000092;NAUT;1;1;1.8;;;;
IMAGES_P;2014;150000032;150780088;M1160;3;0;3;0;1;0;0
IMAGES_P;2014;150000032;150780088;N4130;8;2;9.53;;;;
IMAGES_P;2014;150000032;150780088;NAUT;10;;10.2;;;;
IMAGES_P;2014;150000040;150780096;M1160;4;;4;;1;1;1
IMAGES_P;2014;150000040;150780096;N4130;15;2;16.52;1;0;;
IMAGES_P;2014;150000040;150780096;N4160;;1;0.9;;;;
IMAGES_P;2014;150000040;150780096;NAUT;6;2;7.36;;;;
IMAGES_P;2014;150000164;150780468;N4130;3;1;3.33;;;;
IMAGES_P;2014;150000164;150780468;N4160;1;;0.3;;;;
IMAGES_P;2014;150000180;150780500;M1160;;;;0;0;;1
IMAGES_P;2014;150000180;150780500;N4130;;1;0.07;0;0;;
IMAGES_P;2014;150000180;150780500;NAUT;;2;1.47;;;;
IMAGES_P;2014;150780120;150000065;N4130;;1;0.5;0;0;;
IMAGES_P;2014;150780732;150000271;M1160;4;;4;0;1;;
IMAGES_P;2014;150780732;150000271;M1210;;2;1.6;0;0;;
IMAGES_P;2014;150780732;150000271;N4130;10;;10;;;;
IMAGES_P;2014;150780732;150000271;NAUT;9;;9;;;;
IMAGES_P;2014;160000253;160000451;M1160;7;0;7.49;;1;1;1
IMAGES_P;2014;160000253;160000451;M1210;3;0;3;;;;
IMAGES_P;2014;160000253;160000451;N4130;39;7;41.29;1;;;
IMAGES_P;2014;160000253;160000451;NAUT;22;2;21.31;;;;
IMAGES_P;2014;160000303;160006037;M1160;1;1;1.3;0;1;0;0
IMAGES_P;2014;160000303;160006037;N4130;5;1;5.9;0;1;;
IMAGES_P;2014;160000303;160006037;NAUT;3;;1.8;;;;
IMAGES_P;2014;160000311;160000485;M1160;1;;1;0;1;0;0
IMAGES_P;2014;160000311;160000485;N4130;6;0;5.43;0;1;;
IMAGES_P;2014;160000311;160000485;NAUT;2;0;2;;;;
IMAGES_P;2014;160000337;160000493;M1160;3;1;1.47;0;1;0;0
IMAGES_P;2014;160000337;160000493;N4130;4;1;4.62;;1;;
IMAGES_P;2014;160000337;160000493;N4160;1;;0.25;;;;
IMAGES_P;2014;160000337;160000493;NAUT;4;;3.28;;;;
IMAGES_P;2014;160015368;160014411;M1160;2;;2;0;1;0;0
IMAGES_P;2014;160015368;160014411;N4130;10;;9.39;0;1;;
IMAGES_P;2014;160015368;160014411;N4160;;1;0.89;;;;
IMAGES_P;2014;160015368;160014411;NAUT;4;5;5.32;;;;
IMAGES_P;2014;170000038;170780050;M1160;;2;1.63;0;1;0;0
IMAGES_P;2014;170000038;170780050;N4130;7;1;7.8;0;1;;
IMAGES_P;2014;170000038;170780050;N4160;;1;0.4;;;;
IMAGES_P;2014;170000087;170023279;M1160;12;3;11.64;;;0;0
IMAGES_P;2014;170000087;170023279;N4130;31;10;38.64;1;;;
IMAGES_P;2014;170000087;170023279;N4160;3;;3;;;;
IMAGES_P;2014;170000087;170023279;NAUT;23;3;22.82;;;;
IMAGES_P;2014;170000095;170780167;M1160;1;6;2.2;0;1;0;0
IMAGES_P;2014;170000095;170780167;N4130;5;4;7.38;0;1;;
IMAGES_P;2014;170000095;170780167;N4160;0;2;0.68;;;;
IMAGES_P;2014;170000095;170780167;NAUT;3;1;3.14;;;;
IMAGES_P;2014;170000103;170780175;M1160;5;1;4.5;0;1;0;0
IMAGES_P;2014;170000103;170780175;N4130;16;6;19.52;;;;
IMAGES_P;2014;170000103;170780175;NAUT;2;;0.61;;;;
IMAGES_P;2014;170000129;170780191;M1160;3;1;3.4;0;1;0;0
IMAGES_P;2014;170000129;170780191;N4130;4;5;7.97;1;0;;
IMAGES_P;2014;170000129;170780191;N4160;1;;1;;;;
IMAGES_P;2014;170000129;170780191;NAUT;1;2;3.65;;;;
IMAGES_P;2014;170000152;170780225;M1160;5;2;4.99;0;1;0;0
IMAGES_P;2014;170000152;170780225;N4130;12;7;17.41;;1;;
IMAGES_P;2014;170000152;170780225;N4160;1;0;1;;;;
IMAGES_P;2014;170000152;170780225;NAUT;7;2;7.2;;;;
IMAGES_P;2014;170000178;170780266;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;170000178;170780266;N4130;;1;0.6;0;0;;
IMAGES_P;2014;170780563;170000251;M1160;3;;3;;;;
IMAGES_P;2014;170780621;170000285;M1160;;7;0.5;0;1;1;1
IMAGES_P;2014;170780621;170000285;N4130;;3;1.68;0;1;;
IMAGES_P;2014;170780803;170017321;N4130;;1;0.15;0;0;;
IMAGES_P;2014;180000010;180000028;M1160;5;2;6.3;0;1;;0
IMAGES_P;2014;180000010;180000028;N4130;23;6;26.7;0;1;;
IMAGES_P;2014;180000010;180000028;N4160;1;;1;;;;
IMAGES_P;2014;180000010;180000028;NAUT;13;2;14.35;;;;
IMAGES_P;2014;180000200;180000051;M1160;2;1;2.2;0;1;1;1
IMAGES_P;2014;180000200;180000051;N4130;10;1;10.8;0;0;;
IMAGES_P;2014;180000200;180000051;NAUT;2;;0.92;;;;
IMAGES_P;2014;180000283;180000069;M1160;1;;0.93;0;1;1;1
IMAGES_P;2014;180000283;180000069;N4130;5;;5;1;0;;
IMAGES_P;2014;180000283;180000069;NAUT;2;;1.9;;;;
IMAGES_P;2014;190000018;190000042;M1160;5;;4.38;0;1;1;1
IMAGES_P;2014;190000018;190000042;N4130;19;3;21.1;1;0;;
IMAGES_P;2014;190000018;190000042;N4160;1;;0.9;;;;
IMAGES_P;2014;190000018;190000042;NAUT;11;3;12.76;;;;
IMAGES_P;2014;190000026;190000059;M1160;5;3;4.14;0;1;0;0
IMAGES_P;2014;190000026;190000059;N4130;12;3;15.16;1;0;;
IMAGES_P;2014;190000026;190000059;N4160;1;;1;;;;
IMAGES_P;2014;190000026;190000059;NAUT;5;1;6.64;;;;
IMAGES_P;2014;190000091;190000075;M1160;2;;2;0;1;;
IMAGES_P;2014;190000091;190000075;N4130;5;4;8.43;0;1;;
IMAGES_P;2014;190000091;190000075;N4160;1;;1;;;;
IMAGES_P;2014;190000091;190000075;NAUT;3;1;3.5;;;;
IMAGES_P;2014;190000224;190000901;M1160;5;2;6;0;1;;
IMAGES_P;2014;190000224;190000901;M1210;2;3;3;0;0;;
IMAGES_P;2014;210780789;210003208;M1160;2;7;2.7;0;1;0;0
IMAGES_P;2014;210780789;210003208;N4130;3;;3;0;1;;
IMAGES_P;2014;210780789;210003208;NAUT;2;;2;;;;
IMAGES_P;2014;210780979;210000295;M1160;;6;3;0;1;;
IMAGES_P;2014;210780979;210000295;N4130;1;;1;0;1;;
IMAGES_P;2014;210987558;210780581;M1160;14;5;8.17;0;1;1;1
IMAGES_P;2014;210987558;210780581;M1210;1;;0.71;0;1;;
IMAGES_P;2014;210987558;210780581;N4130;46;31;68.5;0;1;;
IMAGES_P;2014;210987558;210780581;N4160;4;;4;;;;
IMAGES_P;2014;210987558;210780581;NAUT;27;3;32.13;;;;
IMAGES_P;2014;210987632;210780607;M1160;;1;0.2;0;0;0;0
IMAGES_P;2014;210987632;210780607;N4130;;1;0.8;0;0;;
IMAGES_P;2014;210987657;210780714;M1160;3;1;3.4;1;0;0;0
IMAGES_P;2014;210987657;210780714;N4130;12;1;12.5;1;0;;
IMAGES_P;2014;210987657;210780714;N4160;1;0;1;;;;
IMAGES_P;2014;210987657;210780714;NAUT;3;3;4.8;;;;
IMAGES_P;2014;210987665;210010070;M1160;1;1;0.61;0;0;0;0
IMAGES_P;2014;210987681;210011482;M1160;1;;0.5;;;;
IMAGES_P;2014;210987699;210780706;M1160;2;2;2.81;0;1;0;0
IMAGES_P;2014;210987699;210780706;N4130;10;2;10.47;1;0;;
IMAGES_P;2014;210987699;210780706;N4160;1;0;1;;;;
IMAGES_P;2014;210987699;210780706;NAUT;4;1;3.92;;;;
IMAGES_P;2014;210987731;210780417;M1160;5;2;5.1;0;1;0;0
IMAGES_P;2014;210987731;210780417;M1210;3;6;4.51;;;;
IMAGES_P;2014;210987731;210780417;N4130;25;2;24.16;0;1;;
IMAGES_P;2014;210987731;210780417;N4160;1;;1;;;;
IMAGES_P;2014;210987731;210780417;NAUT;15;4;15.23;;;;
IMAGES_P;2014;220000012;220000020;M1160;8;1;7.82;1;0;1;0
IMAGES_P;2014;220000012;220000020;M1210;3;1;2.34;0;0;;
IMAGES_P;2014;220000012;220000020;N4130;35;19;40.89;0;0;;
IMAGES_P;2014;220000012;220000020;N4160;3;;1.93;;;;
IMAGES_P;2014;220000012;220000020;NAUT;31;6;37.47;;;;
IMAGES_P;2014;220000095;220000046;M1160;;;;0;1;0;0
IMAGES_P;2014;220000095;220000046;N4130;12;6;14.86;;;;
IMAGES_P;2014;220000095;220000046;N4160;1;0;1;;;;
IMAGES_P;2014;220000095;220000046;NAUT;5;1;5.86;;;;
IMAGES_P;2014;220000343;220000079;M1160;2;;1.8;0;0;0;0
IMAGES_P;2014;220000343;220000079;N4130;10;4;13.84;1;0;;
IMAGES_P;2014;220000343;220000079;N4160;1;;1;;;;
IMAGES_P;2014;220000343;220000079;NAUT;5;2;5.44;;;;
IMAGES_P;2014;220000368;220000103;M1160;4;1;3.99;0;1;0;1
IMAGES_P;2014;220000368;220000103;N4130;8;10;16.23;1;0;;
IMAGES_P;2014;220000368;220000103;N4160;1;;0.5;;;;
IMAGES_P;2014;220000368;220000103;NAUT;11;4;11.71;;;;
IMAGES_P;2014;220000541;220000152;M1160;2;1;2.16;0;1;1;0
IMAGES_P;2014;220000541;220000152;N4130;9;2;11.16;1;0;;
IMAGES_P;2014;220000541;220000152;N4160;1;;0.06;;;;
IMAGES_P;2014;220000541;220000152;NAUT;6;2;6.27;;;;
IMAGES_P;2014;220001259;220005045;N4130;1;2;2.59;0;0;;
IMAGES_P;2014;220001259;220005045;N4160;;;0.25;;;;
IMAGES_P;2014;220001259;220005045;NAUT;1;1;0.36;;;;
IMAGES_P;2014;230000820;230780041;M1160;3;;1.58;0;1;0;0
IMAGES_P;2014;230000820;230780041;M1210;3;;1.58;0;1;;
IMAGES_P;2014;230000820;230780041;N4130;17;;16.59;;;;
IMAGES_P;2014;230000820;230780041;NAUT;3;2;4.11;;;;
IMAGES_P;2014;230000846;230780066;M1160;;1;0.09;0;0;0;0
IMAGES_P;2014;230000846;230780066;N4130;2;1;2.8;0;1;;
IMAGES_P;2014;230004657;230780058;M1160;1;1;1.04;0;1;0;0
IMAGES_P;2014;230780082;750005068;N4130;2;;2.05;0;1;;
IMAGES_P;2014;230782617;750000218;M1160;;1;0.1;;;;
IMAGES_P;2014;230782617;750000218;N4130;;1;0.1;;;;
IMAGES_P;2014;240000216;240000620;M1160;1;;1;0;0;0;0
IMAGES_P;2014;240000216;240000620;N4130;1;;1;0;0;;
IMAGES_P;2014;240000372;240000059;M1160;3;;3.28;0;1;0;0
IMAGES_P;2014;240000372;240000059;N4130;11;4;14.32;1;;;
IMAGES_P;2014;240000372;240000059;N4160;1;;1;;;;
IMAGES_P;2014;240000372;240000059;NAUT;7;1;5.67;;;;
IMAGES_P;2014;240000489;240000117;M1160;6;1;6.27;0;1;0;0
IMAGES_P;2014;240000489;240000117;N4130;24;5;28.19;;1;;
IMAGES_P;2014;240000489;240000117;N4160;3;0;2.3;;;;
IMAGES_P;2014;240000489;240000117;NAUT;20;3;18.41;;;;
IMAGES_P;2014;240000687;240000448;M1160;1;2;1.89;0;1;0;0
IMAGES_P;2014;240000687;240000448;N4130;13;;13;1;0;;
IMAGES_P;2014;240000687;240000448;N4160;;1;0.8;;;;
IMAGES_P;2014;240000687;240000448;NAUT;3;6;6.77;;;;
IMAGES_P;2014;250000114;900000365;M1160;3;0;3.53;0;1;;
IMAGES_P;2014;250000114;900000365;M1210;0;3;1.5;;;;
IMAGES_P;2014;250000270;250000643;N4130;5;2;5.38;;;;
IMAGES_P;2014;250000270;250000643;NAUT;3;2;3.83;;;;
IMAGES_P;2014;250000700;250000452;M1160;1;4;2;0;1;;
IMAGES_P;2014;250000700;250000452;N4130;6;6;9.86;1;0;;
IMAGES_P;2014;250000700;250000452;N4160;1;0;1;;;;
IMAGES_P;2014;250000700;250000452;NAUT;1;4;3.21;;;;
IMAGES_P;2014;250000718;250000460;N4130;1;;0.61;0;0;;
IMAGES_P;2014;250000718;250000460;N4160;;1;0.05;;;;
IMAGES_P;2014;250000718;250000460;NAUT;1;;0.1;;;;
IMAGES_P;2014;250006954;250000015;M1160;12;25;17.44;1;1;1;1
IMAGES_P;2014;250006954;250000015;M1210;2;3;3.11;0;0;;
IMAGES_P;2014;250006954;250000015;N4130;48;43;80.86;1;1;;
IMAGES_P;2014;250006954;250000015;N4160;3;;2.93;;;;
IMAGES_P;2014;250006954;250000015;NAUT;23;17;40.07;;;;
IMAGES_P;2014;250011723;250017126;M1160;2;;2;0;0;0;0
IMAGES_P;2014;250011723;250017126;N4130;4;;4;;;;
IMAGES_P;2014;250011723;250017126;N4160;;1;0.3;;;;
IMAGES_P;2014;250011723;250017126;NAUT;4;;4;;;;
IMAGES_P;2014;260000013;260000021;M1160;8;2;8.11;0;1;1;1
IMAGES_P;2014;260000013;260000021;M1210;4;0;3.06;0;0;;
IMAGES_P;2014;260000013;260000021;N4130;30;27;47.95;1;1;;
IMAGES_P;2014;260000013;260000021;N4160;3;0;2.66;;;;
IMAGES_P;2014;260000013;260000021;NAUT;13;14;25;;;;
IMAGES_P;2014;260000120;260016910;M1160;1;3;2.8;;1;;
IMAGES_P;2014;260000120;260016910;N4130;14;1;14.88;0;0;;
IMAGES_P;2014;260000120;260016910;N4160;;1;0.75;;;;
IMAGES_P;2014;260000120;260016910;NAUT;5;2;6.53;;;;
IMAGES_P;2014;260000138;260000047;M1160;4;2;5.13;0;1;1;0
IMAGES_P;2014;260000138;260000047;N4130;11;7;15.29;1;0;;
IMAGES_P;2014;260000138;260000047;N4160;1;;1;;;;
IMAGES_P;2014;260000138;260000047;NAUT;3;3;5.81;;;;
IMAGES_P;2014;260000146;260000054;M1160;1;;1;0;0;0;0
IMAGES_P;2014;260000146;260000054;N4130;3;4;6.42;;1;;
IMAGES_P;2014;260000146;260000054;N4160;;1;0.3;;;;
IMAGES_P;2014;260000195;260006770;N4130;1;;0.3;0;0;;
IMAGES_P;2014;260000203;260016910;M1160;;;0.2;0;0;0;0
IMAGES_P;2014;260000203;260016910;N4130;2;1;2.8;0;0;;
IMAGES_P;2014;260000203;260016910;N4160;;1;0.25;;;;
IMAGES_P;2014;260000203;260016910;NAUT;1;;1;;;;
IMAGES_P;2014;260000237;260000088;N4130;1;1;0.55;0;0;;
IMAGES_P;2014;260000278;260000096;N4130;;1;0.32;0;0;;
IMAGES_P;2014;260000286;260000104;N4130;5;2;6.79;0;0;;
IMAGES_P;2014;260000286;260000104;N4160;1;;0.5;;;;
IMAGES_P;2014;260000302;260000161;M1160;;4;0.7;0;0;0;0
IMAGES_P;2014;260000302;260000161;NAUT;3;1;3.85;;;;
IMAGES_P;2014;260006267;070000245;M1160;4;;4;0;1;0;0
IMAGES_P;2014;260015276;260006770;N4130;;1;0.4;0;0;;
IMAGES_P;2014;270000045;270000060;M1160;;7;1.86;0;1;;
IMAGES_P;2014;270000045;270000060;N4130;7;;6.94;0;1;;
IMAGES_P;2014;270000045;270000060;N4160;1;;1;;;;
IMAGES_P;2014;270000045;270000060;NAUT;3;1;3.07;;;;
IMAGES_P;2014;270000326;270000680;M1160;;;;0;1;0;0
IMAGES_P;2014;270000326;270000680;N4130;12;1;12.5;;1;;
IMAGES_P;2014;270000326;270000680;N4160;1;1;1.5;;;;
IMAGES_P;2014;270000326;270000680;NAUT;19;;19;;;;
IMAGES_P;2014;270000359;270023724;M1160;4;5;4.68;1;0;1;1
IMAGES_P;2014;270000359;270023724;N4130;26;3;27.66;;;;
IMAGES_P;2014;270000359;270023724;NAUT;9;;9.13;;;;
IMAGES_P;2014;270000367;270000086;M1160;;7;2.5;0;1;0;0
IMAGES_P;2014;270000367;270000086;N4130;6;3;8.1;0;1;;
IMAGES_P;2014;270000367;270000086;N4160;1;;1;;;;
IMAGES_P;2014;270000367;270000086;NAUT;2;;2;;;;
IMAGES_P;2014;270000391;760024042;M1160;2;;2;1;;;
IMAGES_P;2014;270000391;760024042;N4130;1;2;2.43;1;;;
IMAGES_P;2014;270000391;760024042;NAUT;1;;1;;;;
IMAGES_P;2014;270000425;270000102;M1160;1;2;1.7;1;1;0;0
IMAGES_P;2014;270000425;270000102;M1210;;;;0;1;;
IMAGES_P;2014;270000425;270000102;N4130;7;;6.94;0;1;;
IMAGES_P;2014;270000425;270000102;N4160;1;;0.2;;;;
IMAGES_P;2014;270000425;270000102;NAUT;13;;7.21;;;;
IMAGES_P;2014;270000441;270000110;M1160;1;1;1.63;0;0;0;0
IMAGES_P;2014;270000441;270000110;N4130;4;;3.83;0;1;;
IMAGES_P;2014;270000458;270023724;M1160;;;2.5;0;1;0;0
IMAGES_P;2014;270000458;270023724;N4130;13;5;16.13;;;;
IMAGES_P;2014;270000458;270023724;N4160;1;;1;;;;
IMAGES_P;2014;270000458;270023724;NAUT;7;;7;;;;
IMAGES_P;2014;270000862;270000953;M1160;;5;1;;;;
IMAGES_P;2014;270000912;750814030;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;270000912;750814030;N4130;2;;2;0;0;;
IMAGES_P;2014;270000912;750814030;NAUT;1;;1;;;;
IMAGES_P;2014;280000084;280000183;M1160;4;4;5.6;1;1;0;0
IMAGES_P;2014;280000084;280000183;N4130;21;4;23.43;1;1;;
IMAGES_P;2014;280000084;280000183;N4160;1;;1;;;;
IMAGES_P;2014;280000084;280000183;NAUT;17;1;17.73;;;;
IMAGES_P;2014;280000662;280500075;M1160;2;0;2.69;0;1;1;0
IMAGES_P;2014;280000662;280500075;N4130;5;5;9.23;0;1;;
IMAGES_P;2014;280000662;280500075;NAUT;4;1;4.86;;;;
IMAGES_P;2014;280007121;720002294;M1210;;4;1.05;0;0;;
IMAGES_P;2014;280007121;720002294;N4130;;7;4.86;0;0;;
IMAGES_P;2014;280007121;720002294;N4160;;1;0.2;;;;
IMAGES_P;2014;280007121;720002294;NAUT;;5;3.46;;;;
IMAGES_P;2014;280502998;280000589;M1160;2;2;3.3;0;1;;
IMAGES_P;2014;280502998;280000589;N4130;6;1;7.09;0;1;;
IMAGES_P;2014;280502998;280000589;NAUT;3;;3.1;;;;
IMAGES_P;2014;280504267;280000134;M1160;3;1;4.37;0;1;0;0
IMAGES_P;2014;280504267;280000134;N4130;21;16;29.81;1;1;;
IMAGES_P;2014;280504267;280000134;N4160;2;;1.4;;;;
IMAGES_P;2014;280504267;280000134;NAUT;20;7;23.23;;;;
IMAGES_P;2014;290000025;290020700;M1160;10;2;8.65;1;0;1;0
IMAGES_P;2014;290000025;290020700;N4130;28;10;32.72;0;1;;
IMAGES_P;2014;290000025;290020700;N4160;2;;2;;;;
IMAGES_P;2014;290000025;290020700;NAUT;14;4;15.56;;;;
IMAGES_P;2014;290000033;290021542;M1160;6;4;5.79;;1;0;
IMAGES_P;2014;290000033;290021542;N4130;23;4;23.11;;;;
IMAGES_P;2014;290000033;290021542;N4160;1;0;0.25;;;;
IMAGES_P;2014;290000033;290021542;NAUT;20;2;23.74;;;;
IMAGES_P;2014;290000058;290000017;M1160;3;2;2.35;0;1;0;0
IMAGES_P;2014;290000058;290000017;M1210;8;3;4.11;0;0;;
IMAGES_P;2014;290000058;290000017;N4130;18;17;29.86;1;1;;
IMAGES_P;2014;290000058;290000017;N4160;1;1;1.4;;;;
IMAGES_P;2014;290000058;290000017;NAUT;14;8;20;;;;
IMAGES_P;2014;290000066;290020700;M1160;8;1;0.6;0;0;0;0
IMAGES_P;2014;290000066;290020700;N4130;28;10;3.59;0;0;;
IMAGES_P;2014;290000066;290020700;NAUT;;;0.91;;;;
IMAGES_P;2014;290000140;290000447;M1160;;;0;0;1;0;0
IMAGES_P;2014;290000140;290000447;N4130;;;0;0;1;;
IMAGES_P;2014;290000173;290000041;M1160;;1;0.6;0;0;;
IMAGES_P;2014;290000173;290000041;N4130;7;4;11.2;1;;;
IMAGES_P;2014;290000173;290000041;N4160;;1;0.5;;;;
IMAGES_P;2014;290000173;290000041;NAUT;1;1;2.04;;;;
IMAGES_P;2014;290000181;290000074;M1160;2;;1.6;1;0;0;0
IMAGES_P;2014;290000181;290000074;N4130;7;;7.3;0;1;;
IMAGES_P;2014;290000181;290000074;N4160;1;;1;;;;
IMAGES_P;2014;290000181;290000074;NAUT;5;;5.86;;;;
IMAGES_P;2014;290000256;290000017;M1160;2;1;2.4;0;0;0;0
IMAGES_P;2014;290000256;290000017;N4130;7;4;10.4;1;0;;
IMAGES_P;2014;290000256;290000017;N4160;;1;0.5;;;;
IMAGES_P;2014;290000256;290000017;NAUT;1;3;2.05;;;;
IMAGES_P;2014;290000728;750821092;M1160;3;1;3.24;0;0;0;1
IMAGES_P;2014;290000728;750821092;N4130;14;3;15.54;1;0;;
IMAGES_P;2014;290000728;750821092;N4160;1;;1;;;;
IMAGES_P;2014;290000728;750821092;NAUT;5;;6.56;;;;
IMAGES_P;2014;290000785;220020739;M1160;3;;3.07;;1;1;0
IMAGES_P;2014;290000785;220020739;N4130;9;1;9.25;;;;
IMAGES_P;2014;290000785;220020739;N4160;1;;1;;;;
IMAGES_P;2014;290000785;220020739;NAUT;4;2;5.5;;;;
IMAGES_P;2014;290000918;290000298;M1160;;1;0.3;0;0;0;0
IMAGES_P;2014;290000918;290000298;N4130;;1;0.9;0;0;;
IMAGES_P;2014;290000918;290000298;N4160;;1;0.15;;;;
IMAGES_P;2014;290000934;290000306;M1160;1;;0.56;0;1;0;0
IMAGES_P;2014;290000934;290000306;N4130;9;1;9.62;0;1;;
IMAGES_P;2014;290000934;290000306;N4160;1;;1;;;;
IMAGES_P;2014;290000934;290000306;NAUT;3;1;5.36;;;;
IMAGES_P;2014;290000975;290000546;M1160;;1;0.2;;;;
IMAGES_P;2014;290000975;290000546;N4130;1;1;1.27;;;;
IMAGES_P;2014;290004324;290000017;M1160;9;2;5.71;1;1;1;1
IMAGES_P;2014;290004324;290000017;M1210;6;1;2.64;0;0;;
IMAGES_P;2014;290004324;290000017;N4130;44;16;53.89;1;1;;
IMAGES_P;2014;290004324;290000017;N4160;2;3;3.4;;;;
IMAGES_P;2014;290004324;290000017;NAUT;15;5;17.5;;;;
IMAGES_P;2014;290019777;290022508;M1160;2;;2;1;0;;
IMAGES_P;2014;290019777;290022508;N4130;2;;2;;1;;
IMAGES_P;2014;290019777;290022508;NAUT;1;1;1.57;;;;
IMAGES_P;2014;2A0000022;2A0000014;M1160;2;10;4.76;;;;
IMAGES_P;2014;2A0000022;2A0000014;N4130;27;2;26.69;;;;
IMAGES_P;2014;2A0000022;2A0000014;N4160;2;0;2;;;;
IMAGES_P;2014;2A0000022;2A0000014;NAUT;41;2;39.96;;;;
IMAGES_P;2014;2A0000154;2A0000204;M1160;3;;2;;0;;
IMAGES_P;2014;2A0000154;2A0000204;N4130;4;;4;;0;;
IMAGES_P;2014;2A0000154;2A0000204;N4160;;1;0.2;;;;
IMAGES_P;2014;2A0000154;2A0000204;NAUT;5;1;5.5;;;;
IMAGES_P;2014;2A0002614;2A0002606;M1160;;2;0.5;0;0;;
IMAGES_P;2014;2A0002614;2A0002606;N4130;2;;2;;;;
IMAGES_P;2014;2B0000012;2B0000020;M1160;4;1;3.31;0;1;0;0
IMAGES_P;2014;2B0000012;2B0000020;M1210;0;0;0;0;1;;
IMAGES_P;2014;2B0000012;2B0000020;N4130;28;3;27.4;1;1;;
IMAGES_P;2014;2B0000012;2B0000020;N4160;1;0;1;;;;
IMAGES_P;2014;2B0000012;2B0000020;NAUT;11;0;9.15;;;;
IMAGES_P;2014;2B0000038;2B0004246;N4130;3;;3;0;1;;
IMAGES_P;2014;2B0000392;2B0000129;M1160;6;;1.2;0;1;;
IMAGES_P;2014;2B0000392;2B0000129;N4130;3;;3;0;1;;
IMAGES_P;2014;2B0000392;2B0000129;NAUT;2;;2;;;;
IMAGES_P;2014;2B0005359;2B0005342;N4130;3;;3;0;1;;
IMAGES_P;2014;300000023;300780046;M1160;3;4;4.3;0;1;0;0
IMAGES_P;2014;300000023;300780046;N4130;14;6;18.29;;;;
IMAGES_P;2014;300000023;300780046;N4160;2;0;1.1;;;;
IMAGES_P;2014;300000023;300780046;NAUT;7;4;9.04;;;;
IMAGES_P;2014;300000031;300780053;M1160;4;1;4.7;0;1;1;1
IMAGES_P;2014;300000031;300780053;N4130;10;9;17.39;1;0;;
IMAGES_P;2014;300000031;300780053;N4160;2;0;2;;;;
IMAGES_P;2014;300000031;300780053;NAUT;9;4;10.49;;;;
IMAGES_P;2014;300000478;300781010;N4130;1;;1;0;0;;
IMAGES_P;2014;300780137;920028396;M1160;7;2;7;;;0;0
IMAGES_P;2014;300780152;300000114;M1160;5;;5;0;0;0;0
IMAGES_P;2014;300780152;300000114;N4130;1;;1;;;;
IMAGES_P;2014;300782117;300780038;M1160;14;4;16.68;1;1;1;1
IMAGES_P;2014;300782117;300780038;M1210;1;4;3.46;0;0;;
IMAGES_P;2014;300782117;300780038;N4130;61;14;71.25;0;1;;
IMAGES_P;2014;300782117;300780038;N4160;3;;4;;;;
