BOR;AN;FI;ORG_E5;ORG_A1;ORG_A2;ORG_A3;FI_EJ;ORG_A4;ORG_A5;ORG_A6;ORG_A7;ORG_A8;ORG_A9;ORG_A10;ORG_A11;ORG_B1;ORG_C1;ORG_D1;ORG_B2;ORG_C2;ORG_D2;ORG_B3;ORG_C3;ORG_D3;ORG_B4;ORG_C4;ORG_D4;ORG_B5;ORG_C5;ORG_D5;ORG_B6;ORG_C6;ORG_D6;ORG_B7;ORG_C7;ORG_D7;ORG_B8;ORG_C8;ORG_D8;ORG_B9;ORG_C9;ORG_D9;ORG_B10;ORG_C10;ORG_D10;ORG_B11;ORG_C11;ORG_D11;ORG_A12;ORG_A13;ORG_A14;ORG_A15
ORG;2014;490007929;;;1;;490000627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5
ORG;2014;490008224;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490009008;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490009248;;;2;;490535168;;;;;;;;;;;;A;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;
ORG;2014;490011350;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490014909;;;1;;490008109;;;;;;21;;;;;;A;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;
ORG;2014;490015435;;;;;490011384;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.1;;;
ORG;2014;490015906;;;1;;490000197;;;;;;;;;;;;F;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;3
ORG;2014;490016235;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490016334;;0;0;0;490016326;0;0;0;0;0;0;693;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.01;0.04;0.01
ORG;2014;490016870;;0;3;0;440048643;0;0;0;0;0;0;0;2;;;;D;A;B;;;;;;;;;;;;;;;;;;;;;;;;;G;A;;1;0;0;0.5
ORG;2014;490017613;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490018769;;0;0;0;440042844;0;0;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;490018785;;0;0;0;440042844;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;490531910;;;2;;490535093;;;;;;;6;1;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;C;;;A;;;0.5;0.9;4.8;5.62
ORG;2014;490537818;;;;;490011384;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.5;;;
ORG;2014;500000021;;;;;500000054;;1;1;1;;;;;;;;;;;;;;;;;B;;;A;;;D;;;;;;;;;;;;;;;0;;;
ORG;2014;500000146;;;;;500000500;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500000195;;;1;;500000039;1;;;;;;3;;;;;B;;;;;;A;;;;;;;;;;;;;;;;;;D;A;;;;;;;;
ORG;2014;500000260;;;;;500000054;;1;1;1;;;;;;;;;;;;;;;;;B;;;A;;;D;;;;;;;;;;;;;;;0;;;
ORG;2014;500000302;;;2;;500000062;;;2;;;;;;;;;D;A;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;0;1;1;
ORG;2014;500000401;;;;;500000609;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500000427;;;;;500000096;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500000435;;;1;1;500000104;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;0;0.86;0
ORG;2014;500000476;;;1;;500000138;1;1;;;;;9;;;;;A;;;;;;G;;;B;;;;;;;;;;;;;;;C;C;C;;;;0;;0.75;
ORG;2014;500002357;;;;;500002233;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;500010384;;1;;;500010384;;;;;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;0;;;35.76
ORG;2014;500012687;;0;1;0;310021118;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;
ORG;2014;500015185;;;2;;500015185;1;;;;;;96;;;;;A;C;;;;;C;;;;;;;;;;;;;;;;;;C;A;;;;;;1.09;4.5;2.44
ORG;2014;500021373;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500021381;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500021399;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;500021415;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;510000169;;1;1;;510000037;1;1;;1;;;166;;C;D;;C;D;;;;;C;;;A;;;;;;C;D;;;;;;;;C;D;H;;;;;4.43;5.8;1.5
ORG;2014;510000201;;;;;750034589;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;D;;;;;0;0;0;0.25
ORG;2014;510000219;;;;;510000052;;1;;;;;;;;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;510000227;;;1;;510000565;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
ORG;2014;510000235;;1;;;510000060;;;1;1;;;;;C;;;;;;;;;;;;;;;A;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;510000243;;1;;;510000573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;510000250;;;1;1;510000078;;1;1;;1;;27;;;;;D;;;C;;;;;;A;;;B;;;;;;C;;;;;;C;D;A;;;;0.2;3.56;24.91;3.73
ORG;2014;510000284;;1;;;510000615;;;;;;;2;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;;;;;1;0;0;0
ORG;2014;510000359;;;;;510000086;;;2;;;;10;;;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;510000466;;;;;510000102;;1;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;510000516;;;1;1;510000136;;;;1;;;;;;;;A;C;E;C;D;E;;;;;;;;;;D;;;;;;;;;;;;;;;0;1.16;2.18;0.15
ORG;2014;510000813;;0;0;0;510000854;0;0;0;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0;0;0;0
ORG;2014;510002447;;;;3;510000029;1;;;1;;;29;;;;;;;;C;E;B;H;;;;;;;;;D;;;;;;;;;C;;;;;;1.5;0;0;0
ORG;2014;510002454;;;;3;510000029;1;;;1;;;13;;;;;;;;C;E;B;H;;;;;;;;;D;;;;;;;;;C;;;;;;1.5;0;0;0
ORG;2014;510002470;;;;3;510000029;1;;;1;;;8;;;;;;;;C;E;B;H;;;;;;;;;D;;;;;;;;;C;;;;;;1.5;0;0;0
ORG;2014;510004302;;;;3;510000029;1;;;1;;;16;;;;;;;;C;E;B;H;;;;;;;;;D;;;;;;;;;C;;;;;;1.5;0;0;0
ORG;2014;510011679;;;;3;510000029;1;;;1;;;;;;;;;;;C;E;B;H;;;;;;;;;D;;;;;;;;;;;;;;;1.5;0;0;0
ORG;2014;510012040;;;;;510000557;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;510020548;;;;;750047367;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;510023914;;;;;510000037;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;C;;;0;0;0;0
ORG;2014;520000019;;;;;520780024;1;;;;;;25;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;C;D;A;;;;0;0.6;1;0
ORG;2014;520000027;;;;2;520780032;;1;;1;;;;;;;;;;;C;C;;;;;A;;;;;;D;;;;;;;;;;;;;;;3.93;0;2.93;1
ORG;2014;520000035;;;3;;520780040;;;;;;;;;;;;D;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;520000043;;;;;520780057;;1;;1;;;;;;;;;;;;;;;;;A;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;520000050;;1;;;520780065;;1;1;;1;;28;;A;C;;;;;;;;;;;A;;;B;A;;;;;G;;;;;;A;B;C;;;;0;0;0;0
ORG;2014;520000068;;;2;;520780073;1;1;;2;2;;;;;;;C;D;;;;;;;;;;;;;;D;B;;C;;;;;;;;;;;;0.15;4.58;24.9;11.01
ORG;2014;520000076;;;1;;520780081;;1;2;;;;;;;;;;;;;;;;;;;;;B;B;;;;;;;;;;;;;;;;;;;6.25;8.29
ORG;2014;520000084;;;1;;520780099;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;520003823;;;;;750047367;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;520780156;;;1;;520000092;;;;1;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;520780214;;;1;;520000118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;530000017;;;;;530000025;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;530000124;;;;;530000249;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;C;;;;;;;;
ORG;2014;530000132;;;1;;530007202;;;;;;;;;;;;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;;
ORG;2014;530000140;;;;;530000058;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;C;;;;0;0;1.35;1.66
ORG;2014;530000165;;;;;530000066;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;0;0.05;0.55;0.6
ORG;2014;530000173;;0;1;0;530000074;1;1;0;1;1;;102;;;;;D;;;;;;C;;;C;;;;;;D;;;C;;;;;;C;D;A;;;;1;2.2;12.29;5.07
ORG;2014;530000264;;;1;;530000371;1;1;;1;;;197;1;;;;D;;;;;;;;;C;;;;;;D;;;;;;;;;;;;A;;;;6.54;33.9;6.3
ORG;2014;530000611;;;;;530002591;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;;;;;;1.85;;1.5
ORG;2014;530002898;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;530006188;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;530007285;;;;;530007210;;1;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;530031962;;;;;530000975;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;
ORG;2014;540000015;;;9;;540023264;1;1;;1;3;0;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;C;;;C;A;E;;;;;;;
ORG;2014;540000023;;0;2;0;540000049;0;0;1;0;0;0;;;;;;D;A;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;0;0.25;5.9;4.8
ORG;2014;540000072;;;;;540014081;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;G;;;;;;;
ORG;2014;540000155;;;;2;540000080;;1;;1;;;;;;;;;;;D;D;;;;;A;;;;;;D;;;;;;;;;;;;;;;0;0;6;1.01
ORG;2014;540000163;;;;;540020112;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;540000270;;;;;540003399;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;B;;;;;;;
ORG;2014;540000361;;;;;540003928;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;540000452;;0;0;0;540000908;0;1;0;0;0;0;24;0;;;;;;;;;;;;;B;;;;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;540000478;;;1;;540003449;;;;;;2;55;;;;;B;;;;;;;;;;;;;;;;;;;;;A;;;C;A;G;;;;1;;;
ORG;2014;540000981;;;;;540001112;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;540001070;;;1;;540000767;;;;1;9;;23;;;;;B;;;;;;;;;;;;;;;D;;;C;;;;;;B;C;A;;;;;;;
ORG;2014;540001096;;;;;570010181;;;;1;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;540001138;;;9;;540023264;1;1;;1;3;0;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;C;;;C;A;E;;;;;;;
ORG;2014;540001286;;;5;;540003019;;;;1;1;;;;;;;C;C;C;;;;;;;;;;;;;A;;;C;;;;;;;;;;;;0;;;
ORG;2014;540002698;;0;9;0;540023264;1;1;0;1;3;0;2955;0;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;C;;;C;A;E;;;;;;;
ORG;2014;540003043;;;9;;540023264;1;1;;1;3;0;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;C;;;C;A;E;;;;;;;
ORG;2014;540005196;;;1;;540008398;;;;;;;9;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;540006459;;;9;;540023264;1;1;;1;3;;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;;;;C;A;E;;;;;;;
ORG;2014;540009701;;;;;540019726;;1;;;;;6;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;C;;;;;;1.6;5.5;126.59;6.38
ORG;2014;540013232;;;9;;540023264;1;1;;1;3;;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;;;;C;A;E;;;;;;;
ORG;2014;540013737;;;;;540019726;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.45;3.82;44.84;6.68
ORG;2014;540014073;;;;1;540000056;;;1;;;;;;;;;;;;B;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;540014149;;1;;;540000122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;540019023;;;;;540001112;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;540020054;;;9;;540023264;1;1;;1;3;0;2955;;;;;A;E;D;;;;C;;;C;;;;;;E;;;C;;;C;;;C;A;E;;;;;;;
ORG;2014;550000012;;;1;;550006795;;;;;;;300;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.68;;
ORG;2014;550000186;;;;;550006795;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
ORG;2014;550000251;;;;;550000095;;1;;;;;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;;0.41;1.69;81.5
ORG;2014;550000434;;;2;;550003354;;1;;1;;;243;;;;;D;D;;;;;;;;A;;;;;;D;;;;;;;;;C;A;;;;;0.75;2.26;6.01;123.69
ORG;2014;550002885;;;;;540001112;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;550003362;;;2;;550006795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
ORG;2014;550005219;;;;;540001112;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;560000127;;;;;560023210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.52;0;89.82;0
ORG;2014;560000135;;25;3;;560005746;1;1;1;;4;;550;;;;;C;;;;;;C;A;;;;;;;;;;;C;;;;;;;;;;;;3;7.19;13.18;51.29
ORG;2014;560000143;;0;1;0;560014748;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;7;0
ORG;2014;560000192;;;2;;560000044;1;;1;;;;141;;;;;C;A;;;;;C;;;;;;B;;;;;;;;;;;;;;;;;;0.01;2.01;2.97;0.54
ORG;2014;560000242;;;1;;560022246;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.1;;
ORG;2014;560000291;;;;;560000085;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;560000382;;;2;;560002032;1;2;;;1;;85;;;;;A;B;;;;;A;;;B;A;;;;;;;;C;;;;;;C;;;;;;0.13;2.1;1.25;10.5
ORG;2014;560000408;;;1;;560002065;1;1;1;;;;;1;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0;0.5;;0.5
ORG;2014;560000465;;;2;;560002198;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;560000473;;;;;560002206;;1;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;0;0.5;;0.6
ORG;2014;560000697;;;2;;560002677;;2;1;;;;;;;;;A;B;;;;;;;;A;B;;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;560002024;;0;0;0;560006074;0;1;0;1;0;0;9;;;;;;;;;;;;;;A;;;;;;A;B;;;;;;;;C;;;;;;;0.15;2.22;
ORG;2014;560002511;;1;;;560000689;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;560002685;;;;;750043713;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.01;0.3;;
ORG;2014;560002933;;;;;560006074;;1;;1;;;4;;;;;;;;;;;;;;A;;;;;;A;B;;;;;;;;C;;;;;;;0.64;;
ORG;2014;560003006;;;2;;560000770;;;;;;;1;;;;;C;A;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;0;0;0
ORG;2014;560003055;;;;;440042844;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.6;2
ORG;2014;560004277;;;1;;750721029;;;;;;;;;;;;A;B;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;
ORG;2014;560006991;;;2;;220017974;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;560007510;;;1;;560001307;;;;2;;;16;;;;;A;;;;;;;;;;;;;;;A;B;;;;;;;;A;C;;;;;0;0.1;1;5.7
ORG;2014;560009490;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560009508;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560009524;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560012122;;;2;;560002677;;2;1;;;;;;;;;A;B;;;;;;;;A;B;;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;560014078;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560014128;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560015422;;;2;;560002214;1;2;;;1;;8;;;;;A;B;;;;;A;;;A;C;;;;;;;;C;;;;;;C;A;;;;;;;;
ORG;2014;560023152;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;560023228;;;;;560023178;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;1;0.8;
ORG;2014;570000117;;;;;570015099;;1;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;570000281;;;4;;570005165;1;1;;;9;;56;1;;;;E;B;;;;;C;;;A;;;;;;;;;C;;;;;;C;D;E;G;;;;;;
ORG;2014;570000349;;;4;;570005165;1;1;;;9;;56;1;;;;E;B;;;;;C;;;A;;;;;;;;;C;;;;;;C;D;E;G;;;;;;
ORG;2014;570000364;;;;;570011569;;;;1;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;;;;;;;;;;
ORG;2014;570000455;;;;;570010173;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;;B;;;;;;
ORG;2014;570000596;;;1;;750821092;;1;;;;;83;;;;;B;;;;;;;;;A;;;;;;;;;;;;;;;C;A;;;;;0.8;0;0;0
ORG;2014;570000646;;0;0;0;570001115;0;0;0;0;0;0;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;E;;;;0;0;0;0
ORG;2014;570000828;;0;0;0;570011452;0;0;0;0;0;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;0;0;0;0
ORG;2014;570000950;;;;;570000398;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;570000968;;;;;570000430;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;D;;;;;0;0;0;0
ORG;2014;570001057;;0;0;0;570023630;0;0;0;0;0;0;280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;F;;;;0.5;2;;
ORG;2014;570001099;;0;0;0;570023630;0;0;0;0;0;0;280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;F;;;;0.5;2;;
ORG;2014;570003905;;;;;540001112;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;570005215;;;4;;570005165;1;1;;;9;;56;1;;;;E;B;;;;;C;;;A;;;;;;;;;C;;;;;;C;D;E;G;;;;;;
ORG;2014;570009670;;;;;570000307;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;0;;;0.7
ORG;2014;570011635;;;;;540001112;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;570012369;;;;;570011387;;1;;;;;2;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;C;C;;;;;0;;;
ORG;2014;570015750;;;4;;570005165;1;1;;;9;;56;1;;;;E;B;;;;;C;;;A;;;;;;;;;C;;;;;;C;D;E;G;;;;;;
ORG;2014;570026252;;0;0;0;570023630;0;0;0;0;0;0;280;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;F;;;;0.5;2;;
ORG;2014;570026682;;;4;;570005165;1;1;;;9;;56;1;;;;E;B;;;;;C;;;A;;;;;;;;;C;;;;;;C;D;E;G;;;;;;
ORG;2014;580001899;;;;;750721334;;;;;;;213;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;B;;;;;;
ORG;2014;580780187;;;;;580000057;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5
ORG;2014;580971349;;;1;;580002129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;580972008;;;;;580000628;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;0.2;0;0
ORG;2014;580972610;;;1;;580780054;;1;1;;;;13;;;;;B;;;;;;;;;A;;;A;;;;;;;;;;;;C;A;;;;;0;;;0.3
ORG;2014;580972636;;1;;;580780971;;;3;;;;201;;B;;;;;;;;;;;;;;;B;A;;;;;;;;;;;A;B;C;;;;2;0.7;11;0.05
ORG;2014;580972644;;;;;580781136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.64;
ORG;2014;580972669;;;;1;580780070;;1;;;1;;;;;;;;;;A;;;;;;A;;;;;;;;;A;;;;;;;;;;;;0.1;0;0;0
ORG;2014;580972677;;;1;;580780088;;;;;1;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;
ORG;2014;580972693;;;3;1;580780039;;;;1;;;309;;;;;A;B;E;C;;;;;;;;;;;;C;;;;;;;;;C;D;A;;;;;;;
ORG;2014;580972701;;;;;580970978;;;1;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590000014;;;1;1;590780052;;;;;;;8;;;;;A;D;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;0.05
ORG;2014;590000097;;1;;;590780185;;;1;;;;4;;C;;;;;;;;;;;;;;;B;;;;;;;;;;;;C;A;;;;;0.1;;;
ORG;2014;590000105;;;;;590780193;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;E;;;;;
ORG;2014;590000113;;;;;590053120;;;;;;;38;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;B;C;A;;3;0.5;0.5;1.65
ORG;2014;590000121;;;2;;590780227;;;1;1;;;;;;;;C;A;;;;;;;;;;;B;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;590000188;;;4;;590780334;;1;1;1;;;;;;;;A;B;E;;;;;;;B;;;A;;;A;;;;;;;;;;;;;;;1;0;0;0
ORG;2014;590000337;;0;4;;590781415;;;;1;1;;50;;;;;C;A;B;;;;;;;;;;;;;D;;;C;;;;;;D;;;;;;1;1.6;0;33.15
ORG;2014;590000428;;;1;;590781605;1;;;;1;;;;;;;A;D;;;;;A;;;;;;;;;;;;C;;;;;;;;;;;;;;;
ORG;2014;590000436;;1;;;590781621;1;;;;;;;;B;;;;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590000451;;;;;590781647;;1;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590000477;;;2;;590781670;1;1;;;;;45;;;;;A;;;;;;;;;B;;;;;;;;;;;;;;;G;D;C;;;;;;;1
ORG;2014;590000535;;;2;;590781803;1;;2;;1;;16;2;;;;A;A;;;;;H;;;;;;B;B;;;;;C;;;;;;C;D;;A;A;;0.25;;;
ORG;2014;590000543;;;1;;590781811;;;1;;;;7;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0.1;0.5;2.7;
ORG;2014;590000600;;;3;;590782207;1;;1;1;;;;3;;;;C;B;;;;;C;A;B;;;;B;;;D;;;;;;;;;;;;C;;;1;0.4;0.5;
ORG;2014;590000618;;0;5;1;590782215;1;0;1;1;1;0;485;0;;;;A;B;C;C;;;;;;;;;;;;;;;;;;;;;C;A;D;;;;2.12;4.25;4;2.5
ORG;2014;590000691;;;1;;590782439;1;1;;;;;92;;;;;B;;;;;;H;C;A;B;;;;;;;;;;;;;;;C;D;E;;;;0.1;0.7;;
ORG;2014;590000758;;;2;;590782637;1;1;;;2;;50;;;;;C;;;;;;C;D;H;B;;;;;;;;;C;D;;;;;C;D;;;;;0.5;8.11;0.55;1.66
