BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2014;950100016;750712184;0;;;;;1;24;1;469;119;6229;12;5;2;5;12.67;5;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2014;970100400;970100186;0;;;;;1;0;0;760;0;6349;0;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;970100442;970100228;1;581;0;277;4.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;970200036;970202156;0;;;;;1;25;0;662;0;4418;1;;;;1;;1;;;;;;;;;;;;;;;;;;
MCOGER;2014;970211215;970211207;1;;;;;1;18;4;710;79;6243;5;3;;;5;3;0;;1;1;11;12;;;6;;;;;;11;12;;;6
MCOGER;2014;970211223;970211207;0;;;;;1;20;;413;0;5701;1;;;;1;;;;;;10;15;;;2;;;;;;10;14.82;;;1.99
MCOGER;2014;970211231;970211207;0;;;;;1;26;5;610;743;9195;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;970400024;970408589;1;454;6;932;5;1;20;0;730;0;7051;6;6;3;3;2.97;2.97;1;1;0;0;10;14;;;1;;;;;2;10;14;;;1.9
MCOGER;2014;970400057;970408589;1;870;529;915;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;970400065;970421038;0;;;;;1;10;0;396;0;3582;3;1;1;0;2.34;0.31;1;1;0;0;6;10;0;0;3;1;0;0;0;1;7.36;8.93;0;0;2.42
MCOGER;2014;970400073;970403606;1;234;84;315;;1;24;;1485;0;7681;3;1;;;3.07;1;;;;;12;18;;;6;;;;;;11.87;17.63;;;3.17
MCOGER;2014;970400180;970408589;0;;;;;1;27;4;720;376;7590;3;3;;;3;3;0;0;1;1;11;18;;;4;;;;;2;11;18;;;5
