BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2014;010000024;010780054;1;434;111;746;1.3;1;22;0;994;0;7889;3;;;;1.4;;0;;0;;10;14;;;2;5;;;;;13.75;13.55;;;3.04
MCOGER;2014;010000065;010780096;0;;;;;1;46;;1716;0;15121;5;;2;2;5.11;1.23;0;0;1;1;15;22;;;1;8;10;;;6;21.38;26.91;;;3.27
MCOGER;2014;010000099;010780120;0;;;;;1;9;;110;0;1154;;;1;1;0.08;0.08;0;0;0;0;2;3;;;3;7;10;;;5;3.17;4.83;;;2.43
MCOGER;2014;010000115;010009132;0;;;;;1;12;0;160;0;3205;;;;;;;;;;;;3;;;1;3;4;1;;1;1.67;4.9;0.08;;1.34
MCOGER;2014;010000131;010009132;0;;;;;1;8;;156;0;2810;;;2;;0.22;;0;;;;1;2;;;1;6;2;1;;7;2.97;2.4;0.01;;1.35
MCOGER;2014;010005239;010008407;0;;;;;1;15;0;672;0;5372;1;0;2;0;2.1;0;0;0;0;0;5;9;0;0;2;1;1;0;0;2;5.5;8.75;0;0;2
MCOGER;2014;010780203;010006450;0;;;;;1;10;0;357;0;3318;1;;;;1;;0;;1;;4;;;;;2;2;;;;4.8;1.4;;;
MCOGER;2014;020000097;020000048;0;;;;;1;31;8;518;1923;8476;2;2;;;2;2;0;0;1;1;14;15;;;10;;3;;;1;14;17.57;;;10.86
MCOGER;2014;020000162;020000063;1;309;0;270;2;1;40;0;1207;0;14518;3;3;2;2;4;4;0;0;0;0;13;15;0;0;7;2;1;0;0;5;12.92;13.71;0;0;7.46
MCOGER;2014;020000394;020000253;1;111;;57;3.1;1;25;0;719;0;9067;3;0;1;0;3.06;0;0;0;0;0;11;9;0;0;6;1;1;0;0;0;11.34;9.62;0;0;5.81
MCOGER;2014;020000519;020000261;1;234;0;214;1.5;1;14;;;;;2;2;;;1;1;0;0;1;1;6;6;;;3;1;1;;;1;6.25;6.25;;;3.39
MCOGER;2014;020001061;020004404;1;35;;35;0.3;1;24;;1065;13;7966;3;2;1;;2.68;1.47;0;0;0;0;11;11;;;2;1;1;;;;11.29;12.08;;;2
MCOGER;2014;030000061;030780092;1;766;0;671;3.62;1;25;1;705;67;8797;;;;;;;0;0;1;0;9;12;;;2;3;3;;1;1;11.53;14.43;;0.5;2.43
MCOGER;2014;030000079;030780100;1;;;;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;030000087;030780118;1;681;72;666;;1;25;2;484;37;6442;2;2;0;0;0.85;0.85;0;0;1;0;10;13;0;0;3;3;2;0;0;6;8.92;8.24;0;0;4.84
MCOGER;2014;040000135;050002948;1;23;;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;050000231;050000116;0;;;;;1;7;;184;0;2117;3;2;1;0;2.01;0.8;;;;;4;3;0;0;6;0;1;0;0;0;3.69;3.22;0;0;2.11
MCOGER;2014;050000256;050000124;1;266;232;130;2.1;1;12;;364;0;3853;1;;;;0.9;;0;;0;;4;10;;;1;2;4;;;1;6.91;11.75;;;1.35
MCOGER;2014;050000348;050002948;1;572;0;572;;1;30;5;781;816;7957;4;2;1;0;3.07;1.07;;;;;11;11;1;0;13;6;6;0;0;6;12.19;12.98;0.33;0;11.1
MCOGER;2014;050006436;050002948;1;;;;;1;0;0;334;0;2917;0;0;0;0;3.89;1.89;;;;;0;0;0;0;0;0;0;0;0;0;16.81;16.69;0.33;0;14.73
MCOGER;2014;060000478;060780897;1;701;0;465;1.5;1;12;0;412;0;4278;3;3;;;1.25;1.25;;;;;3;10;;;1;;;;;;3;10;;;1
MCOGER;2014;060000510;060780954;1;48;0;48;2;1;20;0;776;0;7478;;;;;;;;;;;10;15;;;8;3;3;;;0;12.9;16.18;;;6.93
MCOGER;2014;060000544;060780988;1;389;;214;2.2;1;16;;451;0;5662;1;;1;;1.3;;0;;0;;5;7;;;1;4;5;;;9;5.52;9.08;;;4.5
MCOGER;2014;060002102;060791761;1;151;0;148;2.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;060788957;060785011;1;2009;202;2229;2.9;1;50;4;2030;624;17741;7;1;10;2;9.22;1.59;0;0;1;1;5;;;;64;1;;;;17;5.95;;;;63.73
MCOGER;2014;060789195;060785011;0;;;;;1;20;0;539;0;7097;1;;6;;1.3;;;;;;49;67;0;0;3;10;1;0;0;6;49.68;62.63;0;0;4.32
MCOGER;2014;070000013;070002878;1;137;177;162;3;1;20;0;469;2;5896;4;2;2;;2.02;2.02;0;0;1;1;4;6;;;;4;3;;;2;4.52;6.42;;;0.87
MCOGER;2014;070000179;070780358;1;282;892;419;3.7;1;8;0;256;0;2238;18;0;2;0;20.92;0;0;0;1;1;6;11;0;0;54;8;3;0;0;42;11.53;10.12;0;0;71.61
MCOGER;2014;070000203;070780382;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;070000609;070005566;1;;;;;1;20;;670;0;8094;3;0;0;0;2.25;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOGER;2014;080000110;080000037;1;;;;;1;19;1;659;2;6098;2;2;0;0;2;2;0;0;1;1;6;5;;;1;1;1;;;;6.4;5.6;;;1
MCOGER;2014;080000300;080000078;0;;;;;1;8;;;;;;;2;;0.45;;0;0;0;0;8;7;;;4;;2;;;;3.75;4.65;;;2
MCOGER;2014;080000425;080000615;1;686;38;239;3.5;1;29;3;589;515;9205;4;1;;;3.65;0.55;0;0;0;0;6;11;;;4;7;8;;;3;11.49;15.81;;;5.75
MCOGER;2014;090000175;090781774;1;532;;479;2.23;1;10;;194;0;3476;1;1;;;0.8;0.8;0;0;1;1;11;16;;;3;3;1;;;;3.08;3.84;;;2.66
MCOGER;2014;090000183;090781816;1;177;55;216;3.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;090001629;090780107;1;;;;0.33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;100000090;100000017;1;440;161;601;1.5;1;30;0;834;0;10809;;;7;4;3.7;3.2;0;0;1;1;15;14;;;;5;3;;;1;11.16;16.68;;;1.2
MCOGER;2014;100000199;100006279;0;;;;;1;19;0;603;0;5240;1;;1;1;1.6;0.6;0;;1;;9;11;;;1;1;1;;;1;7.99;8.55;;;1.68
MCOGER;2014;100009364;100000017;0;;;;;1;0;5;0;824;0;;;3;2;0.72;0.7;0;0;1;1;2;1;;;1;;;;;4;2;1;;;1.97
MCOGER;2014;110000023;110780061;1;2214;5;824;4.02;1;25;2;981;107;7197;;;5;3;2.67;1.24;0;0;1;1;15;16;;;;4;6;;;2;13.29;17.18;;;0.5
MCOGER;2014;110000056;110780137;1;584;390;712;2.7;1;14;;529;0;5062;1;;2;;2;;0;;1;;9;11;;;;3;3;;;;11.81;12.04;;;0.1
MCOGER;2014;120000039;120780044;1;;;;;1;26;1;969;108;9581;4;;;;1.5;;;;;;8;5;1;;1;19;22;;;5;16.79;13.11;1;;4.18
MCOGER;2014;120000054;120780069;1;321;14;335;1.5;1;10;0;325;0;3403;1;0;0;0;0.5;0;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
MCOGER;2014;120000096;120780101;1;145;48;174;1.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;120004569;120004528;1;242;265;507;2.4;1;13;;399;0;3648;2;1;2;;1.9;1;0;0;1;0;7;10;2;;2;4;1;;;1;5.72;6;0.75;;1.04
MCOGER;2014;120004668;120004619;0;;;;;1;10;;326;0;2926;2;;;;0.2;;0;;1;;5;9;;;4;3;1;;;1;4.22;5.99;;;1.9
MCOGER;2014;130000409;130041916;1;1430;;1177;3.89;1;30;;203;0;1752;1;0;2;2;1.87;0.53;0;0;1;1;9;8;;;3;10;18;;;13;9.51;12.25;;;5.02
MCOGER;2014;130000565;130781446;1;329;;299;1;1;21;0;861;0;7300;1;;;;0.9;;0;;0;;10;10;;;1;5;6;;;4;13.11;14.73;;;3.94
MCOGER;2014;130001225;130782634;1;1504;;912;1.77;1;10;0;396;0;3636;1;;1;;1.1;;;;;;3;;;;2;1;;;;1;0.98;;;;1.69
MCOGER;2014;130002827;130789274;1;401;0;284;3.76;1;13;;430;0;4616;3;3;;;2.3;2.3;0;;1;;;;;;;;;;;;;;;;
MCOGER;2014;130002835;130789316;1;495;0;317;4.3;1;8;0;439;0;4211;0;0;1;0;0.5;0;0;0;0;0;4;3;0;0;0;3;3;0;0;3;5.3;4.1;0;0;1.9
MCOGER;2014;130043664;130002157;1;187;;112;2.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;130780521;130786049;1;553;;530;;1;26;0;567;0;6554;2;0;0;0;0.42;0;;;;;8;12;;;9;1;1;;;2;9.57;13.53;;;6.73
MCOGER;2014;130781255;220020739;0;;;;;1;29;8;565;634;5675;8;4;1;90;9;5;0;0;0;1;17;16;0;0;21;1;1;17;;1;18;17;17;;22
MCOGER;2014;130783293;130786049;1;2053;84;1692;5;1;0;0;;;;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;
MCOGER;2014;130783665;130043722;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;130784234;130786049;1;;;;;1;25;4;584;718;8328;6;0;8;0;5.9;0;;;;;13;13;;;8;3;5;;;;15.38;14.52;;;7.59
MCOGER;2014;130785652;130014228;1;1020;0;701;3.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;130786361;130002447;0;;;;;1;;;;;;;;1;;0.8;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;130809015;130001928;0;;;;;1;43;5;1021;623;12169;;;5;;2.6;;1;1;1;1;13;14;;;10;2;;;;11;13.64;14;;;14.41
MCOGER;2014;140000027;140000035;1;646;16;662;6.3;1;25;2;862;86;9324;3;0;1;0;2.12;0;0;0;0;0;8;13;1;0;9;6;3;0;0;3;12.26;15.14;0.5;0;6.66
MCOGER;2014;140000209;140000100;1;957;0;899;3;1;40;0;890;0;15074;6;4;1;1;6.35;4.51;0;0;0;0;13;23;;;15;10;3;;;2;19.07;22.97;;;13.6
MCOGER;2014;140000233;140000118;0;;;;;1;10;0;174;0;2945;1;1;;;1;1;0;0;1;1;;;;;;8;8;;;8;2;3.23;;;1.67
MCOGER;2014;140000373;140000159;0;;;;;1;20;0;398;0;7008;3;3;;;2.44;2.44;0;0;1;1;10;9;;;4;1;4;;;3;10.2;12.3;;;3.33
MCOGER;2014;140004383;140000100;1;69;0;64;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;140026410;140026279;0;;;;;1;28;;785;0;9837;3;;;;3;;0;0;0;0;16;14;;;12;;;;;;13.06;12.09;;;10.98
MCOGER;2014;150000032;150780088;0;;;;;1;16;0;444;0;5301;2;2;0;0;1;1;0;0;1;0;6;7;;;4;1;3;;;4;6.13;9.3;;;5.77
MCOGER;2014;150000040;150780096;1;;;;0.2;1;16;0;451;0;5410;7;7;;;1.15;1.15;;;1;;4;5;;;1;;3;;;3;4;7.4;;;2.28
MCOGER;2014;160000253;160000451;1;631;;805;3.1;1;30;5;1160;337;10629;4;4;1;1;3.02;3.02;0;0;1;1;14;19;0;0;7;2;1;0;0;3;15.66;19.34;0;0;7.35
MCOGER;2014;160000303;160006037;1;95;7;119;1.25;1;10;;285;0;3304;1;1;;;1;1;1;1;1;1;2;1;;;1;1;1;;;;1.4;1.8;;;0.5
MCOGER;2014;160000311;160000485;1;10;31;41;2.08;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;170000038;170780050;0;;;;;1;30;1;994;199;10149;4;2;;;3.27;1.92;0;0;1;1;6;12;;;2;5;3;;;;9.31;14.51;;;2
MCOGER;2014;170000079;170780142;0;;;;;1;11;1;160;129;3102;1;;;;0.5;;0;0;0;0;2;4;;;2;5;3;;;1;5.19;6.58;;;2.5
MCOGER;2014;170000087;170023279;1;388;481;329;1.5;1;40;;1203;0;11044;3;3;;;2.58;2.58;0;0;0;0;14;12;;;7;1;4;;;1;14.69;16.15;;;5.27
MCOGER;2014;170000095;170780167;0;;;;;1;26;0;668;0;8719;2;1;1;1;3.05;2.05;0;0;1;1;9;11;0;;4;9;12;1;;7;12.04;16.95;0.2;;7.09
MCOGER;2014;170000103;170780175;1;215;;215;3.2;1;18;;1192;0;10023;1;0;4;4;4.32;4.32;0;0;1;1;14;14;;;5;3;9;;;2;11.39;13.86;;;2.78
MCOGER;2014;170000129;170780191;1;;;;1;1;20;0;765;0;7014;2;2;;;2;2;0;0;0;0;13;14;;;2;;;;;1;11.93;13.2;;;3.48
MCOGER;2014;170000152;170780225;1;814;26;330;2;1;15;;390;0;4743;3;3;;;1.9;1.9;0;0;1;1;10;11;;;8;;;;;;8.22;9.95;;;2.62
MCOGER;2014;180000010;180000028;1;935;0;935;2.3;1;45;0;944;0;14154;5;5;0;0;4.6;4.6;0;0;1;1;13;15;;;;5;6;;;;16.3;18.35;;;
MCOGER;2014;180000200;180000051;0;;;;;1;22;;;;;1;;;;0.9;;0;0;1;;3;8;;;3;4;1;;;;6.86;10.41;;;2.19
MCOGER;2014;180000283;180000069;0;;;;;1;46;;1252;;15909;5;2;;;4.65;2.42;0;0;1;0;14;21;;;12;7;7;;;2;17.89;25.42;;;13.7
MCOGER;2014;190000018;190000042;1;1402;261;1332;13.6;1;31;0;1008;0;11091;;;;;;;;;;;13;13;;;4;1;;1;;1;13.26;12.63;0.3;;3.85
MCOGER;2014;190000026;190000059;1;516;206;557;3.25;1;20;;452;0;7163;3;2;2;2;2.65;1.65;;;;;11;8;;;5;1;1;;;;9.42;8.79;;;6.08
MCOGER;2014;190000091;190000075;0;;;;;1;5;;233;0;2028;0;;1;;0.4;;0;0;1;1;2;4;0;;1;;1;0;;0;2;4.8;0;;1
MCOGER;2014;210986089;210780581;1;318;0;310;1.83;1;60;10;1464;1367;22410;11;5;;;6.15;2.4;1;1;1;1;32;27;;;21;5;2;;;4;31.49;24.63;;;18.98
MCOGER;2014;210987657;210780714;1;902;154;720;2.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;210987665;210010070;1;48;74;104;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;210987673;210010070;1;;;;;1;23;2;470;177;6607;1;;;;1;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;210987681;210011482;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;220000012;220000020;1;744;0;706;2.3;1;39;;1434;0;14228;4;2;4;4;6.78;5.04;0;0;1;1;18;24;2;0;6;9;11;2;0;9;20.03;23.5;0.29;0;12.37
MCOGER;2014;220000095;220000046;1;;;;;1;32;;1039;0;11336;5;;1;;3.6;;0;;0;;9;13;;;5;4;5;;;;12.58;15.82;;;4.88
MCOGER;2014;220000343;220000079;1;502;109;647;4;1;15;8;530;298;5399;1;1;1;1;1.4;1.4;0;0;1;1;5;8;;;2;5;4;;;;6.4;10.2;;;0.55
MCOGER;2014;220000368;220000103;1;312;;247;3.85;1;20;;672;0;6413;3;3;;;2.19;2.1;0;0;0;0;13;11;1;;4;3;6;;;6;11.77;10.8;0.49;;6.43
MCOGER;2014;220000541;220000152;1;375;4;348;1.67;1;30;;995;0;10118;3;1;;;2.69;1;0;0;1;1;12;15;;;7;2;2;;;4;11.26;13.91;;;5.43
MCOGER;2014;220001259;220005045;1;0;124;91;0.77;1;30;5;731;587;9202;6;;1;;4.43;;;;;;9;12;1;;9;5;4;;;6;11.4;12.58;0.46;;7.69
MCOGER;2014;230000820;230780041;1;592;3;102;3.47;1;19;0;532;0;7332;3;1;1;;2.35;0.71;0;0;1;1;10;11;;;2;1;;;;9;9.71;8.04;;;5.79
MCOGER;2014;230004657;230780058;0;;;;;1;20;0;483;0;5867;2;;;;2;;0;0;1;0;12;16;;;6;;;;;2;12;16;;;7.36
MCOGER;2014;240000372;240000059;0;;;;;1;14;;548;0;4452;3;;;;1.9;;0;;1;;6;10;;;3;3;1;;;3;7.04;10.97;;;3.6
MCOGER;2014;240000489;240000117;1;524;0;495;3;1;31;0;516;0;5947;2;;1;;2.5;;;;;;4;6;0;0;7;2;2;0;0;0;4.9;7.18;0;0;5.23
MCOGER;2014;240000687;240000448;0;;;;;1;15;;410;0;4016;1;;;;1;;0;;1;;6;9;;;2;1;2;;;3;6.09;8.48;;;3.81
MCOGER;2014;250000114;900000365;0;;;;;1;42;0;944;0;14940;4;4;;;3.9;3.9;;1;;;5;3;;;4;9;9;;;3;11.03;11.52;;;5.73
MCOGER;2014;250000700;250000452;1;1514;1433;1146;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;250006954;250000015;1;857;0;347;2.09;1;48;5;924;839;17180;2;1;3;;3.24;1;0;0;0;0;15;20;;;9;13;15;3;;11;22.19;29.07;0.74;;13.85
MCOGER;2014;260000013;260000021;1;612;48;561;6.05;1;24;2;745;241;8868;2;2;;;2.4;2.15;;;;;6;7;1;;1;7;11;;;5;11.61;14.06;0.55;;4
MCOGER;2014;260000120;260016910;1;548;;;2.36;1;20;;509;0;7260;2;;;;2;;0;;1;;1;10;;;3;7;2;1;;5;6.75;11.61;0.1;;4.05
MCOGER;2014;260000138;260000047;1;1786;;915;2.72;1;30;0;879;0;10778;2;2;1;1;2.1;2.1;0;0;1;1;11;13;;;5;2;3;;;1;12.72;12.78;;;5.4
MCOGER;2014;260000146;260000054;0;;;;;1;5;1;306;6;3032;1;;;;0.5;;;;;;1;;;;;1;;;;;1.75;;;;
MCOGER;2014;260000286;260000104;0;;;;;1;10;0;109;0;1253;;;2;1;0.24;0.22;0;0;0;0;2;10;;;;;;;;1;0.51;2.56;;;0.07
MCOGER;2014;270000359;270023724;1;1285;4;935;2;1;32;0;1145;0;12323;6;3;9;;6.29;3.25;0;0;1;1;14;18;;;2;5;6;;;1;15.47;20.9;;;2.48
MCOGER;2014;270000367;270000086;0;;;;;1;10;;344;0;3619;;;2;2;0.69;0.69;0;0;0;0;6;3;;;;;1;;;2;6.19;4.05;;;0.45
MCOGER;2014;270000391;760024042;1;52;;52;0.2;1;27;0;2205;0;20519;;7;;;;6.63;;0;;1;15;19;;;6;7;11;;;20;15.83;18.86;;;9.52
MCOGER;2014;270000458;270023724;1;773;;345;1.35;1;18;0;377;0;4651;6;6;;;4.18;4.18;0;0;0;0;8;8;0;0;;;4;0;0;2;7.5;8.72;0;0;1.18
MCOGER;2014;280000084;280000183;1;13;;13;2.5;1;25;;622;0;8949;2;;2;1;2.83;0.8;0;0;1;1;8;12;;;;1;1;;;;9.72;13.05;;;
MCOGER;2014;280000100;280000225;0;;;;;1;15;0;182;0;3374;;0;7;1;0.89;0.27;0;0;1;0;3;6;0;0;0;4;3;1;0;3;4.36;7.18;0.22;0;0.28
MCOGER;2014;280000662;280500075;0;;;;;1;18;;;;;1;;1;;1.28;;;;1;;3;5;1;;;2;4;;;;4.6;8.8;0.16;;
MCOGER;2014;280504267;280000134;1;776;240;589;1.54;1;53;2;1200;185;18017;1;1;;;1;1;0;0;1;1;16;25;;;22;6;3;;;4;20.4;22.47;;;13.71
MCOGER;2014;290000025;290020700;1;1024;0;853;2.5;1;24;5;685;596;8729;4;3;0;0;3.2;1.93;0;0;1;1;11;11;0;0;4;6;6;0;0;1;15.42;15.43;0;0;4.01
MCOGER;2014;290000033;290021542;1;883;0;697;2.8;1;25;0;774;0;9151;3;1;;;3;1;0;0;0;0;7;12;;;7;7;4;;;3;12.44;14.81;;;7.85
MCOGER;2014;290000173;290000041;0;;;;;1;14;0;566;0;4372;1;;;;0.9;;;;;;;;;;;22;31;;;;4.3;7.2;;;
MCOGER;2014;290000181;290000074;0;;;;;1;20;8;644;394;7712;2;2;;;1.85;1.6;0;0;1;1;7;7;3;;8;;3;;;8;5.29;6.02;1.04;;7.93
MCOGER;2014;290000785;220020739;0;;;;;1;20;0;402;0;5298;2;;0;;2;;;;;;1;;;;;9;12;;;1;4.08;6.47;;;0.53
MCOGER;2014;290000934;290000306;1;386;60;423;1.6;1;38;5;1208;763;13172;7;1;1;;5.54;1;;;1;0;16;15;;;8;9;18;;;8;18.68;25.55;;;13.74
MCOGER;2014;290004324;290000017;1;;;;;1;26;0;711;238;9429;4;4;1;1;2.2;2.2;0;0;0;0;7;7;;;2;5;8;;;2;11;13;;;2.25
MCOGER;2014;2A0000022;2A0000014;1;287;0;0;2;1;20;;724;0;7902;2;2;;;2;2;0;;0;1;14;13;;;6;2;;;;;11.46;13.13;;;6.84
MCOGER;2014;2B0000012;2B0000020;1;461;0;455;4.2;1;30;0;1066;0;10252;6;1;0;0;5.5;1;0;0;1;1;20;22;0;0;10;3;1;0;0;3;19.96;20.32;0;0;9.98
MCOGER;2014;300000023;300780046;1;254;0;239;3.79;1;19;0;688;0;6870;2;0;0;0;1;0;0;0;0;0;14;18;0;0;10;4;3;0;0;2;8.06;10.83;0;0;4.14
MCOGER;2014;300000031;300780053;1;124;8;132;2.29;1;10;2;325;24;3418;1;;1;;0.99;;;;1;;0;0;;0;0;1;0;1;0;4;0.16;0;0.25;0;1.38
MCOGER;2014;300002805;300780038;0;;;;;1;;5;0;896;0;2;;3;1;3.02;0.6;0;0;1;1;2;3;1;1;8;;;;;4;2;3;1;0.35;8.33
MCOGER;2014;300782117;300780038;1;1116;7;896;3.08;1;70;0;2080;0;25297;5;2;3;1;6.37;3;;;;;23;25;1;;12;3;5;1;;0;25.29;27.73;1.8;;13.72
MCOGER;2014;310000310;310780671;1;328;24;335;1.65;1;15;2;547;104;5337;1;1;;;1;1;;;1;1;8;14;;;;;;;;1;6.18;11.56;;;1
MCOGER;2014;310013628;310786256;1;224;2;221;1;1;15;0;;;;2;2;0;0;1.7;1.7;;;;;14;32;1;1;26;5;0;1;0;3;4.92;7.65;0.07;0.05;5.03
MCOGER;2014;310780283;310000112;1;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;310782347;310789136;1;;209;165;0.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;310783048;310781406;1;;;;;1;20;;1077;0;7428;2;;;;1.8;;;;;;13;14;;;1;3;;;;1;15.12;14;;;1.5
MCOGER;2014;310783055;310781406;0;;;;;1;16;;1294;0;5819;5;;;;3.26;;;;;;10;12;;;;1;1;;;;10.86;11.49;;;
MCOGER;2014;310783063;310781406;1;;;;;1;;4;0;945;0;2;2;2;2;1.5;1.5;;;;;2;2;;;4;;;;;;1.7;2.37;;;1.47
MCOGER;2014;310786389;310001433;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;310787304;310781406;1;947;71;1004;5.47;1;70;9;2366;2840;20853;17;;3;;11.82;;1;1;0;0;44;55;;;3;6;12;;;2;47.04;63.58;;;3.8
MCOGER;2014;320000086;320780117;1;;;;;1;20;;675;0;6436;3;1;;;2.98;0.98;;;;;10;13;;;3;1;3;;;;10.49;15.32;;;5.05
MCOGER;2014;320000177;320780208;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;330000340;330780552;0;;;;;1;30;0;622;2;8622;3;3;0;0;2.2;2.2;;;;;6;11;;;;7;4;;;;10.2;16.75;;;
MCOGER;2014;330000555;330781204;0;;;;;1;28;0;951;0;10191;2;;1;;2.13;;;;;;10;16;;;2;1;2;;;;9.96;15.24;;;1
MCOGER;2014;330000597;330027509;0;;;;;1;15;3;239;347;2485;1;1;1;1;0.8;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOGER;2014;330000605;330781253;1;621;0;247;2.5;1;73;5;2987;247;25702;6;6;0;0;0.37;0.37;0;0;0;0;42;38;2;2;37;1;4;0;0;1;39.77;37.47;2;2;29.56
MCOGER;2014;330000613;330781261;0;;;;;1;19;0;702;0;6290;1;1;1;1;1.5;1.5;0;0;1;1;;;;;;16;22;;;8;7.3;9.07;;;3.89
MCOGER;2014;330000662;330781329;1;366;268;458;1.89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2014;330780370;750034589;0;;;;;1;0;3;0;1196;0;1;1;2;1;1.37;1.32;;;;;;;;;;2;;;;3;1.08;;;;3.14
MCOGER;2014;330780495;330796392;0;;;;;1;3;;157;0;915;;;1;1;0.8;0.8;0;0;1;1;1;1;;;;1;1;;;;1.16;1.71;;;
MCOGER;2014;330781337;330781196;1;2236;593;1908;2.6;1;71;4;1264;666;20849;20;;8;;24.34;;0;;1;;27;30;1;;17;1;1;;;9;32.62;34.57;1.18;;24.13
MCOGER;2014;330781352;330781196;0;;;;;1;15;0;774;0;5436;3;;;;2.2;;0;;0;;10;10;;;3;1;4;;;4;9.18;11.5;;;4.28
MCOGER;2014;330781360;330781196;0;;;;;1;24;;56;0;607;4;;;;3.3;;0;;0;;;;;;3;;;;;;;;;;0.43
MCOGER;2014;330782582;330000928;0;;;;;1;25;;;;;2;2;1;1;1.47;1.47;;;1;1;9;9;;;;1;1;;;;9.35;9.75;;;
MCOGER;2014;340000033;340780055;1;615;317;827;4.19;1;12;0;534;0;4272;6;0;1;0;3.08;0;;;;;10;6;0;0;3;0;0;0;0;1;7.15;4.45;0;0;2.41
MCOGER;2014;340000223;340011295;1;476;0;445;2.46;1;10;0;317;0;3562;2;0;0;0;0.58;0;;;1;1;5;6;0;0;2;1;1;0;0;3;5.4;5.06;0;0;3.09
MCOGER;2014;340008275;340780477;1;1032;0;838;8.2;1;44;10;1409;1336;15678;10;;2;1;6.52;0.8;0;0;1;1;29;24;1;;6;;2;1;1;5;27.73;23.01;1.1;0.5;6.18
MCOGER;2014;340780683;340000306;0;;;;;1;10;;;;;1;1;;;1;1;0;0;1;1;2;1;;;;;;;;;2;1;;;
MCOGER;2014;340781608;340015171;0;;;;;1;10;0;;;;1;;1;1;0.84;0.51;;;1;0;7;7;0;;7;2;2;1;;4;4.63;5.26;0.16;;1.9
MCOGER;2014;350000014;350005179;1;1796;;908;;1;;5;0;904;0;3;1;1;1;1.59;0.9;;;;;;1;1;;9;4;;3;;2;2.85;1;1.11;;5.26
MCOGER;2014;350000063;220020739;0;;;;;1;;5;0;65;0;2;1;3;1;2.96;1.7;0;0;0;1;9;10;1;4;;7;12;;7;;12.46;16.26;0.65;6.24;
MCOGER;2014;350000147;350000022;1;1282;;790;2.55;1;52;0;1794;0;19031;7;7;;;5.1;5.1;0;0;0;0;18;19;;;4;7;12;;;9;23.7;28.6;;;9.8
MCOGER;2014;350000154;350000030;1;468;0;441;3.5;1;20;0;605;0;7560;1;1;1;;1.4;0.6;0;0;0;0;4;7;;;5;4;7;;;2;8.22;12.4;;;5
MCOGER;2014;350000162;350000048;1;420;38;;2.4;1;30;0;789;0;10418;3;1;9;;2.49;0.3;0;0;1;1;14;21;1;;11;4;2;;;2;10.95;15.86;0.2;;7.51
MCOGER;2014;350000188;350000055;1;447;0;418;2.21;1;16;0;638;0;5264;1;;;;0.9;;0;0;1;1;6;6;1;;2;3;4;;;;7.65;8.27;0.2;;2
