BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2014;540013224;540000536;0;0;0;431;61;1352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540023256;540020963;0;1;0;0;0;0;0;;;;;;;;;;;;2;0;0;1002;22734;0;0;0;925;0;2;0;8;2;4;0;1;3;2;0;2;2.63;2.6;9.3;2;5.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;550000012;550006795;1;0;0;2874;2249;5163;1;;;;2463;5;2152;6;270;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;550000434;550003354;1;0;1;1839;1688;1157;1;;;;1827;3;1683;10;223;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;560000127;560023210;1;0;1;8382;7120;10369;1;;;;7508;0;6769;0;906;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;8;0;0;514;3811;0;0;0;0;0;0;5871;0;0;0;1;5;3;;2.5;0.9;14;10;1;0;10;3;0;0;0;0;17.49;10.89;0.5;0;6.9
CANCERO;2014;560000135;560005746;1;1;1;35359;33344;13898;1;;;;12015;0;10612;0;1541;0;15;0;3;0;;996;21439;320;0;0;1044;0;4;3;17;;7;0;;1;7;;4;1.35;3.9;24.41;;9.17;20;22;;;1229;8836;0;0;0;0;0;0;5705;0;0;0;3;4;;;3;4;25;18;2;;14;11;7;;;5;18.5;12.5;0.31;;10.3
CANCERO;2014;560000143;560014748;1;0;1;1270;1042;2441;1;;;;1008;0;949;0;157;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1003;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;560000192;560000044;1;0;1;591;495;1158;0;560023210;;;490;1;476;1;62;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;476;0;0;0;0;0;0;0;0;0;0;;;;3;;0.3;3;;1;1;1;;;;;;0.7;;0.25;0.1;0.6
CANCERO;2014;560000200;560023210;1;0;0;14;0;228;1;;;;10;0;0;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;560002511;560000689;1;0;1;1376;858;2625;0;560005746;;;130;0;123;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;258;0;0;0;0;0;0;0;0;0;0;;3;;;;3;2;;;;;;;;;;2;;;;
CANCERO;2014;560002933;560006074;0;0;0;820;279;4284;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;560007510;560001307;1;0;1;1168;914;1370;0;560008799;560023228;;666;0;660;0;119;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;661;0;0;0;0;0;0;0;0;0;0;0;;0;;0.83;;0;0;0;0;1;0;0;1;0;0;1.31;0;0.25;0;0.25
CANCERO;2014;560008799;560013989;1;1;1;7899;6326;13573;1;;;;6328;34;5926;57;915;31;0;0;2;1;;0;0;127;0;0;75;0;4;;;;;0;;;;;;4;;;;;;12;;;0;5962;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2014;560018038;560023178;0;1;0;10093;10093;10093;0;;;;;;;;;;;;1;;0;0;10093;;0;;508;0;1;1;2;0;0;;0;0;1;0;0;1;1;2.6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;560023228;560023178;0;1;0;24653;24653;24653;0;;;;;;;;;;;;2;0;1;2145;22373;;135;;830;46;3;2;13;3;6;;;1;1;;3;3;2.4;13.5;3;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000059;570025254;1;0;0;539;386;1436;1;;;;467;0;357;0;60;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000083;570000729;0;0;0;124;78;414;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000091;750050759;1;0;1;941;914;305;1;;;;941;0;914;0;102;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;940;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.5;;0;;;;0;;;;;;1.4;;;;0.5
CANCERO;2014;570000117;570015099;1;0;1;565;478;807;1;;;;494;;469;;66;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;19;485;0;0;0;0;0;0;23;0;0;0;;;1;;0.38;;3;;;;;1;;1;;;2.11;;0.12;;
CANCERO;2014;570000125;570015099;1;0;1;115;107;44;1;;;;115;0;107;0;33;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;7;119;0;0;0;0;0;0;12;0;0;0;;;;;0.12;;;;;;;;;;;;0.7;;0.03;;
CANCERO;2014;570000216;570010173;1;0;1;2709;2270;4487;1;;;;2396;0;2256;0;230;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;;;189;2401;0;0;0;0;0;0;1103;0;0;0;;;2;5;1.2;1.31;9;5;1;;1;9;2;0;1;2;12.12;5.5;1;0.18;1.55
CANCERO;2014;570000281;570005165;1;0;0;370;116;1787;1;;;;356;40;116;42;58;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000349;570005165;1;0;1;5429;4625;7965;1;;;;4938;0;4534;0;498;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;;;581;4400;0;0;0;0;0;0;4565;0;0;0;3;;0;;3;;13;9;;;;4;3;1;;7;15.27;12.42;0.5;;3.42
CANCERO;2014;570000356;570000919;0;0;0;321;56;2375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000596;750821092;1;0;0;872;692;1825;1;;;;747;0;655;0;84;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570000646;570001115;1;0;1;15462;14240;9099;1;;;;14235;0;14023;0;1266;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;6;;;874;14061;0;0;0;0;0;0;7261;0;0;0;3;2;;3;3;3.5;14;7;0;;0;4;3;1;;1;16.09;9.01;0.5;;0.8
CANCERO;2014;570000901;570000158;1;0;0;2399;1889;4522;1;;;;1927;0;1773;0;229;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570001057;570023630;1;0;1;8718;8067;4413;1;;;;8715;0;8006;0;824;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;25;;;1030;8652;0;0;0;0;0;0;7949;0;0;0;5;;;;4.33;;20;7;;;5;3;3;1;;3;20.37;9.1;0.5;;6.73
CANCERO;2014;570015248;570002204;0;1;0;46688;0;46688;0;;;;;;;;;;;;3;0;0;1936;43875;877;0;0;1936;0;5;4;18;0;10;0;0;0;1;0;2;5;4;18.8;0;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570026252;570023630;1;0;0;3696;1997;14977;1;;;;2325;0;1902;0;373;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;570026682;570005165;1;1;1;28800;26965;17570;1;;;;8676;0;7403;0;972;0;0;0;3;0;4;958;18144;397;124;35;1042;82;4;4;10;;11;0;0;1;9;;4;4;5.96;17.13;;13.19;20;25;;;691;9300;0;0;0;2;0;0;4996;0;0;0;4;;0;;4;;11;7;;;4;11;11;;1;7;18.4;14.36;0.72;0.2;6.08
CANCERO;2014;580780138;580000024;1;1;1;9380;8853;3934;1;;;;8936;0;8816;0;579;0;0;0;;;;0;17089;2;0;0;2;0;2;1;;;1;0;;;;;;2;1;;;1;;10;;;0;8705;0;0;0;0;0;0;0;0;0;0;1;10;;;1;10;9;7;;;;2;0;1;;;10.65;7;0.2;;
CANCERO;2014;580780195;580005148;0;0;0;131;86;334;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;580972685;580780096;1;0;0;418;366;481;0;210780417;;;293;0;278;0;42;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;580972693;580780039;1;0;1;3254;2788;5918;1;;;;3081;0;2784;0;400;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3950;0;0;0;0;0;0;0;0;0;0;;1;3;;0.4;0.2;;;;;;7;;;;;5.15;;;;
CANCERO;2014;590000121;590780227;0;0;0;287;48;1913;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590000188;590780334;1;1;1;65742;59302;124422;1;;;;17551;0;15563;0;2166;0;126;0;6;0;10;2614;43630;2302;567;210;2520;441;6;7;49;;;63;0;0;3;;;5.56;7;51.33;;;99;41;44;15;3573;16850;3022;2074;509;1236;3;3;14829;12036;1896;10;11;;0;;9.88;;;;1;1;;;;1;2;;;;1.8;2;
CANCERO;2014;590000337;590781415;1;0;1;3268;2609;6439;1;;;;2857;0;2583;0;345;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;0;0;0;934;0;0;0;0;0;0;0;0;0;0;1;;1;;1.09;;;;;;;;;;;;;;;;
CANCERO;2014;590000428;590781605;1;0;0;113;74;588;0;590052056;;;68;0;63;0;6;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590000535;590781803;1;0;0;86;35;865;0;590000618;;;34;0;33;0;1;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590000592;590782165;1;0;1;637;499;1907;1;;;;505;0;480;0;81;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;302;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.6;0;1;;;;;0;;;;;1;;;;
CANCERO;2014;590000618;590782215;1;0;1;8870;7271;13761;1;;;;7621;0;7034;0;833;0;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;14;0;0;966;2939;0;0;0;0;0;0;6645;0;0;0;4;;1;;4.15;;13;8;;;;4;2;1;2;;14.71;10.04;0.8;1.08;
CANCERO;2014;590000758;590782637;1;0;0;765;684;1144;1;;;;681;0;671;0;80;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590000774;590782652;1;0;1;1273;1214;368;1;;;;1217;0;1205;0;131;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1204;;;;;;;;;;;1;;;;0.75;;4;;;;;;;;;;2.6;;;;
CANCERO;2014;590001004;590783239;1;0;0;1136;997;1781;1;;;;1006;0;992;0;143;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590006607;590780193;1;0;0;2104;1321;4881;1;;;;1480;0;1093;0;21;0;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590006896;590000519;0;0;0;239;120;768;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590008041;590008033;1;0;0;879;217;5573;0;590052049;;;43;0;43;0;12;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590008298;590008249;0;1;0;;;;0;;;;;;;;;;;;2;0;1;1576;25993;0;193;103;1119;66;4;3;9;2;6;0;;;;;;4;3;9;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590025458;590782652;1;0;0;290;0;895;0;590000774;;;0;52;0;53;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590045407;590780193;1;0;0;0;0;0;1;;;;0;335;0;336;0;48;0;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590047957;590008629;0;1;0;16972;16972;16972;0;;;;;;;;;;;;2;1;0;766;16206;0;0;0;783;0;2;2;6;1;;;1;0;1;0;;2.5;2;6.75;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590048476;590046785;1;0;0;152;0;152;0;590797353;;;0;152;0;153;0;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590052049;590006268;0;1;0;30500;30500;30500;0;;;;;;;;;;;;3;0;;1962;30500;;;;1320;;4;3;10;2;7;;;;;;2;4;3;9.84;2;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590052056;590051801;1;0;0;2689;2394;2072;1;;;;2428;0;2371;0;256;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590780094;590000055;1;0;1;8552;7978;1312;1;;;;8508;0;7971;0;974;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;15;;;765;8480;0;0;0;0;0;0;1775;0;0;0;2;0;;3;2;0.4;10;1;0;;14;1;1;1;;2;10.8;1.85;0.5;;15.6
CANCERO;2014;590780268;590053955;1;1;1;7067;5669;9834;1;;;;5635;0;5469;0;835;0;0;0;2;0;3;0;0;15;0;57;15;55;5;3;10;2;6;0;;;;;;;3;10;2;6;11;9;;;528;5558;0;0;0;0;0;0;4068;0;0;0;6;;;;;;9;5;1;1;;2;2;;;;10.6;6.44;1;1;
CANCERO;2014;590780284;590051801;0;0;0;373;24;3638;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590780383;590000204;1;0;1;4012;3082;6363;1;;;;3180;0;3044;0;473;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2869;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2014;590782256;590000659;1;0;1;7254;7254;251;1;;;;7254;0;7254;0;841;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;7254;0;0;0;0;0;0;0;0;0;0;2;;;;2;;7;2;1;;3;3;;;;;6.34;2;1;;3
CANCERO;2014;590782298;590000675;0;0;0;414;65;2032;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590782553;590000741;1;0;1;2353;1902;2911;1;;;;1820;0;1819;0;225;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1817;0;0;0;0;0;0;0;0;0;0;;;;;;;3;;1;1;;1;;;1;1;2.78;;1;0.17;0.07
CANCERO;2014;590784864;590780193;1;0;0;3023;2315;7558;1;;;;2460;0;2263;0;377;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590785374;620001834;1;0;0;1134;1077;510;1;;;;1134;0;1077;0;195;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590788964;590001756;1;0;1;4597;4419;3004;1;;;;3457;0;4403;0;484;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2591;0;0;0;;0;0;0;0;0;0;2;;0;;2;;4;3;;;;2;;1;;2;5.04;3;0.5;0;1
CANCERO;2014;590791562;590782421;1;0;0;226;30;967;0;590801106;;;10;0;8;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590796975;590780193;1;1;0;3109;1315;11358;1;;;;1457;0;1171;0;356;0;26;0;0;0;0;0;0;643;0;402;593;381;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590797353;590051801;1;0;1;4603;4278;2562;1;;;;4344;0;4085;0;542;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;20;;;723;5986;0;0;0;0;0;0;4084;0;0;0;7;;1;;8.02;;11;4;;;1;10;8;;;;17.61;7.07;;;0.69
CANCERO;2014;590801106;590782421;1;0;0;5480;4445;8249;1;;;;5135;0;4357;0;633;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590804696;590781902;1;0;1;1640;1344;2096;1;;;;1502;0;1331;0;200;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;178;1340;0;0;0;0;0;0;227;0;0;0;1;;;;1;;7;;1;;2;1;;;1;1;5.45;;0.5;0.1;1.5
CANCERO;2014;590804712;590003281;0;1;0;13401;13401;13401;0;;;;;;;;;;;;2;0;;1114;13401;;;;623;;2;2;7;2;8;;;;1;;3;2;2;7.75;2;9.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590811279;590780193;1;0;1;13610;9789;36253;1;;;;11041;0;9358;0;1654;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;8;2;369;4496;108;15;0;0;0;0;3206;229;0;0;1;3;;1;0.4;1.96;10;9;;;1;6;6;;;3;13.47;13.53;;;3.6
CANCERO;2014;590813176;590005278;0;0;0;80;31;790;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590813382;590000386;0;0;0;196;27;950;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590813507;590000485;0;0;0;223;37;1020;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590815056;590005492;1;0;1;5756;5420;2091;1;;;;5436;0;5414;0;621;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;0;5418;0;0;0;0;0;0;0;0;0;0;2;;1;;2.5;;3;;;;;;;;;;2.95;;;;
CANCERO;2014;590816310;590000048;0;0;0;808;221;3298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;590817458;590053955;1;0;1;2529;2076;2009;1;;;;1956;0;1956;0;260;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1891;0;0;0;0;0;0;0;0;0;0;;;5;6;;;2;;;;;;;1;;;2;;0.5;;
CANCERO;2014;600000053;600101984;1;0;1;2348;1877;5027;1;;;;2158;0;1861;0;358;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;29;5;;;842;2189;0;0;0;1;0;0;10126;0;0;0;4;;;0;3.5;;11;15;0;0;6;6;1;0;1;1;14.86;16.6;0;0.13;6.39
CANCERO;2014;600000194;600100713;1;1;1;15883;14705;23641;1;;;;5720;13;4979;13;716;5;0;0;2;0;;413;9239;130;0;0;411;0;4;2;7;;6;0;0;1;2;;1;4;2.54;8.88;;6.72;19;20;;;579;5463;0;0;0;0;0;0;4342;0;0;0;2;;;;4.2;;14;11;;;8;2;2;1;;1;15.61;14.32;0.96;;8.84
CANCERO;2014;600000467;600101984;1;0;1;3815;2960;4055;1;;;;3479;0;2890;0;535;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;7;;;795;4403;0;0;0;0;0;0;1858;0;0;0;2;0;0;0;2;0;5;5;0;0;1;3;1;1;0;0;7.06;5.13;0.8;0;4.66
CANCERO;2014;600002158;600002109;0;1;0;14477;14477;14477;0;;;;;;;;;;;;2;0;0;659;13818;235;0;;659;0;0;2;6;1;3;0;3;;;;2;1.4;2;6;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;600011183;600011175;0;1;1;6667;6667;6667;0;;;;;;;;;;;;1;0;;308;6359;139;0;0;310;0;2;2;5;1;2;0;;;;;2;2;2;5;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;600012330;600011175;0;1;0;;;;0;;;;;;;;;;;;1;0;0;356;7875;184;0;0;356;0;;1;4;0;5;0;2;1;;0;1;1.3;1.4;4;0;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;600100168;600106629;1;0;1;1572;1286;2058;1;;;;1256;0;1194;0;165;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;13;1;;0;1473;0;0;0;1;0;0;0;0;0;0;0;;3;1;0.68;0.27;2;0;;;2;1;;1;1;;2.5;;0.5;;2
CANCERO;2014;600100754;600000228;1;0;1;3720;3119;5014;1;;;;2991;0;2927;0;376;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;2927;0;0;0;0;0;0;0;0;0;0;2;;0;;1.5;;6;6;0;0;;58;38;1;1;20;12.86;8.86;0.25;0.15;2
CANCERO;2014;600110175;600001234;0;0;0;358;109;1594;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;600113476;600100721;1;0;1;5314;4243;26423;1;;;;4564;0;3904;0;593;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;21;39;;;845;4336;0;0;0;0;0;0;5891;0;0;0;2;8;0;2;1.5;2.99;9;12;1;0;3;7;1;0;0;0;15.16;11.58;0.5;0;3.02
CANCERO;2014;610000051;610780082;1;0;1;2219;1837;3244;1;;;;1934;0;1782;0;222;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;;;38;1167;0;0;0;0;0;0;52;0;0;0;;1;;;;1;7;2;;;4;4;1;;;;9.68;3.27;;;4
CANCERO;2014;610000069;610780090;1;0;0;797;671;1411;1;;;;715;0;666;0;103;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;610000119;610780165;1;0;0;2236;1968;2127;1;;;;1991;0;1868;0;236;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;610006421;610006413;0;0;0;206;90;651;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;610780199;610000135;1;0;0;279;56;1426;1;;;;44;;44;;8;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620000034;620100057;1;0;1;4279;3715;3753;1;;;;3887;0;3611;0;431;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;10;;;98;2272;0;0;0;0;0;0;249;0;0;0;1;;0;7;1.48;0.8;9;5;1;;1;4;1;0;1;2;12.2;5.75;1;0.3;1.6
CANCERO;2014;620000224;620100651;1;0;1;2353;1669;7611;1;;;;1398;0;1346;0;203;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;892;;;;0;;;;;;;2;;;;1;;3;1;0;;1;;;;;;3;1;;;1
CANCERO;2014;620000257;620100685;1;1;1;8918;8276;8154;1;;;;6679;0;6337;0;774;0;11;0;1;1;;66;1691;11;0;0;113;0;0;;5;0;;0;4;;1;0;;1.63;;5.7;0;;;12;;;0;4075;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1.1;0;5;1;1;1;3;0;0;0;0;0;4.25;0.35;0.5;0.4;1.82
CANCERO;2014;620000323;620101337;1;0;1;2584;2297;2055;1;;;;2260;0;2235;0;295;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;2325;0;0;0;0;0;0;0;0;0;0;1;;;3;1;0.9;;;;;;;;;;;;;;;
CANCERO;2014;620000349;620101360;1;0;1;2446;2269;2010;1;;;;2271;0;2195;0;283;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;;;317;6;0;0;0;0;0;0;2369;0;0;0;;;1;;0.3;;7;3;;;1;7;3;1;;2;12.83;4.32;0.5;;3.72
