BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2014;010000024;010780054;M9999;4;;1.68;
HAD_P;2014;010000024;010780054;MAUT;3;;1.28;
HAD_P;2014;010000024;010780054;Mcoor;1;;0.4;
HAD_P;2014;010000024;010780054;N2120;1;;0.8;
HAD_P;2014;010000024;010780054;N2210;4;5;7.37;
HAD_P;2014;010000024;010780054;N2710;1;;0.3;
HAD_P;2014;010000024;010780054;N3120;;1;0.45;
HAD_P;2014;010000024;010780054;N9999;9;6;11.13;
HAD_P;2014;010000024;010780054;NAUT;3;;2.21;
HAD_P;2014;010005379;690006598;M3050;;1;0.5;
HAD_P;2014;010005379;690006598;M9999;;3;1.75;
HAD_P;2014;010005379;690006598;Mcoor;;2;1.25;
HAD_P;2014;010005379;690006598;N2120;1;;1;
HAD_P;2014;010005379;690006598;N2710;;2;0.79;
HAD_P;2014;010005379;690006598;N3120;1;;1;
HAD_P;2014;010005379;690006598;N9999;6;2;6.79;
HAD_P;2014;010005379;690006598;Ncoor;4;;4;
HAD_P;2014;020000089;020000022;M9999;;1;0.35;
HAD_P;2014;020000089;020000022;Mcoor;;1;0.35;
HAD_P;2014;020000089;020000022;N2120;1;;0.25;
HAD_P;2014;020000089;020000022;N2210;2;;1.75;
HAD_P;2014;020000089;020000022;N2510;11;;11.52;
HAD_P;2014;020000089;020000022;N9999;14;;13.52;
HAD_P;2014;020000105;020000055;M9999;;1;0.25;
HAD_P;2014;020000105;020000055;Mcoor;;1;0.25;
HAD_P;2014;020000105;020000055;N2510;7;4;9.42;
HAD_P;2014;020000105;020000055;N3120;1;0;0.3;
HAD_P;2014;020000105;020000055;N9999;9;7;12.02;
HAD_P;2014;020000105;020000055;NAUT;0;2;0.87;
HAD_P;2014;020000105;020000055;Ncoor;1;1;1.43;
HAD_P;2014;020004297;020005179;M9999;;2;0.4;
HAD_P;2014;020004297;020005179;Mcoor;;2;0.4;
HAD_P;2014;020004297;020005179;N2210;6;1;6.8;
HAD_P;2014;020004297;020005179;N2510;9;1;9.5;
HAD_P;2014;020004297;020005179;N2710;;1;0.5;
HAD_P;2014;020004297;020005179;N3120;;1;0.5;
HAD_P;2014;020004297;020005179;N9999;18;7;21.96;
HAD_P;2014;020004297;020005179;NAUT;1;3;2.66;
HAD_P;2014;020004297;020005179;Ncoor;2;0;2;
HAD_P;2014;020010898;750721334;M3050;0;0;0;23
HAD_P;2014;020010898;750721334;M9999;0;1;0.3;23
HAD_P;2014;020010898;750721334;Mcoor;0;1;0.3;
HAD_P;2014;020010898;750721334;N2120;0;1;0.7;
HAD_P;2014;020010898;750721334;N2510;1;2;2;
HAD_P;2014;020010898;750721334;N2710;0;1;0.75;0
HAD_P;2014;020010898;750721334;N9999;1;10;5.81;0
HAD_P;2014;020010898;750721334;NAUT;0;5;1.46;0
HAD_P;2014;020010898;750721334;Ncoor;0;1;0.9;
HAD_P;2014;020011698;020006318;M9999;;2;0.4;
HAD_P;2014;020011698;020006318;Mcoor;;2;0.4;
HAD_P;2014;020011698;020006318;N2120;1;;0.54;
HAD_P;2014;020011698;020006318;N2210;5;;4.83;
HAD_P;2014;020011698;020006318;N2510;3;2;4.68;
HAD_P;2014;020011698;020006318;N9999;11;10;12.81;
HAD_P;2014;020011698;020006318;NAUT;1;8;2.18;
HAD_P;2014;020011698;020006318;Ncoor;1;;0.58;
HAD_P;2014;020014767;590805065;M3050;;;;41
HAD_P;2014;020014767;590805065;M9999;;;;41
HAD_P;2014;020014767;590805065;N2120;1;;1;
HAD_P;2014;020014767;590805065;N2210;;;;133
HAD_P;2014;020014767;590805065;N2410;;;;52
HAD_P;2014;020014767;590805065;N2510;11;3;12.5;
HAD_P;2014;020014767;590805065;N2710;;1;0.5;
HAD_P;2014;020014767;590805065;N9999;16;5;18.9;196
HAD_P;2014;020014767;590805065;NAUT;2;1;2.9;11
HAD_P;2014;020014767;590805065;Ncoor;2;;2;
HAD_P;2014;030000061;030780092;M9999;1;;0.1;
HAD_P;2014;030000061;030780092;Mcoor;1;;0.1;
HAD_P;2014;030000061;030780092;N2120;1;;1;
HAD_P;2014;030000061;030780092;N2210;6;2;7.56;
HAD_P;2014;030000061;030780092;N2510;2;;2;
HAD_P;2014;030000061;030780092;N9999;9;3;11.1;
HAD_P;2014;030000061;030780092;NAUT;;1;0.54;
HAD_P;2014;030000079;030780100;M3050;1;;0.2;
HAD_P;2014;030000079;030780100;M9999;2;;1.2;
HAD_P;2014;030000079;030780100;Mcoor;1;;1;
HAD_P;2014;030000079;030780100;N2120;1;;0.5;
HAD_P;2014;030000079;030780100;N2210;8;1;8.8;
HAD_P;2014;030000079;030780100;N9999;11;1;11.3;
HAD_P;2014;030000079;030780100;NAUT;2;;2;
HAD_P;2014;030000087;030780118;M9999;1;1;1.3;
HAD_P;2014;030000087;030780118;Mcoor;1;1;1.3;
HAD_P;2014;030000087;030780118;N2120;1;0;1;
HAD_P;2014;030000087;030780118;N2210;4;1;4.8;
HAD_P;2014;030000087;030780118;N2510;3;0;3;
HAD_P;2014;030000087;030780118;N9999;8;4;11.21;0
HAD_P;2014;030000087;030780118;NAUT;0;3;2.41;0
HAD_P;2014;050007368;050007343;M3050;;;;3
HAD_P;2014;050007368;050007343;M9999;1;1;1.6;101
HAD_P;2014;050007368;050007343;MAUT;;;;98
HAD_P;2014;050007368;050007343;Mcoor;1;1;1.6;
HAD_P;2014;050007368;050007343;N2120;1;;1;
HAD_P;2014;050007368;050007343;N2210;;;;256
HAD_P;2014;050007368;050007343;N2410;;;;75
HAD_P;2014;050007368;050007343;N2510;3;;3;
HAD_P;2014;050007368;050007343;N2710;;1;0.25;
HAD_P;2014;050007368;050007343;N3120;;2;0.5;
HAD_P;2014;050007368;050007343;N9999;9;7;12.15;331
HAD_P;2014;050007368;050007343;NAUT;2;1;2.8;
HAD_P;2014;050007368;050007343;Ncoor;3;3;4.6;
HAD_P;2014;060000478;060780897;N2120;1;;0.12;
HAD_P;2014;060000478;060780897;N2210;6;1;6.8;
HAD_P;2014;060000478;060780897;N2510;6;;6;
HAD_P;2014;060000478;060780897;N9999;14;1;13.92;
HAD_P;2014;060000478;060780897;NAUT;1;;1;
HAD_P;2014;060000544;060780988;M9999;;1;0.53;
HAD_P;2014;060000544;060780988;Mcoor;;1;0.53;
HAD_P;2014;060000544;060780988;N2120;1;1;0.89;
HAD_P;2014;060000544;060780988;N2210;5;4;7.98;
HAD_P;2014;060000544;060780988;N2510;7;1;7.73;
HAD_P;2014;060000544;060780988;N2710;;1;0.69;
HAD_P;2014;060000544;060780988;N9999;13;8;18.05;
HAD_P;2014;060000544;060780988;NAUT;;1;0.76;
HAD_P;2014;060006558;060798865;M3050;;1;0.06;
HAD_P;2014;060006558;060798865;M9999;;2;0.56;
HAD_P;2014;060006558;060798865;Mcoor;;1;0.5;
HAD_P;2014;060006558;060798865;N2120;1;;1;
HAD_P;2014;060006558;060798865;N2210;10;;10;
HAD_P;2014;060006558;060798865;N2510;8;1;0.18;
HAD_P;2014;060006558;060798865;N2710;;1;0.5;
HAD_P;2014;060006558;060798865;N3120;;1;0.3;
HAD_P;2014;060006558;060798865;N9999;19;4;12.83;
HAD_P;2014;060006558;060798865;Ncoor;;1;0.85;
HAD_P;2014;060785243;060001484;M9999;2;1;2.34;
HAD_P;2014;060785243;060001484;Mcoor;2;1;2.34;
HAD_P;2014;060785243;060001484;N2210;36;13;45.81;59
HAD_P;2014;060785243;060001484;N2410;3;;3;183
HAD_P;2014;060785243;060001484;N2510;28;12;37;
HAD_P;2014;060785243;060001484;N2710;1;1;1.23;
HAD_P;2014;060785243;060001484;N3120;1;1;1.97;
HAD_P;2014;060785243;060001484;N9999;96;35;123.57;268
HAD_P;2014;060785243;060001484;NAUT;21;7;27.99;26
HAD_P;2014;060785243;060001484;Ncoor;6;1;6.57;
HAD_P;2014;070000609;070005566;M9999;2;0;2;
HAD_P;2014;070000609;070005566;MAUT;1;0;1;
HAD_P;2014;070000609;070005566;Mcoor;1;0;1;
HAD_P;2014;070000609;070005566;N2120;0;0;1;
HAD_P;2014;070000609;070005566;N2210;5;1;5.41;
HAD_P;2014;070000609;070005566;N2460;1;0;0.25;
HAD_P;2014;070000609;070005566;N2510;2;0;2;
HAD_P;2014;070000609;070005566;N2710;0;1;0.49;
HAD_P;2014;070000609;070005566;N3120;1;0;1;
HAD_P;2014;070000609;070005566;N9999;15;3;16.06;
HAD_P;2014;070000609;070005566;NAUT;1;0;0.5;
HAD_P;2014;070000609;070005566;Ncoor;5;1;5.41;
HAD_P;2014;080008279;080001969;M9999;;1;0.2;
HAD_P;2014;080008279;080001969;Mcoor;;1;0.2;
HAD_P;2014;080008279;080001969;N2210;10;;9.28;
HAD_P;2014;080008279;080001969;N2510;17;7;5.8;
HAD_P;2014;080008279;080001969;N9999;28;8;16.58;
HAD_P;2014;080008279;080001969;NAUT;1;;0.8;
HAD_P;2014;080008279;080001969;Ncoor;;1;0.7;
HAD_P;2014;080010267;080010242;M3050;;1;0.5;
HAD_P;2014;080010267;080010242;M9999;1;2;1.5;
HAD_P;2014;080010267;080010242;Mcoor;1;1;1;
HAD_P;2014;080010267;080010242;N2210;9;2;8.4;
HAD_P;2014;080010267;080010242;N2510;2;1;2.6;
HAD_P;2014;080010267;080010242;N2710;;1;0.5;
HAD_P;2014;080010267;080010242;N3120;;1;0.8;
HAD_P;2014;080010267;080010242;N9999;13;6;15.8;
HAD_P;2014;080010267;080010242;NAUT;1;1;2.5;
HAD_P;2014;080010267;080010242;Ncoor;1;;1;
HAD_P;2014;090000175;090781774;M3050;4;;0.15;
HAD_P;2014;090000175;090781774;M9999;6;1;1.45;
HAD_P;2014;090000175;090781774;MAUT;1;1;0.5;
HAD_P;2014;090000175;090781774;Mcoor;1;;0.8;
HAD_P;2014;090000175;090781774;N2120;1;;1;
HAD_P;2014;090000175;090781774;N2210;5;1;6.1;
HAD_P;2014;090000175;090781774;N2510;6;1;6.81;
HAD_P;2014;090000175;090781774;N2710;;1;0.49;
HAD_P;2014;090000175;090781774;N3120;1;;0.8;
HAD_P;2014;090000175;090781774;N9999;38;19;23.36;
HAD_P;2014;090000175;090781774;NAUT;23;16;6.16;
HAD_P;2014;090000175;090781774;Ncoor;2;;2;
HAD_P;2014;090002478;090002429;M9999;;2;0.6;
HAD_P;2014;090002478;090002429;Mcoor;;2;0.6;
HAD_P;2014;090002478;090002429;N2120;1;;1;
HAD_P;2014;090002478;090002429;N2210;;;;60
HAD_P;2014;090002478;090002429;N3120;1;;1;
HAD_P;2014;090002478;090002429;N9999;6;3;8.17;60
HAD_P;2014;090002478;090002429;NAUT;3;2;4.27;
HAD_P;2014;090002478;090002429;Ncoor;1;1;1.9;
HAD_P;2014;100007699;100006279;M9999;;2;0.7;
HAD_P;2014;100007699;100006279;MAUT;;1;0.1;
HAD_P;2014;100007699;100006279;Mcoor;;1;0.6;
HAD_P;2014;100007699;100006279;N2120;1;;0.2;
HAD_P;2014;100007699;100006279;N2210;58;;6.5;
HAD_P;2014;100007699;100006279;N2510;5;3;6.64;
HAD_P;2014;100007699;100006279;N9999;67;4;15.74;
HAD_P;2014;100007699;100006279;NAUT;2;1;1.15;
HAD_P;2014;100007699;100006279;Ncoor;1;;1.25;
HAD_P;2014;100008903;100007335;M3050;;1;0.5;
HAD_P;2014;100008903;100007335;M9999;;3;1.6;
HAD_P;2014;100008903;100007335;Mcoor;;2;1.1;
HAD_P;2014;100008903;100007335;N2120;1;;1;
HAD_P;2014;100008903;100007335;N2210;10;3;12.3;
HAD_P;2014;100008903;100007335;N2510;5;4;8;
HAD_P;2014;100008903;100007335;N3120;;1;0.5;
HAD_P;2014;100008903;100007335;N9999;17;10;24.2;
HAD_P;2014;100008903;100007335;Ncoor;1;2;2.4;
HAD_P;2014;110000247;110780772;M9999;;1;0.2;19
HAD_P;2014;110000247;110780772;MAUT;;;;19
HAD_P;2014;110000247;110780772;Mcoor;;1;0.2;
HAD_P;2014;110000247;110780772;N2120;1;;0.55;
HAD_P;2014;110000247;110780772;N2210;5;1;5.8;
HAD_P;2014;110000247;110780772;N2410;;;;2
HAD_P;2014;110000247;110780772;N9999;6;1;6.35;3
HAD_P;2014;110000247;110780772;NAUT;;;;1
HAD_P;2014;110005048;110000114;M3050;;1;0.1;
HAD_P;2014;110005048;110000114;M9999;;4;0.83;
HAD_P;2014;110005048;110000114;MAUT;;1;0.1;
HAD_P;2014;110005048;110000114;Mcoor;;2;0.63;
HAD_P;2014;110005048;110000114;N2210;4;;4;
HAD_P;2014;110005048;110000114;N2510;4;;4;
HAD_P;2014;110005048;110000114;N3120;;1;0.1;
HAD_P;2014;110005048;110000114;N9999;10;3;10.3;
HAD_P;2014;110005048;110000114;NAUT;1;2;1.2;
HAD_P;2014;110005048;110000114;Ncoor;1;;1;
HAD_P;2014;110005394;750047367;M3050;;1;0.06;
HAD_P;2014;110005394;750047367;M9999;;2;0.61;
HAD_P;2014;110005394;750047367;Mcoor;;1;0.55;
HAD_P;2014;110005394;750047367;N2210;;;0.33;
HAD_P;2014;110005394;750047367;N2510;2;3;4.2;
HAD_P;2014;110005394;750047367;N2710;;1;0.2;
HAD_P;2014;110005394;750047367;N3120;;1;0.5;
HAD_P;2014;110005394;750047367;N9999;8;5;11.23;
HAD_P;2014;110005394;750047367;NAUT;3;;3;
HAD_P;2014;110005394;750047367;Ncoor;3;;3;
HAD_P;2014;120783618;120784616;M9999;1;;0.53;
HAD_P;2014;120783618;120784616;Mcoor;1;;0.53;
HAD_P;2014;120783618;120784616;N2210;12;;11.74;
HAD_P;2014;120783618;120784616;N2510;13;;10.99;
HAD_P;2014;120783618;120784616;N2710;1;;1;
HAD_P;2014;120783618;120784616;N3120;1;;1;
HAD_P;2014;120783618;120784616;N9999;32;;27.85;
HAD_P;2014;120783618;120784616;Ncoor;5;;3.12;
HAD_P;2014;130000409;130041916;M9999;;1;0.05;
HAD_P;2014;130000409;130041916;MAUT;;1;0.05;
HAD_P;2014;130000409;130041916;N2120;;1;0.4;
HAD_P;2014;130000409;130041916;N2210;2;1;1.77;
HAD_P;2014;130000409;130041916;N2510;1;;0.43;
HAD_P;2014;130000409;130041916;N2710;;1;0.5;
HAD_P;2014;130000409;130041916;N3120;;1;0.5;
HAD_P;2014;130000409;130041916;N9999;3;5;5.09;
HAD_P;2014;130000409;130041916;NAUT;;1;1.49;
HAD_P;2014;130000565;130781446;M3050;1;;0.1;
HAD_P;2014;130000565;130781446;M9999;2;;0.4;
HAD_P;2014;130000565;130781446;Mcoor;1;;0.3;
HAD_P;2014;130000565;130781446;N2210;1;4;4.05;
HAD_P;2014;130000565;130781446;N2510;1;;1;
HAD_P;2014;130000565;130781446;N9999;5;5;7.85;
HAD_P;2014;130000565;130781446;NAUT;2;1;1.8;
HAD_P;2014;130000565;130781446;Ncoor;1;;1;
HAD_P;2014;130001647;130784127;M9999;2;;2;
HAD_P;2014;130001647;130784127;Mcoor;2;;2;
HAD_P;2014;130001647;130784127;N2210;6;;5.92;
HAD_P;2014;130001647;130784127;N9999;9;1;9.42;
HAD_P;2014;130001647;130784127;NAUT;2;1;2.5;
HAD_P;2014;130001647;130784127;Ncoor;1;;1;
HAD_P;2014;130002215;130785512;M9999;;1;0.4;
HAD_P;2014;130002215;130785512;Mcoor;;1;0.4;
HAD_P;2014;130002215;130785512;N2120;;1;0.45;
HAD_P;2014;130002215;130785512;N2210;5;;5;
HAD_P;2014;130002215;130785512;N2510;4;1;4.8;
HAD_P;2014;130002215;130785512;N9999;9;3;10.65;
HAD_P;2014;130002215;130785512;NAUT;;1;0.4;
HAD_P;2014;130021488;130021439;M3050;;1;0.5;
HAD_P;2014;130021488;130021439;M9999;;2;1.3;
HAD_P;2014;130021488;130021439;Mcoor;;1;0.8;
HAD_P;2014;130021488;130021439;N2210;;;;131
HAD_P;2014;130021488;130021439;N2410;;;;40
HAD_P;2014;130021488;130021439;N2510;2;;2;
HAD_P;2014;130021488;130021439;N2710;;1;0.11;
HAD_P;2014;130021488;130021439;N3120;;1;0.5;
HAD_P;2014;130021488;130021439;N9999;3;3;4.11;176
HAD_P;2014;130021488;130021439;NAUT;;;;5
HAD_P;2014;130021488;130021439;Ncoor;1;1;1.5;
HAD_P;2014;130021819;130021769;M3050;;;;11
HAD_P;2014;130021819;130021769;M9999;0;3;1;50
HAD_P;2014;130021819;130021769;MAUT;;;;39
HAD_P;2014;130021819;130021769;Mcoor;0;3;1;
HAD_P;2014;130021819;130021769;N2210;;;;82
HAD_P;2014;130021819;130021769;N2410;;;;33
HAD_P;2014;130021819;130021769;N2710;;;;4
HAD_P;2014;130021819;130021769;N9999;;;;120
HAD_P;2014;130021819;130021769;NAUT;;;;1
HAD_P;2014;130022619;130810161;M9999;;1;0.5;
HAD_P;2014;130022619;130810161;Mcoor;;1;0.5;
HAD_P;2014;130022619;130810161;N2120;1;;1;
HAD_P;2014;130022619;130810161;N2210;4;1;3.62;
HAD_P;2014;130022619;130810161;N2510;4;;4.26;
HAD_P;2014;130022619;130810161;N2710;;1;0.23;
HAD_P;2014;130022619;130810161;N3120;;1;0.35;
HAD_P;2014;130022619;130810161;N9999;10;5;11.42;
HAD_P;2014;130022619;130810161;NAUT;1;2;1.96;
HAD_P;2014;130024458;130804396;M9999;;1;0.69;
HAD_P;2014;130024458;130804396;Mcoor;;1;0.69;
HAD_P;2014;130024458;130804396;N2120;3;;3;
HAD_P;2014;130024458;130804396;N2210;7;5;7.93;19
HAD_P;2014;130024458;130804396;N2410;;;;33
HAD_P;2014;130024458;130804396;N2510;16;2;12.26;
HAD_P;2014;130024458;130804396;N2710;;1;0.6;
HAD_P;2014;130024458;130804396;N3120;1;;1;
HAD_P;2014;130024458;130804396;N9999;27;8;24.79;52
HAD_P;2014;130782071;130002454;M3050;;1;0.2;
HAD_P;2014;130782071;130002454;M9999;;2;0.7;
HAD_P;2014;130782071;130002454;Mcoor;;1;0.5;
HAD_P;2014;130782071;130002454;N2120;1;;1;
HAD_P;2014;130782071;130002454;N2210;;;;90
HAD_P;2014;130782071;130002454;N2410;;;;35
HAD_P;2014;130782071;130002454;N2710;;;;1
HAD_P;2014;130782071;130002454;N3120;;1;0.14;
HAD_P;2014;130782071;130002454;N9999;2;3;3.46;129
HAD_P;2014;130782071;130002454;NAUT;1;2;2.32;3
HAD_P;2014;130783236;130786049;M9999;1;1;1.5;
HAD_P;2014;130783236;130786049;MAUT;1;1;1.5;
HAD_P;2014;130783236;130786049;N2120;1;;1;
HAD_P;2014;130783236;130786049;N2210;12;3;13.31;
HAD_P;2014;130783236;130786049;N2510;5;;5.22;
HAD_P;2014;130783236;130786049;N9999;25;3;26.53;
HAD_P;2014;130783236;130786049;NAUT;7;;7;
HAD_P;2014;130785652;130014228;M9999;;2;0.96;
HAD_P;2014;130785652;130014228;Mcoor;;2;0.96;
HAD_P;2014;130785652;130014228;N2120;1;;1;
HAD_P;2014;130785652;130014228;N2210;3;;3;172
HAD_P;2014;130785652;130014228;N2410;;;;55
HAD_P;2014;130785652;130014228;N9999;7;;6.34;227
HAD_P;2014;130785652;130014228;NAUT;3;;2.34;
HAD_P;2014;130802143;130804396;M9999;;1;0.73;
HAD_P;2014;130802143;130804396;Mcoor;;1;0.73;
HAD_P;2014;130802143;130804396;N2120;4;;3;
HAD_P;2014;130802143;130804396;N2210;13;6;11.7;52
HAD_P;2014;130802143;130804396;N2410;;;;66
HAD_P;2014;130802143;130804396;N2510;14;2;10.68;
HAD_P;2014;130802143;130804396;N2710;1;;1;
HAD_P;2014;130802143;130804396;N3120;;1;0.79;
HAD_P;2014;130802143;130804396;N9999;32;9;27.17;118
HAD_P;2014;130809015;130001928;M9999;;1;0.5;
HAD_P;2014;130809015;130001928;Mcoor;;1;0.5;
HAD_P;2014;130809015;130001928;N2120;;1;0.1;
HAD_P;2014;130809015;130001928;N2210;3;;3;15
HAD_P;2014;130809015;130001928;N2410;;;;15
HAD_P;2014;130809015;130001928;N2460;;;;1
HAD_P;2014;130809015;130001928;N2710;;;;2
HAD_P;2014;130809015;130001928;N3120;;1;0.5;
HAD_P;2014;130809015;130001928;N9999;4;3;5.1;33
HAD_P;2014;130809015;130001928;NAUT;;1;0.5;
HAD_P;2014;130809015;130001928;Ncoor;1;;1;
HAD_P;2014;140000027;140000035;M9999;1;0;0.7;
HAD_P;2014;140000027;140000035;Mcoor;1;0;0.7;
HAD_P;2014;140000027;140000035;N2120;1;0;1;
HAD_P;2014;140000027;140000035;N2210;17;2;19.24;
HAD_P;2014;140000027;140000035;N2410;1;0;0.4;
HAD_P;2014;140000027;140000035;N2510;10;6;14.72;
HAD_P;2014;140000027;140000035;N3120;1;0;0.5;
HAD_P;2014;140000027;140000035;N9999;32;12;40.55;
HAD_P;2014;140000027;140000035;NAUT;1;3;2.89;
HAD_P;2014;140000027;140000035;Ncoor;1;1;1.8;
HAD_P;2014;140000076;140000084;M9999;;1;0.5;
HAD_P;2014;140000076;140000084;Mcoor;;1;0.5;
HAD_P;2014;140000076;140000084;N2120;1;;0.4;
HAD_P;2014;140000076;140000084;N2210;4;3;6.07;
HAD_P;2014;140000076;140000084;N2410;;1;0.5;
HAD_P;2014;140000076;140000084;N2510;5;2;5.52;
HAD_P;2014;140000076;140000084;N2710;1;;0.25;
HAD_P;2014;140000076;140000084;N3120;;1;0.2;
HAD_P;2014;140000076;140000084;N9999;12;8;13.8;
HAD_P;2014;140000076;140000084;NAUT;1;1;0.86;
HAD_P;2014;140000209;140000100;M9999;2;;0.35;
HAD_P;2014;140000209;140000100;Mcoor;2;;0.35;
HAD_P;2014;140000209;140000100;N2210;2;1;2.7;
HAD_P;2014;140000209;140000100;N9999;2;1;2.7;
HAD_P;2014;140000233;140000118;M9999;;3;0.5;
HAD_P;2014;140000233;140000118;Mcoor;;3;0.5;
HAD_P;2014;140000233;140000118;N2120;;1;0.05;
HAD_P;2014;140000233;140000118;N2210;5;3;6.12;
HAD_P;2014;140000233;140000118;N2460;;1;0.05;
HAD_P;2014;140000233;140000118;N2510;2;1;3.69;
HAD_P;2014;140000233;140000118;N2710;;1;0.1;
HAD_P;2014;140000233;140000118;N3120;;1;0.1;
HAD_P;2014;140000233;140000118;N9999;8;9;11.91;
HAD_P;2014;140000233;140000118;NAUT;;1;0.8;
HAD_P;2014;140000233;140000118;Ncoor;1;;1;
HAD_P;2014;140000258;140000415;M3050;;1;0.3;
HAD_P;2014;140000258;140000415;M9999;;3;1.6;
HAD_P;2014;140000258;140000415;Mcoor;;2;1.3;
HAD_P;2014;140000373;140000159;M9999;1;1;0.69;
HAD_P;2014;140000373;140000159;Mcoor;1;1;0.69;
HAD_P;2014;140000373;140000159;N2120;1;;0.2;
HAD_P;2014;140000373;140000159;N2210;8;2;7.89;
HAD_P;2014;140000373;140000159;N2510;6;1;7.61;
HAD_P;2014;140000373;140000159;N2710;1;;0.3;
HAD_P;2014;140000373;140000159;N9999;18;3;16.9;
HAD_P;2014;140000373;140000159;NAUT;1;;0.4;
HAD_P;2014;140000373;140000159;Ncoor;1;;0.5;
HAD_P;2014;140002619;750721334;M9999;;2;0.48;
HAD_P;2014;140002619;750721334;Mcoor;;2;0.48;
HAD_P;2014;140002619;750721334;N2120;2;;2;
HAD_P;2014;140002619;750721334;N2210;4;1;4.9;
HAD_P;2014;140002619;750721334;N2510;6;8;12.39;
HAD_P;2014;140002619;750721334;N2710;;1;0.2;
HAD_P;2014;140002619;750721334;N3120;;1;0.6;
HAD_P;2014;140002619;750721334;N9999;17;11;25.09;
HAD_P;2014;140002619;750721334;Ncoor;5;;5;
HAD_P;2014;140016155;140027426;M3050;;1;0.1;31
HAD_P;2014;140016155;140027426;M9999;;4;0.98;31
HAD_P;2014;140016155;140027426;Mcoor;;3;0.88;
HAD_P;2014;140016155;140027426;N2120;;1;0.7;
HAD_P;2014;140016155;140027426;N2210;;;;89
HAD_P;2014;140016155;140027426;N2410;;;;26
HAD_P;2014;140016155;140027426;N2510;3;13;13.45;
HAD_P;2014;140016155;140027426;N2710;;2;0.96;
HAD_P;2014;140016155;140027426;N3120;1;;0.9;
HAD_P;2014;140016155;140027426;N9999;7;18;19.98;117
HAD_P;2014;140016155;140027426;NAUT;;1;0.3;2
HAD_P;2014;140016155;140027426;Ncoor;3;1;3.67;
HAD_P;2014;150000040;150780096;M9999;1;;0.3;
HAD_P;2014;150000040;150780096;Mcoor;1;;0.3;
HAD_P;2014;150000040;150780096;N2120;;2;0.55;
HAD_P;2014;150000040;150780096;N2210;5;;5;
HAD_P;2014;150000040;150780096;N2510;2;;2.08;
HAD_P;2014;150000040;150780096;N9999;7;3;7.73;
HAD_P;2014;150000040;150780096;NAUT;;1;0.1;
HAD_P;2014;160002036;160009908;M9999;1;1;1.5;
HAD_P;2014;160002036;160009908;Mcoor;1;1;1.5;
HAD_P;2014;160002036;160009908;N2120;1;;1;
HAD_P;2014;160002036;160009908;N2510;13;15;25.5;
HAD_P;2014;160002036;160009908;N2710;1;;1;
HAD_P;2014;160002036;160009908;N3120;1;;1;
HAD_P;2014;160002036;160009908;N9999;27;23;46;
HAD_P;2014;160002036;160009908;NAUT;3;6;7.8;
HAD_P;2014;160002036;160009908;Ncoor;8;2;9.7;
HAD_P;2014;170000087;170023279;M9999;3;;1.7;
HAD_P;2014;170000087;170023279;MAUT;2;;1.3;
HAD_P;2014;170000087;170023279;Mcoor;1;;0.4;
HAD_P;2014;170000087;170023279;N2120;1;;1.05;
HAD_P;2014;170000087;170023279;N2410;;1;0.03;
HAD_P;2014;170000087;170023279;N2510;6;;4.68;
HAD_P;2014;170000087;170023279;N2710;1;;1;
HAD_P;2014;170000087;170023279;N3120;1;;0.5;
HAD_P;2014;170000087;170023279;N9999;21;6;21.34;
HAD_P;2014;170000087;170023279;NAUT;5;;3.85;
HAD_P;2014;170000087;170023279;Ncoor;7;5;10.23;
HAD_P;2014;170000103;170780175;M9999;0;2;0.49;0
HAD_P;2014;170000103;170780175;MAUT;0;2;0.49;0
HAD_P;2014;170000103;170780175;N2120;1;;0.8;
HAD_P;2014;170000103;170780175;N2210;5;5;7.98;
HAD_P;2014;170000103;170780175;N2510;1;;0.1;
HAD_P;2014;170000103;170780175;N3120;1;;0.3;
HAD_P;2014;170000103;170780175;N9999;9;5;9.23;
HAD_P;2014;170000103;170780175;NAUT;1;;0.05;
HAD_P;2014;170021661;170020432;M9999;;0;0.41;
HAD_P;2014;170021661;170020432;Mcoor;;0;0.41;
HAD_P;2014;170021661;170020432;N2120;;;0.56;
HAD_P;2014;170021661;170020432;N2510;;;1.18;
HAD_P;2014;170021661;170020432;N2710;;;0.15;
HAD_P;2014;170021661;170020432;N3120;;;0.3;
HAD_P;2014;170021661;170020432;N9999;;;5.13;
HAD_P;2014;170021661;170020432;NAUT;;;0.87;
HAD_P;2014;170021661;170020432;Ncoor;;;2.07;
HAD_P;2014;180000010;180000028;M9999;;1;0.5;
HAD_P;2014;180000010;180000028;Mcoor;;1;0.5;
HAD_P;2014;180000010;180000028;N2120;1;;1;
HAD_P;2014;180000010;180000028;N2210;9;3;11.5;
HAD_P;2014;180000010;180000028;N2510;8;2;9.5;
HAD_P;2014;180000010;180000028;N3120;;1;0.3;
HAD_P;2014;180000010;180000028;N9999;18;7;23.05;
HAD_P;2014;180000010;180000028;NAUT;;1;0.75;
HAD_P;2014;180008278;750047367;M3050;;1;0.06;
HAD_P;2014;180008278;750047367;M9999;;2;0.56;
HAD_P;2014;180008278;750047367;Mcoor;;1;0.5;
HAD_P;2014;180008278;750047367;N2210;1;;0.25;
HAD_P;2014;180008278;750047367;N2510;5;1;5.25;
HAD_P;2014;180008278;750047367;N2710;;1;0.3;
HAD_P;2014;180008278;750047367;N3120;;1;0.5;
