BOR;AN;FI;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_F10;BLOCS_G10;BLOCS_H10;BLOCS_I10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_F11;BLOCS_G11;BLOCS_H11;BLOCS_I11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_F12;BLOCS_G12;BLOCS_H12;BLOCS_I12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_F13;BLOCS_G13;BLOCS_H13;BLOCS_I13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_F14;BLOCS_G14;BLOCS_H14;BLOCS_I14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15;BLOCS_F15;BLOCS_G15;BLOCS_H15;BLOCS_I15
BLOCS;2014;770300143;770000362;1;7;;;;;;1;;;;8;;;1;;;10;;;3202;4038;7240;5603;;;;;;2;27;29;26;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1130;1816;2946;1902;;;;;;1;5;6;0;;;;;
BLOCS;2014;770300192;770000313;1;3;;0;;;;1;;0;;4;;4;1;;;6;;;1334;2484;3818;2766;;;;;;0;5;5;5;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;398;2583;2981;1540;;;;;;1;4;5;3;;;;;
BLOCS;2014;770300275;770000354;1;6;;1;;0;;2;;0;;9;;;1;;;12;;;2937;4021;6958;5196;;;;;;227;79;306;190;;;;;;17;0;17;0;;;;;;25;3;28;0;;;;;;1055;3970;5025;3262;;;;;;2;42;44;2;;;;;
BLOCS;2014;770300283;770000362;;6;;;;;;1;;;;7;;;2;;;9;;;1772;3422;5194;3689;;;;;;0;2;2;2;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1131;5431;6562;3978;;;;;;0;4;4;3;;;;;
BLOCS;2014;770790707;770000719;2;4;;1;;1;;1;;1;;8;;;1;;;10;;;3120;4798;7918;6290;;62;13;16;22;484;244;728;397;;1;1;;1;21;0;21;0;;;;;;105;1;106;0;;;;;;442;2405;2847;1762;;;1;;;0;18;18;0;;;;;
BLOCS;2014;770813400;770001014;;8;;0;;1;;1;;0;;10;;;2;;;10;;;2659;3785;6444;4871;;;;;;0;1;1;1;;;;;;0;0;0;0;;;;;;74;29;103;0;;;;;;507;3768;4275;2731;;;;;;4;11;15;7;;;;;
BLOCS;2014;780000287;780110011;;6;1;1;1;1;;1;;1;;10;2;;2;1;;13;;;3348;4258;7606;4126;44;31;11;;;1472;744;2216;943;;;;;;11;0;11;0;;;;;;2;0;2;0;;;;;;1833;1231;3064;1244;;;;;;8;115;123;1;;;;;
BLOCS;2014;780000295;780002697;1;5;1;1;1;0;0;1;0;1;0;8;2;0;1;1;0;9;1;0;3880;1959;5839;4279;;;;;;1810;279;2089;418;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;739;1121;1860;945;;;;;;3;3;6;0;;;;;
BLOCS;2014;780000303;780110037;1;;;;;;;2;;;;2;;;;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;6;0;6;0;46;;;;;0;0;0;0;;;;;
BLOCS;2014;780000311;780001236;4;6;1;2;1;2;;3;;;;13;2;;1;;;12;;;6206;2620;8826;6000;;20;9;8;24;4284;457;4741;2253;;;;;;1184;2;1186;0;;;;;;130;8;138;0;;;;;;1572;589;2161;719;;;;;;19;24;43;12;;;;;
BLOCS;2014;780000329;780110052;1;5;1;1;1;0;0;1;1;0;0;7;3;0;1;1;;9;;;2918;2337;5255;4576;2724;7;0;4;8;966;345;1311;547;13;4;4;0;2;118;0;118;107;;;;;;5;27;32;0;;;;;;1204;2593;3797;2152;531;;1;;;2;0;2;1;147;;;;
BLOCS;2014;780000337;780001236;2;5;;0;;0;;2;;;;7;;;1;;;12;;;1028;4234;5262;1981;;;;;;4;1314;1318;207;;;;;;2;0;2;0;;;;;;2;0;2;0;;;;;;463;808;1271;666;;;;;;11;6;17;1;;;;;
BLOCS;2014;780000436;780150041;1;2;;;;;;1;;;;3;;;1;;;6;;;417;195;612;530;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;212;329;541;299;;;;;;1;0;1;0;;;;;
BLOCS;2014;780018727;780018719;1;5;0;1;1;0;0;1;0;0;0;7;1;;1;1;;9;9;;2353;2675;5028;4292;;;;;;479;33;512;243;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;190;1744;1934;1227;;;;;;2;3;5;1;;;;;
BLOCS;2014;780300075;780000485;2;0;0;;;2;2;1;;;;3;2;;1;;;4;;;62;0;62;62;;;;;;0;0;0;0;;;;;;810;6;816;448;;;;;;194;1;195;0;;;;;;53;0;53;18;;;;;;0;0;0;0;;;;;
BLOCS;2014;780300125;780000535;1;4;4;0;;0;;1;;0;;5;4;;1;;;6;;;2206;4046;6252;4935;;;;;;0;4;4;4;;;;;;67;0;67;0;;;;;;88;1;89;0;;;;;;863;3720;4583;2875;;;;;;30;305;335;1;;;;;
BLOCS;2014;780300208;780000576;2;5;;1;1;;;1;;0;;7;1;;1;;;10;;;2475;5250;7725;5994;1;;2;;;217;64;281;259;;4;2;;1;0;0;0;0;;;;;;0;0;0;0;;;;;;504;3205;3709;2349;;;;;;0;11;11;0;;;;;
BLOCS;2014;780300323;780003679;2;6;;2;2;0;;1;;1;;10;2;;2;1;;16;;;5531;4644;10175;9013;;;;;;748;125;873;810;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1233;487;1720;1438;;;;;;8;86;94;5;;;;;
BLOCS;2014;780300364;780003679;;4;;;;1;;5;;1;;11;;;2;;;15;;;1219;4268;5487;2999;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;2;46;48;0;;;;;;330;12354;12684;7141;;;;;;2;2;4;2;;;;;
BLOCS;2014;780300406;780018032;3;9;;1;1;3;;2;;1;;16;1;3;2;;;20;;;5147;3776;8923;7658;;1;2;;;654;192;846;489;;;7;;;1847;202;2049;1432;;;;;;941;275;1216;0;;;;;;941;5131;6072;3713;;;;;;3;60;63;0;;;;;
BLOCS;2014;780300414;780000675;3;9;;;;1;;1;;2;;13;;;2;;;20;;;5864;4399;10263;8566;;;;;;0;0;0;0;;;;;;102;0;102;0;;;;;;227;2666;2893;0;;;;;;2790;7689;10479;5522;;;;;;0;6;6;1;;;;;
BLOCS;2014;780300422;780002259;2;14;;1;;;;1;;;;16;;;2;;;23;;;6809;15858;22667;18719;;;;;;551;72;623;388;;;;;;170;0;170;120;;;;;;196;14;210;0;;;;;;1493;3146;4639;2643;;;;;;5;17;22;3;;;;;
BLOCS;2014;780300455;780000717;1;6;;0;;;;0;;0;;6;;1;2;;;12;;;3251;9121;12372;10384;;49;3;10;11;2;0;2;2;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;344;2493;2837;1471;;;;;;1;0;1;0;;;;;
BLOCS;2014;780800256;780110078;5;8;1;1;1;3;1;1;;1;;14;3;;1;;;12;;;7469;4022;11491;9368;1105;20;5;11;17;1508;891;2399;709;;7;5;;2;855;9;864;4;4;0;15;0;0;27;2;29;0;;;;;;2940;1285;4225;1871;2386;3;;2;;11;24;35;0;327;;;;
BLOCS;2014;790000087;790000012;2;9;1;2;2;1;;1;;0;;13;3;;2;1;1;18;4;5;6596;2433;9029;3706;;18;29;12;15;957;543;1500;357;;;;;;1006;12;1018;0;;;;;;345;71;416;0;;;;;;2994;1673;4667;1543;;;;;;30;109;139;8;;;;;
BLOCS;2014;790000095;790006654;1;5;1;1;1;0;0;1;1;0;0;7;3;0;1;1;0;9;1;0;3330;829;4159;3309;283;7;3;6;13;543;247;790;229;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;548;1975;2523;1727;200;0;0;0;0;1;2;3;0;;;;;
BLOCS;2014;790000103;790006654;1;2;0;0;0;0;0;1;0;0;0;3;0;;1;0;;3;0;;87;689;776;394;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1021;1078;645;207;0;0;0;0;0;0;0;0;0;0;0;0;0
BLOCS;2014;790003537;790006654;1;3;1;0;0;0;0;1;1;0;0;4;2;;1;1;0;7;1;0;1002;1163;2165;1477;145;1;2;4;4;0;0;0;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;17;0;17;0;0;0;0;2;1;1629;1485;3114;1861;708;2;0;4;2;0;1;1;0;0;1;1;1;2
BLOCS;2014;790009948;790001242;1;10;0;0;0;0;0;2;0;0;0;12;0;;2;0;;12;0;;5862;8095;13957;10840;956;20;37;13;30;205;107;312;200;3;3;2;1;3;165;0;165;0;;;;;;307;9;316;0;;;2;;;1226;3528;4754;3660;1832;;3;1;;2;14;16;5;5;;;;
BLOCS;2014;800000143;800000028;1;6;6;0;;0;;1;1;0;;7;7;;1;1;;6;6;;2437;1213;3650;2663;3692;9;24;5;8;638;365;1003;307;81;6;37;2;4;114;0;114;17;0;0;0;0;0;12;0;12;0;0;0;0;0;0;2854;953;3807;1884;2205;3;22;4;0;0;2;2;0;54;0;0;0;0
BLOCS;2014;800000192;800000044;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;;12191;3297;15488;12901;;;;;;7;0;7;3;;;;;;4;0;4;1;;;;;;97;2;99;0;;;;;;3617;1459;5076;2539;;;;;;49;4;53;8;;;;;
BLOCS;2014;800000200;800000051;0;;;;;;;1;;;;1;;;;;;;;;2;4;6;1;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;41;1;42;3;;;;;;0;0;0;0;;;;;
BLOCS;2014;800000226;800000069;1;0;;0;;;;1;;1;;2;;;1;;;1;;;12;34;46;9;21;0;0;0;0;0;29;29;0;6;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;262;900;1162;591;160;0;0;0;0;1;1;2;2;;0;0;0;0
BLOCS;2014;800000390;800000085;;;;;;;;;;;;;;;;;;;;;45;7;52;0;;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;95;0;95;1;;0;0;0;0;0;0;0;0;;;;;
BLOCS;2014;800000432;800000093;1;3;3;1;1;1;0;1;0;1;0;7;4;;1;1;;4;4;;729;989;1718;1444;145;0;0;2;1;259;131;390;162;19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;243;753;996;440;30;0;0;0;0;0;2;2;0;0;0;0;0;0
BLOCS;2014;800000614;800000044;1;3;;;;;;0;;0;;3;;;1;;;4;;;1587;3761;5348;3115;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1;1;2;0;;;;;;7;10;17;0;;;;;
BLOCS;2014;800002503;800001141;1;6;;0;;4;;4;;0;;14;;;1;;;9;;;2911;3863;6774;5672;112;;;;;0;0;0;0;;;;;;35;0;35;0;;;;;;105;55;160;0;;;;;;777;2975;3752;2526;;;;;;9;9;18;14;;;;;
BLOCS;2014;800002610;800000044;4;4;;4;4;1;;1;;1;;11;4;;1;;;4;;;884;564;1448;1302;;;;;;938;1097;2035;711;;;;;;0;0;0;0;;;;;;7;0;7;0;;;;;;46;225;271;167;;;;;;3;19;22;0;;;;;
BLOCS;2014;800006124;800000044;1;26;4;2;2;1;1;4;1;1;1;34;9;4;3;1;;54;10;;9986;2088;12074;9313;;;;;;376;375;751;283;;;;;;1438;7;1445;394;;;;;;761;73;834;0;;;;;;3769;589;4358;2022;;;;;;18;25;43;2;;;;;
BLOCS;2014;800009466;800002982;1;14;;;;1;;1;;1;;17;;;1;;;1;;;5276;3255;8531;7740;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;638;0;638;0;;;;;;1481;4868;6349;4109;;;;;;3;11;14;9;;;;;
BLOCS;2014;800009920;800003071;1;12;1;3;2;1;1;1;0;2;0;19;4;0;3;3;0;26;4;0;8859;8186;17045;14291;39;5;1;4;6;914;182;1096;841;0;5;5;1;3;1;0;1;1;0;0;0;0;0;167;15;182;0;0;0;0;0;0;1630;4260;5890;3434;107;3;0;0;1;4;27;31;13;0;0;0;0;0
BLOCS;2014;800013179;800013138;1;1;;;;1;;4;0;1;;7;0;;1;;;8;;;126;10;136;71;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;4;0;4;0;;;;;;1401;4733;6134;3018;;;;;;2;4;6;0;;;;;
BLOCS;2014;800015729;800015679;;0;;;;2;;0;;;;2;;;1;;;4;;;83;13;96;5;;;;;;0;0;0;0;;;;;;1082;1;1083;849;;;;1;;76;1;77;0;;;;;;348;4;352;40;;;;;;0;0;0;0;;;;;
BLOCS;2014;800017253;800000044;;0;;;;;;;;;;0;;2;0;;1;0;;1;1;597;598;321;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;800018491;800018483;1;6;;;;;;;;1;;7;;3;1;;1;7;;7;0;3390;3390;3390;1396;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;3;3;0;;;;;
BLOCS;2014;810000224;810000471;4;4;4;1;1;2;2;2;2;1;;10;9;4;1;;1;14;;;4539;2992;7531;5820;;;;;;230;194;424;86;;;;;;821;12;833;715;;;;;;132;0;132;0;;;;;;3003;4136;7139;3801;;;;;;1;0;1;0;;;;;
BLOCS;2014;810000505;810000331;4;5;;1;;2;;1;;1;;10;;0;1;;;12;;;3236;992;4228;3717;3290;27;9;7;17;850;444;1294;526;33;9;19;5;4;131;1;132;37;0;0;0;;0;15;0;15;1;0;0;0;;0;769;760;1529;1185;172;0;0;0;0;2;7;9;5;0;0;0;0;0
BLOCS;2014;810000521;810000380;1;7;1;1;1;1;;1;;0;;10;2;;1;;;15;;;4145;1726;5871;4523;744;5;34;5;7;870;572;1442;677;;;;;;155;0;155;13;;;;;;63;0;63;0;;;;;;1871;1017;2888;1293;206;;4;;;5;22;27;2;;;;;
BLOCS;2014;810000562;810000455;1;0;0;1;1;0;0;1;0;;;2;1;1;1;1;;4;4;;62;259;321;172;;;;;;465;196;661;234;;;;1;1;0;0;0;0;;;;;;1;0;1;0;;;;;;182;542;724;411;145;;;;;0;0;0;0;;;;;
BLOCS;2014;810101170;810101162;1;7;;0;0;1;;1;;1;;10;0;;1;;;10;;;3924;6878;10802;7914;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;20;4;24;0;;;;;;1720;1660;3380;2529;;;;;;11;236;247;2;;;;;
BLOCS;2014;810101444;810000992;1;2;1;0;;3;;2;;1;;8;1;;1;;;12;;;4275;5490;9765;6837;;5;1;3;7;2;0;2;2;;;;;;71;3;74;2;;2;;;;99;0;99;0;;;;;;1411;3266;4677;2835;;;;;;4;28;32;4;;;;;
BLOCS;2014;820000032;820000016;1;5;0;1;1;1;0;2;0;0;0;9;1;0;1;1;0;9;1;0;3454;2159;5613;4239;3015;16;10;3;13;411;156;567;245;12;4;11;1;3;183;0;183;0;0;0;0;0;0;23;0;23;0;0;0;0;0;0;1145;803;1948;702;453;1;3;0;0;9;136;145;0;933;0;0;0;0
BLOCS;2014;820000040;820000081;1;3;;1;;1;;1;;1;;7;;;1;;;9;;;2210;2394;4604;3988;58;7;4;1;2;369;502;871;405;;;;;;4;0;4;2;;;;;;1;0;1;0;;;;;;1399;3071;4470;2898;1;2;;;2;24;68;92;2;;;;;
BLOCS;2014;820000057;820000131;2;9;1;0;0;1;1;3;0;1;0;14;2;;2;;;22;;;5367;3603;8970;7085;;11;4;1;9;224;233;457;331;;4;1;;1;995;76;1071;846;;7;1;1;1;186;0;186;0;;;;;;2456;4280;6736;4141;;2;3;;;28;76;104;92;;;;;
BLOCS;2014;820000065;820000156;1;6;;0;;0;;1;;3;;10;;;1;;;7;;;2237;6668;8905;5682;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;219;182;401;147;;;;;;164;44;208;0;;;;;
BLOCS;2014;820000883;820004950;1;3;0;0;0;0;0;1;0;0;0;4;0;1;1;;;4;;;892;630;1522;1274;443;0;0;0;3;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;213;359;572;272;1;0;0;0;0;0;2;2;0;12;;;;
BLOCS;2014;830000279;830100517;1;4;1;0;;0;;1;1;0;;5;2;;1;1;;8;1;;1821;1008;2829;2269;;;;;;546;441;987;335;;;;;;0;0;0;0;;;;;;1;5;6;0;;;;;;779;1970;2749;1516;;;;;;1;5;6;2;;;;;
BLOCS;2014;830000287;830100525;2;5;1;1;1;0;;1;;1;;8;2;;2;;;12;;;3177;1592;4769;3838;748;16;22;6;24;627;601;1228;569;8;18;19;3;4;20;0;20;0;;;;;;55;0;55;0;;;;;;1178;1071;2249;958;97;1;4;;1;0;6;6;0;;;;;
BLOCS;2014;830000295;830100533;1;1;1;1;1;1;1;1;1;0;;4;4;0;1;1;0;7;7;0;2104;952;3056;2632;;;;;;695;221;916;418;;;;;;2;0;2;0;;;;;;2;0;2;0;;;;;;1214;607;1821;601;;;;;;4;1;5;0;;;;;
BLOCS;2014;830000303;830100541;1;0;;0;;0;;1;;1;;2;;0;1;;;1;;;14;0;14;0;;;;;;0;0;0;0;;;;;;44;0;44;0;;;;;;0;0;0;0;;;;;;0;32;32;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;830000311;830100566;3;5;;1;;1;;1;;2;;10;;1;1;;1;10;;4;3203;1523;4726;3721;3185;10;1;5;13;914;393;1307;589;49;4;4;0;0;969;4;973;0;0;1;4;3;2;48;0;48;0;0;;;;;2216;1420;3636;1586;1340;0;0;0;0;6;5;11;0;130;;;;
BLOCS;2014;830000337;830100590;1;0;;1;1;;;0;;;;1;1;;1;;;1;;;44;5;49;9;;;;;;330;243;573;219;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;83;2;85;21;;;;;;0;0;0;0;;;;;
BLOCS;2014;830000345;830100616;5;7;1;1;1;2;;7;3;6;6;23;11;2;1;1;;22;;;8557;2617;11174;8931;;;;;;1459;580;2039;1150;;;;;;1345;22;1367;17;;;;;;253;73;326;0;;;;;;3569;1876;5445;2805;;;;;;13;15;28;5;;;;;
BLOCS;2014;830100103;830000022;2;10;;0;;1;;3;;1;;15;;;3;;;18;;;3591;3843;7434;5465;;;;;;1;4;5;4;;;;;;13;0;13;0;;;;;;106;17;123;91;;;;;;1173;5221;6394;3903;;;;;;0;8;8;8;;;;;
BLOCS;2014;830100251;830000063;1;5;;1;;1;;1;;1;;9;;;1;;;6;;;3025;2373;5398;4522;;;;;;2;25;27;14;;;;;;0;0;0;0;;;;;;43;2;45;0;;;;;;996;3987;4983;2991;;;;;;4;32;36;17;;;;;
BLOCS;2014;830100319;750052425;3;7;1;;;4;;2;;2;;15;1;;3;;;21;;;3628;3539;7167;5620;;17;;2;;0;0;0;0;;;;;;2374;12;2386;1948;;;;2;2;1286;41;1327;0;;;;;;1331;2854;4185;2258;;;;;;1;7;8;4;;;;;
BLOCS;2014;830100327;830000105;1;6;;0;;;;1;;0;;7;;;1;;;11;;;2365;5999;8364;5920;;;;;;8;68;76;73;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;481;3407;3888;2993;;;;;;0;84;84;7;;;;;
BLOCS;2014;830100368;830000147;1;6;;0;;1;;1;;0;;8;;;1;;;8;;;1961;3455;5416;3900;;;;;;10;4;14;14;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;477;2713;3190;1628;;;;;;1;78;79;56;;;;;
BLOCS;2014;830100392;830000154;2;5;1;0;0;1;1;2;1;0;0;8;3;0;2;1;;13;2;;2501;4815;7316;5279;;;;;;0;0;0;0;;;;;;114;0;114;0;;;;;;754;48;802;0;;;;;;1812;5643;7455;4578;;;;;;1;14;15;6;;;;;
BLOCS;2014;830100418;830000170;1;3;;0;;0;;1;;0;;4;;0;1;;;6;;;1732;2940;4672;3603;;;;;;1;22;23;16;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;109;3253;3362;2430;;;;;;2;11;13;1;;;;;
BLOCS;2014;830100434;830000196;4;13;;2;2;2;;2;;1;;20;2;;4;;;22;;;4660;13272;17932;14396;;;;;;842;1450;2292;1022;;;;;;1;0;1;1;;;;;;158;23;181;0;;;;;;1829;4975;6804;4351;;;;;;2;47;49;21;;;;;
BLOCS;2014;830100459;830000212;2;12;;0;;0;;2;;0;;14;;;2;;;18;;;3434;4175;7609;6135;;;;;;1;133;134;99;;;;;;0;0;0;0;;;;;;26;114;140;0;;;;;;995;3586;4581;2385;;;;;;20;12;32;16;;;;;
BLOCS;2014;830100475;830000238;2;6;;0;;0;;1;;0;;7;;;2;;;10;;;3315;4159;7474;6238;;;;;;1;1;2;2;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;243;1148;1391;739;;;;;;1;12;13;9;;;;;
BLOCS;2014;830100491;830000212;;;;;;;;;;;;;;;;;;;;;1493;6335;7828;4522;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;2;1;3;0;;;;;
BLOCS;2014;830100558;690781810;1;3;;;;;;1;;;;4;;;1;;;7;;;2073;248;2321;2307;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;9;24;33;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;830100574;750821092;5;9;1;;;4;1;3;1;2;1;18;4;;1;1;;9;;;7565;1513;9078;6574;5385;46;206;14;28;;;;;;;;;;633;2;635;14;4;;7;;;172;20;192;;;;;;;1898;616;2514;1311;2108;4;38;;1;11;4;15;;;;;;
BLOCS;2014;830100608;830100616;;;;;;;;1;;;;1;;;;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;242;0;242;4;;;;;;0;0;0;0;;;;;
BLOCS;2014;830200523;830210084;1;6;0;0;0;1;0;1;0;0;0;8;0;;2;0;;9;0;;1299;1378;2677;2333;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;12;0;12;0;;;;;;716;1205;1921;1341;;;;;;8;72;80;80;;;;;
BLOCS;2014;840000285;840000608;2;7;;1;;;;1;;1;;10;;;2;;;16;;;5494;4138;9632;7844;;;;;;701;524;1225;759;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;206;3434;3640;2471;;;;;;14;64;78;18;;;;;
BLOCS;2014;840000327;840000640;1;3;0;;;;;1;;;;4;0;;1;;;12;;;3090;574;3664;3427;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;840000343;840000012;1;2;2;0;;;;1;;;;3;2;;1;1;1;4;4;4;106;49;155;61;;;;;;192;115;307;119;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;240;922;1162;590;;;;;;0;0;0;0;;;;;
BLOCS;2014;840000350;840000657;1;0;0;0;0;0;0;0;0;1;0;1;0;;1;0;;0;0;;134;504;638;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;811;25;836;836;;;;;;;0;0;0;;;;;
BLOCS;2014;840000392;840000046;;1;;1;;0;;1;;3;;6;;;1;;;4;;;215;45;260;166;;;;;;826;315;1141;476;;;;;;1;0;1;1;;;;;;0;0;0;0;;;;;;126;95;221;120;;;;;;4;4;8;0;;;;;
BLOCS;2014;840000400;840000673;1;5;1;0;;;;2;;;;7;1;;1;;;11;;;3196;4018;7214;5461;168;12;8;4;5;0;0;0;0;;;;;;0;0;0;0;;;;;;131;0;131;0;;1;;;;347;3239;3586;2051;1;1;;;;0;1;1;1;;;;;
BLOCS;2014;840000418;840004659;1;1;;1;1;1;;1;;1;;5;1;;1;;;2;;;493;141;634;448;94;;;;;400;306;706;288;;;;;;23;0;23;0;;;;;;5;0;5;0;;;;;;291;438;729;333;;;;;;0;5;5;1;;;;;
BLOCS;2014;840000467;840003651;;3;;;;;;1;;0;;4;;;1;;;5;;;0;530;530;433;226;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;4573;4573;2290;5;;;;;0;7;7;5;2;;;;
BLOCS;2014;840000483;840000087;;3;1;1;1;0;0;1;1;0;0;5;3;;1;1;;8;8;;2139;637;2776;2421;;9;3;3;5;802;383;1185;447;;7;5;1;4;26;0;26;1;;;;;;10;0;10;0;;;;;;804;748;1552;686;;2;0;1;1;0;3;3;0;;;;;
BLOCS;2014;840000491;130041916;1;1;;1;;;;;;;;2;;;1;;;3;;;102;53;155;71;1834;0;0;1;0;535;383;918;346;0;4;14;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;101;168;99;1;0;0;0;0;2;0;2;0;0;1;0;0;0
BLOCS;2014;840001861;840006597;4;11;1;2;1;4;2;1;;3;;21;4;3;3;2;;25;;;8581;5000;13581;10256;8671;41;124;14;10;1964;656;2620;1007;120;27;67;8;6;1976;43;2019;25;3;7;5;4;0;341;295;636;0;5;1;5;0;0;2953;1345;4298;1887;2638;6;26;1;1;50;12;62;1;998;0;0;0;0
BLOCS;2014;840013270;840003651;;5;;0;;;;0;;0;;5;;;1;;;6;;;2403;3716;6119;4690;307;1;;;1;2;4;6;6;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;323;225;548;458;1;2;;;;2;5;7;5;;;;;
BLOCS;2014;840013312;840003685;2;3;3;;;3;3;3;0;1;;10;6;;2;2;;11;;;1078;825;1903;1383;;;;;;0;0;0;0;;;;;;2234;2;2236;1781;;;;;;1295;52;1347;0;;;;;;1138;136;1274;1223;;;;;;0;3;3;0;;;;;
BLOCS;2014;840013445;840014658;1;10;;;;;;1;;1;;12;;0;1;;;15;;;4625;11150;15775;12625;469;42;1;12;33;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;303;3494;3797;2120;4;;1;;;0;9;9;7;;;;;
BLOCS;2014;840017172;840017164;1;6;0;0;;0;;2;0;0;;8;0;0;1;0;0;12;0;0;3866;4173;8039;6322;;7;2;15;7;0;0;0;0;;;;;;0;0;0;0;;;;;;118;0;118;0;;;;;;989;3115;4104;2475;;;;;;1;6;7;5;;;;;
BLOCS;2014;840018337;840006597;;;;;;;;;;;;;;;;;;;;;621;365;986;674;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;5;2;7;3;;;;;;0;1;1;1;;;;;
BLOCS;2014;840019079;840019053;0;0;;;;;;;;;;0;;;;;;;;;66;0;66;54;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;850000118;850013244;;11;;4;;11;;2;;1;;29;;;1;;;18;;;6141;6398;12539;9562;;62;14;14;32;175;42;217;211;;;2;;;0;0;0;0;;;;;;135;0;135;0;;1;;;;1637;5479;7116;5505;;1;2;;;12;25;37;10;;;;;
BLOCS;2014;850000126;850022948;1;2;;1;;1;;1;;1;;6;;;1;;;12;;;4289;5234;9523;7398;;6;0;5;8;7;6;13;13;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;633;3002;3635;2469;;;;;;3;5;8;0;;;;;
