BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2014;210986360;670005834;M1110;0;3;0.3;0;1
DIALYSE_P;2014;210986360;670005834;NCINF;1;0;1;;
DIALYSE_P;2014;210987558;210780581;M1110;3;;1.65;1;1
DIALYSE_P;2014;210987558;210780581;N2500;12;;10.99;;
DIALYSE_P;2014;210987558;210780581;NAUT;4;2;5.63;;
DIALYSE_P;2014;210987558;210780581;NCINF;18;7;22.36;;
DIALYSE_P;2014;220000012;220000020;M1110;5;2;3.3;0;0
DIALYSE_P;2014;220000012;220000020;N2500;12;7;14.52;;
DIALYSE_P;2014;220000012;220000020;NAUT;2;4;2.84;;
DIALYSE_P;2014;220000012;220000020;NCINF;21;15;30.19;;
DIALYSE_P;2014;220013106;350000626;M1110;1;;0.05;0;
DIALYSE_P;2014;220013106;350000626;NCINF;2;;1.1;;
DIALYSE_P;2014;220013122;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;220013130;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;220013155;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;220016778;350000626;M1110;1;;0.1;;
DIALYSE_P;2014;220018899;350000626;M1110;1;;0.1;;
DIALYSE_P;2014;220019558;350000626;M1110;1;;0.55;;
DIALYSE_P;2014;220019848;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;220020101;220000020;M1110;2;;0.1;0;0
DIALYSE_P;2014;220020101;220000020;NCINF;;3;2.45;;
DIALYSE_P;2014;220020119;220000020;M1110;2;;0.05;0;0
DIALYSE_P;2014;220020119;220000020;N2500;;1;0.47;;
DIALYSE_P;2014;220020119;220000020;NCINF;2;1;2.4;;
DIALYSE_P;2014;220020507;350000626;M1110;1;;0.85;;
DIALYSE_P;2014;220022149;220000020;M1110;2;;0.1;0;0
DIALYSE_P;2014;220022149;220000020;NCINF;1;;1.84;;
DIALYSE_P;2014;230003576;870000700;NCINF;7;1;7.71;;
DIALYSE_P;2014;240002725;330000266;NCINF;;4;1.38;;
DIALYSE_P;2014;240003293;240013417;M1110;0;3;0.15;;
DIALYSE_P;2014;240003301;240013417;M1110;0;3;0.15;;
DIALYSE_P;2014;240006734;240000596;M1110;3;;3;;
DIALYSE_P;2014;240013219;240013417;M1110;0;3;0.45;;
DIALYSE_P;2014;240013466;240013417;M1110;0;3;0.3;;
DIALYSE_P;2014;250000114;900000365;M1110;5;0;2.54;;1
DIALYSE_P;2014;250000114;900000365;N2500;5;5;8.79;;
DIALYSE_P;2014;250000114;900000365;NAUT;1;5;5;;
DIALYSE_P;2014;250000114;900000365;NCINF;13;13;21.35;;
DIALYSE_P;2014;250006954;250000015;M1110;;11;5;0;1
DIALYSE_P;2014;250006954;250000015;N2500;8;8;11.75;;
DIALYSE_P;2014;250006954;250000015;NAUT;16;6;17.8;;
DIALYSE_P;2014;250006954;250000015;NCINF;21;18;32.4;;
DIALYSE_P;2014;250013448;670005834;M1110;1;9;3.2;;
DIALYSE_P;2014;250013448;670005834;NCINF;;6;4.6;;
DIALYSE_P;2014;250015526;670005834;M1110;1;10;3.7;0;1
DIALYSE_P;2014;250015526;670005834;NCINF;11;8;15.55;;
DIALYSE_P;2014;250015534;670005834;M1110;;5;1;;
DIALYSE_P;2014;250015534;670005834;NCINF;10;3;12;;
DIALYSE_P;2014;260000120;260016910;M1110;4;;4;;1
DIALYSE_P;2014;260000120;260016910;NAUT;5;3;6.82;;
DIALYSE_P;2014;260000120;260016910;NCINF;14;5;17.54;;
DIALYSE_P;2014;260001631;380793802;M1110;3;1;3.24;;
DIALYSE_P;2014;260001631;380793802;N2500;3;4;5.96;;
DIALYSE_P;2014;260001631;380793802;N4100;1;;1;;
DIALYSE_P;2014;260001631;380793802;NAUT;8;4;11.35;;
DIALYSE_P;2014;260001631;380793802;NCINF;19;4;21.88;;
DIALYSE_P;2014;260003140;380793802;NAUT;;1;0.34;;
DIALYSE_P;2014;260003140;380793802;NCINF;1;;1;;
DIALYSE_P;2014;260003215;380793802;M1110;2;;1.9;;
DIALYSE_P;2014;260003215;380793802;N2500;3;1;4.29;;
DIALYSE_P;2014;260003215;380793802;N4100;1;;1;;
DIALYSE_P;2014;260003215;380793802;NAUT;6;8;11.3;;
DIALYSE_P;2014;260003215;380793802;NCINF;14;10;20.39;;
DIALYSE_P;2014;260006820;380793802;M1110;;4;0.25;;
DIALYSE_P;2014;260006820;380793802;N4100;1;;1;;
DIALYSE_P;2014;260006820;380793802;NAUT;2;3;4.84;;
DIALYSE_P;2014;260006820;380793802;NCINF;7;8;12.64;;
DIALYSE_P;2014;260006838;380793802;NCINF;1;;1;;
DIALYSE_P;2014;260010418;690796552;M1110;;3;0.22;0;1
DIALYSE_P;2014;260010418;690796552;NCINF;3;4;5.2;;
DIALYSE_P;2014;260012760;690796552;M1110;;1;0.09;;1
DIALYSE_P;2014;260012760;690796552;NCINF;1;1;1.46;;
DIALYSE_P;2014;260016993;380793802;NCINF;1;;1;;
DIALYSE_P;2014;270000359;270023724;M1110;6;0;5.3;0;1
DIALYSE_P;2014;270000359;270023724;N2500;2;15;12.25;;
DIALYSE_P;2014;270000359;270023724;NAUT;1;1;1.67;;
DIALYSE_P;2014;270000359;270023724;NCINF;8;20;25.65;;
DIALYSE_P;2014;270000458;270023724;M1110;;;0.7;0;0
DIALYSE_P;2014;270000458;270023724;N2500;;2;1.73;;
DIALYSE_P;2014;270000458;270023724;NAUT;;1;0.5;;
DIALYSE_P;2014;270000458;270023724;NCINF;3;1;3.5;;
DIALYSE_P;2014;270017338;140000852;NCINF;;3;1.89;;
DIALYSE_P;2014;270017379;140000852;NCINF;;1;0.59;;
DIALYSE_P;2014;270017429;140000852;NCINF;;7;3.19;;
DIALYSE_P;2014;270017478;140000852;NCINF;;5;3.65;;
DIALYSE_P;2014;280006594;280000852;M1110;;1;0.2;0;0
DIALYSE_P;2014;280006594;280000852;N2500;2;;2;;
DIALYSE_P;2014;280006594;280000852;NCINF;2;;2;;
DIALYSE_P;2014;280502741;280000852;M1110;;3;0.6;0;0
DIALYSE_P;2014;280502741;280000852;N2500;3;1;3.5;;
DIALYSE_P;2014;280502741;280000852;NAUT;2;1;2.4;;
DIALYSE_P;2014;280502741;280000852;NCINF;5;2;5.8;;
DIALYSE_P;2014;280503848;280000852;M1110;;2;0.4;0;0
DIALYSE_P;2014;280503848;280000852;N2500;2;;2;;
DIALYSE_P;2014;280503848;280000852;NCINF;2;1;2.8;;
DIALYSE_P;2014;280504267;280000134;M1110;2;3;3;0;1
DIALYSE_P;2014;280504267;280000134;N2500;8;4;9.04;;
DIALYSE_P;2014;280504267;280000134;NAUT;3;1;3.5;;
DIALYSE_P;2014;280504267;280000134;NCINF;11;10;16.99;;
DIALYSE_P;2014;280504309;280000852;M1110;;2;0.4;0;0
DIALYSE_P;2014;280504309;280000852;N2500;2;;2;;
DIALYSE_P;2014;280504309;280000852;NCINF;2;1;2.8;;
DIALYSE_P;2014;280504689;750055626;M1110;;3;1.3;0;1
DIALYSE_P;2014;280504689;750055626;N2500;7;2;7.5;;
DIALYSE_P;2014;280504689;750055626;N4100;1;1;1.6;;
DIALYSE_P;2014;280504689;750055626;NAUT;6;1;5.15;;
DIALYSE_P;2014;280504689;750055626;NCINF;11;5;13.8;;
DIALYSE_P;2014;290000025;290020700;M1110;3;2;3.59;0;1
DIALYSE_P;2014;290000025;290020700;N2500;3;5;6.41;;
DIALYSE_P;2014;290000025;290020700;NAUT;2;1;2.8;;
DIALYSE_P;2014;290000025;290020700;NCINF;6;10;14.7;;
DIALYSE_P;2014;290000850;330031089;M1110;;2;1;1;1
DIALYSE_P;2014;290000850;330031089;N2500;;1;0.16;;
DIALYSE_P;2014;290000850;330031089;N4100;;1;0.6;;
DIALYSE_P;2014;290000850;330031089;NCINF;10;1;10.09;;
DIALYSE_P;2014;290000975;290000546;M1110;1;5;1.77;;
DIALYSE_P;2014;290000975;290000546;N2500;;3;2.68;;
DIALYSE_P;2014;290000975;290000546;NCINF;;8;7.39;;
DIALYSE_P;2014;290004324;290000017;M1110;;2;1.5;;1
DIALYSE_P;2014;290004324;290000017;N2500;6;4;9;;
DIALYSE_P;2014;290004324;290000017;NAUT;2;1;2.5;;
DIALYSE_P;2014;290004324;290000017;NCINF;11;5;14.95;;
DIALYSE_P;2014;290005131;350000626;M1110;2;;1.75;;
DIALYSE_P;2014;290005172;350000626;M1110;1;;0.1;;
DIALYSE_P;2014;290005230;350000626;M1110;1;;0.15;;
DIALYSE_P;2014;290016286;350000626;M1110;1;;1;;
DIALYSE_P;2014;290016294;350000626;M1110;1;;0.6;;
DIALYSE_P;2014;290018548;350000626;M1110;1;;0.2;;
DIALYSE_P;2014;290018555;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290018563;350000626;M1110;1;;0.15;;
DIALYSE_P;2014;290021070;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290023779;350000626;M1110;1;;0.8;;
DIALYSE_P;2014;290023787;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290024579;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290025337;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290028539;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290029669;350000626;M1110;2;;1.6;;
DIALYSE_P;2014;290030808;350000626;M1110;1;;0.2;;
DIALYSE_P;2014;290031541;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;290032028;350000626;M1110;1;;1;;
DIALYSE_P;2014;290032655;350000626;M1110;1;;0.15;;
DIALYSE_P;2014;290032713;350000626;M1110;1;;0.5;;
DIALYSE_P;2014;2A0000022;2A0000014;M1110;1;;0.08;0;0
DIALYSE_P;2014;2A0000022;2A0000014;N2500;6;;5.19;;
DIALYSE_P;2014;2A0000022;2A0000014;N4100;5;;5;;
DIALYSE_P;2014;2A0000022;2A0000014;NAUT;22;0;21.25;;
DIALYSE_P;2014;2A0000022;2A0000014;NCINF;11;;11.05;;
DIALYSE_P;2014;2A0000154;2A0000204;M1110;2;;2;0;1
DIALYSE_P;2014;2A0000154;2A0000204;N2500;2;;2;;
DIALYSE_P;2014;2A0000154;2A0000204;N4100;2;;2;;
DIALYSE_P;2014;2A0000154;2A0000204;NCINF;5;;5;;
DIALYSE_P;2014;2A0003174;2A0003166;M1110;;1;1;0;0
DIALYSE_P;2014;2A0003174;2A0003166;N2500;1;;1;;
DIALYSE_P;2014;2A0003174;2A0003166;NAUT;3;;3;;
DIALYSE_P;2014;2A0003174;2A0003166;NCINF;3;1;3.5;;
DIALYSE_P;2014;2B0000012;2B0000020;M1110;1;0;2.15;0;1
DIALYSE_P;2014;2B0000012;2B0000020;NCINF;12;0;6.9;;
DIALYSE_P;2014;2B0004071;130006810;M1110;;;0.9;;
DIALYSE_P;2014;2B0004071;130006810;N4100;;;0.03;;
DIALYSE_P;2014;2B0004071;130006810;NAUT;1;;1.27;;
DIALYSE_P;2014;2B0004071;130006810;NCINF;;1;0.64;;
DIALYSE_P;2014;2B0004212;130006810;M1110;;1;0.9;;
DIALYSE_P;2014;2B0004212;130006810;N2500;1;;1;;
DIALYSE_P;2014;2B0004212;130006810;N4100;;;0.03;;
DIALYSE_P;2014;2B0004212;130006810;NAUT;;1;0.37;;
DIALYSE_P;2014;2B0004212;130006810;NCINF;;2;0.67;;
DIALYSE_P;2014;2B0004584;130016058;M1110;;2;0.15;1;1
DIALYSE_P;2014;2B0004584;130016058;NAUT;;5;1.35;;
DIALYSE_P;2014;2B0004584;130016058;NCINF;;6;2;;
DIALYSE_P;2014;300007119;340000264;M1110;2;1;2.76;0;1
DIALYSE_P;2014;300007119;340000264;N4100;2;;2;;
DIALYSE_P;2014;300007119;340000264;NAUT;1;1;1.5;;
DIALYSE_P;2014;300007119;340000264;NCINF;29;2;27.78;;
DIALYSE_P;2014;300007168;340000264;M1110;;1;0.03;0;1
DIALYSE_P;2014;300007168;340000264;NCINF;;3;0.51;;
DIALYSE_P;2014;300008588;340000413;M1110;2;1;2.75;1;1
DIALYSE_P;2014;300008588;340000413;N2500;10;3;10.33;;
DIALYSE_P;2014;300008588;340000413;N4100;;1;0.48;;
DIALYSE_P;2014;300008588;340000413;NAUT;4;10;9.74;;
DIALYSE_P;2014;300008588;340000413;NCINF;27;4;29.45;;
DIALYSE_P;2014;300008638;340000413;M1110;;1;0.25;0;1
DIALYSE_P;2014;300008638;340000413;N4100;;;0.17;;
DIALYSE_P;2014;300008638;340000413;NAUT;;2;1.38;;
DIALYSE_P;2014;300008638;340000413;NCINF;6;4;8.08;;
DIALYSE_P;2014;300782117;300780038;M1110;4;1;4.8;0;1
DIALYSE_P;2014;300782117;300780038;N2500;6;;6;;
DIALYSE_P;2014;300782117;300780038;NAUT;3;;3;;
DIALYSE_P;2014;300782117;300780038;NCINF;10;2;11.6;;
DIALYSE_P;2014;300787421;340000264;M1110;2;4;3.5;0;1
DIALYSE_P;2014;300787421;340000264;N4100;2;;2;;
DIALYSE_P;2014;300787421;340000264;NAUT;3;1;3.5;;
DIALYSE_P;2014;300787421;340000264;NCINF;21;4;23.88;;
DIALYSE_P;2014;310006473;310002712;M1110;5;;5;0;1
DIALYSE_P;2014;310006473;310002712;N4100;;2;2;;
DIALYSE_P;2014;310006473;310002712;NCINF;;1;1;;
DIALYSE_P;2014;310006481;310000617;M1110;0;7;1.4;0;0
DIALYSE_P;2014;310006481;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310011788;310002712;M1110;5;;5;0;1
DIALYSE_P;2014;310011788;310002712;NCINF;2;2;3.16;;
DIALYSE_P;2014;310011838;310002712;M1110;5;;5;0;1
DIALYSE_P;2014;310011838;310002712;NCINF;2;1;2.66;;
DIALYSE_P;2014;310016977;310781406;M1110;3;1;1;0;1
DIALYSE_P;2014;310016977;310781406;N2500;3;;3;;
DIALYSE_P;2014;310016977;310781406;NAUT;1;1;0.63;;
DIALYSE_P;2014;310016977;310781406;NCINF;3;5;5.7;;
DIALYSE_P;2014;310018684;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310018684;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310019351;310781406;M1110;3;2;2.9;;
DIALYSE_P;2014;310019351;310781406;N2500;14;;13.3;;
DIALYSE_P;2014;310019351;310781406;N4100;3;;3;;
DIALYSE_P;2014;310019351;310781406;NAUT;1;;0.2;;
DIALYSE_P;2014;310019351;310781406;NCINF;36;9;42;;
DIALYSE_P;2014;310019880;310002712;M1110;5;;5;0;1
DIALYSE_P;2014;310019880;310002712;NCINF;1;;1;;
DIALYSE_P;2014;310020169;310000633;M1110;3;5;3.8;;1
DIALYSE_P;2014;310020169;310000633;N2500;2;0;2;;
DIALYSE_P;2014;310020169;310000633;NCINF;2;1;2.8;;
DIALYSE_P;2014;310022330;310022322;M1110;;10;2;0;0
DIALYSE_P;2014;310022330;310022322;NCINF;;7;4.5;;
DIALYSE_P;2014;310025606;310000633;M1110;;;;;1
DIALYSE_P;2014;310025606;310000633;NCINF;1;1;1;;
DIALYSE_P;2014;310782016;310000617;M1110;7;0;7;1;1
DIALYSE_P;2014;310782016;310000617;N2500;18;;18;;
DIALYSE_P;2014;310782016;310000617;N4100;3;;2.1;;
DIALYSE_P;2014;310782016;310000617;NAUT;3;2;4;;
DIALYSE_P;2014;310782016;310000617;NCINF;48;1;48.8;;
DIALYSE_P;2014;310782065;310000633;M1110;;1;0.1;;
DIALYSE_P;2014;310782065;310000633;N2500;;1;0.1;;
DIALYSE_P;2014;310782065;310000633;NCINF;;1;0.1;;
DIALYSE_P;2014;310793401;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310793401;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310793419;310000617;M1110;0;7;1.4;0;0
DIALYSE_P;2014;310793419;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310793435;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310793435;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310793542;310000633;M1110;;;;;1
DIALYSE_P;2014;310793542;310000633;NCINF;;2;1;;
DIALYSE_P;2014;310793559;310000633;M1110;;;;;1
DIALYSE_P;2014;310793559;310000633;NCINF;;4;2;;
DIALYSE_P;2014;310793567;310000633;M1110;;;;;1
DIALYSE_P;2014;310793567;310000633;NCINF;;4;2;;
DIALYSE_P;2014;310793575;310000633;M1110;;;;;1
DIALYSE_P;2014;310793575;310000633;NCINF;;4;2;;
DIALYSE_P;2014;310793807;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310793807;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310793849;310000633;M1110;;;;;1
DIALYSE_P;2014;310793849;310000633;NCINF;;3;1;;
DIALYSE_P;2014;310794417;310002712;M1110;5;;5;0;1
DIALYSE_P;2014;310794417;310002712;N2500;5;1;5.5;;
DIALYSE_P;2014;310794417;310002712;N4100;;2;1.6;;
DIALYSE_P;2014;310794417;310002712;NCINF;20;3;20.67;;
DIALYSE_P;2014;310794524;310000633;NCINF;;3;1;;
DIALYSE_P;2014;310794532;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310794532;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310796768;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310796768;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310796776;310000617;M1110;;7;1.4;0;0
DIALYSE_P;2014;310796776;310000617;NCINF;1;1;1;;
DIALYSE_P;2014;310797535;310000633;M1110;;;;;1
DIALYSE_P;2014;310797535;310000633;NCINF;;1;0.5;;
DIALYSE_P;2014;320000086;320780117;M1110;3;;3;1;
DIALYSE_P;2014;320000086;320780117;N2500;4;1;4.85;;
DIALYSE_P;2014;320000086;320780117;NAUT;4;;0.87;;
DIALYSE_P;2014;320000086;320780117;NCINF;12;;10.74;;
DIALYSE_P;2014;320000680;310000633;M1110;;;;;1
DIALYSE_P;2014;320000680;310000633;NCINF;;2;0.5;;
DIALYSE_P;2014;320001050;310000633;M1110;;;;;1
DIALYSE_P;2014;320001050;310000633;NCINF;;2;0.5;;
DIALYSE_P;2014;320001076;330000266;NCINF;;2;0.63;;
DIALYSE_P;2014;320001688;310000633;M1110;;;;;1
DIALYSE_P;2014;320001688;310000633;NCINF;;2;1;;
DIALYSE_P;2014;320784515;310000633;M1110;;;;;1
DIALYSE_P;2014;320784515;310000633;NCINF;;3;2;;
DIALYSE_P;2014;320785587;310000633;M1110;;;;;1
DIALYSE_P;2014;320785587;310000633;NCINF;;2;1.5;;
DIALYSE_P;2014;330000605;330781253;M1110;5;;4.16;0;1
DIALYSE_P;2014;330000605;330781253;N2500;7;1;7.86;;
DIALYSE_P;2014;330000605;330781253;NAUT;5;2;5.53;;
DIALYSE_P;2014;330000605;330781253;NCINF;15;3;16.43;;
DIALYSE_P;2014;330007410;330007386;M1110;;4;3;0;1
DIALYSE_P;2014;330007410;330007386;NAUT;1;;0.96;;
DIALYSE_P;2014;330007410;330007386;NCINF;;5;4;;
DIALYSE_P;2014;330007436;330000274;M1110;;6;1.2;;
DIALYSE_P;2014;330007436;330000274;NCINF;;6;1.37;;
DIALYSE_P;2014;330007550;330000266;NCINF;;3;1.13;;
DIALYSE_P;2014;330007584;330000266;NCINF;;2;1.25;;
DIALYSE_P;2014;330007634;330000266;NCINF;;3;2.25;;
DIALYSE_P;2014;330007642;330000266;NCINF;;6;2.38;;
DIALYSE_P;2014;330007667;330000266;NCINF;;4;1.75;;
DIALYSE_P;2014;330007683;330000266;NCINF;;5;3.38;;
DIALYSE_P;2014;330007725;330000266;NCINF;;12;6.63;;
DIALYSE_P;2014;330008012;330000274;M1110;;6;0.3;;
DIALYSE_P;2014;330008012;330000274;NCINF;;5;1.14;;
DIALYSE_P;2014;330017989;330000134;M1110;;6;1.2;0;1
DIALYSE_P;2014;330017989;330000134;N2500;5;2;8.88;;
DIALYSE_P;2014;330017989;330000134;NAUT;;6;1.77;;
DIALYSE_P;2014;330017989;330000134;NCINF;20;0;19.18;;
DIALYSE_P;2014;330024639;330000266;NCINF;;6;2;;
DIALYSE_P;2014;330054453;330000258;NCINF;4;;3.48;;
DIALYSE_P;2014;330054461;330000274;M1110;;6;0.3;;
DIALYSE_P;2014;330054461;330000274;NCINF;;3;1.61;;
DIALYSE_P;2014;330056227;330007386;M1110;;1;0.25;0;1
DIALYSE_P;2014;330056227;330007386;NAUT;;1;0.46;;
DIALYSE_P;2014;330056227;330007386;NCINF;;3;2.5;;
DIALYSE_P;2014;330056516;330000258;M1110;;;;;1
DIALYSE_P;2014;330056516;330000258;NCINF;4;1;3.89;;
DIALYSE_P;2014;330056680;330000274;M1110;;6;0.2;;
DIALYSE_P;2014;330056680;330000274;NCINF;;4;0.69;;
DIALYSE_P;2014;330057449;330000266;NCINF;;6;1.5;;
DIALYSE_P;2014;330780446;330000258;M1110;5;;5;;1
DIALYSE_P;2014;330780446;330000258;N2500;15;;14.1;;
DIALYSE_P;2014;330780446;330000258;N4100;1;1;1.14;;
DIALYSE_P;2014;330780446;330000258;NAUT;10;1;8.76;;
DIALYSE_P;2014;330780446;330000258;NCINF;28;1;25.97;;
DIALYSE_P;2014;330780453;330000308;M1110;;;;;1
DIALYSE_P;2014;330780453;330000308;N2500;8;2;9.36;;
DIALYSE_P;2014;330780453;330000308;N4100;2;;2;;
DIALYSE_P;2014;330780453;330000308;NCINF;24;12;22.67;;
DIALYSE_P;2014;330780461;330000266;M1110;4;16;7.13;;
DIALYSE_P;2014;330781360;330781196;M1110;5;6;4.9;0;1
DIALYSE_P;2014;330781360;330781196;N2500;17;11;28.2;;
DIALYSE_P;2014;330781360;330781196;NAUT;3;1;3.87;;
DIALYSE_P;2014;330781360;330781196;NCINF;39;22;55.33;;
DIALYSE_P;2014;330783374;330000274;M1110;;6;2.5;;
DIALYSE_P;2014;330783374;330000274;N2500;13;;12.92;;
DIALYSE_P;2014;330783374;330000274;N4100;10;;10;;
DIALYSE_P;2014;330783374;330000274;NAUT;1;1;1.43;;
DIALYSE_P;2014;330783374;330000274;NCINF;27;2;28.39;;
DIALYSE_P;2014;330795295;330007386;M1110;;1;0.3;0;1
DIALYSE_P;2014;330795295;330007386;NAUT;;1;0.46;;
DIALYSE_P;2014;330795295;330007386;NCINF;;2;2;;
DIALYSE_P;2014;330795303;330007386;M1110;;1;0.2;0;1
DIALYSE_P;2014;330795303;330007386;NAUT;;1;0.37;;
DIALYSE_P;2014;330795303;330007386;NCINF;;2;1.35;;
DIALYSE_P;2014;330802364;330007386;M1110;;2;0.3;0;1
DIALYSE_P;2014;330802364;330007386;NAUT;;1;0.46;;
DIALYSE_P;2014;330802364;330007386;NCINF;;3;2.5;;
DIALYSE_P;2014;340009539;340009489;M1110;2;2;3;0;1
DIALYSE_P;2014;340009539;340009489;NCINF;15;6;19;;
DIALYSE_P;2014;340013119;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013119;340000264;N4100;3;;3;;
DIALYSE_P;2014;340013119;340000264;NAUT;24;3;24;;
DIALYSE_P;2014;340013119;340000264;NCINF;3;14;8.14;;
DIALYSE_P;2014;340013168;340000264;M1110;5;3;5.53;0;1
DIALYSE_P;2014;340013168;340000264;N2500;6;4;6;;
DIALYSE_P;2014;340013168;340000264;NAUT;17;2;16.76;;
DIALYSE_P;2014;340013168;340000264;NCINF;55;5;44.7;;
DIALYSE_P;2014;340013218;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013218;340000264;NCINF;2;4;1.91;;
DIALYSE_P;2014;340013259;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013259;340000264;NCINF;;3;0.51;;
DIALYSE_P;2014;340013309;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013309;340000264;NCINF;;3;1.54;;
DIALYSE_P;2014;340013358;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013358;340000264;NCINF;;2;1.03;;
DIALYSE_P;2014;340013408;340000264;M1110;;;;0;1
DIALYSE_P;2014;340013408;340000264;NCINF;;3;0.51;;
DIALYSE_P;2014;340013499;340000264;M1110;;3;0.15;0;1
DIALYSE_P;2014;340013499;340000264;NCINF;;6;2.06;;
DIALYSE_P;2014;340015999;340000413;M1110;;4;3.97;1;1
DIALYSE_P;2014;340015999;340000413;N2500;13;;12.78;;
DIALYSE_P;2014;340015999;340000413;N4100;;1;0.66;;
DIALYSE_P;2014;340015999;340000413;NAUT;12;7;15.39;;
DIALYSE_P;2014;340015999;340000413;NCINF;38;12;43.56;;
DIALYSE_P;2014;340016005;340000413;M1110;;5;0.35;0;1
DIALYSE_P;2014;340016005;340000413;N4100;;;0.07;;
DIALYSE_P;2014;340016005;340000413;NAUT;1;;0.95;;
DIALYSE_P;2014;340016005;340000413;NCINF;1;1;1.87;;
DIALYSE_P;2014;340017086;340000413;M1110;;3;0.03;1;1
DIALYSE_P;2014;340017086;340000413;N4100;;;0.01;;
DIALYSE_P;2014;340017086;340000413;NCINF;4;;4;;
DIALYSE_P;2014;340017292;340009489;M1110;;4;0.5;0;1
DIALYSE_P;2014;340017292;340009489;NAUT;;1;0.3;;
DIALYSE_P;2014;340017292;340009489;NCINF;;10;3.8;;
DIALYSE_P;2014;340017490;340000413;M1110;;5;0.35;0;1
DIALYSE_P;2014;340017490;340000413;N4100;;;0.07;;
DIALYSE_P;2014;340017490;340000413;NAUT;;;0.35;;
DIALYSE_P;2014;340017490;340000413;NCINF;3;1;3.9;;
DIALYSE_P;2014;340019603;340019587;M1110;;11;1.43;0;1
DIALYSE_P;2014;340019603;340019587;N4100;;1;0.6;;
DIALYSE_P;2014;340019603;340019587;NAUT;;6;5.84;;
DIALYSE_P;2014;340019603;340019587;NCINF;9;3;11.3;;
DIALYSE_P;2014;340020221;340000264;M1110;0;10;0.5;0;1
DIALYSE_P;2014;340780840;340000413;M1110;1;5;5.3;1;1
DIALYSE_P;2014;340780840;340000413;N2500;16;7;19.15;;
DIALYSE_P;2014;340780840;340000413;N4100;2;1;2.45;;
DIALYSE_P;2014;340780840;340000413;NAUT;26;11;32.51;;
DIALYSE_P;2014;340780840;340000413;NCINF;41;9;43.46;;
DIALYSE_P;2014;340781608;340015171;M1110;;3;1.01;0;1
DIALYSE_P;2014;340781608;340015171;N2500;5;;5;;
DIALYSE_P;2014;340781608;340015171;NCINF;10;;9.5;;
DIALYSE_P;2014;340796663;340780477;N2500;3;;2.8;;
DIALYSE_P;2014;340796663;340780477;NCINF;5;1;5.41;;
DIALYSE_P;2014;350000147;350000022;M1110;3;4;1.14;0;1
DIALYSE_P;2014;350000147;350000022;N2500;1;3;3.4;;
DIALYSE_P;2014;350000147;350000022;NAUT;2;;1;;
DIALYSE_P;2014;350000147;350000022;NCINF;4;8;8.5;;
DIALYSE_P;2014;350000741;350005179;M1110;2;;1.67;0;0
DIALYSE_P;2014;350000741;350005179;N2500;2;5;6.36;;
DIALYSE_P;2014;350000741;350005179;NAUT;3;1;3.27;;
DIALYSE_P;2014;350000741;350005179;NCINF;12;9;16.41;;
DIALYSE_P;2014;350002804;350000626;M1110;;15;3;;
DIALYSE_P;2014;350002804;350000626;NCINF;;21;5.25;;
DIALYSE_P;2014;350030748;350000626;M1110;1;;0.1;;
DIALYSE_P;2014;350030763;350000626;M1110;1;;0.1;;
DIALYSE_P;2014;350032934;350000626;M1110;3;;2.1;;
DIALYSE_P;2014;350039418;350000626;M1110;1;;0.3;;
DIALYSE_P;2014;350039707;350000626;M1110;1;;0.8;;
DIALYSE_P;2014;350039715;350000626;M1110;1;;0.75;;
DIALYSE_P;2014;350040044;350000626;M1110;3;;1.9;;
DIALYSE_P;2014;350041059;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;350042131;350000626;M1110;1;;0.2;;
