BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2014;350042602;350000626;M1110;1;;0.7;;
DIALYSE_P;2014;350045779;350000626;M1110;1;;0.25;;
DIALYSE_P;2014;350046744;350000626;M1110;1;;0.25;;
DIALYSE_P;2014;350046751;350000626;M1110;1;;0.95;;
DIALYSE_P;2014;360000962;330031048;N2500;1;;1;;
DIALYSE_P;2014;360000962;330031048;NCINF;2;;2;;
DIALYSE_P;2014;360002133;330031048;M1110;3;;3;0;1
DIALYSE_P;2014;360002133;330031048;N2500;8;1;8.5;;
DIALYSE_P;2014;360002133;330031048;N4100;2;;2;;
DIALYSE_P;2014;360002133;330031048;NAUT;4;;4;;
DIALYSE_P;2014;360002133;330031048;NCINF;17;6;21.69;;
DIALYSE_P;2014;360004527;330031048;NCINF;2;;2;;
DIALYSE_P;2014;370000085;370000077;M1110;3;;3;0;1
DIALYSE_P;2014;370000085;370000077;N2500;5;2;5.8;;
DIALYSE_P;2014;370000085;370000077;N4100;1;;1;;
DIALYSE_P;2014;370000085;370000077;NAUT;1;;1;;
DIALYSE_P;2014;370000085;370000077;NCINF;11;4;12.72;;
DIALYSE_P;2014;370000499;370000481;N2500;1;0;1;;
DIALYSE_P;2014;370000499;370000481;NAUT;0;1;0.98;;
DIALYSE_P;2014;370000499;370000481;NCINF;1;2;2.7;;
DIALYSE_P;2014;370000861;370000481;M1110;4;;2.1;1;
DIALYSE_P;2014;370000861;370000481;N2500;13;3;15.13;;
DIALYSE_P;2014;370000861;370000481;NAUT;1;2;1.74;;
DIALYSE_P;2014;370000861;370000481;NCINF;23;14;34.97;;
DIALYSE_P;2014;370002040;370001067;M1110;;3;1.42;0;1
DIALYSE_P;2014;370002040;370001067;N4100;;4;0.94;;
DIALYSE_P;2014;370002040;370001067;NAUT;;2;0.44;;
DIALYSE_P;2014;370002040;370001067;NCINF;13;3;15.44;;
DIALYSE_P;2014;370100885;370001067;M1110;;;0.48;0;1
DIALYSE_P;2014;370100885;370001067;N4100;;;0.34;;
DIALYSE_P;2014;370100885;370001067;NAUT;;;0.16;;
DIALYSE_P;2014;370100885;370001067;NCINF;4;1;4.71;;
DIALYSE_P;2014;370102832;370001067;M1110;;;0.27;0;1
DIALYSE_P;2014;370102832;370001067;N4100;;;0.43;;
DIALYSE_P;2014;370102832;370001067;NAUT;;;0.2;;
DIALYSE_P;2014;370102832;370001067;NCINF;4;2;5.09;;
DIALYSE_P;2014;370103152;370001067;M1110;;;0.31;0;1
DIALYSE_P;2014;370103152;370001067;N4100;;;0.42;;
DIALYSE_P;2014;370103152;370001067;NAUT;;;0.2;;
DIALYSE_P;2014;370103152;370001067;NCINF;5;1;5.41;;
DIALYSE_P;2014;370104002;370001067;M1110;;;0.12;0;1
DIALYSE_P;2014;370104002;370001067;N4100;;;0.19;;
DIALYSE_P;2014;370104002;370001067;NAUT;;;0.09;;
DIALYSE_P;2014;370104002;370001067;NCINF;3;;2.59;;
DIALYSE_P;2014;370104572;370001067;M1110;;;0.21;0;1
DIALYSE_P;2014;370104572;370001067;N4100;;;0.15;;
DIALYSE_P;2014;370104572;370001067;NAUT;;;0.07;;
DIALYSE_P;2014;370104572;370001067;NCINF;1;2;1.53;;
DIALYSE_P;2014;370104804;370001067;M1110;;;0.18;0;1
DIALYSE_P;2014;370104804;370001067;N4100;;;0.13;;
DIALYSE_P;2014;370104804;370001067;NAUT;;;0.06;;
DIALYSE_P;2014;370104804;370001067;NCINF;2;;1.61;;
DIALYSE_P;2014;380000067;380780080;M1110;1;4;2.07;0;1
DIALYSE_P;2014;380000067;380780080;NAUT;2;;2;;
DIALYSE_P;2014;380000067;380780080;NCINF;11;9;19.06;;
DIALYSE_P;2014;380000729;690796552;M1110;1;;0.13;;1
DIALYSE_P;2014;380000729;690796552;NCINF;2;;1.5;;
DIALYSE_P;2014;380000828;690002225;M1110;5;2;5.4;;
DIALYSE_P;2014;380000828;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;380000828;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;380000828;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;380000828;690002225;NCINF;35;20;48.17;;
DIALYSE_P;2014;380000968;690796552;M1110;2;1;2.2;0;1
DIALYSE_P;2014;380000968;690796552;N2500;2;7;6.49;;
DIALYSE_P;2014;380000968;690796552;NCINF;13;16;23.39;;
DIALYSE_P;2014;380784801;380793802;M1110;8;7;9.03;;
DIALYSE_P;2014;380784801;380793802;N2500;5;1;5.82;;
DIALYSE_P;2014;380784801;380793802;N4100;4;;4;;
DIALYSE_P;2014;380784801;380793802;NAUT;57;38;85.27;;
DIALYSE_P;2014;380784801;380793802;NCINF;43;42;74.16;;
DIALYSE_P;2014;380793810;380793802;M1110;2;;1.5;;
DIALYSE_P;2014;380793810;380793802;NAUT;2;1;4.15;;
DIALYSE_P;2014;380793810;380793802;NCINF;13;5;17.38;;
DIALYSE_P;2014;380797217;380793802;NCINF;;1;0.62;;
DIALYSE_P;2014;380804203;380793802;NAUT;4;;4.07;;
DIALYSE_P;2014;380804203;380793802;NCINF;1;;1;;
DIALYSE_P;2014;390000065;390780161;M1110;2;;1.52;;1
DIALYSE_P;2014;390000065;390780161;N2500;2;1;3.1;;
DIALYSE_P;2014;390000065;390780161;NAUT;1;;1;;
DIALYSE_P;2014;390000065;390780161;NCINF;6;2;7.7;;
DIALYSE_P;2014;390000222;390780609;M1110;;;0.1;0;1
DIALYSE_P;2014;390000222;390780609;N2500;6;1;6.03;;
DIALYSE_P;2014;390000222;390780609;NAUT;5;;3.2;;
DIALYSE_P;2014;390000222;390780609;NCINF;13;4;13.93;;
DIALYSE_P;2014;390786408;670005834;M1110;;1;0.1;;
DIALYSE_P;2014;390786408;670005834;NCINF;4;1;4.2;;
DIALYSE_P;2014;400000139;400011177;M1110;3;;3;1;1
DIALYSE_P;2014;400000139;400011177;N2500;8;1;7.48;;
DIALYSE_P;2014;400000139;400011177;NAUT;3;1;3.14;;
DIALYSE_P;2014;400000139;400011177;NCINF;6;8;10.89;;
DIALYSE_P;2014;400006706;330000266;NCINF;;3;0.63;;
DIALYSE_P;2014;400006730;330000266;NCINF;;2;1.38;;
DIALYSE_P;2014;400006797;330000266;NCINF;;2;0.88;;
DIALYSE_P;2014;400007043;640000113;M1110;5;;1.1;0;1
DIALYSE_P;2014;400007332;330000266;NCINF;;7;1.75;;
DIALYSE_P;2014;400010906;330000266;NCINF;;2;1.38;;
DIALYSE_P;2014;400011201;640017612;NCINF;1;;1;;
DIALYSE_P;2014;400789715;330007386;M1110;;2;0.3;0;1
DIALYSE_P;2014;400789715;330007386;NAUT;;1;0.37;;
DIALYSE_P;2014;400789715;330007386;NCINF;;2;1;;
DIALYSE_P;2014;410000202;410000319;M1110;4;1;4.5;0;1
DIALYSE_P;2014;410000202;410000319;N2500;14;1;14.5;;
DIALYSE_P;2014;410000202;410000319;N4100;1;;1;;
DIALYSE_P;2014;410000202;410000319;NAUT;5;4;6;;
DIALYSE_P;2014;410000202;410000319;NCINF;38;4;40.48;;
DIALYSE_P;2014;410005011;330030958;N2500;1;;1;;
DIALYSE_P;2014;410005011;330030958;NCINF;3;;3;;
DIALYSE_P;2014;410005953;330030958;N2500;1;;1;;
DIALYSE_P;2014;410005953;330030958;NCINF;3;;3;;
DIALYSE_P;2014;410007553;330030958;M1110;5;;5;0;0
DIALYSE_P;2014;410007553;330030958;N2500;3;;1.77;;
DIALYSE_P;2014;410007553;330030958;N4100;1;;1;;
DIALYSE_P;2014;410007553;330030958;NAUT;1;;0.21;;
DIALYSE_P;2014;410007553;330030958;NCINF;11;3;9.6;;
DIALYSE_P;2014;420000010;420780033;M1110;4;0;3.06;0;1
DIALYSE_P;2014;420000010;420780033;N2500;9;2;8.68;;
DIALYSE_P;2014;420000010;420780033;NAUT;6;1;6.49;;
DIALYSE_P;2014;420000010;420780033;NCINF;18;9;22.5;;
DIALYSE_P;2014;420011603;420001752;M1110;1;0;0.2;0;0
DIALYSE_P;2014;420011603;420001752;N4100;2;0;0.5;;
DIALYSE_P;2014;420011603;420001752;NAUT;15;6;3.83;;
DIALYSE_P;2014;420011603;420001752;NCINF;4;0;3.18;;
DIALYSE_P;2014;420012536;420001752;M1110;4;0;1.4;0;0
DIALYSE_P;2014;420012536;420001752;N4100;5;0;0.85;;
DIALYSE_P;2014;420012536;420001752;NAUT;18;9;9.29;;
DIALYSE_P;2014;420012536;420001752;NCINF;12;2;11.7;;
DIALYSE_P;2014;420785354;420784878;M1110;1;;0.8;0;0
DIALYSE_P;2014;420785354;420784878;N2500;6;2;7.48;;
DIALYSE_P;2014;420785354;420784878;NAUT;7;5;7.22;;
DIALYSE_P;2014;420785354;420784878;NCINF;14;11;21.97;;
DIALYSE_P;2014;420786808;420001752;M1110;2;;0.3;0;0
DIALYSE_P;2014;420786808;420001752;N4100;2;0;0.5;;
DIALYSE_P;2014;420786808;420001752;NAUT;17;6;5.98;;
DIALYSE_P;2014;420786808;420001752;NCINF;3;6;6.28;;
DIALYSE_P;2014;420787525;420001752;M1110;1;0;0.2;0;0
DIALYSE_P;2014;420787525;420001752;N4100;2;0;0.4;;
DIALYSE_P;2014;420787525;420001752;NAUT;15;5;3.38;;
DIALYSE_P;2014;420787525;420001752;NCINF;4;2;4.08;;
DIALYSE_P;2014;420788689;420001752;M1110;1;0;0.25;0;0
DIALYSE_P;2014;420788689;420001752;N4100;3;0;0.6;;
DIALYSE_P;2014;420788689;420001752;NAUT;13;7;3.68;;
DIALYSE_P;2014;420788689;420001752;NCINF;1;3;2.68;;
DIALYSE_P;2014;420789968;420001752;M1110;5;0;2.4;0;0
DIALYSE_P;2014;420789968;420001752;N4100;5;0;1.35;;
DIALYSE_P;2014;420789968;420001752;NAUT;20;9;13.51;;
DIALYSE_P;2014;420789968;420001752;NCINF;19;4;19.7;;
DIALYSE_P;2014;430000117;430000018;M1110;0;3;1.71;0;1
DIALYSE_P;2014;430000117;430000018;N2500;0;10;8.67;;
DIALYSE_P;2014;430000117;430000018;NAUT;0;11;2.45;;
DIALYSE_P;2014;430000117;430000018;NCINF;9;19;14.7;;
DIALYSE_P;2014;430003475;420001752;M1110;1;0;0.25;0;0
DIALYSE_P;2014;430003475;420001752;N4100;3;0;0.5;;
DIALYSE_P;2014;430003475;420001752;NAUT;14;5;3.28;;
DIALYSE_P;2014;430003475;420001752;NCINF;2;3;3.28;;
DIALYSE_P;2014;430004309;630000990;M1110;;2;0.25;;
DIALYSE_P;2014;430004309;630000990;NCINF;;5;3.5;;
DIALYSE_P;2014;430004358;630000990;M1110;;3;1;;
DIALYSE_P;2014;430004358;630000990;NCINF;;6;3.95;;
DIALYSE_P;2014;430004408;630000990;M1110;;2;0.25;;
DIALYSE_P;2014;430004408;630000990;NCINF;;5;3.2;;
DIALYSE_P;2014;440000016;440000057;M1110;2;1;2.5;0;1
DIALYSE_P;2014;440000016;440000057;N2500;1;10;9;;
DIALYSE_P;2014;440000016;440000057;N4100;;1;0.3;;
DIALYSE_P;2014;440000016;440000057;NAUT;2;3;2.85;;
DIALYSE_P;2014;440000016;440000057;NCINF;10;13;19;;
DIALYSE_P;2014;440000271;440000289;M1110;5;;2.4;0;1
DIALYSE_P;2014;440000271;440000289;N2500;5;3;6.27;;
DIALYSE_P;2014;440000271;440000289;NAUT;3;0;2.5;;
DIALYSE_P;2014;440000271;440000289;NCINF;26;8;30.32;;
DIALYSE_P;2014;440005080;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440005080;440002590;N4100;12;0;12;;
DIALYSE_P;2014;440005080;440002590;NAUT;41;19;52.73;;
DIALYSE_P;2014;440005080;440002590;NCINF;1;6;3.7;;
DIALYSE_P;2014;440027589;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440027589;440002590;NCINF;;3;0.08;;
DIALYSE_P;2014;440036176;440002590;M1110;3;1;3.6;0;0
DIALYSE_P;2014;440036176;440002590;N2500;6;6;8.67;;
DIALYSE_P;2014;440036176;440002590;NAUT;2;2;3.23;;
DIALYSE_P;2014;440036176;440002590;NCINF;15;8;20.21;;
DIALYSE_P;2014;440036218;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440036218;440002590;NCINF;;5;0.08;;
DIALYSE_P;2014;440036473;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440036473;440002590;NCINF;;3;0.08;;
DIALYSE_P;2014;440036499;440002590;M1110;5;0;4.4;0;0
DIALYSE_P;2014;440036499;440002590;N2500;9;11;14.07;;
DIALYSE_P;2014;440036499;440002590;NAUT;5;4;6.7;;
DIALYSE_P;2014;440036499;440002590;NCINF;27;30;45.57;;
DIALYSE_P;2014;440039568;440002590;M1110;;2;0.2;0;0
DIALYSE_P;2014;440039568;440002590;NAUT;;1;0.8;;
DIALYSE_P;2014;440039568;440002590;NCINF;1;6;3.07;;
DIALYSE_P;2014;440042513;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440042513;440002590;NCINF;;4;0.08;;
DIALYSE_P;2014;440046910;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;440046910;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;440050441;440002590;M1110;;3;0.43;0;0
DIALYSE_P;2014;440050441;440002590;NAUT;;1;0.4;;
DIALYSE_P;2014;440050441;440002590;NCINF;7;9;12.03;;
DIALYSE_P;2014;450002613;450000088;M1110;3;1;1.45;0;1
DIALYSE_P;2014;450002613;450000088;N2500;12;2;12.56;;
DIALYSE_P;2014;450002613;450000088;NAUT;2;4;4.42;;
DIALYSE_P;2014;450002613;450000088;NCINF;20;;20;;
DIALYSE_P;2014;450010772;450001201;M1110;;1;0.22;0;0
DIALYSE_P;2014;450010772;450001201;NCINF;4;;4;;
DIALYSE_P;2014;450011549;450001201;M1110;;1;0.22;0;0
DIALYSE_P;2014;450011549;450001201;NCINF;2;3;3.85;;
DIALYSE_P;2014;450012935;450001466;M1110;1;2;2;0;0
DIALYSE_P;2014;450012935;450001466;N2500;8;;8;;
DIALYSE_P;2014;450012935;450001466;N4100;1;1;1.7;;
DIALYSE_P;2014;450012935;450001466;NAUT;11;5;12.65;;
DIALYSE_P;2014;450012935;450001466;NCINF;17;1;17.6;;
DIALYSE_P;2014;450013818;330057597;M1110;3;;3;;
DIALYSE_P;2014;450013818;330057597;N4100;1;;0.8;;
DIALYSE_P;2014;450013818;330057597;NCINF;4;;4;;
DIALYSE_P;2014;450017694;450001201;M1110;;1;0.22;0;0
DIALYSE_P;2014;450017694;450001201;NAUT;6;;6;;
DIALYSE_P;2014;450017694;450001201;NCINF;2;6;4.96;;
DIALYSE_P;2014;450018312;450018296;M1110;2;;2;;
DIALYSE_P;2014;450018312;450018296;N2500;5;0;5.86;;
DIALYSE_P;2014;450018312;450018296;N4100;3;5;2.58;;
DIALYSE_P;2014;450018312;450018296;NCINF;10;1;11.4;;
DIALYSE_P;2014;450018395;450001466;NAUT;1;;1;;
DIALYSE_P;2014;450018395;450001466;NCINF;1;;1;;
DIALYSE_P;2014;450018460;330057597;M1110;3;;3;;
DIALYSE_P;2014;450018460;330057597;N2500;6;;6;;
DIALYSE_P;2014;450018460;330057597;N4100;1;;1;;
DIALYSE_P;2014;450018460;330057597;NCINF;16;;15.6;;
DIALYSE_P;2014;460000110;460780216;M1110;4;0;4.36;0;1
DIALYSE_P;2014;460000110;460780216;N2500;7;0;8.13;;
DIALYSE_P;2014;460000110;460780216;NAUT;4;1;4.75;;
DIALYSE_P;2014;460000110;460780216;NCINF;15;0;15.22;;
DIALYSE_P;2014;460004641;310000633;M1110;;;;;1
DIALYSE_P;2014;460004641;310000633;NCINF;;2;1;;
DIALYSE_P;2014;460786346;310000633;M1110;;;;;1
DIALYSE_P;2014;460786346;310000633;NCINF;;2;1;;
DIALYSE_P;2014;460786353;310000633;M1110;;;;;1
DIALYSE_P;2014;460786353;310000633;NCINF;;2;1;;
DIALYSE_P;2014;460786478;310000633;NCINF;;2;1;;
DIALYSE_P;2014;470000423;470000316;M1110;4;0;2.4;;
DIALYSE_P;2014;470000423;470000316;N2500;16;8;20.99;;
DIALYSE_P;2014;470000423;470000316;NAUT;1;4;3.33;;
DIALYSE_P;2014;470000423;470000316;NCINF;16;12;23.57;;
DIALYSE_P;2014;470001868;330000266;NCINF;;8;2.75;;
DIALYSE_P;2014;470002262;330000266;NCINF;;8;3.5;;
DIALYSE_P;2014;470002320;330000266;NCINF;;5;2.75;;
DIALYSE_P;2014;470002346;330000266;NCINF;;2;1.25;;
DIALYSE_P;2014;470002361;330000266;NCINF;;3;0.63;;
DIALYSE_P;2014;470002387;330000266;NCINF;;4;2.13;;
DIALYSE_P;2014;470002403;330000266;NCINF;;5;3;;
DIALYSE_P;2014;470002411;330000266;NCINF;;2;1.13;;
DIALYSE_P;2014;470013558;330000266;NCINF;;8;3.5;;
DIALYSE_P;2014;480001403;340000264;M1110;;;;0;1
DIALYSE_P;2014;480001403;340000264;NCINF;5;1;3.61;;
DIALYSE_P;2014;480001783;340000264;M1110;1;1;2;0;1
DIALYSE_P;2014;480001783;340000264;NAUT;1;;1;;
DIALYSE_P;2014;480001783;340000264;NCINF;4;2;4.61;;
DIALYSE_P;2014;490000049;490000031;M1110;0;2;1.1;0;1
DIALYSE_P;2014;490000049;490000031;N2500;6;2;7.66;;
DIALYSE_P;2014;490000049;490000031;NAUT;1;2;2.33;;
DIALYSE_P;2014;490000049;490000031;NCINF;11;6;15.66;;
DIALYSE_P;2014;490000635;490000676;M1110;2;1;1.17;0;1
DIALYSE_P;2014;490000635;490000676;N2500;4;1;4.75;;
DIALYSE_P;2014;490000635;490000676;NAUT;1;;1;;
DIALYSE_P;2014;490000635;490000676;NCINF;9;7;14.75;;
DIALYSE_P;2014;490007499;440002590;M1110;3;2;2.9;0;0
DIALYSE_P;2014;490007499;440002590;N2500;7;10;13.86;;
DIALYSE_P;2014;490007499;440002590;NAUT;;8;3.5;;
DIALYSE_P;2014;490007499;440002590;NCINF;29;15;36.47;;
DIALYSE_P;2014;490008224;440002590;M1110;;2;0.2;0;0
DIALYSE_P;2014;490008224;440002590;NCINF;;9;0.14;;
DIALYSE_P;2014;490009008;440002590;M1110;2;3;2.75;0;0
DIALYSE_P;2014;490009008;440002590;N2500;4;3;6.19;;
DIALYSE_P;2014;490009008;440002590;NAUT;1;1;1.62;;
DIALYSE_P;2014;490009008;440002590;NCINF;10;6;14.63;;
DIALYSE_P;2014;490011350;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;490011350;440002590;NCINF;;6;0.14;;
DIALYSE_P;2014;490015435;490011384;M1110;;3;0.2;;
DIALYSE_P;2014;490015435;490011384;N2500;1;;1;;
DIALYSE_P;2014;490015435;490011384;NCINF;1;;1;;
DIALYSE_P;2014;490016235;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;490016235;440002590;NCINF;;5;0.14;;
DIALYSE_P;2014;490017613;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;490017613;440002590;NCINF;;7;4.49;;
DIALYSE_P;2014;490537818;490011384;M1110;3;;3;0;0
DIALYSE_P;2014;490537818;490011384;N2500;7;1;6.8;;
DIALYSE_P;2014;490537818;490011384;N4100;2;1;2.68;;
DIALYSE_P;2014;490537818;490011384;NAUT;4;1;4.45;;
DIALYSE_P;2014;490537818;490011384;NCINF;25;6;25.67;;
DIALYSE_P;2014;500000187;500000013;M1110;5;0;4.2;0;1
DIALYSE_P;2014;500000187;500000013;N2500;8;3;8.65;;
DIALYSE_P;2014;500000187;500000013;NAUT;2;4;4.61;;
DIALYSE_P;2014;500000187;500000013;NCINF;10;7;15.91;;
DIALYSE_P;2014;500000450;500000112;M1110;3;1;3.6;0;1
DIALYSE_P;2014;500000450;500000112;N2500;3;4;7.09;;
DIALYSE_P;2014;500000450;500000112;NAUT;2;;2.61;;
DIALYSE_P;2014;500000450;500000112;NCINF;13;4;16.82;;
DIALYSE_P;2014;500021316;350000626;M1110;2;;2;;
DIALYSE_P;2014;500021373;140000852;NCINF;;3;1.81;;
DIALYSE_P;2014;500021381;140000852;NCINF;;2;1.44;;
DIALYSE_P;2014;500021399;140000852;NCINF;;3;2.32;;
DIALYSE_P;2014;500021415;140000852;NCINF;;4;2.53;;
DIALYSE_P;2014;510004302;510000029;M1110;17;0;11.3;1;1
DIALYSE_P;2014;510004302;510000029;NAUT;7;2;8.2;;
DIALYSE_P;2014;510004302;510000029;NCINF;25;19;40.1;;
DIALYSE_P;2014;510009491;510000953;M1110;3;;3;0;0
DIALYSE_P;2014;510009491;510000953;N4100;3;;3;;
DIALYSE_P;2014;510009491;510000953;NAUT;18;;16.7;;
DIALYSE_P;2014;510009491;510000953;NCINF;26;;25.8;;
DIALYSE_P;2014;510010184;510000953;M1110;1;;1;0;0
DIALYSE_P;2014;510010192;510000953;NCINF;1;;1;;
DIALYSE_P;2014;510010754;510000953;M1110;1;;1;0;0
DIALYSE_P;2014;510010754;510000953;NCINF;7;;7;;
DIALYSE_P;2014;510011463;510000953;M1110;1;;1;;
DIALYSE_P;2014;520000753;510000953;NCINF;1;;1;;
DIALYSE_P;2014;520003161;510000953;NCINF;1;;1;;
DIALYSE_P;2014;520004052;510000953;M1110;1;;1;0;0
DIALYSE_P;2014;520004052;510000953;NCINF;3;;3;;
DIALYSE_P;2014;520780214;520000118;M1110;4;;2;0;0
DIALYSE_P;2014;520780214;520000118;N2500;8;1;7.8;;
DIALYSE_P;2014;520780214;520000118;NAUT;1;;1;;
DIALYSE_P;2014;520780214;520000118;NCINF;21;;21;;
DIALYSE_P;2014;530000264;530000371;M1110;2;2;2.56;0;1
DIALYSE_P;2014;530000264;530000371;N2500;7;3;8.19;;
DIALYSE_P;2014;530000264;530000371;NAUT;1;2;2;;
DIALYSE_P;2014;530000264;530000371;NCINF;7;7;12.74;;
DIALYSE_P;2014;530002898;440002590;M1110;2;1;2.4;0;0
DIALYSE_P;2014;530002898;440002590;N2500;3;6;6.24;;
DIALYSE_P;2014;530002898;440002590;NAUT;1;2;1.43;;
DIALYSE_P;2014;530002898;440002590;NCINF;8;13;16.65;;
DIALYSE_P;2014;530006188;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;530006188;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;540000478;540003449;M1110;2;;2;0;1
DIALYSE_P;2014;540000478;540003449;N2500;6;;6;;
DIALYSE_P;2014;540000478;540003449;N4100;3;;3;;
DIALYSE_P;2014;540000478;540003449;NAUT;2;;2;;
DIALYSE_P;2014;540000478;540003449;NCINF;21;1;21.5;;
DIALYSE_P;2014;540000486;540000932;M1110;;2;1;0;0
DIALYSE_P;2014;540000486;540000932;N2500;8;1;9.37;;
DIALYSE_P;2014;540000486;540000932;NAUT;1;0;1;;
DIALYSE_P;2014;540000486;540000932;NCINF;20;10;26.13;;
DIALYSE_P;2014;540000981;540001112;M1110;5;4;6.27;0;1
DIALYSE_P;2014;540000981;540001112;N2500;5;;5;;
DIALYSE_P;2014;540000981;540001112;N4100;4;;4;;
DIALYSE_P;2014;540000981;540001112;NCINF;28;9;34.15;;
DIALYSE_P;2014;540001096;570010181;M1110;;3;1.2;1;1
DIALYSE_P;2014;540001096;570010181;N2500;2;;1.25;;
DIALYSE_P;2014;540001096;570010181;NCINF;9;8;11.89;;
DIALYSE_P;2014;540002698;540023264;M1110;7;5;4.73;0;1
DIALYSE_P;2014;540002698;540023264;N2500;1;2;2.9;;
DIALYSE_P;2014;540002698;540023264;NAUT;14;1;13.58;;
DIALYSE_P;2014;540002698;540023264;NCINF;30;19;34.74;;
DIALYSE_P;2014;540008380;540001112;M1110;;2;0.5;0;1
DIALYSE_P;2014;540008380;540001112;N2500;3;;3;;
DIALYSE_P;2014;540008380;540001112;NAUT;5;;5;;
DIALYSE_P;2014;540008380;540001112;NCINF;18;2;19.4;;
DIALYSE_P;2014;540018876;540001112;M1110;;1;0.02;0;0
DIALYSE_P;2014;550000012;550006795;M1110;4;;3.08;0;1
DIALYSE_P;2014;550000012;550006795;N2500;5;1;5.88;;
DIALYSE_P;2014;550000012;550006795;NAUT;3;;2.23;;
DIALYSE_P;2014;550000012;550006795;NCINF;25;6;28.07;;
DIALYSE_P;2014;550002885;540001112;M1110;;3;0.3;0;1
DIALYSE_P;2014;550002885;540001112;N2500;1;;1;;
DIALYSE_P;2014;550002885;540001112;NCINF;;1;0.64;;
DIALYSE_P;2014;550005219;540001112;M1110;;1;0.1;0;1
DIALYSE_P;2014;550005219;540001112;N2500;;2;1.54;;
DIALYSE_P;2014;550005219;540001112;NAUT;;2;0.99;;
DIALYSE_P;2014;550005219;540001112;NCINF;1;1;1.77;;
DIALYSE_P;2014;560000127;560023210;M1110;2;;1.5;0;1
DIALYSE_P;2014;560000127;560023210;N2500;8;1;10.09;;
DIALYSE_P;2014;560000127;560023210;NAUT;11;1;7.31;;
DIALYSE_P;2014;560000127;560023210;NCINF;17;0;22.34;;
DIALYSE_P;2014;560000135;560005746;M1110;3;;1;0;1
DIALYSE_P;2014;560000135;560005746;N2500;5;3;7.5;;
DIALYSE_P;2014;560000135;560005746;NCINF;10;1;10.62;;
DIALYSE_P;2014;560000143;560014748;M1110;;;1.39;;
DIALYSE_P;2014;560000143;560014748;N2500;;;7.33;;
DIALYSE_P;2014;560000143;560014748;NAUT;;;1.5;;
DIALYSE_P;2014;560000143;560014748;NCINF;;;10.33;;
DIALYSE_P;2014;560004004;350000626;M1110;2;;1.2;;
DIALYSE_P;2014;560006348;350000626;M1110;1;;0.05;;
DIALYSE_P;2014;560009490;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;560009490;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;560009508;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;560009508;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;560009524;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;560009524;440002590;NCINF;3;7;4.39;;
DIALYSE_P;2014;560014078;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;560014078;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;560014128;440002590;M1110;;1;0.1;0;0
DIALYSE_P;2014;560014128;440002590;NCINF;;2;0.1;;
DIALYSE_P;2014;560020208;350000626;M1110;1;;0.55;;
DIALYSE_P;2014;560023152;440002590;M1110;2;6;3.2;;
DIALYSE_P;2014;560023152;440002590;N2500;6;3;8.4;;
DIALYSE_P;2014;560023152;440002590;NAUT;3;2;3.42;;
DIALYSE_P;2014;560023152;440002590;NCINF;18;5;20.44;;
DIALYSE_P;2014;560023848;350000626;M1110;2;;1.4;;
DIALYSE_P;2014;570000091;750050759;M1110;1;2;1.5;0;1
DIALYSE_P;2014;570000091;750050759;N2500;5;1;5.75;;
DIALYSE_P;2014;570000091;750050759;N4100;1;;1;;
DIALYSE_P;2014;570000091;750050759;NAUT;2;1;2.5;;
DIALYSE_P;2014;570000091;750050759;NCINF;11;2;12.6;;
DIALYSE_P;2014;570000349;570005165;M1110;4;0;4;0;1
DIALYSE_P;2014;570000349;570005165;N2500;8;2;9.12;;
DIALYSE_P;2014;570000349;570005165;NAUT;;4;1.49;;
DIALYSE_P;2014;570000349;570005165;NCINF;27;5;30.44;;
DIALYSE_P;2014;570003905;540001112;M1110;;3;0.7;0;1
DIALYSE_P;2014;570003905;540001112;N2500;2;;2;;
DIALYSE_P;2014;570003905;540001112;NCINF;8;1;8.51;;
DIALYSE_P;2014;570004002;570013797;M1110;;1;0.31;0;1
DIALYSE_P;2014;570004002;570013797;N4100;;;0.41;;
DIALYSE_P;2014;570004002;570013797;NAUT;;;0.13;;
DIALYSE_P;2014;570004002;570013797;NCINF;;;3.61;;
