BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2014;590000121;590780227;AUTSI;6;2190;544;;;2112;;;;;;;1;;9.77;8;1;0.45;7;1;8.8;;;;;;
REA;2014;590000121;590780227;SITOT;6;2190;544;;;2112;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000121;590780227;SURVADU;5;1825;289;;;1303;;;;;;;;;6.59;5;2;0.44;2;2;3.94;;;;;;
REA;2014;590000188;590780334;SURVADU;10;3650;477;;;2447;;;;;;;1;1;10.69;10;0;1.8;3;0;1.99;;;;;;
REA;2014;590000337;590781415;AUTSI;5;1825;124;;;1286;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000337;590781415;REAADU;13;4745;547;577;34;4261;6;;90;5;;4.41;2;0;36.9;25;12;1.79;13;5;19.23;;;;4;2;5.85
REA;2014;590000337;590781415;SITOT;21;7665;1541;;;6057;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000337;590781415;SIUNV;6;2190;505;;;1713;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000337;590781415;SURVADU;8;2895;566;;;1979;;;;1;2;2;1;0;11.68;10;3;0.92;9;2;9.55;;;;0;1;0.93
REA;2014;590000337;590781415;SURVENF;4;1460;277;;;652;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000337;590781415;USIC;10;3650;912;;;3058;;;;7;7;9.18;;;;;;;;;;;;;;;
REA;2014;590000428;590781605;REAADU;8;2920;233;242;6;2349;17;;45;5;;4.54;2;;18.51;17;3;1.17;8;5;12.55;;;;;1;1.62
REA;2014;590000428;590781605;SITOT;6;2190;475;;;1647;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000428;590781605;SURVADU;6;2190;281;;;1812;;;;2;;2;;;5.89;5;;;9;1;10.34;;;;;1;0.56
REA;2014;590000428;590781605;SURVENF;4;1460;432;;;761;;;;1;;1;2;3;1.52;1;;4;;;;;;;;;
REA;2014;590000428;590781605;USIC;6;2190;475;;;1647;;;;1;;1;;;7.63;3;5;0.39;3;;3.16;;;;;;0.2
REA;2014;590000436;590781621;SURVADU;6;2190;498;;;1621;;;;4;;3.3;;;7.76;8;3;;5;;5;;;;;3;2.45
REA;2014;590000469;590781662;SURVADU;8;2920;541;;;2096;;;;3;0;3;0;0;9.28;8;1;0;6;0;6.03;0;0;0;0;1;0.5
REA;2014;590000535;590781803;REAADU;10;3370;261;265;13;2690;19;;47;5;1;4.6;1;;24.25;22;1;1;15;1;15;;;;;6;5.45
REA;2014;590000535;590781803;SITOT;12;4380;1156;;;4102;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000535;590781803;SIUNV;4;1460;640;;;1548;;;;1;1;1.25;;1;6.5;6;1;0.5;6;1;6.5;;1;0.25;2;;0.4
REA;2014;590000535;590781803;SURVADU;8;2864;736;;;2303;;;;2;;2;;;14.21;15;;0.5;9;1;8.81;;;;;;1.4
REA;2014;590000535;590781803;SURVENF;6;1942;750;;;1518;;;;1;;0.6;2;2;1.33;2;;4.42;4;3;6.9;;;;;2;1.93
REA;2014;590000535;590781803;USIC;8;2920;516;;;2554;;;;4;1;2.18;1;;8.03;8;1;1.16;5;;5.92;;;;;;
REA;2014;590000618;590782215;AUTSI;6;1272;500;;;2585;;;;5;;1.17;;;4.35;6;2;;9;;4.56;;;;;;
REA;2014;590000618;590782215;REAADU;23;8395;918;957;35;7533;17;44;86;10;1;6.77;2;;46.27;39;6;2;26;2;28.5;;;;;8;7.06
REA;2014;590000618;590782215;SITOT;24;7842;2505;;;8087;;;;;;;;;;;;;;;;;;;;;
REA;2014;590000618;590782215;SIUNV;8;2920;967;;;2476;;;;3;;3;;;5.28;7;5;;8;4;4.94;;;;1;1;0.51
REA;2014;590000618;590782215;SURVADU;9;4197;1016;;;3952;;;;4;1;3.71;1;;15.64;14;;0.85;11;3;14.93;;;;2;1;1.83
REA;2014;590000618;590782215;SURVENF;6;2190;846;;;1704;;;;;;;2;2;1.1;1;;3.6;1;;1;;;;;;
REA;2014;590000618;590782215;USIC;10;3650;1038;;;3026;;;;9;5;2.46;;;16;9;11;;6;9;11.93;;;;;2;1.15
REA;2014;590000691;590782439;SURVADU;6;2190;617;;;1795;;;;2;3;1.6;0;1;8.07;7;1;0.3;4;;4;;;;;;
REA;2014;590000758;590782637;REAADU;8;2920;285;294;20;2486;24;61;91;1;1;2;;1;21.8;17;6;0.5;8;5;11.9;;;0.4;3;1;3.05
REA;2014;590000758;590782637;SURVADU;6;2190;314;;;1812;;;;1;1;1.61;;1;5.8;5;1;0.4;5;2;6.6;;;0.35;;;
REA;2014;590001004;590783239;REAADU;10;3650;381;397;20;2835;18;55;60;6;;6.11;;;23.83;22;4;;13;1;14.39;;;0.11;;2;0.08
REA;2014;590001004;590783239;SITOT;8;2920;762;;;2368;;;;;;;;;;;;;;;;;;;;;
REA;2014;590001004;590783239;SURVADU;10;3650;707;;;1910;;;;;;1;1;;14.47;12;6;0.61;9;1;10.26;;;;;1;0.17
REA;2014;590001004;590783239;SURVENF;4;1460;295;;;614;;;;;;;;;;;;;;;;;;;;;
REA;2014;590001004;590783239;USIC;8;2920;762;;;2368;;;;;;0.77;1;;7.69;8;2;1;7;1;8.03;;;;;1;0.04
REA;2014;590006607;590780193;AUTSI;4;1460;39;;;1203;;;;;;0.99;2;1;1.02;1;0;3.5;2;0;2.59;;;;0;0;0.81
REA;2014;590006607;590780193;REAENF;14;5110;688;722;49;4112;21;;;8;;6.23;18;7;13.9;13;2;23.32;21;3;20.36;;;;4;8;9.8
REA;2014;590006607;590780193;SITOT;4;1460;39;;;1203;;;;;;;;;;;;;;;;;;;;;
REA;2014;590006607;590780193;SURVENF;36;11906;1212;;;8551;;;;3;;3.23;11;7;8.61;12;3;16.58;19;2;15.39;;;;1;4;3.87
REA;2014;590006896;590000519;SURVADU;6;2190;65;;;246;;;;;;;;;;;;;;;;;;;;;
REA;2014;590008041;590008033;AUTSI;13;4745;722;;;3645;;;;;59;6;;;12;12;;;8;;7.2;;;;;;
REA;2014;590008041;590008033;SITOT;21;7665;1305;;;5938;;;;;;;;;;;;;;;;;;;;;
REA;2014;590008041;590008033;SURVADU;12;4380;495;;;3801;;;;;9;4.5;;;5.8;6;;;5;;4.8;;;;;;
REA;2014;590008041;590008033;USIC;8;2920;583;;;2293;;;;;24;12;;;8.15;9;;;9;;8.15;;;;;;
REA;2014;590780268;590053955;AUTSI;12;4380;973;;;3499;;;;;55;;1;1;21.9;20;3;1.5;;;;;;;;;
REA;2014;590780268;590053955;REAADU;10;3650;715;728;2;2675;17;;113;;14;;1;;19.6;19;1;1;12;;12;;;;;;
REA;2014;590780268;590053955;SITOT;20;7300;2575;;;8285;;;;;;;;;;;;;;;;;;;;;
REA;2014;590780268;590053955;SURVADU;16;5840;1520;;;7949;;;;;;;1;;24.9;22;4;1;11;;11;;;;;;
REA;2014;590780268;590053955;USIC;8;2920;1602;;;4786;;;;;22;;1;;12.3;11;2;1;10;;10;;;;;;
REA;2014;590780284;590051801;REAADU;12;4380;314;325;3;4025;30;;66;4;1;6.44;;;22.32;20;5;0.7;15;6;16.79;;;;3;2;3.05
REA;2014;590780284;590051801;SITOT;14;5110;1189;;;4781;;;;;;;;;;;;;;;;;;;;;
REA;2014;590780284;590051801;SIUNV;6;2190;721;;;2046;;;;;;;;;;;;;;;;;;;;;
REA;2014;590780284;590051801;USIC;8;2920;468;;;2735;;;;;2;1.24;;;;;;;;;;;;;;;
REA;2014;590780383;590000204;AUTSI;6;2160;350;;;1445;;;;4;;4;;;;;;;;;;;;;;;
REA;2014;590780383;590000204;SITOT;16;5810;933;;;4638;;;;;;;;;;;;;;;;;;;;;
REA;2014;590780383;590000204;SURVADU;12;4380;552;;;3442;;;;4;;4;;;;;;;;;;;;;;;
REA;2014;590780383;590000204;USIC;10;3650;583;;;3193;;;;20;;20;;;;;;;;;;;;;;;
REA;2014;590781951;590053955;SURVADU;6;2190;225;;;1195;;;;7;;;1;;7;7;;1;4;;4;;;;;;
REA;2014;590782298;590000675;SURVADU;10;3650;440;;;2887;;;;;4;0.1;;1;7;7;;0.5;7;;7;;;;;;
REA;2014;590782553;590000741;SITOT;8;2920;749;;;2442;;;;;;;;;;;;;;;;;;;;;
REA;2014;590782553;590000741;SURVADU;8;2920;533;;;3312;;;;29;;29;;;;;;;;;;;;;;;
REA;2014;590782553;590000741;USIC;8;2920;749;;;2442;;;;16;;16;;;;;;;;;;;;;;;
REA;2014;590784864;590780193;AUTSI;6;2147;418;;;2024;;;;;;1.16;0;0;13.36;8;5;0.6;5;4;8.43;;;;;;
REA;2014;590784864;590780193;SITOT;6;2147;418;;;2024;;;;;;;;;;;;;;;;;;;;;
REA;2014;590785374;620001834;SURVADU;6;2190;333;;;1547;;;;;7;0.3;;1;6.5;6;1;0.3;5;;5;;;;;;
REA;2014;590787586;590780193;AUTSI;5;1166;471;;;539;;;;;;0.58;;;8.34;8;0;;6;0;6.47;;;;0;0;0.48
REA;2014;590787586;590780193;REAADU;14;4450;1383;1498;33;4906;14;;198;;;2.15;1;0;37.41;35;4;1.2;18;1;18.16;2;0;1.89;1;6;5.28
REA;2014;590787586;590780193;SITOT;25;8182;2369;;;7070;;;;;;;;;;;;;;;;;;;;;
REA;2014;590787586;590780193;SURVADU;6;1834;593;;;843;;;;;;0.42;;;6.4;4;3;;6;1;6.71;;;;;;
REA;2014;590787586;590780193;USIC;20;7016;1898;;;6531;;;;8;;2.62;1;0;40.51;27;26;1.1;32;14;35.26;1;0;1.42;4;2;3.53
REA;2014;590788964;590001756;SURVADU;6;2190;138;;;1093;;;;2;;2;1;;7;7;;1;5;;5;;;;;;
REA;2014;590796975;590780193;AUTSI;28;9870;7554;;;6293;;;;1;;6.39;2;0;68.94;54;18;2.35;40;11;48.26;1;0;0.5;4;6;8.04
REA;2014;590796975;590780193;REAADU;68;24038;1565;1685;25;24190;5;;97;23;;14.46;6;2;178.44;153;36;6.59;105;29;124.25;6;1;6.78;7;17;21.11
REA;2014;590796975;590780193;SITOT;40;13322;8553;;;9367;;;;;;;;;;;;;;;;;;;;;
REA;2014;590796975;590780193;SIUNV;12;3452;999;;;3074;;;;1;;1.32;0;0;7.55;10;0;0.5;7;4;6.61;;;;0;1;0.96
REA;2014;590796975;590780193;SURVADU;36;11871;2833;;;9719;;;;;;3.51;1;0;44.68;43;4;1.3;28;7;34.88;2;0;2.25;2;4;5.49
REA;2014;590801106;590782421;AUTSI;4;1289;72;;;1190;;;;3;1;3.5;;;;;;;;;;;;;;;
REA;2014;590801106;590782421;REAADU;25;8970;917;971;72;6389;4;;186;;;;1;1;45.47;37;11;1.8;26;6;30.64;;;;1;3;3.56
REA;2014;590801106;590782421;SITOT;22;7859;1532;;;6906;;;;;;;;;;;;;;;;;;;;;
REA;2014;590801106;590782421;SIUNV;6;2190;615;;;1824;;;;;;;;;;;;;;;;;;;;;
REA;2014;590801106;590782421;SURVENF;4;1460;391;;;995;;;;;;;;;;;;;;;;;;;;;
REA;2014;590801106;590782421;USIC;12;4380;845;;;3892;;;;1;1;1.5;1;0;15.7;14;2;1;10;3;12.18;;;;;;
REA;2014;590804696;590781902;REAADU;16;5840;484;513;32;4578;15;38;81;7;0;6.7;0;2;35.46;34;8;0.4;23;5;23.31;;1;0.7;5;5;4.51
REA;2014;590804696;590781902;SITOT;10;3650;715;;;3281;;;;;;;;;;;;;;;;;;;;;
REA;2014;590804696;590781902;SIUNV;4;1460;237;;;1265;;;;4;0;2;1;;5.95;11;1;0.25;8;1;4.79;;;;4;;1.28
REA;2014;590804696;590781902;SURVADU;6;1460;126;;;1079;;;;3;0;0.57;;;4.83;4;1;;3;;2.5;;;;2;;1.6
REA;2014;590804696;590781902;USIC;6;2190;478;;;2016;;;;3;1;2;;;6.45;5;3;;3;3;5;;;;;2;1.08
REA;2014;590811279;590780193;AUTSI;49;17626;2083;;;14506;;;;4;2;4.71;4;0;75.15;59;18;3.95;54;15;64.16;;;;1;8;9.58
REA;2014;590811279;590780193;REAADU;16;5791;336;377;9;5018;32;;31;6;;4.33;3;1;39.85;40;2;3.72;24;3;25.53;;;;0;3;2.77
REA;2014;590811279;590780193;SITOT;49;17626;2083;;;14506;;;;;;;;;;;;;;;;;;;;;
REA;2014;590811279;590780193;SURVADU;22;7904;836;;;6871;;;;;;2.64;1;0;27.62;24;5;1.3;18;7;23.34;;;;0;3;3.55
REA;2014;590813382;590000386;SURVADU;6;2190;144;;;476;;;;;4;0.1;;;2.9;;2;;;2;2.9;;;;;;
REA;2014;590815056;590005492;SURVADU;6;2190;76;;;354;;;;;3;0.1;;;1;1;;;1;;1;;;;;;
REA;2014;590816310;590000048;SURVADU;6;2190;373;;;2685;;;;29;21;4.16;1;0;0.96;5;2;1;5;2;0.86;;11;0.91;;;
REA;2014;590817458;590053955;SURVADU;6;2190;218;;;1218;;;;3;2;;;;4;4;;;4;;4;;;;;;
REA;2014;600000053;600101984;REAADU;6;2190;186;190;7;1934;9;43;50;8;6;6.8;1;0;13.3;12;3;0.3;9;0;8.87;0;0;0;0;3;2.2
REA;2014;600000053;600101984;SURVADU;2;730;11;;;65;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;600000194;600100713;REAADU;11;4015;2483;2651;1635;4071;2;;561;4;0;4;1;;23.98;26;4;1;21;2;17.25;;;;;5;4.78
REA;2014;600000194;600100713;SITOT;12;4380;1098;;;3352;;;;;;;;;;;;;;;;;;;;;
REA;2014;600000194;600100713;SIUNV;4;1460;396;;;848;;;;;;;;;3.89;3;2;0.1;2;1;1.67;;;;;;0.21
REA;2014;600000194;600100713;SURVADU;6;2190;445;;;1567;;;;3;1;3.5;;;6.33;1;;;;;5.6;;;;;;0.53
REA;2014;600000194;600100713;USIC;8;2920;702;;;2504;;;;;;;;;6.3;1;;0.33;2;;6.76;;;;;1;1.59
REA;2014;600000467;600101984;REAADU;12;3876;320;327;21;3131;3;34;72;3;3;3.65;1;0;22.71;21;4;0.5;13;2;15.25;0;0;0;0;3;3.25
REA;2014;600000467;600101984;SITOT;12;4380;989;;;3068;;;;;;;;;;;;;;;;;;;;;
REA;2014;600000467;600101984;SIUNV;4;1460;182;;;889;;;;3;1;0.76;0;0;3.7;3;0;0;3;1;3.24;0;0;0;0;0;0
REA;2014;600000467;600101984;SURVADU;6;2190;387;;;1828;;;;2;1;2.7;0;0;6.29;6;1;0;9;0;7.72;0;0;0;0;0;0
REA;2014;600000467;600101984;SURVENF;6;2190;266;;;1329;;;;2;0;1.35;0;0;2.51;3;0;0;3;0;3;0;0;0;0;0;0
REA;2014;600000467;600101984;USIC;8;2920;807;;;2179;;;;10;3;3.44;0;0;11.21;8;4;0;9;1;9.75;0;0;0;0;1;0.92
REA;2014;600100168;600106629;SURVADU;;;121;;;666;;;;;;;;;;;;;;;;;;;;;
REA;2014;600100754;600000228;AUTSI;8;2920;170;;;651;;;;14;;6;0;1;8.29;3;33;1.05;4;26;6.8;;;;5;0;1.16
REA;2014;600100754;600000228;SITOT;8;2920;170;;;651;;;;;;;;;;;;;;;;;;;;;
REA;2014;600100754;600000228;SURVADU;12;4380;270;;;1049;;;;16;;5;1;2;12.43;5;49;1.58;7;40;10.19;;;;8;;1.74
REA;2014;600110175;600001234;SURVADU;6;2190;211;;;1541;;;;2;2;3;1;;5.5;6;;0.2;2;;1.67;1;;0.1;;1;0.2
REA;2014;600113476;600100721;AUTSI;2;730;54;;;303;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;600113476;600100721;REAADU;10;3650;462;499;29;3451;7;;94;13;8;7.74;2;0;39.16;54;9;1.31;37;10;27.77;0;0;0;1;8;4.17
REA;2014;600113476;600100721;SITOT;13;4745;1220;;;3848;;;;;;;;;;;;;;;;;;;;;
REA;2014;600113476;600100721;SIUNV;4;1460;471;;;1298;;;;6;2;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;600113476;600100721;SURVADU;5;1825;415;;;1267;;;;6;2;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;600113476;600100721;USIC;7;2555;695;;;2247;;;;4;4;6.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;610000044;610780074;SURVADU;4;1460;398;;;1721;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;610000051;610780082;REAADU;8;2920;242;249;7;2606;7;50;77;5;;4.4;1;;24.88;23;4;1;16;1;16.49;;;;;3;3.15
REA;2014;610000051;610780082;SITOT;8;2920;696;;;2415;;;;;;;;;;;;;;;;;;;;;
REA;2014;610000051;610780082;SURVADU;4;1460;1701;;;985;;;;;;;;;;;;;;;;;;;;;
REA;2014;610000051;610780082;USIC;8;2920;696;;;2415;;;;;;;;1;10.38;;22;0.34;;20;9.99;;;;5;;2.16
REA;2014;610000069;610780090;SURVADU;4;1460;488;;;878;;;;1;;1;;;2;2;;;1;;1;;;;;;
REA;2014;610000119;610780165;REAADU;8;2920;292;297;6;2239;19;;74;5;1;5.08;0;1;21.61;19;3;0.77;14;2;14.87;0;1;0.29;1;0;1.17
REA;2014;610000119;610780165;SURVADU;4;1460;195;;;752;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;610006421;610006413;SURVADU;4;1460;51;;;286;;;;;1;0.1;;;;;;;;;;;;;;;
REA;2014;610780199;610000135;SURVADU;4;1460;197;;;1359;;;;2;;2;1;;6.26;5;3;1;3;;2.85;;;;;;
REA;2014;620000026;620003814;AUTSI;12;4380;168;;;4270;;;;4;2;5.15;1;;20.33;17;2;0.87;14;1;14.82;;2;2;3;;2.5
REA;2014;620000026;620003814;SITOT;12;4380;168;;;4270;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000034;620100057;REAADU;10;3650;475;487;37;2860;13;;70;;6;4.31;1;0;22.77;22;4;1;10;5;14.25;0;1;0.8;2;0;0.7
REA;2014;620000034;620100057;SITOT;11;4015;1042;;;3138;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000034;620100057;SIUNV;5;1825;542;;;1330;;;;;3;1.4;11;2;;;;12.13;13;2;14.6;;1;0.6;4;2;4
REA;2014;620000034;620100057;SURVADU;10;3650;916;;;3846;;;;;5;4.27;0;1;17.38;15;2;0.8;10;1;10.22;;;;0;1;1
REA;2014;620000034;620100057;SURVENF;4;1460;260;;;854;;;;;4;1;2;5;2.85;2;1;4.04;1;2;2.4;;1;0.05;;;
REA;2014;620000034;620100057;USIC;6;2190;500;;;1808;;;;0;8;1;0;1;6.1;4;1;0.5;6;1;6.8;;;;1;0;0.2
REA;2014;620000224;620100651;AUTSI;6;2190;314;;;2011;;;;5;;5;1;;5.41;8;5;0.5;10;2;5.7;;;;;;
REA;2014;620000224;620100651;REAADU;11;4015;385;403;13;3607;17;;54;4;1;4.97;28;;;;;27.23;13;3;13.85;;;;2;2;3.28
REA;2014;620000224;620100651;SITOT;22;8030;1564;;;7257;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000224;620100651;SIUNV;8;2920;603;;;2821;;;;5;;5;1;;4.17;5;1;0.4;3;1;3.15;;;;;;
REA;2014;620000224;620100651;SURVADU;8;2920;318;;;1504;;;;4;1;4.97;3;1;;;;3.1;5;1;6;;;;;;
REA;2014;620000224;620100651;USIC;8;2920;647;;;2425;;;;4;4;6.02;2;;13.15;16;6;0.54;15;3;4.74;;;;;3;0.58
REA;2014;620000257;620100685;AUTSI;4;1460;60;;;1125;;;;;;;;;6.1;6;1;;;;;;;;;;
REA;2014;620000257;620100685;REAADU;15;5475;866;912;50;4668;4;45;110;9;2;8.41;2;;35.86;37;4;2.21;29;;26.92;2;;0.9;;4;3.5
REA;2014;620000257;620100685;SITOT;19;6935;1736;;;5315;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000257;620100685;SIUNV;7;2555;883;;;1892;;;;1;;1;;;9.9;9;1;;9;1;9.9;;;;;;
REA;2014;620000257;620100685;SURVADU;12;4380;837;;;3221;;;;;;;1;;20.57;17;5;1;11;2;12.87;;2;0.4;;1;1
REA;2014;620000257;620100685;SURVENF;4;1460;475;;;1275;;;;;;;1;;2.17;2;0;0.83;;;;;;;;;
REA;2014;620000257;620100685;USIC;8;2920;793;;;2298;;;;;;;1;;12.19;12;;0.5;6;;6.76;1;;0.01;;0;0.48
REA;2014;620000323;620101337;REAADU;12;4380;367;369;13;3867;7;46;55;8;0;8;2;0;34.25;32;1;2;20;1;21.72;;;;;1;1
REA;2014;620000323;620101337;SITOT;12;4380;948;;;4341;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000323;620101337;SIUNV;6;2190;381;;;1676;;;;6;0;6;;;;;;;;;;;;;;;
REA;2014;620000323;620101337;SURVADU;8;3928;728;;;3097;;;;8;8;8;;;4;4;;;5;;5;;;;;;
REA;2014;620000323;620101337;SURVENF;4;1460;422;;;1224;;;;2;;2;;;;;;;;;;;;;;;
REA;2014;620000323;620101337;USIC;6;2190;567;;;2665;;;;7;5;9.2;;;;;;;;;;;;;;;
REA;2014;620000349;620101360;REAADU;8;2920;233;238;9;2008;0;;49;4;1;3.5;;;19.02;17;4;;8;4;11.43;;;0.45;;2;1.6
REA;2014;620000349;620101360;SITOT;6;2190;415;;;1640;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000349;620101360;SURVADU;6;2190;345;;;1689;;;;2;2;1.69;;;9.48;6;3;;7;;7;;;0.4;;1;1.74
REA;2014;620000349;620101360;USIC;6;2190;415;;;1640;;;;2;3;1.26;;;9.54;8;1;0.3;5;2;6.47;;;;;;0.4
REA;2014;620000653;620103440;AUTSI;4;1460;45;;;1059;;;;4;;1;;;;;;;;;;;;;;;
REA;2014;620000653;620103440;REAADU;10;3650;284;287;13;2889;12;46;31;4;;4.5;2;;20.56;23;;1.5;9;1;10.72;;;;1;4;4.3
REA;2014;620000653;620103440;SITOT;19;6935;1445;;;5731;;;;;;;;;;;;;;;;;;;;;
REA;2014;620000653;620103440;SIUNV;6;2190;636;;;1809;;;;7;;1.22;;;;;;;;;;;;;;;
REA;2014;620000653;620103440;SURVADU;5;1825;343;;;1254;;;;6;;1;;;;;;;;;;;;;;;
REA;2014;620000653;620103440;SURVENF;4;1460;312;;;834;;;;1;;0.2;;;;;;;;;;;;;;;
REA;2014;620000653;620103440;USIC;9;3285;764;;;2863;;;;6;;1;;;5.5;6;;;7;;6.75;;;;;;
REA;2014;620003202;620103432;REAADU;8;2920;375;379;11;2271;14;;85;4;1;4.6;1;;19.56;18;2;1.17;10;3;14.07;;1;0.46;;1;1
REA;2014;620003202;620103432;SURVADU;6;2190;558;;;1558;;;;0;0;0;0;;5.25;5;0;0;4;0;4;;1;0.46;;0;0
REA;2014;620003350;620001834;SURVADU;10;3650;754;;;2650;;;;0;4;3;11;2;;;;12.6;5;0;5;;;;0;1;1
REA;2014;620003376;620001834;SURVADU;10;3650;598;;;3171;;;;2;;2;1;;12.7;9;5;1;7;3;9.4;;;;2;1;2.3
REA;2014;620006049;620000331;SURVADU;6;2190;101;;;936;;;;;;;;1;4;4;;0.5;2;;2;;;;;;
REA;2014;620025346;620001834;SURVADU;9;3285;551;;;2717;;;;1;1;1.33;;;12.2;9;4;;8;;8;;;;;;
REA;2014;620100099;620014779;AUTSI;6;2190;416;;;1168;;;;19;;2;1;;14.52;14;1;1;6;;5.8;;;;;;
REA;2014;620100099;620014779;SITOT;6;2190;416;;;1168;;;;;;;;;;;;;;;;;;;;;
REA;2014;620100099;620014779;SURVADU;6;2190;533;;;2954;;;;19;;2;1;;14.52;14;1;1;6;;5.8;;;;;;
REA;2014;620100487;620000125;SURVADU;6;2190;353;;;1996;;;;;3;0.6;;;4.8;4;1;;4;1;4.8;;2;0.5;1;;0.5
REA;2014;620100735;620000265;SURVADU;6;2190;202;;;845;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;620100750;620000273;SURVADU;6;2190;626;;;2472;;;;;6;0.5;;;7.5;8;;;6;;5.6;;;;;;
REA;2014;620101311;620027763;SURVADU;6;2190;265;;;1922;;;;5;;2;1;;6.8;5;3;0.3;8;1;6.5;;;;1;2;2.9
REA;2014;620101501;620000364;AUTSI;6;2190;572;;;1987;;;;;;;;;8;8;;;4;;4;;;;;;
REA;2014;620101501;620000364;REAADU;3;1095;286;303;0;749;5;;73;3;;3;1;;5.7;6;;1;3;;3;;;;;;
REA;2014;620101501;620000364;SITOT;18;6570;1536;;;5532;;;;;;;;;;;;;;;;;;;;;
REA;2014;620101501;620000364;SURVADU;6;2190;405;;;1358;;;;;;;1;;8;8;;1;4;;4;;;;;;
REA;2014;620101501;620000364;USIC;12;4380;964;;;3545;;;;;;;1;;;;;1;;;;;;;;;
REA;2014;620106088;620000976;SURVADU;3;1095;21;;;82;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;620118513;620002915;AUTSI;6;2190;594;;;2518;;;;8;;8;;;10.55;10;;;4;;4.12;;;;;;
REA;2014;620118513;620002915;SITOT;18;6570;1628;;;5942;;;;;;;;;;;;;;;;;;;;;
REA;2014;620118513;620002915;USIC;12;4380;1034;;;3424;;;;7;1;7.5;;;12.61;11;2;;9;;8.51;;;;;;
REA;2014;630000404;630780989;AUTSI;8;2920;701;;;1887;;;;0;0;0;;;13.81;11;3;;5;2;7.27;;;;3;3;5.09
REA;2014;630000404;630780989;REAADU;51;18615;2144;2300;92;17692;8;;297;20;0;19.05;15;1;141.28;103;47;15.8;67;19;78.9;;;;8;19;26.49
REA;2014;630000404;630780989;SITOT;32;11680;3641;;;8647;;;;;;;;;;;;;;;;;;;;;
REA;2014;630000404;630780989;SIUNV;4;1460;409;;;1084;;;;0;0;0;;;6.62;6;2;;1;4;3.94;;;;;;
REA;2014;630000404;630780989;SURVADU;24;8760;1073;;;7887;;;;0;0;0.43;;1;4.8;4;1;0.75;2;1;2.3;;;;;;
REA;2014;630000404;630780989;USIC;20;7300;2531;;;5676;;;;2;0;1.6;1;;25.74;17;11;1.02;19;5;21.53;;;;2;3;4.71
REA;2014;630000420;630781003;SURVADU;4;1140;262;;;1290;;;;5;;5;;8;8.06;9;;7.8;;7;6.58;;;;;;
REA;2014;630000438;630781011;SURVADU;6;2190;534;;;1427;;;;2;;1.5;0;0;5.44;3;3;0;4;0;4.52;0;0;0;1;2;2.81
REA;2014;630000446;630781029;SURVADU;6;2190;299;;;1826;;;;5;;5;11;;10;7;4;8;7;6;12.1;;;;;3;3
REA;2014;630000479;630781110;REAADU;10;3650;344;356;9;3343;20;40;38;9;7;3.18;1;0;22.25;32;0;0.4;17;1;13.74;1;;0.8;2;1;1.5
REA;2014;630000479;630781110;SURVADU;5;1675;378;;;1451;;;;5;1;0.58;1;0;6.6;30;0;0.4;17;1;2.41;1;;0.2;2;1;1.5
REA;2014;630780211;630000107;SITOT;6;2190;896;;;1704;;;;;;;;;;;;;;;;;;;;;
REA;2014;630780211;630000107;SURVADU;10;3650;567;;;1826;;;;;;;;;;;;;;;;;;;;;
REA;2014;630780211;630000107;USIC;6;2190;896;;;1704;;;;;;;;;;;;;;;;;;;;;
REA;2014;630780369;630000164;SURVADU;4;1460;182;;;1103;;;;3;2;3;;;;;;;;;;;;;;;
REA;2014;630781268;630780989;AUTSI;14;5110;553;;;6029;;;;1;0;1.5;;;13.6;11;3;;7;0;7;;;;;4;3.91
