BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2014;010000024;010780054;REAADU;12;4380;769;807;54;3048;4;;138;4;2;3.74;1;;27.47;22;8;0.64;17;4;18.48;;;;;1;1
REA;2014;010000024;010780054;SITOT;10;3650;942;;;2196;;;;;;;;;;;;;;;;;;;;;
REA;2014;010000024;010780054;SIUNV;4;1460;436;;;907;;;;4;;1.3;;;;;;;;;;;;;;;
REA;2014;010000024;010780054;SURVADU;6;2190;513;;;1479;;;;4;2;1.26;;;6.73;5;3;;7;;6.89;;;;;;
REA;2014;010000024;010780054;SURVENF;4;1460;298;;;942;;;;;;;;;;;;;;;;;;;;;
REA;2014;010000024;010780054;USIC;6;2190;506;;;1289;;;;3;2;1;;;10.31;10;1;;5;;5;;;;;;
REA;2014;010000032;010780062;SURVADU;4;1460;442;;;960;;;;;;;1;;4.18;4;2;0.21;4;;3.92;;;;2;;0.52
REA;2014;010005239;010008407;SURVADU;6;2190;822;;;1470;;;;0;0;0;1;0;5.43;2;6;0.5;9;3;11.06;0;0;0;0;0;0
REA;2014;010780195;010000156;REAADU;10;3650;850;909;24;4481;7;;285;12;1;12.5;1;;21.9;17;4;1;8;4;12.79;;;;;1;1.1
REA;2014;010780195;010000156;SITOT;6;2190;833;;;1822;;;;;;;;;;;;;;;;;;;;;
REA;2014;010780195;010000156;SURVADU;5;1825;18;;;38;;;;;;;;;;;;;;;;;;;;;
REA;2014;010780195;010000156;USIC;6;2190;833;;;1822;;;;5;3;7;;;7.56;5;2;;1;1;3.07;;;;;;
REA;2014;010780203;010006450;SURVADU;6;2190;376;;;1476;;;;;;;;;4.9;4;1;;;;;;;;;;
REA;2014;020000162;020000063;REAADU;12;4380;454;476;19;4193;23;45;82;4;0;4;2;0;27.63;28;0;1.2;25;0;25.26;0;0;0;3;7;8.71
REA;2014;020000162;020000063;SITOT;18;6570;1428;;;5050;;;;;;;;;;;;;;;;;;;;;
REA;2014;020000162;020000063;SIUNV;6;2190;534;;;1140;;;;3;3;0.8;1;0;8.3;7;2;0.3;8;0;8;0;0;0;0;2;1.5
REA;2014;020000162;020000063;SURVADU;11;4015;365;;;2106;;;;;;;;;;;;;;;;;;;;;
REA;2014;020000162;020000063;USIC;12;4380;894;;;3910;;;;3;1;3.8;3;0;15.14;12;4;1.6;11;2;11.76;0;0;0;1;4;5.64
REA;2014;020000394;020000253;REAADU;8;2920;166;173;6;2494;8;32;38;4;0;3.39;1;0;26.83;28;0;1;18;0;18.15;0;0;0;2;5;5.67
REA;2014;020000394;020000253;SITOT;6;2190;460;;;1359;;;;;;;;;;;;;;;;;;;;;
REA;2014;020000394;020000253;SURVADU;4;1460;216;;;1006;;;;0;0;0;0;0;5.23;5;0;0;0;0;0;0;0;0;0;1;0.49
REA;2014;020000394;020000253;USIC;6;2190;460;;;1359;;;;0;0;0;0;0;9.32;9;0;0;4;0;4;0;0;0;3;;1.66
REA;2014;020000519;020000261;REAADU;8;2920;349;363;27;2344;13;43;80;4;1;4.6;1;;21;16;5;1;17;1;17.9;;;;;;
REA;2014;020000519;020000261;SITOT;10;3650;890;;;2423;;;;;;;;;;;;;;;;;;;;;
REA;2014;020000519;020000261;SIUNV;4;1460;430;;;1063;;;;4;;4;;;6;6;;;5;1;5.9;;;;;;
REA;2014;020000519;020000261;SURVADU;8;2920;421;;;1623;;;;3;;3;;;6;6;;;5;;5;;;;;;
REA;2014;020000519;020000261;USIC;6;2190;460;;;1360;;;;6;;6;;;6;6;;;4;2;5.6;;;;;;
REA;2014;020000535;020000287;AUTSI;6;2190;312;;;1811;;;;0;0;1.25;;2;8.51;;50;0.26;;43;5.35;;;;21;;2.41
REA;2014;020000535;020000287;SITOT;12;4380;799;;;3582;;;;;;;;;;;;;;;;;;;;;
REA;2014;020000535;020000287;SURVADU;6;2190;341;;;1668;;;;0;0;1.25;;2;6.76;;50;0.25;;43;6.47;;;;21;;2.41
REA;2014;020000535;020000287;USIC;6;2190;487;;;1771;;;;0;0;1.25;;2;8.51;;50;0.25;;43;5.35;;;;21;;2.41
REA;2014;020001061;020004404;REAADU;8;2920;393;401;10;2633;8;44;135;7;0;4.2;1;;17.25;;;1;;;9.38;;;0.3;;;0.7
REA;2014;020001061;020004404;SITOT;4;1460;328;;;1156;;;;;;;;;;;;;;;;;;;;;
REA;2014;020001061;020004404;SURVADU;4;1460;373;;;1377;;;;;;1.5;0;;6;;;;;;5.7;;;0.1;;;0.4
REA;2014;020001061;020004404;USIC;4;1460;328;;;1156;;;;3;1;1.5;0;;6;;;;;;5.7;;;0.1;;;0.4
REA;2014;020010047;020001632;AUTSI;4;1460;181;;;626;;;;3;;3;;;3.5;3;1;;4;1;4.5;;;;2;;0.5
REA;2014;020010047;020001632;SITOT;4;1460;181;;;626;;;;;;;;;;;;;;;;;;;;;
REA;2014;020010047;020001632;SURVADU;12;4380;468;;;2400;;;;4;;4;1;;8;8;;1;9;;9;;;;4;;0.9
REA;2014;030000061;030780092;REAADU;8;2920;259;273;6;2614;10;;60;5;;4.85;0;1;23.72;17;8;0.8;10;3;12.37;;;;0;2;2.21
REA;2014;030000061;030780092;SITOT;8;2920;491;;;1691;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000061;030780092;SURVADU;2;730;159;;;609;;;;;;0.15;;;;;;;;;;;;;;;
REA;2014;030000061;030780092;USIC;8;2920;491;;;1691;;;;2;2;2;0;1;11.58;8;4;0.5;8;0;8.2;;;;1;;0.63
REA;2014;030000079;030780100;REAADU;8;2920;277;283;10;3228;17;;65;3;;3.6;1;;24.81;25;4;1;18;;15.89;1;;0.44;;3;3.98
REA;2014;030000079;030780100;SITOT;6;2190;505;;;1380;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000079;030780100;SURVADU;4;1460;18;;;80;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000079;030780100;SURVENF;2;730;234;;;648;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000079;030780100;USIC;6;2190;505;;;1380;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000087;030780118;REAADU;8;2920;454;467;31;2402;9;;96;5;0;2.98;0;1;13.24;11;9;0.41;6;6;7.71;0;0;0;6;0;2.04
REA;2014;030000087;030780118;SITOT;10;3104;1039;;;2049;;;;;;;;;;;;;;;;;;;;;
REA;2014;030000087;030780118;SIUNV;;;0;;;0;;;;;;0.2;0;0;;;;;;;;;;0;;;
REA;2014;030000087;030780118;SURVADU;2;730;174;;;546;;;;5;0;1.49;0;1;6.28;2;7;0.09;3;2;4.22;0;0;0;4;0;0.89
REA;2014;030000087;030780118;SURVENF;4;1460;327;;;1087;;;;4;2;2.32;0;2;4.2;4;2;1.42;4;3;4.53;0;0;0;6;0;1.48
REA;2014;030000087;030780118;USIC;10;3104;1039;;;2049;;;;4;2;1.82;0;1;9.47;2;14;0.35;7;7;7.28;0;0;0;6;0;1.69
REA;2014;030781116;030000426;SITOT;0;;190;;;881;;;;;;;;;;;;;;;;;;;;;
REA;2014;030781116;030000426;SURVADU;18;6570;1038;;;5094;;;;12;12;12;10;;;;;9.6;3;;2.8;;;;;;
REA;2014;030781116;030000426;USIC;0;;190;;;881;;;;4;4;4;7;;;;;6.8;8;;7.2;;;;;;
REA;2014;040000093;040780215;SURVADU;8;2920;583;;;2140;;;;1;;1;1;;14.88;13;5;0.5;6;11;11.79;;;;;1;0.86
REA;2014;040000911;040788879;REAADU;6;2190;104;104;0;1963;12;;33;3;2;4.03;;;17.95;15;3;;10;;9.91;1;;0.2;1;1;1.86
REA;2014;040000911;040788879;SURVADU;2;730;98;;;779;;;;;;;;;;;;;;;;;;;;;
REA;2014;050000090;050006931;SURVADU;5;1825;48;;;164;;;;46;;46;;;;;;;;;;;;;;;
REA;2014;050000231;050000116;REAADU;6;912;68;74;3;640;22;;15;0;0;1.73;0;0;7.08;0;0;0.26;0;0;2.26;0;0;0;0;0;0.33
REA;2014;050000231;050000116;SURVADU;6;1578;261;;;1211;;;;2;0;1.58;1;0;9.18;12;3;0.33;7;0;3.6;0;0;0;0;1;0.53
REA;2014;050000348;050002948;REAADU;8;2920;228;239;15;2181;8;;36;3;4;3.71;1;0;14.33;6;12;0.72;7;4;9.28;0;0;0;1;2;2.18
REA;2014;050000348;050002948;SITOT;6;2190;579;;;1549;;;;;;;;;;;;;;;;;;;;;
REA;2014;050000348;050002948;SURVADU;4;1460;280;;;1163;;;;2;3;1.12;1;0;7.46;8;0;0.38;5;0;4.82;0;0;0;0;1;1.13
REA;2014;050000348;050002948;USIC;6;2190;579;;;1549;;;;2;4;1.03;0;0;1.7;1;1;0;4;0;3.91;0;0;0;0;0;0
REA;2014;060000478;060780897;REAADU;8;2920;205;209;2;2576;2;;62;7;4;3.28;1;;24;24;;1;9;;9;;;;;4;4
REA;2014;060000478;060780897;SURVADU;4;1060;271;;;1104;;;;5;;0.46;;;;;;;;;;;;;;;
REA;2014;060000510;060780954;REAADU;10;3650;467;484;21;2529;3;41;62;6;3;5.5;2;;28.27;24;6;2.38;16;2;17.53;;;;1;4;4.28
REA;2014;060000510;060780954;SITOT;6;2190;629;;;1706;;;;;;;;;;;;;;;;;;;;;
REA;2014;060000510;060780954;SURVADU;11;4015;847;;;3444;;;;10;;3.1;;;10.45;9;3;;6;1;6.46;;;;;4;2.89
REA;2014;060000510;060780954;USIC;6;2190;629;;;1706;;;;5;2;5.5;;;7;7;;;7;2;8.4;;;;;1;1
REA;2014;060000528;060780962;AUTSI;8;2920;163;;;2809;;;;;;;;;;;;;;;;;;;;;
REA;2014;060000528;060780962;SITOT;8;2920;163;;;2809;;;;;;;;;;;;;;;;;;;;;
REA;2014;060000528;060780962;SURVADU;7;2555;297;;;2264;;;;6;1;5.7;2;;11.46;15;2;0.55;13;;7.27;;;;;;
REA;2014;060000544;060780988;REAADU;9;3285;467;478;47;2405;1;;127;4;;3.78;;3;19.56;;26;1.44;;17;13.98;;1;0.4;7;;4.35
REA;2014;060000544;060780988;SITOT;8;2434;1028;;;1994;;;;;;;;;;;;;;;;;;;;;
REA;2014;060000544;060780988;SURVADU;5;1825;413;;;1195;;;;1;2;0.93;;3;5.85;;26;0.54;;17;2.82;;;;2;;0.56
REA;2014;060000544;060780988;USIC;8;2434;1028;;;1994;;;;1;3;2.5;;1;10.34;;10;0.5;;6;6;;;;3;;0.4
REA;2014;060001450;060785011;AUTSI;6;2190;426;;;1921;;;;0;2;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;060001450;060785011;REAADU;15;5389;710;729;189;4440;4;35;60;1;6;4.57;4;0;30.91;26;8;2.71;26;7;27.43;0;0;0;1;16;9.14
REA;2014;060001450;060785011;SITOT;8;2904;615;;;2506;;;;;;;;;;;;;;;;;;;;;
REA;2014;060001450;060785011;SIUNV;2;714;189;;;585;;;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;060001450;060785011;SURVADU;4;1456;343;;;1132;;;;0;0;1.33;0;0;6.7;7;0;0;6;1;5.9;0;0;0;0;4;0.88
REA;2014;060021417;060000221;SURVADU;10;3650;84;;;719;;;;8;;1;;;4.8;5;;;;;;;;;;;
REA;2014;060780491;060790797;REAADU;8;2920;362;379;14;2192;7;31;107;;10;5;2;;13.23;12;1;2;4;2;5.07;;4;2;;;
REA;2014;060780491;060790797;SURVADU;32;11680;1364;;;6117;;;;;;;;3;9.69;;32;1.03;;29;8.77;;;;;;
REA;2014;060780715;060000361;SITOT;6;2190;663;;;1610;;;;;;;;;;;;;;;;;;;;;
REA;2014;060780715;060000361;SURVADU;30;10950;1305;;;6041;;;;;;;;2;19;18;2;0.5;10;2;11;;8;2;;8;8
REA;2014;060780715;060000361;USIC;6;2190;663;;;1610;;;;4;18;8.8;;1;4.4;4;1;0.3;4;1;4.4;;2;0.2;;2;2
REA;2014;060780723;060004959;SURVADU;8;2920;501;;;2046;;;;2;21;4.32;;;4.8;3;3;;4;1;4.34;;;;;;
REA;2014;060780756;060000403;SURVADU;5;730;107;;;383;;;;5;;5;;;;;;;;;;;;;;;
REA;2014;060780947;060800174;REAENF;5;1825;169;171;9;1318;34;;;4;;2;11;3;7.01;12;2;5.39;9;5;6.76;;;;1;6;2.66
REA;2014;060780947;060800174;SURVENF;6;2190;395;;;1242;;;;4;;2;11;3;7.01;12;2;5.39;9;5;6.76;;;;1;6;2.66
REA;2014;060781200;060000635;SURVADU;9;3285;385;;;2886;;;;;7;0.1;;;4.5;4;1;;4;1;4.5;;4;0.1;;;
REA;2014;060785003;060785011;AUTSI;6;2190;0;;;0;;;;0;3;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;060785003;060785011;REAADU;8;2920;401;418;9;2485;7;18;20;;;;0;0;17.71;16;3;0;11;2;12.3;0;0;0;0;1;0.02
REA;2014;060785003;060785011;SITOT;16;5840;1604;;;5041;;;;;;;;;;;;;;;;;;;;;
REA;2014;060785003;060785011;SURVADU;17;5885;1240;;;4510;;;;0;8;0.99;3;0;31.48;33;3;1.35;32;2;31.78;0;0;0;2;9;3.23
REA;2014;060785003;060785011;USIC;10;3650;1604;;;5041;;;;1;3;1.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;060785219;060001468;SITOT;12;4380;1704;;;5143;;;;;;;;;;;;;;;;;;;;;
REA;2014;060785219;060001468;SURVADU;6;2190;234;;;261;;;;2;;0.5;2;;4.8;6;;0.2;3;1;2.5;1;;0.1;;;
REA;2014;060785219;060001468;USIC;12;4380;1704;;;5143;;;;2;;1.5;2;;6.5;10;1;0.8;6;1;5.8;1;;0.1;;;
REA;2014;060789195;060785011;AUTSI;10;3613;131;;;3564;;;;1;4;2.18;2;0;17.78;15;5;1.2;15;1;15.46;0;0;0;2;7;4.77
REA;2014;060789195;060785011;REAADU;14;5110;715;763;70;5023;18;41;89;4;3;4.75;2;0;31.72;29;6;1.2;20;3;22.13;0;0;0;1;12;6.27
REA;2014;060789195;060785011;SITOT;10;3613;131;;;3564;;;;;;;;;;;;;;;;;;;;;
REA;2014;060789195;060785011;SURVADU;19;6169;1321;;;4272;;;;0;4;1.15;0;1;8.8;7;3;0.4;9;0;9.41;0;0;0;1;0;0.3
REA;2014;060789195;060785011;SURVENF;10;3650;479;;;2383;;;;;;;8;2;2.8;2;1;8.05;12;1;11.64;0;0;0;0;6;5.5
REA;2014;060791811;750826638;REAADU;8;2920;224;228;4;2574;68;;135;2;1;2.54;;;15.37;12;4;;10;1;7.93;;;0.63;;5;0.35
REA;2014;060791811;750826638;SURVADU;10;3650;416;;;3375;;;;1;;1;;;7.56;8;1;;7;2;7.67;1;;0.02;;5;1.12
REA;2014;060794013;060790797;REAADU;8;2920;852;907;52;2980;20;26;208;;;;1;;16.16;15;2;1;9;1;10.04;;;;4;;3.68
REA;2014;060794013;060790797;SITOT;8;2920;770;;;3122;;;;;;;;;;;;;;;;;;;;;
REA;2014;060794013;060790797;SURVADU;28;10220;2880;;;10525;;;;;;;;1;11.54;;21;0.58;;9;5.21;;;;15;;7.69
REA;2014;060794013;060790797;USIC;8;2920;770;;;3122;;;;;;;;;7.68;7;1;;5;2;5.7;;;;;;
REA;2014;060800166;060780608;SURVADU;15;5475;911;;;4713;;;;10;;1;7;;;;;0.5;7;;6;;5;0.1;;1;0.5
REA;2014;070000013;070002878;SURVADU;4;1460;327;;;1055;;;;;1;1.24;;1;12.35;9;6;0.2;5;5;7.2;;;;1;;0.52
REA;2014;070000179;070780358;REAADU;8;2920;400;418;16;2866;7;39;132;4;0;3.4;1;0;22.55;12;14;1;6;12;16.06;1;0;0.5;2;1;2.63
REA;2014;070000179;070780358;SURVADU;10;3650;381;;;2223;;;;1;0;0.5;1;0;6.39;4;3;0.05;3;0;3.04;0;0;0;0;3;0.21
REA;2014;070000609;070005566;SURVADU;8;2920;572;;;2277;;;;2;0;1.67;1;0;13.11;10;4;0.41;11;0;10.71;0;0;0;1;0;0.5
REA;2014;070780168;070000088;SURVADU;5;1285;73;;;568;;;;2;3;3.5;;;;;;;;;;;;;;;
REA;2014;070780408;070000229;SURVADU;4;1372;75;;;379;;;;1;2;0.3;;;2;2;;;;;;;;;;;
REA;2014;070780424;070000245;SURVADU;18;6570;1288;;;5843;;;;;;;1;;16.43;16;4;1;10;7;13.99;;;;2;4;4.91
REA;2014;080000110;080000037;AUTSI;4;1460;240;;;957;;;;5;0;5;;;9.92;6;2;;6;0;6;;;;;;
REA;2014;080000110;080000037;SITOT;12;4380;691;;;3131;;;;;;;;;;;;;;;;;;;;;
REA;2014;080000110;080000037;USIC;8;2920;451;;;2174;;;;2;3;3.8;;;5.5;5;1;;3;0;3;;;;;;
REA;2014;080000219;080001969;SURVADU;6;2190;554;;;1727;;;;;4;0.1;1;;6.44;16;3;0.1;9;6;;;;;;1;0.3
REA;2014;080000425;080000615;AUTSI;1;365;42;;;208;;;;1;;0.32;;;;;;;;;;;;;;;
REA;2014;080000425;080000615;REAADU;12;4380;469;477;19;3699;6;44;102;6;2;3.85;1;;28.35;24;6;1;13;2;14.71;;;;1;1;1.5
REA;2014;080000425;080000615;SITOT;9;3285;572;;;2888;;;;;;;;;;;;;;;;;;;;;
REA;2014;080000425;080000615;SURVADU;4;1460;234;;;1316;;;;9;1;1.39;;;;;;;;;;;;;;;
REA;2014;080000425;080000615;USIC;8;2920;530;;;2680;;;;3;;0.61;;1;14.87;9;8;0.5;9;5;12.67;;;;;;
REA;2014;080010473;080010242;SURVADU;;;344;;;1116;;;;;;;;;;;;;;;;;;;;;
REA;2014;090000175;090781774;REAADU;8;2920;319;327;24;2957;4;;116;6;2;3.1;1;0;17.64;19;7;0.67;15;6;13.82;;;;2;5;0.94
REA;2014;090000175;090781774;SURVADU;4;1460;124;;;574;;;;6;2;1.55;1;0;8.81;19;7;0.33;15;6;6.91;;;;2;5;0.67
REA;2014;090000183;090781816;AUTSI;6;2190;110;;;2003;;;;1;;1;1;;6.05;6;;0.1;6;1;6.3;2;;1.11;3;3;2.86
REA;2014;090000183;090781816;SITOT;6;2190;110;;;2003;;;;;;;;;;;;;;;;;;;;;
REA;2014;090000183;090781816;SURVADU;4;1460;280;;;1243;;;;1;;1;;;7.47;7;;;6;;6.51;;;;1;2;1.82
REA;2014;100000090;100000017;REAADU;12;4380;580;598;64;3955;7;36;107;;6;3.31;0;1;27.71;0;36;0.89;0;27;21.14;;;;4;1;3.32
REA;2014;100000090;100000017;SITOT;18;5729;1356;;;4153;;;;;;;;;;;;;;;;;;;;;
REA;2014;100000090;100000017;SIUNV;4;619;115;;;346;;;;;3;0.5;0;0;0.51;0;3;0;0;2;0.48;;;;0;0;0
REA;2014;100000090;100000017;SURVADU;6;2162;382;;;1598;;;;;5;1.45;0;1;7.57;0;36;0.11;0;27;5.28;;;;3;0;0.84
REA;2014;100000090;100000017;SURVENF;4;1100;263;;;795;;;;;4;0.2;0;6;3.23;;16;1.19;;3;1.28;;;;;;
REA;2014;100000090;100000017;USIC;14;5110;1241;;;3807;;;;;4;0.85;1;0;17.67;13;12;1;11;2;11.36;;;;1;0;1.17
REA;2014;100000124;100009075;SURVADU;12;4380;689;;;3246;;;;;;;;;;;;;;;;;;;;;
REA;2014;100000199;100006279;SURVADU;6;2190;413;;;2114;;;;3;0;1.2;;;;;;;;;;;;;;;
REA;2014;100002351;100000561;SURVADU;8;2920;382;;;2489;;;;;;;;;;;;;;;;;;;;;
REA;2014;110000023;110780061;REAADU;8;2920;324;335;14;2396;2;49;78;6;2;6.77;;1;28.52;30;1;0.9;24;2;25.04;;10;1.1;1;;0.5
REA;2014;110000023;110780061;SITOT;12;4082;1188;;;3279;;;;;;;;;;;;;;;;;;;;;
REA;2014;110000023;110780061;SIUNV;6;1892;520;;;1610;;;;;6;0.78;;1;6.72;;15;0.45;;12;6;;10;0.2;;;0.07
REA;2014;110000023;110780061;SURVADU;6;2190;368;;;1717;;;;;;;;;;;;;;;;;10;0.5;;;
REA;2014;110000023;110780061;USIC;6;2190;668;;;1669;;;;;8;1.42;;1;8.3;;15;0.27;;12;6;;;;;;
REA;2014;110000056;110780137;AUTSI;;;72;;;476;;;;;;;;;;;;;;;;;;;;;
REA;2014;110000056;110780137;REAADU;8;2905;251;261;12;2624;7;;32;5;1;4.2;1;;19.47;21;6;0.76;15;2;12;;;;;1;0.67
REA;2014;110000056;110780137;SITOT;10;2366;753;;;2632;;;;;;;;;;;;;;;;;;;;;
REA;2014;110000056;110780137;SIUNV;4;176;39;;;126;;;;4;2;0.23;;;3.34;14;2;;6;3;2.92;;;;1;1;0.02
REA;2014;110000056;110780137;SURVADU;4;1454;311;;;993;;;;5;1;1.4;1;;6.09;21;6;0.24;15;2;4.08;;;;;1;0.33
REA;2014;110000056;110780137;USIC;6;2190;642;;;2030;;;;4;1;0.84;;;5.85;14;2;;6;3;5.11;;;;1;1;0.04
REA;2014;110780228;110000114;SURVADU;7;2555;1464;;;5040;;;;6;;6;;;6.5;6;1;;4;4;5.53;;;;;;
REA;2014;110780483;110000155;SURVADU;8;2920;470;;;2260;;;;;;;7;2;;;;7.66;7;1;7.5;;;;;;
REA;2014;120000039;120780044;REAADU;11;3485;660;681;55;2928;7;;181;6;;5.94;0;1;25.98;17;19;0.9;17;1;16.45;;1;0.7;1;0;0.82
REA;2014;120000039;120780044;SITOT;12;4380;879;;;3771;;;;;;;;;;;;;;;;;;;;;
REA;2014;120000039;120780044;SIUNV;4;1460;249;;;1551;;;;;;;;;9.3;1;18;;;2;0.6;;;;1;;0.24
REA;2014;120000039;120780044;SURVADU;4;1460;100;;;625;;;;;;;;;;;;;;;;;;;;;
REA;2014;120000039;120780044;USIC;8;2920;630;;;2220;;;;;;;1;1;11.43;3;17;1.33;2;7;7.19;;1;0.3;5;;1.37
REA;2014;120000054;120780069;SURVADU;6;2190;413;;;1682;;;;0;1;0.83;1;0;10.63;6;8;0.5;2;6;6.99;0;0;0;0;0;0
REA;2014;120000070;120780085;SURVADU;4;1460;269;;;1175;;;;1;;1;;1;7;7;;0.25;6;;6;;;;;;
REA;2014;120004569;120004528;SURVADU;5;1825;320;;;1348;;;;;3;0.6;1;;7;7;;0.5;8;;5.1;;;;1;1;1.6
REA;2014;120004668;120004619;SURVADU;4;1328;205;;;1290;;;;2;;0.62;1;1;6.75;8;4;0.67;2;2;5.3;;;;;1;0.3
REA;2014;130000409;130041916;AUTSI;2;730;47;;;725;;;;;;;;;;;;;;;;;;;;;
REA;2014;130000409;130041916;REAADU;12;4380;361;365;22;4578;5;45;68;1;9;4.75;1;;29.96;23;8;1;18;4;21.1;;1;0.7;3;;1.09
REA;2014;130000409;130041916;SITOT;16;5840;1645;;;4658;;;;;;;;;;;;;;;;;;;;;
REA;2014;130000409;130041916;SIUNV;2;730;346;;;485;;;;;2;0.44;;;2.17;;4;;;5;2.5;;;;7;;1.5
REA;2014;130000409;130041916;SURVADU;12;4380;1205;;;4140;;;;;13;3.09;1;;15.04;12;4;0.42;11;1;11.72;;;;3;;1.09
REA;2014;130000409;130041916;SURVENF;4;1460;492;;;1312;;;;;5;0.74;2;2;3.47;5;;2.2;6;2;6.97;;;;6;;1.24
REA;2014;130000409;130041916;USIC;12;4380;1252;;;3448;;;;;7;1.6;;1;14.98;14;5;0.1;8;4;10.78;;;;4;1;1.29
REA;2014;130000565;130781446;REAADU;8;2920;370;377;15;2579;11;;114;9;2;3.96;;1;19.88;18;2;0.8;11;1;13.6;;;;3;3;4.74
REA;2014;130000565;130781446;SURVADU;4;1460;199;;;901;;;;2;;1.2;;1;6;6;;0.2;4;;4;;;;;;
REA;2014;130001225;130782634;REAADU;8;2920;237;251;9;3109;6;48;72;3;;3.2;;1;18;10;10;0.15;7;7;14;;;;1;2;3.22
REA;2014;130001225;130782634;SURVADU;4;1460;299;;;1314;;;;;2;1.7;;1;6.71;5;3;0.1;3;2;3.5;;;;1;1;1.3
REA;2014;130001647;130784127;AUTSI;24;8760;647;;;8553;;;;;;;;;;;;;;;;;;;;;
REA;2014;130001647;130784127;REAADU;8;2920;378;423;55;2709;12;;30;3;;2.5;2;;40.08;39;6;2;13;;13.08;3;;2.67;2;6;7.65
REA;2014;130001647;130784127;SITOT;24;8760;647;;;8553;;;;;;;;;;;;;;;;;;;;;
REA;2014;130001647;130784127;SURVADU;7;2555;543;;;2424;;;;2;;2;;;;;;;;;;;;;;;
REA;2014;130002215;130785512;SURVADU;6;2190;260;;;1758;;;;5;1;4.83;7;;;;;7.42;7;1;5.91;;;;;;
REA;2014;130002827;130789274;REAADU;8;2920;289;297;5;2384;4;;74;3;;2.8;1;;18.35;16;3;0.92;10;;10.15;;;;;3;2.5
REA;2014;130002827;130789274;SITOT;6;2190;610;;;1869;;;;;;;;;;;;;;;;;;;;;
REA;2014;130002827;130789274;USIC;6;2190;610;;;1869;;;;3;;1.1;;;;;;;;;;;;;;;
REA;2014;130002835;130789316;REAADU;8;2920;423;431;15;3485;8;35;103;4;2;4.35;0;2;18.66;15;5;1.1;5;16;14.04;0;0;0;6;2;4.55
REA;2014;130002835;130789316;SITOT;6;2190;488;;;1620;;;;;;;;;;;;;;;;;;;;;
REA;2014;130002835;130789316;SURVADU;4;1460;87;;;303;;;;1;0;1;0;1;6.22;5;3;0.4;6;1;6.22;0;0;0;3;1;2.3
REA;2014;130002835;130789316;USIC;6;2190;488;;;1620;;;;4;3;5.14;0;0;6.22;3;5;0;2;2;3.66;0;0;0;4;1;2.73
REA;2014;130037922;130037823;REAADU;10;3650;199;210;3;2953;40;32;57;;2;2;;1;18.64;22;;0.5;12;;9.32;;;;;;
REA;2014;130037922;130037823;SURVADU;6;3040;335;;;2421;;;;;3;1;;1;4.66;6;;0.5;6;;4.66;;;;;;
REA;2014;130041767;130041262;SITOT;12;4380;1106;;;3273;;;;;;;;;;;;;;;;;;;;;
REA;2014;130041767;130041262;USIC;12;4380;1106;;;3273;;;;;;;;;12.2;10;3;;12;;8.78;;;;;1;1
REA;2014;130042096;130042062;SITOT;16;4380;1276;;;4638;;;;;;;;;;;;;;;;;;;;;
REA;2014;130042096;130042062;USIC;16;4380;1276;;;4638;;;;1;;1;;1;8.77;9;1;1;7;1;7.73;;;;;;
REA;2014;130043664;130002157;REAADU;15;5475;475;487;22;5714;25;45;83;;1;0.7;1;;44.57;53;6;1;24;1;20.23;;;;;13;11.41
REA;2014;130043664;130002157;SURVADU;11;4015;662;;;2796;;;;;;;;;;;;;;;;;;;;;
REA;2014;130780521;130786049;REAADU;29;10579;1026;1130;85;10160;8;;90;22;2;16.58;4;;42.25;45;2;4.05;26;2;26.7;;;;2;12;12.99
REA;2014;130780521;130786049;REAENF;3;1091;243;258;17;1532;18;;;6;1;2.14;;;;;;;;;;;;;;;
REA;2014;130780521;130786049;SITOT;12;4380;2280;;;2965;;;;;;;;;;;;;;;;;;;;;
REA;2014;130780521;130786049;SURVADU;15;5233;863;;;4625;;;;5;0;0.93;1;;9.65;11;1;1;9;1;8.3;;;;1;4;2.45
REA;2014;130780521;130786049;USIC;12;4380;2280;;;2965;;;;5;0;2.7;;;18.02;13;4;;10;4;12.4;;;;;2;1.96
REA;2014;130781370;130000532;SURVADU;5;1825;82;;;598;;;;4;;4;1;;5.86;9;1;1;7;2;5.86;;;;;4;4
REA;2014;130781479;130000599;REAADU;10;3650;427;454;20;2897;12;;129;6;;6;8;;;;;8;;;;;1;0.35;1;;0.5
