BOR;AN;FI;FI_EJ;TELEMED_A1;TELEMED_B1;TELEMED_A2;TELEMED_B2;TELEMED_A3;TELEMED_B3;TELEMED_A4;TELEMED_B4;TELEMED_A5;TELEMED_A6;TELEMED_B6;NEPHRO_A;NEPHRO_B;NEPHRO_C;NEPHRO_D;NEURO_A;NEURO_B;NEURO_C;NEURO_D;RADIO_A;RADIO_B;RADIO_C;RADIO_D;CARDIO_A;CARDIO_B;CARDIO_C;CARDIO_D;DIABETE_A;DIABETE_B;DIABETE_C;DIABETE_D;DERMATO_A;DERMATO_B;DERMATO_C;DERMATO_D;PSY_A;PSY_B;PSY_C;PSY_D;GER_A;GER_B;GER_C;GER_D;MRARE_A;MRARE_B;MRARE_C;MRARE_D;AUTRE_A;AUTRE_B;AUTRE_C;AUTRE_D
TELEMED;2014;580972669;580780070;0;0;0;0;0;0;0;1;04/12/2014;0;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;580972685;580780096;0;1;0;0;0;1;0;1;;0;;0;;0;;0;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;neurochirurgie;2
TELEMED;2014;580972693;580780039;0;0;0;0;0;1;0;1;01/09/2010;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590000337;590781415;0;1;0;1;0;0;0;0;01/05/1996;0;;0;;0;;0;;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590000428;590781605;0;1;0;1;0;1;0;0;01/12/1996;0;;;;;;0;;1;3;0;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;neurochirurgie;3
TELEMED;2014;590000535;590781803;1;1;1;1;1;1;1;1;15/06/2011;0;;0;;0;;1;3;1;2;1;3;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590000592;590782165;0;0;0;0;1;0;0;0;;0;;0;;0;;0;;1;3;0;;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;;
TELEMED;2014;590000618;590782215;1;0;1;1;1;0;1;0;;1;;0;;0;;1;3;1;3;1;;0;;0;1;0;;0;;0;;1;2;0;;0;;0;;1;3;0;;0;;0;;;;;
TELEMED;2014;590000758;590782637;0;0;1;1;0;0;0;0;01/10/2010;0;;1;1;0;;0;;1;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;urgences;2
TELEMED;2014;590000766;590782645;0;1;0;0;0;0;0;0;01/01/2011;0;;;;;;;;;;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;590000774;590782652;0;0;0;1;1;1;0;0;01/10/2010;0;;0;;0;;0;;1;2;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;ONCOLOGIE;2
TELEMED;2014;590006607;590780193;0;0;1;1;0;0;0;0;01/01/1993;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;oui;2;oui;2
TELEMED;2014;590784864;590780193;0;0;1;1;0;0;0;0;01/01/2010;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590787586;590780193;0;0;1;1;1;0;0;0;21/01/2014;1;2.7;0;;0;;0;;0;;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590796975;590780193;0;0;1;1;0;0;0;0;01/01/1996;0;2;0;;0;;1;3;1;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590801106;590782421;0;0;0;1;0;0;0;0;01/01/1998;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;590816310;590000048;1;1;0;0;0;0;1;1;;0;;0;;0;;0;;1;;1;3;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Digestif Service des Urgences;;Digestif;2
TELEMED;2014;600000152;600100572;0;1;0;0;0;0;0;0;15/12/2012;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;chir ortho;1
TELEMED;2014;600000186;600100648;0;0;0;0;0;1;0;0;30/06/2014;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;600000194;600100713;1;0;1;1;1;0;0;0;01/01/2012;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;chirurgie orthopédique et chiruruge viscerale;1;;
TELEMED;2014;600000285;600100721;0;1;1;1;0;1;0;1;01/05/2012;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;600100101;750712184;0;1;0;1;0;1;0;1;;;;0;;0;;0;;0;;1;;1;;0;;0;;0;;0;;0;;0;;;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;600100754;600000228;1;0;0;0;0;0;0;0;02/01/2014;0;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;600100861;440052041;0;1;0;0;0;0;0;0;21/06/2013;;0.1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;SUITES DE CHIRURGIE ORTHOPEDIQUE ET CHIRURGIE VISCERALE;2
TELEMED;2014;600113476;600100721;0;0;1;1;0;1;0;1;01/11/2011;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;610000044;610780074;0;1;0;0;0;0;0;0;01/06/2013;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;610000051;610780082;0;0;1;1;0;0;0;0;28/12/2012;0;;0;;0;;0;;0;;1;1;1;3;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;610000069;610780090;0;1;0;1;0;0;0;0;25/08/2010;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Neurochirurgie;3
TELEMED;2014;610000077;610780124;0;0;0;1;0;0;0;0;18/07/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;610000093;610780140;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;610000119;610780165;0;1;0;0;0;0;0;0;01/10/2014;0;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;610004269;610787038;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;
TELEMED;2014;610005837;610005811;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;
TELEMED;2014;610006256;610006769;0;0;0;0;0;1;0;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Plaie;1
TELEMED;2014;620000034;620100057;1;1;1;1;0;0;1;0;01/01/2013;0;;;;;;1;2;1;3;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;620000240;620100677;0;1;0;1;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ophtalmologie;3
TELEMED;2014;620000257;620100685;1;1;1;1;1;1;0;0;01/06/2011;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;620000323;620101337;0;0;0;1;0;0;0;0;02/11/2010;1;19;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;620000653;620103440;0;0;1;0;0;0;0;0;01/11/2013;1;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;620003376;620001834;0;0;1;0;0;0;0;0;;0;;0;;;;0;;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;
TELEMED;2014;630000016;630180032;0;0;0;1;0;0;0;0;18/06/1997;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;630000404;630780989;0;0;1;0;0;0;0;0;;0;;0;;0;;1;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;630000560;630781367;0;1;0;1;0;0;0;0;01/09/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;0;;1;1;0;;0;;0;;1;1;0;;0;;;;;
TELEMED;2014;630780195;630786754;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;
TELEMED;2014;630781268;630780989;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;630781839;630000826;0;0;1;1;0;0;0;0;;0;;0;;;;0;;;;;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;chirurgie de la main;1;;
TELEMED;2014;640789640;640000113;1;0;0;0;1;0;1;0;05/03/2012;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;640790150;750712184;0;0;0;0;0;1;0;0;01/01/2014;0;;0;;;;0;;;;0;;1;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;
TELEMED;2014;650000417;650783160;0;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;650780679;650000243;0;0;1;1;0;0;0;0;01/01/2012;0;;0;;0;;0;;0;;1;2;1;2;1;2;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;oncologie;2;oncologie;2
TELEMED;2014;650784218;650780174;1;1;1;1;0;0;0;0;01/01/2001;1;;0;;0;;0;;0;;1;3;0;;0;;0;;1;1;0;;0;;0;;0;;0;;1;3;1;2;0;;0;;;;;
TELEMED;2014;650789308;650789068;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Radiotherapie;2;;
TELEMED;2014;670000157;670780337;0;0;0;1;1;0;0;0;16/07/2009;0;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Téléradiologie des examens de scanner;2
TELEMED;2014;670000306;670780584;1;0;1;0;0;0;1;1;02/07/2013;1;0.5;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;plaies, cicatrisation;3;;
TELEMED;2014;670000397;670780691;0;0;0;1;0;0;0;0;20/03/2013;0;;0;;0;;0;;1;3;0;;1;3;0;;0;;;;0;;0;;0;;;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;670014992;670780139;1;1;1;1;0;0;0;0;01/12/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;680000544;680000395;0;0;0;0;0;0;0;0;01/07/2010;0;;0;;;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;680000684;680000973;1;1;1;1;1;1;1;0;;0;;1;2;1;2;1;3;1;2;1;3;1;;1;2;;;;;;;1;2;;;;;;;1;2;1;;;;1;1;Ophtalmotolgie, urgences, ORL, RCP Obésité et Thyroïde, Cardio;2;RCP Obésité et Thyroïde, cardio;1
TELEMED;2014;680000726;680012648;1;1;1;1;0;0;1;1;22/01/2008;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;handicap et rééducation;2;handicap et rééducation;2
TELEMED;2014;680001245;680000973;0;0;1;1;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chirurgie Pédiatrique;;Chirurgie Pédiatrique, diagnostic prénatal;2
TELEMED;2014;680003324;680014495;1;1;1;1;1;0;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;1;3;0;;0;;0;;Handicap;3;;
TELEMED;2014;680004579;680000973;1;0;1;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;1;2;;;;;;;;;;
TELEMED;2014;690000013;690780036;0;0;0;0;0;1;0;0;;0;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;690000021;690780044;0;0;0;1;0;0;0;0;;;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690000096;690780119;0;0;0;1;0;0;0;0;01/09/2012;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690000245;690780432;0;0;0;1;0;0;0;0;01/01/2014;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690000625;690782271;0;1;0;1;0;0;0;1;01/01/2014;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690004718;690796552;1;0;0;1;1;0;1;0;12/03/2014;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690007075;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690022058;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;3;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690023098;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690024773;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690780390;690000229;1;0;0;0;0;0;0;0;20/04/2014;0;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;690780416;690031190;0;1;0;1;0;0;0;0;01/01/2014;0;;0;;0;;1;2;1;2;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;690783154;690781810;0;0;1;0;0;0;0;0;;;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;690784137;690781810;1;1;1;1;0;0;0;0;;;;1;;;;;;;;1;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;
TELEMED;2014;690784152;690781810;0;0;1;0;0;0;0;0;;0;;0;1;;;0;;;;1;1;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;ophtalmologie;;;
TELEMED;2014;690784178;690781810;0;1;1;1;0;1;0;1;;1;0.5;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;690807755;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;700000011;700780026;0;1;0;1;0;1;0;1;01/01/2006;1;0.1;0;;0;;0;;1;3;0;;1;3;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;;;0;;;;;
TELEMED;2014;700000029;700004591;0;1;0;1;0;0;0;1;01/01/2005;1;0.2;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;700780042;250006335;0;0;0;1;0;0;0;0;01/02/2014;0;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;710978156;710780214;0;1;0;0;0;0;0;0;01/12/2005;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;710978263;710780958;1;0;0;0;1;0;0;0;28/12/2012;0;;0;;0;;1;3;0;;0;;1;3;;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;710978313;710976705;0;1;0;1;0;0;0;1;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;720000033;720000025;1;0;1;1;1;0;0;0;01/04/2008;0;;0;;0;;1;;0;;0;;1;3;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;720000470;610780082;0;0;1;1;0;0;0;0;02/12/2012;0;;0;;0;;0;;0;;1;3;1;1;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;720016179;720016724;0;0;0;1;0;0;0;0;02/11/2014;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;720017839;440002590;1;0;1;0;1;0;1;0;30/11/2011;;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;730000031;730000015;1;0;1;1;0;0;0;0;01/01/2008;0;;0;;0;;1;;0;;1;3;1;2;0;;0;;0;;0;;1;;0;;0;2;0;;0;;0;;0;;0;;;;;
TELEMED;2014;730000080;730780103;0;0;0;1;0;1;0;0;01/01/2014;0;;;;0;2;;;1;2;;;1;2;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;730000247;730780525;0;1;1;1;0;1;0;0;01/01/2010;0;;0;;0;;0;;1;3;1;3;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;730000262;730002839;0;1;0;1;0;0;0;0;01/06/2014;0;;0;;0;;0;;1;1;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Oncologie en Visioconférence;2
TELEMED;2014;730000304;730780582;0;0;0;1;0;0;0;0;01/10/2014;0;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;740000237;740781133;1;1;0;0;0;0;0;0;01/01/2014;0;;0;;0;;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;740000328;740790381;0;1;1;1;0;0;0;0;01/01/2007;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Oncologie Gynécologie;2;Neurochirurgie, gynécologie, oncologie;2
TELEMED;2014;750000499;750140014;1;0;1;0;0;0;0;0;01/01/1995;1;1;0;;0;;1;3;0;;1;3;1;3;1;3;1;2;0;;1;3;0;;0;;0;;0;;1;3;1;3;1;3;0;;Neurochirurgie;3;;
TELEMED;2014;750000549;750150229;0;0;1;0;0;0;1;0;01/06/2013;1;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;750100018;750712184;1;0;1;0;0;0;0;0;01/09/2012;;;0;;0;;0;;0;;1;3;1;3;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;1;3;0;;;;;
TELEMED;2014;750100042;750712184;1;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;1;3;;;OPH & NEUROCHIR;;;
TELEMED;2014;750100083;750712184;1;0;0;0;1;0;0;0;;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;ORL, Implants cochléaires;;;
TELEMED;2014;750100091;750712184;1;0;1;0;1;0;0;0;;0;;0;;;;0;;;;1;3;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;Maladies infectieuses, rhumatologie;;;
TELEMED;2014;750100109;750712184;1;0;1;0;1;0;0;0;;;;0;;;;1;3;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;pneumologie pédiatrique, ORL;;;
TELEMED;2014;750100125;750712184;1;1;1;0;1;1;0;0;;;;;;;;1;3;;;;;;;1;2;;;;;;;;;;;1;3;;;;;;;1;3;;;;;;
TELEMED;2014;750100166;750712184;1;0;1;1;1;0;0;0;;0;;0;;0;;0;;1;2;1;2;0;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;1;2;1;2;;;;
TELEMED;2014;750100208;750712184;1;0;1;1;1;1;1;0;30/06/1994;1;1;0;;0;;1;;0;;1;3;;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;1;3;;;gyneco obst;3;;
TELEMED;2014;750100232;750712184;0;0;1;0;0;0;0;0;01/01/2008;1;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HEMOSTASE;3;;
TELEMED;2014;750100273;750712184;1;0;1;0;1;0;0;0;;;;1;3;;;0;;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;Urologie;3;;
TELEMED;2014;750801441;750712184;1;1;1;1;1;1;0;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;750803447;750712184;1;0;1;1;1;0;1;0;;0;;;;0;;;;1;1;;;0;;1;3;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;
TELEMED;2014;750803454;750712184;0;0;1;0;0;0;0;0;;;;;;;;1;3;;;1;3;;;;;;;;;;;1;3;;;;;;;;;;;;;;;Hématologie;3;;
TELEMED;2014;760000018;760780023;0;0;0;1;0;1;0;0;;;;0;;0;;0;;0;;0;;1;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;oncologie médicale;
TELEMED;2014;760000158;760780239;1;1;1;1;0;0;0;0;;;;0;;0;;1;3;1;2;1;3;1;3;0;;0;;;;;;1;2;;;0;;0;;1;2;;;;;;;;;;
TELEMED;2014;760000166;760780247;0;1;0;0;0;0;0;0;01/06/2013;0;;0;;;;0;;;;1;2;1;2;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;;;
TELEMED;2014;760000190;760780270;1;0;1;0;0;0;0;0;31/01/2007;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;;;;
TELEMED;2014;760000372;760780742;0;0;0;1;0;0;0;0;01/04/2008;0;;;;0;;;;0;;;3;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;
TELEMED;2014;760805770;760780726;0;0;1;1;1;1;0;0;01/01/2011;0;;0;;0;;0;;1;1;1;3;1;1;1;;1;1;;;;;;;;;1;1;;;1;1;;;;;;;;;;
TELEMED;2014;760921809;760000273;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;ORTHOPEDIE;3;;
TELEMED;2014;770000131;770110013;0;0;0;1;0;0;0;0;01/01/2005;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;770000149;770110021;0;0;1;1;0;1;0;0;;0;;0;;0;;0;;1;3;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Réseau ophtalmologie diabétologie;2
TELEMED;2014;770000156;770110054;0;1;0;1;0;1;0;0;23/05/2014;0;;0;;0;;0;;1;1;0;;0;;0;;0;1;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;770000172;770110070;0;1;0;1;0;1;0;1;01/08/2012;0;;0;;0;;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;urgences;2;urgences;2
TELEMED;2014;780140075;750804114;0;0;0;1;0;0;0;0;24/04/2006;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;cardiatel;1;;
TELEMED;2014;780800256;780110078;0;0;0;1;0;0;0;0;01/01/2006;1;0.2;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;ortho;2;;
TELEMED;2014;800000143;800000028;0;1;0;1;0;1;0;1;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;800000192;800000044;1;0;1;1;1;0;1;0;;0;;;;0;;;;0;;;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;;;;
TELEMED;2014;800000226;800000069;0;0;0;1;0;0;0;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;800000390;800000085;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;800000432;800000093;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;800006124;800000044;1;0;1;0;1;0;1;0;;;;1;2;0;;0;;0;;1;1;1;2;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;
TELEMED;2014;800015729;800015679;0;0;0;1;0;0;0;0;28/12/2013;1;3;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;810000224;810000471;0;0;1;0;1;0;0;0;01/01/2000;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;oncologie medicale;2;;
TELEMED;2014;810000505;810000331;0;0;1;1;0;0;0;0;;0;;0;;0;;1;1;1;1;1;1;1;1;1;1;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;medecine interne;2;medecine interne;2
TELEMED;2014;810000521;810000380;0;0;1;1;0;0;0;0;10/05/2001;0;;0;;0;;0;;1;3;0;;1;2;0;;1;1;;;;;;;;;;;;;;;;;;;;;ONCOLOGIE;3;ONCOLOGIE;3
TELEMED;2014;810000562;810000455;0;1;0;1;0;0;0;0;01/07/2002;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
