BOR;AN;FI;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;REEDU;URG;SMURSAMU;BLOC;IMAG;BIO;EXPLO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;MSOCIAL;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR;HEP_PERINAT
FILTRE;2014;130806417;130006810;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130809015;130001928;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;130809015;130001928;INIT;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130809809;130007156;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;130809809;130007156;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130809981;920000395;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;130809981;920000395;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130810104;130001415;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;130810104;130001415;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130810740;130007362;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;130810740;130007362;INIT;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;1;1;0;0;0;0;0;
FILTRE;2014;130811102;130007487;DECLA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;
FILTRE;2014;130811102;130007487;INIT;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130811680;130029218;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;130811680;130029218;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;130811797;130006562;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;130811797;130006562;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000027;140000035;DECLA;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;
FILTRE;2014;140000027;140000035;INIT;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;;1;1;1;;;;;;;;;;;;;0;1;0;0;0;0;0;0;
FILTRE;2014;140000076;140000084;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000076;140000084;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;;1;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000209;140000100;DECLA;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;
FILTRE;2014;140000209;140000100;INIT;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;;1;1;1;;;;;;;;;;;;;1;1;1;1;1;1;0;1;
FILTRE;2014;140000233;140000118;DECLA;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;
FILTRE;2014;140000233;140000118;INIT;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;;1;1;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140000241;140026279;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000241;140026279;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000258;140000415;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000258;140000415;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;;1;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000290;140000449;DECLA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;140000290;140000449;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140000308;140000134;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000308;140000134;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000324;140026279;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000324;140026279;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000340;140025800;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140000340;140025800;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000373;140000159;DECLA;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;
FILTRE;2014;140000373;140000159;INIT;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;;1;1;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000456;140000316;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140000456;140000316;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140000555;140000639;DECLA;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;
FILTRE;2014;140000555;140000639;INIT;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140002239;140000415;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140002254;140000852;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140002254;140000852;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140002452;140025800;DECLA;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140002452;140025800;INIT;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;;1;0;1;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140002619;750721334;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140002619;750721334;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140004136;140000092;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140004136;140000092;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140004383;140000100;DECLA;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;
FILTRE;2014;140004383;140000100;INIT;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140012196;140000100;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140012196;140000100;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140013830;140000118;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140013830;140000118;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140015975;310021092;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140016106;140000035;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140016106;140000035;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140016155;140027426;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140016155;140027426;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140016759;140003146;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;
FILTRE;2014;140016759;140003146;INIT;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;;1;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140017237;140003278;DECLA;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;
FILTRE;2014;140017237;140003278;INIT;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;;1;0;1;;;;;;;;;;;;;1;1;1;1;0;0;0;1;
FILTRE;2014;140017278;610787285;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140017278;610787285;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140017401;140000092;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140017401;140000092;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140018730;140000423;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;140018730;140000423;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140019175;930019484;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140019175;930019484;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140024886;140000092;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;
FILTRE;2014;140024886;140000092;INIT;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;;1;1;1;;;;;;;;;;;;;0;1;1;0;0;0;0;0;
FILTRE;2014;140025123;310021126;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140025123;310021126;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140025255;310020383;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;140025255;310020383;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140025362;140000092;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140025362;140000092;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140025487;140000092;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140025487;140000092;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140026410;140026279;DECLA;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;
FILTRE;2014;140026410;140026279;INIT;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;;1;1;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140026709;140000415;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;140026709;140000415;INIT;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;140027434;140000852;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140027434;140000852;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140027681;610004939;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140027681;610004939;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;140027731;720020171;DECLA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;140027731;720020171;INIT;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150000024;150780047;DECLA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150000024;150780047;INIT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150000032;150780088;DECLA;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;
FILTRE;2014;150000032;150780088;INIT;1;1;1;0;0;1;1;1;0;0;0;0;1;0;1;;1;1;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;150000040;150780096;DECLA;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;
FILTRE;2014;150000040;150780096;INIT;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;;1;1;1;;;;;;;;;;;;;1;1;1;0;0;0;0;0;
FILTRE;2014;150000149;150780393;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150000149;150780393;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150000164;150780468;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;
FILTRE;2014;150000164;150780468;INIT;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;;1;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150000180;150780500;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;150000180;150780500;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150001758;630000990;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150001758;630000990;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150002608;660006370;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150002608;660006370;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150002921;150780468;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;150002921;150780468;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150780120;150000065;DECLA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;150780120;150000065;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150780708;870015336;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150780708;870015336;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150780732;150000271;DECLA;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;150780732;150000271;INIT;1;1;0;0;1;0;0;1;0;1;1;1;1;0;0;;0;0;1;;;;;;;;;;;;;0;1;1;0;0;0;0;0;
FILTRE;2014;150780773;150780088;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150780773;150780088;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150780823;150780096;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150780823;150780096;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;150782944;150002566;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;150782944;150002566;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000154;160006037;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;160000154;160006037;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000170;160000204;DECLA;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;
FILTRE;2014;160000170;160000204;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;160000188;160000121;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;160000188;160000121;INIT;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000253;160000451;DECLA;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;
FILTRE;2014;160000253;160000451;INIT;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;;1;1;1;;;;;;;;;;;;;1;1;1;0;0;0;0;0;
FILTRE;2014;160000261;160014411;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
FILTRE;2014;160000261;160014411;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000279;160000212;DECLA;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;
FILTRE;2014;160000279;160000212;INIT;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;1;;;;;;;;;;;;;0;0;1;0;0;0;0;0;
FILTRE;2014;160000303;160006037;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;
FILTRE;2014;160000303;160006037;INIT;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;1;1;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000311;160000485;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;
FILTRE;2014;160000311;160000485;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;1;1;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000337;160000493;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;
FILTRE;2014;160000337;160000493;INIT;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;;1;1;1;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
FILTRE;2014;160000345;160000501;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
FILTRE;2014;160000345;160000501;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
