BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2014;030000079;030780100;2100;0.45;;57.38;;57.83;14.32;237.19;29.04;223.25;82.41;4.2;23.63;10.13;624.17;0.35;4.75;5.1;67.97;12.35;767.42
Q24;2014;030000079;030780100;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000079;030780100;2300;;;1;;1;0.44;8.86;;;;;;;9.3;;;;;1;11.3
Q24;2014;030000079;030780100;2400;;;1;;1;1.1;11.22;;18.35;5.82;0.5;;1.94;38.93;;0.5;0.5;;1;41.43
Q24;2014;030000079;030780100;2500;;;1.16;;1.16;0.66;10.92;;24.47;15.57;;;0.14;51.76;0.23;;0.23;;0.39;53.54
Q24;2014;030000079;030780100;9999;4.06;0.37;129.9;;134.33;22.03;288.42;29.21;305.83;131.73;5.54;24.3;13.88;820.94;0.58;9.84;10.42;72.67;212.82;1251.18
Q24;2014;030000087;030780118;1000;5.75;1.92;94.91;;102.58;23.78;11.52;2.58;36.68;32.81;1.92;0.5;0.23;110.02;2;13.08;15.08;1.88;208.73;438.29
Q24;2014;030000087;030780118;2000;0;0;95.27;;95.27;26.44;474;44.76;391.87;131.66;22.83;28.37;28.71;1148.64;14.45;0;14.45;64.23;7.41;1330
Q24;2014;030000087;030780118;2100;0;0;82.1;;82.1;12.71;313.12;44.76;301.39;76.29;14.3;28.37;14.96;805.9;13.7;0;13.7;64.23;5.71;971.64
Q24;2014;030000087;030780118;2200;0;0;8.31;;8.31;6.17;106.85;0;20.43;26.38;7.63;;0.08;167.54;0;0;0;0;0;175.85
Q24;2014;030000087;030780118;2300;0;0;1.56;;1.56;1;4.86;0;3;;0;;0;8.86;0;0;0;0;0;10.42
Q24;2014;030000087;030780118;2400;0;0;2.4;;2.4;3.4;24.32;0;31.7;7.44;0;;13.02;79.88;0;0;0;0;0;82.28
Q24;2014;030000087;030780118;2500;0;0;0.9;;0.9;3.16;24.85;0;35.35;21.55;0.9;;0.65;86.46;0.75;0;0.75;0;1.7;89.81
Q24;2014;030000087;030780118;9999;5.75;1.92;190.18;;197.85;50.22;485.52;47.34;428.55;164.47;24.75;28.87;28.94;1258.66;16.45;13.08;29.53;66.11;216.14;1768.29
Q24;2014;030000095;030780126;1000;;;15.12;;15.12;;;;;4.36;;;;4.36;;;;3;26.8;49.28
Q24;2014;030000095;030780126;2000;;;;;;2;9.44;;14.81;15.39;;;3;44.64;1;1;2;;;46.64
Q24;2014;030000095;030780126;2100;;;;;;1;3.95;;5.94;7.18;;;0.5;18.57;;0.2;0.2;;;18.77
Q24;2014;030000095;030780126;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000095;030780126;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000095;030780126;2400;;;;;;1;5.49;;8.87;8.21;;;2.5;26.07;1;0.8;1.8;;;27.87
Q24;2014;030000095;030780126;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000095;030780126;9999;;;15.12;;15.12;2;9.44;;14.81;19.75;;;3;49;1;1;2;3;26.8;95.92
Q24;2014;030000160;030780282;1000;2;1;32.37;;35.37;;0.6;;0.3;0.25;;;0.06;1.21;;;;;49.28;85.86
Q24;2014;030000160;030780282;2000;;;8.1;;8.1;8;59.54;;47.45;38.57;3.81;;1.04;158.41;4;2;6;7.47;4.87;184.85
Q24;2014;030000160;030780282;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000160;030780282;2200;;;6.1;;6.1;6.7;51.72;;32.67;27.3;3.26;;0.8;122.45;4;1.75;5.75;6.47;;140.77
Q24;2014;030000160;030780282;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000160;030780282;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;030000160;030780282;2500;;;2;;2;1.3;7.82;;14.78;11.27;0.55;;0.24;35.96;;0.25;0.25;1;4.87;44.08
Q24;2014;030000160;030780282;9999;2;1;40.47;;43.47;8;60.14;;47.75;38.82;3.81;;1.1;159.62;4;2;6;7.47;54.15;270.71
Q24;2014;030001689;030005821;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;030001689;030005821;2000;;;1.15;;1.15;;;;;1;;;;1;;;;8.2;;10.35
Q24;2014;030001689;030005821;2100;;;1.15;;1.15;;;;;1;;;;1;;;;8.2;;10.35
Q24;2014;030001689;030005821;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;030001689;030005821;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;030001689;030005821;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;030001689;030005821;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;030001689;030005821;9999;;;1.15;;1.15;;;;;1;;;;1;;;;8.2;;10.35
Q24;2014;030002208;030002158;1000;2.08;;24.27;;26.35;;3.03;;2.65;9.5;0.18;;1.86;17.22;1.86;0.42;2.28;5.33;46.9;98.08
Q24;2014;030002208;030002158;2000;0;;4.12;;4.12;2.7;35.74;;50.07;12.5;2.2;;4.32;107.53;2.75;3.05;5.8;1;6.15;124.6
Q24;2014;030002208;030002158;2100;0;;0.06;;0.06;0.45;6.52;;5.6;2.28;0;;0.15;15;;0.07;0.07;0;;15.13
Q24;2014;030002208;030002158;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;030002208;030002158;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;030002208;030002158;2400;;;4.06;;4.06;2.25;29.22;;44.47;10.22;2.2;;4.17;92.53;2.75;2.98;5.73;1;6.15;109.47
Q24;2014;030002208;030002158;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;030002208;030002158;9999;2.08;;28.39;;30.47;2.7;38.77;;52.72;22;2.38;;6.18;124.75;4.61;3.47;8.08;6.33;53.05;222.68
Q24;2014;030003669;630000990;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;030003669;630000990;2000;;;;;;0.2;9.4;;;;;;;9.6;;;;;;9.6
Q24;2014;030003669;630000990;2100;;;;;;0.2;9.4;;;;;;;9.6;;;;;;9.6
Q24;2014;030003669;630000990;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;030003669;630000990;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;030003669;630000990;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;030003669;630000990;2500;;;;;;;;;;;;;;;;;;;;
