BOR;AN;FI;FI_EJ;EQUIPSSR;EQPL;EQAU
SSR2;2014;290000819;290001023;STICON;;1
SSR2;2014;290000819;290001023;VEHADP;;1
SSR2;2014;290000827;290000546;APTAUT;;1
SSR2;2014;290000827;290000546;ASSMAR;;1
SSR2;2014;290000827;290000546;ASSMEM;;1
SSR2;2014;290000827;290000546;EXPEQU;;1
SSR2;2014;290000827;290000546;EXPURO;;1
SSR2;2014;290000827;290000546;IDRACH;;1
SSR2;2014;290000827;290000546;ISOCIN;;1
SSR2;2014;290000827;290000546;LABMAR;;1
SSR2;2014;290000827;290000546;PISCIN;;1
SSR2;2014;290000827;290000546;SALINT;;1
SSR2;2014;290000827;290000546;SIMESP;;1
SSR2;2014;290000827;290000546;STICON;;1
SSR2;2014;290000827;290000546;VEHADP;;1
SSR2;2014;290000934;290000306;APTAUT;;1
SSR2;2014;290000934;290000306;ASSMAR;;1
SSR2;2014;290000934;290000306;ASSMEM;;1
SSR2;2014;290000934;290000306;EXPEQU;;1
SSR2;2014;290000934;290000306;EXPURO;;1
SSR2;2014;290000934;290000306;IDRACH;;1
SSR2;2014;290000934;290000306;ISOCIN;;1
SSR2;2014;290000934;290000306;LABMAR;;1
SSR2;2014;290000934;290000306;PISCIN;;1
SSR2;2014;290000934;290000306;SALINT;;1
SSR2;2014;290000934;290000306;SIMESP;;1
SSR2;2014;290000934;290000306;STICON;;1
SSR2;2014;290000934;290000306;VEHADP;;1
SSR2;2014;290000975;290000546;APTAUT;;1
SSR2;2014;290000975;290000546;ASSMAR;;1
SSR2;2014;290000975;290000546;ASSMEM;;1
SSR2;2014;290000975;290000546;EXPEQU;;1
SSR2;2014;290000975;290000546;EXPURO;1;
SSR2;2014;290000975;290000546;IDRACH;;1
SSR2;2014;290000975;290000546;ISOCIN;1;
SSR2;2014;290000975;290000546;LABMAR;;1
SSR2;2014;290000975;290000546;PISCIN;1;
SSR2;2014;290000975;290000546;SALINT;;1
SSR2;2014;290000975;290000546;SIMESP;1;
SSR2;2014;290000975;290000546;STICON;;1
SSR2;2014;290000975;290000546;VEHADP;;1
SSR2;2014;290000983;290000546;APTAUT;;1
SSR2;2014;290000983;290000546;ASSMAR;;1
SSR2;2014;290000983;290000546;ASSMEM;;1
SSR2;2014;290000983;290000546;EXPEQU;;1
SSR2;2014;290000983;290000546;EXPURO;;1
SSR2;2014;290000983;290000546;IDRACH;;1
SSR2;2014;290000983;290000546;ISOCIN;;1
SSR2;2014;290000983;290000546;LABMAR;;1
SSR2;2014;290000983;290000546;PISCIN;;1
SSR2;2014;290000983;290000546;SALINT;;1
SSR2;2014;290000983;290000546;SIMESP;;1
SSR2;2014;290000983;290000546;STICON;;1
SSR2;2014;290000983;290000546;VEHADP;;1
SSR2;2014;290003953;750043994;APTAUT;1;
SSR2;2014;290003953;750043994;EXPEQU;1;
SSR2;2014;290003953;750043994;ISOCIN;1;
SSR2;2014;290003953;750043994;LABMAR;1;
SSR2;2014;290003953;750043994;PISCIN;1;
SSR2;2014;290004365;290000017;ASSMEM;;1
SSR2;2014;290004365;290000017;EXPEQU;;1
SSR2;2014;290004365;290000017;EXPURO;;1
SSR2;2014;290004365;290000017;ISOCIN;;1
SSR2;2014;290004365;290000017;LABMAR;;1
SSR2;2014;290004365;290000017;PISCIN;;1
SSR2;2014;290005826;290020700;APTAUT;1;
SSR2;2014;290005826;290020700;EXPEQU;1;
SSR2;2014;290005826;290020700;EXPURO;1;
SSR2;2014;290005826;290020700;ISOCIN;;1
SSR2;2014;290005826;290020700;LABMAR;;1
SSR2;2014;290005826;290020700;PISCIN;1;
SSR2;2014;290005826;290020700;STICON;;1
SSR2;2014;290034610;290000306;APTAUT;;1
SSR2;2014;290034610;290000306;ASSMAR;;1
SSR2;2014;290034610;290000306;ASSMEM;;1
SSR2;2014;290034610;290000306;EXPEQU;;1
SSR2;2014;290034610;290000306;EXPURO;;1
SSR2;2014;290034610;290000306;IDRACH;;1
SSR2;2014;290034610;290000306;ISOCIN;;1
SSR2;2014;290034610;290000306;LABMAR;;1
SSR2;2014;290034610;290000306;PISCIN;;1
SSR2;2014;290034610;290000306;SALINT;;1
SSR2;2014;290034610;290000306;SIMESP;;1
SSR2;2014;290034610;290000306;STICON;;1
SSR2;2014;290034610;290000306;VEHADP;;1
SSR2;2014;2A0000030;2A0000048;APTAUT;1;
SSR2;2014;2A0000030;2A0000048;EXPEQU;1;
SSR2;2014;2A0000030;2A0000048;EXPURO;;1
SSR2;2014;2A0000030;2A0000048;ISOCIN;1;
SSR2;2014;2A0000030;2A0000048;LABMAR;;1
SSR2;2014;2A0000030;2A0000048;PISCIN;1;
SSR2;2014;2A0000030;2A0000048;SIMESP;1;
SSR2;2014;2A0000030;2A0000048;STICON;;1
SSR2;2014;2A0000261;2A0000279;ISOCIN;1;
SSR2;2014;2A0002051;2A0000303;EXPURO;;1
SSR2;2014;2A0002051;2A0000303;ISOCIN;1;
SSR2;2014;2A0002051;2A0000303;PISCIN;1;
SSR2;2014;2B0000012;2B0000020;APTAUT;;1
SSR2;2014;2B0000012;2B0000020;ASSMAR;;1
SSR2;2014;2B0000012;2B0000020;ASSMEM;;1
SSR2;2014;2B0000012;2B0000020;EXPEQU;1;
SSR2;2014;2B0000012;2B0000020;EXPURO;;1
SSR2;2014;2B0000012;2B0000020;IDRACH;;1
SSR2;2014;2B0000012;2B0000020;ISOCIN;1;
SSR2;2014;2B0000012;2B0000020;LABMAR;;1
SSR2;2014;2B0000012;2B0000020;PISCIN;1;
SSR2;2014;2B0000012;2B0000020;SALINT;;1
SSR2;2014;2B0000012;2B0000020;SIMESP;1;
SSR2;2014;2B0000012;2B0000020;STICON;;1
SSR2;2014;2B0000012;2B0000020;VEHADP;;1
SSR2;2014;300000023;300780046;EXPEQU;1;
SSR2;2014;300000023;300780046;EXPURO;1;
SSR2;2014;300000056;300780079;EXPEQU;1;
SSR2;2014;300000056;300780079;PISCIN;1;
SSR2;2014;300000064;300780087;PISCIN;1;
SSR2;2014;300002169;780020715;SIMESP;1;
SSR2;2014;300014040;300014024;PISCIN;1;
SSR2;2014;300780285;300000726;ISOCIN;;1
SSR2;2014;300780285;300000726;LABMAR;;1
SSR2;2014;300780285;300000726;PISCIN;1;
SSR2;2014;300780285;300000726;SIMESP;1;
SSR2;2014;300780491;340016963;PISCIN;1;
SSR2;2014;300782117;300780038;APTAUT;1;
SSR2;2014;300782117;300780038;ASSMAR;;1
SSR2;2014;300782117;300780038;ASSMEM;;1
SSR2;2014;300782117;300780038;EXPEQU;1;
SSR2;2014;300782117;300780038;EXPURO;1;
SSR2;2014;300782117;300780038;IDRACH;1;
SSR2;2014;300782117;300780038;ISOCIN;1;
SSR2;2014;300782117;300780038;LABMAR;1;
SSR2;2014;300782117;300780038;PISCIN;1;
SSR2;2014;300782117;300780038;SALINT;;1
SSR2;2014;300782117;300780038;SIMESP;1;
SSR2;2014;300782117;300780038;STICON;;1
SSR2;2014;300782141;300780038;APTAUT;1;
SSR2;2014;300782141;300780038;ASSMAR;1;
SSR2;2014;300782141;300780038;ASSMEM;1;
SSR2;2014;300782141;300780038;EXPEQU;1;
SSR2;2014;300782141;300780038;EXPURO;;1
SSR2;2014;300782141;300780038;IDRACH;;1
SSR2;2014;300782141;300780038;ISOCIN;1;
SSR2;2014;300782141;300780038;LABMAR;1;
SSR2;2014;300782141;300780038;PISCIN;1;
SSR2;2014;300782141;300780038;SALINT;1;
SSR2;2014;300782141;300780038;SIMESP;1;
SSR2;2014;300782141;300780038;STICON;1;
SSR2;2014;310013628;310786256;APTAUT;;1
SSR2;2014;310013628;310786256;ASSMAR;;1
SSR2;2014;310013628;310786256;ASSMEM;;1
SSR2;2014;310013628;310786256;EXPEQU;;1
SSR2;2014;310013628;310786256;EXPURO;;1
SSR2;2014;310013628;310786256;IDRACH;;1
SSR2;2014;310013628;310786256;ISOCIN;;1
SSR2;2014;310013628;310786256;LABMAR;;1
SSR2;2014;310013628;310786256;PISCIN;;1
SSR2;2014;310013628;310786256;SALINT;;1
SSR2;2014;310013628;310786256;SIMESP;;1
SSR2;2014;310013628;310786256;STICON;;1
SSR2;2014;310013628;310786256;VEHADP;;1
SSR2;2014;310014329;310781562;SIMESP;1;
SSR2;2014;310020938;920000395;PISCIN;1;
SSR2;2014;310021571;310021563;EXPEQU;;1
SSR2;2014;310021571;310021563;ISOCIN;;1
SSR2;2014;310021571;310021563;LABMAR;;1
SSR2;2014;310021571;310021563;PISCIN;;1
SSR2;2014;310022298;310781406;EXPEQU;1;
SSR2;2014;310022298;310781406;IDRACH;1;
SSR2;2014;310022298;310781406;SALINT;1;
SSR2;2014;310022298;310781406;SIMESP;1;
SSR2;2014;310780234;310000591;APTAUT;;1
SSR2;2014;310780234;310000591;ASSMAR;;1
SSR2;2014;310780234;310000591;ASSMEM;;1
SSR2;2014;310780234;310000591;EXPEQU;;1
SSR2;2014;310780234;310000591;EXPURO;;1
SSR2;2014;310780234;310000591;IDRACH;;1
SSR2;2014;310780234;310000591;ISOCIN;1;
SSR2;2014;310780234;310000591;LABMAR;;1
SSR2;2014;310780234;310000591;PISCIN;1;
SSR2;2014;310780234;310000591;SALINT;;1
SSR2;2014;310780234;310000591;SIMESP;;1
SSR2;2014;310780234;310000591;STICON;;1
SSR2;2014;310780234;310000591;VEHADP;;1
SSR2;2014;310780374;310000161;SIMESP;1;
SSR2;2014;310781125;310000419;PISCIN;1;
SSR2;2014;310781422;310781562;PISCIN;1;
SSR2;2014;310781422;310781562;SIMESP;1;
SSR2;2014;310781984;310014378;APTAUT;;1
SSR2;2014;310781984;310014378;ASSMAR;;1
SSR2;2014;310781984;310014378;ASSMEM;;1
SSR2;2014;310781984;310014378;EXPEQU;;1
SSR2;2014;310781984;310014378;EXPURO;1;
SSR2;2014;310781984;310014378;ISOCIN;1;
SSR2;2014;310781984;310014378;LABMAR;;1
SSR2;2014;310781984;310014378;PISCIN;1;
SSR2;2014;310781984;310014378;SALINT;1;
SSR2;2014;310781984;310014378;SIMESP;1;
SSR2;2014;310781984;310014378;STICON;;1
SSR2;2014;310781984;310014378;VEHADP;1;
SSR2;2014;310782339;310781406;APTAUT;;1
SSR2;2014;310782339;310781406;EXPEQU;1;
SSR2;2014;310782339;310781406;EXPURO;;1
SSR2;2014;310782339;310781406;ISOCIN;;1
SSR2;2014;310782339;310781406;LABMAR;;1
SSR2;2014;310782339;310781406;PISCIN;1;
SSR2;2014;310783055;310781406;ASSMEM;1;
SSR2;2014;310783055;310781406;EXPEQU;1;
SSR2;2014;310783055;310781406;EXPURO;1;
SSR2;2014;310783055;310781406;ISOCIN;1;
SSR2;2014;310783055;310781406;LABMAR;1;
SSR2;2014;310783055;310781406;SALINT;1;
SSR2;2014;310783055;310781406;SIMESP;1;
SSR2;2014;310784558;310180013;EXPURO;;1
SSR2;2014;310784558;310180013;LABMAR;;1
SSR2;2014;310784558;310180013;PISCIN;1;
SSR2;2014;310784558;310180013;SIMESP;1;
SSR2;2014;310784830;310788880;ISOCIN;1;
SSR2;2014;310784830;310788880;LABMAR;1;
SSR2;2014;310784830;310788880;PISCIN;1;
SSR2;2014;310784830;310788880;SIMESP;1;
SSR2;2014;310786389;310001433;PISCIN;1;
SSR2;2014;310786389;310001433;SIMESP;1;
SSR2;2014;310787304;310781406;EXPEQU;1;
SSR2;2014;310790472;310790464;PISCIN;1;
SSR2;2014;310792635;310002191;PISCIN;;1
SSR2;2014;310793617;310000039;EXPURO;1;
SSR2;2014;310793617;310000039;PISCIN;1;
SSR2;2014;310793617;310000039;SALINT;1;
SSR2;2014;320000086;320780117;ASSMAR;;1
SSR2;2014;320000086;320780117;ASSMEM;;1
SSR2;2014;320000086;320780117;EXPEQU;;1
SSR2;2014;320000086;320780117;EXPURO;;1
SSR2;2014;320000086;320780117;IDRACH;;1
SSR2;2014;320000086;320780117;ISOCIN;1;
SSR2;2014;320000086;320780117;LABMAR;;1
SSR2;2014;320000086;320780117;PISCIN;1;
SSR2;2014;320000086;320780117;SALINT;;1
SSR2;2014;320000086;320780117;SIMESP;;1
SSR2;2014;320000086;320780117;STICON;;1
SSR2;2014;320000086;320780117;VEHADP;;1
SSR2;2014;320000102;320780133;APTAUT;;1
SSR2;2014;320000102;320780133;ASSMAR;;1
SSR2;2014;320000102;320780133;ASSMEM;;1
SSR2;2014;320000102;320780133;EXPEQU;;1
SSR2;2014;320000102;320780133;EXPURO;;1
SSR2;2014;320000102;320780133;IDRACH;;1
SSR2;2014;320000102;320780133;ISOCIN;;1
SSR2;2014;320000102;320780133;LABMAR;;1
SSR2;2014;320000102;320780133;PISCIN;;1
SSR2;2014;320000102;320780133;SALINT;;1
SSR2;2014;320000102;320780133;SIMESP;;1
SSR2;2014;320000102;320780133;STICON;;1
SSR2;2014;320000102;320780133;VEHADP;;1
SSR2;2014;320000144;320780174;APTAUT;;1
SSR2;2014;320000144;320780174;ASSMAR;;1
SSR2;2014;320000144;320780174;ASSMEM;;1
SSR2;2014;320000144;320780174;EXPEQU;;1
SSR2;2014;320000144;320780174;EXPURO;;1
SSR2;2014;320000144;320780174;IDRACH;;1
SSR2;2014;320000144;320780174;ISOCIN;;1
SSR2;2014;320000144;320780174;LABMAR;;1
SSR2;2014;320000144;320780174;PISCIN;;1
SSR2;2014;320000144;320780174;SALINT;;1
SSR2;2014;320000144;320780174;SIMESP;;1
SSR2;2014;320000144;320780174;STICON;;1
SSR2;2014;320000144;320780174;VEHADP;;1
SSR2;2014;320780323;750810590;EXPURO;;1
SSR2;2014;320780323;750810590;LABMAR;;1
SSR2;2014;320780323;750810590;PISCIN;1;
SSR2;2014;320780323;750810590;SALINT;1;
SSR2;2014;320780323;750810590;SIMESP;1;
SSR2;2014;320784333;320000565;APTAUT;1;
SSR2;2014;320784333;320000565;EXPEQU;1;
SSR2;2014;320784333;320000565;EXPURO;1;
SSR2;2014;320784333;320000565;ISOCIN;1;
SSR2;2014;320784333;320000565;LABMAR;;1
SSR2;2014;320784333;320000565;PISCIN;1;
SSR2;2014;320784333;320000565;SIMESP;1;
SSR2;2014;330000555;330781204;ASSMEM;;1
SSR2;2014;330000555;330781204;EXPEQU;;1
SSR2;2014;330000555;330781204;EXPURO;;1
SSR2;2014;330000555;330781204;IDRACH;;1
SSR2;2014;330000555;330781204;LABMAR;;1
SSR2;2014;330000555;330781204;PISCIN;1;
SSR2;2014;330000555;330781204;SALINT;1;
SSR2;2014;330000605;330781253;ASSMAR;1;
SSR2;2014;330000605;330781253;EXPEQU;1;
SSR2;2014;330000605;330781253;EXPURO;1;
SSR2;2014;330000605;330781253;LABMAR;1;
SSR2;2014;330000605;330781253;PISCIN;1;
SSR2;2014;330000605;330781253;SIMESP;1;
SSR2;2014;330000613;330781261;APTAUT;;1
SSR2;2014;330000613;330781261;ASSMAR;;1
SSR2;2014;330000613;330781261;ASSMEM;;1
SSR2;2014;330000613;330781261;EXPEQU;;1
SSR2;2014;330000613;330781261;EXPURO;;1
SSR2;2014;330000613;330781261;IDRACH;;1
SSR2;2014;330000613;330781261;ISOCIN;1;
SSR2;2014;330000613;330781261;LABMAR;;1
SSR2;2014;330000613;330781261;PISCIN;;1
SSR2;2014;330000613;330781261;SALINT;;1
SSR2;2014;330000613;330781261;SIMESP;;1
SSR2;2014;330000613;330781261;STICON;;1
SSR2;2014;330000613;330781261;VEHADP;;1
SSR2;2014;330780370;750034589;APTAUT;;1
SSR2;2014;330780370;750034589;ASSMAR;;1
SSR2;2014;330780370;750034589;ASSMEM;;1
SSR2;2014;330780370;750034589;EXPEQU;;1
SSR2;2014;330780370;750034589;EXPURO;;1
SSR2;2014;330780370;750034589;IDRACH;;1
SSR2;2014;330780370;750034589;ISOCIN;;1
SSR2;2014;330780370;750034589;LABMAR;;1
SSR2;2014;330780370;750034589;PISCIN;1;
SSR2;2014;330780370;750034589;SALINT;;1
SSR2;2014;330780370;750034589;SIMESP;1;
SSR2;2014;330780370;750034589;STICON;;1
SSR2;2014;330780370;750034589;VEHADP;;1
SSR2;2014;330780495;330796392;APTAUT;;1
SSR2;2014;330780495;330796392;ASSMAR;;1
SSR2;2014;330780495;330796392;ASSMEM;;1
SSR2;2014;330780495;330796392;EXPEQU;;1
SSR2;2014;330780495;330796392;EXPURO;;1
SSR2;2014;330780495;330796392;IDRACH;;1
SSR2;2014;330780495;330796392;ISOCIN;;1
SSR2;2014;330780495;330796392;LABMAR;;1
SSR2;2014;330780495;330796392;PISCIN;;1
SSR2;2014;330780495;330796392;SALINT;;1
SSR2;2014;330780495;330796392;SIMESP;;1
SSR2;2014;330780495;330796392;STICON;;1
SSR2;2014;330780495;330796392;VEHADP;;1
SSR2;2014;330780529;330796392;APTAUT;;1
SSR2;2014;330780529;330796392;ASSMAR;;1
SSR2;2014;330780529;330796392;ASSMEM;;1
SSR2;2014;330780529;330796392;EXPEQU;;1
SSR2;2014;330780529;330796392;EXPURO;;1
SSR2;2014;330780529;330796392;IDRACH;;1
SSR2;2014;330780529;330796392;ISOCIN;;1
SSR2;2014;330780529;330796392;LABMAR;;1
SSR2;2014;330780529;330796392;PISCIN;;1
SSR2;2014;330780529;330796392;SALINT;;1
SSR2;2014;330780529;330796392;SIMESP;;1
SSR2;2014;330780529;330796392;STICON;;1
SSR2;2014;330780529;330796392;VEHADP;;1
SSR2;2014;330781121;930019484;APTAUT;1;
SSR2;2014;330781121;930019484;PISCIN;1;
SSR2;2014;330781121;930019484;SIMESP;1;
SSR2;2014;330781139;330056540;APTAUT;1;
SSR2;2014;330781139;330056540;EXPEQU;1;
SSR2;2014;330781139;330056540;EXPURO;1;
SSR2;2014;330781139;330056540;ISOCIN;1;
SSR2;2014;330781139;330056540;PISCIN;1;
SSR2;2014;330781139;330056540;SALINT;1;
SSR2;2014;330781139;330056540;SIMESP;1;
SSR2;2014;330781139;330056540;VEHADP;1;
SSR2;2014;330781303;750821092;ISOCIN;1;
SSR2;2014;330781303;750821092;PISCIN;1;
SSR2;2014;330781337;330781196;EXPEQU;1;
SSR2;2014;330781337;330781196;LABMAR;1;
SSR2;2014;330781337;330781196;PISCIN;1;
SSR2;2014;330781337;330781196;SALINT;1;
SSR2;2014;330781337;330781196;SIMESP;1;
SSR2;2014;330781360;330781196;ASSMEM;1;
SSR2;2014;330781360;330781196;EXPEQU;1;
SSR2;2014;330781360;330781196;EXPURO;1;
SSR2;2014;330781360;330781196;ISOCIN;1;
SSR2;2014;330781360;330781196;LABMAR;1;
SSR2;2014;330781360;330781196;PISCIN;1;
SSR2;2014;330781360;330781196;VEHADP;1;
SSR2;2014;330781402;330000670;EXPEQU;1;
SSR2;2014;330781402;330000670;SALINT;1;
SSR2;2014;340000025;340780048;IDRACH;1;
SSR2;2014;340000025;340780048;LABMAR;1;
SSR2;2014;340000025;340780048;PISCIN;1;
SSR2;2014;340000025;340780048;SIMESP;1;
SSR2;2014;340000439;340780881;EXPEQU;1;
SSR2;2014;340000439;340780881;ISOCIN;1;
SSR2;2014;340000439;340780881;LABMAR;1;
SSR2;2014;340000439;340780881;PISCIN;1;
SSR2;2014;340001064;340013028;APTAUT;1;
SSR2;2014;340001064;340013028;EXPEQU;1;
SSR2;2014;340001064;340013028;EXPURO;1;
SSR2;2014;340001064;340013028;PISCIN;1;
SSR2;2014;340001064;340013028;VEHADP;1;
SSR2;2014;340008275;340780477;SIMESP;1;
SSR2;2014;340008275;340780477;VEHADP;1;
SSR2;2014;340009018;340008978;EXPURO;;1
SSR2;2014;340009018;340008978;IDRACH;;1
SSR2;2014;340009018;340008978;PISCIN;;1
SSR2;2014;340009018;340008978;SALINT;;1
SSR2;2014;340009018;340008978;SIMESP;;1
SSR2;2014;340019090;340019082;APTAUT;1;
SSR2;2014;340019090;340019082;EXPEQU;1;
SSR2;2014;340019090;340019082;EXPURO;;1
SSR2;2014;340019090;340019082;ISOCIN;;1
SSR2;2014;340019090;340019082;LABMAR;1;
SSR2;2014;340019090;340019082;PISCIN;1;
SSR2;2014;340780196;340798123;EXPEQU;1;
SSR2;2014;340780196;340798123;LABMAR;1;
SSR2;2014;340780196;340798123;PISCIN;1;
SSR2;2014;340780212;340796069;EXPEQU;1;
SSR2;2014;340780212;340796069;IDRACH;1;
SSR2;2014;340780212;340796069;ISOCIN;;1
SSR2;2014;340780212;340796069;LABMAR;1;
SSR2;2014;340780212;340796069;PISCIN;1;
SSR2;2014;340780212;340796069;SALINT;1;
SSR2;2014;340780212;340796069;SIMESP;1;
SSR2;2014;340780220;340796358;APTAUT;1;
SSR2;2014;340780220;340796358;EXPEQU;1;
SSR2;2014;340780220;340796358;EXPURO;;1
SSR2;2014;340780220;340796358;ISOCIN;1;
SSR2;2014;340780220;340796358;LABMAR;1;
SSR2;2014;340780220;340796358;PISCIN;1;
SSR2;2014;340780220;340796358;SIMESP;1;
SSR2;2014;340780568;340000256;LABMAR;1;
SSR2;2014;340780857;340000421;LABMAR;1;
SSR2;2014;340780857;340000421;PISCIN;1;
SSR2;2014;340781608;340015171;APTAUT;1;
SSR2;2014;340781608;340015171;EXPURO;;1
SSR2;2014;340781608;340015171;SALINT;;1
SSR2;2014;340782002;340000629;APTAUT;;1
SSR2;2014;340782002;340000629;ASSMAR;;1
SSR2;2014;340782002;340000629;ASSMEM;;1
SSR2;2014;340782002;340000629;EXPEQU;;1
SSR2;2014;340782002;340000629;EXPURO;;1
SSR2;2014;340782002;340000629;IDRACH;;1
SSR2;2014;340782002;340000629;ISOCIN;;1
SSR2;2014;340782002;340000629;LABMAR;;1
SSR2;2014;340782002;340000629;PISCIN;;1
SSR2;2014;340782002;340000629;SALINT;;1
SSR2;2014;340782002;340000629;SIMESP;;1
SSR2;2014;340782002;340000629;STICON;;1
SSR2;2014;340782002;340000629;VEHADP;1;
SSR2;2014;340782481;340780477;VEHADP;1;
SSR2;2014;340785161;340780477;ASSMAR;1;
SSR2;2014;340785161;340780477;EXPEQU;1;
SSR2;2014;340785161;340780477;EXPURO;1;
SSR2;2014;340785161;340780477;ISOCIN;1;
SSR2;2014;340785161;340780477;LABMAR;1;
SSR2;2014;340785161;340780477;PISCIN;1;
SSR2;2014;340785161;340780477;SALINT;1;
SSR2;2014;340789981;340001866;APTAUT;1;
SSR2;2014;340789981;340001866;EXPEQU;1;
SSR2;2014;340789981;340001866;LABMAR;;1
SSR2;2014;340789981;340001866;PISCIN;1;
SSR2;2014;340789981;340001866;SIMESP;1;
SSR2;2014;340796093;340796069;EXPEQU;1;
SSR2;2014;340796093;340796069;ISOCIN;1;
SSR2;2014;340796093;340796069;LABMAR;1;
SSR2;2014;340796093;340796069;PISCIN;1;
SSR2;2014;350000014;350005179;APTAUT;1;
SSR2;2014;350000014;350005179;ASSMAR;1;
SSR2;2014;350000014;350005179;ASSMEM;;1
SSR2;2014;350000014;350005179;EXPEQU;1;
SSR2;2014;350000014;350005179;EXPURO;1;
SSR2;2014;350000014;350005179;IDRACH;1;
SSR2;2014;350000014;350005179;ISOCIN;1;
SSR2;2014;350000014;350005179;LABMAR;;1
SSR2;2014;350000014;350005179;PISCIN;1;
SSR2;2014;350000014;350005179;SALINT;1;
SSR2;2014;350000014;350005179;SIMESP;1;
SSR2;2014;350000014;350005179;STICON;;1
SSR2;2014;350000014;350005179;VEHADP;;1
SSR2;2014;350000071;750000218;PISCIN;;1
SSR2;2014;350000147;350000022;ASSMEM;1;
SSR2;2014;350000147;350000022;EXPEQU;1;
SSR2;2014;350000147;350000022;LABMAR;1;
SSR2;2014;350000147;350000022;PISCIN;1;
SSR2;2014;350000147;350000022;STICON;;1
SSR2;2014;350000154;350000030;PISCIN;1;
SSR2;2014;350000162;350000048;PISCIN;1;
SSR2;2014;350000162;350000048;STICON;1;
SSR2;2014;350000436;350002317;APTAUT;;1
SSR2;2014;350000436;350002317;ASSMAR;;1
SSR2;2014;350000436;350002317;ASSMEM;;1
SSR2;2014;350000436;350002317;EXPEQU;;1
SSR2;2014;350000436;350002317;EXPURO;;1
SSR2;2014;350000436;350002317;IDRACH;;1
SSR2;2014;350000436;350002317;ISOCIN;;1
SSR2;2014;350000436;350002317;LABMAR;;1
SSR2;2014;350000436;350002317;PISCIN;1;
SSR2;2014;350000436;350002317;SALINT;;1
SSR2;2014;350000436;350002317;SIMESP;;1
SSR2;2014;350000436;350002317;STICON;;1
SSR2;2014;350000436;350002317;VEHADP;;1
SSR2;2014;350000444;350048518;PISCIN;1;
SSR2;2014;350000451;350002333;APTAUT;;1
SSR2;2014;350000451;350002333;ASSMAR;;1
SSR2;2014;350000451;350002333;ASSMEM;;1
SSR2;2014;350000451;350002333;EXPEQU;;1
SSR2;2014;350000451;350002333;EXPURO;1;
SSR2;2014;350000451;350002333;IDRACH;;1
SSR2;2014;350000451;350002333;ISOCIN;;1
SSR2;2014;350000451;350002333;LABMAR;;1
SSR2;2014;350000451;350002333;PISCIN;;1
SSR2;2014;350000451;350002333;SALINT;;1
SSR2;2014;350000451;350002333;SIMESP;;1
SSR2;2014;350000451;350002333;STICON;;1
SSR2;2014;350000451;350002333;VEHADP;;1
SSR2;2014;350000741;350005179;ASSMAR;1;
SSR2;2014;350000741;350005179;ASSMEM;1;
SSR2;2014;350000741;350005179;EXPEQU;1;
SSR2;2014;350000741;350005179;EXPURO;1;
SSR2;2014;350000741;350005179;ISOCIN;1;
SSR2;2014;350000741;350005179;LABMAR;1;
SSR2;2014;350000741;350005179;PISCIN;1;
SSR2;2014;350000741;350005179;SIMESP;1;
SSR2;2014;350000741;350005179;STICON;;1
SSR2;2014;350002234;750720575;APTAUT;1;
SSR2;2014;350002234;750720575;EXPEQU;1;
SSR2;2014;350002234;750720575;LABMAR;1;
SSR2;2014;350002234;750720575;PISCIN;1;
SSR2;2014;350002234;750720575;STICON;1;
SSR2;2014;350002564;350046199;APTAUT;1;
SSR2;2014;350002564;350046199;ASSMAR;1;
SSR2;2014;350002564;350046199;ASSMEM;1;
SSR2;2014;350002564;350046199;EXPEQU;1;
SSR2;2014;350002564;350046199;EXPURO;1;
SSR2;2014;350002564;350046199;ISOCIN;1;
SSR2;2014;350002564;350046199;LABMAR;1;
SSR2;2014;350002564;350046199;PISCIN;1;
SSR2;2014;350002564;350046199;SIMESP;1;
SSR2;2014;350002564;350046199;STICON;;1
SSR2;2014;350002564;350046199;VEHADP;;1
SSR2;2014;350005021;440042844;ASSMAR;1;
SSR2;2014;350005021;440042844;EXPEQU;1;
SSR2;2014;350005021;440042844;PISCIN;1;
SSR2;2014;350005021;440042844;SIMESP;1;
SSR2;2014;350005021;440042844;VEHADP;1;
SSR2;2014;350005278;350023586;PISCIN;1;
SSR2;2014;350007084;350005179;ASSMAR;1;
SSR2;2014;350007084;350005179;ASSMEM;1;
SSR2;2014;350007084;350005179;EXPEQU;1;
SSR2;2014;350007084;350005179;EXPURO;1;
SSR2;2014;350007084;350005179;ISOCIN;1;
SSR2;2014;350007084;350005179;LABMAR;1;
SSR2;2014;350007084;350005179;PISCIN;1;
SSR2;2014;350007084;350005179;SIMESP;1;
SSR2;2014;350007084;350005179;STICON;;1
SSR2;2014;350008579;350039673;EXPEQU;1;
SSR2;2014;350008579;350039673;IDRACH;1;
SSR2;2014;350008579;350039673;LABMAR;1;
SSR2;2014;350008579;350039673;PISCIN;;1
SSR2;2014;350008579;350039673;SIMESP;1;
SSR2;2014;360000038;360000046;EXPEQU;1;
SSR2;2014;360000038;360000046;EXPURO;1;
SSR2;2014;360000038;360000046;ISOCIN;1;
SSR2;2014;360000038;360000046;PISCIN;1;
SSR2;2014;360000038;360000046;SIMESP;1;
SSR2;2014;360003149;360000053;APTAUT;;1
SSR2;2014;360003149;360000053;ASSMAR;;1
SSR2;2014;360003149;360000053;ASSMEM;;1
SSR2;2014;360003149;360000053;EXPEQU;1;
