BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2014;280000662;280500075;;;1;;;;1;;;;;;0;0;0;0;1;0;0;0;0;0;;2;1
INFOMED;2014;280001678;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2014;280003898;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2014;280003948;450011150;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2014;280502998;280000589;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;2.52;0.3
INFOMED;2014;280504267;280000134;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;5;0.7
INFOMED;2014;280505777;280001199;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2.5;0.5
INFOMED;2014;280506015;280001264;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;1;0;;0.3;0.15
INFOMED;2014;290000025;290020700;;;1;;;1;1;;;;;;0;0;0;0;0;1;0;0;1;0;;9.1;1.47
INFOMED;2014;290000033;290021542;1;;;;;;1;;;1;;;0;0;0;0;0;;0;0;1;0;;3.08;1.4
INFOMED;2014;290000058;290000017;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;9;0
INFOMED;2014;290000140;290000447;;;1;;;1;;;;;;;0;0;0;0;0;1;1;0;1;1;;2;
INFOMED;2014;290000165;290030592;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;290000173;290000041;;;1;;;;;;1;1;;;0;0;0;1;1;1;1;1;1;0;;2;1
INFOMED;2014;290000181;290000074;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;2.7;0.41
INFOMED;2014;290000207;290000520;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;0.33
INFOMED;2014;290000215;290029974;;1;;;;;;;;;;;0;0;0;;0;1;1;0;1;1;;2;0.3
INFOMED;2014;290000256;290000017;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;1.4;0
INFOMED;2014;290000272;290000090;;;1;;;;;;1;;;;0;0;0;1;1;0;0;0;0;1;;0.5;0
INFOMED;2014;290000363;750043994;;;;;;;;;;;1;;0;0;0;0;0;1;0;0;0;0;;0.2;0.15
INFOMED;2014;290000371;750043994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.1;0.2
INFOMED;2014;290000389;290000116;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;290000389;0;0
INFOMED;2014;290000413;290009752;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.38;0.06
INFOMED;2014;290000686;440042844;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;;
INFOMED;2014;290000728;750821092;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;3.69;1
INFOMED;2014;290000744;290001007;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.5;
INFOMED;2014;290000785;220020739;;1;;;;;;;1;;;1;0;0;0;0;0;0;;;0;0;;2;0.6
INFOMED;2014;290000850;330031089;;;1;;;;;;;;;;1;1;1;1;1;0;;;1;0;;0.1;0.1
INFOMED;2014;290000918;290000298;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.86;1
INFOMED;2014;290000934;290000306;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;1;0;0;;1.5;0.4
INFOMED;2014;290000975;290000546;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.97;0.5
INFOMED;2014;290001015;290000751;;;1;;;;;;1;;;;0;0;0;0;1;1;1;1;;0;;0.3;0
INFOMED;2014;290002344;440042844;;;;;;;;;1;;;;0;0;0;0;0;0;;;;0;;0.5;0.25
INFOMED;2014;290004142;290022508;;1;;;;;;;;;;;0;0;0;1;1;1;1;0;0;0;;1.5;0
INFOMED;2014;290004324;290000017;;1;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;28.8;3
INFOMED;2014;290004340;290000017;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2014;290004365;290000017;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0;0
INFOMED;2014;290019777;290022508;;1;;;;;;;;;;;0;0;0;1;1;1;1;0;0;0;;3.5;0
INFOMED;2014;290023431;290001049;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;1;0;;3.8;0.1
INFOMED;2014;2A0000022;2A0000014;1;;;;;;1;;;;;;0;0;0;0;1;0;;;0;0;;6.17;1
INFOMED;2014;2A0000097;2A0000063;1;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;0;;;
INFOMED;2014;2A0000139;2A0000063;;;1;;;;;;;;;;1;1;1;1;1;1;1;1;1;0;;2;1
INFOMED;2014;2A0000154;2A0000204;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;3;0.5
INFOMED;2014;2A0000261;2A0000279;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0;0.11
INFOMED;2014;2A0000287;2A0000386;;1;;;;;;1;;;1;;0;0;0;0;0;1;1;1;0;0;;3;0.33
INFOMED;2014;2A0002051;2A0000303;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.25
INFOMED;2014;2B0000012;2B0000020;;1;;;1;;;1;;;1;;0;0;0;0;0;0;0;0;0;0;;1.37;1.05
INFOMED;2014;2B0000038;2B0004246;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;0;1;2B0000012;2;0.15
INFOMED;2014;2B0000079;2B0000046;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2014;2B0000145;2B0000053;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;3;1
INFOMED;2014;2B0000392;2B0000129;;;1;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;;2;0.15
INFOMED;2014;2B0003016;2B0003990;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2014;2B0003289;2B0003198;;;;;;1;;;;;;;0;0;0;0;0;1;0;1;0;0;;;0.2
INFOMED;2014;2B0003917;2B0003891;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;2B0004113;2B0000467;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2014;2B0005359;2B0005342;;1;;;;;;;;;1;;0;0;0;1;1;0;0;0;0;1;200200020;0.5;0.2
INFOMED;2014;300000023;300780046;;1;;;;;1;;;1;;;0;0;0;0;0;0;;;0;1;300780038;5.05;0.4
INFOMED;2014;300000031;300780053;;;1;;;1;;;;;;;0;0;0;0;0;1;1;0;0;0;;3;1
INFOMED;2014;300000049;130028228;;;;;;;;;;;;;;;;;;;;;;1;300780038;0.8;0.2
INFOMED;2014;300000056;300780079;;;1;;;;;;1;;;;1;1;1;1;1;1;1;0;0;1;840000483;;
INFOMED;2014;300000080;300780103;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;0;0;;2.35;0.5
INFOMED;2014;300000296;300000296;;;;;;;;;;;1;;1;0;0;0;1;0;0;0;0;0;;0.1;
INFOMED;2014;300000478;300781010;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.35
INFOMED;2014;300002169;780020715;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;1;0;;0;0
INFOMED;2014;300002508;300000213;;1;;;;;;;;;;;0;0;0;1;1;0;;;;0;;0.03;0.04
INFOMED;2014;300007119;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.03
INFOMED;2014;300007168;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;;0;;0.01;0.01
INFOMED;2014;300008588;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.1;0.02
INFOMED;2014;300008638;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.03;0.01
INFOMED;2014;300013778;300013760;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0.05
INFOMED;2014;300014040;300014024;;;;;;;;;1;;;;0;0;0;1;0;0;0;0;0;1;340780667;0.45;0.1
INFOMED;2014;300780137;920028396;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;2.95;0.25
INFOMED;2014;300780152;300000114;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;3.39;0.5
INFOMED;2014;300780228;300000155;;;1;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;;0.45;0.1
INFOMED;2014;300780285;300000726;1;;;;;;1;;;;;;0;0;1;1;1;1;1;0;;0;;0.5;0.2
INFOMED;2014;300780442;300000254;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.4;0.2
INFOMED;2014;300780475;340015171;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.1
INFOMED;2014;300780764;300000429;;;;;;;;;;1;;;0;0;1;1;1;0;;;0;1;;0;0
INFOMED;2014;300781465;300000726;;1;;;;;;;;;;;1;0;0;1;1;1;1;0;1;0;;1.85;0.2
INFOMED;2014;300782117;300780038;1;;;1;;;1;;;1;;;0;0;0;0;0;0;0;0;0;1;300000023;14.27;3.8
INFOMED;2014;300786274;300786266;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0.1
INFOMED;2014;300787421;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.03
INFOMED;2014;300788502;300788486;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;3.7;0.5
INFOMED;2014;310000310;310780671;;1;;1;;;1;;;;;;0;0;0;0;0;1;1;0;1;;;3;0.8
INFOMED;2014;310000336;310780713;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;0;;;
INFOMED;2014;310000369;310780754;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;3.55;1
INFOMED;2014;310013628;310786256;;;1;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;310781406;0.2;0.1
INFOMED;2014;310020938;920000395;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;310021571;310021563;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;1;0;;2;0.05
INFOMED;2014;310780085;310000021;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;310780135;1;0.25
INFOMED;2014;310780101;310000039;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;4.07;0.5
INFOMED;2014;310780119;310000047;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;;0;;0.4;0.4
INFOMED;2014;310780135;310000054;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4.5;0.5
INFOMED;2014;310780150;310788799;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;3.18;0.3
INFOMED;2014;310780234;310000591;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0.4;0.13
INFOMED;2014;310780259;310000096;;;1;;;1;;;;;;;0;0;0;0;0;1;0;1;0;0;;5.34;1
INFOMED;2014;310780283;310000112;1;;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;12;0.8
INFOMED;2014;310780309;310000120;;;1;;;;;;;;;;0;0;0;0;;1;1;0;1;1;;2;0.4
INFOMED;2014;310780366;310000153;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.33
INFOMED;2014;310780374;310000161;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.1
INFOMED;2014;310780382;310000179;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;;;4.9;0.8
INFOMED;2014;310780390;310000187;;;;;;;;;;;;1;1;0;0;0;0;1;1;0;0;1;310780309;0.4;0.05
INFOMED;2014;310780481;340015171;;;;;;;;1;;;;;0;0;0;0;0;1;0;;0;0;;0.25;0.05
INFOMED;2014;310781000;310788880;;;1;;;;;;;;;1;0;0;0;0;0;1;1;0;1;0;;6.54;0.8
INFOMED;2014;310781067;310788898;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;1.07;0.5
INFOMED;2014;310781125;310000419;;;;;;;;;1;;;;0;0;0;1;1;1;1;1;1;0;;0.1;0.15
INFOMED;2014;310781133;310000427;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;0;;0.2;0.1
INFOMED;2014;310781174;310000450;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.15;0.1
INFOMED;2014;310781422;310781562;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.5;0.5
INFOMED;2014;310781505;310000492;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.4
INFOMED;2014;310781521;310000500;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;1;0;;0.5;0.1
INFOMED;2014;310781695;750043994;1;0;0;;;;1;0;0;;;;0;0;0;0;0;1;1;0;0;0;;0.75;0.25
INFOMED;2014;310781984;310014378;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.15
INFOMED;2014;310782016;310000617;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.5;0.5
INFOMED;2014;310782347;310789136;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;5.8;0.8
INFOMED;2014;310782396;920000395;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.15
INFOMED;2014;310782446;310782446;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;1;0;;0.49;0.41
INFOMED;2014;310783048;310781406;;1;;1;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;310786256;19.1;6.5
INFOMED;2014;310783097;750005068;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;0.02;
INFOMED;2014;310784558;310180013;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;1;1;310780671;1;0.25
INFOMED;2014;310784830;310788880;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1;0.22
INFOMED;2014;310786389;310001433;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.4
INFOMED;2014;310786702;750043713;;;;;;;1;;;;;;0;0;0;1;1;1;0;1;1;0;;0.05;0.05
INFOMED;2014;310787965;310788898;;;;;;;;;;;;;0;0;0;0;;;;1;;0;;;
INFOMED;2014;310790472;310790464;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;;0;;1;0.25
INFOMED;2014;310792635;310002191;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;310780283;1;0.2
INFOMED;2014;310792874;310788997;;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;0;;0.2;0.05
INFOMED;2014;320000086;320780117;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;3.6;1.8
INFOMED;2014;320000094;320780125;;;;;;1;;;;;;1;0;0;0;0;0;0;0;0;0;0;;2;0.5
INFOMED;2014;320000102;320780133;;1;;;;;;1;;;;;1;1;1;1;1;1;0;0;1;0;;0.25;0.1
INFOMED;2014;320000110;320004310;;1;;;;;;1;;;;;0;0;1;1;1;1;0;1;0;1;460000045;0.3;0.8
INFOMED;2014;320000144;320780174;;;1;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.3;0.2
INFOMED;2014;320000151;320780182;;;1;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;320004310;0.1;0.1
INFOMED;2014;320000185;320780216;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;1;460780083;0.1;0.12
INFOMED;2014;320780067;320000052;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.2
INFOMED;2014;320780109;320000078;;;;;;;;;;;;1;0;0;0;0;0;;;;;;;;
INFOMED;2014;320780323;750810590;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.07
INFOMED;2014;320784333;320000565;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;1;0;;2;0.38
INFOMED;2014;330000332;330780545;;1;;;1;;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.7;0.8
INFOMED;2014;330000340;330780552;;1;;1;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;2.5;1
INFOMED;2014;330000431;330000431;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;1;330000779;0;0.3
INFOMED;2014;330000555;330781204;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;2.8;1
INFOMED;2014;330000571;330781220;;;1;;;;;1;;;;;1;0;1;1;0;0;;;1;1;330781253;3;0.2
INFOMED;2014;330000589;330027509;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1.75;1
INFOMED;2014;330000605;330781253;1;;;;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;;8.64;2
INFOMED;2014;330000613;330781261;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.23
INFOMED;2014;330000621;330781279;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;1;330027509;0.1;0.1
INFOMED;2014;330000639;330781287;;;;;;;;;;1;;;0;0;0;0;0;0;;;0;0;;2;0.5
INFOMED;2014;330000647;330781295;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;0;0;;3;0.5
INFOMED;2014;330000662;330781329;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;11.06;1.2
INFOMED;2014;330025958;330025859;;;;;;1;;;;;;;0;0;0;0;0;1;0;0;0;0;;2;0.5
INFOMED;2014;330057654;310024732;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.2;0.3
INFOMED;2014;330780040;330000027;;;1;;;;;;;;;;0;;0;0;0;1;1;;0;0;;3;0.11
INFOMED;2014;330780081;330000043;;;1;;;;;;1;;;1;0;0;0;;0;0;0;0;0;0;;3.5;0.6
INFOMED;2014;330780115;330000076;;;1;;;;;;;;;;0;0;0;0;1;1;1;0;1;0;;2.5;0.2
INFOMED;2014;330780206;330000126;;;1;;;;;;1;;;;0;0;1;1;1;1;1;0;0;0;;2;0.1
INFOMED;2014;330780255;330010059;;;1;;;;;;;;;;1;0;1;1;1;1;0;1;0;0;;0.5;0.2
INFOMED;2014;330780263;330000134;;;1;;;;;;1;;;;0;0;1;1;1;0;;;0;0;;3;0.4
INFOMED;2014;330780271;330021429;;;1;;;;;;;;;;0;0;1;1;1;0;;;0;0;;1;
INFOMED;2014;330780297;330000175;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;3
INFOMED;2014;330780321;330000209;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;1;0;;0.3;0.02
INFOMED;2014;330780354;330000225;;;1;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;;1;0.1
INFOMED;2014;330780453;330000308;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;330780503;5;1
INFOMED;2014;330780479;330000274;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;;0;;6.6;0.8
INFOMED;2014;330780487;330000282;;;1;;;;;;;;;;0;0;1;1;1;1;1;0;0;0;;1;0.1
INFOMED;2014;330780495;330796392;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;1;330780529;2;
INFOMED;2014;330780503;330000308;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;5;0.7
INFOMED;2014;330780511;330000316;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.25
INFOMED;2014;330780529;330796392;;1;;;;;;1;;;;;0;0;0;0;0;0;;;1;0;;2.81;0.8
INFOMED;2014;330780537;330000324;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2.5;1
INFOMED;2014;330780560;330781386;;;;;;;;;1;;;;0;0;0;1;0;1;1;1;0;0;;0;0.2
INFOMED;2014;330780719;310020383;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.11
INFOMED;2014;330780750;330056540;;;;;;;1;;;;;;0;0;1;1;1;1;0;0;0;0;;0.25;0.07
INFOMED;2014;330781139;330056540;1;;;;;;1;;;1;;;0;0;1;1;1;0;0;0;0;1;330056540;0.08;
INFOMED;2014;330781188;330056540;;;;;;;;;;1;;;0;0;1;1;1;0;0;0;0;1;330056540;0.05;
INFOMED;2014;330781303;750821092;;1;;;;;1;;;;;1;0;0;0;0;0;1;0;0;1;0;;4;1
INFOMED;2014;330781352;330781196;1;;;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;4.19;1.51
INFOMED;2014;330781360;330781196;1;;;;;;1;;;1;;;0;0;0;0;0;1;0;1;0;0;;16.46;5.96
INFOMED;2014;330781402;330000670;;;1;;;;;;1;;;;0;0;0;;1;1;1;0;1;0;;1.5;0.2
INFOMED;2014;330782582;330000928;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4;0.3
INFOMED;2014;330783614;330785072;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;330000779;0;0.1
INFOMED;2014;330783648;330781196;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;;;9.28;3.36
INFOMED;2014;330785064;330785064;;;;;;;;;;1;;;;;;;;;;;;;;;
INFOMED;2014;330802778;310020383;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.6;0.2
INFOMED;2014;330804501;330781212;1;;;;;;1;;;;;;;;;;;;;;;1;330027509;1;0.05
INFOMED;2014;340000025;340780048;;1;;;;;1;;;;;;0;0;1;1;1;1;1;1;0;0;;0.5;0.2
INFOMED;2014;340000033;340780055;1;;;1;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;3.8;2
INFOMED;2014;340000173;340780451;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;340780535;;
INFOMED;2014;340000181;340780469;;;;;;;;;1;;;;0;0;1;1;0;1;0;1;0;1;340780220;0.5;0.07
INFOMED;2014;340000207;340780493;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;4.1;1
INFOMED;2014;340000215;340780519;;;1;;;;;;1;;;;1;1;1;1;1;0;0;0;0;1;340780535;0.4;0.2
INFOMED;2014;340000223;340011295;;1;;;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;5.6;0.9
INFOMED;2014;340000231;340780535;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.2;0.2
INFOMED;2014;340000249;340780543;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;1;340780535;0.5;0.2
INFOMED;2014;340000439;340780881;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;1;;0.5;0.21
INFOMED;2014;340001064;340013028;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;1;;1;0.84
INFOMED;2014;340008176;340780469;;;;;;;;;1;;;;0;0;1;1;0;1;0;1;0;1;340780220;0.5;0.07
INFOMED;2014;340009018;340008978;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.3
INFOMED;2014;340009885;340009877;;;1;;;;;;;;;;0;;;;;1;1;1;1;0;;3;0.1
INFOMED;2014;340010149;340010099;;;;;;;;;;;1;;0;0;0;0;0;0;;;0;0;;;0.3
INFOMED;2014;340013119;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.04;0.01
INFOMED;2014;340013168;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;;0;0;;0.15;0.03
INFOMED;2014;340013218;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.02;0.01
INFOMED;2014;340013259;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.01;0.01
INFOMED;2014;340013309;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.02;0.01
INFOMED;2014;340013358;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.01;0.01
INFOMED;2014;340013408;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.01;0.01
INFOMED;2014;340013499;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.02;0.01
INFOMED;2014;340015502;340000512;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;4;0.7
INFOMED;2014;340015965;340000074;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;1
INFOMED;2014;340015999;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.18;0.02
INFOMED;2014;340016005;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.01;0.01
INFOMED;2014;340016476;340016468;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;;0.18
INFOMED;2014;340017086;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.01;0.01
INFOMED;2014;340017490;340000413;;1;;;;;;;;;;;0;0;1;1;1;1;1;0;0;1;340780667;0.01;0.01
INFOMED;2014;340020221;340000264;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0.21;0.04
INFOMED;2014;340780139;340000090;;;1;;;;;;;;;;1;0;1;1;1;1;1;1;1;0;;2;0.1
INFOMED;2014;340780147;340000108;;;1;;;;;;;;;;0;0;;0;1;0;0;0;0;0;;2;0.25
INFOMED;2014;340780154;340000116;;;1;;;1;;;;;;;0;0;0;0;1;0;;;0;0;;2.5;0.2
INFOMED;2014;340780196;340798123;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.25;0.25
INFOMED;2014;340780204;340015171;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.01;
INFOMED;2014;340780212;340796069;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;1;0;;0.5;0.52
INFOMED;2014;340780220;340796358;;;;;;;;;1;;;;0;0;0;0;0;0;;;1;1;340000181;0.65;0.5
INFOMED;2014;340780436;340011295;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;340000223;0;0.05
INFOMED;2014;340780444;340009893;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;1;340780535;0.2;0.2
INFOMED;2014;340780568;340000256;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.1
INFOMED;2014;340780634;340000272;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4.1;0.5
INFOMED;2014;340780642;340785856;;1;;;;;;;;;;;0;0;0;0;0;1;0;1;0;0;;3;1
INFOMED;2014;340780667;340000280;;;1;;;;;;;;;;0;0;0;0;1;1;1;1;1;0;;5.5;1.5
INFOMED;2014;340780675;340000298;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;1;340780675;4.3;0.3
INFOMED;2014;340780683;340000306;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;3;0.5
INFOMED;2014;340780717;340008150;;1;;;;;;;;;;;1;1;1;1;1;0;;;;0;;2;
INFOMED;2014;340780741;340000348;;;1;;;;;;;;;;0;0;0;1;1;0;;;0;0;;2;0.45
INFOMED;2014;340780758;340000355;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;1;;0.4;0.05
INFOMED;2014;340780790;340000389;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;340780816;340008291;;;;;;;1;;;;;;0;0;1;1;1;0;;;0;0;;0.45;
