BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2014;210011847;210011839;NAUT;8;;8.3;;0
BLOCS_P;2014;210780110;210000022;M100H;11;3;12.5;0;1
BLOCS_P;2014;210780110;210000022;M1030;5;3;6.5;0;1
BLOCS_P;2014;210780110;210000022;M200H;23;17;31.5;0;1
BLOCS_P;2014;210780110;210000022;N2200;13;4;15.25;0;0
BLOCS_P;2014;210780110;210000022;N2320;;1;0.5;0;0
BLOCS_P;2014;210780110;210000022;N2510;5;;5.23;0;0
BLOCS_P;2014;210780110;210000022;N4160;1;1;1.5;0;0
BLOCS_P;2014;210780110;210000022;NAUT;8;;8;0;0
BLOCS_P;2014;210780136;210000030;M100H;2;16;11;0;1
BLOCS_P;2014;210780136;210000030;M1030;6;;6;0;1
BLOCS_P;2014;210780136;210000030;M200H;;26;12;0;1
BLOCS_P;2014;210780136;210000030;N2200;10;2;11.01;0;1
BLOCS_P;2014;210780136;210000030;N2310;1;4;3;0;0
BLOCS_P;2014;210780136;210000030;N2510;2;;2;0;0
BLOCS_P;2014;210780136;210000030;N4160;1;;1;0;0
BLOCS_P;2014;210780136;210000030;NAUT;2;;2;0;0
BLOCS_P;2014;210780789;210003208;M100H;7;2;8;0;1
BLOCS_P;2014;210780789;210003208;M1030;5;;5;0;1
BLOCS_P;2014;210780789;210003208;M200H;5;10;10;0;1
BLOCS_P;2014;210780789;210003208;N2200;13;4;15.81;0;1
BLOCS_P;2014;210780789;210003208;N2310;4;;4;0;1
BLOCS_P;2014;210780789;210003208;N2510;6;;6;0;0
BLOCS_P;2014;210780789;210003208;N4160;1;;1;0;1
BLOCS_P;2014;210780789;210003208;NAUT;13;1;13.5;0;0
BLOCS_P;2014;210780979;210000295;M100H;26;;26;0;1
BLOCS_P;2014;210780979;210000295;M1030;5;;5;0;1
BLOCS_P;2014;210780979;210000295;M200H;18;;18;1;1
BLOCS_P;2014;210780979;210000295;N2200;9;11;15.59;0;1
BLOCS_P;2014;210780979;210000295;N2320;;;;0;1
BLOCS_P;2014;210780979;210000295;N2510;5;;5;0;1
BLOCS_P;2014;210780979;210000295;N4130;1;;1;0;0
BLOCS_P;2014;210780979;210000295;N4160;1;;1;0;0
BLOCS_P;2014;210780979;210000295;NAUT;3;;3;0;0
BLOCS_P;2014;210987558;210780581;M100H;;;;1;0
BLOCS_P;2014;210987558;210780581;M1030;47;5;34.4;1;0
BLOCS_P;2014;210987558;210780581;M200H;66;;17.67;1;1
BLOCS_P;2014;210987558;210780581;N2200;70;15;68.59;0;1
BLOCS_P;2014;210987558;210780581;N2310;55;12;54;0;1
BLOCS_P;2014;210987558;210780581;N2320;23;7;29.95;0;1
BLOCS_P;2014;210987558;210780581;N2510;19;2;17.7;0;0
BLOCS_P;2014;210987558;210780581;N4160;8;;6.3;0;0
BLOCS_P;2014;210987558;210780581;NAUT;46;3;42;0;0
BLOCS_P;2014;210987657;210780714;M100H;;2;1.05;0;1
BLOCS_P;2014;210987657;210780714;M1030;2;;2;1;0
BLOCS_P;2014;210987657;210780714;M200H;1;;0.2;0;1
BLOCS_P;2014;210987657;210780714;N2200;19;;18.01;0;1
BLOCS_P;2014;210987657;210780714;N2310;12;;11.09;1;0
BLOCS_P;2014;210987657;210780714;N2320;3;;3;0;1
BLOCS_P;2014;210987657;210780714;N2510;2;;2;0;0
BLOCS_P;2014;210987657;210780714;NAUT;8;;6.91;0;0
BLOCS_P;2014;210987699;210780706;M100H;1;0;0.1;0;1
BLOCS_P;2014;210987699;210780706;M1030;4;1;4.02;1;0
BLOCS_P;2014;210987699;210780706;M200H;6;1;1.87;0;1
BLOCS_P;2014;210987699;210780706;N2200;9;1;8.65;1;0
BLOCS_P;2014;210987699;210780706;N2310;7;1;7.2;1;0
BLOCS_P;2014;210987699;210780706;N2320;2;1;3.08;1;0
BLOCS_P;2014;210987699;210780706;N2510;1;0;0.49;0;0
BLOCS_P;2014;210987699;210780706;NAUT;8;0;4.34;0;0
BLOCS_P;2014;210987731;210780417;M1030;4;2;5.6;;1
BLOCS_P;2014;210987731;210780417;M200H;5;3;5.9;;1
BLOCS_P;2014;210987731;210780417;N2200;13;1;13.41;;1
BLOCS_P;2014;210987731;210780417;N2310;7;2;7.7;;1
BLOCS_P;2014;210987731;210780417;N2320;;2;1.2;;1
BLOCS_P;2014;210987731;210780417;N2510;1;;1;;0
BLOCS_P;2014;210987731;210780417;N4160;3;;3;;1
BLOCS_P;2014;210987731;210780417;NAUT;8;2;9.4;;0
BLOCS_P;2014;220000012;220000020;M100H;;;;0;1
BLOCS_P;2014;220000012;220000020;M1030;13;8;19.68;1;0
BLOCS_P;2014;220000012;220000020;M200H;20;8;25.16;0;1
BLOCS_P;2014;220000012;220000020;N2200;13;2;10.63;0;0
BLOCS_P;2014;220000012;220000020;N2310;22;15;30.11;1;1
BLOCS_P;2014;220000012;220000020;N2320;18;19;29.63;1;1
BLOCS_P;2014;220000012;220000020;N2510;24;8;27.18;0;0
BLOCS_P;2014;220000012;220000020;NAUT;7;;8.87;0;0
BLOCS_P;2014;220000095;220000046;M100H;8;4;0.66;0;1
BLOCS_P;2014;220000095;220000046;M1030;3;;2.5;1;0
BLOCS_P;2014;220000095;220000046;N2200;13;2;15.49;;
BLOCS_P;2014;220000095;220000046;N2310;3;1;3.59;;
BLOCS_P;2014;220000095;220000046;N2320;1;1;1.97;;
BLOCS_P;2014;220000095;220000046;N2510;10;4;11.88;;
BLOCS_P;2014;220000095;220000046;NAUT;3;0;3.12;;
BLOCS_P;2014;220000111;220000376;M100H;;;;0;1
BLOCS_P;2014;220000111;220000376;M1030;2;2;3.2;0;1
BLOCS_P;2014;220000111;220000376;M200H;11;4;12;0;1
BLOCS_P;2014;220000111;220000376;N2200;12;2;13;0;1
BLOCS_P;2014;220000111;220000376;N2310;1;2;2;0;0
BLOCS_P;2014;220000111;220000376;N2320;1;0;1;0;1
BLOCS_P;2014;220000111;220000376;N2510;2;0;2;0;1
BLOCS_P;2014;220000111;220000376;N4130;2;1;2.2;0;0
BLOCS_P;2014;220000111;220000376;N4160;1;1;1.5;0;0
BLOCS_P;2014;220000111;220000376;NAUT;2;1;2.5;0;0
BLOCS_P;2014;220000285;220000673;M1030;13;;13;0;0
BLOCS_P;2014;220000285;220000673;M200H;28;;28;0;0
BLOCS_P;2014;220000285;220000673;N2200;13;6;17.47;;
BLOCS_P;2014;220000285;220000673;N2310;1;1;1.8;;1
BLOCS_P;2014;220000285;220000673;N2320;4;;4;;1
BLOCS_P;2014;220000285;220000673;N2510;5;;5;;0
BLOCS_P;2014;220000285;220000673;NAUT;6;1;6.8;;0
BLOCS_P;2014;220000301;220000673;M100H;11;;11;;
BLOCS_P;2014;220000301;220000673;M1030;13;;14;;
BLOCS_P;2014;220000301;220000673;M200H;20;;21;;
BLOCS_P;2014;220000301;220000673;N2200;20;5;23.7;;
BLOCS_P;2014;220000301;220000673;N2310;4;2;5.6;;
BLOCS_P;2014;220000301;220000673;N2510;1;1;1.8;;
BLOCS_P;2014;220000301;220000673;N4160;1;;1;;
BLOCS_P;2014;220000301;220000673;NAUT;12;1;12.8;;
BLOCS_P;2014;220000343;220000079;M100H;2;2;2.5;0;1
BLOCS_P;2014;220000343;220000079;M1030;3;2;4;0;1
BLOCS_P;2014;220000343;220000079;M200H;10;10;3.7;0;1
BLOCS_P;2014;220000343;220000079;N2200;9;6;13.8;0;1
BLOCS_P;2014;220000343;220000079;N2310;12;1;12.6;1;0
BLOCS_P;2014;220000343;220000079;N2320;6;1;6.8;0;1
BLOCS_P;2014;220000343;220000079;N2510;6;2;7.6;0;0
BLOCS_P;2014;220000343;220000079;N4160;1;;1;0;0
BLOCS_P;2014;220000343;220000079;NAUT;1;;1;0;0
BLOCS_P;2014;220000368;220000103;M100H;4;2;0.28;0;1
BLOCS_P;2014;220000368;220000103;M1030;6;;2.59;1;0
BLOCS_P;2014;220000368;220000103;M200H;5;0;1.7;0;1
BLOCS_P;2014;220000368;220000103;N2200;10;3;11.64;0;0
BLOCS_P;2014;220000368;220000103;N2310;10;2;11.4;1;0
BLOCS_P;2014;220000368;220000103;N2320;9;2;10.41;1;0
BLOCS_P;2014;220000368;220000103;N2510;13;3;13.43;0;0
BLOCS_P;2014;220000368;220000103;NAUT;14;23;16.11;0;0
BLOCS_P;2014;220000541;220000152;M100H;;1;0.2;0;0
BLOCS_P;2014;220000541;220000152;M1030;;;0.44;0;0
BLOCS_P;2014;220000541;220000152;N2200;2;1;1.7;0;0
BLOCS_P;2014;220000541;220000152;N2510;2;;0.43;0;0
BLOCS_P;2014;220000541;220000152;N4160;1;;0.23;0;0
BLOCS_P;2014;220000541;220000152;NAUT;;;0.09;0;0
BLOCS_P;2014;220005599;220017842;M1030;6;;;0;0
BLOCS_P;2014;220005599;220017842;M200H;18;;;0;0
BLOCS_P;2014;220005599;220017842;N2200;12;8;18.1;0;1
BLOCS_P;2014;220005599;220017842;N2310;2;;2;0;0
BLOCS_P;2014;220005599;220017842;N2320;0;;;0;1
BLOCS_P;2014;220005599;220017842;N2510;1;;1;0;1
BLOCS_P;2014;220005599;220017842;N4160;1;;1;0;0
BLOCS_P;2014;230000820;230780041;M100H;3;;0.5;0;0
BLOCS_P;2014;230000820;230780041;M1030;3;3;3.95;1;0
BLOCS_P;2014;230000820;230780041;M200H;9;2;2.23;0;1
BLOCS_P;2014;230000820;230780041;N2200;10;;9.07;;
BLOCS_P;2014;230000820;230780041;N2310;4;2;5.67;;
BLOCS_P;2014;230000820;230780041;N2320;4;;4;;
BLOCS_P;2014;230000820;230780041;N2510;;;0.26;;
BLOCS_P;2014;230000820;230780041;NAUT;3;;3.62;;
BLOCS_P;2014;230004657;230780058;M1030;;1;0.8;0;0
BLOCS_P;2014;230004657;230780058;M200H;1;1;1.2;0;0
BLOCS_P;2014;230004657;230780058;N2200;4;;3.67;0;0
BLOCS_P;2014;230004657;230780058;N2510;2;;1.67;0;0
BLOCS_P;2014;230004657;230780058;N4160;;1;0.25;0;0
BLOCS_P;2014;230004657;230780058;NAUT;3;;3;0;0
BLOCS_P;2014;230780082;750005068;N2200;;2;0.99;0;0
BLOCS_P;2014;230780157;230000861;M100H;1;7;1.7;;
BLOCS_P;2014;230780157;230000861;M1030;2;;2;;
BLOCS_P;2014;230780157;230000861;M200H;3;;3;;
BLOCS_P;2014;230780157;230000861;N2200;6;;6;;
BLOCS_P;2014;230780157;230000861;N2310;1;;1;;
BLOCS_P;2014;230780157;230000861;N2320;1;;0.9;;
BLOCS_P;2014;230780157;230000861;N2510;2;;2;;
BLOCS_P;2014;240000190;240000596;M1030;6;;6;0;1
BLOCS_P;2014;240000190;240000596;M200H;16;3;18;0;1
BLOCS_P;2014;240000190;240000596;N2200;27;;23.7;0;1
BLOCS_P;2014;240000190;240000596;N2310;4;;4;0;
BLOCS_P;2014;240000190;240000596;N2510;4;;3.6;0;
BLOCS_P;2014;240000190;240000596;N4160;2;;2;0;
BLOCS_P;2014;240000190;240000596;NAUT;18;;17;0;
BLOCS_P;2014;240000208;240000612;M1030;3;;3;0;1
BLOCS_P;2014;240000208;240000612;M200H;20;;20;;1
BLOCS_P;2014;240000208;240000612;N2320;10;6;13.61;;1
BLOCS_P;2014;240000208;240000612;N2510;4;1;4.68;;
BLOCS_P;2014;240000208;240000612;N4160;1;;1;;
BLOCS_P;2014;240000216;240000620;M1030;3;;3;1;1
BLOCS_P;2014;240000216;240000620;M200H;;19;19;1;1
BLOCS_P;2014;240000216;240000620;N2200;6;3;6.96;0;0
BLOCS_P;2014;240000216;240000620;N2310;2;;2;0;0
BLOCS_P;2014;240000216;240000620;N2320;1;;1;0;0
BLOCS_P;2014;240000216;240000620;NAUT;9;3;11.81;0;0
BLOCS_P;2014;240000372;240000059;M1030;3;;3.3;1;1
BLOCS_P;2014;240000372;240000059;N2200;9;1;9.3;;
BLOCS_P;2014;240000372;240000059;N2310;7;2;7.9;0;1
BLOCS_P;2014;240000372;240000059;N2320;4;;3.73;0;1
BLOCS_P;2014;240000372;240000059;N2510;2;2;3.26;0;0
BLOCS_P;2014;240000372;240000059;N4160;1;;1;0;0
BLOCS_P;2014;240000372;240000059;NAUT;2;2;2.66;0;0
BLOCS_P;2014;240000489;240000117;M1030;4;4;7.89;1;1
BLOCS_P;2014;240000489;240000117;M200H;14;1;4.43;0;1
BLOCS_P;2014;240000489;240000117;N2200;32;6;34.41;0;0
BLOCS_P;2014;240000489;240000117;N2310;25;1;24.55;0;1
BLOCS_P;2014;240000489;240000117;N2320;11;0;11;0;1
BLOCS_P;2014;240000489;240000117;N2510;37;2;38.88;0;0
BLOCS_P;2014;240000489;240000117;N4130;1;0;1;0;1
BLOCS_P;2014;240000489;240000117;N4160;2;0;2;0;0
BLOCS_P;2014;240000489;240000117;NAUT;31;0;25.93;0;0
BLOCS_P;2014;240000687;240000448;M100H;;1;0.15;0;0
BLOCS_P;2014;240000687;240000448;M1030;;9;0.49;0;1
BLOCS_P;2014;240000687;240000448;M200H;3;1;2.5;0;1
BLOCS_P;2014;240000687;240000448;N2200;2;1;2.36;0;1
BLOCS_P;2014;240000687;240000448;N2310;4;;4;1;
BLOCS_P;2014;240000687;240000448;N2320;6;1;5.43;0;1
BLOCS_P;2014;240000687;240000448;N2510;3;1;3.21;0;0
BLOCS_P;2014;240000687;240000448;NAUT;;5;1.4;0;0
BLOCS_P;2014;250000114;900000365;N2200;18;5;22.02;;
BLOCS_P;2014;250000114;900000365;N2310;16;9;18.55;;
BLOCS_P;2014;250000114;900000365;N2320;15;2;17.45;;
BLOCS_P;2014;250000114;900000365;N2510;12;1;11.23;;
BLOCS_P;2014;250000114;900000365;NAUT;5;3;8.7;;
BLOCS_P;2014;250000270;250000643;N2200;19;11;25.33;;
BLOCS_P;2014;250000270;250000643;N2320;1;2;3.59;;
BLOCS_P;2014;250000270;250000643;N2510;14;3;16.35;;
BLOCS_P;2014;250000270;250000643;NAUT;6;;6.21;;
BLOCS_P;2014;250000700;250000452;M100H;1;;1;;1
BLOCS_P;2014;250000700;250000452;M1030;5;3;5.94;1;
BLOCS_P;2014;250000700;250000452;M200H;6;3;7.85;;1
BLOCS_P;2014;250000700;250000452;N2200;11;8;17.82;0;1
BLOCS_P;2014;250000700;250000452;N2310;6;7;10.51;1;
BLOCS_P;2014;250000700;250000452;N2320;4;1;5.23;1;
BLOCS_P;2014;250000700;250000452;N2510;3;4;6.36;0;0
BLOCS_P;2014;250000700;250000452;N4160;1;;1;0;0
BLOCS_P;2014;250000700;250000452;NAUT;4;2;4.45;0;0
BLOCS_P;2014;250006954;250000015;M100H;;10;0.15;1;1
BLOCS_P;2014;250006954;250000015;M1030;23;16;30.8;1;1
BLOCS_P;2014;250006954;250000015;M200H;;136;29.2;1;1
BLOCS_P;2014;250006954;250000015;N2200;42;30;71.9;0;
BLOCS_P;2014;250006954;250000015;N2310;36;33;54.17;1;
BLOCS_P;2014;250006954;250000015;N2320;30;14;36.48;1;
BLOCS_P;2014;250006954;250000015;N2510;49;16;63.97;;
BLOCS_P;2014;250006954;250000015;N4160;8;1;7.39;;
BLOCS_P;2014;250006954;250000015;NAUT;19;7;19.48;;
BLOCS_P;2014;250011723;250017126;M100H;32;;32;0;0
BLOCS_P;2014;250011723;250017126;M1030;5;;5;0;1
BLOCS_P;2014;250011723;250017126;M200H;3;;3;0;1
BLOCS_P;2014;250011723;250017126;N2200;14;4;16.65;0;0
BLOCS_P;2014;250011723;250017126;N2310;1;;1;0;0
BLOCS_P;2014;250011723;250017126;N2320;1;;1;0;0
BLOCS_P;2014;250011723;250017126;N2510;4;1;5.75;0;0
BLOCS_P;2014;250011723;250017126;N4130;4;4;4;0;0
BLOCS_P;2014;250011723;250017126;N4160;1;;1;0;0
BLOCS_P;2014;250011723;250017126;NAUT;3;3;3;0;0
BLOCS_P;2014;250011848;250017803;N2200;25;35;42.72;0;1
BLOCS_P;2014;250011848;250017803;N2310;2;6;4.82;0;0
BLOCS_P;2014;250011848;250017803;N2320;4;0;3.06;0;1
BLOCS_P;2014;250011848;250017803;N2510;1;1;1.87;0;0
BLOCS_P;2014;250011848;250017803;N4160;1;1;1.34;0;1
BLOCS_P;2014;250011848;250017803;NAUT;9;20;15.32;0;0
BLOCS_P;2014;260000013;260000021;M1030;10;0;9.47;1;1
BLOCS_P;2014;260000013;260000021;M200H;34;9;34.63;0;1
BLOCS_P;2014;260000013;260000021;N2200;26;11;32.56;0;0
BLOCS_P;2014;260000013;260000021;N2310;17;9;20.43;0;0
BLOCS_P;2014;260000013;260000021;N2320;11;2;13.04;0;0
BLOCS_P;2014;260000013;260000021;N2510;9;;9.12;0;0
BLOCS_P;2014;260000013;260000021;N4160;2;;1.58;0;0
BLOCS_P;2014;260000013;260000021;NAUT;7;;7.64;0;0
BLOCS_P;2014;260000120;260016910;M100H;5;2;2.2;;1
BLOCS_P;2014;260000120;260016910;M1030;2;3;4.4;1;
BLOCS_P;2014;260000120;260016910;M200H;8;;4;;1
BLOCS_P;2014;260000120;260016910;N2200;31;16;45.4;1;0
BLOCS_P;2014;260000120;260016910;N2310;10;6;13.86;1;0
BLOCS_P;2014;260000120;260016910;N2320;8;4;10.56;1;0
BLOCS_P;2014;260000120;260016910;N2510;31;16;44.09;0;0
BLOCS_P;2014;260000120;260016910;N4160;2;2;2.72;0;0
BLOCS_P;2014;260000120;260016910;NAUT;13;9;17.74;0;0
BLOCS_P;2014;260000138;260000047;M100H;;13;0.91;0;1
BLOCS_P;2014;260000138;260000047;M1030;;6;5.69;1;
BLOCS_P;2014;260000138;260000047;M200H;;25;5.09;0;1
BLOCS_P;2014;260000138;260000047;N2200;11;8;16.64;1;1
BLOCS_P;2014;260000138;260000047;N2310;13;5;14.37;1;1
BLOCS_P;2014;260000138;260000047;N2320;4;3;6.8;1;1
BLOCS_P;2014;260000138;260000047;N2510;7;2;7.53;0;1
BLOCS_P;2014;260000138;260000047;N4160;2;;2;0;0
BLOCS_P;2014;260000138;260000047;NAUT;1;1;1.75;0;0
BLOCS_P;2014;260000146;260000054;M100H;;;1;0;0
BLOCS_P;2014;260000146;260000054;M1030;3;;1;0;0
BLOCS_P;2014;260000146;260000054;M200H;1;2;0.7;0;0
BLOCS_P;2014;260000146;260000054;N2200;1;6;4.8;0;0
BLOCS_P;2014;260000146;260000054;N2310;;;1;0;0
BLOCS_P;2014;260000146;260000054;N2510;1;1;1;0;0
BLOCS_P;2014;260000146;260000054;N4160;;;0.25;0;0
BLOCS_P;2014;260000195;260006770;M100H;;1;0.02;;
BLOCS_P;2014;260000195;260006770;N2200;;1;0.02;;
BLOCS_P;2014;260000260;260000377;M1030;4;;4;0;1
BLOCS_P;2014;260000260;260000377;M200H;21;;21;0;1
BLOCS_P;2014;260000260;260000377;N2200;8;3;9.1;1;1
BLOCS_P;2014;260000260;260000377;N2310;2;1;2.57;;
BLOCS_P;2014;260000260;260000377;N2320;1;;1;1;1
BLOCS_P;2014;260000260;260000377;N2510;11;1;11.8;1;1
BLOCS_P;2014;260000260;260000377;NAUT;6;;6;0;0
BLOCS_P;2014;260000286;260000104;M1030;;;;1;0
BLOCS_P;2014;260000286;260000104;M200H;;;;1;0
BLOCS_P;2014;260000286;260000104;N2310;2;;2;0;0
BLOCS_P;2014;260000286;260000104;N2320;2;;2;0;0
BLOCS_P;2014;260000286;260000104;N2510;1;;1;0;0
BLOCS_P;2014;260000286;260000104;N4160;1;;1;0;0
BLOCS_P;2014;260000286;260000104;NAUT;1;;0.3;0;0
BLOCS_P;2014;260003017;260000781;M100H;15;;15;;1
BLOCS_P;2014;260003017;260000781;M1030;8;;8;;1
BLOCS_P;2014;260003017;260000781;M200H;20;;20;;1
BLOCS_P;2014;260003017;260000781;N2200;20;15;28.14;0;1
BLOCS_P;2014;260003017;260000781;N2310;2;;2.29;0;0
BLOCS_P;2014;260003017;260000781;N2320;1;;1.04;0;0
BLOCS_P;2014;260003017;260000781;N2510;2;3;3.62;0;0
BLOCS_P;2014;260003017;260000781;N4160;1;;1;0;1
BLOCS_P;2014;260003017;260000781;NAUT;7;5;11.64;0;0
BLOCS_P;2014;260006267;070000245;M100H;15;12;20.5;0;1
BLOCS_P;2014;260006267;070000245;M1030;11;3;12.5;0;1
BLOCS_P;2014;260006267;070000245;M200H;10;3;11.5;0;1
BLOCS_P;2014;260006267;070000245;N2200;4;3;3.81;0;0
BLOCS_P;2014;260006267;070000245;N2320;1;;0.42;;
BLOCS_P;2014;260006267;070000245;N2510;3;;0.27;0;0
BLOCS_P;2014;260006267;070000245;NAUT;5;;5.64;0;0
BLOCS_P;2014;260015276;260006770;M100H;;5;1.2;0;0
BLOCS_P;2014;260015276;260006770;N4130;;1;0.4;0;0
BLOCS_P;2014;260015276;260006770;NAUT;;4;2.47;0;0
BLOCS_P;2014;270000045;270000060;M100H;2;9;2.4;;1
BLOCS_P;2014;270000045;270000060;M1030;2;2;2.02;;1
BLOCS_P;2014;270000045;270000060;M200H;4;3;1.52;;1
BLOCS_P;2014;270000045;270000060;N2200;9;;8.47;0;1
BLOCS_P;2014;270000045;270000060;N2310;5;;4.62;1;0
BLOCS_P;2014;270000045;270000060;N2320;3;;3.11;0;1
BLOCS_P;2014;270000045;270000060;N2510;3;2;5.03;0;1
BLOCS_P;2014;270000045;270000060;N4160;1;;1;0;0
BLOCS_P;2014;270000045;270000060;NAUT;2;1;2.35;0;0
BLOCS_P;2014;270000326;270000680;M100H;4;;3;;
BLOCS_P;2014;270000326;270000680;M1030;6;1;5.5;;
BLOCS_P;2014;270000326;270000680;M200H;8;;8;;
BLOCS_P;2014;270000326;270000680;N2200;75;7;80.5;0;1
BLOCS_P;2014;270000326;270000680;N2310;3;0;3;0;1
BLOCS_P;2014;270000326;270000680;N2320;2;0;2;0;1
BLOCS_P;2014;270000326;270000680;N2510;53;7;58.7;0;1
BLOCS_P;2014;270000326;270000680;N4130;;;;0;1
BLOCS_P;2014;270000326;270000680;N4160;6;0;6;0;1
BLOCS_P;2014;270000326;270000680;NAUT;33;0;33;0;
BLOCS_P;2014;270000359;270023724;M1030;5;4;7.4;1;0
BLOCS_P;2014;270000359;270023724;M200H;20;5;20.05;0;1
BLOCS_P;2014;270000359;270023724;N2200;21;2;21.59;;
BLOCS_P;2014;270000359;270023724;N2310;13;2;14.48;;
BLOCS_P;2014;270000359;270023724;N2320;3;;2.58;;
BLOCS_P;2014;270000359;270023724;N2510;12;4;14.1;;
BLOCS_P;2014;270000359;270023724;NAUT;1;;1.08;;
BLOCS_P;2014;270000367;270000086;M100H;;2;0.6;0;1
BLOCS_P;2014;270000367;270000086;M1030;;4;1.67;1;0
BLOCS_P;2014;270000367;270000086;M200H;;14;2.27;;
BLOCS_P;2014;270000367;270000086;N2200;5;3;7.43;;1
BLOCS_P;2014;270000367;270000086;N2310;5;;5;1;
BLOCS_P;2014;270000367;270000086;N2320;2;1;3;;1
BLOCS_P;2014;270000425;270000102;M100H;;1;0.2;0;0
BLOCS_P;2014;270000425;270000102;M1030;1;;0.3;0;0
BLOCS_P;2014;270000425;270000102;M200H;1;3;2;0;0
BLOCS_P;2014;270000425;270000102;N2200;;1;0.53;0;0
BLOCS_P;2014;270000425;270000102;N2320;;1;0.6;0;0
BLOCS_P;2014;270000425;270000102;N2510;;1;0.6;0;0
BLOCS_P;2014;270000425;270000102;N4160;;1;0.27;0;0
BLOCS_P;2014;270000441;270000110;M200H;;2;0.4;;
BLOCS_P;2014;270000458;270023724;M1030;4;3;3.93;;
BLOCS_P;2014;270000458;270023724;M200H;5;3;6.85;0;1
BLOCS_P;2014;270000458;270023724;N2200;6;2;6.02;;
BLOCS_P;2014;270000458;270023724;N2310;6;2;6.82;;
BLOCS_P;2014;270000458;270023724;N2320;7;1;7.78;;
BLOCS_P;2014;270000458;270023724;N2510;4;1;4.97;;
BLOCS_P;2014;270000458;270023724;NAUT;4;;4.03;;
BLOCS_P;2014;270000862;270000953;M1030;;6;5;0;1
BLOCS_P;2014;270000862;270000953;M200H;0;21;21;0;0
BLOCS_P;2014;280000084;280000183;M100H;7;;0.46;;1
BLOCS_P;2014;280000084;280000183;M1030;7;8;9.8;1;0
BLOCS_P;2014;280000084;280000183;M200H;18;8;3.61;;1
BLOCS_P;2014;280000084;280000183;N2200;11;2;13.31;0;0
BLOCS_P;2014;280000084;280000183;N2310;14;1;13.87;1;0
BLOCS_P;2014;280000084;280000183;N2320;12;4;13.91;;1
BLOCS_P;2014;280000084;280000183;N2510;13;2;15.18;;
BLOCS_P;2014;280000084;280000183;N4160;2;;1.85;0;0
BLOCS_P;2014;280000084;280000183;NAUT;8;;8.59;;
BLOCS_P;2014;280000159;280000068;M100H;3;17;10.3;;
BLOCS_P;2014;280000159;280000068;M1030;4;;4;;
BLOCS_P;2014;280000159;280000068;M200H;10;13;14.3;;
BLOCS_P;2014;280000159;280000068;N2200;9;4;11.4;;
BLOCS_P;2014;280000159;280000068;N2510;1;1;1.9;;
BLOCS_P;2014;280000159;280000068;N4160;1;;0.67;;
BLOCS_P;2014;280000159;280000068;NAUT;7;;7;;
BLOCS_P;2014;280000662;280500075;M1030;5;1;3.96;1;0
BLOCS_P;2014;280000662;280500075;N2200;1;3;3.4;0;0
BLOCS_P;2014;280000662;280500075;N2310;2;0;2;0;1
BLOCS_P;2014;280000662;280500075;N2320;2;1;2.8;0;1
BLOCS_P;2014;280000662;280500075;NAUT;2;0;1.86;0;0
BLOCS_P;2014;280502998;280000589;M100H;;1;0;0;0
BLOCS_P;2014;280502998;280000589;M1030;;2;1.14;0;0
BLOCS_P;2014;280502998;280000589;M200H;;18;0.56;0;0
BLOCS_P;2014;280502998;280000589;N2200;1;3;2.36;0;0
BLOCS_P;2014;280502998;280000589;N2310;1;;0.92;0;0
BLOCS_P;2014;280502998;280000589;N2320;1;;0.87;0;0
BLOCS_P;2014;280502998;280000589;N2510;4;;2.07;0;0
BLOCS_P;2014;280502998;280000589;N4160;;;0.09;0;0
BLOCS_P;2014;280504267;280000134;M100H;14;1;0.45;0;0
BLOCS_P;2014;280504267;280000134;M1030;12;4;4.54;1;0
BLOCS_P;2014;280504267;280000134;M200H;18;3;3.27;0;1
BLOCS_P;2014;280504267;280000134;N2200;18;14;29.03;1;0
BLOCS_P;2014;280504267;280000134;N2310;18;3;20.43;1;0
BLOCS_P;2014;280504267;280000134;N2320;14;4;17.2;1;0
BLOCS_P;2014;280504267;280000134;N2510;13;8;19.33;0;0
BLOCS_P;2014;280504267;280000134;NAUT;11;6;12.39;0;0
BLOCS_P;2014;280505777;280001199;M1030;4;;4;0;0
BLOCS_P;2014;280505777;280001199;M200H;6;14;10;0;0
BLOCS_P;2014;280505777;280001199;N2200;10;2;11.22;0;0
BLOCS_P;2014;280505777;280001199;N2310;3;;3;0;0
BLOCS_P;2014;280505777;280001199;N2320;1;1;1.86;0;0
BLOCS_P;2014;280505777;280001199;N2510;1;1;1.4;0;0
BLOCS_P;2014;280505777;280001199;N4160;2;;2;0;0
BLOCS_P;2014;280505777;280001199;NAUT;9;;8;0;0
BLOCS_P;2014;290000025;290020700;M100H;12;0;0.39;1;1
BLOCS_P;2014;290000025;290020700;M1030;11;5;13.93;1;0
BLOCS_P;2014;290000025;290020700;M200H;23;7;1.47;1;1
BLOCS_P;2014;290000025;290020700;N2200;6;1;7.75;0;0
BLOCS_P;2014;290000025;290020700;N2310;34;2;34.55;0;0
BLOCS_P;2014;290000025;290020700;N2320;26;12;35.75;0;0
BLOCS_P;2014;290000025;290020700;N2510;41;26;61.93;0;0
BLOCS_P;2014;290000025;290020700;NAUT;49;28;70.89;0;0
BLOCS_P;2014;290000033;290021542;M100H;6;;0.74;0;1
BLOCS_P;2014;290000033;290021542;M1030;6;1;3.71;1;0
