BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2014;590813382;590000386;M1030;4;;4;1;;;
PERINAT_P;2014;590813382;590000386;M1140;1;2;2;;1;;
PERINAT_P;2014;590813382;590000386;M2050;4;;4;1;;;
PERINAT_P;2014;590813382;590000386;N2800;10;3;11.52;;;;
PERINAT_P;2014;590813382;590000386;N280H;;4;1.65;;;;
PERINAT_P;2014;590813507;590000485;M1030;;5;3;1;1;0;0
PERINAT_P;2014;590813507;590000485;M1140;2;1;2.2;0;1;;
PERINAT_P;2014;590813507;590000485;M2050;3;2;4.5;0;1;;
PERINAT_P;2014;590813507;590000485;MIVG;2;2;3.5;;;;
PERINAT_P;2014;590813507;590000485;N2700;;1;0.68;;;;
PERINAT_P;2014;590813507;590000485;N2800;8;2;7.89;;;;
PERINAT_P;2014;590813507;590000485;N280H;8;2;7.6;;;;
PERINAT_P;2014;590813507;590000485;N3120;;1;0.5;;;;
PERINAT_P;2014;590816310;590000048;M1030;5;;5;;1;;0
PERINAT_P;2014;590816310;590000048;M1140;3;;3;;1;;
PERINAT_P;2014;590816310;590000048;M2050;7;;7;;1;;
PERINAT_P;2014;590816310;590000048;N2700;0;1;0.67;;;;
PERINAT_P;2014;590816310;590000048;N2800;10;4;0.85;;;;
PERINAT_P;2014;590816310;590000048;N280H;5;7;7;;;;
PERINAT_P;2014;590816310;590000048;N3120;0;1;0.5;;;;
PERINAT_P;2014;590817839;590053955;M1030;;4;;0;1;0;1
PERINAT_P;2014;590817839;590053955;M1140;;4;;0;1;;
PERINAT_P;2014;590817839;590053955;M2050;4;3;;0;1;;
PERINAT_P;2014;590817839;590053955;N2700;;1;0.1;;;;
PERINAT_P;2014;590817839;590053955;N2800;5;5;7.5;;;;
PERINAT_P;2014;590817839;590053955;N280H;5;5;2;;;;
PERINAT_P;2014;590817839;590053955;N3120;;1;0.1;;;;
PERINAT_P;2014;600000053;600101984;M1030;5;0;4.4;1;1;0;0
PERINAT_P;2014;600000053;600101984;M1140;2;2;1.24;0;0;;
PERINAT_P;2014;600000053;600101984;M2050;8;7;10.31;1;1;;
PERINAT_P;2014;600000053;600101984;MIVG;1;0;0.3;;;;
PERINAT_P;2014;600000053;600101984;N2340;2;2;3.68;;;;
PERINAT_P;2014;600000053;600101984;N2700;0;1;0.5;;;;
PERINAT_P;2014;600000053;600101984;N2800;22;7;25.3;;;;
PERINAT_P;2014;600000053;600101984;N280H;7;6;10.92;;;;
PERINAT_P;2014;600000186;600100648;M1030;3;1;3.84;1;1;0;0
PERINAT_P;2014;600000186;600100648;M1140;1;1;1.2;0;1;;
PERINAT_P;2014;600000186;600100648;M2050;3;2;3.4;1;0;;
PERINAT_P;2014;600000186;600100648;N2700;;1;0.5;;;;
PERINAT_P;2014;600000186;600100648;N2800;6;4;9.1;;;;
PERINAT_P;2014;600000186;600100648;N280H;6;4;9.1;;;;
PERINAT_P;2014;600000194;600100713;M1030;12;3;13.6;1;1;1;
PERINAT_P;2014;600000194;600100713;M1140;10;3;10.8;1;1;;
PERINAT_P;2014;600000194;600100713;M2050;10;3;10.35;1;0;;
PERINAT_P;2014;600000194;600100713;N2340;8;7;12.59;;;;
PERINAT_P;2014;600000194;600100713;N2700;;1;1;;;;
PERINAT_P;2014;600000194;600100713;N2800;20;12;30.65;;;;
PERINAT_P;2014;600000285;600100721;M2050;6;4;0.08;0;0;;
PERINAT_P;2014;600000285;600100721;N2800;1;1;1.2;;;;
PERINAT_P;2014;600000285;600100721;N280H;1;1;1.2;;;;
PERINAT_P;2014;600000467;600101984;M1030;5;0;4.4;1;0;0;0
PERINAT_P;2014;600000467;600101984;M1140;8;2;3.65;1;1;;
PERINAT_P;2014;600000467;600101984;M2050;7;0;7.31;1;1;;
PERINAT_P;2014;600000467;600101984;MIVG;1;0;0.6;;;;
PERINAT_P;2014;600000467;600101984;N2340;15;10;23.77;;;;
PERINAT_P;2014;600000467;600101984;N2700;0;1;0.98;;;;
PERINAT_P;2014;600000467;600101984;N2800;9;2;8.92;;;;
PERINAT_P;2014;600000467;600101984;N280H;9;2;8.92;;;;
PERINAT_P;2014;600100754;600000228;M1030;8;;7;1;;;
PERINAT_P;2014;600100754;600000228;M1140;4;0;4;1;;;
PERINAT_P;2014;600100754;600000228;M2050;5;1;5;1;;;
PERINAT_P;2014;600100754;600000228;N2800;8;18;13.98;;;;
PERINAT_P;2014;600100754;600000228;N280H;6;1;6.53;;;;
PERINAT_P;2014;600113476;600100721;M1030;0;0;0;1;0;;
PERINAT_P;2014;600113476;600100721;M1140;4;1;4.26;1;0;;
PERINAT_P;2014;600113476;600100721;M2050;6;4;7.58;1;0;;
PERINAT_P;2014;600113476;600100721;MIVG;7;4;0.09;;;;
PERINAT_P;2014;600113476;600100721;N2340;5;1;5.79;;;;
PERINAT_P;2014;600113476;600100721;N2700;1;0;1;;;;
PERINAT_P;2014;600113476;600100721;N2800;17;12;25.73;;;;
PERINAT_P;2014;600113476;600100721;N280H;17;12;25.73;;;;
PERINAT_P;2014;610000044;610780074;M1030;0;0;0;;1;;
PERINAT_P;2014;610000044;610780074;M1140;1;0;0.5;;1;;
PERINAT_P;2014;610000044;610780074;M2050;4;0;3.92;;1;;
PERINAT_P;2014;610000044;610780074;N2340;0;2;1.4;;;;
PERINAT_P;2014;610000044;610780074;N2800;12;6;14.93;;;;
PERINAT_P;2014;610000044;610780074;N280H;12;6;14.93;;;;
PERINAT_P;2014;610000051;610780082;M1140;4;;4;;;;
PERINAT_P;2014;610000051;610780082;M2050;6;;5.2;;;;
PERINAT_P;2014;610000051;610780082;N2340;;5;4.4;;;;
PERINAT_P;2014;610000051;610780082;N2800;15;8;22.71;;;;
PERINAT_P;2014;610000069;610780090;M1030;;1;0.41;1;1;1;
PERINAT_P;2014;610000069;610780090;M1140;;1;0.06;0;1;;
PERINAT_P;2014;610000069;610780090;M2050;4;2;4.8;0;1;;
PERINAT_P;2014;610000069;610780090;MIVG;;1;0.06;;;;
PERINAT_P;2014;610000069;610780090;N2340;2;2;3.73;;;;
PERINAT_P;2014;610000069;610780090;N2700;;1;0.1;;;;
PERINAT_P;2014;610000069;610780090;N2800;8;4;9.92;;;;
PERINAT_P;2014;610000069;610780090;N280H;1;;1;;;;
PERINAT_P;2014;610000069;610780090;N3120;;1;0.03;;;;
PERINAT_P;2014;610000119;610780165;M2050;6;4;7.35;;1;;
PERINAT_P;2014;610000119;610780165;N2340;0;0;0.47;;;;
PERINAT_P;2014;610000119;610780165;N2700;1;0;0.5;;;;
PERINAT_P;2014;610000119;610780165;N2800;11;9;16.55;;;;
PERINAT_P;2014;610000119;610780165;N280H;11;9;16.55;;;;
PERINAT_P;2014;610780116;610790594;M1140;;;0.05;;;;
PERINAT_P;2014;610780116;610790594;M2050;;4;0.6;0;0;;
PERINAT_P;2014;620000034;620100057;M1030;;;;1;0;0;0
PERINAT_P;2014;620000034;620100057;M1140;6;2;7.85;1;0;;
PERINAT_P;2014;620000034;620100057;M2050;8;;5.25;1;0;;
PERINAT_P;2014;620000034;620100057;MIVG;;3;0.3;;;;
PERINAT_P;2014;620000034;620100057;N2340;25;20;34.33;;;;
PERINAT_P;2014;620000034;620100057;N2700;1;0;1;;;;
PERINAT_P;2014;620000034;620100057;N2800;33;7;32.51;;;;
PERINAT_P;2014;620000034;620100057;N280H;18;2;17.47;;;;
PERINAT_P;2014;620000034;620100057;N3120;0;1;0.1;;;;
PERINAT_P;2014;620000224;620100651;M1140;6;3;6.38;0;1;;
PERINAT_P;2014;620000224;620100651;M2050;7;1;7.8;1;0;;
PERINAT_P;2014;620000224;620100651;MIVG;2;;2;;;;
PERINAT_P;2014;620000224;620100651;N2340;8;5;12.4;;;;
PERINAT_P;2014;620000224;620100651;N2800;11;10;18.66;;;;
PERINAT_P;2014;620000224;620100651;N3120;1;;1;;;;
PERINAT_P;2014;620000257;620100685;M1030;0;0;0;1;0;0;0
PERINAT_P;2014;620000257;620100685;M1140;8;3;9.7;1;0;;
PERINAT_P;2014;620000257;620100685;M2050;10;5;11.67;1;0;;
PERINAT_P;2014;620000257;620100685;MIVG;0;3;1.3;;;;
PERINAT_P;2014;620000257;620100685;N2340;37;19;50.6;;;;
PERINAT_P;2014;620000257;620100685;N2800;36;12;45.62;;;;
PERINAT_P;2014;620000257;620100685;N280H;36;12;20.5;;;;
PERINAT_P;2014;620000257;620100685;N3120;1;0;0.25;;;;
PERINAT_P;2014;620000323;620101337;M1030;6;1;6.2;1;1;1;0
PERINAT_P;2014;620000323;620101337;M1140;7;;6.5;1;0;;
PERINAT_P;2014;620000323;620101337;M2050;9;4;10.9;1;1;;
PERINAT_P;2014;620000323;620101337;MIVG;;1;0.3;;;;
PERINAT_P;2014;620000323;620101337;N2340;29;24;47.09;;;;
PERINAT_P;2014;620000323;620101337;N2800;35;14;43.19;;;;
PERINAT_P;2014;620000323;620101337;N280H;33;14;41.19;;;;
PERINAT_P;2014;620000349;620101360;M1140;;1;0.23;;;;
PERINAT_P;2014;620000349;620101360;M2050;4;2;3.55;;;;
PERINAT_P;2014;620000349;620101360;N2340;3;4;3.95;;;;
PERINAT_P;2014;620000349;620101360;N2800;19;5;21.59;;;;
PERINAT_P;2014;620000653;620103440;M1030;7;1;0.1;1;1;0;0
PERINAT_P;2014;620000653;620103440;M1140;7;3;3;1;0;;
PERINAT_P;2014;620000653;620103440;M2050;6;;2.9;1;0;;
PERINAT_P;2014;620000653;620103440;MIVG;1;1;0.6;;;;
PERINAT_P;2014;620000653;620103440;N2340;7;7;12.59;;;;
PERINAT_P;2014;620000653;620103440;N2800;18;7;22.68;;;;
PERINAT_P;2014;620000653;620103440;N280H;18;7;22.68;;;;
PERINAT_P;2014;620003202;620103432;M1140;0;1;0.54;0;1;;
PERINAT_P;2014;620003202;620103432;M2050;5;1;5.6;1;0;;
PERINAT_P;2014;620003202;620103432;MIVG;0;2;0.08;;;;
PERINAT_P;2014;620003202;620103432;N2340;1;0;1;;;;
PERINAT_P;2014;620003202;620103432;N2700;0;1;0.25;;;;
PERINAT_P;2014;620003202;620103432;N2800;10;6;13.73;;;;
PERINAT_P;2014;620003202;620103432;N280H;3;7;5.87;;;;
PERINAT_P;2014;620003202;620103432;N3120;0;0;0.15;;;;
PERINAT_P;2014;620003350;620001834;M1030;1;5;3.3;1;0;;
PERINAT_P;2014;620003350;620001834;M1140;;6;0.5;0;0;;
PERINAT_P;2014;620003350;620001834;M2050;5;1;5.25;1;;;
PERINAT_P;2014;620003350;620001834;N2340;1;2;2.45;;;;
PERINAT_P;2014;620003350;620001834;N2800;11;4;13.55;;;;
PERINAT_P;2014;620003350;620001834;N280H;10;2;13.1;;;;
PERINAT_P;2014;620025346;620001834;M1140;;2;1.07;;0;;
PERINAT_P;2014;620025346;620001834;M2050;3;1;3.5;;1;;
PERINAT_P;2014;620025346;620001834;N2340;2;1;2.5;;;;
PERINAT_P;2014;620025346;620001834;N2700;0;1;0.5;;;;
PERINAT_P;2014;620025346;620001834;N2800;14;7;18.57;;;;
PERINAT_P;2014;620025346;620001834;N280H;;;0.5;;;;
PERINAT_P;2014;620100099;620014779;M1030;3;;1.5;0;1;;1
PERINAT_P;2014;620100099;620014779;M1140;3;;3;0;0;;
PERINAT_P;2014;620100099;620014779;M2050;4;;4;0;1;;
PERINAT_P;2014;620100099;620014779;N2340;1;;0.5;;;;
PERINAT_P;2014;620100099;620014779;N2700;1;;0.33;;;;
PERINAT_P;2014;620100099;620014779;N2800;14;;10.69;;;;
PERINAT_P;2014;620100099;620014779;N280H;14;;10.69;;;;
PERINAT_P;2014;620100735;620000265;N2340;2;;1.65;;;;
PERINAT_P;2014;620100735;620000265;N2800;4;4;6.06;;;;
PERINAT_P;2014;620118513;620002915;M1140;1;9;2;;1;;
PERINAT_P;2014;620118513;620002915;M2050;6;0;6;;1;;
PERINAT_P;2014;620118513;620002915;MIVG;1;1;0.19;;;;
PERINAT_P;2014;620118513;620002915;N2340;;1;1;;;;
PERINAT_P;2014;620118513;620002915;N2700;;1;0.12;;;;
PERINAT_P;2014;620118513;620002915;N2800;8;6;10.74;;;;
PERINAT_P;2014;620118513;620002915;N280H;8;4;6.36;;;;
PERINAT_P;2014;620118513;620002915;N3120;;1;0.12;;;;
PERINAT_P;2014;630000412;630780997;N2800;;1;0.8;;;;
PERINAT_P;2014;630000420;630781003;M1140;1;;1;;;;
PERINAT_P;2014;630000420;630781003;M2050;3;3;5.6;;;;
PERINAT_P;2014;630000420;630781003;N2800;16;;15.12;;;;
PERINAT_P;2014;630000420;630781003;N280H;16;;15.12;;;;
PERINAT_P;2014;630000420;630781003;N3120;;;0.33;;;;
PERINAT_P;2014;630000446;630781029;M1030;4;0;3.9;;;;
PERINAT_P;2014;630000446;630781029;M1140;1;;1;;;;
PERINAT_P;2014;630000446;630781029;M2050;4;2;4.2;;;;
PERINAT_P;2014;630000446;630781029;N2700;;1;0.2;;;;
PERINAT_P;2014;630000446;630781029;N2800;4;9;10.9;;;;
PERINAT_P;2014;630000446;630781029;N280H;4;9;10.9;;;;
PERINAT_P;2014;630000446;630781029;N3120;1;;0.2;;;;
PERINAT_P;2014;630781268;630780989;M1140;3;2;3.89;1;1;;
PERINAT_P;2014;630781268;630780989;M2050;1;3;4.41;1;0;;
PERINAT_P;2014;630781268;630780989;N2340;29;13;39.67;;;;
PERINAT_P;2014;630781268;630780989;N2800;54;28;70.52;;;;
PERINAT_P;2014;630781268;630780989;N280H;51;27;67.52;;;;
PERINAT_P;2014;630781839;630000826;M1030;15;;15;1;;;
PERINAT_P;2014;630781839;630000826;M1140;2;1;2.5;0;1;;
PERINAT_P;2014;630781839;630000826;M2050;13;;13;1;;;
PERINAT_P;2014;630781839;630000826;N2340;10;;7.9;;;;
PERINAT_P;2014;630781839;630000826;N2700;;2;1;;;;
PERINAT_P;2014;630781839;630000826;N2800;37;;31.27;;;;
PERINAT_P;2014;640000162;640780417;M1140;3;0;2.4;;;;
PERINAT_P;2014;640000162;640780417;M2050;10;2;3.69;;;;
PERINAT_P;2014;640000162;640780417;MIVG;0;2;0.3;;;;
PERINAT_P;2014;640000162;640780417;N2340;2;0;1.22;;;;
PERINAT_P;2014;640000162;640780417;N2700;1;3;0.95;;;;
PERINAT_P;2014;640000162;640780417;N2800;20;14;27.26;;;;
PERINAT_P;2014;640000162;640780417;N280H;20;14;27.26;;;;
PERINAT_P;2014;640000402;640780813;M1140;0;1;0.15;0;0;;
PERINAT_P;2014;640000402;640780813;M2050;1;1;3.44;0;0;;
PERINAT_P;2014;640000402;640780813;N2800;1;9;11.98;;;;
PERINAT_P;2014;640000600;640781290;M1140;8;2;2.3;1;1;;
PERINAT_P;2014;640000600;640781290;M2050;7;;3.2;1;1;;
PERINAT_P;2014;640000600;640781290;N2340;16;16;25.35;;;;
PERINAT_P;2014;640000600;640781290;N2700;;;0.33;;;;
PERINAT_P;2014;640000600;640781290;N2800;7;20;10.17;;;;
PERINAT_P;2014;640000600;640781290;N280H;5;4;7.88;;;;
PERINAT_P;2014;640000600;640781290;N3120;;;0.1;;;;
PERINAT_P;2014;640015921;640780821;M1030;2;1;2.5;0;1;0;1
PERINAT_P;2014;640015921;640780821;M1140;1;2;1.2;0;1;;
PERINAT_P;2014;640015921;640780821;M2050;2;4;2.35;0;1;;
PERINAT_P;2014;640015921;640780821;MIVG;2;;2;;;;
PERINAT_P;2014;640015921;640780821;N2800;4;4;6.87;;;;
PERINAT_P;2014;640015921;640780821;N280H;;;1;;;;
PERINAT_P;2014;640017646;640017638;M1140;;;;0;1;;
PERINAT_P;2014;640017646;640017638;M2050;2;;1.99;0;1;;
PERINAT_P;2014;640017646;640017638;N2800;6;2;7.03;;;;
PERINAT_P;2014;640017646;640017638;N280H;6;2;7.03;;;;
PERINAT_P;2014;640780482;640012209;M1140;;3;3;;;;
PERINAT_P;2014;640780482;640012209;M2050;12;;12;;;;
PERINAT_P;2014;640780482;640012209;N2800;15;5;16.39;;;;
PERINAT_P;2014;640780482;640012209;N280H;15;5;16.39;;;;
PERINAT_P;2014;640780755;640780417;M2050;2;0;0.24;;;;
PERINAT_P;2014;640780755;640780417;N2800;2;1;1.4;;;;
PERINAT_P;2014;640780755;640780417;N280H;2;1;1.4;;;;
PERINAT_P;2014;640780946;640000469;M1030;5;;5;1;0;1;1
PERINAT_P;2014;640780946;640000469;M1140;;6;2;0;1;;
PERINAT_P;2014;640780946;640000469;M2050;9;;9;1;0;;
PERINAT_P;2014;640780946;640000469;MIVG;7;;0.7;;;;
PERINAT_P;2014;640780946;640000469;N2340;3;5;4.5;;;;
PERINAT_P;2014;640780946;640000469;N2700;;1;0.5;;;;
PERINAT_P;2014;640780946;640000469;N2800;8;18;14.4;;;;
PERINAT_P;2014;640780946;640000469;N280H;8;18;14.4;;;;
PERINAT_P;2014;640780946;640000469;N3120;;1;0.5;;;;
PERINAT_P;2014;650000045;650780158;M1140;1;2;0.98;0;0;;
PERINAT_P;2014;650000045;650780158;M2050;1;1;1.6;0;1;;
PERINAT_P;2014;650000045;650780158;N2800;4;4;7.2;;;;
PERINAT_P;2014;650000045;650780158;N280H;4;4;7.2;;;;
PERINAT_P;2014;650000417;650783160;M1030;8;;8;1;;0;0
PERINAT_P;2014;650000417;650783160;M1140;6;3;7.25;1;0;;
PERINAT_P;2014;650000417;650783160;M2050;4;1;4.8;0;1;;
PERINAT_P;2014;650000417;650783160;MIVG;1;;0.4;;;;
PERINAT_P;2014;650000417;650783160;N2340;4;3;7.01;;;;
PERINAT_P;2014;650000417;650783160;N2800;10;6;15.28;;;;
PERINAT_P;2014;650780679;650000243;M1140;;1;0.5;0;0;;
PERINAT_P;2014;650780679;650000243;N2340;1;1;1.91;;;;
PERINAT_P;2014;650780679;650000243;N2700;;1;0.17;;;;
PERINAT_P;2014;650780679;650000243;N2800;7;4;9.6;;;;
PERINAT_P;2014;650780679;650000243;N280H;3;1;3.5;;;;
PERINAT_P;2014;650784218;650780174;M2050;1;1;1.33;0;0;;
PERINAT_P;2014;650784218;650780174;N2800;2;1;2.19;;;;
PERINAT_P;2014;660000084;660780180;M1030;7;;7;;;;
PERINAT_P;2014;660000084;660780180;M1140;8;;8;;;;
PERINAT_P;2014;660000084;660780180;M2050;6;7;8.5;;;;
PERINAT_P;2014;660000084;660780180;MIVG;;2;0.5;;;;
PERINAT_P;2014;660000084;660780180;N2340;25;9;31.71;;;;
PERINAT_P;2014;660000084;660780180;N2700;1;;1;;;;
PERINAT_P;2014;660000084;660780180;N2800;28;14;39.75;;;;
PERINAT_P;2014;660780669;660000324;M1030;4;;4;1;0;1;0
PERINAT_P;2014;660780669;660000324;M1140;4;1;5;0;1;;
PERINAT_P;2014;660780669;660000324;M2050;7;;6;1;0;;
PERINAT_P;2014;660780669;660000324;MIVG;4;;4;;;;
PERINAT_P;2014;660780669;660000324;N2340;5;;5;;;;
PERINAT_P;2014;660780669;660000324;N2700;;1;0.5;;;;
PERINAT_P;2014;660780669;660000324;N2800;16;9;21.44;;;;
PERINAT_P;2014;660780669;660000324;N280H;11;;10.6;;;;
PERINAT_P;2014;660780669;660000324;N3120;;1;0.3;;;;
PERINAT_P;2014;660780784;660000407;M1030;11;2;12;1;1;0;1
PERINAT_P;2014;660780784;660000407;M1140;2;2;3;0;1;;
PERINAT_P;2014;660780784;660000407;M2050;6;;6;0;1;;
PERINAT_P;2014;660780784;660000407;N2340;2;2;3.3;;;;
PERINAT_P;2014;660780784;660000407;N2700;;1;0.5;;;;
PERINAT_P;2014;660780784;660000407;N2800;11;10;17.4;;;;
PERINAT_P;2014;660780784;660000407;N280H;5;5;8.1;;;;
PERINAT_P;2014;660780784;660000407;N3120;1;;1;;;;
PERINAT_P;2014;670000082;670780147;M1140;;2;;0;0;;
PERINAT_P;2014;670000082;670780147;M2050;;19;;0;1;;
PERINAT_P;2014;670000082;670780147;N2340;2;2;3.5;;;;
PERINAT_P;2014;670000082;670780147;N2700;;1;0.39;;;;
PERINAT_P;2014;670000082;670780147;N2800;16;8;19;;;;
PERINAT_P;2014;670000082;670780147;N280H;1;;1;;;;
PERINAT_P;2014;670000082;670780147;N3120;;1;0.4;;;;
PERINAT_P;2014;670000157;670780337;M1030;;;;1;0;0;0
PERINAT_P;2014;670000157;670780337;M1140;2;;2;1;0;;
PERINAT_P;2014;670000157;670780337;M2050;5;8;6.74;1;0;;
PERINAT_P;2014;670000157;670780337;N2340;4;9;11.3;;;;
PERINAT_P;2014;670000157;670780337;N2700;;2;0.75;;;;
PERINAT_P;2014;670000157;670780337;N2800;23;10;31.87;;;;
PERINAT_P;2014;670000157;670780337;N280H;12;3;11.79;;;;
PERINAT_P;2014;670000157;670780337;N3120;;1;0.5;;;;
PERINAT_P;2014;670000165;670780345;M1140;1;;0.65;0;0;;
PERINAT_P;2014;670000165;670780345;M2050;5;2;4.95;0;1;;
PERINAT_P;2014;670000165;670780345;MIVG;;;0.1;;;;
PERINAT_P;2014;670000165;670780345;N2340;;10;7.19;;;;
PERINAT_P;2014;670000165;670780345;N2700;;1;0.6;;;;
PERINAT_P;2014;670000165;670780345;N2800;10;15;21.55;;;;
PERINAT_P;2014;670000165;670780345;N280H;7;5;6.52;;;;
PERINAT_P;2014;670000215;680000643;M1140;;1;0.2;;;;
PERINAT_P;2014;670000215;680000643;M2050;;1;0.2;;;;
PERINAT_P;2014;670000215;680000643;N2700;;1;0.05;;;;
PERINAT_P;2014;670000215;680000643;N3120;;1;0.05;;;;
PERINAT_P;2014;670000272;670780543;M1030;6;;0.1;1;0;0;0
PERINAT_P;2014;670000272;670780543;M1140;1;;0.1;0;1;;
PERINAT_P;2014;670000272;670780543;M2050;3;;1;0;1;;
PERINAT_P;2014;670000272;670780543;N2340;1;;0.8;;;;
PERINAT_P;2014;670000272;670780543;N2700;1;;0.1;;;;
PERINAT_P;2014;670000272;670780543;N2800;11;;8;;;;
PERINAT_P;2014;670000272;670780543;N280H;11;;8;;;;
PERINAT_P;2014;670000272;670780543;N3120;1;;0.1;;;;
PERINAT_P;2014;670000397;670780691;M1140;2;0;0.3;;;;
PERINAT_P;2014;670000397;670780691;M2050;5;2;5.08;;;;
PERINAT_P;2014;670000397;670780691;MIVG;;1;0.2;;;;
PERINAT_P;2014;670000397;670780691;N2340;2;2;3.12;;;;
PERINAT_P;2014;670000397;670780691;N2800;25;3;26.46;;;;
PERINAT_P;2014;670000397;670780691;N280H;12;2;13.6;;;;
PERINAT_P;2014;670000405;670780709;M2050;0;1;0.3;0;0;;
PERINAT_P;2014;670000405;670780709;N2800;2;0;1.87;;;;
PERINAT_P;2014;670780113;670780055;M1030;6;;6.36;1;0;1;
PERINAT_P;2014;670780113;670780055;M1140;3;3;2.2;1;1;;
PERINAT_P;2014;670780113;670780055;M2050;22;8;11;1;1;;
PERINAT_P;2014;670780113;670780055;MIVG;12;0;1;;;;
PERINAT_P;2014;670780113;670780055;N2340;4;5;9.27;;;;
PERINAT_P;2014;670780113;670780055;N2700;2;1;2.5;;;;
PERINAT_P;2014;670780113;670780055;N2800;48;17;54.26;;;;
PERINAT_P;2014;670780113;670780055;N280H;47;17;52.96;;;;
PERINAT_P;2014;670780212;670014604;M1030;9;1;9.31;1;1;0;0
PERINAT_P;2014;670780212;670014604;M1140;;10;5;0;1;;
PERINAT_P;2014;670780212;670014604;M2050;;15;8;1;;;
PERINAT_P;2014;670780212;670014604;N2340;2;4;4.53;;;;
PERINAT_P;2014;670780212;670014604;N2800;11;4;14.16;;;;
PERINAT_P;2014;670783273;670780055;M1030;5;2;2.67;1;0;1;
PERINAT_P;2014;670783273;670780055;M1140;13;5;7.2;1;1;;
PERINAT_P;2014;670783273;670780055;M2050;10;6;5.2;1;1;;
PERINAT_P;2014;670783273;670780055;MIVG;7;3;1.3;;;;
PERINAT_P;2014;670783273;670780055;N2340;40;34;65.15;;;;
PERINAT_P;2014;670783273;670780055;N2700;3;2;2.98;;;;
PERINAT_P;2014;670783273;670780055;N2800;44;26;60.62;;;;
PERINAT_P;2014;670783273;670780055;N280H;35;22;49.4;;;;
PERINAT_P;2014;670798636;670014604;M1140;;10;0.25;0;0;;
PERINAT_P;2014;670798636;670014604;M2050;;4;0.7;0;0;;
PERINAT_P;2014;670798636;670014604;N2800;;;0.02;;;;
PERINAT_P;2014;680000320;680000643;M1030;7;;7;1;1;;
PERINAT_P;2014;680000320;680000643;M1140;4;1;4.5;0;0;;
PERINAT_P;2014;680000320;680000643;M2050;10;;10;1;1;;
PERINAT_P;2014;680000320;680000643;N2340;5;3;7.1;;;;
PERINAT_P;2014;680000320;680000643;N2800;19;21;30.15;;;;
PERINAT_P;2014;680000544;680000395;M1030;3;0;3;0;1;0;0
PERINAT_P;2014;680000544;680000395;M1140;0;2;0.7;0;0;;
PERINAT_P;2014;680000544;680000395;M2050;3;3;3.8;1;0;;
PERINAT_P;2014;680000544;680000395;MIVG;0;1;0.2;;;;
PERINAT_P;2014;680000544;680000395;N2340;1;1;0.8;;;;
PERINAT_P;2014;680000544;680000395;N2700;0;0;0.11;;;;
PERINAT_P;2014;680000544;680000395;N2800;5;9;10.43;;;;
PERINAT_P;2014;680000544;680000395;N280H;5;5;9.7;;;;
PERINAT_P;2014;680000544;680000395;N3120;0;1;0.1;;;;
PERINAT_P;2014;680000601;680000437;M1030;0;4;1.6;;1;;
PERINAT_P;2014;680000601;680000437;M1140;;1;0.6;;1;;
PERINAT_P;2014;680000601;680000437;M2050;3;;3.9;;1;;
PERINAT_P;2014;680000601;680000437;N2340;1;;1;;;;
PERINAT_P;2014;680000601;680000437;N2700;;1;0.5;;;;
PERINAT_P;2014;680000601;680000437;N2800;9;4;10.53;;;;
PERINAT_P;2014;680000601;680000437;N280H;9;4;10.53;;;;
PERINAT_P;2014;680000627;680000486;M1030;4;0;1.5;1;0;1;0
PERINAT_P;2014;680000627;680000486;M1140;7;1;6.7;1;0;;
PERINAT_P;2014;680000627;680000486;M2050;12;3;2.15;1;1;;
PERINAT_P;2014;680000627;680000486;MIVG;8;0;0.5;;;;
PERINAT_P;2014;680000627;680000486;N2340;30;17;42.58;;;;
PERINAT_P;2014;680000627;680000486;N2700;1;;0.66;;;;
PERINAT_P;2014;680000627;680000486;N2800;22;7;20.87;;;;
PERINAT_P;2014;680000627;680000486;N280H;19;7;19.17;;;;
PERINAT_P;2014;680000627;680000486;N3120;0;1;0.27;;;;
PERINAT_P;2014;680000700;680001005;M1140;;1;0.1;0;0;;
PERINAT_P;2014;680000700;680001005;M2050;;6;1.21;0;0;;
PERINAT_P;2014;680000700;680001005;N2700;;1;0.1;;;;
PERINAT_P;2014;680000700;680001005;N2800;2;1;2.8;;;;
PERINAT_P;2014;680000700;680001005;N3120;;1;0.1;;;;
PERINAT_P;2014;680001195;680016011;M1140;1;2;1.27;;;;
PERINAT_P;2014;680001195;680016011;M2050;2;6;3.59;;;;
PERINAT_P;2014;680001195;680016011;N2340;2;1;2.75;;;;
PERINAT_P;2014;680001195;680016011;N2700;;1;0.25;;;;
PERINAT_P;2014;680001195;680016011;N2800;15;2;16.68;;;;
PERINAT_P;2014;680001195;680016011;N280H;15;2;16.68;;;;
PERINAT_P;2014;680001245;680000973;M1030;6;1;6.5;1;0;;
PERINAT_P;2014;680001245;680000973;M1140;8;5;1.07;1;0;;
PERINAT_P;2014;680001245;680000973;M2050;10;12;14.1;1;0;;
PERINAT_P;2014;680001245;680000973;MIVG;;1;0.6;;;;
PERINAT_P;2014;680001245;680000973;N2340;13;12;22.38;;;;
PERINAT_P;2014;680001245;680000973;N2700;;2;1.7;;;;
PERINAT_P;2014;680001245;680000973;N2800;24;19;38.04;;;;
PERINAT_P;2014;680001245;680000973;N3120;;1;0.22;;;;
