BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2014;310009279;310780671;N2800;11;5;16.02;;;;
PERINAT_P;2014;310009279;310780671;N280H;11;5;16.02;;;;
PERINAT_P;2014;310016977;310781406;M1030;6;;5.8;1;0;1;
PERINAT_P;2014;310016977;310781406;M1140;12;6;10.2;1;0;;
PERINAT_P;2014;310016977;310781406;M2050;29;3;10.84;1;1;;
PERINAT_P;2014;310016977;310781406;MIVG;6;;0.6;;;;
PERINAT_P;2014;310016977;310781406;N2340;54;43;82.5;;;;
PERINAT_P;2014;310016977;310781406;N2700;2;;0.6;;;;
PERINAT_P;2014;310016977;310781406;N2800;82;26;98.01;;;;
PERINAT_P;2014;310016977;310781406;N280H;34;11;43.28;;;;
PERINAT_P;2014;310780101;310000039;M1030;;;;0;1;0;0
PERINAT_P;2014;310780101;310000039;M1140;;;;0;1;;
PERINAT_P;2014;310780101;310000039;M2050;;;;0;1;;
PERINAT_P;2014;310780101;310000039;N2340;4;;3.87;;;;
PERINAT_P;2014;310780101;310000039;N2800;8;2;9.21;;;;
PERINAT_P;2014;310780101;310000039;N280H;8;2;9.21;;;;
PERINAT_P;2014;310780135;310000054;M1030;4;;4;1;1;1;1
PERINAT_P;2014;310780135;310000054;M1140;8;;8;0;1;;
PERINAT_P;2014;310780135;310000054;M2050;16;4;18;1;1;;
PERINAT_P;2014;310780135;310000054;MIVG;20;;20;;;;
PERINAT_P;2014;310780135;310000054;N2340;13;4;15.8;;;;
PERINAT_P;2014;310780135;310000054;N2700;;1;0.5;;;;
PERINAT_P;2014;310780135;310000054;N2800;29;9;32.3;;;;
PERINAT_P;2014;310780135;310000054;N3120;;1;0.1;;;;
PERINAT_P;2014;310780283;310000112;M1030;16;;16;1;1;0;0
PERINAT_P;2014;310780283;310000112;M1140;4;;4;0;1;;
PERINAT_P;2014;310780283;310000112;M2050;5;;5;0;1;;
PERINAT_P;2014;310780283;310000112;N2700;1;;0.5;;;;
PERINAT_P;2014;310780283;310000112;N2800;17;;9.25;;;;
PERINAT_P;2014;310780283;310000112;N280H;1;;1;;;;
PERINAT_P;2014;310780382;310000179;M1030;10;5;12.5;1;0;0;0
PERINAT_P;2014;310780382;310000179;M1140;6;2;7;0;1;;
PERINAT_P;2014;310780382;310000179;M2050;12;4;14;0;1;;
PERINAT_P;2014;310780382;310000179;N2340;15;12;21.69;;;;
PERINAT_P;2014;310780382;310000179;N2700;;4;1.4;;;;
PERINAT_P;2014;310780382;310000179;N2800;26;17;35.85;;;;
PERINAT_P;2014;310780382;310000179;N3120;;1;0.1;;;;
PERINAT_P;2014;310781000;310788880;MIVG;;2;;;;;
PERINAT_P;2014;310781067;310788898;M1030;5;5;4;;;;
PERINAT_P;2014;310781067;310788898;M1140;1;4;3.06;;;;
PERINAT_P;2014;310781067;310788898;M2050;7;4;7.48;;;;
PERINAT_P;2014;310781067;310788898;MIVG;;2;0.46;;;;
PERINAT_P;2014;310781067;310788898;N2340;7;4;5.94;;;;
PERINAT_P;2014;310781067;310788898;N2800;55;13;38.6;;;;
PERINAT_P;2014;310781067;310788898;N280H;55;13;5;;;;
PERINAT_P;2014;310781067;310788898;N3120;1;;1;;;;
PERINAT_P;2014;310781505;310000492;M1030;5;2;;;;;
PERINAT_P;2014;310781505;310000492;M1140;3;;;;;;
PERINAT_P;2014;310781505;310000492;M2050;4;;;;;;
PERINAT_P;2014;310781505;310000492;N2340;1;1;1.43;;;;
PERINAT_P;2014;310781505;310000492;N2800;4;4;7.83;;;;
PERINAT_P;2014;310781505;310000492;N280H;2;4;3.6;;;;
PERINAT_P;2014;320000086;320780117;M1030;2;;0.45;1;;;
PERINAT_P;2014;320000086;320780117;M1140;2;1;0.75;0;;;
PERINAT_P;2014;320000086;320780117;M2050;5;1;5.4;1;;;
PERINAT_P;2014;320000086;320780117;N2800;18;5;20.48;;;;
PERINAT_P;2014;320000086;320780117;N3120;1;;0.05;;;;
PERINAT_P;2014;320780067;320000052;MIVG;;2;0.4;;;;
PERINAT_P;2014;330000340;330780552;M1030;16;;5.15;;;;
PERINAT_P;2014;330000340;330780552;M1140;2;7;5.05;;;;
PERINAT_P;2014;330000340;330780552;M2050;9;1;9.16;;;;
PERINAT_P;2014;330000340;330780552;N2800;25;14;36.36;;;;
PERINAT_P;2014;330000340;330780552;N280H;25;14;36.36;;;;
PERINAT_P;2014;330000555;330781204;M1030;;;;;1;;
PERINAT_P;2014;330000555;330781204;M1140;2;;0.3;;1;;
PERINAT_P;2014;330000555;330781204;M2050;4;1;4.73;;1;;
PERINAT_P;2014;330000555;330781204;MIVG;3;;0.3;;;;
PERINAT_P;2014;330000555;330781204;N2700;;2;0.44;;;;
PERINAT_P;2014;330000555;330781204;N2800;14;5;17.47;;;;
PERINAT_P;2014;330000571;330781220;M2050;3;1;3.45;0;1;;
PERINAT_P;2014;330000571;330781220;MIVG;;1;0.01;;;;
PERINAT_P;2014;330000571;330781220;N2340;;1;0.8;;;;
PERINAT_P;2014;330000571;330781220;N2800;7;5;5.52;;;;
PERINAT_P;2014;330000571;330781220;N280H;6;5;2.94;;;;
PERINAT_P;2014;330000571;330781220;N3120;1;;0.1;;;;
PERINAT_P;2014;330000589;330027509;M1030;4;0;0.2;;;;
PERINAT_P;2014;330000589;330027509;M1140;1;1;1;0;1;;
PERINAT_P;2014;330000589;330027509;M2050;3;2;3.27;;;;
PERINAT_P;2014;330000589;330027509;MIVG;3;2;3.27;;;;
PERINAT_P;2014;330000589;330027509;N2700;0;1;0.2;;;;
PERINAT_P;2014;330000589;330027509;N2800;9;9;16.71;;;;
PERINAT_P;2014;330000589;330027509;N280H;9;9;16.71;;;;
PERINAT_P;2014;330000597;330027509;N2800;2;1;1.94;;;;
PERINAT_P;2014;330000597;330027509;N280H;2;1;1.94;;;;
PERINAT_P;2014;330000605;330781253;M1140;8;;2.17;1;0;;
PERINAT_P;2014;330000605;330781253;M2050;9;;8.84;;;;
PERINAT_P;2014;330000605;330781253;MIVG;;2;0.55;;;;
PERINAT_P;2014;330000605;330781253;N2340;9;4;10.61;;;;
PERINAT_P;2014;330000605;330781253;N2800;18;16;29.06;;;;
PERINAT_P;2014;330780263;330000134;M1030;;11;3.3;1;0;0;0
PERINAT_P;2014;330780263;330000134;M1140;;4;2;0;1;;
PERINAT_P;2014;330780263;330000134;M2050;4;4;5.7;1;0;;
PERINAT_P;2014;330780263;330000134;MIVG;;1;0.2;;;;
PERINAT_P;2014;330780263;330000134;N2700;;1;0.75;;;;
PERINAT_P;2014;330780263;330000134;N2800;17;7;20.95;;;;
PERINAT_P;2014;330780263;330000134;N280H;4;;4;;;;
PERINAT_P;2014;330780263;330000134;N3120;;1;0.05;;;;
PERINAT_P;2014;330780479;330000274;M1030;;13;2.5;;;;
PERINAT_P;2014;330780479;330000274;M1140;3;3;4.5;;;;
PERINAT_P;2014;330780479;330000274;M2050;14;;14;;;;
PERINAT_P;2014;330780479;330000274;N2340;6;;6;;;;
PERINAT_P;2014;330780479;330000274;N2700;;1;0.5;;;;
PERINAT_P;2014;330780479;330000274;N2800;19;10;25.5;;;;
PERINAT_P;2014;330780479;330000274;N280H;11;7;16.1;;;;
PERINAT_P;2014;330780479;330000274;N3120;;1;0.5;;;;
PERINAT_P;2014;330780495;330796392;M1140;;1;0.5;;1;;
PERINAT_P;2014;330780495;330796392;M2050;3;;3;;;;
PERINAT_P;2014;330780495;330796392;N2800;6;1;7.95;;;;
PERINAT_P;2014;330780495;330796392;N280H;5;0;6.06;;;;
PERINAT_P;2014;330780503;330000308;M1030;11;;11;0;;;
PERINAT_P;2014;330780503;330000308;M1140;;4;2;;0;;
PERINAT_P;2014;330780503;330000308;M2050;5;;5;1;;;
PERINAT_P;2014;330780503;330000308;N2800;9;3;10.83;;;;
PERINAT_P;2014;330780503;330000308;N280H;9;3;10.83;;;;
PERINAT_P;2014;330780537;330000324;M1030;4;0;4;0;1;;0
PERINAT_P;2014;330780537;330000324;M2050;3;0;3;0;1;;
PERINAT_P;2014;330780537;330000324;MIVG;3;0;3;;;;
PERINAT_P;2014;330780537;330000324;N2800;8;2;8.67;;;;
PERINAT_P;2014;330780537;330000324;N280H;8;2;8.67;;;;
PERINAT_P;2014;330781360;330781196;M1030;9;;9;;;;
PERINAT_P;2014;330781360;330781196;M1140;15;5;16.08;;;;
PERINAT_P;2014;330781360;330781196;M2050;26;23;20.01;;;;
PERINAT_P;2014;330781360;330781196;MIVG;;4;2.23;;;;
PERINAT_P;2014;330781360;330781196;N2340;75;47;109.79;;;;
PERINAT_P;2014;330781360;330781196;N2700;;5;2.68;;;;
PERINAT_P;2014;330781360;330781196;N2800;80;49;96.38;;;;
PERINAT_P;2014;330782582;330000928;M1030;10;;10;1;0;0;1
PERINAT_P;2014;330782582;330000928;M1140;2;1;3;1;0;;
PERINAT_P;2014;330782582;330000928;M2050;7;1;8;0;1;;
PERINAT_P;2014;330782582;330000928;MIVG;2;1;3;;;;
PERINAT_P;2014;330782582;330000928;N2340;13;7;16.3;;;;
PERINAT_P;2014;330782582;330000928;N2700;;2;1.49;;;;
PERINAT_P;2014;330782582;330000928;N2800;13;4;12.79;;;;
PERINAT_P;2014;330782582;330000928;N280H;13;5;12.79;;;;
PERINAT_P;2014;330782582;330000928;N3120;;1;0.6;;;;
PERINAT_P;2014;340000033;340780055;M1030;2;0;1.95;1;;0;
PERINAT_P;2014;340000033;340780055;M1140;8;1;1.7;1;;;
PERINAT_P;2014;340000033;340780055;M2050;5;0;3.85;1;;;
PERINAT_P;2014;340000033;340780055;MIVG;4;1;0.81;;;;
PERINAT_P;2014;340000033;340780055;N2340;19;;15.19;;;;
PERINAT_P;2014;340000033;340780055;N2800;24;14;30.61;;;;
PERINAT_P;2014;340000033;340780055;N280H;14;;12.14;;;;
PERINAT_P;2014;340000223;340011295;M1140;3;1;1.4;0;1;;
PERINAT_P;2014;340000223;340011295;M2050;4;1;3.48;0;1;;
PERINAT_P;2014;340000223;340011295;N2340;4;3;2.95;;;;
PERINAT_P;2014;340000223;340011295;N2800;10;5;13.09;;;;
PERINAT_P;2014;340000223;340011295;N280H;10;5;13.09;;;;
PERINAT_P;2014;340000223;340011295;N3120;1;;0.25;;;;
PERINAT_P;2014;340009885;340009877;M1030;4;2;5;1;0;1;
PERINAT_P;2014;340009885;340009877;M1140;;9;2;0;1;;
PERINAT_P;2014;340009885;340009877;M2050;;11;5.5;1;0;;
PERINAT_P;2014;340009885;340009877;MIVG;;17;3.4;;;;
PERINAT_P;2014;340009885;340009877;N2700;;1;0.1;;;;
PERINAT_P;2014;340009885;340009877;N2800;11;11;17;;;;
PERINAT_P;2014;340009885;340009877;N280H;11;11;17;;;;
PERINAT_P;2014;340780675;340000298;M1030;;7;1;1;0;;
PERINAT_P;2014;340780675;340000298;M1140;;7;1;1;0;;
PERINAT_P;2014;340780675;340000298;M2050;;18;2;1;0;;
PERINAT_P;2014;340780675;340000298;N2340;6;;6;;;;
PERINAT_P;2014;340780675;340000298;N2700;1;;0.73;;;;
PERINAT_P;2014;340780675;340000298;N2800;19;7;22.18;;;;
PERINAT_P;2014;340780675;340000298;N280H;10;2;11.17;;;;
PERINAT_P;2014;340780675;340000298;N3120;;1;0.1;;;;
PERINAT_P;2014;340780683;340000306;M1030;;9;4.5;1;;1;
PERINAT_P;2014;340780683;340000306;M1140;;12;7;1;;;
PERINAT_P;2014;340780683;340000306;M2050;;26;12.5;1;;;
PERINAT_P;2014;340780683;340000306;MIVG;;20;10;;;;
PERINAT_P;2014;340780717;340008150;M1030;2;2;3;;1;;0
PERINAT_P;2014;340780717;340008150;M1140;3;;3;;1;;
PERINAT_P;2014;340780717;340008150;M2050;3;1;3.8;;1;;
PERINAT_P;2014;340780717;340008150;MIVG;3;1;3.8;;;;
PERINAT_P;2014;340780717;340008150;N2700;;1;0.5;;;;
PERINAT_P;2014;340780717;340008150;N2800;4;4;6.28;;;;
PERINAT_P;2014;340780717;340008150;N280H;;;1;;;;
PERINAT_P;2014;340780717;340008150;N3120;;1;0.09;;;;
PERINAT_P;2014;340780741;340000348;M1030;3;;;0;1;0;0
PERINAT_P;2014;340780741;340000348;M1140;2;2;;0;1;;
PERINAT_P;2014;340780741;340000348;M2050;3;;;0;1;;
PERINAT_P;2014;340780741;340000348;MIVG;3;;;;;;
PERINAT_P;2014;340780741;340000348;N2340;2;;;;;;
PERINAT_P;2014;340780741;340000348;N2700;;1;;;;;
PERINAT_P;2014;340780741;340000348;N2800;6;;;;;;
PERINAT_P;2014;340796663;340780477;M1140;7;11;8.77;;;;
PERINAT_P;2014;340796663;340780477;M2050;3;14;5.73;;;;
PERINAT_P;2014;340796663;340780477;MIVG;1;3;1.4;;;;
PERINAT_P;2014;340796663;340780477;N2340;91;8;86.12;;;;
PERINAT_P;2014;340796663;340780477;N2700;2;5;3.65;;;;
PERINAT_P;2014;340796663;340780477;N2800;42;18;46.27;;;;
PERINAT_P;2014;340796663;340780477;N280H;38;14;41.97;;;;
PERINAT_P;2014;350000121;350000303;M1030;27;;27;1;1;1;0
PERINAT_P;2014;350000121;350000303;M1140;5;;5;0;1;;
PERINAT_P;2014;350000121;350000303;M2050;13;;13;0;1;;
PERINAT_P;2014;350000121;350000303;N2340;4;5;7.7;;;;
PERINAT_P;2014;350000121;350000303;N2700;1;;1;;;;
PERINAT_P;2014;350000121;350000303;N2800;14;12;25.33;;;;
PERINAT_P;2014;350000121;350000303;N3120;1;;1;;;;
PERINAT_P;2014;350000139;350001137;M1140;;5;3.19;0;1;;
PERINAT_P;2014;350000139;350001137;M2050;8;8;10.58;1;1;;
PERINAT_P;2014;350000139;350001137;N2340;2;19;15.19;;;;
PERINAT_P;2014;350000139;350001137;N2700;1;1;1.6;;;;
PERINAT_P;2014;350000139;350001137;N2800;26;35;51.98;;;;
PERINAT_P;2014;350000147;350000022;M1030;7;2;1;1;0;;
PERINAT_P;2014;350000147;350000022;M1140;;1;0.54;0;1;;
PERINAT_P;2014;350000147;350000022;M2050;7;5;2.91;1;0;;
PERINAT_P;2014;350000147;350000022;MIVG;1;2;0.62;;;;
PERINAT_P;2014;350000147;350000022;N2340;8;5;11.6;;;;
PERINAT_P;2014;350000147;350000022;N2700;;1;0.27;;;;
PERINAT_P;2014;350000147;350000022;N2800;10;16;25.67;;;;
PERINAT_P;2014;350000147;350000022;N280H;10;3;11.4;;;;
PERINAT_P;2014;350000147;350000022;N3120;;1;0.2;;;;
PERINAT_P;2014;350000154;350000030;M1030;3;2;0.45;1;0;0;0
PERINAT_P;2014;350000154;350000030;M1140;1;2;1.2;0;1;;
PERINAT_P;2014;350000154;350000030;M2050;4;;2.75;0;1;;
PERINAT_P;2014;350000154;350000030;MIVG;2;;0.1;;;;
PERINAT_P;2014;350000154;350000030;N2340;3;1;1.25;;;;
PERINAT_P;2014;350000154;350000030;N2800;12;5;17.26;;;;
PERINAT_P;2014;350000154;350000030;N280H;12;5;3.84;;;;
PERINAT_P;2014;350000162;350000048;M1140;1;;0.1;0;1;;
PERINAT_P;2014;350000162;350000048;M2050;4;;3.92;0;1;;
PERINAT_P;2014;350000162;350000048;MIVG;1;;0.03;;;;
PERINAT_P;2014;350000162;350000048;N2800;13;8;16.37;;;;
PERINAT_P;2014;350000162;350000048;N280H;12;8;7.94;;;;
PERINAT_P;2014;350000162;350000048;N3120;1;;0.05;;;;
PERINAT_P;2014;350000188;350000055;M1030;;;;0;1;0;0
PERINAT_P;2014;350000188;350000055;M1140;2;2;3.43;0;1;;
PERINAT_P;2014;350000188;350000055;M2050;4;;4;0;1;;
PERINAT_P;2014;350000188;350000055;N2700;1;;0.15;;;;
PERINAT_P;2014;350000188;350000055;N2800;8;7;8.17;;;;
PERINAT_P;2014;350000188;350000055;N280H;4;4;7.02;;;;
PERINAT_P;2014;350007084;350005179;M1030;6;;4.24;1;0;0;0
PERINAT_P;2014;350007084;350005179;M1140;11;;9.44;1;0;;
PERINAT_P;2014;350007084;350005179;M2050;22;;15.52;1;0;;
PERINAT_P;2014;350007084;350005179;MIVG;1;;0.95;;;;
PERINAT_P;2014;350007084;350005179;N2340;48;35;76.79;;;;
PERINAT_P;2014;350007084;350005179;N2700;2;2;2.59;;;;
PERINAT_P;2014;350007084;350005179;N2800;61;41;90.16;;;;
PERINAT_P;2014;350007084;350005179;N280H;61;41;90.16;;;;
PERINAT_P;2014;360000038;360000046;M2050;;4;0.8;0;0;;
PERINAT_P;2014;360000038;360000046;N2800;2;1;2.8;;;;
PERINAT_P;2014;360000129;360000269;M2050;0;1;0.1;;;;
PERINAT_P;2014;360000137;360000053;M1140;;;0.15;;;;
PERINAT_P;2014;360000137;360000053;M2050;;;1.8;;;;
PERINAT_P;2014;360000137;360000053;N2800;11;1;11.02;;;;
PERINAT_P;2014;360000160;360000079;M1030;;;0.6;0;1;0;0
PERINAT_P;2014;360000160;360000079;M1140;1;3;1.42;0;1;;
PERINAT_P;2014;360000160;360000079;M2050;;3;2.24;0;1;;
PERINAT_P;2014;360000160;360000079;N2800;5;4;7.06;;;;
PERINAT_P;2014;360000160;360000079;N280H;5;1;5.5;;;;
PERINAT_P;2014;370000499;370000481;M1030;7;1;6.79;0;1;0;0
PERINAT_P;2014;370000499;370000481;M1140;13;2;11.66;1;1;;
PERINAT_P;2014;370000499;370000481;N2340;16;10;24.52;;;;
PERINAT_P;2014;370000531;370000606;M1030;;;;1;;1;
PERINAT_P;2014;370000531;370000606;M1140;1;1;1.35;0;;;
PERINAT_P;2014;370000531;370000606;M2050;2;1;2.79;1;;;
PERINAT_P;2014;370000531;370000606;N2800;11;5;14.09;;;;
PERINAT_P;2014;370000531;370000606;N280H;6;2;6;;;;
PERINAT_P;2014;370000861;370000481;M1030;8;1;8.17;1;0;1;
PERINAT_P;2014;370000861;370000481;M1140;2;;0.52;0;0;;
PERINAT_P;2014;370000861;370000481;M2050;14;6;17.46;1;1;;
PERINAT_P;2014;370000861;370000481;MIVG;1;4;3.74;;;;
PERINAT_P;2014;370000861;370000481;N2340;3;5;6.97;;;;
PERINAT_P;2014;370000861;370000481;N2700;3;0;2.75;;;;
PERINAT_P;2014;370000861;370000481;N2800;53;31;58.57;;;;
PERINAT_P;2014;370000861;370000481;N280H;45;27;45.02;;;;
PERINAT_P;2014;370000879;370000564;M1140;;2;1.4;0;0;;
PERINAT_P;2014;370000879;370000564;M2050;3;;0.7;0;0;;
PERINAT_P;2014;370000879;370000564;MIVG;1;;0.1;;;;
PERINAT_P;2014;370000879;370000564;N2800;7;3;7.8;;;;
PERINAT_P;2014;370007569;370007528;M1030;;;;1;1;1;0
PERINAT_P;2014;370007569;370007528;M1140;3;;3;1;;;
PERINAT_P;2014;370007569;370007528;M2050;13;;13;1;;;
PERINAT_P;2014;370007569;370007528;N2340;4;1;4.8;;;;
PERINAT_P;2014;370007569;370007528;N2700;;1;0.3;;;;
PERINAT_P;2014;370007569;370007528;N2800;12;4;14;;;;
PERINAT_P;2014;370007569;370007528;N3120;;1;0.3;;;;
PERINAT_P;2014;380000026;380780031;N2800;1;1;1.75;;;;
PERINAT_P;2014;380000034;380780049;M2050;3;;1.2;;;;
PERINAT_P;2014;380000034;380780049;MIVG;;3;1.77;;;;
PERINAT_P;2014;380000034;380780049;N2700;;1;0.6;;;;
PERINAT_P;2014;380000034;380780049;N2800;13;10;18.86;;;;
PERINAT_P;2014;380000042;380780056;M2050;;1;0.1;0;0;;
PERINAT_P;2014;380000042;380780056;N2800;;1;0.5;;;;
PERINAT_P;2014;380000067;380780080;M1030;1;;0.5;1;;0;
PERINAT_P;2014;380000067;380780080;M1140;6;3;5.91;1;1;;
PERINAT_P;2014;380000067;380780080;M2050;10;12;8.48;1;1;;
PERINAT_P;2014;380000067;380780080;MIVG;;6;1.99;;;;
PERINAT_P;2014;380000067;380780080;N2340;31;37;58.84;;;;
PERINAT_P;2014;380000067;380780080;N2700;;2;1.2;;;;
PERINAT_P;2014;380000067;380780080;N2800;46;32;72.37;;;;
PERINAT_P;2014;380000091;380780171;M2050;;1;0.35;0;0;;
PERINAT_P;2014;380000091;380780171;N2800;2;1;2.6;;;;
PERINAT_P;2014;380000174;380781435;M1030;4;0;0.35;1;0;0;0
PERINAT_P;2014;380000174;380781435;M1140;4;1;2.65;1;0;;
PERINAT_P;2014;380000174;380781435;M2050;6;3;5.86;1;0;;
PERINAT_P;2014;380000174;380781435;MIVG;0;2;0.81;;;;
PERINAT_P;2014;380000174;380781435;N2340;;2;1.7;;;;
PERINAT_P;2014;380000174;380781435;N2700;;1;0.8;;;;
PERINAT_P;2014;380000174;380781435;N2800;28;11;33.86;;;;
PERINAT_P;2014;380000174;380781435;N280H;16;10;19.7;;;;
PERINAT_P;2014;380000174;380781435;N3120;1;;0.1;;;;
PERINAT_P;2014;380000406;380784751;M1030;;;;1;0;0;0
PERINAT_P;2014;380000406;380784751;M1140;;;;0;1;;
PERINAT_P;2014;380000406;380784751;M2050;6;2;3.17;1;0;;
PERINAT_P;2014;380000406;380784751;MIVG;;3;0.43;;;;
PERINAT_P;2014;380000406;380784751;N2340;2;7;5.07;;;;
PERINAT_P;2014;380000406;380784751;N2700;1;1;1.08;;;;
PERINAT_P;2014;380000406;380784751;N2800;3;10;10.38;;;;
PERINAT_P;2014;380000406;380784751;N280H;3;10;10.38;;;;
PERINAT_P;2014;380012658;380012609;M1030;8;5;10.6;1;0;1;0
PERINAT_P;2014;380012658;380012609;M1140;;8;2;0;1;;
PERINAT_P;2014;380012658;380012609;M2050;6;13;12.3;1;1;;
PERINAT_P;2014;380012658;380012609;MIVG;4;;0.45;;;;
PERINAT_P;2014;380012658;380012609;N2340;;2;1.5;;;;
PERINAT_P;2014;380012658;380012609;N2800;14;18;27.36;;;;
PERINAT_P;2014;380780197;380798173;M1030;10;1;10.5;1;;1;
PERINAT_P;2014;380780197;380798173;M1140;3;1;3.5;0;1;;
PERINAT_P;2014;380780197;380798173;M2050;3;1;3.5;1;;;
PERINAT_P;2014;380780197;380798173;N2340;1;1;1.57;;;;
PERINAT_P;2014;380780197;380798173;N2700;;1;0.4;;;;
PERINAT_P;2014;380780197;380798173;N2800;9;13;19.69;;;;
PERINAT_P;2014;380780197;380798173;N280H;7;13;9.63;;;;
PERINAT_P;2014;380780197;380798173;N3120;1;1;1.7;;;;
PERINAT_P;2014;380780288;380795203;M2050;;1;0.5;0;0;;
PERINAT_P;2014;380785956;380795211;M1030;;13;13;0;1;;0
PERINAT_P;2014;380785956;380795211;M1140;8;;8;0;1;;
PERINAT_P;2014;380785956;380795211;M2050;8;;8;0;1;;
PERINAT_P;2014;380785956;380795211;N2340;2;;2;;;;
PERINAT_P;2014;380785956;380795211;N2700;;1;0.17;;;;
PERINAT_P;2014;380785956;380795211;N2800;8;6;14.06;;;;
PERINAT_P;2014;380785956;380795211;N280H;8;6;14.06;;;;
PERINAT_P;2014;380786442;380798025;M1030;20;;20;1;;1;
PERINAT_P;2014;380786442;380798025;M1140;2;7;5.5;0;1;;
PERINAT_P;2014;380786442;380798025;M2050;16;1;16.5;1;1;;
PERINAT_P;2014;380786442;380798025;MIVG;8;;8;;;;
PERINAT_P;2014;380786442;380798025;N2340;4;6;8.03;;;;
PERINAT_P;2014;380786442;380798025;N2700;;2;0.5;;;;
PERINAT_P;2014;380786442;380798025;N2800;10;23;24.79;;;;
PERINAT_P;2014;380786442;380798025;N280H;2;3;3.81;;;;
PERINAT_P;2014;390000040;390780146;M1140;;2;0.72;0;1;;
PERINAT_P;2014;390000040;390780146;M2050;1;4;1.3;0;1;;
PERINAT_P;2014;390000040;390780146;MIVG;;2;0.4;;;;
PERINAT_P;2014;390000040;390780146;N2340;;12;5.21;;;;
PERINAT_P;2014;390000040;390780146;N2700;1;;1;;;;
PERINAT_P;2014;390000040;390780146;N2800;;30;21.65;;;;
PERINAT_P;2014;390000040;390780146;N280H;;30;13.61;;;;
PERINAT_P;2014;390000065;390780161;M2050;2;2;2.95;0;1;;
PERINAT_P;2014;390000065;390780161;N2800;7;6;12.25;;;;
PERINAT_P;2014;390000222;390780609;M1140;;;0.1;0;1;;
PERINAT_P;2014;390000222;390780609;M2050;5;2;5.98;1;1;;
PERINAT_P;2014;390000222;390780609;MIVG;;;0.1;;;;
PERINAT_P;2014;390000222;390780609;N2700;;;0.5;;;;
PERINAT_P;2014;390000222;390780609;N2800;14;6;17.65;;;;
PERINAT_P;2014;390000222;390780609;N280H;6;3;7.42;;;;
PERINAT_P;2014;400000105;400780193;M1030;;11;0.77;1;0;0;0
PERINAT_P;2014;400000105;400780193;M1140;;3;0.5;0;1;;
PERINAT_P;2014;400000105;400780193;M2050;2;6;3.5;0;1;;
PERINAT_P;2014;400000105;400780193;MIVG;;1;0.5;;;;
PERINAT_P;2014;400000105;400780193;N2340;;1;0.5;;;;
PERINAT_P;2014;400000105;400780193;N2700;;1;0.5;;;;
PERINAT_P;2014;400000105;400780193;N2800;11;12;19.56;;;;
PERINAT_P;2014;400000105;400780193;N3120;;1;0.3;;;;
PERINAT_P;2014;400000139;400011177;M1030;7;3;9.5;;;;
PERINAT_P;2014;400000139;400011177;M1140;5;2;5.6;0;1;;
PERINAT_P;2014;400000139;400011177;M2050;7;2;7.2;1;0;;
PERINAT_P;2014;400000139;400011177;N2340;9;5;12.23;;;;
PERINAT_P;2014;400000139;400011177;N2800;28;4;29.16;;;;
PERINAT_P;2014;400000139;400011177;N280H;8;0;11.37;;;;
PERINAT_P;2014;400000139;400011177;N3120;1;0;0.8;;;;
PERINAT_P;2014;410000020;410000087;M1030;1;2;2.33;1;0;0;0
PERINAT_P;2014;410000020;410000087;M1140;2;1;2.09;1;;;
PERINAT_P;2014;410000020;410000087;M2050;0;12;6.35;1;;;
PERINAT_P;2014;410000020;410000087;MIVG;0;28;1.95;;;;
PERINAT_P;2014;410000020;410000087;N2340;16;12;24.61;;;;
PERINAT_P;2014;410000020;410000087;N2700;1;1;1.13;;;;
PERINAT_P;2014;410000020;410000087;N2800;11;16;23.8;;;;
PERINAT_P;2014;410000020;410000087;N280H;7;9;12;;;;
PERINAT_P;2014;410000046;410000103;M1030;2;3;3.59;1;0;;
PERINAT_P;2014;410000046;410000103;M1140;3;;3;1;1;;
PERINAT_P;2014;410000046;410000103;M2050;5;;3.75;1;1;;
PERINAT_P;2014;410000046;410000103;N2800;11;5;14.29;;;;
PERINAT_P;2014;410000046;410000103;N280H;11;5;14.29;;;;
PERINAT_P;2014;410000202;410000319;M1030;4;2;5.5;0;1;0;0
PERINAT_P;2014;410000202;410000319;M1140;2;1;2.25;0;1;;
PERINAT_P;2014;410000202;410000319;M2050;4;;4;0;1;;
PERINAT_P;2014;410000202;410000319;N2340;1;;1;;;;
PERINAT_P;2014;410000202;410000319;N2700;;1;0.1;;;;
PERINAT_P;2014;410000202;410000319;N2800;7;3;9.38;;;;
PERINAT_P;2014;410000202;410000319;N280H;7;3;9.38;;;;
PERINAT_P;2014;410000202;410000319;N3120;;1;0.1;;;;
PERINAT_P;2014;410004998;410000871;M1030;4;;4;0;1;1;0
PERINAT_P;2014;410004998;410000871;M1140;4;;4;0;1;;
PERINAT_P;2014;410004998;410000871;M2050;3;;3;1;1;;
PERINAT_P;2014;410004998;410000871;N2340;;1;0.8;;;;
PERINAT_P;2014;410004998;410000871;N2700;;1;0.09;;;;
PERINAT_P;2014;410004998;410000871;N2800;5;8;10.55;;;;
PERINAT_P;2014;410004998;410000871;N280H;;1;1;;;;
PERINAT_P;2014;420000010;420780033;M1030;0;0;0;1;0;1;0
PERINAT_P;2014;420000010;420780033;M1140;7;1;1.32;1;0;;
PERINAT_P;2014;420000010;420780033;M2050;7;2;6.18;1;0;;
