BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2014;550003370;550006795;N2210;9;;8.51;0
USLD_P;2014;550003370;550006795;N2460;2;;0.3;
USLD_P;2014;550003370;550006795;N2510;27;3;28.77;0
USLD_P;2014;550003370;550006795;N3120;1;;0.1;
USLD_P;2014;550003370;550006795;NAUT;9;5;2.8;
USLD_P;2014;560000127;560023210;M1320;1;1;0.64;
USLD_P;2014;560000127;560023210;MEDCH;1;1;0.64;
USLD_P;2014;560000127;560023210;N2210;16;6;10.87;1
USLD_P;2014;560000127;560023210;N2410;1;1;0.38;1
USLD_P;2014;560000127;560023210;N2460;1;1;1.03;1
USLD_P;2014;560000127;560023210;N2470;1;1;0.28;1
USLD_P;2014;560000127;560023210;N2510;28;10;29;1
USLD_P;2014;560000127;560023210;N3120;0;1;0.1;1
USLD_P;2014;560000127;560023210;NAUT;29;4;11.35;1
USLD_P;2014;560000192;560000044;M1320;;1;0.5;0
USLD_P;2014;560000192;560000044;MEDCH;1;1;0.6;0
USLD_P;2014;560000192;560000044;N2210;9;2;2.13;0
USLD_P;2014;560000192;560000044;N2410;;1;0.16;1
USLD_P;2014;560000192;560000044;N2460;;1;0.17;1
USLD_P;2014;560000192;560000044;N2510;15;5;17.04;0
USLD_P;2014;560000192;560000044;NAUT;10;2;5.34;1
USLD_P;2014;560000200;560023210;M1320;3;;0.56;1
USLD_P;2014;560000200;560023210;MEDCH;3;;0.56;1
USLD_P;2014;560000200;560023210;N2210;8;3;5.24;1
USLD_P;2014;560000200;560023210;N2410;0;0;0;1
USLD_P;2014;560000200;560023210;N2460;0;1;0.05;1
USLD_P;2014;560000200;560023210;N2470;0;0;0;1
USLD_P;2014;560000200;560023210;N2510;19;4;13.54;1
USLD_P;2014;560000200;560023210;N3120;1;0;0.1;1
USLD_P;2014;560000200;560023210;NAUT;15;2;4.09;1
USLD_P;2014;560000275;560005746;M1320;1;;0.45;1
USLD_P;2014;560000275;560005746;MEDCH;1;1;0.73;1
USLD_P;2014;560000275;560005746;N2210;8;5;7.39;
USLD_P;2014;560000275;560005746;N2460;1;;0.12;
USLD_P;2014;560000275;560005746;N2510;29;4;10.37;
USLD_P;2014;560000275;560005746;NAUT;20;8;6.94;
USLD_P;2014;560000291;560000085;M1320;1;;0.25;1
USLD_P;2014;560000291;560000085;MEDCH;1;;0.25;1
USLD_P;2014;560000291;560000085;N2210;3;1;3.29;1
USLD_P;2014;560000291;560000085;N2410;;1;0.15;1
USLD_P;2014;560000291;560000085;N2460;1;;0.1;1
USLD_P;2014;560000291;560000085;N2510;7;;7.03;0
USLD_P;2014;560000291;560000085;NAUT;6;;3.8;1
USLD_P;2014;560000408;560002065;M1320;;1;0.2;
USLD_P;2014;560000408;560002065;MEDCH;;1;0.2;
USLD_P;2014;560000408;560002065;N2210;4;3;5.05;
USLD_P;2014;560000408;560002065;N2410;1;;0.1;
USLD_P;2014;560000408;560002065;N2460;1;;0.3;
USLD_P;2014;560000408;560002065;N2510;9;5;10.9;
USLD_P;2014;560000408;560002065;NAUT;11;3;8.6;
USLD_P;2014;560003980;560005746;M1320;2;2;0.97;1
USLD_P;2014;560003980;560005746;MEDCH;2;4;1.3;1
USLD_P;2014;560003980;560005746;N2210;25;4;16.41;
USLD_P;2014;560003980;560005746;N2410;1;;0.57;
USLD_P;2014;560003980;560005746;N2460;1;;0.31;
USLD_P;2014;560003980;560005746;N2510;66;16;21.95;
USLD_P;2014;560003980;560005746;NAUT;54;10;14.98;
USLD_P;2014;560010092;560002032;N2210;12;2;10.68;1
USLD_P;2014;560010092;560002032;N2470;1;;0.85;1
USLD_P;2014;560010092;560002032;N2510;24;4;24.22;1
USLD_P;2014;560010092;560002032;NAUT;21;4;16.11;1
USLD_P;2014;560012122;560002677;M1320;1;;1;0
USLD_P;2014;560012122;560002677;MEDCH;2;;1.2;0
USLD_P;2014;560012122;560002677;N2210;6;4;9.45;0
USLD_P;2014;560012122;560002677;N2410;;1;0.3;0
USLD_P;2014;560012122;560002677;N2460;1;;1;1
USLD_P;2014;560012122;560002677;N2470;1;;1;1
USLD_P;2014;560012122;560002677;N2510;19;2;18.75;0
USLD_P;2014;560012122;560002677;NAUT;8;2;9.7;0
USLD_P;2014;560014219;560014748;MEDCH;;;0.14;
USLD_P;2014;560014219;560014748;N2210;;;8.35;
USLD_P;2014;560014219;560014748;N2510;;;7.07;
USLD_P;2014;560014219;560014748;NAUT;;;1;
USLD_P;2014;560015422;560002214;N2210;12;2;6.88;
USLD_P;2014;560015422;560002214;N2470;;1;0.49;
USLD_P;2014;560015422;560002214;N2510;21;4;14.27;
USLD_P;2014;570000125;570015099;M1320;1;;0.75;0
USLD_P;2014;570000125;570015099;MEDCH;1;;0.75;0
USLD_P;2014;570000125;570015099;N2210;8;;8;0
USLD_P;2014;570000125;570015099;N2410;;3;0.06;0
USLD_P;2014;570000125;570015099;N2510;23;1;23.72;0
USLD_P;2014;570000125;570015099;NAUT;1;;0.5;0
USLD_P;2014;570000166;570010173;MEDCH;;2;0.65;0
USLD_P;2014;570000166;570010173;N2210;;7;4.5;0
USLD_P;2014;570000166;570010173;N2510;12;8;14.6;0
USLD_P;2014;570000166;570010173;NAUT;5;3;4.66;0
USLD_P;2014;570000216;570010173;MEDCH;;1;0.38;0
USLD_P;2014;570000216;570010173;N2210;;;2.92;0
USLD_P;2014;570000216;570010173;N2410;;;0.2;0
USLD_P;2014;570000216;570010173;N2510;;;5.83;0
USLD_P;2014;570000216;570010173;NAUT;;;3.69;0
USLD_P;2014;570000349;570005165;M1320;2;0;1.94;1
USLD_P;2014;570000349;570005165;MEDCH;2;0;1.94;1
USLD_P;2014;570000349;570005165;N2210;1;2;1.65;
USLD_P;2014;570000349;570005165;N2510;13;3;14.13;
USLD_P;2014;570000349;570005165;NAUT;4;2;5;
USLD_P;2014;570000448;750050759;MEDCH;;2;0.62;
USLD_P;2014;570000448;750050759;N2210;2;2;3.3;
USLD_P;2014;570000448;750050759;N2410;;1;0.09;
USLD_P;2014;570000448;750050759;N2460;;1;0.54;
USLD_P;2014;570000448;750050759;N2510;8;3;10.1;
USLD_P;2014;570000448;750050759;NAUT;;2;0.5;
USLD_P;2014;570000455;570010173;M1320;;1;0.28;1
USLD_P;2014;570000455;570010173;MEDCH;;3;0.74;1
USLD_P;2014;570000455;570010173;N2210;3;3;4.51;1
USLD_P;2014;570000455;570010173;N2410;;1;0.32;1
USLD_P;2014;570000455;570010173;N2460;;1;0.21;1
USLD_P;2014;570000455;570010173;N2470;;;;1
USLD_P;2014;570000455;570010173;N2510;7;6;9.89;1
USLD_P;2014;570000455;570010173;N3120;;;;1
USLD_P;2014;570000455;570010173;NAUT;9;2;9.95;1
USLD_P;2014;570000489;750050759;MEDCH;1;1;1.4;0
USLD_P;2014;570000489;750050759;N2210;9;;9;0
USLD_P;2014;570000489;750050759;N2410;;1;0.4;0
USLD_P;2014;570000489;750050759;N2460;;1;0.4;0
USLD_P;2014;570000489;750050759;N2510;21;;21;0
USLD_P;2014;570000489;750050759;NAUT;3;1;3.4;0
USLD_P;2014;570000562;570011353;M1320;;1;0.4;1
USLD_P;2014;570000562;570011353;MEDCH;;1;0.59;1
USLD_P;2014;570000562;570011353;N2210;;8;6.28;1
USLD_P;2014;570000562;570011353;N2410;;2;0.66;1
USLD_P;2014;570000562;570011353;N2460;;2;0.31;1
USLD_P;2014;570000562;570011353;N2510;;15;13.24;1
USLD_P;2014;570000562;570011353;N3120;;1;0.31;1
USLD_P;2014;570000562;570011353;NAUT;;15;10.65;1
USLD_P;2014;570000661;570000158;MEDCH;;1;0.9;
USLD_P;2014;570000661;570000158;N2210;6;4;8.56;0
USLD_P;2014;570000661;570000158;N2510;8;2;9.53;0
USLD_P;2014;570000661;570000158;NAUT;5;;4.75;0
USLD_P;2014;570000893;570000141;N2210;9;;8.09;0
USLD_P;2014;570000893;570000141;N2410;;;0.16;1
USLD_P;2014;570000893;570000141;N2460;;;0.15;1
USLD_P;2014;570000893;570000141;N2510;11;;10.07;0
USLD_P;2014;570000893;570000141;NAUT;7;1;8.1;1
USLD_P;2014;570000968;570000430;MEDCH;;1;0.2;0
USLD_P;2014;570000968;570000430;N2210;8;;7.5;0
USLD_P;2014;570000968;570000430;N2460;;1;0.5;0
USLD_P;2014;570000968;570000430;N2510;11;4;13.56;0
USLD_P;2014;570000968;570000430;NAUT;2;8;7.39;0
USLD_P;2014;570003079;570010181;M1320;1;1;1.5;
USLD_P;2014;570003079;570010181;MEDCH;1;2;2;
USLD_P;2014;570003079;570010181;N2210;13;2;13.85;
USLD_P;2014;570003079;570010181;N2410;;2;1;
USLD_P;2014;570003079;570010181;N2460;;1;0.75;
USLD_P;2014;570003079;570010181;N2510;21;3;22.65;
USLD_P;2014;570003079;570010181;NAUT;10;22;21.15;
USLD_P;2014;570005215;570005165;M1320;1;;0.5;1
USLD_P;2014;570005215;570005165;MEDCH;1;;0.5;1
USLD_P;2014;570005215;570005165;N2210;4;2;5.24;
USLD_P;2014;570005215;570005165;N2410;;1;0.2;
USLD_P;2014;570005215;570005165;N2460;;1;0.4;
USLD_P;2014;570005215;570005165;N2510;15;;16.37;
USLD_P;2014;570005215;570005165;N3120;;1;0.05;
USLD_P;2014;570005215;570005165;NAUT;7;7;9.33;
USLD_P;2014;570012369;570011387;MEDCH;;2;0.75;
USLD_P;2014;570012369;570011387;N2210;3;2;4.4;
USLD_P;2014;570012369;570011387;N2510;9;6;11.47;
USLD_P;2014;570012369;570011387;NAUT;;64;14.74;
USLD_P;2014;570020578;570023630;M1320;;1;0.5;0
USLD_P;2014;570020578;570023630;MEDCH;;1;0.5;0
USLD_P;2014;570020578;570023630;N2210;6;2;7.4;0
USLD_P;2014;570020578;570023630;N2460;;1;0.5;0
USLD_P;2014;570020578;570023630;N2510;9;1;9.75;0
USLD_P;2014;570020578;570023630;NAUT;4;4;6;0
USLD_P;2014;580971646;580780039;M1320;2;;1.45;0
USLD_P;2014;580971646;580780039;MEDCH;2;;1.45;0
USLD_P;2014;580971646;580780039;N2210;13;10;19.03;
USLD_P;2014;580971646;580780039;N2510;44;8;44.9;
USLD_P;2014;580971646;580780039;N3120;;1;0.3;
USLD_P;2014;580971646;580780039;NAUT;21;7;5.55;
USLD_P;2014;580972628;580780039;M1320;1;;0.17;1
USLD_P;2014;580972628;580780039;MEDCH;1;;0.17;1
USLD_P;2014;580972628;580780039;N2210;1;1;1.3;1
USLD_P;2014;580972628;580780039;N2460;;1;0.2;1
USLD_P;2014;580972628;580780039;N2470;;1;0.5;0
USLD_P;2014;580972628;580780039;N2510;8;2;7.39;
USLD_P;2014;580972644;580781136;N2210;9;1;9;
USLD_P;2014;580972644;580781136;N2410;;1;0.5;
USLD_P;2014;580972644;580781136;N2510;11;1;11.7;
USLD_P;2014;580972644;580781136;NAUT;20;;11.6;
USLD_P;2014;580972651;580780047;M1320;1;;0.36;
USLD_P;2014;580972651;580780047;MEDCH;2;;0.61;
USLD_P;2014;580972651;580780047;N2210;2;;1.86;
USLD_P;2014;580972651;580780047;N2410;1;;0.05;
USLD_P;2014;580972651;580780047;N2510;12;1;12.86;
USLD_P;2014;580972651;580780047;N3120;1;;0.01;
USLD_P;2014;580972651;580780047;NAUT;11;;11;
USLD_P;2014;580972677;580780088;MEDCH;1;1;1.09;1
USLD_P;2014;580972677;580780088;N2210;7;1;7.86;0
USLD_P;2014;580972677;580780088;N2410;1;;1;1
USLD_P;2014;580972677;580780088;N2510;20;;20;0
USLD_P;2014;580972677;580780088;N3120;2;;2;1
USLD_P;2014;580972677;580780088;NAUT;32;1;33;1
USLD_P;2014;580972701;580970978;MEDCH;;2;0.2;1
USLD_P;2014;580972701;580970978;N2210;4;;4;1
USLD_P;2014;580972701;580970978;N2510;15;;15;1
USLD_P;2014;580972719;580780757;MEDCH;;1;0.5;
USLD_P;2014;580972719;580780757;N2210;5;1;5.16;
USLD_P;2014;580972719;580780757;N2510;12;3;13.7;
USLD_P;2014;580972719;580780757;NAUT;6;3;8.22;
USLD_P;2014;590000014;590780052;M1320;1;1;0.5;1
USLD_P;2014;590000014;590780052;MEDCH;2;2;0.68;1
USLD_P;2014;590000014;590780052;N2210;5;1;4.87;1
USLD_P;2014;590000014;590780052;N2410;1;2;0.62;1
USLD_P;2014;590000014;590780052;N2470;;;;1
USLD_P;2014;590000014;590780052;N2510;15;2;16.05;1
USLD_P;2014;590000014;590780052;N3120;1;;0.23;1
USLD_P;2014;590000014;590780052;NAUT;21;1;10.6;1
USLD_P;2014;590000121;590780227;MEDCH;2;1;1.6;1
USLD_P;2014;590000121;590780227;N2210;8;4;11.99;
USLD_P;2014;590000121;590780227;N2410;1;;1;
USLD_P;2014;590000121;590780227;N2510;19;2;22.73;
USLD_P;2014;590000121;590780227;N3120;;;0.25;
USLD_P;2014;590000121;590780227;NAUT;14;;10.36;
USLD_P;2014;590000337;590781415;MEDCH;1;1;1.5;0
USLD_P;2014;590000337;590781415;N2210;43;3;43.71;
USLD_P;2014;590000337;590781415;N2510;1;1;1.46;1
USLD_P;2014;590000337;590781415;N3120;;;;1
USLD_P;2014;590000337;590781415;NAUT;18;17;19.14;1
USLD_P;2014;590000428;590781605;MEDCH;;1;0.6;
USLD_P;2014;590000428;590781605;N2210;10;4;12.39;0
USLD_P;2014;590000428;590781605;N2410;;;0.15;0
USLD_P;2014;590000428;590781605;N2510;17;3;19.06;0
USLD_P;2014;590000428;590781605;N3120;;1;0.2;0
USLD_P;2014;590000428;590781605;NAUT;12;7;13.51;0
USLD_P;2014;590000451;590781647;M1320;1;;1;0
USLD_P;2014;590000451;590781647;MEDCH;1;;1;0
USLD_P;2014;590000451;590781647;N2210;8;;8;0
USLD_P;2014;590000451;590781647;N2410;;1;0.8;0
USLD_P;2014;590000451;590781647;N2510;16;;16;0
USLD_P;2014;590000451;590781647;NAUT;11;2;12.3;0
USLD_P;2014;590000469;590781662;MEDCH;0;1;0.75;1
USLD_P;2014;590000469;590781662;N2210;5;;4.81;0
USLD_P;2014;590000469;590781662;N2410;1;1;0.49;0
USLD_P;2014;590000469;590781662;N2510;12;0;10.69;0
USLD_P;2014;590000469;590781662;NAUT;9;1;9.36;0
USLD_P;2014;590000477;590781670;M1320;;1;0.1;
USLD_P;2014;590000477;590781670;MEDCH;;2;1.4;1
USLD_P;2014;590000477;590781670;N2210;5;3;6.9;0
USLD_P;2014;590000477;590781670;N2410;;1;0.5;0
USLD_P;2014;590000477;590781670;N2460;;1;0.1;0
USLD_P;2014;590000477;590781670;N2470;;1;0.4;0
USLD_P;2014;590000477;590781670;N2510;11;9;18.2;0
USLD_P;2014;590000477;590781670;NAUT;7;1;7.8;0
USLD_P;2014;590000527;590781795;M1320;;1;0.43;0
USLD_P;2014;590000527;590781795;MEDCH;;1;0.42;0
USLD_P;2014;590000527;590781795;N2210;6;2;5.41;0
USLD_P;2014;590000527;590781795;N2410;;1;0.33;0
USLD_P;2014;590000527;590781795;N2510;10;2;12.21;0
USLD_P;2014;590000527;590781795;NAUT;10;3;12.1;0
USLD_P;2014;590000592;590782165;M1320;3;0;1.96;0
USLD_P;2014;590000592;590782165;MEDCH;3;0;1.96;0
USLD_P;2014;590000592;590782165;N2210;10;0;10;0
USLD_P;2014;590000592;590782165;N2510;27;14;37.3;0
USLD_P;2014;590000592;590782165;NAUT;9;2;10;0
USLD_P;2014;590001004;590783239;MEDCH;1;;1.04;0
USLD_P;2014;590001004;590783239;N2210;6;;5.99;0
USLD_P;2014;590001004;590783239;N2510;25;4;27.39;0
USLD_P;2014;590001004;590783239;NAUT;15;2;15.09;0
USLD_P;2014;590001582;590785663;MEDCH;2;0;1;
USLD_P;2014;590001582;590785663;N2210;8;1;8.92;
USLD_P;2014;590001582;590785663;N2510;22;6;27.33;
USLD_P;2014;590001582;590785663;N3120;1;0;0.3;
USLD_P;2014;590001582;590785663;NAUT;11;2;12.03;
USLD_P;2014;590044632;590782421;M1320;1;0;1;
USLD_P;2014;590044632;590782421;MEDCH;1;0;1;
USLD_P;2014;590044632;590782421;N2210;5;7;7.25;0
USLD_P;2014;590044632;590782421;N2510;;42;19.71;0
USLD_P;2014;590044632;590782421;NAUT;2;15;8.7;0
USLD_P;2014;590788865;590782421;MEDCH;1;;1;
USLD_P;2014;590788865;590782421;N2210;7;2;8.33;0
USLD_P;2014;590788865;590782421;N2510;;48;25.49;0
USLD_P;2014;590788865;590782421;NAUT;3;11;7.44;0
USLD_P;2014;590791091;590780193;MEDCH;1;;1.38;0
USLD_P;2014;590791091;590780193;N2210;14;8;20.1;0
USLD_P;2014;590791091;590780193;N2410;1;0;1.06;1
USLD_P;2014;590791091;590780193;N2460;0;0;0.1;1
USLD_P;2014;590791091;590780193;N2470;0;0;0.2;1
USLD_P;2014;590791091;590780193;N2510;46;13;58.63;0
USLD_P;2014;590791091;590780193;N3120;;;;1
USLD_P;2014;590791091;590780193;NAUT;18;10;22.2;1
USLD_P;2014;590791323;590782637;M1320;;2;1;1
USLD_P;2014;590791323;590782637;MEDCH;;2;1;1
USLD_P;2014;590791323;590782637;N2210;7;6;12.06;0
USLD_P;2014;590791323;590782637;N2410;;1;0.3;0
USLD_P;2014;590791323;590782637;N2510;22;5;26;
USLD_P;2014;590791323;590782637;N3120;;1;0.4;1
USLD_P;2014;590791323;590782637;NAUT;11;5;15.45;0
USLD_P;2014;590804696;590781902;M1320;;1;0.9;1
USLD_P;2014;590804696;590781902;MEDCH;1;1;1.9;1
USLD_P;2014;590804696;590781902;N2210;5;4;8.24;0
USLD_P;2014;590804696;590781902;N2410;1;;0.5;1
USLD_P;2014;590804696;590781902;N2460;1;;0.02;1
USLD_P;2014;590804696;590781902;N2470;;1;0.11;0
USLD_P;2014;590804696;590781902;N2510;20;6;21.11;0
USLD_P;2014;590804696;590781902;N3120;;1;0.5;0
USLD_P;2014;590804696;590781902;NAUT;23;15;26.26;1
USLD_P;2014;590812186;590782421;M1320;1;1;1.6;
USLD_P;2014;590812186;590782421;MEDCH;1;1;1.6;
USLD_P;2014;590812186;590782421;N2210;4;1;4.99;1
USLD_P;2014;590812186;590782421;N2510;1;38;21.06;1
USLD_P;2014;590812186;590782421;NAUT;0;9;4.07;0
USLD_P;2014;590812749;590782215;M1320;;1;0.2;1
USLD_P;2014;590812749;590782215;MEDCH;;2;0.25;1
USLD_P;2014;590812749;590782215;N2210;16;2;15.98;1
USLD_P;2014;590812749;590782215;N2470;2;;1.67;0
USLD_P;2014;590812749;590782215;N2510;30;8;39.56;1
USLD_P;2014;590812749;590782215;NAUT;27;3;23.32;1
USLD_P;2014;600000020;600100085;MEDCH;1;0;0.15;1
USLD_P;2014;600000020;600100085;N2210;4;1;4.84;0
USLD_P;2014;600000020;600100085;N2510;13;1;12.22;0
USLD_P;2014;600000020;600100085;NAUT;11;1;6.28;0
USLD_P;2014;600000046;600100127;MEDCH;2;;1.1;0
USLD_P;2014;600000046;600100127;N2210;3;;2.66;0
USLD_P;2014;600000046;600100127;N2410;1;;0.29;0
USLD_P;2014;600000046;600100127;N2510;13;;14.7;0
USLD_P;2014;600000046;600100127;NAUT;5;;4.63;0
USLD_P;2014;600000053;600101984;M1320;3;1;2.2;0
USLD_P;2014;600000053;600101984;MEDCH;3;1;2.2;0
USLD_P;2014;600000053;600101984;N2210;10;5;14.13;0
USLD_P;2014;600000053;600101984;N2470;0;1;0.5;0
USLD_P;2014;600000053;600101984;N2510;22;8;26.7;0
USLD_P;2014;600000053;600101984;NAUT;23;0;22.43;0
USLD_P;2014;600000152;600100572;M1320;0;1;0.4;0
USLD_P;2014;600000152;600100572;MEDCH;1;2;2;0
USLD_P;2014;600000152;600100572;N2210;5;2;6.8;0
USLD_P;2014;600000152;600100572;N2410;0;2;1;0
USLD_P;2014;600000152;600100572;N2470;1;0;1;0
USLD_P;2014;600000152;600100572;N2510;34;1;33.18;0
USLD_P;2014;600000152;600100572;NAUT;22;2;23.39;0
USLD_P;2014;600000186;600100648;M1320;2;0;2;0
USLD_P;2014;600000186;600100648;MEDCH;2;1;2.2;0
USLD_P;2014;600000186;600100648;N2210;12;1;11.8;0
USLD_P;2014;600000186;600100648;N2510;30;4;33.2;0
USLD_P;2014;600000186;600100648;NAUT;20;3;21.8;1
USLD_P;2014;600000285;600100721;M1320;0;0;0;1
USLD_P;2014;600000285;600100721;MEDCH;4;1;2.4;1
USLD_P;2014;600000285;600100721;N2210;8;3;8.54;1
USLD_P;2014;600000285;600100721;N2510;7;1;8.19;1
USLD_P;2014;600000285;600100721;NAUT;3;0;1.81;1
USLD_P;2014;600001184;600108948;MEDCH;;5;0.25;1
USLD_P;2014;600001184;600108948;N2210;8;1;7.27;1
USLD_P;2014;600001184;600108948;N2410;;2;0.13;1
USLD_P;2014;600001184;600108948;N2510;12;2;9.58;1
USLD_P;2014;600100101;750712184;M1320;1;1;1.5;0
USLD_P;2014;600100101;750712184;MEDCH;1;2;1.97;0
USLD_P;2014;600100101;750712184;N2210;15;3;16.8;0
USLD_P;2014;600100101;750712184;N2410;1;;1;0
USLD_P;2014;600100101;750712184;N2460;1;;1;0
USLD_P;2014;600100101;750712184;N2510;51;11;55.71;0
USLD_P;2014;600100101;750712184;NAUT;12;2;12.35;0
USLD_P;2014;600105381;600106611;M1320;;3;1.1;0
USLD_P;2014;600105381;600106611;MEDCH;;3;1.1;0
USLD_P;2014;600105381;600106611;N2210;5;3;6.37;0
USLD_P;2014;600105381;600106611;N2410;;1;0.42;0
USLD_P;2014;600105381;600106611;N2510;15;1;11.54;0
USLD_P;2014;600105381;600106611;NAUT;8;23;14.69;0
USLD_P;2014;600107494;600100713;M1320;1;3;3.6;1
USLD_P;2014;600107494;600100713;MEDCH;1;3;3.6;1
USLD_P;2014;600107494;600100713;N2210;19;1;21.13;1
USLD_P;2014;600107494;600100713;N2510;43;1;40.8;1
USLD_P;2014;600107494;600100713;NAUT;30;2;24.92;1
USLD_P;2014;600107668;600100721;M1320;1;0;1;1
USLD_P;2014;600107668;600100721;MEDCH;5;1;3.08;1
USLD_P;2014;600107668;600100721;N2210;14;1;12.02;1
USLD_P;2014;600107668;600100721;N2410;1;0;1;1
USLD_P;2014;600107668;600100721;N2460;1;0;0.31;1
USLD_P;2014;600107668;600100721;N2470;0;0;0;1
USLD_P;2014;600107668;600100721;N2510;29;0;23.05;1
USLD_P;2014;600107668;600100721;N3120;0;0;0;1
USLD_P;2014;600107668;600100721;NAUT;36;4;38.58;1
USLD_P;2014;610000044;610780074;MEDCH;1;0;0.5;1
USLD_P;2014;610000044;610780074;N2210;9;1;5.95;1
USLD_P;2014;610000044;610780074;N2410;1;0;0.25;
USLD_P;2014;610000044;610780074;N2510;7;2;9.2;0
USLD_P;2014;610000044;610780074;NAUT;13;2;11.36;1
USLD_P;2014;610784050;610780082;M1320;1;;1;1
USLD_P;2014;610784050;610780082;MEDCH;2;;2;1
USLD_P;2014;610784050;610780082;N2210;;28;18.72;1
USLD_P;2014;610784050;610780082;N2460;;1;0.39;1
USLD_P;2014;610784050;610780082;N2510;;60;37.96;1
USLD_P;2014;610784050;610780082;N3120;;1;0.26;1
USLD_P;2014;610784050;610780082;NAUT;;61;36.32;1
USLD_P;2014;620000067;620100081;MEDCH;1;;0.5;1
USLD_P;2014;620000067;620100081;N2210;3;2;4.49;1
USLD_P;2014;620000067;620100081;N2410;;1;0.43;1
USLD_P;2014;620000067;620100081;N2460;1;0;0.39;1
USLD_P;2014;620000067;620100081;N2470;1;;0.25;1
USLD_P;2014;620000067;620100081;N2510;14;3;15.39;1
USLD_P;2014;620000067;620100081;NAUT;3;6;7.36;1
USLD_P;2014;620000224;620100651;M1320;;1;0.8;1
USLD_P;2014;620000224;620100651;MEDCH;;2;1;1
USLD_P;2014;620000224;620100651;N2210;11;1;11.5;0
USLD_P;2014;620000224;620100651;N2410;;;0.4;0
USLD_P;2014;620000224;620100651;N2460;;2;1.2;1
USLD_P;2014;620000224;620100651;N2510;20;4;22;0
USLD_P;2014;620000224;620100651;NAUT;16;6;20;1
USLD_P;2014;620000240;620100677;M1320;1;;0.9;
USLD_P;2014;620000240;620100677;MEDCH;1;;0.9;
USLD_P;2014;620000240;620100677;N2210;12;4;14.26;
USLD_P;2014;620000240;620100677;N2460;;;0.5;
USLD_P;2014;620000240;620100677;N2510;25;6;29.35;
USLD_P;2014;620000240;620100677;NAUT;13;2;15.15;
USLD_P;2014;620000257;620100685;M1320;1;0;0.7;1
USLD_P;2014;620000257;620100685;MEDCH;1;0;0.7;1
USLD_P;2014;620000257;620100685;N2210;9;0;8.32;0
USLD_P;2014;620000257;620100685;N2460;0;1;0.06;0
USLD_P;2014;620000257;620100685;N2470;0;1;0.4;0
USLD_P;2014;620000257;620100685;N2510;26;0;23.83;0
USLD_P;2014;620000257;620100685;N3120;0;1;0.13;0
USLD_P;2014;620000257;620100685;NAUT;9;5;9.03;0
USLD_P;2014;620000299;620101295;MEDCH;;1;0.6;1
USLD_P;2014;620000299;620101295;N2210;8;;7.99;1
USLD_P;2014;620000299;620101295;N2510;8;8;13.03;1
USLD_P;2014;620000299;620101295;NAUT;10;2;9.89;1
USLD_P;2014;620000323;620101337;MEDCH;1;1;1.8;
USLD_P;2014;620000323;620101337;N2210;5;;5.43;
USLD_P;2014;620000323;620101337;N2510;11;3;13.34;
USLD_P;2014;620000323;620101337;NAUT;12;1;10.46;1
USLD_P;2014;620000349;620101360;MEDCH;1;;1;
USLD_P;2014;620000349;620101360;N2210;5;3;7.71;0
USLD_P;2014;620000349;620101360;N2460;;1;0.25;1
USLD_P;2014;620000349;620101360;N2510;20;2;20.87;0
USLD_P;2014;620000349;620101360;NAUT;14;2;13.98;0
USLD_P;2014;620000653;620103440;M1320;;1;0.6;1
USLD_P;2014;620000653;620103440;MEDCH;;5;0.88;1
USLD_P;2014;620000653;620103440;N2210;10;6;16.17;1
USLD_P;2014;620000653;620103440;N2410;1;;0.5;1
USLD_P;2014;620000653;620103440;N2470;1;;0.51;1
USLD_P;2014;620000653;620103440;N2510;40;13;47.81;1
USLD_P;2014;620000653;620103440;NAUT;21;15;27.57;1
USLD_P;2014;620003350;620001834;M1320;1;1;0.54;1
USLD_P;2014;620003350;620001834;N2210;7;4;6;1
USLD_P;2014;620003350;620001834;N2460;1;;0.98;0
USLD_P;2014;620003350;620001834;N2510;14;2;12.94;1
USLD_P;2014;620003350;620001834;N3120;1;;0.4;1
USLD_P;2014;620003350;620001834;NAUT;14;6;12.32;
USLD_P;2014;620106625;620020859;M1320;;1;0.8;1
USLD_P;2014;620106625;620020859;MEDCH;;2;0.95;1
USLD_P;2014;620106625;620020859;N2210;3;1;3.51;1
USLD_P;2014;620106625;620020859;N2410;;1;0.6;1
USLD_P;2014;620106625;620020859;N2510;15;1;15;0
USLD_P;2014;620106625;620020859;NAUT;;1;0.5;1
USLD_P;2014;620108357;620103432;M1320;0;1;0.48;0
USLD_P;2014;620108357;620103432;MEDCH;0;1;0.48;0
USLD_P;2014;620108357;620103432;N2210;2;7;7.24;0
USLD_P;2014;620108357;620103432;N2510;12;1;12.5;
USLD_P;2014;620111195;620100057;M1320;0;3;1.5;
USLD_P;2014;620111195;620100057;MEDCH;0;3;1.5;
USLD_P;2014;620111195;620100057;N2210;0;24;13.14;
USLD_P;2014;620111195;620100057;N2410;1;0;1;
USLD_P;2014;620111195;620100057;N2460;0;1;0.15;
USLD_P;2014;620111195;620100057;N2510;0;90;55.8;
USLD_P;2014;620111195;620100057;N3120;0;0;0.09;
USLD_P;2014;620111195;620100057;NAUT;0;57;25.96;
USLD_P;2014;620115402;620100461;MEDCH;;2;0.27;0
USLD_P;2014;620115402;620100461;N2210;3;4;4.49;0
