BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2014;730783552;730000015;MEDCH;;3;0.55;0
USLD_P;2014;730783552;730000015;N2210;7;20;15.07;1
USLD_P;2014;730783552;730000015;N2510;20;9;25.26;0
USLD_P;2014;730785276;730002839;M1320;1;1;0.5;1
USLD_P;2014;730785276;730002839;MEDCH;1;1;0.5;1
USLD_P;2014;730785276;730002839;N2210;5;3;6.42;0
USLD_P;2014;730785276;730002839;N2410;0;1;0.01;1
USLD_P;2014;730785276;730002839;N2470;;;0.38;1
USLD_P;2014;730785276;730002839;N2510;13;5;15.84;0
USLD_P;2014;730785276;730002839;N3120;;1;0.18;1
USLD_P;2014;730785276;730002839;NAUT;4;19;8.35;1
USLD_P;2014;740000286;740781190;M1320;1;;0.5;1
USLD_P;2014;740000286;740781190;N2210;7;;6.46;1
USLD_P;2014;740000286;740781190;N2410;;3;0.77;1
USLD_P;2014;740000286;740781190;N2460;;1;0.15;1
USLD_P;2014;740000286;740781190;N2510;4;3;5.72;1
USLD_P;2014;740000286;740781190;NAUT;10;7;12.39;1
USLD_P;2014;740000302;740781133;N2210;6;1;6;0
USLD_P;2014;740000302;740781133;N2510;11;2;9.84;0
USLD_P;2014;740000302;740781133;NAUT;8;3;10.05;0
USLD_P;2014;740000401;740781893;MEDCH;1;;1;
USLD_P;2014;740001847;740780168;M1320;;1;0.5;1
USLD_P;2014;740001847;740780168;MEDCH;;1;0.5;1
USLD_P;2014;740001847;740780168;N2210;8;2;8.8;1
USLD_P;2014;740001847;740780168;N2410;1;;1;1
USLD_P;2014;740001847;740780168;N2460;;1;0.2;1
USLD_P;2014;740001847;740780168;N2510;22;1;20.88;1
USLD_P;2014;740001847;740780168;N3120;;1;0.5;1
USLD_P;2014;740001847;740780168;NAUT;15;4;17.27;1
USLD_P;2014;740011481;740781133;MEDCH;2;0;1.3;0
USLD_P;2014;740011481;740781133;N2210;15;2;15.42;0
USLD_P;2014;740011481;740781133;N2410;1;0;0.28;0
USLD_P;2014;740011481;740781133;N2510;24;3;19.05;0
USLD_P;2014;740011481;740781133;N3120;1;2;0.52;0
USLD_P;2014;740011481;740781133;NAUT;36;8;37.87;0
USLD_P;2014;740788070;740790381;M1320;1;;0.3;1
USLD_P;2014;740788070;740790381;MEDCH;1;;0.3;
USLD_P;2014;740788070;740790381;N2210;7;;7.19;0
USLD_P;2014;740788070;740790381;N2410;;;0.14;1
USLD_P;2014;740788070;740790381;N2510;8;;8.44;0
USLD_P;2014;740788070;740790381;N3120;1;;0.04;1
USLD_P;2014;740788070;740790381;NAUT;6;;1.76;
USLD_P;2014;740789532;740781208;MEDCH;0;2;0.71;
USLD_P;2014;740789532;740781208;N2210;3;6;6.79;
USLD_P;2014;740789532;740781208;N2410;0;0;0.19;
USLD_P;2014;740789532;740781208;N2510;6;6;10.23;
USLD_P;2014;740789532;740781208;N3120;0;1;0.1;
USLD_P;2014;740789532;740781208;NAUT;13;20;27.05;
USLD_P;2014;750041543;750712184;M1320;2;0;2;0
USLD_P;2014;750041543;750712184;MEDCH;2;0;2;0
USLD_P;2014;750041543;750712184;N2210;11;1;11.9;0
USLD_P;2014;750041543;750712184;N2410;0;4;0.6;0
USLD_P;2014;750041543;750712184;N2460;0;3;0.35;0
USLD_P;2014;750041543;750712184;N2470;0;3;1.3;0
USLD_P;2014;750041543;750712184;N2510;31;2;31.9;0
USLD_P;2014;750041543;750712184;N3120;5;0;0.11;0
USLD_P;2014;750041543;750712184;NAUT;9;0;9;0
USLD_P;2014;750100042;750712184;M1320;2;;1.2;
USLD_P;2014;750100042;750712184;MEDCH;2;;1.2;
USLD_P;2014;750100042;750712184;N2210;12;2;13.6;
USLD_P;2014;750100042;750712184;N2410;0;1;0.5;
USLD_P;2014;750100042;750712184;N2460;1;;1;
USLD_P;2014;750100042;750712184;N2470;1;;1;
USLD_P;2014;750100042;750712184;N2510;46;1;40.82;
USLD_P;2014;750100042;750712184;N3120;0;1;0.5;
USLD_P;2014;750100042;750712184;NAUT;8;3;8.79;
USLD_P;2014;750100083;750712184;N2210;8;0;8;
USLD_P;2014;750100083;750712184;N2410;1;0;0.32;
USLD_P;2014;750100083;750712184;N2510;16;1;17.61;
USLD_P;2014;750100083;750712184;NAUT;3;3;1.5;
USLD_P;2014;750100125;750712184;MEDCH;;1;0.7;0
USLD_P;2014;750100125;750712184;N2210;9;1;9.7;0
USLD_P;2014;750100125;750712184;N2460;;1;0.5;0
USLD_P;2014;750100125;750712184;N2510;19;2;20.5;0
USLD_P;2014;750100125;750712184;N3120;1;;1;0
USLD_P;2014;750100125;750712184;NAUT;3;1;3.2;0
USLD_P;2014;750100216;750712184;M1320;1;3;3.69;
USLD_P;2014;750100216;750712184;MEDCH;1;3;3.69;
USLD_P;2014;750100216;750712184;N2210;38;3;36.44;
USLD_P;2014;750100216;750712184;N2410;;;2.6;
USLD_P;2014;750100216;750712184;N2460;;;1;
USLD_P;2014;750100216;750712184;N2470;;;1;
USLD_P;2014;750100216;750712184;N2510;91;10;94.94;
USLD_P;2014;750100216;750712184;NAUT;1;;1;
USLD_P;2014;750100299;750712184;M1320;5;5;8;0
USLD_P;2014;750100299;750712184;N2210;48;3;50;
USLD_P;2014;750100299;750712184;N2460;1;;1;
USLD_P;2014;750100299;750712184;N2470;;1;0.5;
USLD_P;2014;750100299;750712184;N2510;164;19;185.2;
USLD_P;2014;750100299;750712184;NAUT;15;3;15.25;
USLD_P;2014;750150377;750721334;M1320;1;;1.71;0
USLD_P;2014;750150377;750721334;MEDCH;1;2;1.71;0
USLD_P;2014;750150377;750721334;N2210;8;2;8.39;0
USLD_P;2014;750150377;750721334;N2410;1;;0.16;0
USLD_P;2014;750150377;750721334;N2460;1;;0.11;0
USLD_P;2014;750150377;750721334;N2510;30;3;30.56;0
USLD_P;2014;750150377;750721334;N3120;1;;0.1;0
USLD_P;2014;750150377;750721334;NAUT;3;;2.22;0
USLD_P;2014;750801441;750712184;M1320;2;11;5.2;0
USLD_P;2014;750801441;750712184;MEDCH;3;13;7.13;0
USLD_P;2014;750801441;750712184;N2210;79;14;65.24;0
USLD_P;2014;750801441;750712184;N2410;1;;1;0
USLD_P;2014;750801441;750712184;N2460;;1;1.89;0
USLD_P;2014;750801441;750712184;N2470;;1;0.3;0
USLD_P;2014;750801441;750712184;N2510;230;24;213.81;0
USLD_P;2014;750801441;750712184;N3120;5;2;1.8;0
USLD_P;2014;750801441;750712184;NAUT;44;14;57.77;0
USLD_P;2014;760000141;760780239;M1320;2;;1.5;1
USLD_P;2014;760000141;760780239;MEDCH;2;;1.5;
USLD_P;2014;760000141;760780239;N2210;10;10;13.54;
USLD_P;2014;760000141;760780239;N2410;1;;1;
USLD_P;2014;760000141;760780239;N2460;1;1;0.5;
USLD_P;2014;760000141;760780239;N2470;1;;0.5;
USLD_P;2014;760000141;760780239;N2510;50;9;58.66;
USLD_P;2014;760000141;760780239;N3120;;;0.08;
USLD_P;2014;760000141;760780239;NAUT;24;2;20.36;
USLD_P;2014;760000356;760780726;M1320;3;1;1.9;
USLD_P;2014;760000356;760780726;MEDCH;3;1;1.9;
USLD_P;2014;760000356;760780726;N2210;24;5;25.77;0
USLD_P;2014;760000356;760780726;N2410;1;0;1;0
USLD_P;2014;760000356;760780726;N2470;0;1;0.38;0
USLD_P;2014;760000356;760780726;N2510;57;10;54.8;0
USLD_P;2014;760000356;760780726;N3120;0;0;0.08;1
USLD_P;2014;760000356;760780726;NAUT;44;16;45.79;1
USLD_P;2014;760000380;760780759;MEDCH;;8;0.6;1
USLD_P;2014;760000380;760780759;N2210;3;2;4;1
USLD_P;2014;760000380;760780759;N2410;;2;1.35;1
USLD_P;2014;760000380;760780759;N2460;;;0.2;1
USLD_P;2014;760000380;760780759;N2470;1;;0.3;1
USLD_P;2014;760000380;760780759;N2510;10;2;11.5;1
USLD_P;2014;760000380;760780759;N3120;;;;1
USLD_P;2014;760000380;760780759;NAUT;1;;0.65;1
USLD_P;2014;760023671;760780239;M1320;1;;1;
USLD_P;2014;760023671;760780239;MEDCH;1;;1;
USLD_P;2014;760023671;760780239;N2210;12;4;14.75;
USLD_P;2014;760023671;760780239;N2410;1;;0.25;
USLD_P;2014;760023671;760780239;N2460;1;;0.25;
USLD_P;2014;760023671;760780239;N2470;1;;0.07;
USLD_P;2014;760023671;760780239;N2510;41;4;40.54;
USLD_P;2014;760023671;760780239;N3120;;;0.03;
USLD_P;2014;760023671;760780239;NAUT;14;3;11.5;
USLD_P;2014;760033803;760780213;MEDCH;;1;0.6;1
USLD_P;2014;760033803;760780213;N2210;8;1;8.3;0
USLD_P;2014;760033803;760780213;N2460;;1;0.3;1
USLD_P;2014;760033803;760780213;N2510;19;2;20.1;1
USLD_P;2014;760033803;760780213;NAUT;;3;0.85;1
USLD_P;2014;760783530;760780239;M1320;1;;1.18;
USLD_P;2014;760783530;760780239;MEDCH;1;;1.42;
USLD_P;2014;760783530;760780239;N2210;18;1;16.6;
USLD_P;2014;760783530;760780239;N2410;1;;0.91;
USLD_P;2014;760783530;760780239;N2460;3;;1.52;
USLD_P;2014;760783530;760780239;N2470;2;;1.5;
USLD_P;2014;760783530;760780239;N2510;53;9;57.82;
USLD_P;2014;760783530;760780239;N3120;;;0.04;
USLD_P;2014;760783530;760780239;NAUT;28;2;24.93;
USLD_P;2014;760800938;760780023;MEDCH;2;;2;
USLD_P;2014;760800938;760780023;N2210;14;8;18.12;
USLD_P;2014;760800938;760780023;N2410;1;0;1;
USLD_P;2014;760800938;760780023;N2460;1;0;1;
USLD_P;2014;760800938;760780023;N2510;58;12;59;
USLD_P;2014;760800938;760780023;N3120;1;0;0.3;
USLD_P;2014;760800938;760780023;NAUT;57;16;49.32;
USLD_P;2014;760806950;760780734;MEDCH;1;1;0.79;0
USLD_P;2014;760806950;760780734;N2210;7;0;7.04;0
USLD_P;2014;760806950;760780734;N2410;0;0;0;1
USLD_P;2014;760806950;760780734;N2460;0;0;0;1
USLD_P;2014;760806950;760780734;N2470;0;0;0;1
USLD_P;2014;760806950;760780734;N2510;19;0;18.99;0
USLD_P;2014;760806950;760780734;N3120;0;0;0;1
USLD_P;2014;760806950;760780734;NAUT;25;12;11.96;0
USLD_P;2014;770000156;770110054;M1320;2;;2;
USLD_P;2014;770000156;770110054;MEDCH;2;;2;1
USLD_P;2014;770000156;770110054;N2210;6;1;6.53;0
USLD_P;2014;770000156;770110054;N2460;;1;0.8;0
USLD_P;2014;770000156;770110054;N2510;20;5;26;0
USLD_P;2014;770000156;770110054;NAUT;6;1;4.83;1
USLD_P;2014;770000164;770110062;M1320;1;1;1.38;
USLD_P;2014;770000164;770110062;MEDCH;2;2;1.48;
USLD_P;2014;770000164;770110062;N2210;14;1;13.73;
USLD_P;2014;770000164;770110062;N2510;41;5;41.93;
USLD_P;2014;770000164;770110062;N3120;;1;0.32;
USLD_P;2014;770000164;770110062;NAUT;25;1;19.75;
USLD_P;2014;770000214;770130052;N2210;4;2;4.62;0
USLD_P;2014;770000214;770130052;N2410;;1;0.5;0
USLD_P;2014;770000214;770130052;N2510;15;3;17.18;0
USLD_P;2014;770000214;770130052;N3120;;1;0.3;1
USLD_P;2014;770000214;770130052;NAUT;9;2;9.79;1
USLD_P;2014;770813814;770130037;M1320;1;;1;0
USLD_P;2014;770813814;770130037;MEDCH;1;;1;0
USLD_P;2014;770813814;770130037;N2210;14;3;15.6;0
USLD_P;2014;770813814;770130037;N2410;1;1;1;0
USLD_P;2014;770813814;770130037;N2510;38;14;42.2;0
USLD_P;2014;770813814;770130037;NAUT;31;8;24.9;0
USLD_P;2014;770814622;770700185;M1320;;2;1.05;1
USLD_P;2014;770814622;770700185;MEDCH;;2;1.05;1
USLD_P;2014;770814622;770700185;N2210;5;3;7.9;
USLD_P;2014;770814622;770700185;N2510;21;7;25.15;
USLD_P;2014;770814622;770700185;NAUT;8;3;9.35;
USLD_P;2014;780000287;780110011;M1320;;1;0.25;
USLD_P;2014;780000287;780110011;MEDCH;1;2;0.88;
USLD_P;2014;780000287;780110011;N2210;9;5;11.77;
USLD_P;2014;780000287;780110011;N2410;;1;0.38;
USLD_P;2014;780000287;780110011;N2510;13;3;17.04;
USLD_P;2014;780000287;780110011;NAUT;15;1;11.57;
USLD_P;2014;780000303;780110037;M1320;1;1;1.5;1
USLD_P;2014;780000303;780110037;MEDCH;1;1;1.5;1
USLD_P;2014;780000303;780110037;N2210;7;1;7.87;0
USLD_P;2014;780000303;780110037;N2410;;2;0.68;0
USLD_P;2014;780000303;780110037;N2460;;;0.52;0
USLD_P;2014;780000303;780110037;N2510;35;1;36.99;0
USLD_P;2014;780000303;780110037;N3120;;1;0.25;1
USLD_P;2014;780000303;780110037;NAUT;;1;0.5;1
USLD_P;2014;780000311;780001236;M1320;3;;2.25;
USLD_P;2014;780000311;780001236;MEDCH;3;;2.35;
USLD_P;2014;780000311;780001236;N2210;15;2;15.45;
USLD_P;2014;780000311;780001236;N2460;;;0.4;
USLD_P;2014;780000311;780001236;N2470;;1;0.4;
USLD_P;2014;780000311;780001236;N2510;29;3;34.3;
USLD_P;2014;780000311;780001236;NAUT;30;3;32.42;
USLD_P;2014;780000337;780001236;M1320;1;;0.75;
USLD_P;2014;780000337;780001236;MEDCH;1;;0.75;1
USLD_P;2014;780000337;780001236;N2210;7;1;8.92;
USLD_P;2014;780000337;780001236;N2510;10;4;13.43;
USLD_P;2014;780000337;780001236;NAUT;10;2;13.5;
USLD_P;2014;780000352;780110094;MEDCH;2;1;1.69;0
USLD_P;2014;780000352;780110094;N2210;11;1;11.45;0
USLD_P;2014;780000352;780110094;N2410;1;;1;0
USLD_P;2014;780000352;780110094;N2460;;1;0.9;0
USLD_P;2014;780000352;780110094;N2510;23;2;25.2;0
USLD_P;2014;780000352;780110094;NAUT;13;7;15.18;0
USLD_P;2014;780000360;780130019;M1320;1;2;0.97;1
USLD_P;2014;780000360;780130019;MEDCH;1;2;0.97;1
USLD_P;2014;780000360;780130019;N2210;3;4;4.78;0
USLD_P;2014;780000360;780130019;N2410;;1;0.98;0
USLD_P;2014;780000360;780130019;N2470;;1;0.12;1
USLD_P;2014;780000360;780130019;N2510;8;4;10.23;0
USLD_P;2014;780000360;780130019;N3120;;1;0.11;1
USLD_P;2014;780000360;780130019;NAUT;12;6;13.9;0
USLD_P;2014;780000378;780130027;MEDCH;1;1;0.43;1
USLD_P;2014;780000378;780130027;N2210;5;2;6.94;0
USLD_P;2014;780000378;780130027;N2410;;1;0.5;0
USLD_P;2014;780000378;780130027;N2460;1;;0.12;1
USLD_P;2014;780000378;780130027;N2510;5;1;6.94;0
USLD_P;2014;780000378;780130027;NAUT;36;9;10.56;1
USLD_P;2014;780150033;780020715;M1320;1;;0.12;
USLD_P;2014;780150033;780020715;MEDCH;1;3;1.66;0
USLD_P;2014;780150033;780020715;N2210;14;1;9.31;
USLD_P;2014;780150033;780020715;N2410;;;0.48;
USLD_P;2014;780150033;780020715;N2470;;;0.09;0
USLD_P;2014;780150033;780020715;N2510;18;3;19.31;
USLD_P;2014;780150033;780020715;N3120;;1;0.31;
USLD_P;2014;780150033;780020715;NAUT;19;2;8.82;
USLD_P;2014;780822748;780002697;M1320;;1;0.3;
USLD_P;2014;780822748;780002697;MEDCH;;2;0.9;
USLD_P;2014;780822748;780002697;N2210;6;1;6.81;
USLD_P;2014;780822748;780002697;N2410;1;;0.5;
USLD_P;2014;780822748;780002697;N2510;10;1;10.09;
USLD_P;2014;780822748;780002697;N3120;;1;0.24;
USLD_P;2014;780822748;780002697;NAUT;13;2;15.21;
USLD_P;2014;790000087;790000012;M1320;;2;1.2;0
USLD_P;2014;790000087;790000012;MEDCH;;2;1.2;0
USLD_P;2014;790000087;790000012;N2210;15;5;16.02;0
USLD_P;2014;790000087;790000012;N2410;;;0.13;0
USLD_P;2014;790000087;790000012;N2460;;1;0.47;0
USLD_P;2014;790000087;790000012;N2510;35;;35.7;0
USLD_P;2014;790000087;790000012;N3120;;1;0.39;0
USLD_P;2014;790000087;790000012;NAUT;14;7;18.44;0
USLD_P;2014;790000111;790000046;MEDCH;1;1;0.9;0
USLD_P;2014;790000111;790000046;N2210;5;1;6.5;0
USLD_P;2014;790000111;790000046;N2410;;1;0.84;0
USLD_P;2014;790000111;790000046;N2460;;1;0.8;0
USLD_P;2014;790000111;790000046;N2510;12;4;14.95;0
USLD_P;2014;790000111;790000046;NAUT;7;1;8.46;0
USLD_P;2014;790000145;790000079;M1320;;1;0.52;1
USLD_P;2014;790000145;790000079;MEDCH;;1;0.52;1
USLD_P;2014;790000145;790000079;N2210;9;2;9.05;0
USLD_P;2014;790000145;790000079;N2410;1;;0.15;0
USLD_P;2014;790000145;790000079;N2460;1;;0.5;0
USLD_P;2014;790000145;790000079;N2510;9;6;12.8;0
USLD_P;2014;790003537;790006654;MEDCH;1;;0.15;1
USLD_P;2014;790003537;790006654;N2210;5;0;5.88;1
USLD_P;2014;790003537;790006654;N2410;1;0;0.13;1
USLD_P;2014;790003537;790006654;N2460;1;0;0.45;1
USLD_P;2014;790003537;790006654;N2510;9;6;11.72;1
USLD_P;2014;790003537;790006654;NAUT;13;2;9.56;1
USLD_P;2014;790007884;790006654;M1320;1;0;0.4;1
USLD_P;2014;790007884;790006654;MEDCH;1;0;0.4;1
USLD_P;2014;790007884;790006654;N2210;4;4;6.16;1
USLD_P;2014;790007884;790006654;N2460;1;0;0.33;1
USLD_P;2014;790007884;790006654;N2510;8;4;11.27;1
USLD_P;2014;790007884;790006654;NAUT;14;3;11.22;1
USLD_P;2014;790009369;790006654;M1320;1;0;0.5;1
USLD_P;2014;790009369;790006654;MEDCH;1;0;0.5;1
USLD_P;2014;790009369;790006654;N2210;6;3;7.02;1
USLD_P;2014;790009369;790006654;N2410;1;0;0.1;1
USLD_P;2014;790009369;790006654;N2460;1;0;0.45;1
USLD_P;2014;790009369;790006654;N2510;10;4;12.74;1
USLD_P;2014;790009369;790006654;NAUT;12;5;9.68;1
USLD_P;2014;800000200;800000051;MEDCH;1;;0.42;1
USLD_P;2014;800000200;800000051;N2210;11;;6.6;
USLD_P;2014;800000200;800000051;N2410;;1;0.46;
USLD_P;2014;800000200;800000051;N2510;21;2;14.3;
USLD_P;2014;800000200;800000051;NAUT;57;2;15.07;1
USLD_P;2014;800000226;800000069;MEDCH;1;;1.17;1
USLD_P;2014;800000226;800000069;N2210;5;6;10.5;1
USLD_P;2014;800000226;800000069;N2510;24;10;29.03;1
USLD_P;2014;800000226;800000069;NAUT;22;6;22.04;1
USLD_P;2014;800000275;800000077;MEDCH;3;0;1.61;0
USLD_P;2014;800000275;800000077;N2210;8;;7.36;0
USLD_P;2014;800000275;800000077;N2510;42;;39.9;0
USLD_P;2014;800000275;800000077;NAUT;35;;31.24;0
USLD_P;2014;800000390;800000085;MEDCH;1;1;0.43;1
USLD_P;2014;800000390;800000085;N2210;8;;7.14;0
USLD_P;2014;800000390;800000085;N2410;;1;0.75;0
USLD_P;2014;800000390;800000085;N2510;9;4;14.73;0
USLD_P;2014;800000390;800000085;NAUT;17;7;13.41;0
USLD_P;2014;800000507;800000135;MEDCH;;2;1.1;0
USLD_P;2014;800000507;800000135;N2210;12;1;12.5;0
USLD_P;2014;800000507;800000135;N2510;22;4;25.2;0
USLD_P;2014;800000507;800000135;NAUT;31;3;30.87;0
USLD_P;2014;800000614;800000044;M1320;1;;0.9;0
USLD_P;2014;800000614;800000044;MEDCH;2;;1.65;1
USLD_P;2014;800000614;800000044;N2210;30;12;38.46;0
USLD_P;2014;800000614;800000044;N2410;;;;1
USLD_P;2014;800000614;800000044;N2460;;;;1
USLD_P;2014;800000614;800000044;N2470;;;;1
USLD_P;2014;800000614;800000044;N2510;74;25;94.47;0
USLD_P;2014;800000614;800000044;N3120;;;;1
USLD_P;2014;800000614;800000044;NAUT;20;8;24.69;0
USLD_P;2014;800004152;800000093;M1320;;1;0.6;
USLD_P;2014;800004152;800000093;MEDCH;;1;0.6;
USLD_P;2014;800009417;800000085;MEDCH;2;;1.25;1
USLD_P;2014;800009417;800000085;N2210;5;3;6.81;0
USLD_P;2014;800009417;800000085;N2510;13;3;16.16;0
USLD_P;2014;800009417;800000085;NAUT;35;10;15.33;0
USLD_P;2014;810000505;810000331;MEDCH;1;1;1.1;0
USLD_P;2014;810000505;810000331;N2210;13;4;14.45;0
USLD_P;2014;810000505;810000331;N2410;1;;0.3;0
USLD_P;2014;810000505;810000331;N2460;1;;0.44;0
USLD_P;2014;810000505;810000331;N2470;1;;0.5;0
USLD_P;2014;810000505;810000331;N2510;29;5;31.12;0
USLD_P;2014;810000505;810000331;NAUT;23;10;26.1;0
USLD_P;2014;810000513;810000349;MEDCH;1;;0.5;
USLD_P;2014;810000513;810000349;N2210;9;1;7.4;
USLD_P;2014;810000513;810000349;N2410;1;;0.3;
USLD_P;2014;810000513;810000349;N2460;1;;0.09;
USLD_P;2014;810000513;810000349;N2510;18;2;14.19;
USLD_P;2014;810000513;810000349;N3120;1;;0.4;
USLD_P;2014;810000513;810000349;NAUT;6;;3.83;
USLD_P;2014;810000562;810000455;M1320;1;;0.5;0
USLD_P;2014;810000562;810000455;MEDCH;2;1;1.05;0
USLD_P;2014;810000562;810000455;N2210;10;2;11.88;0
USLD_P;2014;810000562;810000455;N2460;1;;0.5;0
USLD_P;2014;810000562;810000455;N2510;30;1;30.08;0
USLD_P;2014;810000562;810000455;N3120;;1;0.5;
USLD_P;2014;810000562;810000455;NAUT;17;;16.23;0
USLD_P;2014;810099838;810000380;M1320;1;;0.7;1
USLD_P;2014;810099838;810000380;MEDCH;1;;0.7;1
USLD_P;2014;810099838;810000380;N2210;6;4;9.21;0
USLD_P;2014;810099838;810000380;N2410;;;0.32;0
USLD_P;2014;810099838;810000380;N2510;12;4;10.81;0
USLD_P;2014;810099838;810000380;NAUT;1;;0.87;0
USLD_P;2014;810100370;810000380;M1320;1;;0.9;0
USLD_P;2014;810100370;810000380;MEDCH;1;;0.9;0
USLD_P;2014;810100370;810000380;N2210;8;3;10.99;0
USLD_P;2014;810100370;810000380;N2410;;;0.13;0
USLD_P;2014;810100370;810000380;N2470;;1;0.8;0
USLD_P;2014;810100370;810000380;N2510;28;1;19.12;0
USLD_P;2014;810100370;810000380;NAUT;1;;0.64;0
USLD_P;2014;820000032;820000016;M1320;2;;0.95;1
USLD_P;2014;820000032;820000016;MEDCH;3;;1.25;1
USLD_P;2014;820000032;820000016;N2210;11;1;7.64;0
USLD_P;2014;820000032;820000016;N2410;;1;0.15;1
USLD_P;2014;820000032;820000016;N2460;;1;0.06;1
USLD_P;2014;820000032;820000016;N2510;22;;17.05;0
USLD_P;2014;820000032;820000016;NAUT;9;;6.5;1
USLD_P;2014;820000438;820000214;N2210;5;4;8.08;
USLD_P;2014;820000438;820000214;N2410;;1;0.43;
USLD_P;2014;820000438;820000214;N2510;13;8;18.17;
USLD_P;2014;820000438;820000214;NAUT;5;6;7.12;
USLD_P;2014;830000279;830100517;MEDCH;1;;0.52;1
USLD_P;2014;830000279;830100517;N2210;6;2;7.64;1
USLD_P;2014;830000279;830100517;N2410;;1;0.33;1
USLD_P;2014;830000279;830100517;N2510;17;7;15.99;1
USLD_P;2014;830000279;830100517;NAUT;9;2;6.88;1
USLD_P;2014;830000337;830100590;MEDCH;2;;1.4;
USLD_P;2014;830000337;830100590;N2210;4;5;8.87;
USLD_P;2014;830000337;830100590;N2410;1;0;1;
USLD_P;2014;830000337;830100590;N2510;9;6;14.97;
USLD_P;2014;830000337;830100590;N3120;0;1;0.2;
USLD_P;2014;830000337;830100590;NAUT;0;1;0.8;
USLD_P;2014;830013629;130002041;MEDCH;;2;0.58;0
USLD_P;2014;830013629;130002041;N2210;1;5;4.34;0
USLD_P;2014;830013629;130002041;N2510;8;2;9.53;
USLD_P;2014;830013629;130002041;NAUT;;2;1;0
USLD_P;2014;830017372;750721235;M1320;;4;2.44;1
USLD_P;2014;830017372;750721235;MEDCH;;5;3.02;1
USLD_P;2014;830017372;750721235;N2210;21;5;25.51;0
USLD_P;2014;830017372;750721235;N2410;;3;1.06;0
USLD_P;2014;830017372;750721235;N2510;43;3;44.94;0
USLD_P;2014;830017372;750721235;N3120;;1;0.32;1
USLD_P;2014;830017372;750721235;NAUT;9;43;26.88;1
USLD_P;2014;830100608;830100616;MEDCH;2;;0.88;1
USLD_P;2014;830100608;830100616;N2210;;;;1
USLD_P;2014;830100608;830100616;N2460;;1;0.5;0
USLD_P;2014;830100608;830100616;N2470;;1;0.5;0
USLD_P;2014;830100608;830100616;N2510;1;2;2.04;1
USLD_P;2014;830100608;830100616;NAUT;;1;0.68;1
USLD_P;2014;830100764;440052041;MEDCH;4;4;5.12;
USLD_P;2014;830100764;440052041;N2210;4;6;7.7;1
USLD_P;2014;830100764;440052041;N2410;1;;0.5;1
USLD_P;2014;830100764;440052041;N2460;1;;1;1
USLD_P;2014;830100764;440052041;N2470;1;;0.5;1
USLD_P;2014;830100764;440052041;N2510;21;;21;
USLD_P;2014;830202743;830100616;M1320;1;;0.28;
USLD_P;2014;830202743;830100616;MEDCH;2;;0.2;
USLD_P;2014;830202743;830100616;N2210;7;6;10.77;1
USLD_P;2014;830202743;830100616;N2410;;;;1
USLD_P;2014;830202743;830100616;N2510;9;21;25.02;1
USLD_P;2014;830202743;830100616;N3120;;;0.2;1
USLD_P;2014;830202743;830100616;NAUT;3;10;9.5;1
USLD_P;2014;830212734;830008819;M1320;1;1;0.7;0
USLD_P;2014;830212734;830008819;MEDCH;1;1;0.7;0
USLD_P;2014;830212734;830008819;N2210;4;3;3.6;0
USLD_P;2014;830212734;830008819;N2410;1;1;1.6;0
USLD_P;2014;830212734;830008819;N2510;12;3;14.5;0
USLD_P;2014;830212734;830008819;N3120;0;1;0.25;0
USLD_P;2014;830212734;830008819;NAUT;4;8;7.13;0
USLD_P;2014;830212783;830002432;M1320;;3;0.54;
USLD_P;2014;830212783;830002432;MEDCH;;15;0.59;
USLD_P;2014;830212783;830002432;N2210;3;2;4.83;
USLD_P;2014;830212783;830002432;N2410;;1;0.17;
USLD_P;2014;830212783;830002432;N2460;;1;0.11;
USLD_P;2014;830212783;830002432;N2510;6;6;9.5;
USLD_P;2014;830212783;830002432;NAUT;2;7;3.7;
USLD_P;2014;830213880;830100566;M1320;1;;0.5;1
USLD_P;2014;830213880;830100566;MEDCH;1;;0.5;1
USLD_P;2014;830213880;830100566;N2210;7;;7;0
USLD_P;2014;830213880;830100566;N2410;1;;0.3;0
USLD_P;2014;830213880;830100566;N2510;13;;13.17;0
USLD_P;2014;830213880;830100566;NAUT;7;;3.48;1
USLD_P;2014;830213989;830100525;MEDCH;;1;0.6;1
USLD_P;2014;830213989;830100525;N2210;3;9;6.6;
USLD_P;2014;830213989;830100525;N2410;;2;0.51;
USLD_P;2014;830213989;830100525;N2510;10;16;16.07;
USLD_P;2014;830213989;830100525;N3120;;3;0.02;
USLD_P;2014;830213989;830100525;NAUT;4;13;9.37;
USLD_P;2014;840000392;840000046;M1320;;1;0.26;0
USLD_P;2014;840000392;840000046;MEDCH;;1;0.26;0
USLD_P;2014;840000392;840000046;N2210;3;5;5.57;0
USLD_P;2014;840000392;840000046;N2410;;1;0.5;0
USLD_P;2014;840000392;840000046;N2510;10;10;12.97;0
USLD_P;2014;840000392;840000046;N3120;;1;0.34;0
USLD_P;2014;840000392;840000046;NAUT;6;6;8.26;0
USLD_P;2014;840000418;840004659;M1320;;1;0.6;0
USLD_P;2014;840000418;840004659;MEDCH;;1;0.6;0
USLD_P;2014;840000418;840004659;N2210;8;2;7.25;1
USLD_P;2014;840000418;840004659;N2410;;1;0.5;0
USLD_P;2014;840000418;840004659;N2470;1;;1;0
