BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;SEJHP;JOUHP
SSR;2014;590806360;590003596;SSR_A54;1;10;20;0;160;3741;1;195;2400
SSR;2014;590806360;590003596;SSR_A58;1;35;;0;507;9399;;;
SSR;2014;590806360;590003596;SSR_A59;1;13;;0;184;7281;16;;
SSR;2014;590806360;590003596;SSR_E53;1;;;0;;;;;
SSR;2014;590806360;590003596;SSR_TOT;;141;90;0;1824;42212;31;1133;16587
SSR;2014;590809703;590004552;SSR_A;;105;25;;1041;36164;55;783;10127
SSR;2014;590809703;590004552;SSR_A50;1;23;;0;205;7634;15;;
SSR;2014;590809703;590004552;SSR_A51;1;23;15;;339;9542;10;715;8475
SSR;2014;590809703;590004552;SSR_A52;1;27;10;0;158;8524;25;68;1652
SSR;2014;590809703;590004552;SSR_A59;1;32;;0;339;10464;5;;
SSR;2014;590809703;590004552;SSR_TOT;;105;25;0;1041;36164;55;783;10127
SSR;2014;590810784;590004685;SSR_A;;73;20;;952;26752;;319;8048
SSR;2014;590810784;590004685;SSR_A50;1;20;0;0;384;7473;;0;
SSR;2014;590810784;590004685;SSR_A51;1;30;15;;378;11008;;256;6027
SSR;2014;590810784;590004685;SSR_A52;1;23;5;0;190;8271;;63;2021
SSR;2014;590810784;590004685;SSR_A59;1;0;0;0;;;;;
SSR;2014;590810784;590004685;SSR_TOT;;73;20;0;952;26752;;319;8048
SSR;2014;590813507;590000485;SSR_A;;23;7;;229;7503;;85;1859
SSR;2014;590813507;590000485;SSR_A51;1;23;7;;229;7503;;85;1859
SSR;2014;590813507;590000485;SSR_TOT;;23;7;1;229;7503;;85;1859
SSR;2014;590815056;590005492;SSR_A;;30;;;336;8582;;;
SSR;2014;590815056;590005492;SSR_A50;1;30;;0;336;8582;;;
SSR;2014;590815056;590005492;SSR_TOT;;30;;0;336;8582;;;
SSR;2014;590817441;620003814;SSR_A;;58;12;;624;18299;30;185;3764
SSR;2014;590817441;620003814;SSR_A50;1;32;;0;299;10180;19;;
SSR;2014;590817441;620003814;SSR_A51;1;23;10;;310;7161;7;175;3582
SSR;2014;590817441;620003814;SSR_A52;1;3;2;0;15;958;4;10;182
SSR;2014;590817441;620003814;SSR_E51;1;;;0;;;;;
SSR;2014;590817441;620003814;SSR_TOT;;58;12;0;624;18299;30;185;3764
SSR;2014;590817839;590053955;SSR_A;;30;;;294;8752;15;;
SSR;2014;590817839;590053955;SSR_A50;1;30;;0;294;8752;15;;
SSR;2014;590817839;590053955;SSR_TOT;;30;;0;294;8752;15;;
SSR;2014;600000020;600100085;SSR_A;;30;;;382;8876;3;;
SSR;2014;600000020;600100085;SSR_A50;1;30;;0;382;8876;3;;
SSR;2014;600000020;600100085;SSR_TOT;;30;;0;382;8876;3;;
SSR;2014;600000046;600100127;SSR_A;;40;;;279;12627;27;0;0
SSR;2014;600000046;600100127;SSR_A59;1;40;;0;279;12627;27;0;0
SSR;2014;600000046;600100127;SSR_TOT;;40;;0;279;12627;27;0;0
SSR;2014;600000053;600101984;SSR_A;;25;7;;296;8722;12;1086;1086
SSR;2014;600000053;600101984;SSR_A50;1;;;0;;;;;
SSR;2014;600000053;600101984;SSR_A59;1;25;7;0;296;8722;12;1086;1086
SSR;2014;600000053;600101984;SSR_TOT;;25;7;0;296;8722;12;1086;1086
SSR;2014;600000152;600100572;SSR_A;;14;0;;187;4987;5;0;0
SSR;2014;600000152;600100572;SSR_A50;1;14;0;0;187;4987;5;0;0
SSR;2014;600000152;600100572;SSR_TOT;;14;0;0;187;4987;5;0;0
SSR;2014;600000186;600100648;SSR_A;;18;0;;193;6886;8;;
SSR;2014;600000186;600100648;SSR_A50;1;18;0;0;193;6886;8;;
SSR;2014;600000186;600100648;SSR_TOT;;18;0;0;193;6886;8;;
SSR;2014;600000194;600100713;SSR_A;;40;;;455;13788;34;;
SSR;2014;600000194;600100713;SSR_A50;1;;;0;;;;;
SSR;2014;600000194;600100713;SSR_A59;1;40;;0;455;13788;34;;
SSR;2014;600000194;600100713;SSR_TOT;;40;;0;455;13788;34;;
SSR;2014;600000285;600100721;SSR_A;;29;;;263;9541;13;;
SSR;2014;600000285;600100721;SSR_A50;1;29;;1;263;9541;13;;
SSR;2014;600000285;600100721;SSR_A59;1;;;1;;;;;
SSR;2014;600000285;600100721;SSR_TOT;;29;;0;263;9541;13;;
SSR;2014;600010094;600100580;SSR_A;;20;;;239;7040;0;;
SSR;2014;600010094;600100580;SSR_A50;1;;;0;;;;;
SSR;2014;600010094;600100580;SSR_A59;1;20;;0;239;7040;0;;
SSR;2014;600010094;600100580;SSR_TOT;;20;;0;239;7040;0;;
SSR;2014;600100101;750712184;SSR_A;;60;5;;515;20476;;56;1274
SSR;2014;600100101;750712184;SSR_A59;1;60;5;0;515;20476;;56;1274
SSR;2014;600100101;750712184;SSR_TOT;;60;5;0;515;20476;;56;1274
SSR;2014;600100184;600010276;SSR_A;;40;;;1055;20079;;;
SSR;2014;600100184;600010276;SSR_A50;1;40;;0;1055;20079;;;
SSR;2014;600100184;600010276;SSR_TOT;;40;;0;1055;20079;;;
SSR;2014;600100275;600000111;SSR_A;;120;;;948;37879;137;;
SSR;2014;600100275;600000111;SSR_A50;1;24;;0;201;8544;30;;
SSR;2014;600100275;600000111;SSR_A55;1;24;;0;24;1139;6;;
SSR;2014;600100275;600000111;SSR_A59;1;72;;0;723;28196;101;;
SSR;2014;600100275;600000111;SSR_TOT;;120;;0;948;37879;137;;
SSR;2014;600100283;750710428;SSR_A;;99;22;;1344;33655;22;380;6088
SSR;2014;600100283;750710428;SSR_A50;1;35;;0;465;10337;5;;
SSR;2014;600100283;750710428;SSR_A51;1;40;22;;574;15655;11;380;6088
SSR;2014;600100283;750710428;SSR_A52;1;6;;0;68;2128;6;;
SSR;2014;600100283;750710428;SSR_A54;1;10;;0;134;2929;;;
SSR;2014;600100283;750710428;SSR_A58;1;8;;0;103;2606;;;
SSR;2014;600100283;750710428;SSR_TOT;;99;22;0;1344;33655;22;380;6088
SSR;2014;600100291;750052144;SSR_A;;50;;;211;12737;46;;
SSR;2014;600100291;750052144;SSR_A50;1;25;;0;109;6796;21;;
SSR;2014;600100291;750052144;SSR_A59;1;25;;0;102;5941;25;;
SSR;2014;600100291;750052144;SSR_TOT;;50;;0;211;12737;46;;
SSR;2014;600100309;750721334;SSR_E;;52;50;;320;7916;9;497;7444
SSR;2014;600100309;750721334;SSR_E50;1;;;1;;;;;
SSR;2014;600100309;750721334;SSR_E51;1;32;50;1;270;6855;1;272;3045
SSR;2014;600100309;750721334;SSR_E52;1;20;;1;50;1061;8;225;4399
SSR;2014;600100309;750721334;SSR_TOT;;52;50;0;320;7916;9;497;7444
SSR;2014;600100671;750034589;SSR_A;;108;12;;912;31797;90;153;2244
SSR;2014;600100671;750034589;SSR_A50;1;10;12;0;57;1467;3;153;2244
SSR;2014;600100671;750034589;SSR_A51;1;79;;;715;25633;76;;
SSR;2014;600100671;750034589;SSR_A52;1;19;;0;140;4697;11;;
SSR;2014;600100671;750034589;SSR_TOT;;108;12;0;912;31797;90;153;2244
SSR;2014;600100754;600000228;SSR_A;;26;;;291;5831;3;;
SSR;2014;600100754;600000228;SSR_A50;1;26;;0;291;5831;3;;
SSR;2014;600100754;600000228;SSR_TOT;;26;;0;291;5831;3;;
SSR;2014;600100770;600000244;SSR_A;;8;;;3;834;3;0;0
SSR;2014;600100770;600000244;SSR_A50;1;8;;0;3;834;3;0;0
SSR;2014;600100770;600000244;SSR_TOT;;8;;0;3;834;3;0;0
SSR;2014;600100796;750720609;SSR_A;;70;10;;454;22648;84;101;2299
SSR;2014;600100796;750720609;SSR_A50;1;;;0;;;;;
SSR;2014;600100796;750720609;SSR_A51;1;40;5;;299;13460;39;91;2004
SSR;2014;600100796;750720609;SSR_A52;1;30;5;0;155;9188;45;10;295
SSR;2014;600100796;750720609;SSR_TOT;;70;10;0;454;22648;84;101;2299
SSR;2014;600100861;440052041;SSR_A;;120;10;;1412;42945;74;106;3020
SSR;2014;600100861;440052041;SSR_A50;1;30;;0;212;6422;9;;
SSR;2014;600100861;440052041;SSR_A52;1;60;10;0;801;24385;38;106;3020
SSR;2014;600100861;440052041;SSR_A59;1;30;;0;399;12138;27;;
SSR;2014;600100861;440052041;SSR_TOT;;120;10;0;1412;42945;74;106;3020
SSR;2014;600101679;590039863;SSR_A;;100;50;;579;26443;;832;16421
SSR;2014;600101679;590039863;SSR_A50;1;20;0;0;107;5669;;;
SSR;2014;600101679;590039863;SSR_A51;1;36;24;;193;10203;;400;8643
SSR;2014;600101679;590039863;SSR_A52;1;30;20;0;162;8503;;333;7203
SSR;2014;600101679;590039863;SSR_A55;1;14;6;0;117;2068;;99;575
SSR;2014;600101679;590039863;SSR_TOT;;100;50;0;579;26443;;832;16421
SSR;2014;600101687;600010037;SSR_A;;40;;;394;13140;12;;
SSR;2014;600101687;600010037;SSR_A59;1;40;;0;394;13140;12;;
SSR;2014;600101687;600010037;SSR_TOT;;40;;0;394;13140;12;;
SSR;2014;600101943;750720609;SSR_A;;53;8;;625;16524;4;126;2165
SSR;2014;600101943;750720609;SSR_A50;1;;;0;;;;;
SSR;2014;600101943;750720609;SSR_A53;1;48;8;0;581;15394;4;126;2165
SSR;2014;600101943;750720609;SSR_A55;1;5;;0;44;1130;;;
SSR;2014;600101943;750720609;SSR_TOT;;53;8;0;625;16524;4;126;2165
SSR;2014;600111124;600106611;SSR_A;;30;;;273;10464;6;;
SSR;2014;600111124;600106611;SSR_A59;1;30;;0;273;10464;6;;
SSR;2014;600111124;600106611;SSR_TOT;;30;;0;273;10464;6;;
SSR;2014;600113476;600100721;SSR_A;;79;;;613;25091;36;;
SSR;2014;600113476;600100721;SSR_A50;1;10;;1;91;2750;0;;
SSR;2014;600113476;600100721;SSR_A51;1;10;;;82;1772;0;;
SSR;2014;600113476;600100721;SSR_A52;1;;;0;;;;;
SSR;2014;600113476;600100721;SSR_A59;1;59;;1;440;20569;36;;
SSR;2014;600113476;600100721;SSR_TOT;;79;;1;613;25091;36;;
SSR;2014;610000044;610780074;SSR_A;;29;;;399;9259;8;;
SSR;2014;610000044;610780074;SSR_A50;1;20;;1;275;6385;2;;
SSR;2014;610000044;610780074;SSR_A59;1;9;;1;124;2874;6;;
SSR;2014;610000044;610780074;SSR_TOT;;29;;0;399;9259;8;;
SSR;2014;610000051;610780082;SSR_A;;33;;;377;11163;10;;
SSR;2014;610000051;610780082;SSR_A50;1;15;;0;241;5573;3;;
SSR;2014;610000051;610780082;SSR_A59;1;18;;0;136;5590;7;;
SSR;2014;610000051;610780082;SSR_TOT;;33;;0;377;11163;10;;
SSR;2014;610000069;610780090;SSR_A;;25;;;429;8855;2;;
SSR;2014;610000069;610780090;SSR_A50;1;25;;0;429;8855;2;;
SSR;2014;610000069;610780090;SSR_TOT;;25;;0;429;8855;2;;
SSR;2014;610000077;610780124;SSR_A;;56;2;;617;17237;20;328;328
SSR;2014;610000077;610780124;SSR_A50;1;40;0;0;453;13137;20;;
SSR;2014;610000077;610780124;SSR_A58;1;16;2;0;164;4100;0;328;328
SSR;2014;610000077;610780124;SSR_TOT;;56;2;0;617;17237;20;328;328
SSR;2014;610000085;610780132;SSR_A;;22;;;252;7101;;;
SSR;2014;610000085;610780132;SSR_A50;1;22;;0;252;7101;;;
SSR;2014;610000085;610780132;SSR_TOT;;22;;0;252;7101;;;
SSR;2014;610000093;610780140;SSR_A;;8;;;161;3101;0;;
SSR;2014;610000093;610780140;SSR_A50;1;8;;1;161;3101;0;;
SSR;2014;610000093;610780140;SSR_TOT;;8;;0;161;3101;0;;
SSR;2014;610000101;610780157;SSR_A;;30;;;315;7575;3;;
SSR;2014;610000101;610780157;SSR_A50;1;30;;0;315;7575;3;;
SSR;2014;610000101;610780157;SSR_TOT;;30;;0;315;7575;3;;
SSR;2014;610006371;610000135;SSR_A;;20;;;406;7607;;;
SSR;2014;610006371;610000135;SSR_A50;1;20;;0;406;7607;;;
SSR;2014;610006371;610000135;SSR_TOT;;20;;0;406;7607;;;
SSR;2014;610006421;610006413;SSR_A;;51;;;446;12235;1;;
SSR;2014;610006421;610006413;SSR_A50;1;28;;0;359;9400;1;;
SSR;2014;610006421;610006413;SSR_A54;1;23;;0;87;2835;0;;
SSR;2014;610006421;610006413;SSR_TOT;;51;;0;446;12235;1;;
SSR;2014;610780108;610790594;SSR_A;;25;;;212;8231;;;
SSR;2014;610780108;610790594;SSR_A50;1;25;;0;212;8231;;;
SSR;2014;610780108;610790594;SSR_TOT;;25;;0;212;8231;;;
SSR;2014;610780116;610790594;SSR_A;;55;;;497;18653;39;;
SSR;2014;610780116;610790594;SSR_A50;1;55;;0;497;18653;39;;
SSR;2014;610780116;610790594;SSR_TOT;;55;;0;497;18653;39;;
SSR;2014;610780207;610787061;SSR_A;;16;;;106;3696;;;
SSR;2014;610780207;610787061;SSR_A50;1;16;;0;106;3696;;;
SSR;2014;610780207;610787061;SSR_TOT;;16;;0;106;3696;;;
SSR;2014;610780371;760025734;SSR_A;;128;;;942;35337;;;
SSR;2014;610780371;760025734;SSR_A50;1;105;;0;730;27197;;;
SSR;2014;610780371;760025734;SSR_A59;1;23;;0;212;8140;;;
SSR;2014;610780371;760025734;SSR_TOT;;128;;0;942;35337;;;
SSR;2014;610780389;610004939;SSR_E;;42;25;;534;7836;;401;4309
SSR;2014;610780389;610004939;SSR_E50;1;2;1;1;152;1311;;119;995
SSR;2014;610780389;610004939;SSR_E51;1;13;10;1;105;1886;;47;1202
SSR;2014;610780389;610004939;SSR_E52;1;13;11;1;96;1666;;78;1869
SSR;2014;610780389;610004939;SSR_E54;1;2;1;1;8;684;;6;83
SSR;2014;610780389;610004939;SSR_E55;1;12;2;1;173;2289;;151;160
SSR;2014;610780389;610004939;SSR_TOT;;42;25;0;534;7836;;401;4309
SSR;2014;610784423;610787285;SSR_A;;80;12;;964;25575;40;445;6198
SSR;2014;610784423;610787285;SSR_A51;1;48;6;;781;17391;8;245;3037
SSR;2014;610784423;610787285;SSR_A52;1;32;2;0;183;8184;32;80;930
SSR;2014;610784423;610787285;SSR_A53;1;;4;0;;;;120;2231
SSR;2014;610784423;610787285;SSR_E;;;;;4;66;0;3;18
SSR;2014;610784423;610787285;SSR_E51;1;;;0;2;39;0;3;18
SSR;2014;610784423;610787285;SSR_E52;1;;;0;2;27;0;0;0
SSR;2014;610784423;610787285;SSR_TOT;;80;12;0;968;25641;40;448;6216
SSR;2014;620000026;620003814;SSR_A;;187;30;;1617;52624;132;297;5489
SSR;2014;620000026;620003814;SSR_A50;1;124;;0;533;31056;113;;
SSR;2014;620000026;620003814;SSR_A51;1;63;;;1063;17327;3;;
SSR;2014;620000026;620003814;SSR_A52;0;;;0;21;4241;16;;
SSR;2014;620000026;620003814;SSR_A53;1;;15;0;;;;141;2017
SSR;2014;620000026;620003814;SSR_A54;1;;15;0;;;;156;3472
SSR;2014;620000026;620003814;SSR_E;;26;2;;268;4874;2;223;890
SSR;2014;620000026;620003814;SSR_E51;1;26;2;0;268;4874;2;223;890
SSR;2014;620000026;620003814;SSR_TOT;;213;32;0;1885;57498;134;520;6379
SSR;2014;620000034;620100057;SSR_A;;34;4;;447;12667;;133;1655
SSR;2014;620000034;620100057;SSR_A50;1;5;;0;6;245;;;
SSR;2014;620000034;620100057;SSR_A53;1;;2;0;;;;60;890
SSR;2014;620000034;620100057;SSR_A54;1;;2;0;;;;73;765
SSR;2014;620000034;620100057;SSR_A59;1;29;;0;441;12422;;;
SSR;2014;620000034;620100057;SSR_TOT;;34;4;0;447;12667;;133;1655
SSR;2014;620000059;620100073;SSR_A;;55;;;654;19306;20;;
SSR;2014;620000059;620100073;SSR_A50;1;30;;0;378;10502;10;;
SSR;2014;620000059;620100073;SSR_A59;1;25;;0;276;8804;10;;
SSR;2014;620000059;620100073;SSR_TOT;;55;;0;654;19306;20;;
SSR;2014;620000067;620100081;SSR_A;;40;0;;403;13471;23;0;
SSR;2014;620000067;620100081;SSR_A50;1;;;0;81;2474;7;;
SSR;2014;620000067;620100081;SSR_A59;1;40;0;0;322;10997;16;0;
SSR;2014;620000067;620100081;SSR_TOT;;40;0;0;403;13471;23;0;
SSR;2014;620000117;620100461;SSR_A;;20;;;176;6387;;;
SSR;2014;620000117;620100461;SSR_A50;1;20;;0;176;6387;;;
SSR;2014;620000117;620100461;SSR_TOT;;20;;0;176;6387;;;
SSR;2014;620000224;620100651;SSR_A;;38;20;;453;13595;14;847;7389
SSR;2014;620000224;620100651;SSR_A50;1;4;;0;69;2389;6;;
SSR;2014;620000224;620100651;SSR_A53;1;;8;0;;;;300;2977
SSR;2014;620000224;620100651;SSR_A54;1;;8;0;;;;427;3147
SSR;2014;620000224;620100651;SSR_A55;1;;4;0;;;;120;1265
SSR;2014;620000224;620100651;SSR_A59;1;34;;0;384;11206;8;;
SSR;2014;620000224;620100651;SSR_TOT;;38;20;0;453;13595;14;847;7389
SSR;2014;620000232;620100669;SSR_A;;50;;;482;16351;25;;
SSR;2014;620000232;620100669;SSR_A50;1;2;;0;10;320;;;
SSR;2014;620000232;620100669;SSR_A58;1;20;;0;215;5637;2;;
SSR;2014;620000232;620100669;SSR_A59;1;28;;0;257;10394;23;;
SSR;2014;620000232;620100669;SSR_TOT;;50;;0;482;16351;25;;
SSR;2014;620000240;620100677;SSR_A;;30;;;268;11471;27;;
SSR;2014;620000240;620100677;SSR_A59;1;30;;0;268;11471;27;;
SSR;2014;620000240;620100677;SSR_TOT;;30;;0;268;11471;27;;
SSR;2014;620000257;620100685;SSR_A;;0;;;552;20579;;;
SSR;2014;620000257;620100685;SSR_A50;1;0;;1;86;3740;;;
SSR;2014;620000257;620100685;SSR_A56;1;0;;1;23;1077;;;
SSR;2014;620000257;620100685;SSR_A59;1;0;;1;443;15762;;;
SSR;2014;620000257;620100685;SSR_TOT;;0;;0;552;20579;;;
SSR;2014;620000323;620101337;SSR_A;;90;10;;704;30964;25;294;6552
SSR;2014;620000323;620101337;SSR_A50;1;15;;1;137;4652;3;;
SSR;2014;620000323;620101337;SSR_A51;1;30;;;213;11245;6;;
SSR;2014;620000323;620101337;SSR_A53;1;10;8;1;91;3101;2;235;5242
SSR;2014;620000323;620101337;SSR_A54;1;;2;0;;;;59;1310
SSR;2014;620000323;620101337;SSR_A55;1;5;;1;45;155;1;;
SSR;2014;620000323;620101337;SSR_A59;1;30;;1;218;11811;13;;
SSR;2014;620000323;620101337;SSR_E;;2;;;29;1164;;;
SSR;2014;620000323;620101337;SSR_E50;1;2;;0;29;1164;;;
SSR;2014;620000323;620101337;SSR_E55;1;;;0;;;;;
SSR;2014;620000323;620101337;SSR_TOT;;92;10;1;733;32128;25;294;6552
SSR;2014;620000349;620101360;SSR_A;;94;13;;734;31171;86;310;4739
SSR;2014;620000349;620101360;SSR_A50;1;30;;0;197;11748;38;;
SSR;2014;620000349;620101360;SSR_A51;1;34;5;;334;9746;11;166;2207
SSR;2014;620000349;620101360;SSR_A53;1;;8;1;;;;144;2532
SSR;2014;620000349;620101360;SSR_A59;1;30;;0;203;9677;37;;
SSR;2014;620000349;620101360;SSR_TOT;;94;13;1;734;31171;86;310;4739
SSR;2014;620000596;750820680;SSR_A;;40;;;159;10398;;;
SSR;2014;620000596;750820680;SSR_A58;1;40;;0;159;10398;;;
SSR;2014;620000596;750820680;SSR_TOT;;40;;0;159;10398;;;
SSR;2014;620003202;620103432;SSR_A;;31;0;;606;15229;;;
SSR;2014;620003202;620103432;SSR_A50;1;11;0;0;72;1792;;;
SSR;2014;620003202;620103432;SSR_A58;1;;;0;;;;;
SSR;2014;620003202;620103432;SSR_A59;1;20;0;0;534;13437;;;
SSR;2014;620003202;620103432;SSR_TOT;;31;0;0;606;15229;;;
SSR;2014;620003350;620001834;SSR_A;;115;0;;733;17764;22;49;729
SSR;2014;620003350;620001834;SSR_A50;1;76;0;1;423;14787;15;0;0
SSR;2014;620003350;620001834;SSR_A54;1;5;0;0;53;235;;49;729
SSR;2014;620003350;620001834;SSR_A56;0;2;;0;6;161;;;
SSR;2014;620003350;620001834;SSR_A59;1;32;0;1;251;2581;7;0;0
SSR;2014;620003350;620001834;SSR_TOT;;115;0;0;733;17764;22;49;729
SSR;2014;620003822;620003814;SSR_A;;103;26;;376;30593;113;674;7494
SSR;2014;620003822;620003814;SSR_A50;1;39;;0;99;12851;45;;
SSR;2014;620003822;620003814;SSR_A52;1;60;20;0;250;16605;66;499;5625
SSR;2014;620003822;620003814;SSR_A54;1;4;6;0;27;1137;2;175;1869
SSR;2014;620003822;620003814;SSR_TOT;;103;26;0;376;30593;113;674;7494
SSR;2014;620012948;620000265;SSR_A;;64;;;861;23434;;;
SSR;2014;620012948;620000265;SSR_A50;1;10;;0;151;3096;;;
SSR;2014;620012948;620000265;SSR_A59;1;54;;0;710;20338;;;
SSR;2014;620012948;620000265;SSR_TOT;;64;;0;861;23434;;;
SSR;2014;620025346;620001834;SSR_A;;30;;;388;8923;;;
SSR;2014;620025346;620001834;SSR_A50;1;30;;0;388;8923;;;
SSR;2014;620025346;620001834;SSR_A59;1;;;0;;;;;
SSR;2014;620025346;620001834;SSR_TOT;;30;;0;388;8923;;;
SSR;2014;620026401;620024158;SSR_A;;40;8;;356;13312;;302;2992
SSR;2014;620026401;620024158;SSR_A51;1;18;4;;243;6004;;199;1992
SSR;2014;620026401;620024158;SSR_A52;1;22;4;0;113;7308;;103;1000
SSR;2014;620026401;620024158;SSR_TOT;;40;8;0;356;13312;;302;2992
SSR;2014;620027664;620003814;SSR_A;;274;30;;3327;81845;153;812;8135
SSR;2014;620027664;620003814;SSR_A51;1;130;20;;2527;38405;18;567;5301
SSR;2014;620027664;620003814;SSR_A52;1;144;10;0;800;43440;135;245;2834
SSR;2014;620027664;620003814;SSR_E51;1;;;0;;;;;
SSR;2014;620027664;620003814;SSR_TOT;;274;30;0;3327;81845;153;812;8135
SSR;2014;620100016;750712184;SSR_A;;200;0;;1247;65032;;;
SSR;2014;620100016;750712184;SSR_A50;1;12;0;0;32;3712;;;
SSR;2014;620100016;750712184;SSR_A52;1;103;0;0;647;33347;;;
SSR;2014;620100016;750712184;SSR_A55;1;49;0;0;291;16063;;;
SSR;2014;620100016;750712184;SSR_A59;1;36;0;0;277;11910;;;
SSR;2014;620100016;750712184;SSR_TOT;;200;0;0;1247;65032;;;
SSR;2014;620100099;620014779;SSR_A;;30;;;486;9783;1;;
SSR;2014;620100099;620014779;SSR_A50;1;30;;0;486;9783;1;;
SSR;2014;620100099;620014779;SSR_TOT;;30;;0;486;9783;1;;
SSR;2014;620100487;620000125;SSR_A;;40;0;;704;18084;0;0;0
SSR;2014;620100487;620000125;SSR_A50;1;20;0;0;326;7140;0;0;0
SSR;2014;620100487;620000125;SSR_A59;1;20;0;0;378;10944;0;0;0
SSR;2014;620100487;620000125;SSR_TOT;;40;0;0;704;18084;0;0;0
SSR;2014;620100495;620000133;SSR_A;;66;;;867;25575;13;;
SSR;2014;620100495;620000133;SSR_A50;1;66;;0;867;25575;13;;
SSR;2014;620100495;620000133;SSR_TOT;;66;;0;867;25575;13;;
SSR;2014;620100842;620001834;SSR_A;;140;70;;1425;42016;67;1308;19986
SSR;2014;620100842;620001834;SSR_A51;1;80;40;;670;24366;47;779;13816
SSR;2014;620100842;620001834;SSR_A52;1;20;10;0;143;6352;20;114;1692
SSR;2014;620100842;620001834;SSR_A53;1;40;20;0;612;11298;0;415;4478
SSR;2014;620100842;620001834;SSR_E53;1;;;0;;;;;
SSR;2014;620100842;620001834;SSR_TOT;;140;70;0;1425;42016;67;1308;19986
SSR;2014;620101311;620027763;SSR_A;;30;;;440;10748;22;;
SSR;2014;620101311;620027763;SSR_A50;1;30;;0;440;10748;22;;
SSR;2014;620101311;620027763;SSR_TOT;;30;;0;440;10748;22;;
SSR;2014;620102053;620103440;SSR_A;;90;;;873;30848;;;
SSR;2014;620102053;620103440;SSR_A50;1;90;;0;873;30848;;;
SSR;2014;620102053;620103440;SSR_A56;1;;;0;;;;;
SSR;2014;620102053;620103440;SSR_A59;1;;;0;;;;;
SSR;2014;620102053;620103440;SSR_TOT;;90;;0;873;30848;;;
SSR;2014;620102954;620020859;SSR_A;;60;;;476;20137;18;;
SSR;2014;620102954;620020859;SSR_A50;1;60;;0;476;20137;18;;
SSR;2014;620102954;620020859;SSR_TOT;;60;;0;476;20137;18;;
SSR;2014;620105940;620000950;SSR_A;;39;;;556;11233;;;
SSR;2014;620105940;620000950;SSR_A50;1;8;;0;40;445;;;
SSR;2014;620105940;620000950;SSR_A51;1;31;;;516;10788;;;
SSR;2014;620105940;620000950;SSR_TOT;;39;;0;556;11233;;;
SSR;2014;620105973;590039863;SSR_A;;49;;;395;13814;;;
SSR;2014;620105973;590039863;SSR_A50;1;4;;0;6;1183;;;
SSR;2014;620105973;590039863;SSR_A52;1;45;;0;389;12631;;;
SSR;2014;620105973;590039863;SSR_E;;45;;;311;14111;;;
SSR;2014;620105973;590039863;SSR_E50;1;6;;0;15;2274;;;
SSR;2014;620105973;590039863;SSR_E51;1;;;0;;;;;
SSR;2014;620105973;590039863;SSR_E52;1;39;;0;296;11837;;;
SSR;2014;620105973;590039863;SSR_TOT;;94;;0;706;27925;;;
SSR;2014;620106203;620020859;SSR_A;;60;0;;459;20436;28;;
SSR;2014;620106203;620020859;SSR_A50;1;60;0;0;459;20436;28;;
SSR;2014;620106203;620020859;SSR_TOT;;60;0;0;459;20436;28;;
SSR;2014;620112656;620100057;SSR_A;;12;6;;352;2849;;85;2154
SSR;2014;620112656;620100057;SSR_A58;1;12;6;0;352;2849;;85;2154
SSR;2014;620112656;620100057;SSR_TOT;;12;6;0;352;2849;;85;2154
SSR;2014;620117606;620020859;SSR_A;;45;;;452;14839;7;;
SSR;2014;620117606;620020859;SSR_A59;1;45;;0;452;14839;7;;
SSR;2014;620117606;620020859;SSR_TOT;;45;;0;452;14839;7;;
SSR;2014;620118513;620002915;SSR_A;;10;4;;179;2372;;542;5062
SSR;2014;620118513;620002915;SSR_A53;1;5;2;0;164;2171;;291;3740
SSR;2014;620118513;620002915;SSR_A55;1;5;2;0;15;201;;251;1322
SSR;2014;620118513;620002915;SSR_TOT;;10;4;0;179;2372;;542;5062
SSR;2014;630000016;630180032;SSR_A;;24;0;;263;7415;3;0;0
SSR;2014;630000016;630180032;SSR_A59;1;24;0;0;263;7415;3;0;0
SSR;2014;630000016;630180032;SSR_TOT;;24;0;0;263;7415;3;0;0
SSR;2014;630000131;630003168;SSR_A;;100;26;;1423;30649;;385;4822
SSR;2014;630000131;630003168;SSR_A50;1;20;0;0;60;1749;;;
SSR;2014;630000131;630003168;SSR_A53;1;64;22;0;1272;26026;;353;4383
SSR;2014;630000131;630003168;SSR_A54;1;16;4;0;91;2874;;32;439
SSR;2014;630000131;630003168;SSR_TOT;;100;26;0;1423;30649;;385;4822
SSR;2014;630000149;630780302;SSR_A;;158;;;1122;49900;;;
SSR;2014;630000149;630780302;SSR_A50;1;122;;0;854;40057;;;
SSR;2014;630000149;630780302;SSR_A51;1;;;;;;;;
SSR;2014;630000149;630780302;SSR_A52;1;;;0;;;;;
SSR;2014;630000149;630780302;SSR_A58;1;36;;0;268;9843;;;
SSR;2014;630000149;630780302;SSR_TOT;;158;;0;1122;49900;;;
SSR;2014;630000412;630780997;SSR_A;;44;;;384;12919;12;;
SSR;2014;630000412;630780997;SSR_A50;1;44;;0;384;12919;12;;
SSR;2014;630000412;630780997;SSR_TOT;;44;;0;384;12919;12;;
SSR;2014;630000446;630781029;SSR_A;;25;0;;284;9227;20;;
SSR;2014;630000446;630781029;SSR_A50;1;25;0;1;284;9227;20;;
