BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;SEJHP;JOUHP
SSR;2014;250000627;250000221;SSR_TOT;;20;;0;259;7409;;;
SSR;2014;250000635;250000239;SSR_A;;28;;;335;9091;;;
SSR;2014;250000635;250000239;SSR_A50;1;28;;0;335;9091;;;
SSR;2014;250000635;250000239;SSR_TOT;;28;;0;335;9091;;;
SSR;2014;250000726;250000478;SSR_A;;35;;;333;11085;;;
SSR;2014;250000726;250000478;SSR_A50;1;35;;0;333;11085;;;
SSR;2014;250000726;250000478;SSR_TOT;;35;;0;333;11085;;;
SSR;2014;250000734;250000452;SSR_A;;7;0;;84;2469;4;0;0
SSR;2014;250000734;250000452;SSR_A50;1;7;0;0;84;2469;4;0;0
SSR;2014;250000734;250000452;SSR_TOT;;7;0;0;84;2469;4;0;0
SSR;2014;250000759;250000569;SSR_A;;143;4;;750;47519;145;332;1159
SSR;2014;250000759;250000569;SSR_A50;1;143;4;0;750;47519;145;332;1159
SSR;2014;250000759;250000569;SSR_A59;1;;;0;;;;;
SSR;2014;250000759;250000569;SSR_TOT;;143;4;0;750;47519;145;332;1159
SSR;2014;250000882;250002839;SSR_A;;75;5;;733;24451;81;164;1910
SSR;2014;250000882;250002839;SSR_A50;1;5;1;0;14;733;81;8;199
SSR;2014;250000882;250002839;SSR_A51;1;55;2;;594;17347;;83;1270
SSR;2014;250000882;250002839;SSR_A52;1;15;2;0;125;6371;;73;441
SSR;2014;250000882;250002839;SSR_A59;0;;;1;;;;;
SSR;2014;250000882;250002839;SSR_TOT;;75;5;0;733;24451;81;164;1910
SSR;2014;250004009;900000365;SSR_A;;140;;;868;50047;231;;
SSR;2014;250004009;900000365;SSR_A52;1;18;;0;125;6337;28;;
SSR;2014;250004009;900000365;SSR_A59;1;122;;0;743;43710;203;;
SSR;2014;250004009;900000365;SSR_TOT;;140;;0;868;50047;231;;
SSR;2014;250006954;250000015;SSR_A;;29;;;211;4247;3;;
SSR;2014;250006954;250000015;SSR_A51;1;14;;;171;3519;3;;
SSR;2014;250006954;250000015;SSR_A52;1;15;;0;40;728;0;;
SSR;2014;250006954;250000015;SSR_TOT;;29;;0;211;4247;3;;
SSR;2014;250016003;250006335;SSR_A;;;40;;;;;618;11473
SSR;2014;250016003;250006335;SSR_A53;1;;27;0;;;;367;6663
SSR;2014;250016003;250006335;SSR_A54;1;;13;0;;;;251;4810
SSR;2014;250016003;250006335;SSR_TOT;;;40;0;;;;618;11473
SSR;2014;250019478;250000015;SSR_A;;;15;;;;;306;306
SSR;2014;250019478;250000015;SSR_A50;1;;15;0;;;;306;306
SSR;2014;250019478;250000015;SSR_TOT;;;15;0;;;;306;306
SSR;2014;260000013;260000021;SSR_A;;59;11;;830;17478;;448;2094
SSR;2014;260000013;260000021;SSR_A50;1;;;0;;;;;
SSR;2014;260000013;260000021;SSR_A53;1;;;0;;;;;
SSR;2014;260000013;260000021;SSR_A58;1;24;3;0;406;4668;;75;559
SSR;2014;260000013;260000021;SSR_A59;1;35;8;0;424;12810;;373;1535
SSR;2014;260000013;260000021;SSR_TOT;;59;11;0;830;17478;;448;2094
SSR;2014;260000120;260016910;SSR_A;;30;;;397;9515;8;;
SSR;2014;260000120;260016910;SSR_A50;1;30;;0;397;9515;8;;
SSR;2014;260000120;260016910;SSR_TOT;;30;;0;397;9515;8;;
SSR;2014;260000138;260000047;SSR_A;;46;;;499;16526;;;
SSR;2014;260000138;260000047;SSR_A50;1;46;;1;499;16526;;;
SSR;2014;260000138;260000047;SSR_A59;1;;;1;;;;;
SSR;2014;260000138;260000047;SSR_TOT;;46;;0;499;16526;;;
SSR;2014;260000153;690795331;SSR_A;;64;0;;710;16416;0;;
SSR;2014;260000153;690795331;SSR_A50;1;64;0;0;710;16416;0;;
SSR;2014;260000153;690795331;SSR_TOT;;64;0;0;710;16416;0;;
SSR;2014;260000195;260006770;SSR_A;;61;;;747;18662;;;
SSR;2014;260000195;260006770;SSR_A50;1;;;0;;;;;
SSR;2014;260000195;260006770;SSR_A54;1;61;;0;747;18662;;;
SSR;2014;260000195;260006770;SSR_TOT;;61;;0;747;18662;;;
SSR;2014;260000203;260016910;SSR_A;;59;5;;401;18609;;124;1969
SSR;2014;260000203;260016910;SSR_A50;1;;5;0;;;;124;1969
SSR;2014;260000203;260016910;SSR_A51;1;30;;;217;8998;;;
SSR;2014;260000203;260016910;SSR_A52;1;29;;0;184;9611;;;
SSR;2014;260000203;260016910;SSR_TOT;;59;5;0;401;18609;;124;1969
SSR;2014;260000229;260000070;SSR_A;;12;0;;122;4139;1;;
SSR;2014;260000229;260000070;SSR_A50;1;12;0;0;122;4139;1;;
SSR;2014;260000229;260000070;SSR_TOT;;12;0;0;122;4139;1;;
SSR;2014;260000237;260000088;SSR_A;;24;;;293;8380;13;;
SSR;2014;260000237;260000088;SSR_A50;1;24;;0;293;8380;13;;
SSR;2014;260000237;260000088;SSR_TOT;;24;;0;293;8380;13;;
SSR;2014;260000278;260000096;SSR_A;;19;;;204;6225;8;;
SSR;2014;260000278;260000096;SSR_A50;1;19;;1;204;6225;8;;
SSR;2014;260000278;260000096;SSR_TOT;;19;;0;204;6225;8;;
SSR;2014;260000286;260000104;SSR_A;;15;0;;192;5244;;;
SSR;2014;260000286;260000104;SSR_A50;1;15;0;0;192;5244;;;
SSR;2014;260000286;260000104;SSR_TOT;;15;0;0;192;5244;;;
SSR;2014;260000682;930019484;SSR_A;;65;19;;594;17939;90;201;5522
SSR;2014;260000682;930019484;SSR_A50;1;;;0;22;482;;;
SSR;2014;260000682;930019484;SSR_A51;1;30;8;;232;6503;36;88;2438
SSR;2014;260000682;930019484;SSR_A52;1;35;11;0;340;10954;54;113;3084
SSR;2014;260000682;930019484;SSR_E;;;1;;;19;;8;305
SSR;2014;260000682;930019484;SSR_E51;0;;;0;;19;;4;99
SSR;2014;260000682;930019484;SSR_E52;1;;1;0;;;;4;206
SSR;2014;260000682;930019484;SSR_TOT;;65;20;0;594;17958;90;209;5827
SSR;2014;260006267;070000245;SSR_A;;67;10;;559;23077;;205;4804
SSR;2014;260006267;070000245;SSR_A50;1;10;2;0;112;4188;;54;1010
SSR;2014;260006267;070000245;SSR_A51;1;42;5;;337;13032;;119;3035
SSR;2014;260006267;070000245;SSR_A52;1;15;3;0;110;5857;;32;759
SSR;2014;260006267;070000245;SSR_TOT;;67;10;0;559;23077;;205;4804
SSR;2014;260017454;260016761;SSR_A;;81;12;;1150;25824;2;178;2482
SSR;2014;260017454;260016761;SSR_A50;1;0;;0;;;;;
SSR;2014;260017454;260016761;SSR_A53;1;41;8;0;676;13925;1;152;2192
SSR;2014;260017454;260016761;SSR_A54;1;40;4;0;474;11899;1;26;290
SSR;2014;260017454;260016761;SSR_E;;20;2;;242;6031;14;58;58
SSR;2014;260017454;260016761;SSR_E53;1;1;;0;3;48;0;;
SSR;2014;260017454;260016761;SSR_E54;1;7;1;0;61;1117;1;9;9
SSR;2014;260017454;260016761;SSR_E55;1;12;1;0;178;4866;13;49;49
SSR;2014;260017454;260016761;SSR_TOT;;101;14;0;1392;31855;16;236;2540
SSR;2014;270000045;270000060;SSR_A;;21;;;246;7392;3;;
SSR;2014;270000045;270000060;SSR_A50;1;21;;0;246;7392;3;;
SSR;2014;270000045;270000060;SSR_TOT;;21;;0;246;7392;3;;
SSR;2014;270000342;270000698;SSR_A;;45;10;;326;17272;19;174;3120
SSR;2014;270000342;270000698;SSR_A51;1;35;5;;254;13434;19;87;1560
SSR;2014;270000342;270000698;SSR_A52;1;10;5;0;72;3838;;87;1560
SSR;2014;270000342;270000698;SSR_A53;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A54;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A55;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A56;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A57;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A58;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_A59;1;;;0;;;;;
SSR;2014;270000342;270000698;SSR_TOT;;45;10;0;326;17272;19;174;3120
SSR;2014;270000367;270000086;SSR_A;;33;;;393;11318;;;
SSR;2014;270000367;270000086;SSR_A50;1;13;;0;62;1574;;;
SSR;2014;270000367;270000086;SSR_A59;1;20;;0;331;9744;;;
SSR;2014;270000367;270000086;SSR_TOT;;33;;0;393;11318;;;
SSR;2014;270000391;760024042;SSR_A;;50;;;427;17715;51;;
SSR;2014;270000391;760024042;SSR_A50;1;30;;0;271;10375;25;;
SSR;2014;270000391;760024042;SSR_A59;1;20;;0;156;7340;26;;
SSR;2014;270000391;760024042;SSR_TOT;;50;;0;427;17715;51;;
SSR;2014;270000417;760025734;SSR_A;;82;;;540;24365;81;;
SSR;2014;270000417;760025734;SSR_A50;1;82;;0;540;24365;81;;
SSR;2014;270000417;760025734;SSR_TOT;;82;;0;540;24365;81;;
SSR;2014;270000425;270000102;SSR_A;;29;;;290;9238;;;
SSR;2014;270000425;270000102;SSR_A50;1;29;;0;290;9238;;;
SSR;2014;270000425;270000102;SSR_TOT;;29;;0;290;9238;;;
SSR;2014;270000433;750043994;SSR_A;;80;0;;580;26080;54;0;0
SSR;2014;270000433;750043994;SSR_A50;1;80;0;0;580;26080;54;0;0
SSR;2014;270000433;750043994;SSR_TOT;;80;0;0;580;26080;54;0;0
SSR;2014;270000441;270000110;SSR_A;;30;;;294;7711;5;;
SSR;2014;270000441;270000110;SSR_A50;1;30;;0;294;7711;5;;
SSR;2014;270000441;270000110;SSR_E50;0;;;1;;;;;
SSR;2014;270000441;270000110;SSR_TOT;;30;;0;294;7711;5;;
SSR;2014;270000458;270023724;SSR_A;;22;0;;250;6705;2;0;0
SSR;2014;270000458;270023724;SSR_A50;1;22;0;0;250;6705;2;0;0
SSR;2014;270000458;270023724;SSR_TOT;;22;0;0;250;6705;2;0;0
SSR;2014;270000474;270000136;SSR_A;;20;;;170;7019;24;;
SSR;2014;270000474;270000136;SSR_A50;1;20;;0;170;7019;24;;
SSR;2014;270000474;270000136;SSR_TOT;;20;;0;170;7019;24;;
SSR;2014;270000482;270000144;SSR_A;;15;;;135;5130;7;0;0
SSR;2014;270000482;270000144;SSR_A50;1;15;;0;135;5130;7;0;0
SSR;2014;270000482;270000144;SSR_TOT;;15;;0;135;5130;7;0;0
SSR;2014;270000516;270000177;SSR_A;;20;;;186;6699;;;
SSR;2014;270000516;270000177;SSR_A50;1;20;;0;186;6699;;;
SSR;2014;270000516;270000177;SSR_TOT;;20;;0;186;6699;;;
SSR;2014;270000870;270000987;SSR_A;;53;;;356;15047;4;;
SSR;2014;270000870;270000987;SSR_A58;1;53;;0;356;15047;4;;
SSR;2014;270000870;270000987;SSR_TOT;;53;;0;356;15047;4;;
SSR;2014;270000896;930019484;SSR_A;;60;5;;324;14761;;124;2224
SSR;2014;270000896;930019484;SSR_A50;1;1;0;0;0;0;;;
SSR;2014;270000896;930019484;SSR_A51;1;23;3;;191;5905;;79;1426
SSR;2014;270000896;930019484;SSR_A52;1;36;2;0;133;8856;;45;798
SSR;2014;270000896;930019484;SSR_TOT;;60;5;0;324;14761;;124;2224
SSR;2014;270000912;750814030;SSR_A;;377;20;;2703;119139;;989;11073
SSR;2014;270000912;750814030;SSR_A50;1;57;;0;490;20698;;;
SSR;2014;270000912;750814030;SSR_A51;1;61;11;;586;20828;;755;7149
SSR;2014;270000912;750814030;SSR_A52;1;45;;0;191;12771;;;
SSR;2014;270000912;750814030;SSR_A53;1;22;5;0;117;5420;;113;2848
SSR;2014;270000912;750814030;SSR_A54;1;37;1;0;245;11652;;43;841
SSR;2014;270000912;750814030;SSR_A55;1;44;1;0;372;12647;;2;6
SSR;2014;270000912;750814030;SSR_A56;1;35;;0;236;11819;;;
SSR;2014;270000912;750814030;SSR_A57;1;10;;0;23;1191;;;
SSR;2014;270000912;750814030;SSR_A59;1;66;2;0;443;22113;;76;229
SSR;2014;270000912;750814030;SSR_E;;2;2;;4;247;;178;1020
SSR;2014;270000912;750814030;SSR_E50;1;;;0;;;;;
SSR;2014;270000912;750814030;SSR_E51;1;1;1;0;1;30;;155;865
SSR;2014;270000912;750814030;SSR_E52;1;1;;0;3;217;;;
SSR;2014;270000912;750814030;SSR_E53;1;;;0;;;;;
SSR;2014;270000912;750814030;SSR_E54;1;;;0;;;;;
SSR;2014;270000912;750814030;SSR_E55;1;;1;0;;;;23;155
SSR;2014;270000912;750814030;SSR_E57;1;;;;;;;;
SSR;2014;270000912;750814030;SSR_E58;1;;;0;;;;;
SSR;2014;270000912;750814030;SSR_TOT;;379;22;0;2707;119386;;1167;12093
SSR;2014;270003924;760024042;SSR_A;;70;;;684;24144;62;;
SSR;2014;270003924;760024042;SSR_A50;1;70;;0;684;24144;62;;
SSR;2014;270003924;760024042;SSR_TOT;;70;;0;684;24144;62;;
SSR;2014;280000035;750043994;SSR_A;;75;;;577;25194;28;;
SSR;2014;280000035;750043994;SSR_A50;1;50;;0;352;16591;16;;
SSR;2014;280000035;750043994;SSR_A59;1;25;;0;225;8603;12;;
SSR;2014;280000035;750043994;SSR_TOT;;75;;0;577;25194;28;;
SSR;2014;280000043;280000134;SSR_A;;80;0;;415;27748;132;;
SSR;2014;280000043;280000134;SSR_A50;1;80;0;0;415;27748;132;;
SSR;2014;280000043;280000134;SSR_TOT;;80;0;0;415;27748;132;;
SSR;2014;280000084;280000183;SSR_A;;110;6;;927;35199;69;133;3251
SSR;2014;280000084;280000183;SSR_A50;1;52;6;0;;;;;
SSR;2014;280000084;280000183;SSR_A51;1;;;;289;7507;6;69;1781
SSR;2014;280000084;280000183;SSR_A52;1;8;;0;149;9721;34;44;945
SSR;2014;280000084;280000183;SSR_A54;1;;;0;;;;20;525
SSR;2014;280000084;280000183;SSR_A59;1;50;;0;489;17971;29;;
SSR;2014;280000084;280000183;SSR_TOT;;110;6;0;927;35199;69;133;3251
SSR;2014;280000100;280000225;SSR_A;;17;;;196;5613;8;;
SSR;2014;280000100;280000225;SSR_A59;1;17;;0;196;5613;8;;
SSR;2014;280000100;280000225;SSR_TOT;;17;;0;196;5613;8;;
SSR;2014;280000266;450018106;SSR_A;;130;15;;792;35790;79;209;1493
SSR;2014;280000266;450018106;SSR_A50;1;33;;0;193;8041;7;;
SSR;2014;280000266;450018106;SSR_A51;1;48;9;;396;15868;23;88;944
SSR;2014;280000266;450018106;SSR_A52;1;32;6;1;106;6916;41;121;549
SSR;2014;280000266;450018106;SSR_A59;1;17;;0;97;4965;8;;
SSR;2014;280000266;450018106;SSR_TOT;;130;15;0;792;35790;79;209;1493
SSR;2014;280000431;310021167;SSR_A;;68;5;;878;22257;0;83;1333
SSR;2014;280000431;310021167;SSR_A53;1;68;5;0;878;22257;0;83;1333
SSR;2014;280000431;310021167;SSR_TOT;;68;5;0;878;22257;0;83;1333
SSR;2014;280000449;750055634;SSR_A;;52;10;;753;13179;;173;2247
SSR;2014;280000449;750055634;SSR_A50;1;;;0;;;;24;24
SSR;2014;280000449;750055634;SSR_A53;1;32;5;1;711;12494;;149;2223
SSR;2014;280000449;750055634;SSR_A55;1;20;5;1;42;685;;;
SSR;2014;280000449;750055634;SSR_TOT;;52;10;0;753;13179;;173;2247
SSR;2014;280000662;280500075;SSR_A;;50;;;2722;16542;22;;
SSR;2014;280000662;280500075;SSR_A59;1;50;;0;2722;16542;22;;
SSR;2014;280000662;280500075;SSR_TOT;;50;;0;2722;16542;22;;
SSR;2014;280502998;280000589;SSR_A;;30;;;219;10726;20;;
SSR;2014;280502998;280000589;SSR_A50;1;30;;0;219;10726;20;;
SSR;2014;280502998;280000589;SSR_TOT;;30;;0;219;10726;20;;
SSR;2014;280504267;280000134;SSR_A;;0;5;;;;;72;590
SSR;2014;280504267;280000134;SSR_A54;1;0;5;0;;;;72;590
SSR;2014;280504267;280000134;SSR_TOT;;0;5;0;;;;72;590
SSR;2014;280505223;280001132;SSR_A;;43;0;;676;14554;0;0;0
SSR;2014;280505223;280001132;SSR_A50;1;;;0;;;;;
SSR;2014;280505223;280001132;SSR_A55;1;43;0;1;676;14554;0;0;0
SSR;2014;280505223;280001132;SSR_TOT;;43;0;0;676;14554;0;0;0
SSR;2014;280505264;280006370;SSR_A;;64;;;641;23533;23;;
SSR;2014;280505264;280006370;SSR_A50;1;34;;0;190;6860;9;;
SSR;2014;280505264;280006370;SSR_A59;1;30;;0;451;16673;14;;
SSR;2014;280505264;280006370;SSR_TOT;;64;;0;641;23533;23;;
SSR;2014;280506015;280001264;SSR_A;;43;;;567;15304;0;;
SSR;2014;280506015;280001264;SSR_A58;1;43;;0;567;15304;0;;
SSR;2014;280506015;280001264;SSR_TOT;;43;;0;567;15304;0;;
SSR;2014;290000033;290021542;SSR_A;;74;0;;714;27221;64;;
SSR;2014;290000033;290021542;SSR_A50;1;28;0;0;272;10261;26;;
SSR;2014;290000033;290021542;SSR_A59;1;46;0;0;442;16960;38;;
SSR;2014;290000033;290021542;SSR_TOT;;74;0;0;714;27221;64;;
SSR;2014;290000058;290000017;SSR_A;;20;5;;148;6683;28;177;1502
SSR;2014;290000058;290000017;SSR_A51;1;;;;;;;;
SSR;2014;290000058;290000017;SSR_A52;1;20;5;0;148;6683;28;177;1502
SSR;2014;290000058;290000017;SSR_TOT;;20;5;0;148;6683;28;177;1502
SSR;2014;290000066;290020700;SSR_A;;72;9;;831;23029;;293;3186
SSR;2014;290000066;290020700;SSR_A51;1;26;3;;277;8130;;114;1928
SSR;2014;290000066;290020700;SSR_A54;1;;6;0;;;;179;1258
SSR;2014;290000066;290020700;SSR_A58;1;15;;0;257;4113;;;
SSR;2014;290000066;290020700;SSR_A59;1;31;;0;297;10786;;;
SSR;2014;290000066;290020700;SSR_E;;;4;;;;;35;481
SSR;2014;290000066;290020700;SSR_E51;1;;1;0;;;;12;126
SSR;2014;290000066;290020700;SSR_E52;1;;3;0;;;;23;355
SSR;2014;290000066;290020700;SSR_TOT;;72;13;0;831;23029;;328;3667
SSR;2014;290000165;290030592;SSR_A;;67;;;885;24542;;;
SSR;2014;290000165;290030592;SSR_A50;1;67;;0;885;24542;;;
SSR;2014;290000165;290030592;SSR_TOT;;67;;0;885;24542;;;
SSR;2014;290000173;290000041;SSR_A;;30;;;481;11031;3;;
SSR;2014;290000173;290000041;SSR_A50;1;30;;0;481;11031;3;;
SSR;2014;290000173;290000041;SSR_TOT;;30;;0;481;11031;3;;
SSR;2014;290000181;290000074;SSR_A;;43;8;;605;15925;17;158;1496
SSR;2014;290000181;290000074;SSR_A50;1;23;;0;279;6617;5;;
SSR;2014;290000181;290000074;SSR_A53;1;;6;0;;;;128;1189
SSR;2014;290000181;290000074;SSR_A59;1;20;2;0;326;9308;12;30;307
SSR;2014;290000181;290000074;SSR_TOT;;43;8;0;605;15925;17;158;1496
SSR;2014;290000256;290000017;SSR_A;;45;0;;521;13815;9;;
SSR;2014;290000256;290000017;SSR_A50;1;45;0;0;521;13815;9;;
SSR;2014;290000256;290000017;SSR_A59;1;0;0;0;;;;;
SSR;2014;290000256;290000017;SSR_TOT;;45;0;0;521;13815;9;;
SSR;2014;290000272;290000090;SSR_A;;10;;;138;3474;3;;
SSR;2014;290000272;290000090;SSR_A50;1;10;;0;138;3474;3;;
SSR;2014;290000272;290000090;SSR_TOT;;10;;0;138;3474;3;;
SSR;2014;290000322;290000108;SSR_A;;33;;;426;11850;;;
SSR;2014;290000322;290000108;SSR_A50;1;33;;0;426;11850;;;
SSR;2014;290000322;290000108;SSR_TOT;;33;;0;426;11850;;;
SSR;2014;290000371;750043994;SSR_A;;127;;;1438;44853;6;;
SSR;2014;290000371;750043994;SSR_A50;1;48;;1;371;12519;4;;
SSR;2014;290000371;750043994;SSR_A59;1;79;;1;1067;32334;2;;
SSR;2014;290000371;750043994;SSR_TOT;;127;;0;1438;44853;6;;
SSR;2014;290000389;290000116;SSR_A;;15;0;;201;4997;1;0;0
SSR;2014;290000389;290000116;SSR_A50;1;15;0;1;201;4997;1;0;0
SSR;2014;290000389;290000116;SSR_TOT;;15;0;0;201;4997;1;0;0
SSR;2014;290000413;290009752;SSR_A;;50;0;;575;14962;4;0;0
SSR;2014;290000413;290009752;SSR_A50;1;50;0;0;575;14962;4;0;0
SSR;2014;290000413;290009752;SSR_TOT;;50;0;0;575;14962;4;0;0
SSR;2014;290000553;290021542;SSR_A;;53;5;;576;17263;24;144;870
SSR;2014;290000553;290021542;SSR_A54;1;25;5;0;302;7400;4;144;870
SSR;2014;290000553;290021542;SSR_A59;1;28;;0;274;9863;20;;
SSR;2014;290000553;290021542;SSR_TOT;;53;5;0;576;17263;24;144;870
SSR;2014;290000686;440042844;SSR_A;;50;;;721;17879;;;
SSR;2014;290000686;440042844;SSR_A50;1;35;;0;317;8037;;;
SSR;2014;290000686;440042844;SSR_A59;1;15;;0;404;9842;;;
SSR;2014;290000686;440042844;SSR_TOT;;50;;0;721;17879;;;
SSR;2014;290000728;750821092;SSR_A;;6;2;;179;1397;;853;853
SSR;2014;290000728;750821092;SSR_A50;1;6;2;1;179;1397;;853;853
SSR;2014;290000728;750821092;SSR_A51;1;;;;;;;;
SSR;2014;290000728;750821092;SSR_A52;1;;;0;;;;;
SSR;2014;290000728;750821092;SSR_A53;1;;;0;;;;;
SSR;2014;290000728;750821092;SSR_A54;1;;;0;;;;;
SSR;2014;290000728;750821092;SSR_E51;1;;;0;;;;;
SSR;2014;290000728;750821092;SSR_TOT;;6;2;0;179;1397;;853;853
SSR;2014;290000785;220020739;SSR_A;;48;;;351;11153;;;
SSR;2014;290000785;220020739;SSR_A50;1;48;;1;351;11153;;;
SSR;2014;290000785;220020739;SSR_TOT;;48;;0;351;11153;;;
SSR;2014;290000793;290000546;SSR_E;;12;18;;97;2167;5;216;3709
SSR;2014;290000793;290000546;SSR_E50;1;4;6;0;16;327;0;8;65
SSR;2014;290000793;290000546;SSR_E51;1;4;6;0;58;918;0;103;2252
SSR;2014;290000793;290000546;SSR_E52;1;4;6;0;23;922;5;105;1392
SSR;2014;290000793;290000546;SSR_TOT;;12;18;0;97;2167;5;216;3709
SSR;2014;290000819;290001023;SSR_A;;120;15;;1178;38491;48;168;3094
SSR;2014;290000819;290001023;SSR_A50;1;10;;0;124;5127;10;;
SSR;2014;290000819;290001023;SSR_A51;1;85;15;;924;28485;27;168;3094
SSR;2014;290000819;290001023;SSR_A59;1;25;;0;130;4879;11;;
SSR;2014;290000819;290001023;SSR_TOT;;120;15;0;1178;38491;48;168;3094
SSR;2014;290000827;290000546;SSR_A;;107;;;1184;35048;55;;
SSR;2014;290000827;290000546;SSR_A50;1;62;;0;928;20940;7;;
SSR;2014;290000827;290000546;SSR_A58;1;45;;0;256;14108;48;;
SSR;2014;290000827;290000546;SSR_E;;25;;;336;5692;14;;
SSR;2014;290000827;290000546;SSR_E50;1;25;;0;336;5692;14;;
SSR;2014;290000827;290000546;SSR_TOT;;132;;0;1520;40740;69;;
SSR;2014;290000934;290000306;SSR_A;;26;;;314;7256;1;;
SSR;2014;290000934;290000306;SSR_A50;1;6;;0;32;654;0;;
SSR;2014;290000934;290000306;SSR_A54;1;20;;0;282;6602;1;;
SSR;2014;290000934;290000306;SSR_TOT;;26;;0;314;7256;1;;
SSR;2014;290000975;290000546;SSR_A;;122;31;;1283;33857;42;2343;14472
SSR;2014;290000975;290000546;SSR_A50;1;10;0;0;3;36;;;
SSR;2014;290000975;290000546;SSR_A51;1;29;20;;360;8641;7;524;8028
SSR;2014;290000975;290000546;SSR_A52;1;42;4;0;309;12465;29;302;1248
SSR;2014;290000975;290000546;SSR_A54;1;17;5;0;245;4413;3;476;484
SSR;2014;290000975;290000546;SSR_A55;1;22;2;0;349;7986;3;1041;4712
SSR;2014;290000975;290000546;SSR_A56;1;2;;0;17;316;;;
SSR;2014;290000975;290000546;SSR_E;;26;4;;326;9412;9;626;2147
SSR;2014;290000975;290000546;SSR_E50;1;1;0;0;1;4;;;
SSR;2014;290000975;290000546;SSR_E51;1;4;1;0;96;1561;2;69;461
SSR;2014;290000975;290000546;SSR_E52;1;1;1;0;82;3269;7;56;1154
SSR;2014;290000975;290000546;SSR_E54;1;2;1;0;30;504;;340;347
SSR;2014;290000975;290000546;SSR_E55;1;18;1;0;117;4074;;161;185
SSR;2014;290000975;290000546;SSR_TOT;;148;35;0;1609;43269;51;2969;16619
SSR;2014;290000983;290000546;SSR_A;;30;15;;646;10242;0;246;3329
SSR;2014;290000983;290000546;SSR_A50;1;;;0;;;;;
SSR;2014;290000983;290000546;SSR_A53;1;30;15;0;646;10242;0;246;3329
SSR;2014;290000983;290000546;SSR_E50;1;;;0;;;;;
SSR;2014;290000983;290000546;SSR_TOT;;30;15;0;646;10242;0;246;3329
SSR;2014;290001015;290000751;SSR_A;;31;;;352;10138;6;;
SSR;2014;290001015;290000751;SSR_A50;1;31;;0;352;10138;6;;
SSR;2014;290001015;290000751;SSR_TOT;;31;;0;352;10138;6;;
SSR;2014;290002344;440042844;SSR_A;;90;;;969;30693;;;
SSR;2014;290002344;440042844;SSR_A50;1;90;;0;969;30693;;;
SSR;2014;290002344;440042844;SSR_TOT;;90;;0;969;30693;;;
SSR;2014;290003953;750043994;SSR_A;;140;28;;1339;41470;3;1533;26726
SSR;2014;290003953;750043994;SSR_A51;1;140;28;;1339;41470;3;1533;26726
SSR;2014;290003953;750043994;SSR_TOT;;140;28;1;1339;41470;3;1533;26726
SSR;2014;290004365;290000017;SSR_A;;130;0;;1498;45285;78;;
SSR;2014;290004365;290000017;SSR_A50;1;40;0;0;485;13883;34;;
SSR;2014;290004365;290000017;SSR_A51;1;30;0;;265;9532;31;;
SSR;2014;290004365;290000017;SSR_A56;1;0;0;0;;;;;
SSR;2014;290004365;290000017;SSR_A59;1;60;0;0;748;21870;13;;
SSR;2014;290004365;290000017;SSR_TOT;;130;0;0;1498;45285;78;;
SSR;2014;290005826;290020700;SSR_A;;64;3;;664;22797;;67;741
SSR;2014;290005826;290020700;SSR_A50;1;40;;0;472;14366;;;
SSR;2014;290005826;290020700;SSR_A52;1;24;3;0;192;8431;;67;741
SSR;2014;290005826;290020700;SSR_TOT;;64;3;0;664;22797;;67;741
SSR;2014;290034610;290000306;SSR_A;;43;;;498;15573;12;;
SSR;2014;290034610;290000306;SSR_A59;1;43;;0;498;15573;12;;
SSR;2014;290034610;290000306;SSR_TOT;;43;;0;498;15573;12;;
SSR;2014;2A0000022;2A0000014;SSR_A;;32;;;334;10390;;;
SSR;2014;2A0000022;2A0000014;SSR_A50;1;32;;0;334;10390;;;
SSR;2014;2A0000022;2A0000014;SSR_TOT;;32;;0;334;10390;;;
SSR;2014;2A0000030;2A0000048;SSR_A;;103;50;;878;38755;100;639;18053
SSR;2014;2A0000030;2A0000048;SSR_A51;1;40;28;;470;20747;72;432;12206
SSR;2014;2A0000030;2A0000048;SSR_A52;1;37;17;0;188;8298;20;102;2882
SSR;2014;2A0000030;2A0000048;SSR_A53;1;18;5;0;180;7945;5;101;2853
SSR;2014;2A0000030;2A0000048;SSR_A54;;;;0;22;971;2;3;84
SSR;2014;2A0000030;2A0000048;SSR_A58;1;8;;0;18;794;1;1;28
SSR;2014;2A0000030;2A0000048;SSR_TOT;;103;50;0;878;38755;100;639;18053
SSR;2014;2A0000212;2A0000170;SSR_A;;18;;;203;6339;;;
SSR;2014;2A0000212;2A0000170;SSR_A50;1;18;;;203;6339;;;
SSR;2014;2A0000212;2A0000170;SSR_TOT;;18;;;203;6339;;;
SSR;2014;2A0000261;2A0000279;SSR_A;;84;0;;517;25867;106;0;0
SSR;2014;2A0000261;2A0000279;SSR_A50;1;84;0;1;517;25867;106;0;0
